TRANSACTION_ID,ACCOUNT_ID,TXN_TIMESTAMP,TXN_HOUR,TXN_TYPE,TXN_AMOUNT,CURRENCY,NARRATIVE,BENEFICIARY_COUNTRY,CHANNEL,TXN_DIRECTION,IS_TYPOLOGY,TYPOLOGY_TYPE,TXN_DAY_OF_WEEK,IS_WEEKEND,IS_OFF_HOURS
TXN000009332,ACCT100010878,2023-07-09 07:24:41.261424,7,NEFT,18853.08,AED,DIVIDEND,IN,MOBILE,DEBIT,False,NONE,6,1,1
TXN000009333,ACCT100008686,2024-02-10 03:36:11.725990,3,IMPS,14982.42,USD,LOAN_EMI,VG,MOBILE,DEBIT,False,NONE,5,1,1
TXN000009334,ACCT100005356,2022-03-15 00:31:58.492645,0,INTERNAL_TRANSFER,5052.23,USD,TRANSFER,GB,ATM,CREDIT,False,NONE,1,0,1
TXN000009335,ACCT100003096,2023-05-05 02:20:49.699689,2,IMPS,908.84,INR,VENDOR_PAYMENT,VG,ATM,CREDIT,False,NONE,4,0,1
TXN000009336,ACCT100004847,2024-02-23 00:50:13.393336,0,RTGS,934.47,USD,,US,MOBILE,CREDIT,False,NONE,4,0,1
TXN000009337,ACCT100008830,2024-04-14 05:44:28.410784,5,RTGS,10133.99,INR,TRANSFER,GB,WEB,CREDIT,False,NONE,6,1,1
TXN000009338,ACCT100000918,2023-07-21 14:11:04.882799,14,SWIFT,15679.91,INR,LOAN_EMI,KY,ATM,CREDIT,False,NONE,4,0,0
TXN000009339,ACCT100001119,2024-01-02 07:09:30.250175,7,RTGS,8108.07,INR,DIVIDEND,IN,BRANCH,CREDIT,False,NONE,1,0,1
TXN000009340,ACCT100010935,2022-03-12 00:30:16.908792,0,RTGS,3911.59,INR, SALARY ,IN,WEB,DEBIT,False,NONE,5,1,1
TXN000009341,ACCT100011729,2022-11-17 22:43:31.421531,22,NEFT,3034.52,USD,grocery,IN,WEB,CREDIT,False,NONE,3,0,1
TXN000009342,ACCT100002909,2024-06-26 15:54:42.518869,15,UPI,445.89,INR,LOAN_EMI,MY,WEB,CREDIT,False,NONE,2,0,0
TXN000009343,ACCT100003801,2024-01-23 19:56:56.397504,19,UPI,64740.18,AED,DIVIDEND,GB,WEB,CREDIT,False,NONE,1,0,0
TXN000009344,ACCT100010415,2022-03-12 17:35:16.442585,17,SWIFT,10275.67,INR,INVESTMENT,KY,MOBILE,CREDIT,False,NONE,5,1,0
TXN000009345,ACCT100010049,2024-04-12 05:58:19.984250,5,NEFT,8217.87,INR,INVESTMENT,IN,WEB,DEBIT,False,NONE,4,0,1
TXN000009346,ACCT100006753,2023-08-22 08:41:07.985435,8,IMPS,1328.4,AED,TRANSFER,SG,MOBILE,CREDIT,False,NONE,1,0,0
TXN000009347,ACCT100007736,2023-11-11 03:17:25.679254,3,UPI,3553.09,INR,SALARY,IN,ATM,CREDIT,False,NONE,5,1,1
TXN000009348,ACCT100001514,2024-02-21 09:33:08.945105,9,UPI,1097.58,INR,LOAN_EMI,GB,WEB,DEBIT,False,NONE,2,0,0
TXN000009349,ACCT100011981,2023-05-16 08:34:32.740562,8,POS,1570.71,USD,DIVIDEND,GB,MOBILE,DEBIT,False,NONE,1,0,0
TXN000009350,ACCT100002751,2022-08-12 19:03:50.961373,19,IMPS,4397.82,AED, INSURANCE ,US,ATM,DEBIT,False,NONE,4,0,0
TXN000009351,ACCT100006424,2024-03-18 12:32:52.711740,12,UPI,1693.38,INR,,GB,ATM,DEBIT,False,NONE,0,0,0
TXN000009352,ACCT100007031,2023-02-09 09:08:04.584065,9,NEFT,64723.59,INR,UTILITY,GB,WEB,CREDIT,False,NONE,3,0,0
TXN000009353,ACCT100011597,2024-05-16 01:17:34.857332,1,UPI,36965.01,INR,INSURANCE,AE,BRANCH,DEBIT,False,NONE,3,0,1
TXN000009354,ACCT100008860,2022-06-19 06:36:32.886928,6,SWIFT,721.61,INR,VENDOR_PAYMENT,GB,ATM,CREDIT,False,NONE,6,1,1
TXN000009355,ACCT100011616,2022-05-12 23:00:37.078196,23,UPI,7482.51,INR,INSURANCE,IN,MOBILE,CREDIT,False,NONE,3,0,1
TXN000009356,ACCT100003194,2022-01-27 16:51:55.057442,16,IMPS,17117.34,INR,TRANSFER,AE,BRANCH,CREDIT,False,NONE,3,0,0
TXN000009357,ACCT100008018,2023-08-28 13:50:40.088769,13,POS,67421.41,INR,INSURANCE,IN,BRANCH,CREDIT,False,NONE,0,0,0
TXN000009358,ACCT100011735,2023-04-13 05:39:41.260667,5,NEFT,405.08,INR,UTILITY,IN,BRANCH,DEBIT,False,NONE,3,0,1
TXN000009359,ACCT100005834,2023-05-25 12:38:50.920841,12,NEFT,2121.34,USD,GROCERY,MY,ATM,CREDIT,False,NONE,3,0,0
TXN000009360,ACCT100003212,2023-06-07 10:36:21.897213,10,NEFT,6103.54,INR,LOAN_EMI,IN,BRANCH,DEBIT,False,NONE,2,0,0
TXN000009361,ACCT100000817,2024-01-29 13:52:18.374035,13,NEFT,10109.67,INR,RENT,IN,MOBILE,DEBIT,False,NONE,0,0,0
TXN000009362,ACCT100002948,2023-08-10 20:19:11.927397,20,UPI,10301.02,INR,INVESTMENT,GB,BRANCH,CREDIT,False,NONE,3,0,0
TXN000009363,ACCT100008896,2022-11-11 08:51:54.018432,8,IMPS,5749.68,INR,VENDOR_PAYMENT,SG,BRANCH,DEBIT,False,NONE,4,0,0
TXN000009364,ACCT100007427,2022-07-01 01:53:14.892720,1,IMPS,6665.88,INR,UTILITY,IN,BRANCH,DEBIT,False,NONE,4,0,1
TXN000009365,ACCT100003945,2023-01-08 05:13:08.209820,5,NEFT,16941.64,INR,GROCERY,IN,MOBILE,DEBIT,False,NONE,6,1,1
TXN000009366,ACCT100010967,2022-07-11 04:36:07.249247,4,SWIFT,34779.36,AED,INVESTMENT,US,MOBILE,CREDIT,False,NONE,0,0,1
TXN000009367,ACCT100005596,2022-09-24 23:08:09.605824,23,CASH_WITHDRAWAL,819.43,AED,INSURANCE,SG,ATM,DEBIT,False,NONE,5,1,1
TXN000009368,ACCT100007585,2023-04-13 08:29:39.396407,8,NEFT,6412.46,INR,INSURANCE,NG,MOBILE,CREDIT,False,NONE,3,0,0
TXN000009369,ACCT100002588,2022-12-25 17:58:39.282269,17,IMPS,1941.64,INR,GROCERY,NG,WEB,CREDIT,False,NONE,6,1,0
TXN000009370,ACCT100001593,2022-03-22 07:06:10.605717,7,CHEQUE,3917.88,INR,VENDOR_PAYMENT,MY,BRANCH,CREDIT,False,NONE,1,0,1
TXN000009371,ACCT100006935,2022-09-14 02:54:00.295703,2,RTGS,7744.14,INR,salary,IN,WEB,DEBIT,False,NONE,2,0,1
TXN000009372,ACCT100000410,2023-05-16 13:54:44.967499,13,IMPS,235.51,INR,RENT,US,WEB,CREDIT,False,NONE,1,0,0
TXN000009373,ACCT100009750,2023-10-26 17:30:28.482992,17,CASH_DEPOSIT,14748.41,INR,INSURANCE,MY,ATM,DEBIT,False,NONE,3,0,0
TXN000009374,ACCT100011303,2022-04-09 09:52:49.729460,9,RTGS,3118.04,INR,,GB,WEB,DEBIT,False,NONE,5,1,0
TXN000009375,ACCT100007027,2022-08-02 01:47:21.190667,1,RTGS,7764.31,INR,TRANSFER,AE,MOBILE,CREDIT,False,NONE,1,0,1
TXN000009376,ACCT100001151,2023-10-05 20:27:54.304343,20,CASH_DEPOSIT,26119.24,AED,INVESTMENT,US,MOBILE,DEBIT,False,NONE,3,0,0
TXN000009377,ACCT100007939,2023-08-08 21:42:37.353697,21,SWIFT,1931.03,USD,INSURANCE,IN,MOBILE,DEBIT,False,NONE,1,0,1
TXN000009378,ACCT100002446,2024-04-20 20:32:01.515029,20,IMPS,7152.5,INR,GROCERY,IN,MOBILE,CREDIT,False,NONE,5,1,0
TXN000009379,ACCT100006651,2023-03-07 07:28:45.834139,7,UPI,1327.96,INR,DIVIDEND,MY,WEB,CREDIT,False,NONE,1,0,1
TXN000009380,ACCT100002765,2024-02-02 05:44:49.023983,5,CASH_DEPOSIT,10734.12,INR,INVESTMENT,CN,WEB,CREDIT,False,NONE,4,0,1
TXN000009381,ACCT100003353,2022-06-13 00:32:56.793835,0,IMPS,4289.99,INR,INSURANCE,AE,WEB,CREDIT,False,NONE,0,0,1
TXN000009382,ACCT100008424,2024-01-03 04:26:27.901826,4,RTGS,34491.41,INR,GROCERY,AE,WEB,DEBIT,False,NONE,2,0,1
TXN000009383,ACCT100004558,2024-06-29 02:14:16.579139,2,CASH_DEPOSIT,8079.98,INR,dividend,IN,ATM,CREDIT,False,NONE,5,1,1
TXN000009384,ACCT100006881,2022-12-30 14:16:06.706884,14,CASH_DEPOSIT,1913.41,INR,VENDOR_PAYMENT,IN,WEB,CREDIT,False,NONE,4,0,0
TXN000009385,ACCT100008904,2023-02-28 15:17:07.466532,15,CASH_DEPOSIT,13004.24,INR,DIVIDEND,SG,BRANCH,CREDIT,False,NONE,1,0,0
TXN000009386,ACCT100011454,2023-01-26 01:50:18.960302,1,SWIFT,3703.27,INR,UTILITY,GB,WEB,CREDIT,False,NONE,3,0,1
TXN000009387,ACCT100001933,2023-09-08 08:08:32.964138,8,IMPS,58993.23,INR,INVESTMENT,SG,ATM,CREDIT,False,NONE,4,0,0
TXN000009388,ACCT100008480,2022-10-25 13:18:49.176373,13,IMPS,23105.11,INR,TRANSFER,IN,BRANCH,DEBIT,False,NONE,1,0,0
TXN000009389,ACCT100003684,2023-02-23 10:32:16.573105,10,RTGS,3328.78,USD,INVESTMENT,AE,WEB,CREDIT,False,NONE,3,0,0
TXN000009390,ACCT100001754,2023-11-07 09:51:00.997395,9,UPI,8862.47,AED,TRANSFER,SG,WEB,DEBIT,False,NONE,1,0,0
TXN000009391,ACCT100011657,2022-08-11 00:06:30.540374,0,CASH_DEPOSIT,443.01,INR,GROCERY,IN,MOBILE,CREDIT,False,NONE,3,0,1
TXN000009392,ACCT100000198,2023-11-18 00:32:39.712640,0,UPI,4044.79,INR,RENT,SG,ATM,CREDIT,False,NONE,5,1,1
TXN000009393,ACCT100001199,2023-04-05 00:14:17.751844,0,SWIFT,7176.81,INR,RENT,NG,ATM,DEBIT,False,NONE,2,0,1
TXN000009394,ACCT100007725,2024-02-09 14:18:57.316872,14,RTGS,93587.16,INR,LOAN_EMI,IN,MOBILE,DEBIT,False,NONE,4,0,0
TXN000009395,ACCT100010817,2022-05-05 13:43:47.181114,13,CASH_DEPOSIT,4633.13,INR,VENDOR_PAYMENT,GB,MOBILE,DEBIT,False,NONE,3,0,0
TXN000009396,ACCT100004581,2022-03-18 21:30:34.751343,21,UPI,7568.85,USD,INSURANCE,IN,WEB,DEBIT,False,NONE,4,0,1
TXN000009397,ACCT100008939,2024-06-13 20:10:10.534953,20,SWIFT,3839.9,AED,,IN,WEB,DEBIT,False,NONE,3,0,0
TXN000009398,ACCT100007786,2022-12-18 15:01:33.437982,15,CHEQUE,2042.55,INR,INVESTMENT,CN,ATM,DEBIT,False,NONE,6,1,0
TXN000009399,ACCT100009912,2022-08-12 02:16:41.870197,2,CASH_DEPOSIT,5165.09,INR,RENT,IN,ATM,DEBIT,False,NONE,4,0,1
TXN000009400,ACCT100004381,2022-06-05 16:38:34.091234,16,NEFT,492.31,INR,DIVIDEND,US,ATM,DEBIT,False,NONE,6,1,0
TXN000009401,ACCT100005768,2022-04-19 04:59:19.767243,4,UPI,9038.06,USD,INSURANCE,IN,WEB,DEBIT,False,NONE,1,0,1
TXN000009402,ACCT100008000,2022-09-11 16:54:41.371392,16,UPI,1537.6,USD,UTILITY,GB,BRANCH,CREDIT,False,NONE,6,1,0
TXN000009403,ACCT100006488,2022-05-01 22:44:13.803499,22,IMPS,155671.21,INR,SALARY,US,MOBILE,CREDIT,False,NONE,6,1,1
TXN000009404,ACCT100006298,2024-04-17 14:45:33.208447,14,RTGS,8176.22,AED,VENDOR_PAYMENT,CN,MOBILE,DEBIT,False,NONE,2,0,0
TXN000009405,ACCT100004104,2023-12-20 16:34:40.476068,16,CASH_WITHDRAWAL,43332.4,USD,UTILITY,IN,MOBILE,CREDIT,False,NONE,2,0,0
TXN000009406,ACCT100000564,2024-06-29 09:09:17.351296,9,NEFT,849.12,INR,INVESTMENT,SG,BRANCH,CREDIT,False,NONE,5,1,0
TXN000009407,ACCT100006140,2023-08-28 19:54:40.559595,19,NEFT,6234.23,INR,GROCERY,IN,WEB,CREDIT,False,NONE,0,0,0
TXN000009408,ACCT100009408,2022-03-19 05:29:35.022529,5,UPI,3170.08,INR,LOAN_EMI,IN,WEB,CREDIT,False,NONE,5,1,1
TXN000009409,ACCT100001392,2022-12-18 07:14:48.071976,7,INTERNAL_TRANSFER,15534.91,AED,RENT,GB,BRANCH,CREDIT,False,NONE,6,1,1
TXN000009410,ACCT100005655,2024-03-10 10:05:31.766160,10,IMPS,2773.64,AED, SALARY ,GB,WEB,CREDIT,False,NONE,6,1,0
TXN000009411,ACCT100000122,2023-10-23 00:37:05.420703,0,UPI,861.9,AED,SALARY,US,WEB,DEBIT,False,NONE,0,0,1
TXN000009412,ACCT100010168,2023-12-09 23:57:26.924623,23,UPI,1980.31,INR,GROCERY,IN,WEB,CREDIT,False,NONE,5,1,1
TXN000009413,ACCT100000556,2023-06-01 21:49:08.763358,21,UPI,30814.14,INR,VENDOR_PAYMENT,IN,ATM,DEBIT,False,NONE,3,0,1
TXN000009414,ACCT100008612,2022-06-01 05:34:30.985989,5,IMPS,2480.83,INR,GROCERY,GB,BRANCH,CREDIT,False,NONE,2,0,1
TXN000009415,ACCT100010760,2023-06-22 22:52:04.375397,22,CASH_WITHDRAWAL,43041.51,INR,DIVIDEND,AE,MOBILE,CREDIT,False,NONE,3,0,1
TXN000009416,ACCT100006705,2023-07-18 17:38:16.547645,17,NEFT,21267.0,INR,DIVIDEND,SG,WEB,CREDIT,False,NONE,1,0,0
TXN000009417,ACCT100009777,2022-01-12 08:48:32.305688,8,IMPS,2365.65,USD,DIVIDEND,AE,WEB,DEBIT,False,NONE,2,0,0
TXN000009418,ACCT100011295,2023-08-12 17:23:29.728734,17,RTGS,5757.97,INR,INSURANCE,IN,ATM,CREDIT,False,NONE,5,1,0
TXN000009419,ACCT100001706,2024-06-20 06:05:54.998929,6,UPI,74849.31,INR,INVESTMENT,GB,ATM,CREDIT,False,NONE,3,0,1
TXN000009420,ACCT100005339,2024-06-10 01:36:09.743049,1,IMPS,15339.59,AED,INVESTMENT,SG,ATM,DEBIT,False,NONE,0,0,1
TXN000009421,ACCT100011108,2023-08-05 15:59:39.951194,15,UPI,649.32,INR,TRANSFER,IN,WEB,DEBIT,False,NONE,5,1,0
TXN000009422,ACCT100004152,2022-08-01 11:37:08.337120,11,UPI,4340.97,INR,UTILITY,IN,MOBILE,DEBIT,False,NONE,0,0,0
TXN000009423,ACCT100007421,2023-03-02 09:05:59.732947,9,POS,6686.08,INR,DIVIDEND,IN,BRANCH,DEBIT,False,NONE,3,0,0
TXN000009424,ACCT100001322,2023-10-29 14:39:51.363514,14,CHEQUE,4403.53,INR,UTILITY,MY,WEB,DEBIT,False,NONE,6,1,0
TXN000009425,ACCT100001655,2024-06-12 21:30:41.643549,21,UPI,10620.54,INR,INVESTMENT,US,ATM,DEBIT,False,NONE,2,0,1
TXN000009426,ACCT100004841,2023-08-08 01:48:08.499337,1,POS,2548.53,INR,GROCERY,US,BRANCH,DEBIT,False,NONE,1,0,1
TXN000009427,ACCT100010386,2022-12-23 17:24:46.702872,17,UPI,125279.58,INR,GROCERY,US,ATM,DEBIT,False,NONE,4,0,0
TXN000009428,ACCT100006914,2024-06-19 15:32:48.861938,15,RTGS,70939.37,INR,LOAN_EMI,MY,BRANCH,DEBIT,False,NONE,2,0,0
TXN000009429,ACCT100001056,2023-03-19 07:52:29.468525,7,IMPS,2771.33,INR,UTILITY,SG,BRANCH,DEBIT,False,NONE,6,1,1
TXN000009430,ACCT100010896,2022-10-24 11:17:58.842966,11,NEFT,530.92,INR,VENDOR_PAYMENT,VG,WEB,CREDIT,False,NONE,0,0,0
TXN000009431,ACCT100002974,2022-02-12 13:53:01.933248,13,CASH_WITHDRAWAL,38030.17,USD,LOAN_EMI,CN,ATM,DEBIT,False,NONE,5,1,0
TXN000009432,ACCT100002060,2022-07-23 13:58:18.393394,13,NEFT,5800.49,INR,INSURANCE,NG,ATM,CREDIT,False,NONE,5,1,0
TXN000009433,ACCT100000859,2023-10-10 10:01:13.708981,10,UPI,3235.13,INR,INSURANCE,KY,WEB,CREDIT,False,NONE,1,0,0
TXN000009434,ACCT100005269,2023-09-05 16:33:29.699313,16,IMPS,16012.25,INR,RENT,IN,ATM,CREDIT,False,NONE,1,0,0
TXN000009435,ACCT100011404,2024-02-29 06:38:07.107465,6,RTGS,1962.28,INR,VENDOR_PAYMENT,CN,WEB,CREDIT,False,NONE,3,0,1
TXN000009436,ACCT100011471,2023-05-17 05:39:11.700629,5,UPI,7016.31,INR,TRANSFER,SG,WEB,CREDIT,False,NONE,2,0,1
TXN000009437,ACCT100006879,2024-03-25 22:19:29.648006,22,INTERNAL_TRANSFER,55706.03,INR,DIVIDEND,AE,ATM,DEBIT,False,NONE,0,0,1
TXN000009438,ACCT100001248,2024-02-07 10:53:27.144406,10,CASH_DEPOSIT,41906.01,INR,TRANSFER,IN,BRANCH,DEBIT,False,NONE,2,0,0
TXN000009439,ACCT100001656,2022-08-14 14:45:31.088389,14,IMPS,9280.68,INR,TRANSFER,US,BRANCH,DEBIT,False,NONE,6,1,0
TXN000009440,ACCT100000696,2022-02-27 18:24:14.494617,18,POS,2113.62,INR,UTILITY,VG,WEB,DEBIT,False,NONE,6,1,0
TXN000009441,ACCT100007813,2022-06-04 16:44:40.164233,16,SWIFT,5816.39,INR,UTILITY,IN,WEB,DEBIT,False,NONE,5,1,0
TXN000009442,ACCT100011261,2023-01-08 15:22:42.823611,15,CHEQUE,11840.79,INR,INVESTMENT,IN,MOBILE,CREDIT,False,NONE,6,1,0
TXN000009443,ACCT100010655,2022-01-24 15:39:58.732854,15,NEFT,9493.52,AED,SALARY,KY,MOBILE,DEBIT,False,NONE,0,0,0
TXN000009444,ACCT100011970,2022-06-13 15:49:24.836181,15,RTGS,15478.52,INR,VENDOR_PAYMENT,SG,BRANCH,DEBIT,False,NONE,0,0,0
TXN000009445,ACCT100001702,2024-02-29 20:13:24.135352,20,IMPS,1337.28,INR,LOAN_EMI,KY,ATM,DEBIT,False,NONE,3,0,0
TXN000009446,ACCT100008041,2022-12-28 22:28:04.369981,22,UPI,294623.63,INR,LOAN_EMI,IN,WEB,CREDIT,False,NONE,2,0,1
TXN000009447,ACCT100007697,2023-07-22 03:09:06.332958,3,RTGS,6681.36,AED,SALARY,IN,ATM,CREDIT,False,NONE,5,1,1
TXN000009448,ACCT100002935,2023-06-10 07:06:47.139686,7,NEFT,26337.54,INR,TRANSFER,GB,WEB,DEBIT,False,NONE,5,1,1
TXN000009449,ACCT100010842,2023-01-16 21:26:38.450740,21,NEFT,2003.23,AED,RENT,IN,MOBILE,CREDIT,False,NONE,0,0,1
TXN000009450,ACCT100007996,2022-11-07 11:37:09.979442,11,UPI,5687.96,INR,VENDOR_PAYMENT,IN,WEB,CREDIT,False,NONE,0,0,0
TXN000009451,ACCT100005902,2022-08-01 09:56:53.443302,9,IMPS,811.7,INR,INSURANCE,IN,BRANCH,DEBIT,False,NONE,0,0,0
TXN000009452,ACCT100006770,2022-04-09 20:08:23.295661,20,UPI,7095.03,AED,INSURANCE,AE,ATM,DEBIT,False,NONE,5,1,0
TXN000009453,ACCT100007676,2023-06-29 00:21:17.515541,0,IMPS,2908.55,INR,,NG,ATM,CREDIT,False,NONE,3,0,1
TXN000009454,ACCT100007204,2022-12-06 11:26:52.576535,11,CASH_DEPOSIT,33924.62,INR,LOAN_EMI,GB,WEB,DEBIT,False,NONE,1,0,0
TXN000009455,ACCT100006062,2023-06-21 08:47:21.269791,8,RTGS,8734.31,INR,TRANSFER,US,MOBILE,DEBIT,False,NONE,2,0,0
TXN000009456,ACCT100003949,2024-04-01 04:34:59.002442,4,UPI,68008.64,INR,RENT,IN,BRANCH,DEBIT,False,NONE,0,0,1
TXN000009457,ACCT100001837,2022-08-26 07:34:35.823719,7,NEFT,12190.43,INR,transfer,IN,BRANCH,CREDIT,False,NONE,4,0,1
TXN000009458,ACCT100007537,2023-05-01 21:34:37.914490,21,NEFT,28290.32,USD,DIVIDEND,KY,ATM,CREDIT,False,NONE,0,0,1
TXN000009459,ACCT100005962,2022-03-06 05:41:24.065660,5,UPI,4062.32,INR,RENT,GB,WEB,CREDIT,False,NONE,6,1,1
TXN000009460,ACCT100004930,2023-06-06 14:57:22.483266,14,RTGS,7205.43,AED,UTILITY,VG,MOBILE,DEBIT,False,NONE,1,0,0
TXN000009461,ACCT100003975,2023-09-09 13:54:58.116101,13,IMPS,21394.35,INR,,IN,ATM,DEBIT,False,NONE,5,1,0
TXN000009462,ACCT100005808,2022-05-25 21:10:41.996937,21,RTGS,29976.67,INR, GROCERY ,US,ATM,DEBIT,False,NONE,2,0,1
TXN000009463,ACCT100003430,2022-11-13 14:15:36.231253,14,SWIFT,16709.29,INR,GROCERY,SG,BRANCH,CREDIT,False,NONE,6,1,0
TXN000009464,ACCT100001420,2022-12-23 09:52:50.224232,9,NEFT,3721.47,INR,TRANSFER,CN,ATM,DEBIT,False,NONE,4,0,0
TXN000009465,ACCT100006942,2023-05-02 20:28:10.685141,20,CASH_DEPOSIT,8106.47,AED,GROCERY,AE,MOBILE,DEBIT,False,NONE,1,0,0
TXN000009466,ACCT100011508,2022-07-20 13:41:46.003557,13,UPI,7543.14,INR,UTILITY,SG,MOBILE,DEBIT,False,NONE,2,0,0
TXN000009467,ACCT100011011,2022-05-09 15:41:55.104304,15,NEFT,15587.32,INR,INSURANCE,CN,WEB,DEBIT,False,NONE,0,0,0
TXN000009468,ACCT100004824,2024-01-06 00:44:00.063419,0,NEFT,12515.35,INR,INVESTMENT,AE,BRANCH,DEBIT,False,NONE,5,1,1
TXN000009469,ACCT100003378,2024-06-04 18:38:12.212456,18,UPI,3582.54,AED,GROCERY,US,BRANCH,CREDIT,False,NONE,1,0,0
TXN000009470,ACCT100010401,2022-04-07 22:14:28.401092,22,CASH_WITHDRAWAL,19258.85,USD,RENT,AE,ATM,CREDIT,False,NONE,3,0,1
TXN000009471,ACCT100002149,2023-11-23 13:22:46.631005,13,NEFT,6421.63,INR,insurance,AE,MOBILE,CREDIT,False,NONE,3,0,0
TXN000009472,ACCT100009364,2023-01-17 07:12:35.773640,7,UPI,4751.3,USD,UTILITY,IN,ATM,DEBIT,False,NONE,1,0,1
TXN000009473,ACCT100002582,2022-12-22 16:02:54.579887,16,RTGS,18562.25,INR,INVESTMENT,SG,MOBILE,DEBIT,False,NONE,3,0,0
TXN000009474,ACCT100003654,2023-03-16 16:04:45.421156,16,UPI,2016.42,INR,VENDOR_PAYMENT,SG,ATM,CREDIT,False,NONE,3,0,0
TXN000009475,ACCT100008938,2022-08-18 06:27:09.601204,6,CASH_DEPOSIT,16806.24,INR,,IN,WEB,DEBIT,False,NONE,3,0,1
TXN000009476,ACCT100000288,2023-10-30 12:09:26.250042,12,IMPS,7392.84,INR,LOAN_EMI,US,BRANCH,CREDIT,False,NONE,0,0,0
TXN000009477,ACCT100010030,2023-11-11 04:24:35.684359,4,UPI,9088.13,AED,UTILITY,KY,WEB,DEBIT,False,NONE,5,1,1
TXN000009478,ACCT100005501,2022-05-07 07:44:29.054309,7,CHEQUE,2146.76,INR,TRANSFER,IN,WEB,DEBIT,False,NONE,5,1,1
TXN000009479,ACCT100009771,2023-09-30 01:36:23.494004,1,UPI,16959.58,INR,,IN,WEB,DEBIT,False,NONE,5,1,1
TXN000009480,ACCT100003429,2022-02-27 19:10:49.543224,19,POS,88589.58,INR,INVESTMENT,IN,WEB,DEBIT,False,NONE,6,1,0
TXN000009481,ACCT100003952,2023-10-21 07:48:18.351779,7,UPI,19804.5,INR,RENT,SG,MOBILE,CREDIT,False,NONE,5,1,1
TXN000009482,ACCT100006236,2023-07-28 13:03:12.118061,13,IMPS,114449.64,INR,LOAN_EMI,IN,ATM,CREDIT,False,NONE,4,0,0
TXN000009483,ACCT100001659,2022-03-29 06:04:05.816465,6,RTGS,6581.71,INR,INSURANCE,SG,MOBILE,CREDIT,False,NONE,1,0,1
TXN000009484,ACCT100008024,2024-03-06 03:43:34.074428,3,UPI,4048.92,USD,,IN,BRANCH,DEBIT,False,NONE,2,0,1
TXN000009485,ACCT100000162,2022-08-15 01:23:49.239234,1,CASH_DEPOSIT,2864.83,INR, LOAN_EMI ,IN,MOBILE,CREDIT,False,NONE,0,0,1
TXN000009486,ACCT100002392,2022-07-03 07:36:50.693507,7,NEFT,1109.02,INR, INVESTMENT ,IN,WEB,DEBIT,False,NONE,6,1,1
TXN000009487,ACCT100004411,2024-03-01 14:18:26.375612,14,CASH_DEPOSIT,1655.36,USD,TRANSFER,AE,BRANCH,CREDIT,False,NONE,4,0,0
TXN000009488,ACCT100002917,2022-05-04 21:59:22.021466,21,CASH_DEPOSIT,5548.26,USD,GROCERY,IN,WEB,DEBIT,False,NONE,2,0,1
TXN000009489,ACCT100011317,2023-06-03 10:24:02.876610,10,POS,1340.05,INR,,IN,ATM,DEBIT,False,NONE,5,1,0
TXN000009490,ACCT100005458,2024-02-06 10:41:44.089762,10,RTGS,19612.47,INR,,US,ATM,DEBIT,False,NONE,1,0,0
TXN000009491,ACCT100010192,2022-05-13 14:32:53.122972,14,UPI,1403.69,USD,,MY,WEB,DEBIT,False,NONE,4,0,0
TXN000009492,ACCT100004733,2022-08-24 09:17:34.260620,9,SWIFT,2265.17,INR,SALARY,US,ATM,CREDIT,False,NONE,2,0,0
TXN000009493,ACCT100002183,2022-01-05 15:03:46.408058,15,UPI,13501.27,INR,LOAN_EMI,AE,BRANCH,DEBIT,False,NONE,2,0,0
TXN000009494,ACCT100002513,2022-04-12 15:26:13.981989,15,CASH_DEPOSIT,9470.1,AED,INVESTMENT,IN,WEB,DEBIT,False,NONE,1,0,0
TXN000009495,ACCT100003412,2022-12-04 23:01:45.902482,23,UPI,1726.13,INR,TRANSFER,US,BRANCH,CREDIT,False,NONE,6,1,1
TXN000009496,ACCT100000134,2023-07-13 18:00:54.980043,18,NEFT,2611.86,INR,RENT,VG,ATM,DEBIT,False,NONE,3,0,0
TXN000009497,ACCT100011559,2023-10-06 12:10:59.331766,12,IMPS,11606.79,USD, GROCERY ,AE,WEB,DEBIT,False,NONE,4,0,0
TXN000009498,ACCT100007813,2023-08-12 17:40:35.139548,17,CASH_DEPOSIT,216.22,INR,INSURANCE,IN,BRANCH,CREDIT,False,NONE,5,1,0
TXN000009499,ACCT100003155,2023-11-24 15:22:37.133034,15,IMPS,22627.99,INR,GROCERY,CN,MOBILE,DEBIT,False,NONE,4,0,0
TXN000009500,ACCT100008098,2023-12-08 04:46:14.227299,4,CASH_DEPOSIT,1327.21,INR,RENT,IN,BRANCH,CREDIT,False,NONE,4,0,1
TXN000009501,ACCT100005876,2022-02-15 09:38:30.313140,9,UPI,1248.81,INR,TRANSFER,CN,WEB,DEBIT,False,NONE,1,0,0
TXN000009502,ACCT100010082,2022-08-31 06:17:57.629460,6,NEFT,4240.22,INR,UTILITY,SG,BRANCH,DEBIT,False,NONE,2,0,1
TXN000009503,ACCT100002022,2022-11-23 02:00:57.248136,2,RTGS,11907.56,INR,RENT,US,BRANCH,DEBIT,False,NONE,2,0,1
TXN000009504,ACCT100003184,2022-06-02 05:49:38.466712,5,UPI,20074.56,INR,VENDOR_PAYMENT,IN,MOBILE,CREDIT,False,NONE,3,0,1
