ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,DEBIT_CARD_ISSUED,INTERNET_BANKING
ACCT100001131,CUST0001171,SAVINGS,ACTIVE,2016-04-10,5134.8,INR,2,7959.84,2,1,1,1
ACCT100001132,CUST0006340,SAVINGS,DORMANT,2019-09-14,5860.46,SGD,3,5481.94,4,1,1,1
ACCT100001133,CUST0000442,SAVINGS,ACTIVE,2018-06-30,15844.62,USD,1,16461.76,5,1,1,1
ACCT100001134,CUST0005228,SALARY,ACTIVE,2017-05-23,57913.13,SGD,1,4282.6,1,3,1,1
ACCT100001135,CUST0004123,SALARY,ACTIVE,2019-12-09,116688.1,SGD,1,3904.03,2,1,1,1
ACCT100001136,CUST0007205,SAVINGS,ACTIVE,2014-12-08,21406.0,SGD,1,17064.8,4,1,1,1
ACCT100001137,CUST0000078,SALARY,ACTIVE,2012-01-20,1024.78,INR,1,50750.19,2,2,1,1
ACCT100001138,CUST0006152,SALARY,DORMANT,2012-01-22,9387.59,INR,1,15169.81,1,2,0,0
ACCT100001139,CUST0002305,NRE,ACTIVE,2020-08-14,464613.34,INR,3,80414.61,6,1,1,1
ACCT100001140,CUST0003558,SAVINGS,DORMANT,2016-06-09,32587.82,INR,2,6471.06,1,1,1,1
ACCT100001141,CUST0007645, CURRENT ,ACTIVE,2016-03-16,284054.45,INR,1,33954.05,1,1,1,0
ACCT100001142,CUST0002018,SAVINGS,ACTIVE,2013-03-17,35586.12,USD,3,31097.72,5,1,0,1
ACCT100001143,CUST0002503,NRO,ACTIVE,2014-02-06,95539.55,AED,1,290551.15,7,2,1,1
ACCT100001144,CUST0001861,SALARY,BLOCKED,2013-05-18,5486.47,USD,2,272969.0,1,1,0,1
ACCT100001145,CUST0002516,SAVINGS,ACTIVE,2016-03-26,6214.76,INR,1,77848.59,2,1,1,1
ACCT100001146,CUST0007382,CURRENT,ACTIVE,2020-11-21,40622.39,INR,3,200734.17,2,3,1,1
ACCT100001147,CUST0005380,savings,ACTIVE,2015-01-13,9937.48,INR,1,43259.99,1,1,1,1
ACCT100001148,CUST0006081,SHELL,ACTIVE,2021-02-25,79769.75,INR,1,817724.3,8,1,1,1
ACCT100001149,CUST0000928,NRE,ACTIVE,2019-06-19,37522.35,SGD,1,3065351.39,5,2,1,1
ACCT100001150,CUST0001386,CURRENT,ACTIVE,2021-06-20,508501.27,INR,1,6919.84,5,3,0,0
ACCT100001151,CUST0002771,CURRENT,ACTIVE,2013-02-12,196289.98,INR,1,5316.49,3,3,0,1
ACCT100001152,CUST0001001,CURRENT,ACTIVE,2019-09-17,289758.56,USD,1,17698.61,3,4,0,1
ACCT100001153,CUST0006679,SALARY,ACTIVE,2012-10-07,4802.17,INR,3,13195.06,2,2,1,1
ACCT100001154,CUST0005887,CURRENT,ACTIVE,2012-11-25,205900.5,SGD,3,91914.86,2,1,1,1
ACCT100001155,CUST0007698,SAVINGS,ACTIVE,2016-08-23,1407.29,USD,1,13923.56,1,1,1,1
ACCT100001156,CUST0000376,SAVINGS,DORMANT,2018-10-04,6940.87,INR,1,12876.71,1,1,0,1
ACCT100001157,CUST0006022, NRE ,ACTIVE,2019-04-12,138346.5,INR,1,20466.76,7,2,1,1
ACCT100001158,CUST0005819,SAVINGS,ACTIVE,2019-04-27,123506.53,INR,2,21809.18,3,2,1,1
ACCT100001159,CUST0002255,CURRENT,ACTIVE,2016-10-06,81434.41,SGD,1,10505.29,2,2,1,1
ACCT100001160,CUST0000128,CURRENT,ACTIVE,2021-07-09,59270.32,AED,1,8664.7,1,1,0,1
ACCT100001161,CUST0004217, SALARY ,BLOCKED,2014-12-19,7174.81,SGD,1,43595.22,4,2,1,1
ACCT100001162,CUST0003980,SAVINGS,BLOCKED,2021-08-17,534.59,USD,2,4120.92,5,2,0,1
ACCT100001163,CUST0007133,SAVINGS,ACTIVE,2013-04-25,20461.23,SGD,2,584.19,4,2,0,1
ACCT100001164,CUST0002350,SALARY,ACTIVE,2014-10-13,4148.69,INR,1,12719.94,5,1,1,1
ACCT100001165,CUST0007832,CURRENT,ACTIVE,2014-09-11,202987.05,GBP,1,13368.7,2,3,1,1
ACCT100001166,CUST0001037,SAVINGS,BLOCKED,2015-05-06,1527.48,USD,1,6531.32,5,3,1,1
ACCT100001167,CUST0002599,CURRENT,ACTIVE,2016-12-22,18353.98,GBP,1,69950.84,5,3,1,1
ACCT100001168,CUST0002398,CURRENT,ACTIVE,2014-05-31,29755.32,INR,1,86421.3,2,1,0,1
ACCT100001169,CUST0000713,CURRENT,DORMANT,2016-08-13,193962.11,AED,1,27890.97,2,1,1,1
ACCT100001170,CUST0004738,SAVINGS,ACTIVE,2018-01-11,7056.56,INR,1,1007.59,5,1,0,1
ACCT100001171,CUST0002634,SAVINGS,ACTIVE,2012-11-12,8305.63,USD,1,14346.3,1,1,0,1
ACCT100001172,CUST0000267,SAVINGS,ACTIVE,2017-05-18,8412.02,INR,1,18906.46,3,2,1,1
ACCT100001173,CUST0005454,SAVINGS,BLOCKED,2015-04-02,7067.76,INR,1,17689.36,5,1,0,1
ACCT100001174,CUST0004295,SALARY,ACTIVE,2019-11-02,34528.46,USD,2,29140.03,3,2,1,1
ACCT100001175,CUST0005687,SALARY,ACTIVE,2020-01-15,23412.16,INR,1,6121.46,4,1,1,1
ACCT100001176,CUST0002968,NRO,ACTIVE,2012-08-08,4810.47,INR,1,164655.46,4,2,1,0
ACCT100001177,CUST0003526,SAVINGS,ACTIVE,2012-12-18,106471.24,INR,2,922.4,3,3,1,1
ACCT100001178,CUST0002807,SALARY,ACTIVE,2013-04-21,7271.05,SGD,1,5971.71,1,1,1,1
ACCT100001179,CUST0003080,SALARY,ACTIVE,2014-09-29,137991.43,USD,1,159535.14,5,1,1,0
ACCT100001180,CUST0001129,SALARY,ACTIVE,2016-05-23,27978.92,INR,1,67212.7,4,1,1,1
ACCT100001181,CUST0002265,CURRENT,ACTIVE,2017-04-14,25410.9,USD,1,3867.51,1,3,1,0
ACCT100001182,CUST0005042,CURRENT,ACTIVE,2012-04-17,67102.52,INR,1,9346.86,5,2,1,1
ACCT100001183,CUST0007109,SAVINGS,ACTIVE,2018-11-01,52858.18,INR,1,73652.71,4,1,1,1
ACCT100001184,CUST0001280,SHELL,ACTIVE,2017-04-24,91088.73,INR,3,1329359.89,9,1,1,0
ACCT100001185,CUST0002585,SAVINGS,ACTIVE,2013-08-11,20143.13,INR,1,81451.27,5,4,0,1
ACCT100001186,CUST0000497,salary,ACTIVE,2019-03-19,6662.4,USD,2,12080.99,2,1,1,1
ACCT100001187,CUST0006660,NRO,ACTIVE,2012-05-20,593781.46,SGD,2,16405.97,6,1,1,1
ACCT100001188,CUST0006211,NRO,ACTIVE,2020-08-25,280317.44,USD,1,68931.74,7,2,0,1
ACCT100001189,CUST0002567,TRUST,ACTIVE,2015-06-08,47692.88,INR,1,148861.2,9,1,1,1
ACCT100001190,CUST0004396,SALARY,CLOSED,2014-06-06,9397.8,INR,1,8812.73,1,1,1,1
ACCT100001191,CUST0005910,SAVINGS,ACTIVE,2019-04-02,59234.53,AED,3,9831.72,5,1,1,1
ACCT100001192,CUST0004056,CURRENT,ACTIVE,2017-06-27,3690.74,INR,1,22511.19,3,1,1,1
ACCT100001193,CUST0007994,CURRENT,ACTIVE,2016-10-07,13561.89,USD,1,20771.56,4,2,1,1
ACCT100001194,CUST0004306,SALARY,ACTIVE,2014-12-05,41007.75,USD,1,14046.12,1,3,0,1
ACCT100001195,CUST0005627,CURRENT,ACTIVE,2018-09-29,2236.65,INR,1,249672.35,3,3,1,1
ACCT100001196,CUST0006161,NRE,ACTIVE,2016-10-12,53164.14,INR,1,86055.07,5,2,0,1
ACCT100001197,CUST0002184,CURRENT,ACTIVE,2015-09-23,2284.62,INR,1,9525.38,3,1,0,1
ACCT100001198,CUST0005049,NRE,ACTIVE,2015-04-26,98080.02,INR,1,30098.89,6,1,1,1
ACCT100001199,CUST0000335,TRUST,ACTIVE,2018-07-01,301330.55,INR,1,428583.8,8,1,1,1
ACCT100001200,CUST0005024,SALARY,ACTIVE,2014-04-30,1793.29,USD,1,11806.69,3,3,1,1
ACCT100001201,CUST0001578,NRE,ACTIVE,2020-10-14,349920.72,INR,1,30281.88,7,2,1,0
ACCT100001202,CUST0003498,SALARY,DORMANT,2018-07-14,34023.26,AED,1,5231.87,5,1,0,1
ACCT100001203,CUST0002294, NRE ,ACTIVE,2018-02-24,45223.59,INR,1,431385.42,5,1,1,0
ACCT100001204,CUST0005160,savings,ACTIVE,2018-07-20,8889.93,INR,1,26900.8,1,1,1,1
ACCT100001205,CUST0002760,SHELL,DORMANT,2017-11-10,497846.0,INR,2,580533.95,8,2,0,1
ACCT100001206,CUST0005340,NRE,ACTIVE,2012-03-06,420111.3,AED,3,363931.34,4,1,1,1
ACCT100001207,CUST0004757,NRE,ACTIVE,2021-10-28,10259.71,INR,1,911087.18,4,1,1,1
ACCT100001208,CUST0003691,SAVINGS,ACTIVE,2014-09-21,5965.81,INR,2,44128.95,5,1,1,1
ACCT100001209,CUST0006468,CURRENT,ACTIVE,2016-10-06,25453.58,AED,1,26131.25,5,1,1,1
ACCT100001210,CUST0001699,SAVINGS,ACTIVE,2012-02-08,37131.97,INR,1,21255.3,1,1,1,1
ACCT100001211,CUST0006061,SAVINGS,ACTIVE,2013-10-02,4964.42,INR,1,7112.24,1,1,1,1
ACCT100001212,CUST0002309,NRO,ACTIVE,2017-09-11,326969.79,AED,1,181779.38,5,1,1,1
ACCT100001213,CUST0003156,SALARY,ACTIVE,2015-12-29,27355.25,AED,1,5438.95,4,1,1,1
ACCT100001214,CUST0001545,NRO,ACTIVE,2018-07-14,70156.11,INR,3,97296.99,7,1,0,0
ACCT100001215,CUST0004480, CURRENT ,ACTIVE,2020-12-27,479283.65,AED,2,5750.61,4,1,1,0
ACCT100001216,CUST0006639,NRO,ACTIVE,2012-03-11,393618.37,SGD,2,58663.03,7,3,1,1
ACCT100001217,CUST0007178,TRUST,ACTIVE,2014-01-25,59409.3,INR,1,143280.96,8,1,1,1
ACCT100001218,CUST0007198,SALARY,ACTIVE,2012-01-07,22107.42,INR,2,3911.52,2,5,1,1
ACCT100001219,CUST0004014,CURRENT,ACTIVE,2019-09-28,99492.8,USD,1,32374.2,4,2,1,1
ACCT100001220,CUST0004670, SAVINGS ,DORMANT,2014-01-25,336609.9,INR,1,39413.63,4,1,1,1
ACCT100001221,CUST0003330,nro,ACTIVE,2016-05-26,10136.65,INR,2,104434.22,6,1,1,1
ACCT100001222,CUST0000437,NRE,ACTIVE,2018-12-11,875026.15,INR,1,251016.5,6,3,1,1
ACCT100001223,CUST0006065,CURRENT,ACTIVE,2012-10-09,56949.67,USD,2,8730.64,3,1,1,1
ACCT100001224,CUST0003073,SALARY,ACTIVE,2012-05-31,13368.29,INR,1,2638.89,5,1,1,1
ACCT100001225,CUST0007885,SALARY,BLOCKED,2013-04-21,6395.88,INR,1,14324.76,5,2,1,1
ACCT100001226,CUST0005592,SAVINGS,ACTIVE,2016-11-12,68669.93,GBP,1,19160.56,3,3,1,1
ACCT100001227,CUST0005522,TRUST,DORMANT,2012-11-30,2794559.49,INR,1,692559.61,8,1,0,1
ACCT100001228,CUST0007851,SAVINGS,ACTIVE,2014-12-22,8119.65,SGD,1,7528.1,4,1,1,1
ACCT100001229,CUST0002677,NRE,ACTIVE,2021-06-27,95104.72,INR,1,94248.97,5,5,1,1
ACCT100001230,CUST0001697,CURRENT,ACTIVE,2018-12-06,844.94,INR,2,19838.42,2,1,0,1
ACCT100001231,CUST0000948,NRE,ACTIVE,2020-11-06,651224.84,USD,2,21734.34,6,1,1,1
ACCT100001232,CUST0000773,SALARY,ACTIVE,2017-06-21,10441.29,AED,2,19709.74,3,4,1,1
ACCT100001233,CUST0001146,SAVINGS,ACTIVE,2012-09-02,23606.99,INR,1,2200.56,1,2,1,1
ACCT100001234,CUST0001509, CURRENT ,DORMANT,2014-03-21,19376.51,INR,1,108918.37,1,4,0,0
ACCT100001235,CUST0001148,NRO,ACTIVE,2019-02-14,54234.09,INR,1,51845.49,6,1,0,1
ACCT100001236,CUST0001538,SAVINGS,ACTIVE,2013-07-03,1463.97,USD,1,10914.91,1,3,1,1
ACCT100001237,CUST0003302,SAVINGS,ACTIVE,2014-07-09,15720.75,INR,1,6003.25,2,1,1,1
ACCT100001238,CUST0001955,CURRENT,DORMANT,2016-02-22,39104.33,AED,2,23842.4,1,2,0,1
ACCT100001239,CUST0004817,NRE,ACTIVE,2020-09-20,270785.08,GBP,1,561747.83,4,2,1,1
ACCT100001240,CUST0005985,SALARY,ACTIVE,2017-04-19,207590.89,INR,1,7755.51,5,4,1,1
ACCT100001241,CUST0001033,SHELL,DORMANT,2014-04-27,1210060.66,INR,2,686551.81,8,1,1,1
ACCT100001242,CUST0003935,NRO,DORMANT,2013-05-11,409072.88,USD,1,50323.37,6,2,1,1
ACCT100001243,CUST0002375,SAVINGS,ACTIVE,2014-10-30,38566.08,GBP,1,2035.36,4,1,1,1
ACCT100001244,CUST0004880,NRE,ACTIVE,2016-10-23,532025.89,INR,1,82665.92,4,1,1,0
ACCT100001245,CUST0003742,SALARY,ACTIVE,2014-12-03,26888.36,INR,1,9133.53,1,1,1,0
ACCT100001246,CUST0001800,SAVINGS,ACTIVE,2014-09-26,27328.06,USD,3,38289.82,1,1,1,1
ACCT100001247,CUST0006575,NRE,DORMANT,2020-01-18,1840375.45,USD,1,33551.22,5,1,0,0
ACCT100001248,CUST0001880,SAVINGS,ACTIVE,2013-12-29,75332.58,INR,2,10002.41,1,4,1,1
ACCT100001249,CUST0003855,CURRENT,ACTIVE,2013-05-05,132202.29,INR,2,25209.85,5,1,1,1
ACCT100001250,CUST0003085,SAVINGS,ACTIVE,2020-07-06,17594.03,INR,3,36929.01,5,1,1,1
ACCT100001251,CUST0002937, CURRENT ,ACTIVE,2015-07-26,8043.2,INR,2,84421.8,5,1,1,1
ACCT100001252,CUST0001807,CURRENT,ACTIVE,2019-07-31,203235.28,INR,1,200254.67,4,1,0,1
ACCT100001253,CUST0006051,SALARY,ACTIVE,2020-08-18,5826.96,INR,2,24675.03,4,1,1,1
ACCT100001254,CUST0006773,NRE,ACTIVE,2013-01-28,668222.12,GBP,1,41611.47,5,2,1,1
ACCT100001255,CUST0007467,SAVINGS,BLOCKED,2021-01-28,11956.08,USD,1,135700.71,4,1,1,1
ACCT100001256,CUST0001738,CURRENT,CLOSED,2014-03-12,68142.04,INR,1,51851.2,1,1,1,1
ACCT100001257,CUST0002819,SAVINGS,ACTIVE,2018-07-11,19144.29,INR,2,9785.86,2,1,1,1
ACCT100001258,CUST0006305,SAVINGS,ACTIVE,2017-05-10,2070.68,GBP,2,12699.97,1,4,0,1
ACCT100001259,CUST0007580,SHELL,ACTIVE,2018-11-25,1336214.97,USD,1,77221.75,8,2,0,1
ACCT100001260,CUST0006363,SALARY,ACTIVE,2021-08-02,9196.25,USD,1,23643.43,5,1,1,1
ACCT100001261,CUST0007637,CURRENT,ACTIVE,2020-04-25,42444.18,INR,1,12514.39,2,4,0,1
ACCT100001262,CUST0003855,CURRENT,ACTIVE,2019-05-26,769353.46,INR,1,905259.1,4,1,0,1
ACCT100001263,CUST0004744,NRE,ACTIVE,2012-09-05,56755.73,INR,1,105667.61,7,1,1,1
ACCT100001264,CUST0001979,SALARY,ACTIVE,2020-09-26,3655.48,AED,1,30740.33,4,1,0,1
ACCT100001265,CUST0001159,SALARY,ACTIVE,2021-04-03,7281.72,INR,1,1193.87,3,1,1,1
ACCT100001266,CUST0002078,TRUST,DORMANT,2012-07-30,2414622.88,SGD,1,328274.62,8,1,1,1
ACCT100001267,CUST0006419,NRO,ACTIVE,2012-04-14,33812.52,INR,1,30041.56,4,1,0,1
ACCT100001268,CUST0006670,SAVINGS,DORMANT,2013-08-20,134214.99,SGD,1,7300.51,4,1,1,1
ACCT100001269,CUST0007966,CURRENT,ACTIVE,2012-11-04,3553061.27,INR,2,114943.79,5,4,0,1
ACCT100001270,CUST0007504,SALARY,ACTIVE,2019-05-13,182823.3,USD,1,1339.52,2,1,0,1
ACCT100001271,CUST0003894,CURRENT,ACTIVE,2018-06-19,6938.43,INR,1,116098.77,2,1,1,0
ACCT100001272,CUST0002456,SAVINGS,ACTIVE,2012-03-12,2958.52,INR,2,22784.06,5,1,1,1
ACCT100001273,CUST0007168,NRO,ACTIVE,2018-12-24,168572.13,AED,1,197140.56,6,1,1,0
ACCT100001274,CUST0005651,NRO,ACTIVE,2017-09-30,73758.14,USD,2,36710.02,5,2,0,1
ACCT100001275,CUST0007571,NRE,ACTIVE,2014-01-23,115154.82,USD,1,69161.8,7,1,1,1
ACCT100001276,CUST0006264,TRUST,DORMANT,2014-04-15,164987.51,INR,2,850424.36,8,2,1,1
ACCT100001277,CUST0005780,SALARY,DORMANT,2019-02-12,8308.43,INR,3,193881.5,2,1,1,1
ACCT100001278,CUST0005944,CURRENT,ACTIVE,2020-06-20,122423.48,INR,1,26323.99,5,2,1,1
ACCT100001279,CUST0000652,CURRENT,BLOCKED,2013-04-11,27137.82,INR,1,558163.31,1,3,1,1
ACCT100001280,CUST0006702,NRE,ACTIVE,2018-02-04,93333.05,INR,1,201919.26,6,3,0,1
ACCT100001281,CUST0006517,NRO,ACTIVE,2019-06-01,1194767.27,USD,1,774679.24,7,1,1,1
ACCT100001282,CUST0004665,SALARY,ACTIVE,2020-08-14,3880.45,SGD,2,17696.59,5,5,1,1
ACCT100001283,CUST0002994,SALARY,ACTIVE,2018-01-27,1474.66,INR,3,2796.52,1,1,1,1
ACCT100001284,CUST0007591,NRO,ACTIVE,2017-04-13,508718.86,AED,1,51064.79,5,2,1,1
ACCT100001285,CUST0004115,NRE,ACTIVE,2016-12-21,15401.86,INR,3,560419.88,7,1,0,1
ACCT100001286,CUST0003835,NRO,BLOCKED,2019-05-24,48301.95,INR,1,24831.29,7,2,1,1
ACCT100001287,CUST0000141,NRO,ACTIVE,2012-05-25,14291.04,INR,2,441177.25,4,1,0,1
ACCT100001288,CUST0000984,CURRENT,ACTIVE,2016-02-23,27214.38,INR,2,174975.82,2,2,1,1
ACCT100001289,CUST0006948,SAVINGS,BLOCKED,2021-10-18,6631.48,USD,3,31211.55,5,3,1,1
ACCT100001290,CUST0006114,SALARY,ACTIVE,2018-10-26,91540.48,GBP,2,1294.6,5,1,0,1
ACCT100001291,CUST0004120,TRUST,DORMANT,2014-11-19,2205277.97,INR,1,386773.38,7,1,1,1
ACCT100001292,CUST0007003,NRO,ACTIVE,2018-08-09,10484.84,USD,1,318629.03,6,2,1,0
ACCT100001293,CUST0006897,NRO,ACTIVE,2020-11-10,41456.7,INR,1,238986.19,5,2,1,1
ACCT100001294,CUST0002666,NRO,ACTIVE,2016-01-08,9519.14,GBP,2,43278.1,4,3,1,0
ACCT100001295,CUST0004563,CURRENT,BLOCKED,2015-08-18,56021.94,USD,2,12339.58,5,1,0,1
ACCT100001296,CUST0001175,TRUST,ACTIVE,2018-10-05,326728.36,AED,1,415090.2,9,2,1,1
ACCT100001297,CUST0002547,SALARY,ACTIVE,2019-03-22,960.85,INR,1,29978.4,2,1,1,0
ACCT100001298,CUST0005821,NRE,ACTIVE,2014-04-25,4626463.77,USD,1,4620.63,5,1,1,1
ACCT100001299,CUST0001641,SAVINGS,ACTIVE,2017-10-21,6258.11,INR,3,9233.24,5,1,1,1
ACCT100001300,CUST0005671,CURRENT,ACTIVE,2017-06-12,7085.21,INR,1,33381.84,4,1,1,1
ACCT100001301,CUST0006109,SAVINGS,ACTIVE,2012-10-28,12394.96,INR,3,6091.91,4,2,1,1
ACCT100001302,CUST0007528,SAVINGS,ACTIVE,2021-09-01,140500.79,INR,1,8230.47,1,1,1,1
ACCT100001303,CUST0004133,NRE,ACTIVE,2018-08-29,31222.93,INR,2,14610.95,5,4,1,1
ACCT100001304,CUST0003092,TRUST,BLOCKED,2021-01-18,2061763.93,INR,3,281740.59,7,2,0,1
ACCT100001305,CUST0001562,CURRENT,ACTIVE,2014-10-19,60246.23,INR,1,66371.31,2,3,1,1
ACCT100001306,CUST0005967,CURRENT,ACTIVE,2018-03-29,5912.4,USD,1,24706.27,5,2,1,1
ACCT100001307,CUST0000766,TRUST,BLOCKED,2014-04-09,96730.8,INR,2,15218.78,8,2,1,0
ACCT100001308,CUST0001144,NRE,ACTIVE,2018-01-23,102922.36,AED,1,676031.84,4,3,1,1
ACCT100001309,CUST0005836,SAVINGS,ACTIVE,2016-10-07,3692.48,INR,1,10531.91,2,3,1,1
ACCT100001310,CUST0005457,SAVINGS,ACTIVE,2012-06-11,1130.62,INR,1,62037.59,2,4,1,1
ACCT100001311,CUST0001349,TRUST,DORMANT,2020-05-29,146901.19,INR,2,284693.58,9,1,0,1
ACCT100001312,CUST0003564,CURRENT,ACTIVE,2012-12-14,532627.2,USD,1,28023.15,3,1,1,1
ACCT100001313,CUST0007897,SALARY,ACTIVE,2019-05-19,15800.69,INR,2,6391.61,3,1,1,1
ACCT100001314,CUST0000055,CURRENT,ACTIVE,2014-11-08,135242.52,INR,2,5714.59,3,3,1,1
ACCT100001315,CUST0000058,SALARY,ACTIVE,2021-06-14,8176.94,USD,1,3577.23,4,2,1,1
ACCT100001316,CUST0000745,NRO,ACTIVE,2016-03-23,147232.75,INR,1,112172.02,7,3,1,0
ACCT100001317,CUST0000268,SHELL,ACTIVE,2017-09-14,173268.04,INR,1,1450588.61,7,1,1,1
ACCT100001318,CUST0002471,CURRENT,ACTIVE,2016-08-18,301028.25,AED,1,52949.9,2,3,1,1
ACCT100001319,CUST0001475,CURRENT,ACTIVE,2020-09-01,225292.8,INR,2,23348.23,5,3,0,0
ACCT100001320,CUST0000035,NRO,ACTIVE,2014-12-01,14448.65,INR,1,72221.56,6,1,1,1
ACCT100001321,CUST0003958,CURRENT,ACTIVE,2014-03-08,132600.82,USD,1,19444.75,1,4,1,1
ACCT100001322,CUST0005975,CURRENT,ACTIVE,2016-10-13,20859.53,USD,1,760905.54,3,1,1,1
ACCT100001323,CUST0006584, TRUST ,DORMANT,2012-05-21,87648.52,INR,3,3441560.85,10,1,1,0
ACCT100001324,CUST0004352,SALARY,ACTIVE,2019-02-13,144529.29,INR,1,2369.78,4,1,1,1
ACCT100001325,CUST0003391,current,ACTIVE,2017-11-30,13197.28,INR,2,52485.25,2,1,0,1
ACCT100001326,CUST0001551,NRE,ACTIVE,2019-12-28,1232395.1,USD,1,95918.13,5,2,1,0
ACCT100001327,CUST0001583,CURRENT,ACTIVE,2021-07-24,3669.41,INR,1,23221.17,3,1,1,1
ACCT100001328,CUST0007250,SALARY,ACTIVE,2018-06-12,13503.26,USD,1,45389.48,4,2,0,1
ACCT100001329,CUST0002498,SALARY,ACTIVE,2015-01-18,1132.96,INR,1,14108.25,1,4,0,1
ACCT100001330,CUST0005401,SALARY,ACTIVE,2015-09-10,2193.35,INR,2,1518.46,4,4,1,0
ACCT100001331,CUST0003378,SAVINGS,ACTIVE,2021-08-25,1853.55,INR,1,23185.57,4,1,1,1
ACCT100001332,CUST0002792,SHELL,ACTIVE,2016-04-14,685778.63,USD,1,312637.06,10,1,0,0
ACCT100001333,CUST0007813,NRE,ACTIVE,2015-07-08,387969.06,INR,1,71206.22,7,1,1,1
ACCT100001334,CUST0003200,SALARY,ACTIVE,2014-09-19,5195.6,INR,1,4632.08,2,3,1,1
ACCT100001335,CUST0002493,SALARY,ACTIVE,2017-02-18,3707.32,INR,1,3496.77,5,2,1,1
ACCT100001336,CUST0007887,CURRENT,ACTIVE,2016-11-14,8982.07,INR,1,55931.95,1,1,0,1
ACCT100001337,CUST0007293,CURRENT,DORMANT,2013-07-18,1166802.26,INR,1,117566.73,4,1,1,1
ACCT100001338,CUST0005229,CURRENT,DORMANT,2015-04-18,41363.17,INR,3,1850.94,1,1,1,1
ACCT100001339,CUST0003482,SAVINGS,CLOSED,2019-08-15,2191.53,INR,1,3740.67,4,1,0,1
ACCT100001340,CUST0007546,TRUST,ACTIVE,2013-11-28,326626.46,GBP,2,714638.08,7,1,1,1
ACCT100001341,CUST0004849,CURRENT,ACTIVE,2017-10-16,1083763.74,GBP,1,56719.79,3,1,0,1
ACCT100001342,CUST0007219,SAVINGS,ACTIVE,2016-02-18,4258.17,SGD,2,5317.47,3,1,0,1
ACCT100001343,CUST0003671,CURRENT,CLOSED,2017-07-09,22593.51,INR,1,3153.44,2,2,1,1
ACCT100001344,CUST0000131,CURRENT,ACTIVE,2019-01-05,17133.37,INR,1,17742.54,4,2,1,0
ACCT100001345,CUST0003697,SAVINGS,ACTIVE,2017-10-01,1886.22,USD,1,10286.85,4,3,1,1
ACCT100001346,CUST0005778,SAVINGS,BLOCKED,2015-11-02,20502.88,INR,2,20011.39,3,3,1,1
ACCT100001347,CUST0002568,SAVINGS,ACTIVE,2016-12-22,20545.52,INR,2,34435.96,1,2,0,1
ACCT100001348,CUST0001146,SAVINGS,ACTIVE,2015-05-12,4403.43,SGD,2,4423.27,2,3,1,1
ACCT100001349,CUST0005857,SAVINGS,ACTIVE,2014-01-30,177686.74,INR,1,10385.07,5,2,1,1
ACCT100001350,CUST0003514, NRO ,ACTIVE,2020-01-02,388579.1,USD,1,186605.29,4,1,1,0
ACCT100001351,CUST0003244,NRE,ACTIVE,2013-10-10,78308.92,INR,1,196989.54,4,1,0,1
ACCT100001352,CUST0001586,NRO,DORMANT,2021-10-02,248653.21,USD,1,179544.11,5,4,0,1
ACCT100001353,CUST0007647,SAVINGS,CLOSED,2017-12-03,33821.01,USD,3,1433.72,4,1,1,1
ACCT100001354,CUST0002498,SALARY,ACTIVE,2015-09-13,29543.07,INR,1,46210.8,4,3,0,1
ACCT100001355,CUST0003121,NRO,ACTIVE,2017-10-11,308577.36,INR,1,27097.3,5,3,1,1
ACCT100001356,CUST0002451,TRUST,ACTIVE,2017-08-13,766868.52,INR,1,1309769.47,10,1,1,1
ACCT100001357,CUST0001602,SAVINGS,ACTIVE,2013-01-19,35358.62,USD,2,5545.25,4,1,1,1
ACCT100001358,CUST0001704,CURRENT,ACTIVE,2015-06-21,1087525.03,INR,1,25822.24,4,1,1,1
ACCT100001359,CUST0003524,CURRENT,ACTIVE,2017-04-03,29892.01,INR,1,58216.57,1,2,1,1
ACCT100001360,CUST0003728,SAVINGS,ACTIVE,2021-05-03,12972.4,INR,3,39305.48,3,2,1,1
ACCT100001361,CUST0006119,SAVINGS,CLOSED,2012-11-07,13089.94,INR,3,1166.35,1,1,1,1
ACCT100001362,CUST0001023,CURRENT,ACTIVE,2014-01-01,12681.13,USD,1,2867.6,3,1,1,1
ACCT100001363,CUST0004328,SALARY,DORMANT,2012-06-20,14162.78,INR,3,2821.84,4,5,1,1
ACCT100001364,CUST0007780,SALARY,ACTIVE,2020-05-17,11148.88,INR,2,14675.82,4,2,1,1
ACCT100001365,CUST0004620,SALARY,ACTIVE,2017-07-04,37790.33,INR,2,3716.99,4,2,1,1
ACCT100001366,CUST0000256,nre,ACTIVE,2021-10-10,57864.14,INR,1,245782.33,5,3,1,1
ACCT100001367,CUST0002300,SALARY,ACTIVE,2020-12-30,1299.28,INR,1,17831.08,4,1,1,1
ACCT100001368,CUST0006501,NRE,ACTIVE,2019-06-25,868531.03,INR,1,83784.69,6,4,1,1
ACCT100001369,CUST0002971,SHELL,ACTIVE,2019-12-02,634500.92,AED,1,620623.18,8,1,1,1
ACCT100001370,CUST0001413,SALARY,DORMANT,2016-02-29,4514.47,INR,1,29961.38,2,1,1,0
