CUSTOMER_ID,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,YEARS_AS_CUSTOMER,NUM_PRODUCTS_HELD,FATF_HIGH_RISK_NATIONALITY,IS_ACTIVE,CDD_TIER,KYC_REVIEW_OVERDUE,LAST_TRANSACTION_DAYS_AGO,CORRESPONDENT_BANK_FLAG,SHELL_CO_INDICATOR
CUST0001588,AE,SELF_EMPLOYED,50k-100k,3,0,0,0,100.0,252,WEB,19,1,0,1,SIMPLIFIED,0,686,0,0
CUST0001589,IN,SALARIED,250k+,3,0,0,0,86.4,199,WEB,17,2,0,0,SIMPLIFIED,0,529,0,0
CUST0001590,AE,RETIRED,0-50k,5,0,0,0,82.0,127,BRANCH,16,2,0,1,STANDARD,0,454,0,0
CUST0001591,IN,SELF_EMPLOYED,50k-100k,5,0,0,1,87.3,640,MOBILE,8,2,0,1,STANDARD,1,521,0,0
CUST0001592,GB,SALARIED,0-50k,10,0,0,0,44.3,386,THIRD_PARTY,7,1,0,0,ENHANCED,1,91,0,0
CUST0001593,IN,BUSINESS_OWNER,100k-250k,1,0,0,0,90.9,149,MOBILE,3,2,0,1,SIMPLIFIED,0,442,0,0
CUST0001594,IN,SELF_EMPLOYED,250k+,1,0,0,0,95.5,146,MOBILE,9,2,0,1,SIMPLIFIED,0,289,0,0
CUST0001595,GB,SALARIED,0-50k,5,0,0,0,81.0,58,MOBILE,16,3,0,1,STANDARD,0,297,0,0
CUST0001596,SG,SALARIED,250k+,4,0,0,0,73.6,455,MOBILE,19,1,0,1,SIMPLIFIED,1,609,0,0
CUST0001597,IN,SELF_EMPLOYED,250k+,2,0,0,0,94.6,407,WEB,4,3,0,1,SIMPLIFIED,1,602,0,0
CUST0001598,IN,SALARIED,50k-100k,1,0,0,0,96.3,243,BRANCH,16,1,0,1,SIMPLIFIED,0,112,0,0
CUST0001599,CN,SALARIED,100k-250k,1,0,0,0,100.0,24,WEB,13,3,0,0,SIMPLIFIED,0,450,0,0
CUST0001600,GB,SELF_EMPLOYED,100k-250k,7,0,0,0,80.0,218,WEB,11,1,0,1,STANDARD,0,390,1,0
CUST0001601,IN,SALARIED,100k-250k,1,0,0,0,93.8,52,WEB,6,2,0,1,SIMPLIFIED,0,0,0,0
CUST0001602,SG,BUSINESS_OWNER,0-50k,2,0,0,0,90.4,37,MOBILE,14,2,0,1,SIMPLIFIED,0,397,0,0
CUST0001603,IN,SALARIED,100k-250k,2,0,0,1,100.0,256,BRANCH,14,3,0,1,SIMPLIFIED,0,104,1,0
CUST0001604,US,SALARIED,0-50k,2,0,0,0,94.3,578,MOBILE,11,2,0,1,SIMPLIFIED,1,243,0,0
CUST0001605,IN,,100k-250k,1,0,0,0,85.0,20,WEB,0,5,0,1,SIMPLIFIED,0,217,0,0
CUST0001606,IN,BUSINESS_OWNER,0-50k,3,0,0,0,100.0,32,BRANCH,7,4,0,1,SIMPLIFIED,0,405,1,0
CUST0001607,IN,RETIRED,50k-100k,1,0,0,0,88.1,44,BRANCH,19,1,0,1,SIMPLIFIED,0,701,0,0
CUST0001608,US,SELF_EMPLOYED,,6,0,0,0,95.8,592,BRANCH,5,2,0,1,STANDARD,1,611,0,0
CUST0001609,US,SALARIED,50k-100k,2,0,0,0,95.4,214,BRANCH,19,3,0,1,SIMPLIFIED,0,291,0,0
CUST0001610,US,BUSINESS_OWNER,100k-250k,3,0,0,0,82.9,204,WEB,1,1,0,1,SIMPLIFIED,0,354,0,0
CUST0001611,IN,BUSINESS_OWNER,250k+,7,0,0,0,53.1,126,MOBILE,17,1,0,1,STANDARD,0,237,0,0
CUST0001612,IN,SALARIED,0-50k,4,0,0,0,90.2,138,MOBILE,2,5,0,1,SIMPLIFIED,0,399,0,0
CUST0001613,GB,STUDENT,0-50k,3,0,0,0,75.6,61,BRANCH,19,5,0,1,SIMPLIFIED,0,190,0,0
CUST0001614,IN,SALARIED,50k-100k,2,1,0,0,94.9,30,THIRD_PARTY,2,2,0,1,SIMPLIFIED,0,261,0,0
CUST0001615,SG,SHELL_CO,50k-100k,2,0,0,0,100.0,272,WEB,18,1,0,0,SIMPLIFIED,0,149,0,1
CUST0001616,IN,STUDENT,0-50k,4,0,0,0,74.9,114,MOBILE,5,1,0,1,SIMPLIFIED,0,134,0,0
CUST0001617,US,BUSINESS_OWNER,100k-250k,10,0,0,0,65.9,53,BRANCH,10,3,0,1,ENHANCED,0,689,0,0
CUST0001618,AE,POLITICIAN,100k-250k,4,1,0,0,77.5,180,WEB,12,3,0,1,SIMPLIFIED,0,679,0,0
CUST0001619,VG,BUSINESS_OWNER,0-50k,4,0,0,0,93.1,42,MOBILE,5,2,1,1,SIMPLIFIED,0,653,0,0
CUST0001620,IN,SALARIED,100k-250k,5,0,0,0,80.5,120,WEB,17,1,0,1,STANDARD,0,456,0,0
CUST0001621,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,87.8,37,WEB,14,2,0,1,SIMPLIFIED,0,499,0,0
CUST0001622,AE,SALARIED,0-50k,1,0,0,0,100.0,256,BRANCH,13,2,0,1,SIMPLIFIED,0,463,0,0
CUST0001623,VG,SELF_EMPLOYED,250k+,4,0,1,0,89.0,69,MOBILE,13,2,1,1,SIMPLIFIED,0,308,0,0
CUST0001624,NG,,0-50k,9,0,0,0,57.6,104,BRANCH,0,2,1,1,ENHANCED,0,647,0,0
CUST0001625,US,SELF_EMPLOYED,50k-100k,1,0,0,0,100.0,253,THIRD_PARTY,16,1,0,1,SIMPLIFIED,0,346,0,0
CUST0001626,US,SALARIED,50k-100k,5,0,0,0,67.7,193,WEB,13,2,0,1,STANDARD,0,115,0,0
CUST0001627,AE,SELF_EMPLOYED,0-50k,2,0,0,0,94.2,91,THIRD_PARTY,12,2,0,1,SIMPLIFIED,0,583,0,0
CUST0001628,AE,STUDENT,0-50k,3,0,0,0,81.4,13,BRANCH,9,2,0,1,SIMPLIFIED,0,454,0,0
CUST0001629,AE,SALARIED,0-50k,1,0,0,0,84.1,458,MOBILE,5,1,0,1,SIMPLIFIED,1,190,0,0
CUST0001630,MY,SELF_EMPLOYED,100k-250k,3,0,0,0,78.9,1,WEB,0,4,0,1,SIMPLIFIED,0,334,0,0
CUST0001631,GB,SALARIED,50k-100k,5,0,1,0,79.6,238,BRANCH,4,4,0,1,STANDARD,0,726,0,0
CUST0001632,US,BUSINESS_OWNER,50k-100k,2,0,0,0,94.8,523,WEB,15,2,0,1,SIMPLIFIED,1,348,0,0
CUST0001633,US,SALARIED,250k+,4,0,0,0,92.5,65,MOBILE,19,3,0,1,SIMPLIFIED,0,474,0,0
CUST0001634,AE,BUSINESS_OWNER,0-50k,6,0,0,0,87.8,14,THIRD_PARTY,15,2,0,1,STANDARD,0,493,0,0
CUST0001635,US,SALARIED,100k-250k,8,0,0,0,70.2,51,BRANCH,7,2,0,1,ENHANCED,0,394,0,0
CUST0001636,US,SALARIED,,2,0,0,0,88.5,67,MOBILE,16,3,0,1,SIMPLIFIED,0,584,0,0
CUST0001637,IN,POLITICIAN,0-50k,2,1,0,0,100.0,108,THIRD_PARTY,17,2,0,1,SIMPLIFIED,0,673,0,0
CUST0001638,IN,SALARIED,50k-100k,1,0,0,0,91.1,134,WEB,17,5,0,1,SIMPLIFIED,0,160,0,0
CUST0001639,US,SELF_EMPLOYED,250k+,10,0,1,0,47.2,232,MOBILE,8,3,0,1,ENHANCED,0,105,0,0
CUST0001640,CN,SALARIED,0-50k,8,0,0,0,75.5,416,BRANCH,5,5,0,1,ENHANCED,1,412,0,0
CUST0001641,IN,SELF_EMPLOYED,100k-250k,3,0,0,0,98.6,112,THIRD_PARTY,9,2,0,1,SIMPLIFIED,0,589,0,0
CUST0001642,US,SELF_EMPLOYED,0-50k,6,0,0,0,69.4,246,BRANCH,8,1,0,1,STANDARD,0,377,0,0
CUST0001643,IN,SALARIED,50k-100k,3,0,0,0,100.0,24,THIRD_PARTY,14,2,0,1,SIMPLIFIED,0,478,0,0
CUST0001644,IN,SALARIED,50k-100k,4,0,0,0,88.7,71,MOBILE,19,3,0,0,SIMPLIFIED,0,51,0,0
CUST0001645,VG,SALARIED,50k-100k,1,0,0,0,99.5,22,WEB,13,4,1,1,SIMPLIFIED,0,700,0,0
CUST0001646,CN,BUSINESS_OWNER,250k+,5,0,0,0,75.9,211,MOBILE,13,3,0,1,STANDARD,0,250,0,0
CUST0001647,IN,RETIRED,250k+,1,0,0,0,100.0,428,THIRD_PARTY,8,2,0,1,SIMPLIFIED,1,485,0,0
CUST0001648,SG,SELF_EMPLOYED,0-50k,6,0,0,0,63.8,395,MOBILE,8,1,0,1,STANDARD,1,550,0,0
CUST0001649,IN,SELF_EMPLOYED,50k-100k,6,0,0,0,73.3,71,WEB,0,1,0,1,STANDARD,0,620,0,0
CUST0001650,NG,SALARIED,100k-250k,5,0,0,0,74.1,48,BRANCH,9,1,1,1,STANDARD,0,62,0,0
CUST0001651,IN,SALARIED,100k-250k,1,0,0,0,85.5,57,MOBILE,9,3,0,1,SIMPLIFIED,0,90,1,0
CUST0001652,IN,SALARIED,50k-100k,2,0,0,0,98.9,60,WEB,6,4,0,1,SIMPLIFIED,0,202,1,0
CUST0001653,AE,SALARIED,0-50k,2,0,0,0,94.7,15,BRANCH,4,1,0,1,SIMPLIFIED,0,546,0,0
CUST0001654,CN,SALARIED,100k-250k,2,0,0,0,98.4,25,WEB,17,2,0,1,SIMPLIFIED,0,17,0,0
CUST0001655,IN,SELF_EMPLOYED,50k-100k,1,0,0,0,93.8,43,MOBILE,0,2,0,1,SIMPLIFIED,0,582,0,0
CUST0001656,SG,SELF_EMPLOYED,50k-100k,8,0,0,0,75.9,1,MOBILE,16,1,0,1,ENHANCED,0,274,1,0
CUST0001657,IN,POLITICIAN,0-50k,4,0,0,0,84.6,8,MOBILE,17,2,0,1,SIMPLIFIED,0,169,0,0
CUST0001658,KY,SALARIED,50k-100k,2,0,0,0,88.2,215,BRANCH,19,5,1,1,SIMPLIFIED,0,250,0,0
CUST0001659,IN,BUSINESS_OWNER,,2,0,0,0,86.9,173,BRANCH,11,3,0,1,SIMPLIFIED,0,129,0,0
CUST0001660,KY,RETIRED,,3,1,0,0,72.1,523,BRANCH,8,1,1,1,SIMPLIFIED,1,429,0,0
CUST0001661,US,SELF_EMPLOYED,50k-100k,4,0,0,0,93.3,92,MOBILE,8,1,0,1,SIMPLIFIED,0,543,1,0
CUST0001662,US,SALARIED,100k-250k,3,0,0,0,96.4,105,BRANCH,16,2,0,1,SIMPLIFIED,0,221,1,0
CUST0001663,NG,SALARIED,0-50k,8,0,0,0,91.4,12,MOBILE,12,5,1,1,ENHANCED,0,253,0,0
CUST0001664,NG,SALARIED,0-50k,3,0,0,0,85.3,29,WEB,16,3,1,1,SIMPLIFIED,0,197,1,0
CUST0001665,SG,SALARIED,100k-250k,10,0,0,0,54.7,211,MOBILE,1,1,0,1,ENHANCED,0,491,0,0
CUST0001666,IN,BUSINESS_OWNER,50k-100k,7,0,0,0,58.4,48,MOBILE,6,1,0,1,STANDARD,0,728,0,0
CUST0001667,US,,50k-100k,2,0,0,0,99.7,267,MOBILE,15,2,0,1,SIMPLIFIED,0,237,0,0
CUST0001668,US,SALARIED,250k+,8,0,0,0,73.8,220,BRANCH,14,1,0,1,ENHANCED,0,687,0,0
CUST0001669,US,,50k-100k,1,0,0,0,100.0,247,WEB,12,1,0,1,SIMPLIFIED,0,423,0,0
CUST0001670,AE,RETIRED,0-50k,6,0,0,0,68.7,211,BRANCH,12,1,0,1,STANDARD,0,59,0,0
CUST0001671,IN,SELF_EMPLOYED,,2,0,0,0,97.7,221,MOBILE,14,3,0,0,SIMPLIFIED,0,489,0,0
CUST0001672,SG,BUSINESS_OWNER,,7,0,0,0,67.8,142,BRANCH,19,1,0,1,STANDARD,0,515,0,0
CUST0001673,SG,SELF_EMPLOYED,100k-250k,7,0,0,0,82.7,204,WEB,12,2,0,1,STANDARD,0,660,0,0
CUST0001674,IN,SALARIED,0-50k,6,0,0,0,80.3,134,MOBILE,9,3,0,1,STANDARD,0,578,0,0
CUST0001675,AE,SELF_EMPLOYED,0-50k,6,0,0,0,63.6,41,BRANCH,16,1,0,1,STANDARD,0,443,0,0
CUST0001676,AE,SELF_EMPLOYED,0-50k,2,0,0,0,91.0,44,BRANCH,8,4,0,1,SIMPLIFIED,0,706,0,0
CUST0001677,SG,POLITICIAN,100k-250k,1,1,0,0,80.4,93,BRANCH,9,1,0,1,SIMPLIFIED,0,38,0,0
CUST0001678,IN,SALARIED,,3,0,0,0,78.7,2,WEB,14,3,0,1,SIMPLIFIED,0,255,0,0
CUST0001679,AE,SELF_EMPLOYED,50k-100k,1,0,0,0,87.2,396,WEB,0,1,0,1,SIMPLIFIED,1,578,0,0
CUST0001680,IN,SALARIED,50k-100k,5,0,0,0,74.9,56,BRANCH,3,4,0,1,STANDARD,0,281,0,0
CUST0001681,US,SELF_EMPLOYED,100k-250k,2,0,0,0,89.9,9,BRANCH,15,2,0,1,SIMPLIFIED,0,457,1,0
CUST0001682,GB,SALARIED,0-50k,9,0,0,0,65.3,99,MOBILE,10,2,0,0,ENHANCED,0,371,1,0
CUST0001683,SG,SALARIED,50k-100k,4,0,0,0,84.9,304,THIRD_PARTY,5,2,0,0,SIMPLIFIED,0,324,0,0
CUST0001684,IN,RETIRED,250k+,6,0,0,0,75.8,91,MOBILE,8,1,0,1,STANDARD,0,313,0,0
CUST0001685,AE,SELF_EMPLOYED,100k-250k,1,0,0,0,98.7,54,WEB,15,2,0,1,SIMPLIFIED,0,265,0,0
CUST0001686,VG,SELF_EMPLOYED,0-50k,7,0,0,0,62.0,141,MOBILE,3,3,1,1,STANDARD,0,136,0,0
CUST0001687,IN,SALARIED,0-50k,8,0,0,0,68.6,153,BRANCH,13,1,0,1,ENHANCED,0,642,0,0
CUST0001688,CN,SALARIED,,3,0,0,0,99.5,256,THIRD_PARTY,10,4,0,1,SIMPLIFIED,0,714,1,0
CUST0001689,SG,SELF_EMPLOYED,0-50k,4,0,0,0,82.7,289,BRANCH,10,2,0,1,SIMPLIFIED,0,450,0,0
CUST0001690,GB,RETIRED,100k-250k,5,0,0,0,84.0,220,WEB,2,2,0,1,STANDARD,0,101,0,0
CUST0001691,IN,SHELL_CO,100k-250k,1,0,0,0,99.2,1,THIRD_PARTY,0,1,0,1,SIMPLIFIED,0,175,0,1
CUST0001692,IN,SELF_EMPLOYED,250k+,3,0,0,0,94.9,1,MOBILE,11,1,0,1,SIMPLIFIED,0,424,0,0
CUST0001693,KY,SELF_EMPLOYED,50k-100k,2,0,0,0,94.3,682,BRANCH,15,2,1,1,SIMPLIFIED,1,554,0,0
CUST0001694,IN,,100k-250k,1,0,0,0,100.0,55,MOBILE,7,5,0,1,SIMPLIFIED,0,66,0,0
CUST0001695,IN,SELF_EMPLOYED,0-50k,2,0,0,0,96.1,59,WEB,0,1,0,1,SIMPLIFIED,0,261,0,0
CUST0001696,AE,SELF_EMPLOYED,0-50k,1,0,0,0,100.0,237,THIRD_PARTY,1,1,0,1,SIMPLIFIED,0,77,0,0
CUST0001697,IN,SALARIED,0-50k,1,0,0,0,99.5,156,WEB,11,2,0,1,SIMPLIFIED,0,15,0,0
CUST0001698,GB,BUSINESS_OWNER,0-50k,1,0,0,0,87.9,112,MOBILE,13,1,0,1,SIMPLIFIED,0,664,0,0
CUST0001699,AE,SELF_EMPLOYED,,9,0,0,0,54.6,22,MOBILE,19,2,0,1,ENHANCED,0,299,0,0
CUST0001700,MY,RETIRED,50k-100k,3,0,0,0,85.2,15,WEB,16,2,0,1,SIMPLIFIED,0,121,1,0
CUST0001701,GB,,50k-100k,9,0,0,0,76.4,218,WEB,6,1,0,1,ENHANCED,0,383,0,0
CUST0001702,IN,SALARIED,0-50k,3,0,0,0,86.6,23,BRANCH,1,3,0,1,SIMPLIFIED,0,240,0,0
CUST0001703,IN,BUSINESS_OWNER,0-50k,2,0,0,0,94.5,103,MOBILE,12,4,0,1,SIMPLIFIED,0,26,0,0
CUST0001704,GB,RETIRED,100k-250k,3,0,0,0,72.3,239,THIRD_PARTY,12,5,0,1,SIMPLIFIED,0,55,0,0
CUST0001705,US,SALARIED,,3,0,0,0,89.5,461,WEB,5,2,0,1,SIMPLIFIED,1,100,0,0
CUST0001706,NG,SALARIED,0-50k,1,0,0,0,96.7,372,BRANCH,11,2,1,1,SIMPLIFIED,1,698,0,0
CUST0001707,GB,SALARIED,100k-250k,4,0,0,0,62.6,359,BRANCH,15,3,0,1,SIMPLIFIED,0,210,0,0
CUST0001708,IN,SELF_EMPLOYED,,2,0,0,0,94.3,79,MOBILE,2,3,0,1,SIMPLIFIED,0,349,0,0
CUST0001709,MY,SALARIED,0-50k,4,0,0,0,70.8,471,WEB,11,2,0,1,SIMPLIFIED,1,583,1,0
CUST0001710,IN,,0-50k,4,0,0,0,78.2,207,MOBILE,15,2,0,1,SIMPLIFIED,0,93,0,0
CUST0001711,IN,SALARIED,50k-100k,1,0,0,0,100.0,391,BRANCH,8,4,0,1,SIMPLIFIED,1,439,0,0
CUST0001712,GB,RETIRED,50k-100k,1,0,0,0,97.3,16,WEB,12,1,0,1,SIMPLIFIED,0,500,0,0
CUST0001713,MY,SALARIED,,6,0,0,0,72.4,7,WEB,11,1,0,0,STANDARD,0,612,0,0
CUST0001714,US,SALARIED,50k-100k,3,0,0,0,83.7,101,BRANCH,14,2,0,1,SIMPLIFIED,0,486,0,0
CUST0001715,IN,SELF_EMPLOYED,50k-100k,1,0,0,0,92.7,316,BRANCH,3,3,0,1,SIMPLIFIED,0,139,0,0
CUST0001716,IN,SELF_EMPLOYED,50k-100k,10,0,0,0,61.3,94,WEB,16,2,0,1,ENHANCED,0,139,0,0
CUST0001717,IN,SALARIED,50k-100k,1,0,0,0,86.4,388,MOBILE,9,2,0,1,SIMPLIFIED,1,461,0,0
CUST0001718,IN,SALARIED,,5,0,0,0,89.0,48,WEB,15,2,0,1,STANDARD,0,171,0,0
CUST0001719,IN,SALARIED,50k-100k,10,0,0,0,50.8,7,MOBILE,11,3,0,1,ENHANCED,0,698,0,0
CUST0001720,AE,BUSINESS_OWNER,0-50k,2,0,0,0,78.2,257,MOBILE,5,1,0,0,SIMPLIFIED,0,391,0,0
CUST0001721,KY,BUSINESS_OWNER,250k+,1,1,0,0,100.0,177,THIRD_PARTY,15,1,1,1,SIMPLIFIED,0,663,0,0
CUST0001722,IN,SELF_EMPLOYED,50k-100k,1,0,0,0,92.5,104,WEB,11,2,0,1,SIMPLIFIED,0,676,0,0
CUST0001723,IN,BUSINESS_OWNER,,2,0,0,0,92.6,335,MOBILE,5,5,0,1,SIMPLIFIED,0,682,0,0
CUST0001724,CN,BUSINESS_OWNER,50k-100k,1,0,0,0,100.0,312,THIRD_PARTY,14,3,0,1,SIMPLIFIED,0,623,0,0
CUST0001725,GB,SALARIED,250k+,5,0,0,0,74.2,70,THIRD_PARTY,3,2,0,1,STANDARD,0,263,0,0
CUST0001726,VG,,50k-100k,1,1,0,0,97.1,327,MOBILE,4,2,1,1,SIMPLIFIED,0,191,0,1
CUST0001727,IN,RETIRED,50k-100k,3,0,1,0,93.2,76,WEB,16,4,0,1,SIMPLIFIED,0,578,0,0
CUST0001728,IN,SALARIED,250k+,10,0,0,0,73.1,175,BRANCH,3,2,0,1,ENHANCED,0,712,0,0
CUST0001729,US,SALARIED,250k+,6,0,0,0,71.9,38,BRANCH,10,1,0,1,STANDARD,0,423,0,0
CUST0001730,AE,SALARIED,0-50k,4,0,0,0,80.3,55,BRANCH,18,2,0,1,SIMPLIFIED,0,73,1,0
CUST0001731,US,SALARIED,50k-100k,2,0,0,0,96.5,106,MOBILE,13,2,0,1,SIMPLIFIED,0,494,0,0
CUST0001732,AE,BUSINESS_OWNER,250k+,4,0,0,1,85.7,67,MOBILE,5,4,0,1,SIMPLIFIED,0,466,0,0
CUST0001733,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,86.9,24,WEB,9,2,0,1,SIMPLIFIED,0,91,0,0
CUST0001734,US,,50k-100k,3,0,0,0,100.0,118,THIRD_PARTY,9,1,0,1,SIMPLIFIED,0,401,0,0
CUST0001735,SG,BUSINESS_OWNER,0-50k,1,0,0,0,82.5,128,BRANCH,17,2,0,0,SIMPLIFIED,0,721,0,0
CUST0001736,US,BUSINESS_OWNER,50k-100k,7,0,0,0,60.6,31,MOBILE,16,1,0,1,STANDARD,0,71,0,0
CUST0001737,SG,BUSINESS_OWNER,50k-100k,3,0,0,0,74.6,34,MOBILE,1,4,0,1,SIMPLIFIED,0,231,0,0
CUST0001738,US,SALARIED,0-50k,1,0,0,0,100.0,5,MOBILE,12,2,0,1,SIMPLIFIED,0,135,0,0
CUST0001739,IN,SALARIED,,2,0,0,0,96.1,5,WEB,11,2,0,1,SIMPLIFIED,0,186,0,0
CUST0001740,IN,BUSINESS_OWNER,0-50k,3,0,0,0,77.0,79,MOBILE,4,2,0,1,SIMPLIFIED,0,35,0,0
CUST0001741,US,SALARIED,0-50k,6,0,0,0,75.0,28,MOBILE,7,2,0,1,STANDARD,0,20,0,0
CUST0001742,IN,SALARIED,0-50k,5,0,0,0,79.8,452,THIRD_PARTY,3,3,0,1,STANDARD,1,492,0,0
CUST0001743,SG,RETIRED,100k-250k,5,0,0,0,62.3,40,WEB,2,1,0,1,STANDARD,0,258,0,0
CUST0001744,CN,BUSINESS_OWNER,0-50k,1,0,0,0,97.5,12,MOBILE,3,1,0,1,SIMPLIFIED,0,599,0,0
CUST0001745,IN,SALARIED,100k-250k,3,0,0,0,78.6,93,BRANCH,8,2,0,1,SIMPLIFIED,0,15,0,0
CUST0001746,IN,BUSINESS_OWNER,0-50k,3,0,0,0,93.7,38,THIRD_PARTY,7,4,0,1,SIMPLIFIED,0,722,0,0
CUST0001747,NG,RETIRED,50k-100k,1,0,0,0,86.8,11,MOBILE,10,2,1,1,SIMPLIFIED,0,566,0,0
CUST0001748,IN,SALARIED,,2,0,0,0,93.8,251,WEB,14,3,0,1,SIMPLIFIED,0,661,1,0
CUST0001749,IN,SALARIED,50k-100k,5,0,0,1,90.4,146,BRANCH,10,4,0,1,STANDARD,0,277,1,0
CUST0001750,IN,POLITICIAN,,1,1,0,0,100.0,10,WEB,15,1,0,1,SIMPLIFIED,0,624,0,0
CUST0001751,GB,SALARIED,,3,0,0,1,92.1,113,WEB,5,2,0,1,SIMPLIFIED,0,510,1,0
CUST0001752,IN,SALARIED,50k-100k,2,0,0,0,91.3,7,WEB,14,4,0,1,SIMPLIFIED,0,395,0,0
CUST0001753,AE,,100k-250k,1,0,0,0,84.0,78,BRANCH,13,3,0,1,SIMPLIFIED,0,455,0,0
CUST0001754,US,BUSINESS_OWNER,100k-250k,2,0,0,0,88.5,81,WEB,15,2,0,1,SIMPLIFIED,0,520,0,0
CUST0001755,IN,SALARIED,250k+,9,0,0,1,62.2,311,BRANCH,13,3,0,1,ENHANCED,0,595,0,0
CUST0001756,IN,SALARIED,0-50k,6,0,0,0,73.6,239,BRANCH,3,3,0,1,STANDARD,0,462,0,0
CUST0001757,SG,SALARIED,250k+,9,0,0,0,51.7,409,MOBILE,9,2,0,1,ENHANCED,1,535,0,0
CUST0001758,AE,SHELL_CO,50k-100k,3,0,0,0,91.5,27,BRANCH,14,1,0,1,SIMPLIFIED,0,383,1,1
CUST0001759,IN,SALARIED,0-50k,1,0,0,0,86.6,137,BRANCH,8,3,0,1,SIMPLIFIED,0,559,0,0
CUST0001760,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,100.0,3,WEB,13,1,0,1,SIMPLIFIED,0,428,0,0
CUST0001761,AE,POLITICIAN,100k-250k,3,1,0,0,89.2,314,WEB,18,1,0,1,SIMPLIFIED,0,261,0,0
CUST0001762,CN,SALARIED,0-50k,6,0,0,0,83.8,82,BRANCH,12,3,0,1,STANDARD,0,631,0,0
CUST0001763,IN,SHELL_CO,100k-250k,1,0,0,0,100.0,12,WEB,18,2,0,1,SIMPLIFIED,0,598,1,1
CUST0001764,AE,POLITICIAN,0-50k,3,1,0,0,100.0,70,MOBILE,4,3,0,1,SIMPLIFIED,0,359,0,0
CUST0001765,IN,STUDENT,100k-250k,1,0,0,0,97.5,60,THIRD_PARTY,6,2,0,1,SIMPLIFIED,0,398,0,0
CUST0001766,IN,SALARIED,,2,0,0,0,88.9,261,BRANCH,19,4,0,1,SIMPLIFIED,0,285,0,0
CUST0001767,IN,BUSINESS_OWNER,0-50k,5,0,0,0,77.0,24,BRANCH,2,2,0,1,STANDARD,0,410,0,0
CUST0001768,GB,BUSINESS_OWNER,0-50k,3,0,0,1,100.0,146,WEB,6,2,0,1,SIMPLIFIED,0,225,0,0
CUST0001769,US,SHELL_CO,100k-250k,2,0,0,0,81.4,284,MOBILE,13,1,0,1,SIMPLIFIED,0,224,0,1
CUST0001770,CN,SALARIED,0-50k,2,0,0,1,85.0,242,MOBILE,4,2,0,1,SIMPLIFIED,0,116,0,0
CUST0001771,SG,BUSINESS_OWNER,0-50k,3,0,0,0,89.9,494,MOBILE,15,1,0,1,SIMPLIFIED,1,697,0,0
CUST0001772,CN,SALARIED,50k-100k,6,0,0,0,74.8,1,WEB,19,3,0,1,STANDARD,0,456,0,0
CUST0001773,IN,SALARIED,0-50k,7,0,0,0,79.7,78,BRANCH,0,3,0,1,STANDARD,0,583,0,0
CUST0001774,IN,SELF_EMPLOYED,0-50k,9,0,0,0,53.3,83,MOBILE,14,1,0,1,ENHANCED,0,717,0,0
CUST0001775,NG,RETIRED,,6,0,0,0,75.5,6,MOBILE,11,2,1,1,STANDARD,0,502,0,0
CUST0001776,SG,SELF_EMPLOYED,0-50k,2,0,0,0,90.5,305,MOBILE,13,1,0,1,SIMPLIFIED,0,640,0,0
CUST0001777,CN,,0-50k,5,0,0,0,71.4,210,MOBILE,15,2,0,1,STANDARD,0,585,0,0
CUST0001778,IN,SHELL_CO,100k-250k,3,0,0,0,95.0,135,THIRD_PARTY,15,4,0,1,SIMPLIFIED,0,515,0,1
CUST0001779,IN,SELF_EMPLOYED,250k+,2,0,0,0,91.3,93,BRANCH,3,4,0,1,SIMPLIFIED,0,698,0,0
CUST0001780,GB,BUSINESS_OWNER,100k-250k,6,0,0,0,74.9,406,MOBILE,1,1,0,1,STANDARD,1,40,0,0
CUST0001781,IN,SALARIED,50k-100k,1,0,0,0,89.4,55,MOBILE,6,1,0,1,SIMPLIFIED,0,89,0,0
CUST0001782,AE,SELF_EMPLOYED,,7,0,0,0,69.0,73,WEB,4,3,0,1,STANDARD,0,397,0,0
CUST0001783,US,BUSINESS_OWNER,250k+,3,0,0,0,79.8,548,MOBILE,6,2,0,1,SIMPLIFIED,1,412,0,0
CUST0001784,IN,POLITICIAN,100k-250k,4,0,0,0,90.9,12,MOBILE,1,2,0,1,SIMPLIFIED,0,242,0,0
CUST0001785,IN,SELF_EMPLOYED,50k-100k,4,1,0,0,92.3,273,MOBILE,11,4,0,1,SIMPLIFIED,0,508,1,0
CUST0001786,IN,BUSINESS_OWNER,,7,0,0,0,85.4,227,WEB,0,1,0,1,STANDARD,0,200,0,0
CUST0001787,IN,SALARIED,50k-100k,4,0,0,0,87.5,417,MOBILE,2,1,0,1,SIMPLIFIED,1,507,0,0
CUST0001788,AE,SALARIED,250k+,4,0,0,0,81.3,17,BRANCH,0,3,0,1,SIMPLIFIED,0,113,0,0
CUST0001789,IN,SELF_EMPLOYED,100k-250k,1,0,0,0,92.2,633,WEB,2,1,0,1,SIMPLIFIED,1,149,0,0
