ACCOUNT_ID,str_filed_date
ACCT100007983,2022-09-09 00:26:20.614743
ACCT100005770,2022-08-18 21:12:25.416912
ACCT100010017,2023-01-10 07:11:32.896210
ACCT100007248,2023-08-08 17:33:53.497778
ACCT100006149,2022-04-04 17:43:17.925156
ACCT100001140,2023-05-15 15:03:05.250034
ACCT100000450,2022-08-11 17:00:29.372262
ACCT100001807,2023-05-28 13:24:49.697647
ACCT100000599,2022-09-07 12:58:08.217175
ACCT100004821,2022-09-30 20:59:01.319753
ACCT100004998,2022-05-24 23:30:47.081483
ACCT100005776,2024-05-28 06:01:44.420516
ACCT100000901,2023-08-17 09:42:04.384536
ACCT100011285,2022-03-25 17:29:07.393943
ACCT100002659,2022-05-05 12:23:39.872963
ACCT100010911,2022-12-27 21:33:02.209005
ACCT100001881,2023-05-30 02:18:42.653261
ACCT100002588,2023-07-29 19:44:03.442696
ACCT100001755,2022-06-09 05:05:19.980019
ACCT100003089,2022-10-13 03:45:22.837271
ACCT100006628,2023-11-11 06:01:36.043149
ACCT100010095,2024-03-14 18:43:31.474488
ACCT100003568,2023-12-21 22:54:17.902018
ACCT100009684,2023-12-29 02:57:52.361230
ACCT100006133,2023-04-29 09:52:19.541434
ACCT100011977,2022-09-18 22:19:21.314891
ACCT100006739,2022-04-24 10:45:24.497725
ACCT100010119,2022-08-19 12:21:20.726232
ACCT100004903,2022-06-01 22:11:41.640982
ACCT100005654,2022-02-24 11:46:44.389493
ACCT100000281,2023-05-17 20:33:01.784004
ACCT100007207,2023-12-11 08:25:08.930264
ACCT100009995,2023-11-08 12:22:40.497751
ACCT100006869,2022-10-25 05:17:30.759247
ACCT100000767,2024-01-22 07:38:35.438594
ACCT100010637,2022-12-30 01:05:02.796098
ACCT100006921,2023-09-08 02:08:01.482519
ACCT100009107,2024-06-26 18:41:47.222246
ACCT100007761,2022-06-28 15:06:25.245872
ACCT100006077,2022-12-09 01:39:25.967273
ACCT100002552,2023-12-06 12:46:35.936956
ACCT100008421,2023-02-12 09:04:33.365231
ACCT100006784,2022-04-07 10:38:28.442600
ACCT100000940,2022-09-07 07:42:00.562363
ACCT100009265,2022-05-21 00:39:53.846014
ACCT100000641,2023-01-07 08:41:31.531671
ACCT100005388,2023-08-09 19:52:34.394312
ACCT100008622,2022-07-23 20:49:57.969618
ACCT100011281,2022-12-03 07:19:31.712932
ACCT100004000,2024-04-27 12:12:51.605170
ACCT100001073,2023-05-19 01:55:33.217407
ACCT100008573,2022-05-18 10:17:47.638006
ACCT100008343,2023-01-06 22:57:13.786005
ACCT100009627,2022-12-17 15:10:20.463681
ACCT100005399,2023-06-02 06:09:15.850193
ACCT100001258,2022-07-22 13:24:41.783987
ACCT100003576,2022-07-14 18:11:51.329373
ACCT100004117,2023-12-29 23:17:46.191544
ACCT100009360,2023-06-10 11:29:44.374478
ACCT100011978,2023-07-27 15:29:14.188033
ACCT100003994,2023-09-04 04:39:25.412167
ACCT100000861,2022-04-09 06:43:41.435642
ACCT100002259,2023-12-31 12:07:46.448142
ACCT100001541,2023-05-18 21:24:50.277187
ACCT100002835,2022-12-05 04:30:12.251820
ACCT100005516,2022-03-15 12:22:06.970783
ACCT100000784,2022-12-27 03:49:14.598262
ACCT100006625,2022-09-29 15:30:45.090921
ACCT100000536,2022-08-27 17:55:05.198714
ACCT100006601,2022-03-08 07:45:06.810158
ACCT100000936,2022-06-16 04:09:58.407948
ACCT100005141,2022-08-19 09:42:02.771855
ACCT100009048,2022-06-23 22:07:35.546341
ACCT100006621,2022-02-07 16:05:09.971849
ACCT100000417,2023-08-25 01:25:40.937668
ACCT100011980,2022-12-28 22:18:08.722256
ACCT100000712,2022-04-15 04:10:05.752686
ACCT100008814,2022-11-29 14:36:35.108813
ACCT100010230,2024-05-29 06:17:46.810494
ACCT100005426,2022-06-04 10:40:00.197658
ACCT100007097,2023-01-15 09:35:11.627494
ACCT100004509,2023-11-08 02:06:14.178470
ACCT100000802,2022-08-22 16:13:06.068937
ACCT100003765,2023-01-08 18:37:26.998653
ACCT100008002,2024-03-27 13:55:44.880429
ACCT100002931,2023-01-03 01:55:33.957468
ACCT100010621,2023-11-25 17:17:44.420638
ACCT100000246,2024-02-29 23:34:56.002292
ACCT100011532,2024-06-12 03:08:54.665238
ACCT100008763,2023-04-10 21:27:44.273451
ACCT100010982,2023-10-05 18:16:48.775968
ACCT100006654,2023-02-06 12:48:46.278510
ACCT100008092,2023-07-09 13:43:04.086572
ACCT100004018,2024-04-28 13:24:12.973105
ACCT100010127,2023-01-13 04:55:37.268097
ACCT100009464,2023-08-15 07:56:09.437733
ACCT100002867,2022-02-15 10:42:33.127131
ACCT100001645,2023-08-21 12:57:53.684320
ACCT100011780,2023-06-26 09:29:43.165241
ACCT100005904,2022-07-25 09:40:28.850033
ACCT100003137,2024-03-25 19:28:06.286138
ACCT100001634,2023-11-05 18:41:47.218735
ACCT100007892,2023-04-01 11:35:03.284957
ACCT100006797,2023-04-30 07:49:54.874626
ACCT100004620,2023-03-23 14:54:03.497052
ACCT100001223,2023-09-29 20:27:44.573519
ACCT100009099,2022-08-10 07:15:29.221945
ACCT100002435,2023-10-27 21:52:33.938246
ACCT100000250,2022-10-06 12:32:00.357386
ACCT100007721,2022-11-03 20:01:13.619974
ACCT100004450,2022-12-18 19:51:19.946176
ACCT100004418,2023-06-28 18:28:34.339888
ACCT100002066,2022-06-22 08:34:17.957143
ACCT100005675,2022-08-09 02:53:50.757758
ACCT100008153,2023-08-23 03:46:24.382968
ACCT100010949,2023-09-10 11:59:24.360034
ACCT100009435,2023-08-17 09:18:03.297378
ACCT100010288,2022-09-25 12:07:41.490145
ACCT100005660,2022-03-29 23:48:23.895493
ACCT100002202,2024-01-07 20:00:17.639791
ACCT100011259,2024-02-05 16:16:49.056524
