ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE
ALT00000997,TXN000119048,ACCT100002794,R002_STRUCTURING_SIGNAL,81,2023-05-18 16:13:52.812504,4,16,0,3
ALT00000998,TXN000118383,ACCT100010525,R005_RAPID_MVT,76,2022-03-09 13:32:38.371735,2,13,0,3
ALT00000999,TXN000119429,ACCT100002729,R004_MULE_SIGNAL,78,2023-05-04 07:23:25.357264,2,7,0,3
ALT00001000,TXN000119989,ACCT100011744,R003_LAYERING_SIGNAL,78,2023-09-22 20:54:36.721578,2,20,0,4
ALT00001001,TXN000118311,ACCT100007725,R005_RAPID_MVT,82,2022-01-23 19:08:20.183534,1,19,1,3
ALT00001002,TXN000119303,ACCT100000641,R005_RAPID_MVT,84,2022-11-04 08:41:31.531671,1,8,0,3
ALT00001003,TXN000119535,ACCT100004010,R002_STRUCTURING_SIGNAL,68,2022-08-22 06:45:35.268246,3,6,0,3
ALT00001004,TXN000119307,ACCT100000787,R002_STRUCTURING_SIGNAL,66,2024-05-12 20:22:30.852004,1,20,1,3
ALT00001005,TXN000118243,ACCT100010988,R005_RAPID_MVT,88,2022-06-29 11:58:33.825649,1,11,0,3
ALT00001006,TXN000118947,ACCT100007781,R004_MULE_SIGNAL,85,2023-09-14 23:23:36.300831,3,23,0,3
ALT00001007,TXN000118326,ACCT100001100,R004_MULE_SIGNAL,66,2022-03-25 02:32:19.582207,1,2,0,3
ALT00001008,TXN000118405,ACCT100005609,R005_RAPID_MVT,87,2023-05-13 15:43:03.596048,2,15,1,3
ALT00001009,TXN000119508,ACCT100001288,R004_MULE_SIGNAL,82,2023-07-30 04:34:52.184767,2,4,1,3
ALT00001010,TXN000118253,ACCT100003842,R004_MULE_SIGNAL,66,2022-09-05 12:46:44.764482,1,12,0,3
ALT00001011,TXN000119602,ACCT100004117,R004_MULE_SIGNAL,73,2024-06-14 14:12:20.387053,2,14,0,3
ALT00001012,TXN000118746,ACCT100002774,R003_LAYERING_SIGNAL,91,2024-06-18 18:01:17.444982,1,18,0,4
ALT00001013,TXN000118269,ACCT100001403,R004_MULE_SIGNAL,79,2022-08-08 21:00:31.267254,1,21,0,3
ALT00001014,TXN000119295,ACCT100007034,R004_MULE_SIGNAL,75,2022-07-01 22:41:42.037096,2,22,0,3
ALT00001015,TXN000119948,ACCT100003180,R004_MULE_SIGNAL,85,2022-11-09 02:48:33.557618,1,2,0,3
ALT00001016,TXN000118708,ACCT100006386,R005_RAPID_MVT,76,2024-01-25 16:43:29.178268,2,16,0,3
ALT00001017,TXN000119594,ACCT100002356,R002_STRUCTURING_SIGNAL,77,2023-03-15 03:05:59.745540,1,3,0,3
ALT00001018,TXN000118530,ACCT100010584,R004_MULE_SIGNAL,83,2023-02-08 23:10:56.871660,2,23,0,3
ALT00001019,TXN000119248,ACCT100006524,R002_STRUCTURING_SIGNAL,78,2023-04-01 16:43:27.994355,3,16,1,3
ALT00001020,TXN000118384,ACCT100002115,R003_LAYERING_SIGNAL,85,2023-01-30 02:45:58.376311,2,2,0,4
ALT00001021,TXN000118338,ACCT100000342,R005_RAPID_MVT,90,2024-05-30 04:59:24.161094,1,4,0,3
ALT00001022,TXN000119100,ACCT100000619,R005_RAPID_MVT,73,2022-01-10 18:45:42.010025,2,18,0,3
ALT00001023,TXN000118997,ACCT100005903,R003_LAYERING_SIGNAL,94,2023-12-27 03:08:46.749129,1,3,0,4
ALT00001024,TXN000118333,ACCT100007958,R002_STRUCTURING_SIGNAL,83,2023-07-08 01:06:35.376085,1,1,1,3
ALT00001025,TXN000118281,ACCT100001881,R003_LAYERING_SIGNAL,91,2023-05-12 02:18:42.653261,2,2,0,4
ALT00001026,TXN000119651,ACCT100001778,R005_RAPID_MVT,82,2023-11-25 06:16:11.167228,4,6,1,3
ALT00001027,TXN000118742,ACCT100008270,R002_STRUCTURING_SIGNAL,77,2022-03-24 01:34:25.227977,1,1,0,3
ALT00001028,TXN000119868,ACCT100000697,R003_LAYERING_SIGNAL,80,2023-03-04 11:05:39.299090,2,11,1,4
ALT00001029,TXN000119184,ACCT100011960,R004_MULE_SIGNAL,89,2022-08-07 16:09:47.858531,3,16,1,3
ALT00001030,TXN000118366,ACCT100001107,R005_RAPID_MVT,90,2022-11-11 02:45:42.157888,1,2,0,3
ALT00001031,TXN000118449,ACCT100004380,R003_LAYERING_SIGNAL,85,2023-12-26 04:29:16.672822,6,4,0,4
ALT00001032,TXN000118647,ACCT100009039,R005_RAPID_MVT,94,2022-04-10 03:31:00.335837,2,3,1,3
ALT00001033,TXN000119241,ACCT100009899,R002_STRUCTURING_SIGNAL,60,2023-11-16 06:46:13.304857,2,6,0,3
ALT00001034,TXN000119059,ACCT100010224,R005_RAPID_MVT,93,2022-01-10 15:54:05.447411,1,15,0,3
ALT00001035,TXN000119297,ACCT100003047,R005_RAPID_MVT,83,2022-11-22 21:43:34.012768,1,21,0,3
ALT00001036,TXN000118298,ACCT100006227,R002_STRUCTURING_SIGNAL,66,2024-05-19 05:18:28.991168,2,5,1,3
ALT00001037,TXN000119974,ACCT100005207,R005_RAPID_MVT,73,2022-05-01 13:50:15.318840,1,13,1,3
ALT00001038,TXN000118938,ACCT100010067,R005_RAPID_MVT,90,2024-02-16 21:03:53.664823,1,21,0,3
ALT00001039,TXN000119334,ACCT100005772,R002_STRUCTURING_SIGNAL,70,2023-08-25 11:46:42.519312,1,11,0,3
ALT00001040,TXN000118303,ACCT100010469,R002_STRUCTURING_SIGNAL,72,2024-05-26 09:48:13.133562,2,9,1,3
ALT00001041,TXN000118635,ACCT100005435,R002_STRUCTURING_SIGNAL,81,2022-02-04 12:20:46.988195,2,12,0,3
ALT00001042,TXN000118275,ACCT100004659,R003_LAYERING_SIGNAL,93,2023-03-04 14:53:41.294258,2,14,1,4
ALT00001043,TXN000119814,ACCT100007542,R002_STRUCTURING_SIGNAL,65,2022-11-13 01:11:04.360493,3,1,1,3
ALT00001044,TXN000119288,ACCT100006149,R005_RAPID_MVT,88,2024-03-21 12:41:47.096392,2,12,0,3
ALT00001045,TXN000119119,ACCT100002690,R002_STRUCTURING_SIGNAL,79,2023-10-20 10:40:30.772491,2,10,0,3
ALT00001046,TXN000119746,ACCT100002552,R002_STRUCTURING_SIGNAL,64,2024-01-31 02:12:45.553210,3,2,0,3
ALT00001047,TXN000119944,ACCT100006400,R003_LAYERING_SIGNAL,83,2022-12-29 10:09:43.152891,1,10,0,4
ALT00001048,TXN000119751,ACCT100007760,R004_MULE_SIGNAL,81,2024-02-24 12:43:38.684537,1,12,1,3
ALT00001049,TXN000118963,ACCT100005454,R002_STRUCTURING_SIGNAL,64,2024-04-28 04:47:47.679224,1,4,1,3
ALT00001050,TXN000119190,ACCT100009320,R005_RAPID_MVT,74,2022-12-25 14:08:23.834365,2,14,1,3
ALT00001051,TXN000118589,ACCT100004886,R005_RAPID_MVT,81,2024-05-14 01:12:11.635773,3,1,0,3
ALT00001052,TXN000118436,ACCT100008684,R005_RAPID_MVT,86,2022-05-03 03:48:14.072960,1,3,0,3
ALT00001053,TXN000118468,ACCT100011719,R003_LAYERING_SIGNAL,85,2023-01-21 11:16:10.598433,4,11,1,4
ALT00001054,TXN000119275,ACCT100006739,R002_STRUCTURING_SIGNAL,81,2022-04-05 10:45:24.497725,1,10,0,3
ALT00001055,TXN000118318,ACCT100004543,R003_LAYERING_SIGNAL,94,2024-02-22 00:11:29.569834,2,0,0,4
ALT00001056,TXN000119649,ACCT100002112,R002_STRUCTURING_SIGNAL,81,2023-08-27 23:01:25.308710,2,23,1,3
ALT00001057,TXN000118874,ACCT100002872,R005_RAPID_MVT,93,2023-08-14 11:38:49.209747,2,11,0,3
ALT00001058,TXN000118450,ACCT100010711,R003_LAYERING_SIGNAL,80,2024-06-22 09:58:32.722745,1,9,1,4
ALT00001059,TXN000119648,ACCT100004557,R005_RAPID_MVT,74,2024-02-07 15:21:18.478927,3,15,0,3
ALT00001060,TXN000118295,ACCT100007750,R005_RAPID_MVT,71,2023-10-05 11:06:08.606630,1,11,0,3
ALT00001061,TXN000118234,ACCT100008281,R004_MULE_SIGNAL,71,2023-03-22 01:15:37.495418,2,1,0,3
ALT00001062,TXN000119518,ACCT100003921,R003_LAYERING_SIGNAL,81,2022-06-09 14:48:47.385114,2,14,0,4
ALT00001063,TXN000119707,ACCT100011664,R002_STRUCTURING_SIGNAL,77,2022-05-11 08:22:28.422693,1,8,0,3
ALT00001064,TXN000118649,ACCT100008905,R005_RAPID_MVT,89,2024-03-25 10:06:30.502494,2,10,0,3
ALT00001065,TXN000118917,ACCT100011127,R004_MULE_SIGNAL,77,2022-12-01 17:44:19.158973,1,17,0,3
ALT00001066,TXN000119689,ACCT100004314,R005_RAPID_MVT,88,2022-05-12 02:04:17.608807,1,2,0,3
ALT00001067,TXN000119880,ACCT100001007,R004_MULE_SIGNAL,81,2023-12-13 20:22:42.480096,2,20,0,3
ALT00001068,TXN000118201,ACCT100003658,R002_STRUCTURING_SIGNAL,65,2022-05-08 02:51:26.169385,3,2,1,3
ALT00001069,TXN000119437,ACCT100004330,R004_MULE_SIGNAL,89,2024-06-01 23:57:10.324742,3,23,1,3
ALT00001070,TXN000118283,ACCT100001318,R005_RAPID_MVT,83,2023-06-29 19:28:24.883920,2,19,0,3
ALT00001071,TXN000119875,ACCT100011981,R003_LAYERING_SIGNAL,81,2022-03-07 18:33:52.073427,1,18,0,4
ALT00001072,TXN000118877,ACCT100008731,R002_STRUCTURING_SIGNAL,82,2024-03-30 09:36:03.604279,2,9,1,3
ALT00001073,TXN000119506,ACCT100007793,R005_RAPID_MVT,90,2024-04-27 02:44:11.834409,2,2,1,3
ALT00001074,TXN000119247,ACCT100009237,R004_MULE_SIGNAL,73,2024-06-17 16:42:15.240845,1,16,0,3
ALT00001075,TXN000118971,ACCT100006823,R002_STRUCTURING_SIGNAL,65,2024-04-18 11:54:50.874336,2,11,0,3
ALT00001076,TXN000119301,ACCT100008170,R004_MULE_SIGNAL,85,2022-02-12 15:03:24.757772,1,15,1,3
ALT00001077,TXN000119369,ACCT100009995,R002_STRUCTURING_SIGNAL,81,2023-10-03 12:22:40.497751,1,12,0,3
ALT00001078,TXN000119626,ACCT100011163,R003_LAYERING_SIGNAL,91,2023-06-19 15:22:46.138619,1,15,0,4
ALT00001079,TXN000119541,ACCT100005590,R004_MULE_SIGNAL,69,2022-09-08 18:54:16.024191,4,18,0,3
ALT00001080,TXN000118605,ACCT100010130,R004_MULE_SIGNAL,76,2022-03-28 18:22:26.814388,3,18,0,3
ALT00001081,TXN000111170,ACCT100007646,R001_HIGH_VALUE_CASH,47,2023-09-18 08:07:41.656585,1,8,0,1
ALT00001082,TXN000113359,ACCT100011227,R001_HIGH_VALUE_CASH,42,2023-03-16 15:37:14.173322,5,15,0,1
ALT00001083,TXN000107308,ACCT100006507,R001_HIGH_VALUE_CASH,59,2022-05-11 07:48:53.342802,1,7,0,1
ALT00001084,TXN000040620,ACCT100007307,R001_HIGH_VALUE_CASH,66,2022-02-26 21:44:16.598536,1,21,1,1
ALT00001085,TXN000091720,ACCT100001380,R001_HIGH_VALUE_CASH,66,2022-12-23 22:01:27.255217,2,22,0,1
ALT00001086,TXN000044628,ACCT100007795,R001_HIGH_VALUE_CASH,52,2023-12-28 21:07:32.339546,3,21,0,1
ALT00001087,TXN000084906,ACCT100009796,R001_HIGH_VALUE_CASH,61,2024-05-07 22:35:45.396686,3,22,0,1
ALT00001088,TXN000014934,ACCT100000166,R001_HIGH_VALUE_CASH,66,2022-07-20 03:30:53.851430,3,3,0,1
ALT00001089,TXN000101712,ACCT100009628,R001_HIGH_VALUE_CASH,46,2022-10-21 12:10:31.011092,1,12,0,1
ALT00001090,TXN000026949,ACCT100001868,R001_HIGH_VALUE_CASH,47,2023-10-05 18:24:18.461715,4,18,0,1
ALT00001091,TXN000087824,ACCT100001599,R001_HIGH_VALUE_CASH,57,2024-01-23 13:06:59.868930,1,13,0,1
ALT00001092,TXN000005504,ACCT100009136,R001_HIGH_VALUE_CASH,67,2023-09-28 20:54:32.574148,2,20,0,1
ALT00001093,TXN000010459,ACCT100007066,R001_HIGH_VALUE_CASH,40,2022-11-21 00:03:30.315276,1,0,0,1
ALT00001094,TXN000017486,ACCT100011007,R001_HIGH_VALUE_CASH,64,2022-11-24 14:18:05.963467,2,14,0,1
ALT00001095,TXN000086114,ACCT100000373,R001_HIGH_VALUE_CASH,52,2023-03-24 19:09:40.162773,3,19,0,1
ALT00001096,TXN000014546,ACCT100007471,R001_HIGH_VALUE_CASH,52,2023-07-26 12:49:16.407487,1,12,0,1
ALT00001097,TXN000000953,ACCT100010190,R001_HIGH_VALUE_CASH,49,2022-07-03 23:05:40.121601,2,23,1,1
ALT00001098,TXN000051945,ACCT100006937,R001_HIGH_VALUE_CASH,44,2022-04-15 12:05:44.912637,1,12,0,1
ALT00001099,TXN000037012,ACCT100008241,R001_HIGH_VALUE_CASH,65,2023-01-29 00:12:09.472370,3,0,1,1
ALT00001100,TXN000056383,ACCT100009391,R001_HIGH_VALUE_CASH,59,2023-10-16 12:46:11.732407,3,12,0,1
ALT00001101,TXN000024925,ACCT100009766,R001_HIGH_VALUE_CASH,56,2024-01-03 21:14:38.421355,2,21,0,1
ALT00001102,TXN000027828,ACCT100001049,R001_HIGH_VALUE_CASH,49,2022-03-21 12:14:34.996649,4,12,0,1
ALT00001103,TXN000009678,ACCT100008990,R001_HIGH_VALUE_CASH,73,2023-04-27 07:35:26.604770,1,7,0,1
ALT00001104,TXN000117592,ACCT100001314,R001_HIGH_VALUE_CASH,50,2022-09-18 19:12:04.710499,2,19,1,1
ALT00001105,TXN000103839,ACCT100000426,R001_HIGH_VALUE_CASH,46,2024-05-20 17:56:48.311736,1,17,0,1
ALT00001106,TXN000021619,ACCT100000851,R001_HIGH_VALUE_CASH,69,2023-12-16 14:36:03.350560,1,14,1,1
ALT00001107,TXN000029240,ACCT100010481,R001_HIGH_VALUE_CASH,51,2022-01-18 15:01:23.212222,3,15,0,1
ALT00001108,TXN000092769,ACCT100008692,R001_HIGH_VALUE_CASH,61,2023-11-26 15:51:25.019852,3,15,1,1
ALT00001109,TXN000117492,ACCT100001888,R001_HIGH_VALUE_CASH,51,2024-05-09 10:25:32.231673,3,10,0,1
ALT00001110,TXN000047244,ACCT100001292,R001_HIGH_VALUE_CASH,63,2022-08-24 00:33:01.021833,6,0,0,1
ALT00001111,TXN000030324,ACCT100009481,R001_HIGH_VALUE_CASH,62,2022-07-12 11:02:28.202130,2,11,0,1
ALT00001112,TXN000116703,ACCT100004204,R001_HIGH_VALUE_CASH,58,2023-06-01 08:08:06.083996,1,8,0,1
ALT00001113,TXN000057152,ACCT100011944,R001_HIGH_VALUE_CASH,71,2024-05-25 02:49:54.855551,1,2,1,1
ALT00001114,TXN000051599,ACCT100010615,R001_HIGH_VALUE_CASH,45,2022-01-05 22:42:19.194116,2,22,0,1
ALT00001115,TXN000025102,ACCT100006699,R001_HIGH_VALUE_CASH,40,2024-04-01 00:48:20.879317,3,0,0,1
ALT00001116,TXN000060236,ACCT100008294,R001_HIGH_VALUE_CASH,68,2022-10-19 09:49:52.773489,1,9,0,1
ALT00001117,TXN000057102,ACCT100002754,R001_HIGH_VALUE_CASH,65,2023-07-09 14:00:31.776144,2,14,1,1
ALT00001118,TXN000116188,ACCT100008486,R001_HIGH_VALUE_CASH,47,2023-01-21 13:38:30.250365,1,13,1,1
ALT00001119,TXN000049546,ACCT100005840,R001_HIGH_VALUE_CASH,72,2023-03-04 10:57:43.126413,2,10,1,1
ALT00001120,TXN000111906,ACCT100011016,R001_HIGH_VALUE_CASH,55,2022-12-01 17:06:36.580764,2,17,0,1
ALT00001121,TXN000064823,ACCT100004639,R001_HIGH_VALUE_CASH,44,2023-05-07 05:48:03.107030,1,5,1,1
ALT00001122,TXN000007425,ACCT100003999,R001_HIGH_VALUE_CASH,54,2023-04-24 14:24:12.015309,1,14,0,1
ALT00001123,TXN000016948,ACCT100011170,R001_HIGH_VALUE_CASH,72,2023-09-09 19:34:41.247051,2,19,1,1
ALT00001124,TXN000061715,ACCT100002055,R001_HIGH_VALUE_CASH,74,2024-01-21 09:20:37.651401,1,9,1,1
ALT00001125,TXN000058963,ACCT100003219,R001_HIGH_VALUE_CASH,52,2023-08-15 09:18:32.552783,2,9,0,1
ALT00001126,TXN000040339,ACCT100006721,R001_HIGH_VALUE_CASH,65,2023-07-25 01:36:47.566612,2,1,0,1
ALT00001127,TXN000047574,ACCT100004788,R001_HIGH_VALUE_CASH,53,2023-03-13 03:14:28.490037,1,3,0,1
ALT00001128,TXN000108884,ACCT100004565,R001_HIGH_VALUE_CASH,60,2023-03-28 16:10:06.989002,3,16,0,1
ALT00001129,TXN000015095,ACCT100001389,R001_HIGH_VALUE_CASH,72,2023-01-06 14:13:26.583923,2,14,0,1
ALT00001130,TXN000089804,ACCT100007957,R001_HIGH_VALUE_CASH,54,2023-09-29 23:17:04.542979,1,23,0,1
ALT00001131,TXN000032800,ACCT100005739,R001_HIGH_VALUE_CASH,41,2022-09-23 13:38:46.880291,2,13,0,1
ALT00001132,TXN000056973,ACCT100005889,R001_HIGH_VALUE_CASH,63,2023-02-12 17:54:45.850134,1,17,1,1
ALT00001133,TXN000002383,ACCT100003734,R001_HIGH_VALUE_CASH,62,2024-03-04 20:46:33.686275,2,20,0,1
ALT00001134,TXN000047365,ACCT100000667,R001_HIGH_VALUE_CASH,62,2024-02-07 17:28:39.876622,1,17,0,1
ALT00001135,TXN000087154,ACCT100010752,R001_HIGH_VALUE_CASH,45,2023-05-08 12:15:52.825261,1,12,0,1
ALT00001136,TXN000032445,ACCT100010549,R001_HIGH_VALUE_CASH,66,2022-07-09 18:51:16.226652,1,18,1,1
ALT00001137,TXN000025400,ACCT100003015,R001_HIGH_VALUE_CASH,41,2022-12-12 05:18:36.265647,2,5,0,1
ALT00001138,TXN000084407,ACCT100004374,R001_HIGH_VALUE_CASH,55,2022-06-02 13:05:38.923724,3,13,0,1
ALT00001139,TXN000040500,ACCT100004267,R001_HIGH_VALUE_CASH,67,2022-04-19 04:28:20.448033,2,4,0,1
ALT00001140,TXN000005469,ACCT100010894,R001_HIGH_VALUE_CASH,50,2024-01-25 19:32:36.444144,2,19,0,1
ALT00001141,TXN000111478,ACCT100009593,R001_HIGH_VALUE_CASH,58,2022-09-03 10:59:26.705397,2,10,1,1
ALT00001142,TXN000092046,ACCT100004828,R001_HIGH_VALUE_CASH,40,2023-05-24 05:52:18.894185,3,5,0,1
ALT00001143,TXN000062339,ACCT100002696,R001_HIGH_VALUE_CASH,60,2022-02-20 01:55:14.868051,1,1,1,1
ALT00001144,TXN000007865,ACCT100008952,R001_HIGH_VALUE_CASH,40,2022-11-04 21:14:34.530472,3,21,0,1
ALT00001145,TXN000045700,ACCT100003804,R001_HIGH_VALUE_CASH,41,2024-04-18 04:32:44.964946,1,4,0,1
ALT00001146,TXN000091575,ACCT100008745,R001_HIGH_VALUE_CASH,65,2022-02-08 11:40:45.551043,2,11,0,1
ALT00001147,TXN000010634,ACCT100010610,R001_HIGH_VALUE_CASH,70,2022-06-01 18:54:03.692168,1,18,0,1
ALT00001148,TXN000075701,ACCT100008948,R001_HIGH_VALUE_CASH,59,2023-09-27 02:36:42.205582,1,2,0,1
ALT00001149,TXN000103752,ACCT100003428,R001_HIGH_VALUE_CASH,69,2023-03-15 22:41:39.064368,2,22,0,1
ALT00001150,TXN000094371,ACCT100011387,R001_HIGH_VALUE_CASH,74,2022-05-28 15:26:15.655717,1,15,1,1
ALT00001151,TXN000029002,ACCT100000976,R001_HIGH_VALUE_CASH,73,2022-12-08 15:32:35.876796,2,15,0,1
ALT00001152,TXN000004583,ACCT100010766,R001_HIGH_VALUE_CASH,58,2022-09-20 21:59:01.327983,2,21,0,1
ALT00001153,TXN000016484,ACCT100001226,R001_HIGH_VALUE_CASH,74,2022-08-06 01:31:58.604982,3,1,1,1
ALT00001154,TXN000066124,ACCT100009646,R001_HIGH_VALUE_CASH,74,2023-11-05 18:51:05.235591,2,18,1,1
ALT00001155,TXN000041507,ACCT100001735,R001_HIGH_VALUE_CASH,53,2022-08-15 13:49:29.504724,2,13,0,1
ALT00001156,TXN000095113,ACCT100001757,R001_HIGH_VALUE_CASH,41,2023-04-30 06:18:01.470404,2,6,1,1
ALT00001157,TXN000090785,ACCT100011040,R001_HIGH_VALUE_CASH,63,2022-06-01 21:45:09.960240,2,21,0,1
ALT00001158,TXN000013320,ACCT100009224,R001_HIGH_VALUE_CASH,70,2022-11-18 01:35:47.530305,3,1,0,1
ALT00001159,TXN000066087,ACCT100009705,R001_HIGH_VALUE_CASH,50,2023-05-27 06:52:23.077697,1,6,1,1
ALT00001160,TXN000075953,ACCT100002217,R001_HIGH_VALUE_CASH,71,2024-01-14 02:41:44.923790,3,2,1,1
ALT00001161,TXN000050831,ACCT100007275,R001_HIGH_VALUE_CASH,69,2022-04-15 01:47:55.647203,2,1,0,1
ALT00001162,TXN000011451,ACCT100004520,R001_HIGH_VALUE_CASH,59,2022-05-22 03:41:25.684345,1,3,1,1
ALT00001163,TXN000113648,ACCT100004032,R001_HIGH_VALUE_CASH,61,2024-01-16 19:04:31.980240,1,19,0,1
ALT00001164,TXN000075717,ACCT100009869,R001_HIGH_VALUE_CASH,54,2023-01-28 08:14:10.443533,3,8,1,1
ALT00001165,TXN000040477,ACCT100006022,R001_HIGH_VALUE_CASH,53,2022-09-20 03:10:49.491405,1,3,0,1
ALT00001166,TXN000113958,ACCT100002998,R001_HIGH_VALUE_CASH,45,2022-01-03 10:40:52.330125,2,10,0,1
ALT00001167,TXN000030446,ACCT100001060,R001_HIGH_VALUE_CASH,66,2022-12-27 04:29:52.299424,1,4,0,1
ALT00001168,TXN000080453,ACCT100000779,R001_HIGH_VALUE_CASH,71,2022-10-01 11:21:42.099966,4,11,1,1
ALT00001169,TXN000108667,ACCT100010497,R001_HIGH_VALUE_CASH,73,2023-12-17 07:41:33.128141,4,7,1,1
ALT00001170,TXN000047100,ACCT100005909,R001_HIGH_VALUE_CASH,44,2023-07-01 05:00:15.827481,2,5,1,1
ALT00001171,TXN000078047,ACCT100000738,R001_HIGH_VALUE_CASH,58,2022-03-24 00:06:26.156675,1,0,0,1
ALT00001172,TXN000068604,ACCT100000333,R001_HIGH_VALUE_CASH,74,2024-01-04 19:23:43.088419,1,19,0,1
ALT00001173,TXN000005229,ACCT100003459,R001_HIGH_VALUE_CASH,48,2022-03-17 00:13:34.641978,1,0,0,1
ALT00001174,TXN000038004,ACCT100009930,R001_HIGH_VALUE_CASH,45,2022-12-03 15:26:57.719391,2,15,1,1
ALT00001175,TXN000020404,ACCT100009386,R001_HIGH_VALUE_CASH,64,2023-06-27 06:02:20.642589,1,6,0,1
ALT00001176,TXN000055024,ACCT100001331,R001_HIGH_VALUE_CASH,74,2023-12-20 17:47:41.615196,2,17,0,1
ALT00001177,TXN000043611,ACCT100000145,R001_HIGH_VALUE_CASH,68,2023-05-21 01:18:48.578295,1,1,1,1
ALT00001178,TXN000114719,ACCT100004749,R001_HIGH_VALUE_CASH,52,2022-07-15 06:28:55.550423,1,6,0,1
ALT00001179,TXN000107708,ACCT100009412,R001_HIGH_VALUE_CASH,49,2023-02-01 07:31:57.906229,2,7,0,1
ALT00001180,TXN000112041,ACCT100003613,R001_HIGH_VALUE_CASH,56,2022-09-07 16:18:43.143166,1,16,0,1
ALT00001181,TXN000039405,ACCT100009809,R001_HIGH_VALUE_CASH,64,2023-07-19 20:35:11.769359,1,20,0,1
ALT00001182,TXN000061673,ACCT100000309,R001_HIGH_VALUE_CASH,55,2023-11-21 19:46:57.809684,1,19,0,1
ALT00001183,TXN000078842,ACCT100007824,R001_HIGH_VALUE_CASH,42,2024-03-27 07:47:49.833148,2,7,0,1
ALT00001184,TXN000114151,ACCT100004276,R001_HIGH_VALUE_CASH,64,2024-04-14 14:53:35.642052,1,14,1,1
ALT00001185,TXN000053330,ACCT100009873,R001_HIGH_VALUE_CASH,44,2024-05-09 08:23:34.739947,3,8,0,1
ALT00001186,TXN000016345,ACCT100004944,R001_HIGH_VALUE_CASH,40,2024-04-21 15:09:43.398781,3,15,1,1
ALT00001187,TXN000043406,ACCT100000852,R001_HIGH_VALUE_CASH,62,2023-05-22 21:12:56.622136,1,21,0,1
ALT00001188,TXN000021345,ACCT100003090,R001_HIGH_VALUE_CASH,70,2022-08-15 20:44:49.573697,3,20,0,1
ALT00001189,TXN000046207,ACCT100009325,R001_HIGH_VALUE_CASH,71,2022-02-17 23:44:21.180871,1,23,0,1
ALT00001190,TXN000044747,ACCT100004870,R001_HIGH_VALUE_CASH,73,2022-08-01 14:52:00.914835,1,14,0,1
ALT00001191,TXN000011815,ACCT100005528,R001_HIGH_VALUE_CASH,59,2023-04-25 23:53:26.072962,1,23,0,1
ALT00001192,TXN000105588,ACCT100002429,R001_HIGH_VALUE_CASH,50,2024-04-22 20:44:11.557627,2,20,0,1
ALT00001193,TXN000013534,ACCT100000996,R001_HIGH_VALUE_CASH,58,2023-08-04 21:36:14.101365,1,21,0,1
ALT00001194,TXN000080131,ACCT100011438,R001_HIGH_VALUE_CASH,61,2023-01-05 06:43:07.374891,3,6,0,1
ALT00001195,TXN000050912,ACCT100007627,R001_HIGH_VALUE_CASH,43,2022-04-21 23:37:48.571230,3,23,0,1
ALT00001196,TXN000022967,ACCT100002218,R001_HIGH_VALUE_CASH,46,2023-09-18 20:53:50.701694,3,20,0,1
ALT00001197,TXN000113058,ACCT100007565,R001_HIGH_VALUE_CASH,60,2024-06-19 01:19:39.883561,4,1,0,1
ALT00001198,TXN000061160,ACCT100010149,R001_HIGH_VALUE_CASH,63,2022-06-21 14:33:33.591105,1,14,0,1
ALT00001199,TXN000048308,ACCT100003953,R001_HIGH_VALUE_CASH,63,2023-10-03 01:06:03.880206,1,1,0,1
ALT00001200,TXN000040608,ACCT100006687,R001_HIGH_VALUE_CASH,54,2022-04-25 06:10:31.587251,2,6,0,1
ALT00001201,TXN000026559,ACCT100001891,R001_HIGH_VALUE_CASH,72,2022-02-21 07:36:50.676921,6,7,0,1
ALT00001202,TXN000103290,ACCT100005298,R001_HIGH_VALUE_CASH,73,2022-10-31 04:52:44.185962,2,4,0,1
ALT00001203,TXN000058956,ACCT100010786,R001_HIGH_VALUE_CASH,63,2023-02-15 13:39:55.754127,1,13,0,1
ALT00001204,TXN000041948,ACCT100005579,R001_HIGH_VALUE_CASH,46,2022-04-03 10:27:17.983754,2,10,1,1
ALT00001205,TXN000063193,ACCT100001797,R001_HIGH_VALUE_CASH,62,2023-07-07 22:42:22.917923,2,22,0,1
ALT00001206,TXN000072248,ACCT100002164,R001_HIGH_VALUE_CASH,68,2023-06-20 04:50:38.547701,1,4,0,1
ALT00001207,TXN000061243,ACCT100000010,R001_HIGH_VALUE_CASH,52,2022-08-24 05:37:27.472952,2,5,0,1
ALT00001208,TXN000001632,ACCT100002688,R001_HIGH_VALUE_CASH,70,2023-10-18 22:11:17.305568,1,22,0,1
ALT00001209,TXN000020818,ACCT100002779,R001_HIGH_VALUE_CASH,51,2022-04-21 02:11:28.776672,2,2,0,1
ALT00001210,TXN000022055,ACCT100009274,R001_HIGH_VALUE_CASH,72,2024-03-04 12:18:56.098995,1,12,0,1
ALT00001211,TXN000091108,ACCT100009745,R001_HIGH_VALUE_CASH,62,2023-09-20 14:28:59.338923,2,14,0,1
ALT00001212,TXN000036035,ACCT100002342,R001_HIGH_VALUE_CASH,51,2023-03-10 03:45:47.587627,2,3,0,1
