STR_ID,ACCOUNT_ID,str_filed_date,JURISDICTION,STR_CATEGORY
STR0000325,ACCT100006014,2022-09-10 00:07:36.241954,FIU-IND,MULE
STR0000326,ACCT100007599,2022-03-07 12:41:31.965191,FIU-IND,FRAUD
STR0000327,ACCT100004775,2023-05-14 21:29:50.022281,FinCEN,MULE
STR0000328,ACCT100002445,2023-06-10 12:07:08.804551,FINTRAC,MULE
STR0000329,ACCT100006954,2022-02-04 05:27:00.833458,FIU-IND,FRAUD
STR0000330,ACCT100010012,2022-03-26 08:54:24.822277,FINTRAC,STRUCTURING
STR0000331,ACCT100009327,2023-07-05 14:48:50.302845,FIU-IND,FRAUD
STR0000332,ACCT100011602,2024-09-05 05:17:43.996781,FIU-IND,STRUCTURING
STR0000333,ACCT100007565,2022-07-13 13:19:24.368483,FIU-IND,MULE
STR0000334,ACCT100011816,2022-06-05 20:46:49.754782,FIU-IND,FRAUD
STR0000335,ACCT100000993,2023-12-28 00:51:36.282237,AUSTRAC,FRAUD
STR0000336,ACCT100000558,2022-01-29 11:05:47.396521,FIU-IND,LAYERING
STR0000337,ACCT100010722,2022-03-07 08:21:03.668601,FIU-IND,FRAUD
STR0000338,ACCT100006265,2022-03-10 17:21:56.596373,FinCEN,OTHER
STR0000339,ACCT100010982,2023-10-03 18:16:48.775968,FIU-IND,MULE
STR0000340,ACCT100009018,2022-11-18 08:25:15.318810,AUSTRAC,STRUCTURING
STR0000341,ACCT100006936,2023-11-17 14:10:48.577052,FIU-IND,OTHER
STR0000342,ACCT100006845,2024-06-29 10:34:05.780691,FIU-IND,LAYERING
STR0000343,ACCT100002339,2023-03-31 16:24:31.537887,FIU-IND,STRUCTURING
STR0000344,ACCT100002415,2022-10-05 15:45:12.910263,FinCEN,FRAUD
STR0000345,ACCT100008500,2024-05-08 14:06:20.022535,FINTRAC,LAYERING
STR0000346,ACCT100010509,2022-05-06 06:20:35.280306,FinCEN,STRUCTURING
STR0000347,ACCT100002346,2024-04-28 10:35:28.053112,FinCEN,MULE
STR0000348,ACCT100006181,2022-07-21 10:24:24.045050,FIU-IND,LAYERING
STR0000349,ACCT100002026,2024-01-18 15:20:27.920613,FINTRAC,FRAUD
STR0000350,ACCT100000394,2023-06-26 08:44:01.805869,FIU-IND,OTHER
STR0000351,ACCT100005619,2023-01-02 06:47:25.658880,FinCEN,STRUCTURING
STR0000352,ACCT100005204,2023-03-20 15:06:45.722230,FIU-IND,MULE
STR0000353,ACCT100005023,2022-07-02 17:00:24.623103,FinCEN,OTHER
STR0000354,ACCT100009227,2023-04-29 14:05:02.528569,FIU-IND,LAYERING
STR0000355,ACCT100007725,2022-02-07 21:08:30.310827,FIU-IND,FRAUD
STR0000356,ACCT100011338,2023-06-26 02:04:26.796728,AUSTRAC,LAYERING
STR0000357,ACCT100009589,2024-04-21 12:49:59.100552,FIU-IND,STRUCTURING
STR0000358,ACCT100007767,2024-08-20 22:02:20.288711,FIU-IND,FRAUD
STR0000359,ACCT100008331,2022-06-01 16:01:29.600724,FIU-IND,LAYERING
STR0000360,ACCT100006736,2022-10-21 16:44:41.324680,FinCEN,FRAUD
STR0000361,ACCT100005652,2024-06-22 11:41:08.641685,FIU-IND,STRUCTURING
STR0000362,ACCT100000679,2023-11-26 06:35:33.604245,FIU-IND,LAYERING
STR0000363,ACCT100009038,2022-04-12 12:54:47.136311,FIU-IND,FRAUD
STR0000364,ACCT100004088,2022-03-11 03:03:55.141641,FIU-IND,FRAUD
STR0000365,ACCT100007832,2022-10-08 13:32:27.997078,AUSTRAC,FRAUD
STR0000366,ACCT100002881,2022-03-08 16:57:53.903251,FinCEN,STRUCTURING
STR0000367,ACCT100006839,2022-04-28 20:00:20.026367,FIU-IND,STRUCTURING
STR0000368,ACCT100005167,2022-10-04 22:26:25.682832,FIU-IND,OTHER
STR0000369,ACCT100001095,2022-06-22 07:54:30.623816,FIU-IND,MULE
STR0000370,ACCT100000867,2024-06-17 02:14:59.746687,FinCEN,STRUCTURING
STR0000371,ACCT100004019,2022-05-28 21:13:00.816749,FinCEN,STRUCTURING
STR0000372,ACCT100011455,2023-01-16 01:51:17.272628,FinCEN,FRAUD
STR0000373,ACCT100001105,2023-03-17 16:08:24.381433,FIU-IND,LAYERING
STR0000374,ACCT100001009,2022-09-30 17:30:07.988991,FinCEN,FRAUD
STR0000375,ACCT100004937,2022-06-23 07:40:34.011126,FIU-IND,MULE
STR0000376,ACCT100005013,2022-05-16 22:08:22.298438,FIU-IND,LAYERING
STR0000377,ACCT100005404,2024-05-30 02:33:28.692278,AUSTRAC,STRUCTURING
STR0000378,ACCT100007515,2022-11-13 06:26:11.260086,FinCEN,STRUCTURING
STR0000379,ACCT100005363,2023-02-14 14:24:50.447263,FIU-IND,FRAUD
STR0000380,ACCT100006375,2022-10-25 14:32:29.700008,FinCEN,MULE
STR0000381,ACCT100000868,2023-11-17 17:39:15.264893,AUSTRAC,LAYERING
STR0000382,ACCT100002249,2022-10-04 17:14:23.183348,AUSTRAC,LAYERING
STR0000383,ACCT100003631,2022-11-12 15:49:29.897637,FIU-IND,MULE
STR0000384,ACCT100006876,2023-11-11 14:49:03.319187,FIU-IND,STRUCTURING
STR0000385,ACCT100000005,2024-03-15 13:18:30.980936,FinCEN,FRAUD
STR0000386,ACCT100004593,2023-05-16 03:30:33.510885,FIU-IND,MULE
STR0000387,ACCT100004480,2022-06-01 05:41:31.072973,FIU-IND,MULE
STR0000388,ACCT100004373,2023-08-24 16:56:13.322596,FIU-IND,MULE
STR0000389,ACCT100002639,2024-08-04 00:03:40.271524,FIU-IND,OTHER
STR0000390,ACCT100003271,2024-05-06 00:44:57.515382,FIU-IND,FRAUD
STR0000391,ACCT100003169,2022-08-23 10:48:24.028821,FIU-IND,OTHER
STR0000392,ACCT100002295,2022-07-09 20:23:46.227741,FIU-IND,STRUCTURING
STR0000393,ACCT100011208,2022-08-05 17:29:50.621224,FIU-IND,MULE
STR0000394,ACCT100011544,2022-04-09 08:45:13.585976,FinCEN,FRAUD
STR0000395,ACCT100001539,2022-05-29 02:14:06.820481,FIU-IND,LAYERING
STR0000396,ACCT100003265,2024-07-27 09:24:24.293508,FIU-IND,MULE
STR0000397,ACCT100002795,2024-01-11 12:10:24.193623,FIU-IND,STRUCTURING
STR0000398,ACCT100005880,2024-03-21 23:00:41.318571,FIU-IND,FRAUD
STR0000399,ACCT100007989,2024-02-19 08:32:09.946653,FIU-IND,MULE
STR0000400,ACCT100010122,2023-03-23 08:34:31.796261,FIU-IND,FRAUD
STR0000401,ACCT100000496,2024-04-18 07:08:42.184029,AUSTRAC,FRAUD
STR0000402,ACCT100002398,2022-06-02 23:52:47.214145,FIU-IND,FRAUD
STR0000403,ACCT100005702,2022-07-17 22:21:17.085331,FIU-IND,OTHER
STR0000404,ACCT100006044,2024-01-23 12:15:05.414537,FIU-IND,MULE
STR0000405,ACCT100000835,2022-12-29 03:17:51.447126,FinCEN,FRAUD
STR0000406,ACCT100007522,2022-07-02 05:02:22.403072,FIU-IND,MULE
STR0000407,ACCT100003958,2022-02-27 18:54:03.001244,FinCEN,FRAUD
STR0000408,ACCT100005614,2022-02-08 18:18:54.950923,FinCEN,LAYERING
STR0000409,ACCT100004639,2022-10-28 15:15:43.714913,FIU-IND,LAYERING
STR0000410,ACCT100007653,2022-05-17 18:58:15.668893,FIU-IND,STRUCTURING
STR0000411,ACCT100007326,2023-04-19 03:29:55.262055,FIU-IND,FRAUD
STR0000412,ACCT100007707,2022-11-22 13:24:12.191629,FINTRAC,STRUCTURING
STR0000413,ACCT100011690,2024-02-08 19:12:55.428210,AUSTRAC,STRUCTURING
STR0000414,ACCT100003735,2023-10-06 18:48:16.180552,FIU-IND,MULE
STR0000415,ACCT100006161,2023-10-27 03:53:19.980294,FIU-IND,LAYERING
STR0000416,ACCT100002613,2022-07-23 19:40:08.612397,FinCEN,LAYERING
STR0000417,ACCT100008212,2023-03-17 05:55:46.299371,FIU-IND,FRAUD
STR0000418,ACCT100009610,2023-11-07 10:07:19.088944,FIU-IND,FRAUD
STR0000419,ACCT100005659,2024-06-25 08:35:20.688943,FIU-IND,LAYERING
STR0000420,ACCT100002728,2024-05-05 18:50:07.847644,FINTRAC,MULE
STR0000421,ACCT100002584,2023-05-24 10:14:00.717988,FinCEN,MULE
STR0000422,ACCT100006767,2022-05-05 09:02:16.463191,FIU-IND,STRUCTURING
STR0000423,ACCT100004103,2023-11-22 06:52:14.919304,FinCEN,STRUCTURING
STR0000424,ACCT100006698,2024-05-11 05:37:51.018029,FinCEN,STRUCTURING
STR0000425,ACCT100009032,2023-06-04 05:44:55.439409,FINTRAC,OTHER
STR0000426,ACCT100005297,2022-11-18 13:17:37.821764,FINTRAC,OTHER
STR0000427,ACCT100009043,2022-11-08 15:35:10.120260,FinCEN,FRAUD
STR0000428,ACCT100006564,2022-07-09 10:45:48.931149,FIU-IND,MULE
STR0000429,ACCT100010516,2022-05-03 00:00:54.585473,AUSTRAC,OTHER
STR0000430,ACCT100008679,2022-12-24 16:03:50.909187,FIU-IND,LAYERING
STR0000431,ACCT100011926,2022-05-18 05:52:17.048397,FIU-IND,FRAUD
STR0000432,ACCT100005669,2023-04-19 00:04:07.221967,FIU-IND,MULE
STR0000433,ACCT100003504,2022-01-25 07:44:41.894554,FIU-IND,OTHER
STR0000434,ACCT100010292,2022-11-17 06:45:40.515705,AUSTRAC,STRUCTURING
STR0000435,ACCT100009314,2022-02-24 16:20:48.616496,FINTRAC,MULE
STR0000436,ACCT100008642,2023-03-08 09:36:01.136229,AUSTRAC,LAYERING
STR0000437,ACCT100004800,2023-08-04 20:53:24.139190,FIU-IND,STRUCTURING
STR0000438,ACCT100011553,2022-08-23 07:19:24.245023,FIU-IND,OTHER
STR0000439,ACCT100002609,2023-03-21 20:09:06.687019,FinCEN,FRAUD
STR0000440,ACCT100004988,2024-05-16 02:35:32.010960,FIU-IND,STRUCTURING
STR0000441,ACCT100003424,2022-03-05 05:26:07.591549,FIU-IND,STRUCTURING
STR0000442,ACCT100005648,2022-04-25 00:30:29.500372,FINTRAC,LAYERING
STR0000443,ACCT100009724,2023-08-07 04:17:37.484619,FINTRAC,STRUCTURING
STR0000444,ACCT100008000,2023-08-03 16:39:22.678813,FIU-IND,FRAUD
STR0000445,ACCT100005852,2023-07-06 01:11:19.375318,FinCEN,STRUCTURING
STR0000446,ACCT100009580,2022-04-27 06:34:55.331112,FIU-IND,FRAUD
STR0000447,ACCT100011712,2022-01-26 15:51:54.328388,FinCEN,STRUCTURING
STR0000448,ACCT100004275,2022-07-19 15:58:41.232169,FIU-IND,FRAUD
STR0000449,ACCT100011950,2022-10-24 12:55:30.035182,FIU-IND,STRUCTURING
STR0000450,ACCT100006149,2022-04-17 17:43:17.925156,FIU-IND,STRUCTURING
STR0000451,ACCT100010057,2023-02-16 20:12:04.792803,FIU-IND,STRUCTURING
STR0000452,ACCT100009681,2023-07-22 09:34:51.324105,FIU-IND,MULE
STR0000453,ACCT100009442,2023-01-04 14:07:26.975858,FINTRAC,FRAUD
STR0000454,ACCT100010296,2022-09-26 14:42:27.244010,FinCEN,LAYERING
STR0000455,ACCT100001837,2024-07-07 12:01:10.389895,FINTRAC,MULE
STR0000456,ACCT100006006,2022-08-03 16:17:04.094816,FIU-IND,MULE
STR0000457,ACCT100009439,2022-06-11 20:54:33.480093,FIU-IND,STRUCTURING
STR0000458,ACCT100004264,2023-08-17 07:47:17.854403,FIU-IND,STRUCTURING
STR0000459,ACCT100003359,2023-02-28 15:35:08.702080,FINTRAC,FRAUD
STR0000460,ACCT100010842,2022-09-16 11:35:05.046095,FIU-IND,LAYERING
STR0000461,ACCT100004925,2023-07-08 12:26:54.438426,FINTRAC,OTHER
STR0000462,ACCT100003213,2022-06-07 13:11:53.468003,AUSTRAC,LAYERING
STR0000463,ACCT100010762,2022-01-29 08:46:36.104308,FIU-IND,OTHER
STR0000464,ACCT100006192,2022-10-27 08:54:37.636354,FIU-IND,FRAUD
STR0000465,ACCT100001652,2022-11-07 23:56:22.181062,FIU-IND,FRAUD
STR0000466,ACCT100008269,2024-05-28 01:51:18.528661,FIU-IND,FRAUD
STR0000467,ACCT100005612,2022-03-23 13:59:42.323913,FinCEN,OTHER
STR0000468,ACCT100011967,2022-07-14 20:38:04.726255,FinCEN,STRUCTURING
STR0000469,ACCT100001307,2023-07-12 22:13:37.930845,FIU-IND,FRAUD
STR0000470,ACCT100004411,2022-04-13 11:18:01.623148,FINTRAC,STRUCTURING
STR0000471,ACCT100009377,2022-10-21 12:56:52.992903,FIU-IND,FRAUD
STR0000472,ACCT100006394,2022-04-08 03:55:52.715867,FIU-IND,LAYERING
STR0000473,ACCT100006544,2022-02-12 10:25:42.268686,AUSTRAC,STRUCTURING
STR0000474,ACCT100001024,2024-03-15 15:39:11.340423,FinCEN,FRAUD
STR0000475,ACCT100010497,2022-10-08 22:13:27.340260,AUSTRAC,STRUCTURING
STR0000476,ACCT100008783,2022-09-17 20:22:29.144164,FIU-IND,STRUCTURING
STR0000477,ACCT100001577,2022-04-05 00:04:46.568821,FINTRAC,STRUCTURING
STR0000478,ACCT100009734,2023-06-08 22:31:50.729483,FIU-IND,STRUCTURING
STR0000479,ACCT100004131,2022-07-09 09:58:23.232036,FINTRAC,STRUCTURING
STR0000480,ACCT100005876,2024-05-18 11:45:45.530723,FIU-IND,MULE
STR0000481,ACCT100010501,2022-11-05 08:44:02.229702,FIU-IND,MULE
STR0000482,ACCT100003660,2022-01-30 17:29:20.186753,FINTRAC,OTHER
STR0000483,ACCT100010705,2022-03-27 04:30:15.239351,FIU-IND,MULE
STR0000484,ACCT100010541,2023-07-16 11:15:10.015761,AUSTRAC,STRUCTURING
STR0000485,ACCT100007649,2022-05-12 21:00:03.143335,FIU-IND,STRUCTURING
STR0000486,ACCT100006813,2024-05-11 05:25:23.645186,FinCEN,FRAUD
STR0000487,ACCT100011000,2024-06-04 18:04:17.570413,FINTRAC,MULE
STR0000488,ACCT100011719,2023-01-12 16:32:58.315907,FIU-IND,LAYERING
STR0000489,ACCT100010500,2023-06-30 20:14:17.475804,FinCEN,LAYERING
STR0000490,ACCT100011494,2022-11-17 11:52:14.441157,AUSTRAC,OTHER
STR0000491,ACCT100011390,2022-02-06 00:21:58.707826,FIU-IND,MULE
STR0000492,ACCT100003241,2023-02-24 10:42:02.566362,FIU-IND,OTHER
STR0000493,ACCT100000822,2023-08-10 04:27:32.130903,FIU-IND,STRUCTURING
STR0000494,ACCT100001631,2022-04-15 05:44:38.287008,FIU-IND,STRUCTURING
STR0000495,ACCT100001527,2023-12-01 21:05:45.172381,FINTRAC,FRAUD
STR0000496,ACCT100003412,2022-07-09 06:52:35.143591,FIU-IND,FRAUD
STR0000497,ACCT100002901,2024-05-10 23:17:02.035532,FIU-IND,FRAUD
STR0000498,ACCT100009568,2023-09-10 21:51:19.748234,FinCEN,STRUCTURING
STR0000499,ACCT100001071,2022-08-14 01:11:56.674855,FIU-IND,LAYERING
STR0000500,ACCT100000181,2022-06-16 23:40:57.773635,AUSTRAC,STRUCTURING
STR0000501,ACCT100005577,2022-09-29 18:27:11.456834,AUSTRAC,LAYERING
STR0000502,ACCT100006511,2023-07-17 22:06:46.240576,FINTRAC,MULE
STR0000503,ACCT100006065,2022-09-16 13:45:26.338174,FIU-IND,FRAUD
STR0000504,ACCT100000124,2022-10-16 20:42:07.102817,FIU-IND,LAYERING
STR0000505,ACCT100010999,2023-10-04 03:15:40.499849,FIU-IND,FRAUD
STR0000506,ACCT100000340,2024-01-27 16:51:38.420818,FIU-IND,STRUCTURING
STR0000507,ACCT100011707,2024-08-14 15:50:06.399931,FIU-IND,LAYERING
STR0000508,ACCT100003045,2022-04-28 10:09:01.505649,FIU-IND,LAYERING
STR0000509,ACCT100002254,2023-04-14 03:31:32.510414,FINTRAC,STRUCTURING
STR0000510,ACCT100007965,2024-05-24 11:11:41.391030,FIU-IND,MULE
STR0000511,ACCT100002463,2022-06-01 03:34:35.286129,FIU-IND,STRUCTURING
STR0000512,ACCT100010522,2022-08-18 22:26:21.374742,FIU-IND,STRUCTURING
STR0000513,ACCT100001642,2022-08-13 11:00:22.475975,FIU-IND,MULE
STR0000514,ACCT100004731,2022-11-11 14:53:34.005639,AUSTRAC,LAYERING
STR0000515,ACCT100011840,2023-04-24 02:22:54.933879,FinCEN,MULE
STR0000516,ACCT100011986,2022-06-20 23:19:15.299662,FINTRAC,FRAUD
STR0000517,ACCT100011361,2023-01-13 22:19:32.891743,FIU-IND,STRUCTURING
STR0000518,ACCT100010042,2023-06-24 06:49:29.640544,FINTRAC,FRAUD
STR0000519,ACCT100004426,2023-08-27 02:18:27.752497,FinCEN,LAYERING
STR0000520,ACCT100001907,2024-08-03 09:40:37.026824,FIU-IND,FRAUD
STR0000521,ACCT100002380,2023-08-10 19:18:51.069004,FINTRAC,LAYERING
STR0000522,ACCT100002599,2022-08-01 03:57:51.397473,FIU-IND,STRUCTURING
STR0000523,ACCT100010123,2022-03-26 08:00:25.684395,FIU-IND,STRUCTURING
STR0000524,ACCT100005233,2022-03-02 09:26:11.457662,FinCEN,FRAUD
STR0000525,ACCT100008669,2022-04-06 19:20:29.193223,FIU-IND,STRUCTURING
STR0000526,ACCT100000932,2022-04-27 19:02:15.642493,FINTRAC,LAYERING
STR0000527,ACCT100000171,2022-03-20 06:50:18.407367,FinCEN,MULE
STR0000528,ACCT100001482,2022-11-02 17:57:23.997981,FIU-IND,OTHER
STR0000529,ACCT100010480,2023-01-21 04:36:58.903206,FIU-IND,FRAUD
STR0000530,ACCT100009827,2022-05-24 08:37:37.360095,FIU-IND,OTHER
STR0000531,ACCT100000714,2022-06-11 13:39:01.721542,FinCEN,MULE
STR0000532,ACCT100009078,2024-07-01 17:24:38.069045,FINTRAC,FRAUD
STR0000533,ACCT100006170,2022-06-19 16:40:18.456305,FIU-IND,LAYERING
STR0000534,ACCT100004071,2022-09-17 20:23:13.016529,AUSTRAC,FRAUD
STR0000535,ACCT100001689,2022-05-02 16:33:32.843468,FinCEN,STRUCTURING
STR0000536,ACCT100005987,2022-09-10 01:20:28.133560,FIU-IND,STRUCTURING
STR0000537,ACCT100001340,2024-01-24 05:41:34.959694,FIU-IND,OTHER
STR0000538,ACCT100002044,2023-12-07 01:52:12.295301,FIU-IND,STRUCTURING
STR0000539,ACCT100003693,2023-12-27 03:46:55.472988,FIU-IND,FRAUD
STR0000540,ACCT100009204,2023-12-01 12:24:30.500841,FIU-IND,FRAUD
STR0000541,ACCT100004768,2022-05-20 23:10:47.483546,FinCEN,LAYERING
STR0000542,ACCT100009179,2023-05-19 01:20:35.001784,FIU-IND,LAYERING
STR0000543,ACCT100008105,2023-06-04 18:15:27.379122,FIU-IND,MULE
STR0000544,ACCT100010445,2022-07-31 10:33:23.686068,FinCEN,LAYERING
STR0000545,ACCT100010164,2023-09-27 01:29:10.530809,FIU-IND,STRUCTURING
STR0000546,ACCT100010727,2023-06-07 12:46:42.576449,FIU-IND,LAYERING
STR0000547,ACCT100007178,2022-04-26 19:04:14.753692,FINTRAC,LAYERING
STR0000548,ACCT100003089,2022-09-20 03:45:22.837271,FIU-IND,FRAUD
STR0000549,ACCT100001021,2023-04-11 06:27:56.354769,FIU-IND,OTHER
STR0000550,ACCT100003729,2023-06-20 18:22:06.145251,FIU-IND,OTHER
STR0000551,ACCT100002519,2022-04-07 10:29:33.977796,FinCEN,STRUCTURING
STR0000552,ACCT100011457,2023-12-01 13:28:42.618814,AUSTRAC,STRUCTURING
STR0000553,ACCT100002429,2023-03-19 21:13:18.315863,FIU-IND,STRUCTURING
STR0000554,ACCT100005908,2024-02-01 05:42:18.262683,FinCEN,LAYERING
STR0000555,ACCT100000157,2023-06-03 22:29:36.334195,FIU-IND,STRUCTURING
STR0000556,ACCT100009825,2023-02-19 03:37:19.891387,FIU-IND,STRUCTURING
STR0000557,ACCT100005451,2022-08-03 06:30:20.786951,FINTRAC,STRUCTURING
STR0000558,ACCT100001014,2023-01-22 22:41:28.196193,FinCEN,FRAUD
STR0000559,ACCT100007288,2023-07-21 22:56:18.469596,FIU-IND,MULE
STR0000560,ACCT100005291,2022-05-05 02:01:26.484063,FinCEN,LAYERING
STR0000561,ACCT100005630,2023-01-10 11:13:47.010943,FIU-IND,STRUCTURING
STR0000562,ACCT100003105,2022-05-31 11:42:45.710713,FinCEN,MULE
STR0000563,ACCT100001935,2023-12-26 18:33:06.736555,FinCEN,FRAUD
STR0000564,ACCT100009886,2022-06-29 03:43:45.329617,FinCEN,FRAUD
STR0000565,ACCT100006275,2022-03-28 14:50:22.569706,FINTRAC,FRAUD
STR0000566,ACCT100009722,2023-10-10 14:15:40.614122,AUSTRAC,OTHER
STR0000567,ACCT100007479,2022-08-10 11:55:58.656238,FIU-IND,OTHER
STR0000568,ACCT100010119,2022-06-30 22:09:59.507197,FIU-IND,LAYERING
STR0000569,ACCT100005957,2022-11-21 14:04:30.318006,AUSTRAC,LAYERING
STR0000570,ACCT100003179,2023-02-08 02:28:28.958276,FINTRAC,LAYERING
STR0000571,ACCT100005991,2023-12-24 18:33:30.697235,FIU-IND,STRUCTURING
STR0000572,ACCT100001639,2024-06-10 17:34:28.866153,FIU-IND,MULE
STR0000573,ACCT100010404,2022-07-17 21:46:31.455132,FIU-IND,MULE
STR0000574,ACCT100008883,2022-09-28 12:28:51.422355,FINTRAC,MULE
STR0000575,ACCT100000002,2023-04-20 15:29:28.101529,FIU-IND,STRUCTURING
STR0000576,ACCT100006581,2024-08-24 13:14:37.776481,FIU-IND,STRUCTURING
STR0000577,ACCT100001141,2024-04-08 11:53:19.715363,FIU-IND,LAYERING
STR0000578,ACCT100005605,2023-01-08 12:52:56.954799,FinCEN,STRUCTURING
STR0000579,ACCT100008032,2022-04-12 03:30:06.723937,FinCEN,LAYERING
STR0000580,ACCT100001806,2022-09-10 03:39:27.564941,FIU-IND,MULE
STR0000581,ACCT100002356,2023-04-18 03:05:59.745540,FIU-IND,OTHER
STR0000582,ACCT100006468,2022-10-07 15:43:43.388217,FIU-IND,OTHER
STR0000583,ACCT100010543,2022-09-30 19:37:08.726022,FIU-IND,STRUCTURING
STR0000584,ACCT100009255,2022-12-16 21:16:15.431549,FIU-IND,STRUCTURING
STR0000585,ACCT100002494,2023-09-13 13:18:03.642926,FIU-IND,STRUCTURING
STR0000586,ACCT100007943,2022-09-07 14:53:48.974898,FinCEN,MULE
STR0000587,ACCT100004355,2022-06-02 05:16:29.925639,FINTRAC,MULE
STR0000588,ACCT100005728,2022-05-03 05:59:12.224666,FIU-IND,LAYERING
STR0000589,ACCT100001905,2022-05-15 17:08:38.255329,FIU-IND,MULE
STR0000590,ACCT100000834,2022-08-15 15:53:40.970081,FIU-IND,MULE
STR0000591,ACCT100009444,2022-08-12 13:37:40.902169,FIU-IND,FRAUD
STR0000592,ACCT100002976,2022-06-01 22:00:03.306557,FIU-IND,OTHER
STR0000593,ACCT100000503,2022-03-17 18:59:55.216598,FIU-IND,FRAUD
STR0000594,ACCT100005613,2024-05-19 10:00:18.552783,FIU-IND,FRAUD
STR0000595,ACCT100000907,2022-03-27 00:11:59.672145,FinCEN,STRUCTURING
STR0000596,ACCT100010766,2022-10-04 21:59:01.327983,FIU-IND,LAYERING
STR0000597,ACCT100009609,2022-02-27 12:03:36.152978,FIU-IND,MULE
STR0000598,ACCT100002540,2022-09-12 00:45:22.939140,FIU-IND,STRUCTURING
STR0000599,ACCT100009991,2023-02-12 18:22:56.588161,FIU-IND,FRAUD
STR0000600,ACCT100010277,2022-06-21 17:12:36.266560,FINTRAC,FRAUD
STR0000601,ACCT100006907,2022-10-23 19:39:53.175204,FIU-IND,STRUCTURING
STR0000602,ACCT100003877,2022-04-30 01:09:39.880744,FIU-IND,MULE
STR0000603,ACCT100010322,2023-02-08 05:55:19.647721,FinCEN,MULE
STR0000604,ACCT100007280,2023-10-24 16:06:11.966949,FIU-IND,LAYERING
STR0000605,ACCT100001364,2023-09-24 09:35:55.077941,FIU-IND,LAYERING
STR0000606,ACCT100010339,2023-08-27 09:29:55.901585,FINTRAC,STRUCTURING
STR0000607,ACCT100006924,2022-07-15 17:14:17.748983,FIU-IND,STRUCTURING
STR0000608,ACCT100011918,2022-08-14 17:14:44.873745,FIU-IND,LAYERING
STR0000609,ACCT100006722,2022-04-30 18:45:27.252497,AUSTRAC,MULE
STR0000610,ACCT100008889,2023-11-02 00:38:11.863353,FIU-IND,FRAUD
STR0000611,ACCT100008121,2023-01-30 15:00:08.447322,FIU-IND,MULE
STR0000612,ACCT100005465,2022-04-13 13:00:02.426852,FIU-IND,OTHER
STR0000613,ACCT100009358,2023-07-31 03:43:03.075569,FIU-IND,STRUCTURING
STR0000614,ACCT100009260,2023-11-17 23:24:32.355439,FIU-IND,OTHER
STR0000615,ACCT100007440,2022-01-25 03:09:35.528838,FIU-IND,OTHER
STR0000616,ACCT100000917,2022-08-03 12:53:15.478640,FIU-IND,LAYERING
STR0000617,ACCT100003714,2023-02-18 02:53:20.797230,FINTRAC,STRUCTURING
STR0000618,ACCT100010878,2024-04-29 16:29:22.179650,FIU-IND,MULE
STR0000619,ACCT100006747,2022-05-05 10:44:11.271242,FIU-IND,LAYERING
STR0000620,ACCT100004571,2022-04-23 03:10:34.854980,FIU-IND,STRUCTURING
STR0000621,ACCT100003453,2022-10-26 05:35:15.379820,FIU-IND,STRUCTURING
STR0000622,ACCT100007116,2022-06-25 23:13:22.678079,FIU-IND,STRUCTURING
STR0000623,ACCT100001437,2022-05-28 11:16:02.887420,FIU-IND,STRUCTURING
STR0000624,ACCT100005497,2022-03-16 14:17:00.065975,AUSTRAC,STRUCTURING
STR0000625,ACCT100007577,2023-05-05 13:21:36.045420,FinCEN,STRUCTURING
STR0000626,ACCT100001787,2023-10-17 07:43:13.458129,FINTRAC,STRUCTURING
STR0000627,ACCT100010898,2022-09-03 04:54:37.837078,FIU-IND,STRUCTURING
STR0000628,ACCT100001220,2022-10-29 20:38:30.914247,FIU-IND,MULE
STR0000629,ACCT100004215,2024-04-29 10:40:52.621396,FinCEN,OTHER
STR0000630,ACCT100010310,2022-04-12 14:27:43.046489,FIU-IND,STRUCTURING
STR0000631,ACCT100000592,2024-04-07 05:37:03.430840,FIU-IND,LAYERING
STR0000632,ACCT100009506,2022-10-18 03:39:09.194482,FinCEN,OTHER
STR0000633,ACCT100010433,2022-06-20 20:28:21.273649,FIU-IND,LAYERING
STR0000634,ACCT100001578,2023-03-02 19:37:32.750439,FIU-IND,MULE
STR0000635,ACCT100000797,2022-06-11 13:02:14.368649,FIU-IND,STRUCTURING
STR0000636,ACCT100007113,2022-11-12 22:06:10.664060,FinCEN,FRAUD
STR0000637,ACCT100011927,2022-05-03 19:00:58.346952,FIU-IND,MULE
STR0000638,ACCT100003055,2022-04-21 11:42:51.299066,FIU-IND,MULE
STR0000639,ACCT100005001,2024-02-27 12:12:26.760824,FINTRAC,LAYERING
STR0000640,ACCT100002330,2022-11-23 19:12:20.492609,FIU-IND,LAYERING
STR0000641,ACCT100011617,2024-02-26 08:59:37.560254,FIU-IND,OTHER
STR0000642,ACCT100007772,2022-05-05 08:55:02.147911,FIU-IND,OTHER
STR0000643,ACCT100010912,2022-04-24 05:05:24.369166,FIU-IND,OTHER
STR0000644,ACCT100006225,2022-03-10 16:48:55.406255,FIU-IND,OTHER
STR0000645,ACCT100004129,2024-08-06 03:40:18.807539,FIU-IND,OTHER
STR0000646,ACCT100008359,2022-03-26 04:56:38.735945,FIU-IND,OTHER
STR0000647,ACCT100007126,2023-09-21 12:02:20.663174,FIU-IND,OTHER
STR0000648,ACCT100003592,2022-08-30 15:30:50.766783,FIU-IND,OTHER
