ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE,FINAL_LABEL,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,OPEN_DATE,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,YEARS_AS_CUSTOMER,NUM_PRODUCTS_HELD,FATF_HIGH_RISK_NATIONALITY,CDD_TIER,KYC_REVIEW_OVERDUE,SHELL_CO_INDICATOR,CORRESPONDENT_BANK_FLAG,ACCOUNT_AGE_DAYS
ALT00003895,TXN000053107,ACCT100003541,R006_HIGH_RISK_DEST,52,2024-02-22 14:49:56.390751,2,14,0,2,0,CUST0005544,CURRENT,ACTIVE,246794.54,AED,1,2014-07-30,11366.69,2,3,IN,STUDENT,50k-100k,6,0,0,0,78.0,57,MOBILE,5,3,0,STANDARD,0,0,0,3494
ALT00003896,TXN000038442,ACCT100009463,R006_HIGH_RISK_DEST,74,2022-09-10 04:30:56.858662,1,4,1,2,0,CUST0003549,CURRENT,ACTIVE,110389.69,USD,2,2018-08-24,8225.03,4,4,MY,SELF_EMPLOYED,100k-250k,2,0,0,0,81.1,192,BRANCH,14,4,0,SIMPLIFIED,0,0,0,1478
ALT00003897,TXN000061919,ACCT100011642,R006_HIGH_RISK_DEST,50,2023-10-06 08:27:18.786419,1,8,0,2,0,CUST0004585,CURRENT,ACTIVE,4913.07,INR,1,2019-03-01,27242.14,3,1,US,SALARIED,50k-100k,5,0,0,0,83.3,311,BRANCH,8,2,0,STANDARD,0,0,0,1680
ALT00003898,TXN000015214,ACCT100003041,R006_HIGH_RISK_DEST,53,2023-06-25 01:57:55.317245,2,1,1,2,0,CUST0001568,SAVINGS,ACTIVE,5202.05,INR,2,2014-12-19,2254.08,2,1,MY,STUDENT,250k+,1,0,0,0,98.3,233,MOBILE,4,1,0,SIMPLIFIED,0,0,0,3110
ALT00003899,TXN000027056,ACCT100002192,R006_HIGH_RISK_DEST,79,2022-01-25 05:07:01.006951,1,5,0,2,0,CUST0006947,SALARY,ACTIVE,30370.05,USD,1,2012-04-27,19896.76,2,1,AE,SALARIED,0-50k,1,0,0,0,88.3,165,BRANCH,7,2,0,SIMPLIFIED,0,0,0,3560
ALT00003900,TXN000060432,ACCT100009874,R006_HIGH_RISK_DEST,62,2023-11-26 14:50:43.553849,3,14,1,2,0,CUST0002186,CURRENT,ACTIVE,30314.83,USD,1,2020-09-27,32307.16,2,5,IN,SELF_EMPLOYED,100k-250k,8,0,0,0,71.3,62,BRANCH,10,3,0,ENHANCED,0,0,0,1155
ALT00003901,TXN000052382,ACCT100000889,R006_HIGH_RISK_DEST,68,2023-04-27 09:56:22.126737,3,9,0,2,0,CUST0005708,SAVINGS,CLOSED,80312.16,SGD,1,2013-07-05,40598.36,2,3,IN,SALARIED,100k-250k,1,0,0,0,88.2,51,MOBILE,4,1,0,SIMPLIFIED,0,0,0,3583
ALT00003902,TXN000087599,ACCT100009874,R006_HIGH_RISK_DEST,81,2024-02-26 00:20:33.150314,3,0,0,2,0,CUST0002186,CURRENT,ACTIVE,30314.83,USD,1,2020-09-27,32307.16,2,5,IN,SELF_EMPLOYED,100k-250k,8,0,0,0,71.3,62,BRANCH,10,3,0,ENHANCED,0,0,0,1247
ALT00003903,TXN000030004,ACCT100003909,R006_HIGH_RISK_DEST,51,2023-12-14 00:24:19.672154,2,0,0,2,0,CUST0001068,NRO,ACTIVE,45350.78,USD,1,2017-07-07,89519.12,6,4,VG,SELF_EMPLOYED,0-50k,1,0,0,0,100.0,47,WEB,19,1,1,SIMPLIFIED,0,0,0,2351
ALT00003904,TXN000115561,ACCT100008982,R006_HIGH_RISK_DEST,72,2023-12-03 14:11:38.493184,1,14,1,2,0,CUST0003097,nre,ACTIVE,466577.84,USD,1,2016-02-29,21937.83,6,4,SG,BUSINESS_OWNER,250k+,9,0,0,0,70.1,229,THIRD_PARTY,16,3,0,ENHANCED,0,0,0,2834
ALT00003905,TXN000008159,ACCT100002006,R006_HIGH_RISK_DEST,73,2022-12-10 16:31:11.526347,1,16,1,2,0,CUST0002330,SAVINGS,ACTIVE,9075.09,INR,1,2016-12-01,5252.44,1,3,SG,STUDENT,,1,0,0,0,100.0,83,MOBILE,15,1,0,SIMPLIFIED,0,0,0,2200
ALT00003906,TXN000007533,ACCT100008128,R006_HIGH_RISK_DEST,58,2022-01-21 05:45:55.197530,1,5,0,2,0,CUST0004944, SAVINGS ,ACTIVE,51609.63,INR,1,2020-08-04,33713.56,3,1,SG,BUSINESS_OWNER,50k-100k,2,0,0,0,100.0,35,MOBILE,5,1,0,SIMPLIFIED,0,0,0,535
ALT00003907,TXN000071948,ACCT100011264,R006_HIGH_RISK_DEST,76,2022-05-15 06:19:28.537498,3,6,1,2,0,CUST0002363,SAVINGS,ACTIVE,5470.8,SGD,2,2018-08-10,58060.75,3,1,IN,POLITICIAN,250k+,2,1,0,0,79.7,114,BRANCH,6,3,0,SIMPLIFIED,0,0,0,1374
ALT00003908,TXN000103325,ACCT100011482,R006_HIGH_RISK_DEST,67,2024-05-21 10:25:36.210114,1,10,0,2,0,CUST0002612,CURRENT,ACTIVE,44398.33,INR,2,2012-09-20,153670.91,5,3,IN,BUSINESS_OWNER,0-50k,1,0,0,0,100.0,206,THIRD_PARTY,2,1,0,SIMPLIFIED,0,0,0,4261
ALT00003909,TXN000058767,ACCT100003185,R006_HIGH_RISK_DEST,56,2022-11-15 13:21:01.976797,1,13,0,2,0,CUST0007428,SAVINGS,ACTIVE,4333.63,INR,3,2016-04-24,6331.88,2,1,US,SALARIED,0-50k,2,0,0,0,87.8,161,BRANCH,19,5,0,SIMPLIFIED,0,0,0,2396
ALT00003910,TXN000098221,ACCT100008388,R006_HIGH_RISK_DEST,73,2024-06-27 01:30:15.083849,1,1,0,2,0,CUST0001014,SAVINGS,ACTIVE,68421.11,INR,1,2018-03-08,63734.7,4,2,IN,SALARIED,0-50k,1,0,0,0,100.0,209,BRANCH,12,1,0,SIMPLIFIED,0,0,0,2303
ALT00003911,TXN000035796,ACCT100005409,R006_HIGH_RISK_DEST,72,2023-08-17 18:49:00.680508,1,18,0,2,0,CUST0004700,SHELL,ACTIVE,1598142.45,AED,1,2015-03-23,370729.02,8,1,AE,SALARIED,50k-100k,10,0,0,0,71.2,9,WEB,14,2,0,ENHANCED,0,0,0,3069
ALT00003912,TXN000017731,ACCT100002829,R006_HIGH_RISK_DEST,80,2022-10-03 07:30:48.950285,2,7,0,2,0,CUST0007982,SAVINGS,ACTIVE,20447.14,INR,1,2017-05-28,147596.74,2,1,IN,STUDENT,0-50k,2,0,0,0,90.9,251,WEB,9,3,0,SIMPLIFIED,0,0,0,1954
ALT00003913,TXN000027220,ACCT100011716,R006_HIGH_RISK_DEST,60,2023-07-28 16:26:56.280297,2,16,0,2,0,CUST0007577,NRE,ACTIVE,118314.15,USD,3,2018-12-17,21425.33,6,2,IN,SELF_EMPLOYED,50k-100k,4,0,0,0,84.6,209,THIRD_PARTY,11,4,0,SIMPLIFIED,0,0,0,1684
ALT00003914,TXN000045384,ACCT100011268,R006_HIGH_RISK_DEST,77,2023-07-11 10:47:10.416797,2,10,0,2,0,CUST0002589,CURRENT,ACTIVE,264452.72,INR,2,2021-05-15,10185.73,4,1,GB,RETIRED,50k-100k,2,0,0,0,96.0,40,WEB,5,1,0,SIMPLIFIED,0,0,1,787
ALT00003916,TXN000115612,ACCT100005667,R006_HIGH_RISK_DEST,60,2022-09-22 15:17:14.425286,2,15,0,2,0,CUST0005279,SHELL,DORMANT,786367.43,GBP,1,2020-10-30,480655.55,8,2,IN,SELF_EMPLOYED,,8,0,0,0,74.2,86,BRANCH,3,4,0,ENHANCED,0,0,0,692
ALT00003917,TXN000060608,ACCT100005555,R006_HIGH_RISK_DEST,52,2022-06-26 07:38:50.459730,1,7,1,2,0,CUST0005611,NRE,ACTIVE,357345.55,INR,2,2016-05-02,295989.39,5,1,SG,SELF_EMPLOYED,50k-100k,1,0,0,0,100.0,84,WEB,7,1,0,SIMPLIFIED,0,0,0,2246
ALT00003918,TXN000011996,ACCT100005188,R006_HIGH_RISK_DEST,50,2024-06-12 21:27:59.286090,1,21,0,2,0,CUST0000708,CURRENT,ACTIVE,1140563.54,USD,1,2020-02-16,7543.14,5,2,NG,SELF_EMPLOYED,,6,0,0,0,70.0,38,MOBILE,6,1,1,STANDARD,0,0,0,1578
ALT00003919,TXN000096029,ACCT100010376,R006_HIGH_RISK_DEST,69,2022-05-29 09:42:59.658833,2,9,1,2,0,CUST0007157,NRE,ACTIVE,611789.1,AED,1,2016-05-05,436744.28,4,3,US,SALARIED,50k-100k,3,0,0,0,91.9,353,BRANCH,10,3,0,SIMPLIFIED,0,0,0,2215
ALT00003920,TXN000068023,ACCT100007223,R006_HIGH_RISK_DEST,70,2024-04-03 07:54:44.754719,2,7,0,2,0,CUST0001667,NRE,DORMANT,154063.84,INR,1,2017-07-26,31783.75,5,4,US,SALARIED,50k-100k,2,0,0,0,99.7,267,MOBILE,15,2,0,SIMPLIFIED,0,0,0,2443
ALT00003922,TXN000085947,ACCT100004550,R006_HIGH_RISK_DEST,77,2022-08-23 09:27:02.124097,1,9,0,2,0,CUST0000015,SAVINGS,ACTIVE,217975.48,INR,1,2020-08-26,10713.7,2,3,IN,BUSINESS_OWNER,100k-250k,1,0,0,0,85.4,294,BRANCH,16,4,0,SIMPLIFIED,0,0,0,727
ALT00003923,TXN000113998,ACCT100003347,R006_HIGH_RISK_DEST,54,2022-11-15 22:27:23.076266,1,22,0,2,0,CUST0007772,SAVINGS,ACTIVE,13499.38,INR,1,2016-01-20,21840.16,3,4,IN,SALARIED,0-50k,5,0,0,0,76.7,94,BRANCH,3,3,0,STANDARD,0,0,0,2491
ALT00003924,TXN000019029,ACCT100009627,R006_HIGH_RISK_DEST,70,2022-11-29 15:10:20.463681,1,15,0,2,0,CUST0004707, SALARY ,ACTIVE,15399.05,AED,3,2014-07-18,16021.74,5,4,GB,SALARIED,0-50k,6,0,0,0,52.0,165,MOBILE,9,1,0,STANDARD,0,0,0,3056
ALT00003925,TXN000093071,ACCT100003960,R006_HIGH_RISK_DEST,62,2022-06-04 14:03:10.765246,3,14,1,2,0,CUST0006152,SAVINGS,ACTIVE,9628.65,USD,1,2017-07-07,13248.02,1,2,SG,STUDENT,0-50k,3,0,0,0,93.2,271,BRANCH,13,3,0,SIMPLIFIED,0,0,0,1793
ALT00003926,TXN000114702,ACCT100001296,R006_HIGH_RISK_DEST,69,2022-11-11 00:59:13.970755,1,0,0,2,0,CUST0001175,TRUST,ACTIVE,326728.36,AED,1,2018-10-05,415090.2,9,2,IN,,0-50k,4,0,0,0,80.9,395,MOBILE,10,2,0,SIMPLIFIED,1,0,0,1498
ALT00003927,TXN000000246,ACCT100010606,R006_HIGH_RISK_DEST,65,2023-06-29 07:01:21.392008,1,7,0,2,0,CUST0004199,CURRENT,ACTIVE,1921416.14,INR,3,2013-06-18,74131.85,2,1,GB,SALARIED,100k-250k,3,0,0,0,82.2,89,WEB,7,1,0,SIMPLIFIED,0,0,0,3663
ALT00003928,TXN000099064,ACCT100001824,R006_HIGH_RISK_DEST,56,2023-05-27 09:06:10.051607,2,9,1,2,1,CUST0000630,CURRENT,ACTIVE,480629.19,USD,1,2020-06-14,11261.82,1,1,IN,BUSINESS_OWNER,0-50k,2,1,0,0,100.0,26,MOBILE,14,2,0,SIMPLIFIED,0,0,1,1077
ALT00003929,TXN000093414,ACCT100005984,R006_HIGH_RISK_DEST,53,2023-01-27 05:45:13.384915,2,5,0,2,0,CUST0002381,SHELL,ACTIVE,536317.47,INR,1,2015-04-27,177560.27,8,1,IN,RETIRED,0-50k,6,0,0,0,79.4,244,BRANCH,1,5,0,STANDARD,0,0,0,2832
ALT00003930,TXN000075173,ACCT100004026,R006_HIGH_RISK_DEST,58,2023-06-08 21:58:27.367163,1,21,0,2,0,CUST0000458,NRE,ACTIVE,246995.61,USD,2,2015-10-06,104284.2,4,1,GB,SELF_EMPLOYED,,3,0,0,0,84.5,369,WEB,5,1,0,SIMPLIFIED,1,0,0,2802
ALT00003932,TXN000102001,ACCT100008262,R006_HIGH_RISK_DEST,57,2022-04-21 15:48:54.411918,2,15,0,2,0,CUST0000646,TRUST,ACTIVE,392436.52,GBP,1,2021-03-30,568648.13,7,2,NG,SELF_EMPLOYED,0-50k,7,0,0,0,76.5,92,MOBILE,13,2,1,STANDARD,0,0,1,387
ALT00003933,TXN000076377,ACCT100006451,R006_HIGH_RISK_DEST,59,2024-04-15 08:03:55.074582,1,8,0,2,0,CUST0004694,SAVINGS,ACTIVE,82041.57,GBP,1,2015-03-28,46063.62,5,1,NG,RETIRED,50k-100k,3,0,0,0,90.9,73,BRANCH,16,2,1,SIMPLIFIED,0,0,0,3306
ALT00003935,TXN000073650,ACCT100010460,R006_HIGH_RISK_DEST,68,2023-04-08 14:43:52.014215,2,14,1,2,0,CUST0007601,CURRENT,ACTIVE,211163.99,INR,1,2021-07-25,42804.81,5,1,US,SALARIED,0-50k,4,0,0,0,80.1,29,MOBILE,17,1,0,SIMPLIFIED,0,0,0,622
ALT00003937,TXN000065544,ACCT100005480,R006_HIGH_RISK_DEST,80,2022-05-21 02:47:32.183644,1,2,1,2,0,CUST0006749,CURRENT,ACTIVE,44347.82,INR,1,2019-10-30,21888.32,5,3,IN,SALARIED,0-50k,10,0,0,1,68.3,54,WEB,10,3,0,ENHANCED,0,0,0,934
ALT00003938,TXN000062944,ACCT100011308,R006_HIGH_RISK_DEST,67,2022-01-01 07:54:55.686543,1,7,1,2,0,CUST0007523,CURRENT,DORMANT,37924.92,INR,2,2020-07-22,194200.55,2,2,KY,SALARIED,50k-100k,4,0,0,0,83.4,334,THIRD_PARTY,6,1,1,SIMPLIFIED,0,0,0,528
ALT00003939,TXN000037409,ACCT100000119,R006_HIGH_RISK_DEST,75,2024-05-06 03:36:21.156016,1,3,0,2,0,CUST0006993,CURRENT,BLOCKED,249478.6,USD,2,2017-05-21,4706.11,3,2,IN,SALARIED,0-50k,2,0,0,0,79.4,56,BRANCH,14,1,0,SIMPLIFIED,0,0,0,2542
ALT00003940,TXN000088594,ACCT100006466,R006_HIGH_RISK_DEST,59,2022-08-01 02:42:17.919039,2,2,0,2,0,CUST0002301,SAVINGS,ACTIVE,36077.6,INR,1,2014-10-22,3319.04,3,2,AE,POLITICIAN,,6,1,0,0,69.2,215,MOBILE,10,1,0,STANDARD,0,0,0,2840
ALT00003941,TXN000088439,ACCT100001047,R006_HIGH_RISK_DEST,60,2024-02-22 03:50:42.184203,3,3,0,2,0,CUST0002015,TRUST,DORMANT,3000461.66,USD,1,2018-06-06,155230.28,8,2,IN,SELF_EMPLOYED,0-50k,3,0,0,0,83.7,33,MOBILE,9,1,0,SIMPLIFIED,0,0,0,2087
ALT00003942,TXN000057645,ACCT100005789,R006_HIGH_RISK_DEST,76,2022-09-03 06:59:59.742381,2,6,1,2,0,CUST0000254,NRE,ACTIVE,3809739.71,USD,2,2016-08-04,42370.12,6,1,IN,BUSINESS_OWNER,50k-100k,2,0,0,0,100.0,72,BRANCH,19,4,0,SIMPLIFIED,0,0,0,2221
ALT00003943,TXN000042799,ACCT100008016,R006_HIGH_RISK_DEST,53,2022-03-26 08:30:32.070554,3,8,1,2,0,CUST0006718,SALARY,ACTIVE,79043.73,INR,1,2013-07-09,42647.91,1,1,IN,STUDENT,0-50k,3,0,0,0,79.6,152,BRANCH,16,5,0,SIMPLIFIED,0,0,0,3182
ALT00003944,TXN000014991,ACCT100009451,R006_HIGH_RISK_DEST,52,2023-12-10 13:05:41.447007,3,13,1,2,0,CUST0001542,CURRENT,ACTIVE,9207.81,SGD,1,2014-06-01,38033.71,1,2,GB,SALARIED,100k-250k,1,0,0,0,97.7,109,MOBILE,18,1,0,SIMPLIFIED,0,0,0,3479
ALT00003945,TXN000006370,ACCT100001676,R006_HIGH_RISK_DEST,78,2024-06-17 13:55:47.428614,2,13,0,2,0,CUST0007232,CURRENT,ACTIVE,1664.22,INR,1,2019-03-18,7166.0,2,2,IN,BUSINESS_OWNER,250k+,3,0,0,1,70.8,274,WEB,18,1,0,SIMPLIFIED,0,0,0,1918
ALT00003947,TXN000065942,ACCT100009667,R006_HIGH_RISK_DEST,58,2023-06-10 05:56:26.182409,2,5,1,2,0,CUST0006095,SAVINGS,DORMANT,5196.25,INR,1,2013-04-23,13563.5,3,1,MY,BUSINESS_OWNER,100k-250k,2,0,0,0,98.0,38,MOBILE,12,2,0,SIMPLIFIED,0,0,0,3700
ALT00003948,TXN000015424,ACCT100009094,R006_HIGH_RISK_DEST,78,2023-08-23 09:49:40.346219,2,9,0,2,0,CUST0001019,SALARY,ACTIVE,10925.56,AED,1,2012-04-30,40522.9,1,3,SG,SALARIED,50k-100k,8,0,0,0,59.3,392,MOBILE,5,1,0,ENHANCED,1,0,0,4132
ALT00003949,TXN000068973,ACCT100007938,R006_HIGH_RISK_DEST,52,2023-10-21 17:08:45.557877,3,17,1,2,0,CUST0002671,NRO,DORMANT,7444.9,INR,2,2016-01-18,122327.43,5,1,IN,STUDENT,50k-100k,4,1,0,0,79.0,481,BRANCH,4,3,0,SIMPLIFIED,1,0,0,2833
ALT00003950,TXN000024594,ACCT100006014,R006_HIGH_RISK_DEST,62,2022-07-21 00:07:36.241954,1,0,0,2,1,CUST0007357,CURRENT,ACTIVE,104781.7,INR,1,2016-05-21,62716.24,5,1,IN,SELF_EMPLOYED,100k-250k,10,0,0,0,56.2,6,MOBILE,10,3,0,ENHANCED,0,0,1,2252
ALT00003951,TXN000084932,ACCT100010369,R006_HIGH_RISK_DEST,72,2022-11-17 21:04:19.614105,1,21,0,2,0,CUST0000580,SALARY,BLOCKED,25751.07,INR,1,2020-08-09,6188.8,5,4,US,SALARIED,100k-250k,2,0,0,0,100.0,1040,MOBILE,9,2,0,SIMPLIFIED,1,0,0,830
ALT00003952,TXN000033003,ACCT100001990,R006_HIGH_RISK_DEST,59,2022-09-10 11:52:04.986889,1,11,1,2,0,CUST0005630,SAVINGS,ACTIVE,6238.38,INR,1,2012-08-07,66023.57,4,2,KY,SHELL_CO,50k-100k,1,0,0,0,87.8,472,BRANCH,14,1,1,SIMPLIFIED,1,1,0,3686
ALT00003953,TXN000070549,ACCT100008120,R006_HIGH_RISK_DEST,70,2022-07-30 20:18:11.993826,2,20,1,2,1,CUST0007555,CURRENT,ACTIVE,36966.91,INR,1,2019-06-29,23963.39,5,1,IN,,50k-100k,4,0,0,0,85.8,28,MOBILE,18,4,0,SIMPLIFIED,0,0,0,1127
ALT00003954,TXN000013283,ACCT100005522,R006_HIGH_RISK_DEST,60,2022-11-07 20:08:29.678062,3,20,0,2,0,CUST0003682,SAVINGS,ACTIVE,10103.09,USD,1,2014-03-11,48379.44,4,3,IN,,50k-100k,1,0,0,0,84.6,147,WEB,19,1,0,SIMPLIFIED,0,0,0,3163
ALT00003955,TXN000101820,ACCT100002215,R006_HIGH_RISK_DEST,76,2022-09-13 04:53:58.724659,1,4,0,2,0,CUST0006214, CURRENT ,ACTIVE,12704.06,INR,1,2012-05-03,25222.66,3,1,GB,STUDENT,50k-100k,2,0,0,0,96.0,231,BRANCH,18,2,0,SIMPLIFIED,0,0,0,3785
ALT00003956,TXN000009699,ACCT100002704,R006_HIGH_RISK_DEST,61,2023-07-13 01:48:55.175657,4,1,0,2,0,CUST0004828,SAVINGS,ACTIVE,24741.74,AED,2,2019-12-05,583.15,5,3,IN,SALARIED,50k-100k,1,0,0,0,100.0,366,BRANCH,3,2,0,SIMPLIFIED,1,0,1,1316
ALT00003957,TXN000093699,ACCT100006407,R006_HIGH_RISK_DEST,54,2022-06-04 07:13:59.217820,2,7,1,2,0,CUST0002204,SALARY,BLOCKED,108243.67,USD,2,2019-04-19,11153.76,4,5,CN,,0-50k,1,0,0,0,88.0,44,BRANCH,4,5,0,SIMPLIFIED,0,0,0,1142
ALT00003959,TXN000065445,ACCT100008791,R006_HIGH_RISK_DEST,65,2023-05-07 22:39:31.745080,3,22,1,2,0,CUST0004650,TRUST,DORMANT,863014.84,INR,1,2021-06-29,1453873.02,7,1,SG,,50k-100k,1,1,0,0,84.7,199,BRANCH,12,3,0,SIMPLIFIED,0,0,1,677
ALT00003960,TXN000036475,ACCT100002043,R006_HIGH_RISK_DEST,76,2024-05-05 13:51:01.912757,2,13,1,2,0,CUST0005902,CURRENT,ACTIVE,39261.72,AED,1,2019-06-05,16290.56,1,1,IN,RETIRED,100k-250k,3,0,0,0,100.0,187,BRANCH,12,2,0,SIMPLIFIED,0,0,0,1796
ALT00003961,TXN000116375,ACCT100002651,R006_HIGH_RISK_DEST,80,2022-11-26 02:42:30.373041,3,2,1,2,0,CUST0006683,NRO,ACTIVE,7360.5,SGD,2,2012-12-26,30562.59,6,1,CN,BUSINESS_OWNER,,7,0,0,0,78.2,343,BRANCH,6,1,0,STANDARD,0,0,0,3622
ALT00003962,TXN000016637,ACCT100001348,R006_HIGH_RISK_DEST,80,2022-08-07 02:40:19.627905,2,2,1,2,0,CUST0001146,SAVINGS,ACTIVE,4403.43,SGD,2,2015-05-12,4423.27,2,3,SG,SELF_EMPLOYED,100k-250k,7,0,1,0,66.0,190,MOBILE,8,2,0,STANDARD,0,0,0,2644
ALT00003963,TXN000010518,ACCT100002259,R006_HIGH_RISK_DEST,68,2023-11-02 12:07:46.448142,2,12,0,2,0,CUST0007037,SAVINGS,ACTIVE,192764.48,INR,3,2021-02-25,13682.67,5,1,GB,SELF_EMPLOYED,50k-100k,2,0,0,0,92.0,115,WEB,5,3,0,SIMPLIFIED,0,0,0,980
ALT00003964,TXN000043658,ACCT100004693,R006_HIGH_RISK_DEST,59,2023-05-21 02:45:50.532424,2,2,1,2,0,CUST0002180,CURRENT,ACTIVE,1341420.19,INR,1,2014-02-11,43232.78,5,2,IN,BUSINESS_OWNER,,3,0,0,0,90.5,975,BRANCH,2,5,0,SIMPLIFIED,1,0,0,3386
ALT00003965,TXN000029072,ACCT100007498,R006_HIGH_RISK_DEST,67,2023-04-30 03:47:44.149350,2,3,1,2,0,CUST0002831,SAVINGS,ACTIVE,20852.94,INR,1,2020-03-21,94235.71,3,1,MY,SALARIED,100k-250k,3,0,0,0,87.0,54,MOBILE,14,5,0,SIMPLIFIED,0,0,0,1135
ALT00003966,TXN000012417,ACCT100003761,R006_HIGH_RISK_DEST,78,2022-12-29 20:22:35.931029,3,20,0,2,0,CUST0001369,CURRENT,ACTIVE,22761.78,USD,1,2012-12-14,66302.91,4,2,SG,RETIRED,50k-100k,1,0,0,0,87.1,347,BRANCH,13,2,0,SIMPLIFIED,0,0,0,3667
ALT00003967,TXN000006870,ACCT100006151,R006_HIGH_RISK_DEST,53,2022-03-21 00:17:46.369675,1,0,0,2,0,CUST0006736,CURRENT,ACTIVE,91194.06,AED,3,2015-11-15,107512.05,4,3,IN,SALARIED,0-50k,4,0,0,0,85.0,43,WEB,15,3,0,SIMPLIFIED,0,0,0,2318
ALT00003968,TXN000006577,ACCT100003418,R006_HIGH_RISK_DEST,65,2024-02-25 13:18:33.476692,2,13,1,2,0,CUST0004276,SAVINGS,ACTIVE,19626.36,INR,1,2017-11-27,7580.39,3,1,IN,SELF_EMPLOYED,0-50k,4,0,0,0,79.1,44,WEB,1,1,0,SIMPLIFIED,0,0,0,2281
ALT00003969,TXN000096690,ACCT100011432,R006_HIGH_RISK_DEST,58,2024-03-30 01:22:14.266287,2,1,1,2,0,CUST0006542,CURRENT,ACTIVE,75287.47,INR,1,2017-02-15,158549.97,4,3,IN,SELF_EMPLOYED,,6,0,0,1,79.3,298,THIRD_PARTY,16,3,0,STANDARD,0,0,0,2600
ALT00003971,TXN000021789,ACCT100005892,R006_HIGH_RISK_DEST,55,2022-08-30 04:56:53.555097,2,4,0,2,0,CUST0004392,savings,ACTIVE,143456.78,INR,1,2019-07-18,14112.38,4,1,IN,,50k-100k,3,1,0,0,77.5,85,WEB,14,1,0,SIMPLIFIED,0,0,0,1139
ALT00003972,TXN000103515,ACCT100005156,R006_HIGH_RISK_DEST,70,2024-02-04 19:25:23.779434,1,19,1,2,0,CUST0003013,CURRENT,ACTIVE,321410.71,USD,3,2012-03-18,43835.73,5,1,IN,,,2,0,0,0,81.0,527,BRANCH,12,1,0,SIMPLIFIED,1,1,0,4340
ALT00003973,TXN000108181,ACCT100007390,R006_HIGH_RISK_DEST,63,2024-06-22 10:11:20.205867,2,10,1,2,0,CUST0001841,TRUST,ACTIVE,6176595.17,INR,2,2020-02-28,47282.18,10,2,MY,RETIRED,0-50k,2,0,0,0,83.9,437,WEB,1,3,0,SIMPLIFIED,1,0,1,1576
ALT00003974,TXN000103290,ACCT100005298,R006_HIGH_RISK_DEST,80,2022-10-31 04:52:44.185962,2,4,0,2,0,CUST0003725,NRO,ACTIVE,90232.3,SGD,1,2014-08-24,109903.74,4,1,IN,SELF_EMPLOYED,100k-250k,2,0,0,0,100.0,48,BRANCH,3,2,0,SIMPLIFIED,0,0,1,2990
ALT00003975,TXN000091383,ACCT100007070,R006_HIGH_RISK_DEST,70,2022-07-02 10:06:00.735554,3,10,1,2,0,CUST0001535, SAVINGS ,DORMANT,50206.29,INR,1,2017-12-15,26778.66,4,2,VG,SELF_EMPLOYED,100k-250k,3,0,0,0,90.4,395,WEB,18,4,1,SIMPLIFIED,1,0,0,1660
ALT00003976,TXN000054694,ACCT100001103,R006_HIGH_RISK_DEST,63,2022-09-09 15:11:41.635210,1,15,0,2,0,CUST0007389,SAVINGS,ACTIVE,40714.4,AED,1,2020-02-29,12246.99,3,2,US,SELF_EMPLOYED,50k-100k,2,0,0,0,100.0,253,THIRD_PARTY,10,3,0,SIMPLIFIED,0,0,0,923
ALT00003977,TXN000024799,ACCT100008673,R006_HIGH_RISK_DEST,78,2022-08-15 17:26:12.053569,2,17,0,2,0,CUST0000597,CURRENT,ACTIVE,21345.33,USD,1,2018-03-09,2306.5,5,1,IN,SELF_EMPLOYED,100k-250k,4,0,0,0,90.8,213,WEB,9,4,0,SIMPLIFIED,0,0,0,1620
ALT00003978,TXN000079721,ACCT100003461,R006_HIGH_RISK_DEST,67,2022-02-07 16:44:02.215127,4,16,0,2,0,CUST0007526,salary,ACTIVE,26705.4,INR,3,2019-03-28,4836.64,2,2,US,SALARIED,0-50k,4,0,0,0,79.8,365,MOBILE,15,1,0,SIMPLIFIED,0,0,0,1047
ALT00003979,TXN000064055,ACCT100003094,R006_HIGH_RISK_DEST,53,2023-09-01 22:07:46.170220,2,22,0,2,1,CUST0005969,NRO,ACTIVE,13826.69,INR,1,2016-06-09,1032203.43,5,1,KY,BUSINESS_OWNER,50k-100k,8,1,0,0,61.9,144,MOBILE,3,5,1,ENHANCED,0,0,0,2640
ALT00003980,TXN000042979,ACCT100008744,R006_HIGH_RISK_DEST,58,2024-06-24 02:44:40.534878,3,2,0,2,0,CUST0007401,NRO,ACTIVE,412691.84,AED,2,2012-08-16,153298.47,4,2,US,BUSINESS_OWNER,,1,0,0,0,96.4,66,BRANCH,10,5,0,SIMPLIFIED,0,0,0,4330
