CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS,CASE_OPEN_DATE,ANALYST_RISK_SCORE,DOCS_REQUESTED,CUSTOMER_CONTACTED,EDD_TRIGGERED,LINKED_CASES_COUNT
CASE0000199,ALT00001786,INV_04,HIGH,OPEN,11,2023-07-13 18:44:23.928080,16,1,0,0,1
CASE0000200,ALT00001433,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,11,2024-02-20 12:44:09.652923,45,1,0,0,1
CASE0000201,ALT00000593,INV_04,LOW,CLOSED_SAR_FILED,42,2022-12-16 19:34:09.684824,76,0,1,0,2
CASE0000202,ALT00005749,INV_03,LOW,CLOSED_FALSE_POSITIVE,34,2024-02-26 10:44:05.390540,48,1,0,0,0
CASE0000203,ALT00000470,INV_04,HIGH,CLOSED_FALSE_POSITIVE,10,2022-04-07 01:09:39.880744,76,0,1,0,1
CASE0000204,ALT00008188,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21,2022-03-08 23:11:24.644338,50,1,0,0,1
CASE0000205,ALT00007318,INV_02,MEDIUM,CLOSED_SAR_FILED,38,2022-08-07 13:37:40.902169,52,1,0,0,4
CASE0000206,ALT00007825,INV_01,HIGH,CLOSED_FALSE_POSITIVE,21,2022-04-01 01:54:30.679062,16,0,1,0,0
CASE0000207,ALT00007094,INV_03,LOW,CLOSED_SAR_FILED,38,2023-02-11 00:47:28.745025,85,1,0,0,0
CASE0000208,ALT00003551,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,33,2022-06-25 11:03:06.758114,53,1,1,0,0
CASE0000209,ALT00009166,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28,2023-07-15 15:35:49.619864,49,0,0,0,0
CASE0000210,ALT00002928,INV_04,HIGH,CLOSED_FALSE_POSITIVE,14,2022-06-04 12:07:03.380674,25,1,1,0,1
CASE0000211,ALT00003352,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,29,2022-09-21 22:44:13.307352,23,1,0,0,1
CASE0000212,ALT00008349,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,38,2023-07-15 10:53:27.506590,46,1,0,0,1
CASE0000213,ALT00000961,AUTO_SYS,LOW,CLOSED_MONITORING,5,2024-01-18 12:12:26.760824,75,1,1,0,1
CASE0000214,ALT00009373,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,37,2023-10-30 12:57:04.067451,10,0,1,0,1
CASE0000215,ALT00007557,INV_03,HIGH,CLOSED_FALSE_POSITIVE,9,2023-03-27 18:10:28.211341,10,1,1,0,1
CASE0000216,ALT00004603,INV_01,LOW,CLOSED_FALSE_POSITIVE,22,2023-03-03 01:09:23.533486,36,0,0,0,0
CASE0000217,ALT00003345,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,9,2023-04-11 03:46:35.651376,7,0,0,0,1
CASE0000218,ALT00002860,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,39,2022-09-05 12:32:00.357386,26,1,0,0,0
CASE0000219,ALT00000004,AUTO_SYS,MEDIUM,OPEN,43,2023-01-04 23:37:34.902005,41,0,1,0,3
CASE0000220,ALT00009064,INV_02,HIGH,CLOSED_FALSE_POSITIVE,12,2023-03-23 16:03:47.377626,15,1,0,0,0
CASE0000221,ALT00005351,INV_01,LOW,CLOSED_FALSE_POSITIVE,22,2022-07-13 19:06:14.012189,40,1,0,0,1
CASE0000222,ALT00007918,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8,2023-06-23 05:11:04.458138,14,1,0,0,0
CASE0000223,ALT00002474,INV_01,LOW,CLOSED_FALSE_POSITIVE,21,2023-10-23 13:59:24.499829,23,0,1,0,0
CASE0000224,ALT00001884,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,3,2022-12-08 11:16:19.102086,31,1,0,0,0
CASE0000225,ALT00006821,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,32,2022-01-28 02:28:00.344206,6,0,0,0,1
CASE0000226,ALT00008941,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,2,2023-07-29 23:36:42.732419,25,1,1,0,1
CASE0000227,ALT00006957,INV_01,LOW,CLOSED_FALSE_POSITIVE,18,2023-03-22 11:38:04.097177,53,0,0,0,1
CASE0000228,ALT00001656,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,18,2022-09-19 08:46:09.585926,26,0,1,0,1
CASE0000229,ALT00004541,INV_02,MEDIUM,OPEN,11,2023-10-01 03:17:32.008001,40,1,1,0,0
CASE0000230,ALT00003949,INV_04,HIGH,CLOSED_FALSE_POSITIVE,25,2023-10-21 17:08:45.557877,29,1,0,0,0
CASE0000231,ALT00008219,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,5,2023-03-19 15:11:00.166274,28,1,1,0,1
CASE0000232,ALT00005860,INV_04,LOW,CLOSED_FALSE_POSITIVE,31,2023-01-22 05:12:23.949639,8,1,0,0,1
CASE0000233,ALT00003791,INV_02,LOW,CLOSED_FALSE_POSITIVE,35,2022-07-10 08:24:40.712814,41,0,1,0,1
CASE0000234,ALT00005229,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,44,2022-12-07 12:32:32.467828,30,1,0,0,1
CASE0000235,ALT00007073,INV_02,LOW,CLOSED_FALSE_POSITIVE,15,2023-10-11 16:28:33.077430,14,1,1,0,1
CASE0000236,ALT00006498,INV_02,HIGH,CLOSED_FALSE_POSITIVE,28,2023-01-22 15:15:51.506797,33,1,1,0,0
CASE0000237,ALT00000097,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,1,2023-07-05 22:42:49.255362,45,0,0,0,0
CASE0000238,ALT00008908,INV_02,LOW,CLOSED_FALSE_POSITIVE,19,2023-03-01 13:52:02.260015,32,1,1,0,1
CASE0000239,ALT00007433,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,27,2022-02-17 14:27:01.263762,30,0,0,0,1
CASE0000240,ALT00010417,INV_04,HIGH,CLOSED_FALSE_POSITIVE,30,2024-04-21 15:19:06.413329,45,1,1,0,1
CASE0000241,ALT00001826,INV_03,LOW,CLOSED_MONITORING,20,2023-10-11 01:05:27.320768,76,1,0,0,1
CASE0000242,ALT00005910,INV_04,LOW,CLOSED_MONITORING,36,2024-04-02 02:00:02.075366,15,0,0,0,1
CASE0000243,ALT00000252,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,11,2024-01-07 16:48:33.743752,56,1,0,0,4
CASE0000244,ALT00006508,INV_02,MEDIUM,OPEN,4,2023-05-07 00:38:30.997676,29,0,1,0,1
CASE0000245,ALT00005815,INV_02,LOW,OPEN,18,2023-03-04 04:18:23.778104,59,0,1,0,3
CASE0000246,ALT00000304,AUTO_SYS,LOW,CLOSED_SAR_FILED,31,2024-04-04 00:44:57.515382,64,0,0,0,2
CASE0000247,ALT00001661,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,12,2023-06-06 10:51:29.004034,21,0,0,0,1
CASE0000248,ALT00010265,INV_04,LOW,CLOSED_FALSE_POSITIVE,7,2022-01-10 23:28:59.591123,39,1,0,0,1
CASE0000249,ALT00010090,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,39,2024-01-09 07:01:51.972697,30,0,0,0,0
CASE0000250,ALT00001374,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,21,2023-04-24 23:34:54.985578,52,0,0,0,0
CASE0000251,ALT00006370,INV_03,HIGH,CLOSED_FALSE_POSITIVE,1,2024-01-17 09:00:34.590428,18,0,0,0,0
CASE0000252,ALT00005015,INV_02,LOW,CLOSED_FALSE_POSITIVE,20,2023-03-02 11:29:15.957530,88,0,1,0,2
CASE0000253,ALT00006144,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,32,2023-07-20 20:23:53.291385,39,0,1,0,1
CASE0000254,ALT00006673,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21,2022-12-11 05:50:16.754257,8,1,1,0,0
CASE0000255,ALT00000120,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,22,2023-07-26 00:20:14.099390,63,1,1,0,3
CASE0000256,ALT00007752,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,18,2022-10-15 14:36:35.108813,13,0,1,0,1
CASE0000257,ALT00005171,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,43,2023-02-21 04:47:16.406495,52,1,0,0,1
CASE0000258,ALT00008230,INV_02,HIGH,CLOSED_FALSE_POSITIVE,41,2024-06-07 20:00:00.701024,49,0,0,0,1
CASE0000259,ALT00005153,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,22,2022-04-03 11:33:39.626108,31,1,0,0,1
CASE0000260,ALT00002590,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,24,2022-11-11 11:43:23.296345,30,0,1,0,0
CASE0000261,ALT00004066,INV_01,LOW,CLOSED_FALSE_POSITIVE,34,2022-12-10 12:22:31.188188,15,1,1,0,0
CASE0000262,ALT00003380,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,21,2022-09-20 14:32:29.700008,51,1,1,0,0
CASE0000263,ALT00005141,INV_01,LOW,CLOSED_FALSE_POSITIVE,27,2022-01-07 08:13:59.447613,42,0,0,0,1
CASE0000264,ALT00001792,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,26,2023-04-08 05:30:07.047008,45,1,1,0,0
CASE0000265,ALT00005398,INV_03,LOW,CLOSED_FALSE_POSITIVE,6,2023-01-26 10:37:57.936019,32,1,1,0,0
CASE0000266,ALT00004985,INV_04,HIGH,CLOSED_FALSE_POSITIVE,30,2022-09-09 21:41:39.974905,39,0,1,0,0
CASE0000267,ALT00008609,INV_04,LOW,CLOSED_FALSE_POSITIVE,15,2023-11-30 04:21:50.334942,48,0,0,0,1
CASE0000268,ALT00007371,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29,2023-02-28 02:07:48.818032,24,1,1,0,1
CASE0000269,ALT00009390,INV_02,LOW,CLOSED_FALSE_POSITIVE,41,2023-01-21 16:51:55.215257,53,0,1,0,0
CASE0000270,ALT00000451,AUTO_SYS,HIGH,CLOSED_MONITORING,31,2022-04-21 10:44:11.271242,82,1,1,0,2
CASE0000271,ALT00001596,INV_01,HIGH,CLOSED_FALSE_POSITIVE,13,2022-03-18 00:05:57.246234,26,1,0,0,0
CASE0000272,ALT00001852,INV_04,HIGH,CLOSED_FALSE_POSITIVE,13,2023-12-15 11:45:55.835080,46,1,0,0,0
CASE0000273,ALT00006329,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,17,2023-07-10 09:23:31.189770,35,0,1,0,0
CASE0000274,ALT00001454,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,15,2024-02-17 11:32:31.525871,20,1,0,0,1
CASE0000275,ALT00001480,INV_01,LOW,CLOSED_FALSE_POSITIVE,32,2022-05-09 05:18:37.092242,35,1,1,0,1
CASE0000276,ALT00007421,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,26,2024-01-21 19:23:09.662160,41,1,1,0,1
CASE0000277,ALT00009244,INV_02,MEDIUM,CLOSED_MONITORING,13,2022-01-23 19:46:29.752872,51,0,0,0,0
CASE0000278,ALT00006560,AUTO_SYS,LOW,CLOSED_MONITORING,38,2023-09-28 05:27:53.708283,25,0,1,0,0
CASE0000279,ALT00008765,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,29,2023-01-02 17:32:23.661335,10,1,1,0,1
CASE0000280,ALT00004265,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,36,2023-11-19 03:38:22.899310,27,1,0,0,1
CASE0000281,ALT00007615,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,34,2023-12-02 22:55:04.857664,13,0,0,0,0
CASE0000282,ALT00009727,INV_01,HIGH,CLOSED_SAR_FILED,28,2024-06-12 10:27:29.963400,38,0,0,0,1
CASE0000283,ALT00005583,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,41,2023-02-19 19:10:35.971774,10,0,0,0,1
CASE0000284,ALT00008630,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28,2023-07-01 16:59:25.531344,48,1,1,0,1
CASE0000285,ALT00003106,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5,2024-04-05 05:33:36.437629,32,1,1,0,0
CASE0000286,ALT00006479,INV_03,HIGH,CLOSED_FALSE_POSITIVE,26,2022-10-07 00:07:01.236609,50,0,1,0,0
CASE0000287,ALT00008591,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,15,2022-03-10 19:25:01.845140,24,1,1,0,0
CASE0000288,ALT00003718,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,16,2023-10-14 17:43:12.747498,16,1,0,0,0
CASE0000289,ALT00003618,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,6,2023-01-28 13:29:47.713505,36,0,1,0,0
CASE0000290,ALT00009533,INV_04,HIGH,CLOSED_FALSE_POSITIVE,10,2023-11-26 09:33:34.199852,35,1,0,0,1
CASE0000291,ALT00008335,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,21,2023-12-27 23:43:55.838241,6,1,1,0,0
CASE0000292,ALT00004369,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,21,2022-05-09 19:31:22.998451,40,1,1,0,0
CASE0000293,ALT00004636,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,25,2024-01-02 17:19:37.860043,48,1,0,0,0
CASE0000294,ALT00006872,INV_03,LOW,CLOSED_FALSE_POSITIVE,43,2022-01-03 21:26:37.617651,10,0,0,0,0
CASE0000295,ALT00005462,INV_01,HIGH,OPEN,2,2023-09-13 06:46:46.846671,29,1,1,0,0
CASE0000296,ALT00009055,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,40,2022-07-19 02:51:07.535195,45,0,0,0,1
CASE0000297,ALT00001196,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24,2023-09-18 20:53:50.701694,8,0,0,0,0
CASE0000298,ALT00009719,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,25,2023-03-13 09:27:06.100436,22,0,0,0,1
CASE0000299,ALT00010206,INV_02,MEDIUM,OPEN,9,2023-11-15 21:34:22.397840,41,1,0,0,0
CASE0000300,ALT00000933,AUTO_SYS,LOW,CLOSED_SAR_FILED,28,2022-07-13 10:33:23.686068,49,0,0,0,0
CASE0000301,ALT00002603,INV_03,LOW,CLOSED_FALSE_POSITIVE,16,2022-11-20 23:12:07.595462,10,1,0,0,1
CASE0000302,ALT00005885,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,18,2024-02-23 10:17:05.114413,43,0,1,0,0
CASE0000303,ALT00004162,INV_04,LOW,CLOSED_FALSE_POSITIVE,3,2023-09-18 05:45:49.961597,18,0,1,0,0
CASE0000304,ALT00005147,INV_04,HIGH,CLOSED_FALSE_POSITIVE,7,2023-08-31 00:39:53.586592,47,1,0,0,0
CASE0000305,ALT00004090,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,41,2023-07-18 04:24:27.013146,17,0,1,0,0
CASE0000306,ALT00002013,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,33,2022-08-14 19:02:15.694072,9,0,1,0,0
CASE0000307,ALT00005029,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,14,2022-01-08 12:50:38.368235,36,1,1,0,0
CASE0000308,ALT00007181,INV_02,MEDIUM,OPEN,34,2022-01-12 12:57:21.617784,72,1,0,0,3
CASE0000309,ALT00010097,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,37,2023-04-21 02:36:34.304613,24,0,1,0,0
CASE0000310,ALT00008830,INV_03,LOW,CLOSED_FALSE_POSITIVE,2,2023-11-09 19:29:03.047634,47,1,1,0,0
CASE0000311,ALT00010137,INV_02,LOW,CLOSED_FALSE_POSITIVE,43,2023-01-10 17:42:32.935680,24,0,0,0,1
CASE0000312,ALT00004705,INV_01,LOW,CLOSED_SAR_FILED,33,2022-07-07 08:31:02.153239,62,1,0,0,3
CASE0000313,ALT00003003,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,42,2023-12-14 02:08:52.481712,24,0,1,0,0
CASE0000314,ALT00006518,INV_04,MEDIUM,CLOSED_MONITORING,21,2022-09-05 22:29:15.424965,14,1,0,0,0
CASE0000315,ALT00002378,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,9,2024-02-16 20:50:49.269663,45,1,0,0,0
CASE0000316,ALT00005938,INV_03,HIGH,CLOSED_SAR_FILED,6,2023-10-18 14:56:54.796028,84,1,1,0,0
CASE0000317,ALT00003376,INV_02,LOW,CLOSED_FALSE_POSITIVE,17,2023-05-23 15:56:03.527552,43,1,0,0,1
CASE0000318,ALT00005684,INV_03,LOW,CLOSED_FALSE_POSITIVE,4,2022-05-06 07:11:13.727752,16,1,1,0,0
CASE0000319,ALT00006502,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,9,2022-02-02 19:47:17.441514,51,1,1,0,0
CASE0000320,ALT00001499,INV_02,HIGH,CLOSED_FALSE_POSITIVE,17,2024-03-11 22:08:56.427302,26,0,1,0,1
CASE0000321,ALT00000108,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,17,2024-02-09 04:09:23.398226,32,0,0,0,0
CASE0000322,ALT00008352,INV_01,HIGH,CLOSED_SAR_FILED,15,2024-02-23 18:52:17.055660,44,0,1,0,1
CASE0000323,ALT00010278,AUTO_SYS,HIGH,CLOSED_MONITORING,36,2022-05-29 00:47:08.623457,34,0,0,0,1
CASE0000324,ALT00005770,INV_01,LOW,CLOSED_FALSE_POSITIVE,34,2022-08-19 15:30:45.090921,33,1,1,0,0
CASE0000325,ALT00004130,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,37,2023-12-30 09:44:21.344885,44,1,0,0,1
CASE0000326,ALT00009288,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,6,2024-03-17 14:34:45.416079,49,0,0,0,0
CASE0000327,ALT00007132,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,25,2024-02-05 11:54:22.290437,5,0,0,0,0
CASE0000328,ALT00009649,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,2,2023-10-20 06:18:05.217394,36,0,0,0,1
CASE0000329,ALT00008441,INV_02,HIGH,CLOSED_FALSE_POSITIVE,42,2023-01-27 05:15:04.639080,15,1,1,0,0
CASE0000330,ALT00001607,INV_03,MEDIUM,CLOSED_MONITORING,24,2023-06-19 05:47:09.335287,50,0,0,0,0
CASE0000331,ALT00002237,INV_02,LOW,CLOSED_FALSE_POSITIVE,27,2023-11-28 06:26:16.083528,50,1,0,0,1
CASE0000332,ALT00008542,INV_04,HIGH,CLOSED_MONITORING,8,2022-03-06 14:03:08.540173,11,0,0,0,1
CASE0000333,ALT00004478,INV_04,LOW,CLOSED_FALSE_POSITIVE,33,2023-07-05 11:19:20.436307,26,1,0,0,1
CASE0000334,ALT00007865,INV_02,LOW,CLOSED_FALSE_POSITIVE,37,2023-08-10 09:35:55.077941,43,0,1,0,0
CASE0000335,ALT00009627,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,38,2022-09-17 09:05:15.168981,39,1,1,0,1
CASE0000336,ALT00008218,INV_03,LOW,CLOSED_FALSE_POSITIVE,3,2023-03-27 22:29:33.317201,27,1,0,0,0
CASE0000337,ALT00004677,INV_03,LOW,OPEN,4,2022-09-29 17:57:48.268018,40,0,1,0,0
CASE0000338,ALT00006228,INV_03,LOW,CLOSED_FALSE_POSITIVE,14,2024-03-11 00:04:00.100076,27,1,1,0,1
CASE0000339,ALT00005988,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,10,2023-06-01 10:46:07.312515,14,1,1,0,0
CASE0000340,ALT00002184,INV_02,HIGH,CLOSED_FALSE_POSITIVE,17,2023-01-20 01:16:23.812194,36,1,1,0,1
CASE0000341,ALT00005020,AUTO_SYS,MEDIUM,OPEN,43,2022-05-25 21:14:21.154140,85,0,0,1,0
CASE0000342,ALT00002128,INV_04,HIGH,CLOSED_FALSE_POSITIVE,43,2022-08-25 06:32:44.155053,30,1,1,0,1
CASE0000343,ALT00007710,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,2,2022-10-24 05:27:02.034190,16,0,1,0,1
CASE0000344,ALT00001627,INV_02,LOW,CLOSED_FALSE_POSITIVE,12,2022-08-23 12:16:28.140242,43,0,0,0,0
CASE0000345,ALT00001331,INV_02,HIGH,CLOSED_FALSE_POSITIVE,31,2024-06-24 11:17:46.441194,26,1,0,0,1
CASE0000346,ALT00004302,INV_01,LOW,CLOSED_FALSE_POSITIVE,28,2022-09-07 18:14:40.677071,12,1,0,0,0
CASE0000347,ALT00005216,INV_04,HIGH,CLOSED_FALSE_POSITIVE,23,2022-01-23 05:52:34.633504,36,0,0,0,1
CASE0000348,ALT00004211,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35,2022-08-11 12:22:46.917039,13,0,1,0,1
CASE0000349,ALT00004141,INV_02,MEDIUM,CLOSED_SAR_FILED,42,2022-07-21 14:35:50.304866,52,1,0,0,2
CASE0000350,ALT00002349,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,2,2022-01-23 04:08:44.025788,53,0,0,0,0
CASE0000351,ALT00002969,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,4,2023-02-25 08:03:49.284238,51,1,0,0,0
CASE0000352,ALT00009803,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,35,2022-05-27 22:38:07.593702,54,1,0,0,0
CASE0000353,ALT00001985,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,1,2022-03-28 20:18:57.824919,22,1,0,0,0
CASE0000354,ALT00008490,INV_03,LOW,CLOSED_FALSE_POSITIVE,30,2023-06-04 17:54:32.748913,31,0,0,0,1
CASE0000355,ALT00004759,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,16,2022-01-19 23:28:29.284431,42,1,1,0,0
CASE0000356,ALT00005099,INV_03,LOW,CLOSED_FALSE_POSITIVE,28,2024-06-08 08:33:29.782616,17,1,1,0,0
CASE0000357,ALT00006985,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,33,2023-06-03 20:15:04.328643,47,0,1,0,0
CASE0000358,ALT00005538,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,8,2023-10-08 02:40:17.157503,16,1,1,0,1
CASE0000359,ALT00003300,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,8,2023-10-01 03:05:13.107940,33,0,0,0,1
CASE0000360,ALT00009488,INV_02,HIGH,CLOSED_FALSE_POSITIVE,19,2022-10-12 17:38:33.557121,5,1,0,0,1
CASE0000361,ALT00003111,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,26,2024-03-26 03:19:19.591952,36,1,1,0,1
CASE0000362,ALT00004448,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,40,2024-04-20 10:59:11.282323,16,1,1,0,0
CASE0000363,ALT00000674,AUTO_SYS,LOW,CLOSED_SAR_FILED,39,2022-01-15 03:09:35.528838,54,1,0,0,2
CASE0000364,ALT00000305,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,1,2023-02-26 12:22:24.253329,55,0,0,0,2
CASE0000365,ALT00006299,INV_03,MEDIUM,CLOSED_SAR_FILED,40,2023-05-20 15:48:21.614529,34,0,0,0,4
CASE0000366,ALT00001414,INV_03,LOW,OPEN,42,2022-09-29 10:30:29.490438,47,1,1,0,0
CASE0000367,ALT00008216,INV_02,HIGH,CLOSED_FALSE_POSITIVE,43,2023-11-06 11:38:11.086911,31,0,0,0,1
CASE0000368,ALT00001085,INV_03,LOW,CLOSED_FALSE_POSITIVE,1,2022-12-23 22:01:27.255217,29,1,1,0,0
CASE0000369,ALT00006805,INV_02,LOW,CLOSED_FALSE_POSITIVE,36,2023-08-30 16:10:05.632856,19,1,0,0,1
CASE0000370,ALT00002628,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,27,2023-11-25 16:02:54.188290,36,0,1,0,0
CASE0000371,ALT00008179,INV_01,HIGH,OPEN,42,2024-05-11 04:49:34.708029,22,1,0,0,0
CASE0000372,ALT00005380,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,27,2023-06-30 03:33:34.961023,40,1,0,0,1
CASE0000373,ALT00000440,INV_02,HIGH,OPEN,32,2023-10-31 16:03:57.951565,87,0,1,0,1
CASE0000374,ALT00009997,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13,2022-05-12 02:33:32.893381,5,1,0,0,0
CASE0000375,ALT00002222,INV_04,HIGH,CLOSED_FALSE_POSITIVE,2,2024-06-09 22:46:47.734907,24,1,0,0,0
CASE0000376,ALT00002847,INV_04,HIGH,OPEN,2,2023-07-24 05:59:30.792917,51,0,1,0,0
CASE0000377,ALT00002418,AUTO_SYS,LOW,CLOSED_MONITORING,5,2022-06-20 05:57:03.526251,94,0,0,0,1
CASE0000378,ALT00005439,INV_04,LOW,CLOSED_MONITORING,18,2023-04-28 07:06:31.244389,66,1,1,0,1
CASE0000379,ALT00009058,INV_01,LOW,CLOSED_FALSE_POSITIVE,24,2024-01-05 23:08:02.200824,10,0,1,0,0
CASE0000380,ALT00009003,INV_04,LOW,CLOSED_FALSE_POSITIVE,26,2022-06-02 18:50:46.834980,11,1,1,0,0
CASE0000381,ALT00009811,INV_04,HIGH,CLOSED_FALSE_POSITIVE,9,2023-10-11 22:12:49.465350,27,1,1,0,0
CASE0000382,ALT00002153,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21,2023-05-26 17:36:57.985181,31,1,0,0,1
CASE0000383,ALT00001122,INV_02,HIGH,CLOSED_FALSE_POSITIVE,28,2023-04-24 14:24:12.015309,46,0,1,0,1
CASE0000384,ALT00003185,INV_02,HIGH,CLOSED_FALSE_POSITIVE,19,2023-03-28 16:28:30.323041,23,0,0,0,1
CASE0000385,ALT00009097,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,26,2023-12-13 21:03:36.513247,38,1,0,0,0
CASE0000386,ALT00005585,INV_02,MEDIUM,OPEN,20,2022-05-07 13:39:01.721542,38,1,1,0,1
CASE0000387,ALT00004973,INV_04,LOW,CLOSED_FALSE_POSITIVE,11,2024-06-03 01:25:57.286025,32,1,1,0,0
CASE0000388,ALT00009725,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,40,2023-11-25 23:56:53.601738,35,1,1,0,1
CASE0000389,ALT00007842,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,34,2023-10-27 00:02:12.939798,10,1,0,0,0
CASE0000390,ALT00003890,INV_01,LOW,CLOSED_FALSE_POSITIVE,22,2022-04-29 09:12:53.424901,53,1,1,0,0
CASE0000391,ALT00007494,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,6,2023-09-13 07:05:27.585999,39,1,1,0,0
CASE0000392,ALT00006349,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,35,2023-08-18 10:41:16.950287,38,0,1,0,0
CASE0000393,ALT00004713,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,44,2022-01-06 00:39:17.299921,24,0,0,0,1
CASE0000394,ALT00010472,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,41,2024-04-03 09:55:43.200772,51,1,1,0,1
CASE0000395,ALT00008874,INV_03,LOW,CLOSED_FALSE_POSITIVE,22,2023-06-28 17:44:56.877605,30,1,1,0,0
CASE0000396,ALT00000968,AUTO_SYS,LOW,OPEN,12,2024-06-19 13:41:14.370878,48,1,0,1,3
CASE0000397,ALT00003207,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,21,2024-04-29 16:07:13.799996,16,1,1,0,0
