ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,ACCT_ALERT_COUNT,ALERT_HOUR,ALERT_IS_WEEKEND,RULE_RISK_PROFILE,FINAL_LABEL,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,OPEN_DATE,EXPECTED_MONTHLY_TXN,ACCOUNT_RISK_RATING,NUM_LINKED_ACCOUNTS,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,YEARS_AS_CUSTOMER,NUM_PRODUCTS_HELD,FATF_HIGH_RISK_NATIONALITY,CDD_TIER,KYC_REVIEW_OVERDUE,SHELL_CO_INDICATOR,CORRESPONDENT_BANK_FLAG,ACCOUNT_AGE_DAYS,w7_vol,w7_cnt,w7_avg_amt,w7_max_amt,w7_std_amt,w30_vol,w30_cnt,w30_avg_amt,w30_max_amt,w30_std_amt,w90_vol,w90_cnt,w90_avg_amt,w90_max_amt,w90_std_amt,w365_vol,w365_cnt,w365_avg_amt,w365_max_amt,w365_std_amt,vol_spike_30_vs_90,cnt_spike_30_vs_90,vol_spike_7_vs_30,cnt_spike_7_vs_30,avg_spike_30_vs_90,counterparty_hhi,top_dest_concentration,pct_hr_dest_30d,pct_fatf_dest_30d,unique_dest_30d,structuring_txn_cnt,pct_just_below_10k,swift_cnt_30d,layering_score,velocity_per_hour_7d,txn_span_hours_7d,pass_through_ratio_30d,net_flow_30d,credit_vol_30d,debit_vol_30d,pct_offhour_txns_30d,pct_weekend_txns_30d,actual_vs_expected_vol,cash_intensity_30d,cash_intensity_7d,round_txn_cnt_30d,pct_round_txns_30d,KYC_STALE_FLAG,KYC_INCOMPLETE_FLAG,KYC_RISK_SCORE,COMBINED_RISK_FLAGS,IS_OFFSHORE_NAT,IS_HIGH_RISK_ACCT,IS_DORMANT,IS_NEW_ACCOUNT,IS_THIRD_PARTY_ONBOARD,HIGH_RISK_OCC,MULTI_SIGNATORY_RISK,LOG_BALANCE,LOG_W30_VOL,LOG_W90_VOL,LOG_W30_MAX,RISK_SCORE_BAND,BALANCE_TO_W30_AVG,BALANCE_TO_W90_VOL,COMBINED_ACCT_CUST_RISK,PEER_GROUP,zscore_vol_vs_peer,zscore_avg_vs_peer,zscore_cnt_vs_peer,ratio_vol_vs_peer,zscore_vol_vs_pop,zscore_avg_vs_pop,zscore_cnt_vs_pop
ALT00002696,TXN000117391,ACCT100009647,R006_HIGH_RISK_DEST,72,2024-05-09 08:02:39.574464,1,8,0,2,0,CUST0002131,SAVINGS,ACTIVE,64578.95,INR,1,2019-02-11,4192.95,5,4,US,SHELL_CO,0-50K,1,0,0,0,90.0,31,BRANCH,0,3,0,SIMPLIFIED,0,1,0,1914,0.0,0.0,0.0,0.0,0.0,5282.63,1.0,5282.63,5282.63,0.0,97088.90999999999,4.0,24272.227499999997,44840.7,21834.346870836896,103374.73,5.0,20674.946,44840.7,20548.87340970862,0.054409670376664276,0.2,0.0,0.0,0.21763195685452216,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-5282.63,0.0,5282.63,0.0,0.0,1.2595834475852121,0.0,0.0,0.0,0.0,0,0,7.516666666666667,6,0,0,0,0,0,1,0,11.075659270078457,8.572368640480443,11.483392735388788,8.572368640480443,2,12.222458801997869,0.6651458426524446,2.6,SHELL_CO_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002697,TXN000026523,ACCT100011301,R006_HIGH_RISK_DEST,74,2022-06-11 01:04:27.409896,1,1,1,2,0,CUST0000648,NRE,ACTIVE,328330.53,INR,3,2017-12-03,87071.99,6,1,IN,SALARIED,0-50K,5,0,0,0,93.0,222,MOBILE,8,1,0,STANDARD,0,0,0,1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76763.36,2.0,38381.68,45589.92,10193.990768840238,79954.38,3.0,26651.460000000003,45589.92,21558.12857468848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21.5,0,0,0,0,0,0,0,1,12.701779139085247,0.0,11.248495748925437,0.0,2,328330.53,4.277121961285159,5.4,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002698,TXN000004323,ACCT100007771,R006_HIGH_RISK_DEST,61,2022-03-04 23:55:05.551257,1,23,0,2,0,CUST0002448,CURRENT,ACTIVE,105805.17,INR,2,2020-07-30,19804.98,2,3,US,BUSINESS_OWNER,100K-250K,1,0,0,0,100.0,27,MOBILE,3,1,0,SIMPLIFIED,0,0,0,582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.45,0,0,0,0,0,0,0,1,11.569364114286273,0.0,0.0,0.0,1,105805.17,105805.17,1.4,BUSINESS_OWNER_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002699,TXN000066794,ACCT100010632,R006_HIGH_RISK_DEST,77,2024-02-08 02:17:36.726787,4,2,0,2,1,CUST0007455,SALARY,DORMANT,22691.16,AED,1,2012-06-21,17367.64,2,1,SG,SALARIED,0-50K,7,0,0,0,63.5,13,MOBILE,17,2,0,STANDARD,0,0,0,4249,12828.47,1.0,12828.47,12828.47,0.0,12828.47,1.0,12828.47,12828.47,0.0,12828.47,1.0,12828.47,12828.47,0.0,68756.6,7.0,9822.371428571429,20806.4,7189.563281169978,0.9999220544574328,0.5,0.9999220544574328,0.5,0.9999220544574328,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-12828.47,0.0,12828.47,50.0,0.0,0.7385995679569615,0.0,0.0,0.0,0.0,0,1,35.81666666666667,0,0,0,1,0,0,0,0,10.029774769364664,9.459500147325404,9.459500147325404,9.459500147325404,2,1.7686747776798264,1.7686747776798264,5.0,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002701,TXN000097963,ACCT100002857,R006_HIGH_RISK_DEST,52,2024-06-13 15:00:25.704514,1,15,0,2,0,CUST0003215,CURRENT,ACTIVE,100157.3,USD,1,2015-03-27,41920.67,5,1,US,RETIRED,50K-100K,2,0,0,0,100.0,189,MOBILE,1,1,0,SIMPLIFIED,0,0,0,3366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69918.88,1.0,69918.88,69918.88,0.0,103213.06,2.0,51606.53,69918.88,25897.573728922947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.15,0,0,0,0,0,0,0,0,11.514507213346434,0.0,11.155105294080805,0.0,1,100157.3,1.432458122067715,3.2,RETIRED_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002702,TXN000041974,ACCT100008619,R006_HIGH_RISK_DEST,72,2022-02-10 09:17:07.766283,4,9,0,2,0,CUST0006615,SALARY,DORMANT,2858.5,INR,1,2016-06-09,7968.94,5,1,US,SELF_EMPLOYED,100K-250K,1,0,0,0,83.0,103,MOBILE,3,2,0,SIMPLIFIED,0,0,0,2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,11.516666666666667,0,0,0,1,0,0,0,0,7.958402063355371,0.0,0.0,0.0,2,2858.5,2858.5,2.6,SELF_EMPLOYED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002703,TXN000057957,ACCT100001372,R006_HIGH_RISK_DEST,72,2022-09-23 04:52:52.323620,4,4,0,2,0,CUST0003593,NRE,ACTIVE,1304905.64,INR,1,2012-09-30,113781.02,4,1,IN,SALARIED,0-50K,4,0,0,0,99.7,95,THIRD_PARTY,5,3,0,SIMPLIFIED,0,0,0,3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17834.66,2.0,8917.33,13695.01,6756.659852678689,49575.530000000006,4.0,12393.882500000002,17709.33,5795.4347305407855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.703333333333331,0,0,0,0,0,1,0,0,14.08164205594992,0.0,9.78895510299559,0.0,2,1304905.64,73.16273353495188,4.0,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002704,TXN000097798,ACCT100002628,R006_HIGH_RISK_DEST,67,2023-07-30 17:29:50.930203,2,17,1,2,0,CUST0003443,CURRENT,ACTIVE,42479.89,USD,1,2015-11-25,17394.15,4,1,IN,SALARIED,50K-100K,2,0,0,0,94.5,7,WEB,2,1,0,SIMPLIFIED,0,0,0,2804,0.0,0.0,0.0,0.0,0.0,13595.87,1.0,13595.87,13595.87,0.0,13595.87,1.0,13595.87,13595.87,0.0,13595.87,1.0,13595.87,13595.87,0.0,0.9999264536617619,0.5,0.0,0.0,0.9999264536617619,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-13595.87,0.0,13595.87,0.0,0.0,0.7815896959784767,0.0,0.0,0.0,0.0,0,0,8.316666666666666,0,0,0,0,0,0,0,0,10.656809606732132,9.517594898177421,9.517594898177421,9.517594898177421,2,3.1242403582589224,3.1242403582589224,2.8,SALARIED_50K-100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002705,TXN000104065,ACCT100000827,R006_HIGH_RISK_DEST,74,2023-04-13 01:13:05.035471,1,1,0,2,0,CUST0007760,SHELL,ACTIVE,118771.93,USD,1,2014-07-27,3582179.92,7,1,IN,SALARIED,0-50K,1,0,0,0,75.3,3,WEB,0,1,0,SIMPLIFIED,0,0,0,3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775.52,1.0,2775.52,2775.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12.930000000000003,0,0,1,0,0,0,0,0,11.68496879799334,0.0,0.0,0.0,2,118771.93,118771.93,3.4,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002706,TXN000078029,ACCT100009730,R006_HIGH_RISK_DEST,66,2022-02-08 18:10:48.609984,2,18,0,2,0,CUST0007044,NRE,ACTIVE,202466.32,INR,1,2021-11-22,95832.27,6,1,CN,BUSINESS_OWNER,100K-250K,1,0,0,0,90.9,220,MOBILE,18,4,0,SIMPLIFIED,0,0,0,78,7037.7,1.0,7037.7,7037.7,0.0,7037.7,1.0,7037.7,7037.7,0.0,7037.7,1.0,7037.7,7037.7,0.0,7037.7,1.0,7037.7,7037.7,0.0,0.9998579283106256,0.5,0.9998579283106256,0.5,0.9998579283106256,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7037.7,7037.7,0.0,0.0,0.0,0.07343691809744152,0.0,0.0,1.0,100.0,0,0,10.306666666666665,0,0,0,0,1,0,0,0,12.21833376978909,8.85917877300959,8.85917877300959,8.85917877300959,2,28.764732123829685,28.764732123829685,3.0,BUSINESS_OWNER_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002707,TXN000049974,ACCT100003471,R006_HIGH_RISK_DEST,60,2023-07-01 02:59:41.476026,1,2,1,2,0,CUST0007599,CURRENT,DORMANT,16903.01,INR,3,2020-10-25,8900.5,4,2,IN,BUSINESS_OWNER,0-50K,10,0,0,0,54.4,111,MOBILE,17,2,0,ENHANCED,0,0,0,979,0.0,0.0,0.0,0.0,0.0,1042.82,1.0,1042.82,1042.82,0.0,33258.96,3.0,11086.32,25783.46,13010.26866900142,35645.76,5.0,7129.152,25783.46,10676.820944558824,0.03135361557861164,0.25,0.0,0.0,0.09405519097491549,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-1042.82,0.0,1042.82,0.0,50.0,0.11715104195922035,0.0,0.0,1.0,100.0,0,1,50.09,0,0,0,1,0,0,0,1,9.735306150871676,6.950642339784514,10.412109550100375,6.950642339784514,1,16.19341457339388,0.508208969583848,7.6,BUSINESS_OWNER_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002708,TXN000110371,ACCT100007550,R006_HIGH_RISK_DEST,62,2024-01-30 08:14:31.010402,3,8,0,2,0,CUST0006726,SALARY,ACTIVE,11625.66,INR,1,2017-12-30,47371.76,4,1,CN,RETIRED,UNKNOWN,1,0,0,0,100.0,184,MOBILE,5,2,0,SIMPLIFIED,0,0,0,2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152256.96999999997,3.0,50752.32333333333,145818.33,82339.53796693076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.066666666666666,0,0,0,0,0,0,0,0,9.361056015960147,0.0,0.0,0.0,1,11625.66,11625.66,2.2,RETIRED_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002709,TXN000086115,ACCT100002308,R006_HIGH_RISK_DEST,55,2024-01-28 14:08:26.401058,2,14,1,2,0,CUST0007447,NRO,ACTIVE,311442.64,AED,1,2017-09-06,135943.43,4,3,US,SELF_EMPLOYED,100K-250K,4,0,0,0,77.5,319,MOBILE,3,2,0,SIMPLIFIED,0,0,0,2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84770.33,4.0,21192.5825,72471.32,34220.655762213144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,26.316666666666666,0,0,1,0,0,0,0,0,12.648973669860528,0.0,0.0,0.0,1,311442.64,311442.64,4.0,SELF_EMPLOYED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002710,TXN000015628,ACCT100009992,R006_HIGH_RISK_DEST,61,2022-12-17 03:51:05.090561,1,3,1,2,0,CUST0000456,SALARY,ACTIVE,16518.05,INR,3,2016-02-07,4692.82,1,1,NG,SALARIED,0-50K,3,0,0,0,79.3,229,MOBILE,13,2,1,SIMPLIFIED,0,0,0,2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17029.42,1.0,17029.42,17029.42,0.0,132455.82,7.0,18922.260000000002,41474.91,14195.042813551732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21.096666666666668,4,0,0,0,0,0,0,1,9.712269539368164,0.0,9.742756435713163,0.0,1,16518.05,0.9699144237194386,2.2,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002711,TXN000004027,ACCT100000186,R006_HIGH_RISK_DEST,80,2023-06-23 14:49:00.896315,4,14,0,2,0,CUST0003307,CURRENT,ACTIVE,68225.67,SGD,3,2020-11-01,258086.37,2,5,IN,POLITICIAN,0-50K,2,0,0,0,96.4,100,MOBILE,4,2,0,SIMPLIFIED,0,0,0,964,6995.91,1.0,6995.91,6995.91,0.0,6995.91,1.0,6995.91,6995.91,0.0,6995.91,1.0,6995.91,6995.91,0.0,36678.189999999995,5.0,7335.637999999999,14863.46,4641.490353972526,0.999857079768069,0.5,0.999857079768069,0.5,0.999857079768069,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6995.91,6995.91,0.0,0.0,0.0,0.027106750710040557,50.0,50.0,0.0,0.0,0,0,9.106666666666664,0,0,0,0,0,0,1,1,11.130590823107669,8.853223902007748,8.853223902007748,8.853223902007748,2,9.750828580044619,9.750828580044619,2.0,POLITICIAN_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002712,TXN000017553,ACCT100000635,R006_HIGH_RISK_DEST,63,2024-01-16 23:08:21.950574,2,23,0,2,0,CUST0007031,NRE,ACTIVE,238886.93,INR,1,2019-10-20,54120.65,4,3,IN,BUSINESS_OWNER,250K+,4,0,0,0,93.2,32,MOBILE,14,4,0,SIMPLIFIED,0,0,0,1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39008.66,1.0,39008.66,39008.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.253333333333332,0,0,0,0,0,0,0,0,12.383749808806082,0.0,0.0,0.0,1,238886.93,238886.93,4.0,BUSINESS_OWNER_250K+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002713,TXN000062223,ACCT100008485,R006_HIGH_RISK_DEST,59,2023-12-15 00:36:57.863485,1,0,0,2,0,CUST0002359,SAVINGS,ACTIVE,84136.73,USD,3,2018-04-30,74230.94,5,1,IN,SALARIED,250K+,3,0,0,0,85.9,127,BRANCH,15,2,0,SIMPLIFIED,0,0,0,2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30625.07,5.0,6125.014,11337.65,3527.950161755407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.756666666666664,0,0,0,0,0,0,0,1,11.340210377935794,0.0,0.0,0.0,1,84136.73,84136.73,3.8,SALARIED_250K+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002714,TXN000023542,ACCT100004603,R006_HIGH_RISK_DEST,64,2023-02-07 00:13:58.793137,2,0,0,2,0,CUST0002954,SAVINGS,ACTIVE,49658.85,INR,1,2015-04-15,4387.89,2,2,SG,SALARIED,0-50K,3,0,0,0,80.2,210,BRANCH,13,2,0,SIMPLIFIED,0,0,0,2855,0.0,0.0,0.0,0.0,0.0,6351.37,1.0,6351.37,6351.37,0.0,6351.37,1.0,6351.37,6351.37,0.0,13487.820000000002,3.0,4495.9400000000005,6351.37,2143.304225792503,0.9998425784392282,0.5,0.0,0.0,0.9998425784392282,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6351.37,6351.37,0.0,0.0,0.0,1.4471472285703217,0.0,0.0,0.0,0.0,0,0,20.419999999999998,0,0,0,0,0,0,0,0,10.812952038517926,8.75658325060082,8.75658325060082,8.75658325060082,1,7.8173736731330195,7.8173736731330195,2.6,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002716,TXN000051237,ACCT100007020,R006_HIGH_RISK_DEST,66,2023-01-14 07:30:54.882666,2,7,1,2,0,CUST0006349,SALARY,ACTIVE,35116.94,USD,1,2017-08-28,4844.61,2,1,IN,SALARIED,0-50K,4,0,0,0,89.6,18,WEB,11,2,0,SIMPLIFIED,0,0,0,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19090.010000000002,2.0,9545.005000000001,18077.99,12067.463114526185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16.46,0,0,0,0,0,0,0,0,10.466467389992275,0.0,0.0,0.0,2,35116.94,35116.94,3.2,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002717,TXN000000464,ACCT100002220,R006_HIGH_RISK_DEST,57,2022-12-13 13:05:42.711293,2,13,0,2,0,CUST0000546,SAVINGS,ACTIVE,785.9,INR,1,2015-07-18,61385.45,2,2,US,SELF_EMPLOYED,0-50K,2,0,0,0,99.0,45,THIRD_PARTY,14,3,0,SIMPLIFIED,0,0,0,2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.88,2.0,1788.44,3443.25,2340.254745150621,50111.229999999996,5.0,10022.246,29373.19,11839.676728282322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.15,0,0,0,0,0,1,0,0,6.668101175540937,0.0,8.182525725216696,0.0,1,785.9,0.21965521481994923,2.0,SELF_EMPLOYED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002720,TXN000049471,ACCT100003647,R006_HIGH_RISK_DEST,53,2023-01-15 17:14:42.122629,1,17,1,2,0,CUST0002242,NRO,ACTIVE,37165.58,INR,3,2015-04-28,35093.77,7,1,IN,SALARIED,250K+,1,0,0,0,100.0,292,MOBILE,11,2,0,SIMPLIFIED,0,0,0,2819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156272.75,1.0,156272.75,156272.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.866666666666666,0,0,1,0,0,0,0,1,10.523165249372918,0.0,0.0,0.0,1,37165.58,37165.58,3.4,SALARIED_250K+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002721,TXN000056359,ACCT100008293,R006_HIGH_RISK_DEST,74,2022-02-26 02:29:24.581015,4,2,1,2,0,CUST0002493,CURRENT,ACTIVE,13680.53,INR,1,2019-04-09,34194.29,4,2,US,SALARIED,0-50K,5,0,0,0,87.3,10,WEB,19,2,0,STANDARD,0,0,0,1054,18113.49,1.0,18113.49,18113.49,0.0,18113.49,1.0,18113.49,18113.49,0.0,18113.49,1.0,18113.49,18113.49,0.0,18113.49,1.0,18113.49,18113.49,0.0,0.999944795575255,0.5,0.999944795575255,0.5,0.999944795575255,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-18113.49,0.0,18113.49,50.0,0.0,0.529707161424863,0.0,0.0,0.0,0.0,0,0,20.24666666666667,0,0,0,0,0,0,0,0,9.523802027027942,9.80446744946888,9.80446744946888,9.80446744946888,2,0.7552257888574284,0.7552257888574284,4.6,SALARIED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002723,TXN000076147,ACCT100010473,R006_HIGH_RISK_DEST,58,2023-01-26 09:25:33.871235,1,9,0,2,1,CUST0001675,CURRENT,ACTIVE,67639.97,INR,2,2017-06-12,99138.74,5,2,AE,SELF_EMPLOYED,0-50K,6,0,0,0,63.6,41,BRANCH,16,1,0,STANDARD,0,0,0,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.67,1.0,1919.67,1919.67,0.0,46926.200000000004,4.0,11731.550000000001,23916.22,12014.400745985351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,33.24333333333333,0,0,0,0,0,0,0,1,11.121969143536539,0.0,7.5604293624833625,0.0,1,67639.97,35.21686182425924,5.6,SELF_EMPLOYED_0-50K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002724,TXN000085030,ACCT100008642,R006_HIGH_RISK_DEST,74,2023-02-01 05:45:36.874613,3,5,0,2,0,CUST0004601,SALARY,ACTIVE,15908.6,SGD,1,2016-07-09,25815.1,2,4,CN,SALARIED,100K-250K,1,0,0,0,93.5,201,MOBILE,7,1,0,SIMPLIFIED,0,0,1,2398,0.0,0.0,0.0,0.0,0.0,12292.62,1.0,12292.62,12292.62,0.0,16640.300000000003,3.0,5546.766666666667,12292.62,5945.718533552807,35845.630000000005,6.0,5974.271666666667,12590.3,5084.697268917459,0.7386814732022137,0.25,0.0,0.0,2.2157781209255374,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12292.62,12292.62,0.0,0.0,0.0,0.47616100030601066,0.0,0.0,0.0,0.0,0,0,8.95,3,0,0,0,0,0,0,0,9.674677979595291,9.416835707602557,9.719642836323601,9.416835707602557,2,1.294053338235605,0.9559709878434977,1.4,SALARIED_100K-250K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALT00002725,TXN000112173,ACCT100003000,R006_HIGH_RISK_DEST,63,2022-04-10 03:20:35.838861,2,3,1,2,0,CUST0007092,SAVINGS,ACTIVE,2898.35,INR,2,2020-03-20,10505.4,3,2,IN,BUSINESS_OWNER,UNKNOWN,8,0,0,0,69.6,55,MOBILE,3,2,0,ENHANCED,0,0,0,751,0.0,0.0,0.0,0.0,0.0,13833.3,1.0,13833.3,13833.3,0.0,13833.3,1.0,13833.3,13833.3,0.0,13833.3,1.0,13833.3,13833.3,0.0,0.999927715894552,0.5,0.0,0.0,0.999927715894552,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-13833.3,0.0,13833.3,0.0,50.0,1.3166546105231096,50.0,0.0,0.0,0.0,0,1,37.07666666666667,0,0,0,0,0,0,0,1,7.972241852920871,9.534906294627293,9.534906294627293,9.534906294627293,1,0.2095046370253645,0.2095046370253645,6.0,BUSINESS_OWNER_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
