CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS
CASE0000325,ALT00004923,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000326,ALT00004239,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0000327,ALT00000971,INV_02,LOW,OPEN,44
CASE0000328,ALT00004300,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,43
CASE0000329,ALT00007367,INV_03,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0000330,ALT00003904,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,7
CASE0000331,ALT00007950,INV_02,HIGH,CLOSED_FALSE_POSITIVE,15
CASE0000332,ALT00003354,INV_02,LOW,CLOSED_FALSE_POSITIVE,6
CASE0000333,ALT00003239,INV_03,LOW,CLOSED_MONITORING,1
CASE0000334,ALT00000107,INV_02,MEDIUM,OPEN,16
CASE0000335,ALT00005338,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0000336,ALT00006591,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000337,ALT00001340,INV_01,HIGH,CLOSED_SAR_FILED,25
CASE0000338,ALT00000451,INV_04,LOW,CLOSED_MONITORING,28
CASE0000339,ALT00005590,INV_01,LOW,OPEN,21
CASE0000340,ALT00002169,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0000341,ALT00004646,INV_03,MEDIUM,OPEN,44
CASE0000342,ALT00009417,INV_01,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000343,ALT00005711,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,12
CASE0000344,ALT00007076,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0000345,ALT00007786,INV_04,MEDIUM,CLOSED_SAR_FILED,9
CASE0000346,ALT00003486,INV_03,LOW,CLOSED_SAR_FILED,6
CASE0000347,ALT00005701,INV_02,LOW,CLOSED_FALSE_POSITIVE,4
CASE0000348,ALT00003990,INV_04,MEDIUM,CLOSED_SAR_FILED,24
CASE0000349,ALT00003376,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0000350,ALT00000533,INV_01,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000351,ALT00006427,INV_01,LOW,CLOSED_SAR_FILED,27
CASE0000352,ALT00004520,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0000353,ALT00008972,INV_01,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0000354,ALT00003873,INV_02,HIGH,CLOSED_FALSE_POSITIVE,43
CASE0000355,ALT00001747,INV_01,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000356,ALT00005937,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0000357,ALT00008533,INV_02,LOW,CLOSED_SAR_FILED,31
CASE0000358,ALT00001442,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0000359,ALT00006724,INV_03,LOW,CLOSED_SAR_FILED,10
CASE0000360,ALT00001497,INV_04,LOW,OPEN,36
CASE0000361,ALT00009301,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0000362,ALT00001786,AUTO_SYS,MEDIUM,CLOSED_MONITORING,4
CASE0000363,ALT00001796,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000364,ALT00008705,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,7
CASE0000365,ALT00000030,INV_04,HIGH,CLOSED_FALSE_POSITIVE,15
CASE0000366,ALT00002068,INV_01,LOW,CLOSED_SAR_FILED,44
CASE0000367,ALT00008627,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000368,ALT00009928,INV_04,MEDIUM,CLOSED_SAR_FILED,41
CASE0000369,ALT00002115,INV_03,LOW,CLOSED_FALSE_POSITIVE,8
CASE0000370,ALT00009293,AUTO_SYS,HIGH,OPEN,44
CASE0000371,ALT00009453,AUTO_SYS,LOW,OPEN,15
CASE0000372,ALT00009387,INV_02,MEDIUM,OPEN,24
CASE0000373,ALT00001738,INV_04,HIGH,CLOSED_FALSE_POSITIVE,26
CASE0000374,ALT00003102,INV_03,LOW,CLOSED_FALSE_POSITIVE,4
CASE0000375,ALT00009438,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0000376,ALT00001659,INV_04,MEDIUM,CLOSED_MONITORING,23
CASE0000377,ALT00005418,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,27
CASE0000378,ALT00003953,INV_02,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0000379,ALT00008061,AUTO_SYS,LOW,CLOSED_SAR_FILED,42
CASE0000380,ALT00008401,INV_01,LOW,CLOSED_FALSE_POSITIVE,33
CASE0000381,ALT00007039,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0000382,ALT00000109,INV_04,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000383,ALT00003729,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,43
CASE0000384,ALT00009596,INV_01,LOW,CLOSED_FALSE_POSITIVE,18
CASE0000385,ALT00003028,INV_03,MEDIUM,OPEN,30
CASE0000386,ALT00006168,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0000387,ALT00005453,INV_01,MEDIUM,OPEN,6
CASE0000388,ALT00004408,INV_02,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000389,ALT00008325,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0000390,ALT00009887,INV_03,HIGH,OPEN,36
CASE0000391,ALT00003510,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,18
CASE0000392,ALT00007319,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0000393,ALT00010100,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000394,ALT00002222,INV_02,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0000395,ALT00003329,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0000396,ALT00006943,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0000397,ALT00002456,INV_03,LOW,CLOSED_FALSE_POSITIVE,16
CASE0000398,ALT00001569,INV_03,MEDIUM,CLOSED_SAR_FILED,38
CASE0000399,ALT00007437,INV_01,HIGH,CLOSED_MONITORING,1
CASE0000400,ALT00004813,INV_02,HIGH,OPEN,21
CASE0000401,ALT00006843,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000402,ALT00005901,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0000403,ALT00001982,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0000404,ALT00007214,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000405,ALT00005664,INV_03,MEDIUM,CLOSED_SAR_FILED,25
CASE0000406,ALT00007885,INV_04,HIGH,OPEN,10
CASE0000407,ALT00009936,INV_04,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0000408,ALT00003246,AUTO_SYS,LOW,OPEN,7
CASE0000409,ALT00008945,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0000410,ALT00004542,INV_03,LOW,CLOSED_FALSE_POSITIVE,21
CASE0000411,ALT00000669,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000412,ALT00002771,INV_01,LOW,OPEN,40
CASE0000413,ALT00004033,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,28
CASE0000414,ALT00005769,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000415,ALT00007748,INV_03,LOW,CLOSED_SAR_FILED,19
CASE0000416,ALT00001531,INV_01,LOW,CLOSED_MONITORING,15
CASE0000417,ALT00007146,INV_04,LOW,CLOSED_FALSE_POSITIVE,1
CASE0000418,ALT00004023,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000419,ALT00006297,INV_01,LOW,CLOSED_SAR_FILED,22
CASE0000420,ALT00001419,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0000421,ALT00000294,INV_04,LOW,OPEN,44
CASE0000422,ALT00000684,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0000423,ALT00003718,INV_02,LOW,CLOSED_FALSE_POSITIVE,16
CASE0000424,ALT00008609,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0000425,ALT00000319,INV_03,LOW,CLOSED_FALSE_POSITIVE,10
CASE0000426,ALT00002958,INV_02,MEDIUM,CLOSED_SAR_FILED,37
CASE0000427,ALT00009890,INV_01,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0000428,ALT00004402,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0000429,ALT00003026,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0000430,ALT00006204,INV_04,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0000431,ALT00008304,AUTO_SYS,LOW,CLOSED_SAR_FILED,13
CASE0000432,ALT00000543,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0000433,ALT00006163,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0000434,ALT00002996,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000435,ALT00005748,INV_04,MEDIUM,OPEN,15
CASE0000436,ALT00009984,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0000437,ALT00000015,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0000438,ALT00008453,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0000439,ALT00004776,INV_04,HIGH,CLOSED_MONITORING,24
CASE0000440,ALT00009403,INV_03,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0000441,ALT00000591,INV_04,HIGH,CLOSED_MONITORING,42
CASE0000442,ALT00003773,INV_01,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0000443,ALT00003705,INV_03,LOW,CLOSED_FALSE_POSITIVE,31
CASE0000444,ALT00002329,INV_03,HIGH,OPEN,40
CASE0000445,ALT00002359,INV_03,MEDIUM,OPEN,27
CASE0000446,ALT00009219,INV_01,LOW,CLOSED_FALSE_POSITIVE,22
CASE0000447,ALT00004937,INV_04,LOW,CLOSED_FALSE_POSITIVE,21
CASE0000448,ALT00008790,INV_03,LOW,CLOSED_MONITORING,26
CASE0000449,ALT00007489,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0000450,ALT00006740,INV_04,HIGH,OPEN,11
CASE0000451,ALT00003828,INV_03,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0000452,ALT00009123,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0000453,ALT00004111,INV_02,MEDIUM,OPEN,42
CASE0000454,ALT00002499,INV_03,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0000455,ALT00000488,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0000456,ALT00006221,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0000457,ALT00004322,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0000458,ALT00007551,AUTO_SYS,MEDIUM,CLOSED_MONITORING,21
CASE0000459,ALT00004281,INV_03,HIGH,CLOSED_FALSE_POSITIVE,38
CASE0000460,ALT00004075,INV_04,LOW,CLOSED_SAR_FILED,27
CASE0000461,ALT00006225,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0000462,ALT00007533,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0000463,ALT00000093,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,33
CASE0000464,ALT00007189,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,4
CASE0000465,ALT00008707,INV_01,LOW,CLOSED_FALSE_POSITIVE,27
CASE0000466,ALT00004470,INV_03,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0000467,ALT00001902,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0000468,ALT00005139,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0000469,ALT00005876,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,42
CASE0000470,ALT00008022,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0000471,ALT00003423,INV_03,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000472,ALT00008218,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000473,ALT00002686,INV_04,HIGH,CLOSED_FALSE_POSITIVE,11
CASE0000474,ALT00003800,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000475,ALT00000497,INV_03,MEDIUM,OPEN,35
CASE0000476,ALT00003438,INV_02,LOW,CLOSED_FALSE_POSITIVE,23
CASE0000477,ALT00007429,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0000478,ALT00001881,INV_01,LOW,CLOSED_SAR_FILED,33
CASE0000479,ALT00007848,AUTO_SYS,LOW,OPEN,8
CASE0000480,ALT00009210,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,35
CASE0000481,ALT00004962,INV_04,MEDIUM,OPEN,12
CASE0000482,ALT00009176,INV_02,HIGH,CLOSED_FALSE_POSITIVE,41
CASE0000483,ALT00009018,INV_04,LOW,CLOSED_SAR_FILED,12
CASE0000484,ALT00008507,INV_04,MEDIUM,CLOSED_SAR_FILED,32
CASE0000485,ALT00004203,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,26
CASE0000486,ALT00002234,INV_04,LOW,CLOSED_MONITORING,7
CASE0000487,ALT00006007,INV_01,LOW,CLOSED_SAR_FILED,40
CASE0000488,ALT00009100,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0000489,ALT00003131,INV_02,LOW,CLOSED_FALSE_POSITIVE,21
CASE0000490,ALT00000857,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0000491,ALT00001278,INV_02,LOW,CLOSED_MONITORING,16
CASE0000492,ALT00007790,INV_04,HIGH,CLOSED_SAR_FILED,24
CASE0000493,ALT00009229,INV_01,LOW,OPEN,24
CASE0000494,ALT00008786,INV_03,MEDIUM,CLOSED_SAR_FILED,44
CASE0000495,ALT00005866,INV_01,MEDIUM,CLOSED_MONITORING,18
CASE0000496,ALT00003288,INV_04,LOW,OPEN,39
CASE0000497,ALT00002120,INV_04,LOW,OPEN,7
CASE0000498,ALT00006005,INV_01,HIGH,OPEN,24
CASE0000499,ALT00009211,INV_03,HIGH,CLOSED_FALSE_POSITIVE,5
CASE0000500,ALT00004748,INV_02,HIGH,OPEN,43
CASE0000501,ALT00006390,INV_02,MEDIUM,CLOSED_SAR_FILED,38
CASE0000502,ALT00001887,INV_01,LOW,CLOSED_FALSE_POSITIVE,31
CASE0000503,ALT00005061,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0000504,ALT00001577,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,4
CASE0000505,ALT00004931,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0000506,ALT00001027,INV_01,HIGH,OPEN,20
CASE0000507,ALT00008517,INV_03,MEDIUM,CLOSED_MONITORING,31
CASE0000508,ALT00000389,INV_02,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0000509,ALT00003543,INV_02,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0000510,ALT00010078,INV_04,HIGH,CLOSED_FALSE_POSITIVE,38
CASE0000511,ALT00002240,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0000512,ALT00008472,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0000513,ALT00001576,INV_01,LOW,OPEN,3
CASE0000514,ALT00003724,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0000515,ALT00009325,INV_02,HIGH,CLOSED_FALSE_POSITIVE,37
CASE0000516,ALT00003316,INV_01,LOW,CLOSED_FALSE_POSITIVE,24
CASE0000517,ALT00005696,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0000518,ALT00000089,INV_04,LOW,CLOSED_FALSE_POSITIVE,4
CASE0000519,ALT00000511,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0000520,ALT00006578,INV_02,LOW,CLOSED_SAR_FILED,21
CASE0000521,ALT00008290,INV_01,HIGH,OPEN,4
CASE0000522,ALT00004986,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0000523,ALT00005825,INV_01,LOW,CLOSED_FALSE_POSITIVE,28
CASE0000524,ALT00005490,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0000525,ALT00007827,INV_03,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0000526,ALT00008524,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000527,ALT00009982,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,23
CASE0000528,ALT00004697,INV_03,MEDIUM,CLOSED_SAR_FILED,10
CASE0000529,ALT00009056,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,21
CASE0000530,ALT00002928,INV_02,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0000531,ALT00006400,INV_03,MEDIUM,OPEN,13
CASE0000532,ALT00009976,INV_02,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0000533,ALT00006254,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0000534,ALT00005607,AUTO_SYS,LOW,CLOSED_SAR_FILED,19
CASE0000535,ALT00000417,INV_01,LOW,CLOSED_FALSE_POSITIVE,42
CASE0000536,ALT00002847,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0000537,ALT00008988,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0000538,ALT00008332,INV_04,LOW,CLOSED_FALSE_POSITIVE,31
CASE0000539,ALT00003950,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0000540,ALT00003025,INV_04,MEDIUM,CLOSED_SAR_FILED,17
CASE0000541,ALT00005390,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0000542,ALT00007640,INV_02,LOW,CLOSED_FALSE_POSITIVE,32
CASE0000543,ALT00006791,INV_02,MEDIUM,CLOSED_MONITORING,15
CASE0000544,ALT00006708,INV_02,LOW,CLOSED_FALSE_POSITIVE,34
CASE0000545,ALT00008932,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000546,ALT00000400,INV_04,LOW,CLOSED_FALSE_POSITIVE,10
CASE0000547,ALT00008369,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0000548,ALT00006245,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,4
CASE0000549,ALT00006840,INV_04,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0000550,ALT00008566,INV_01,LOW,CLOSED_SAR_FILED,41
CASE0000551,ALT00003536,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0000552,ALT00006538,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000553,ALT00004346,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,24
CASE0000554,ALT00002770,INV_04,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000555,ALT00001069,INV_03,MEDIUM,CLOSED_MONITORING,15
CASE0000556,ALT00008108,INV_02,MEDIUM,CLOSED_SAR_FILED,30
CASE0000557,ALT00004565,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0000558,ALT00008405,INV_02,MEDIUM,CLOSED_SAR_FILED,22
CASE0000559,ALT00001570,INV_02,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0000560,ALT00007478,INV_02,HIGH,CLOSED_SAR_FILED,17
CASE0000561,ALT00003915,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,11
CASE0000562,ALT00004906,AUTO_SYS,MEDIUM,CLOSED_MONITORING,4
CASE0000563,ALT00001742,INV_01,MEDIUM,CLOSED_MONITORING,28
CASE0000564,ALT00000583,INV_02,MEDIUM,CLOSED_SAR_FILED,28
CASE0000565,ALT00003315,INV_01,LOW,CLOSED_FALSE_POSITIVE,3
CASE0000566,ALT00003880,INV_02,HIGH,CLOSED_SAR_FILED,19
CASE0000567,ALT00007198,INV_01,LOW,CLOSED_FALSE_POSITIVE,15
CASE0000568,ALT00008422,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,2
CASE0000569,ALT00001794,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0000570,ALT00000361,INV_04,LOW,CLOSED_FALSE_POSITIVE,43
CASE0000571,ALT00009661,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0000572,ALT00000292,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000573,ALT00006664,INV_01,LOW,CLOSED_FALSE_POSITIVE,36
CASE0000574,ALT00000102,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000575,ALT00008935,INV_03,HIGH,CLOSED_FALSE_POSITIVE,34
CASE0000576,ALT00004852,INV_02,LOW,CLOSED_SAR_FILED,33
CASE0000577,ALT00006998,INV_03,MEDIUM,OPEN,39
CASE0000578,ALT00003662,INV_02,LOW,CLOSED_FALSE_POSITIVE,17
CASE0000579,ALT00008888,INV_01,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000580,ALT00008986,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0000581,ALT00003680,INV_01,LOW,CLOSED_FALSE_POSITIVE,19
CASE0000582,ALT00008896,INV_03,LOW,OPEN,15
CASE0000583,ALT00007258,INV_02,LOW,CLOSED_FALSE_POSITIVE,5
CASE0000584,ALT00008271,INV_03,MEDIUM,CLOSED_MONITORING,14
CASE0000585,ALT00002037,INV_03,LOW,OPEN,17
CASE0000586,ALT00008183,INV_04,LOW,OPEN,10
CASE0000587,ALT00006544,INV_03,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000588,ALT00005849,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0000589,ALT00002524,INV_02,LOW,CLOSED_MONITORING,5
CASE0000590,ALT00007473,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0000591,ALT00002543,INV_01,LOW,CLOSED_FALSE_POSITIVE,29
CASE0000592,ALT00000564,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000593,ALT00008031,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0000594,ALT00008389,INV_04,MEDIUM,CLOSED_MONITORING,18
CASE0000595,ALT00003530,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0000596,ALT00001579,AUTO_SYS,LOW,OPEN,18
CASE0000597,ALT00000719,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0000598,ALT00000064,INV_03,MEDIUM,CLOSED_MONITORING,17
CASE0000599,ALT00004481,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0000600,ALT00007728,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,36
CASE0000601,ALT00005218,INV_03,LOW,CLOSED_FALSE_POSITIVE,39
CASE0000602,ALT00001394,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,7
CASE0000603,ALT00002841,INV_03,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0000604,ALT00007619,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000605,ALT00009712,INV_04,LOW,OPEN,18
CASE0000606,ALT00006996,AUTO_SYS,LOW,CLOSED_MONITORING,15
CASE0000607,ALT00007723,INV_03,HIGH,CLOSED_FALSE_POSITIVE,5
CASE0000608,ALT00002151,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000609,ALT00000246,INV_03,MEDIUM,OPEN,20
CASE0000610,ALT00002345,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0000611,ALT00006827,INV_04,LOW,CLOSED_MONITORING,32
CASE0000612,ALT00009538,INV_02,MEDIUM,OPEN,8
CASE0000613,ALT00008423,INV_02,LOW,OPEN,17
CASE0000614,ALT00003446,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0000615,ALT00002677,INV_01,HIGH,CLOSED_SAR_FILED,18
CASE0000616,ALT00000334,INV_01,LOW,CLOSED_FALSE_POSITIVE,31
CASE0000617,ALT00008820,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0000618,ALT00003934,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0000619,ALT00003995,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0000620,ALT00004624,INV_02,HIGH,CLOSED_SAR_FILED,33
CASE0000621,ALT00000264,INV_04,HIGH,CLOSED_SAR_FILED,8
CASE0000622,ALT00004475,INV_04,LOW,OPEN,9
CASE0000623,ALT00003820,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0000624,ALT00008055,INV_04,LOW,CLOSED_FALSE_POSITIVE,5
CASE0000625,ALT00000624,INV_04,LOW,CLOSED_FALSE_POSITIVE,28
CASE0000626,ALT00006948,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,23
CASE0000627,ALT00008404,INV_04,LOW,CLOSED_FALSE_POSITIVE,11
CASE0000628,ALT00006633,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0000629,ALT00001502,INV_03,LOW,CLOSED_FALSE_POSITIVE,39
CASE0000630,ALT00005505,INV_04,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0000631,ALT00008665,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0000632,ALT00009911,INV_04,LOW,CLOSED_FALSE_POSITIVE,14
CASE0000633,ALT00007269,INV_03,LOW,CLOSED_FALSE_POSITIVE,37
CASE0000634,ALT00000368,INV_01,LOW,CLOSED_FALSE_POSITIVE,13
CASE0000635,ALT00007248,INV_01,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0000636,ALT00005247,INV_03,LOW,OPEN,34
CASE0000637,ALT00008424,INV_02,HIGH,CLOSED_FALSE_POSITIVE,6
CASE0000638,ALT00000961,INV_04,HIGH,CLOSED_MONITORING,32
CASE0000639,ALT00007614,INV_04,LOW,CLOSED_FALSE_POSITIVE,8
CASE0000640,ALT00008419,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,40
CASE0000641,ALT00009462,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0000642,ALT00003456,INV_03,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0000643,ALT00006743,INV_02,MEDIUM,OPEN,20
CASE0000644,ALT00004795,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0000645,ALT00008752,INV_03,LOW,CLOSED_FALSE_POSITIVE,2
CASE0000646,ALT00005387,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0000647,ALT00004510,INV_04,LOW,OPEN,4
CASE0000648,ALT00006368,INV_02,LOW,CLOSED_SAR_FILED,30
CASE0000649,ALT00004895,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0000650,ALT00010057,INV_02,MEDIUM,CLOSED_SAR_FILED,1
CASE0000651,ALT00000077,INV_04,HIGH,CLOSED_FALSE_POSITIVE,28
CASE0000652,ALT00004873,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,28
