TRANSACTION_ID,ACCOUNT_ID,TXN_TIMESTAMP,TXN_TYPE,TXN_AMOUNT,CURRENCY,NARRATIVE,BENEFICIARY_COUNTRY,CHANNEL,IP_ADDRESS,IS_TYPOLOGY,TYPOLOGY_TYPE
TXN000020812,ACCT100000844,2023-01-23 17:07:04.266820,NEFT,48316.03,INR,,IN,WEB,192.168.243.219,False,NONE
TXN000020813,ACCT100011025,2023-01-01 18:19:11.029176,NEFT,955.39,INR,,IN,ATM,192.168.248.115,False,NONE
TXN000020814,ACCT100007966,2023-02-04 20:19:46.665071,NEFT,312.23,INR,SALARY,MY,MOBILE,192.168.208.10,False,NONE
TXN000020815,ACCT100000114,2022-07-29 17:26:11.266367,NEFT,3553.9,USD,INVESTMENT,IN,MOBILE,192.168.14.159,False,NONE
TXN000020816,ACCT100011163,2022-12-20 09:31:53.884778,IMPS,2998.1,INR,INSURANCE,KY,ATM,192.168.130.229,False,NONE
TXN000020817,ACCT100006698,2023-11-06 18:19:37.942814,NEFT,760.62,INR,,SG,MOBILE,192.168.241.253,False,NONE
TXN000020818,ACCT100001528,2023-05-22 01:03:35.262751,INTERNAL_TRANSFER,6502.22,INR,INSURANCE,US,WEB,192.168.72.151,False,NONE
TXN000020819,ACCT100003948,2024-02-05 00:45:13.030054,RTGS,18360.21,INR,LOAN_EMI,IN,BRANCH,,False,NONE
TXN000020820,ACCT100008689,2023-10-09 11:14:00.594960,UPI,41606.63,USD, UTILITY ,SG,BRANCH,192.168.140.46,False,NONE
TXN000020821,ACCT100002965,2022-04-12 10:17:36.622370,INTERNAL_TRANSFER,12076.48,USD,SALARY,IN,ATM,192.168.64.69,False,NONE
TXN000020822,ACCT100005432,2023-10-18 08:26:31.174248,UPI,17369.14,INR,TRANSFER,SG,MOBILE,192.168.67.170,False,NONE
TXN000020823,ACCT100009230,2022-09-12 10:01:49.341084,UPI,6310.09,INR,INSURANCE,CN,MOBILE,,False,NONE
TXN000020824,ACCT100008256,2024-02-16 17:22:19.814137,UPI,584.96,INR,RENT,GB,MOBILE,192.168.87.131,False,NONE
TXN000020825,ACCT100001766,2023-04-26 19:46:06.120125,SWIFT,348.99,AED,UTILITY,IN,MOBILE,192.168.134.17,False,NONE
TXN000020826,ACCT100008394,2023-10-18 15:14:07.146699,UPI,1386.63,INR,,IN,BRANCH,192.168.65.100,False,NONE
TXN000020827,ACCT100006956,2023-04-05 06:38:16.096608,CHEQUE,1105.2,INR,,SG,WEB,192.168.210.174,False,NONE
TXN000020828,ACCT100001267,2022-08-02 09:01:47.689241,IMPS,2310.92,AED,LOAN_EMI,GB,ATM,192.168.197.102,False,NONE
TXN000020829,ACCT100011251,2024-01-26 03:56:01.059528,CASH_DEPOSIT,86369.08,INR,GROCERY,CN,WEB,192.168.226.143,False,NONE
TXN000020830,ACCT100001718,2023-03-20 17:10:05.082045,UPI,2747.33,INR,RENT,IN,WEB,192.168.30.56,False,NONE
TXN000020831,ACCT100004134,2023-05-18 06:29:35.822589,CHEQUE,7735.62,USD,SALARY,IN,ATM,192.168.190.250,False,NONE
TXN000020832,ACCT100008803,2023-12-02 21:11:49.220821,UPI,599.48,INR,DIVIDEND,IN,ATM,192.168.133.231,False,NONE
TXN000020833,ACCT100000324,2024-04-24 00:54:17.756121,UPI,43325.22,USD,GROCERY,NG,ATM,192.168.223.167,False,NONE
TXN000020834,ACCT100007851,2023-06-29 05:31:42.925999,IMPS,1895.16,INR, GROCERY ,MY,ATM,192.168.92.78,False,NONE
TXN000020835,ACCT100000528,2023-12-07 22:03:05.369640,CASH_WITHDRAWAL,2077.62,INR,INSURANCE,CN,MOBILE,192.168.129.140,False,NONE
TXN000020836,ACCT100002008,2023-01-15 01:42:29.531165,NEFT,15032.81,USD,TRANSFER,US,BRANCH,192.168.230.194,False,NONE
TXN000020837,ACCT100000127,2023-06-21 14:04:47.411090,UPI,692.03,INR,VENDOR_PAYMENT,IN,WEB,192.168.203.105,False,NONE
TXN000020838,ACCT100002114,2022-09-23 06:00:12.532140,NEFT,70236.16,INR,UTILITY,VG,ATM,192.168.110.133,False,NONE
TXN000020839,ACCT100011998,2023-04-30 22:47:20.475113,UPI,5116.86,INR,LOAN_EMI,VG,ATM,192.168.143.184,False,NONE
TXN000020840,ACCT100011383,2023-05-21 20:48:20.543417,UPI,2508.44,INR,GROCERY,IN,MOBILE,192.168.62.235,False,NONE
TXN000020841,ACCT100011595,2022-07-09 13:28:38.217172,UPI,13943.86,INR,,VG,MOBILE,192.168.54.202,False,NONE
TXN000020842,ACCT100006165,2022-05-04 12:02:01.542448,UPI,36299.37,INR,RENT,US,BRANCH,192.168.181.98,False,NONE
TXN000020843,ACCT100011932,2024-03-08 10:26:16.125647,CHEQUE,1180.38,INR,GROCERY,IN,MOBILE,192.168.6.119,False,NONE
TXN000020844,ACCT100008409,2024-06-18 21:17:32.036586,SWIFT,22793.53,INR,GROCERY,KY,MOBILE,,False,NONE
TXN000020845,ACCT100007127,2023-12-15 04:06:38.554993,UPI,198.52,INR,GROCERY,KY,WEB,192.168.131.134,False,NONE
TXN000020846,ACCT100009029,2023-04-21 03:17:41.813114,IMPS,41204.13,INR,,IN,WEB,,False,NONE
TXN000020847,ACCT100009518,2024-05-22 20:59:30.713360,NEFT,5634.76,USD,TRANSFER,CN,MOBILE,192.168.67.142,False,NONE
TXN000020848,ACCT100004623,2024-04-02 04:27:26.627068,SWIFT,25685.85,INR,UTILITY,US,MOBILE,192.168.1.215,False,NONE
TXN000020849,ACCT100000314,2022-04-28 16:39:00.860891,UPI,1279.16,AED,RENT,GB,ATM,192.168.177.237,False,NONE
TXN000020850,ACCT100008603,2024-02-07 06:33:29.670218,INTERNAL_TRANSFER,11045.48,INR,TRANSFER,IN,BRANCH,192.168.93.171,False,NONE
TXN000020851,ACCT100003991,2023-08-19 23:04:33.544762,NEFT,3609.29,INR,SALARY,US,MOBILE,192.168.228.118,False,NONE
TXN000020852,ACCT100005263,2023-01-04 10:23:02.436527,CASH_WITHDRAWAL,243.86,AED,INSURANCE,US,ATM,192.168.38.121,False,NONE
TXN000020853,ACCT100011647,2022-01-27 19:28:30.856237,IMPS,14679.29,USD,INVESTMENT,IN,ATM,192.168.111.186,False,NONE
TXN000020854,ACCT100007181,2023-01-02 13:24:08.558217,NEFT,3378.08,INR,LOAN_EMI,IN,BRANCH,192.168.20.4,False,NONE
TXN000020855,ACCT100001726,2022-08-18 20:29:52.120247,UPI,15250.41,AED,SALARY,SG,WEB,192.168.54.14,False,NONE
TXN000020856,ACCT100009454,2023-07-08 07:20:40.385483,CHEQUE,2346.79,INR,GROCERY,IN,ATM,192.168.48.229,False,NONE
TXN000020857,ACCT100000440,2022-11-18 00:58:56.866724,UPI,1354.66,INR,DIVIDEND,IN,BRANCH,192.168.58.62,False,NONE
TXN000020858,ACCT100000103,2022-10-29 20:35:46.362418,UPI,62128.67,INR,RENT,IN,ATM,,False,NONE
TXN000020859,ACCT100011563,2022-05-21 06:25:33.404239,IMPS,3354.4,INR,LOAN_EMI,MY,MOBILE,192.168.223.149,False,NONE
TXN000020860,ACCT100010719,2022-06-15 13:33:29.363198,IMPS,7107.89,INR,grocery,IN,BRANCH,192.168.53.189,False,NONE
TXN000020861,ACCT100001625,2023-06-23 05:09:09.869034,NEFT,1225.09,USD,TRANSFER,AE,BRANCH,192.168.87.11,False,NONE
TXN000020862,ACCT100010727,2022-11-04 05:18:05.323640,CASH_DEPOSIT,4619.37,INR,LOAN_EMI,US,ATM,,False,NONE
TXN000020863,ACCT100003310,2023-03-18 17:54:07.158796,CHEQUE,2725.01,INR,GROCERY,US,MOBILE,192.168.70.184,False,NONE
TXN000020864,ACCT100007490,2023-08-04 05:05:28.871541,NEFT,15950.51,INR,,GB,ATM,192.168.118.185,False,NONE
TXN000020865,ACCT100000291,2024-06-01 23:44:50.559487,CASH_DEPOSIT,16138.57,USD,DIVIDEND,IN,WEB,192.168.11.36,False,NONE
TXN000020866,ACCT100008737,2023-09-15 04:08:15.346192,UPI,2108.69,INR,,IN,ATM,192.168.171.43,False,NONE
TXN000020867,ACCT100005764,2023-12-26 01:54:13.457848,CASH_DEPOSIT,2798.93,USD,UTILITY,GB,BRANCH,192.168.244.84,False,NONE
TXN000020868,ACCT100001332,2023-09-29 23:04:48.288496,CASH_WITHDRAWAL,2054.74,INR,RENT,IN,WEB,192.168.104.223,False,NONE
TXN000020869,ACCT100002118,2022-03-25 01:49:38.451512,IMPS,16654.97,INR,UTILITY,IN,WEB,,False,NONE
TXN000020870,ACCT100004679,2022-06-24 18:42:58.292827,NEFT,2070.15,INR,RENT,IN,WEB,192.168.178.137,False,NONE
TXN000020871,ACCT100000054,2024-01-28 23:38:09.727419,NEFT,20703.57,AED,UTILITY,CN,BRANCH,192.168.163.230,False,NONE
TXN000020872,ACCT100002784,2022-04-26 05:49:36.996343,IMPS,32867.34,INR,TRANSFER,IN,BRANCH,192.168.133.139,False,NONE
TXN000020873,ACCT100005974,2024-01-02 05:03:40.891795,POS,13872.91,INR,SALARY,GB,BRANCH,192.168.205.63,False,NONE
TXN000020874,ACCT100011330,2022-08-31 21:52:21.972808,UPI,5563.36,AED,UTILITY,GB,WEB,,False,NONE
TXN000020875,ACCT100005538,2023-10-31 04:30:17.658630,SWIFT,3183.04,AED,INVESTMENT,AE,ATM,192.168.79.5,False,NONE
TXN000020876,ACCT100002721,2023-12-26 08:42:15.668510,POS,4432.37,INR,VENDOR_PAYMENT,IN,BRANCH,192.168.211.14,False,NONE
TXN000020877,ACCT100008836,2022-03-10 14:19:21.741367,NEFT,14184.39,USD,insurance,IN,MOBILE,192.168.43.214,False,NONE
TXN000020878,ACCT100004436,2023-01-05 12:44:31.126629,UPI,19147.22,INR,UTILITY,US,MOBILE,192.168.209.234,False,NONE
TXN000020879,ACCT100009412,2022-04-30 14:04:41.557707,IMPS,16563.22,USD,INSURANCE,AE,BRANCH,192.168.115.240,False,NONE
TXN000020880,ACCT100010975,2022-02-25 01:36:28.405350,SWIFT,5994.26,INR,RENT,IN,ATM,192.168.196.23,False,NONE
TXN000020881,ACCT100001332,2024-06-09 13:15:42.235897,UPI,4066.26,USD,GROCERY,SG,WEB,192.168.174.196,False,NONE
TXN000020882,ACCT100011614,2022-07-28 10:58:42.238170,CASH_DEPOSIT,1339.05,INR,VENDOR_PAYMENT,GB,MOBILE,192.168.105.228,False,NONE
TXN000020883,ACCT100007439,2022-05-30 21:19:50.597929,CASH_DEPOSIT,1757.04,INR,DIVIDEND,IN,ATM,192.168.33.173,False,NONE
TXN000020884,ACCT100000595,2023-03-27 21:24:01.551197,NEFT,2717.91,INR,LOAN_EMI,NG,BRANCH,192.168.43.41,False,NONE
TXN000020885,ACCT100006480,2023-08-02 13:17:22.867853,IMPS,1299.32,INR,GROCERY,US,WEB,192.168.249.154,False,NONE
TXN000020886,ACCT100009468,2024-03-23 11:42:10.907065,CASH_DEPOSIT,2857.33,INR,GROCERY,KY,WEB,192.168.38.247,False,NONE
TXN000020887,ACCT100006729,2023-03-24 23:15:28.775240,CHEQUE,740.57,AED,VENDOR_PAYMENT,IN,MOBILE,192.168.22.186,False,NONE
TXN000020888,ACCT100010174,2022-03-20 17:21:33.443715,NEFT,160189.75,USD,DIVIDEND,US,ATM,192.168.175.160,False,NONE
TXN000020889,ACCT100002357,2022-12-16 15:43:39.281625,CASH_WITHDRAWAL,35453.11,INR,GROCERY,VG,BRANCH,192.168.219.36,False,NONE
TXN000020890,ACCT100004978,2024-03-08 11:49:00.308612,UPI,38222.69,INR,UTILITY,KY,ATM,192.168.159.24,False,NONE
TXN000020891,ACCT100005621,2022-05-27 07:20:44.283653,CHEQUE,201.69,INR,,IN,BRANCH,192.168.254.18,False,NONE
TXN000020892,ACCT100002343,2022-05-28 15:04:18.755086,UPI,18040.18,USD,LOAN_EMI,SG,WEB,192.168.243.150,False,NONE
TXN000020893,ACCT100000078,2022-03-30 14:15:32.615129,UPI,1065.11,INR,UTILITY,US,WEB,192.168.0.125,False,NONE
TXN000020894,ACCT100002221,2022-09-18 20:51:47.070735,RTGS,5593.67,INR,DIVIDEND,US,ATM,192.168.8.2,False,NONE
TXN000020895,ACCT100008073,2022-01-09 03:59:39.300879,UPI,28305.36,INR,,SG,ATM,192.168.231.83,False,NONE
TXN000020896,ACCT100007118,2023-09-19 03:17:23.518869,RTGS,987.26,INR,LOAN_EMI,IN,ATM,192.168.164.19,False,NONE
TXN000020897,ACCT100002211,2023-05-03 05:00:46.725977,UPI,5477.88,USD,RENT,US,BRANCH,192.168.90.232,False,NONE
TXN000020898,ACCT100004714,2023-07-11 18:36:32.368391,RTGS,1494.67,INR, DIVIDEND ,GB,BRANCH,192.168.59.81,False,NONE
TXN000020899,ACCT100008060,2023-03-01 15:47:16.315903,NEFT,6145.63,INR,INVESTMENT,GB,BRANCH,192.168.78.25,False,NONE
TXN000020900,ACCT100007210,2023-06-16 02:09:01.163467,SWIFT,257756.62,USD,DIVIDEND,CN,ATM,192.168.195.103,False,NONE
TXN000020901,ACCT100005905,2023-05-19 13:58:45.604702,UPI,2612.88,INR,UTILITY,US,ATM,192.168.8.140,False,NONE
TXN000020902,ACCT100005754,2022-04-13 22:42:40.468523,NEFT,13768.16,INR,,IN,ATM,192.168.242.245,False,NONE
TXN000020903,ACCT100008887,2023-01-19 00:34:35.094213,NEFT,1123.56,INR,RENT,US,BRANCH,192.168.25.53,False,NONE
TXN000020904,ACCT100009360,2023-06-03 12:12:57.193019,INTERNAL_TRANSFER,47041.07,INR,SALARY,SG,ATM,,False,NONE
TXN000020905,ACCT100004566,2024-02-22 21:27:35.133453,CASH_WITHDRAWAL,14349.26,INR,SALARY,MY,BRANCH,192.168.99.172,False,NONE
TXN000020906,ACCT100009977,2022-06-06 19:59:14.267863,UPI,13936.88,INR, LOAN_EMI ,CN,MOBILE,192.168.101.92,False,NONE
TXN000020907,ACCT100007073,2023-12-20 06:48:36.981318,CASH_WITHDRAWAL,821.38,INR,grocery,IN,BRANCH,192.168.219.105,False,NONE
TXN000020908,ACCT100003658,2024-03-30 12:57:39.145617,UPI,28836.49,INR,TRANSFER,KY,MOBILE,192.168.116.140,False,NONE
TXN000020909,ACCT100001144,2023-05-21 08:48:35.657423,UPI,828.88,USD,INSURANCE,IN,ATM,192.168.124.239,False,NONE
TXN000020910,ACCT100002345,2022-12-24 23:31:53.971737,IMPS,11144.05,INR,LOAN_EMI,US,ATM,192.168.70.150,False,NONE
TXN000020911,ACCT100008376,2023-06-13 11:44:45.647187,IMPS,4488.05,USD,GROCERY,IN,MOBILE,192.168.109.112,False,NONE
TXN000020912,ACCT100006479,2023-04-14 03:43:58.818528,UPI,4226.05,USD,VENDOR_PAYMENT,MY,WEB,192.168.93.98,False,NONE
TXN000020913,ACCT100001586,2024-01-19 05:32:11.528791,IMPS,1171.97,INR,VENDOR_PAYMENT,IN,MOBILE,192.168.99.162,False,NONE
TXN000020914,ACCT100003929,2022-10-19 08:31:44.790055,SWIFT,2093.75,INR,DIVIDEND,VG,MOBILE,192.168.61.115,False,NONE
TXN000020915,ACCT100008660,2022-08-13 17:30:12.111926,CASH_DEPOSIT,619.91,INR,INSURANCE,IN,BRANCH,,False,NONE
TXN000020916,ACCT100003218,2024-05-19 13:18:54.323648,UPI,33761.93,INR,GROCERY,US,ATM,192.168.96.97,False,NONE
TXN000020917,ACCT100006313,2023-07-17 01:12:16.990949,CHEQUE,14651.85,INR,loan_emi,IN,MOBILE,192.168.96.60,False,NONE
TXN000020918,ACCT100002765,2024-04-23 10:33:09.623861,UPI,10503.69,INR,rent,IN,ATM,192.168.239.51,False,NONE
TXN000020919,ACCT100010557,2024-05-31 21:06:11.962797,CHEQUE,5453.33,USD,UTILITY,IN,BRANCH,192.168.140.169,False,NONE
TXN000020920,ACCT100001763,2022-01-10 04:13:25.752668,NEFT,1780.08,INR,VENDOR_PAYMENT,MY,BRANCH,192.168.34.75,False,NONE
TXN000020921,ACCT100009840,2023-10-02 16:43:48.314990,UPI,1155.94,USD,GROCERY,AE,ATM,192.168.96.21,False,NONE
TXN000020922,ACCT100004635,2023-04-20 15:47:11.078283,UPI,44531.55,USD,DIVIDEND,NG,MOBILE,192.168.157.189,False,NONE
TXN000020923,ACCT100006578,2022-08-27 11:25:41.530487,IMPS,255.68,INR,RENT,AE,ATM,192.168.168.128,False,NONE
TXN000020924,ACCT100003249,2023-06-26 06:01:04.323665,UPI,18581.25,INR,INVESTMENT,MY,WEB,192.168.229.70,False,NONE
TXN000020925,ACCT100010247,2023-12-28 19:02:16.883091,UPI,11475.14,INR,,IN,BRANCH,192.168.81.239,False,NONE
TXN000020926,ACCT100002507,2022-12-25 11:52:21.437249,IMPS,3344.63,INR,SALARY,KY,BRANCH,,False,NONE
TXN000020927,ACCT100000283,2024-01-25 14:32:07.403875,SWIFT,73953.6,USD,INVESTMENT,IN,BRANCH,192.168.30.194,False,NONE
TXN000020928,ACCT100004560,2023-04-21 20:28:49.077593,CASH_WITHDRAWAL,1763.16,AED,INSURANCE,GB,ATM,192.168.4.100,False,NONE
TXN000020929,ACCT100008637,2024-01-05 23:40:46.671187,IMPS,36949.3,USD,INSURANCE,IN,WEB,192.168.167.190,False,NONE
TXN000020930,ACCT100009636,2023-08-14 07:28:38.518330,UPI,4493.48,INR,GROCERY,IN,MOBILE,192.168.24.69,False,NONE
TXN000020931,ACCT100009570,2023-03-01 10:44:53.067306,UPI,11533.02,INR,UTILITY,IN,MOBILE,192.168.30.194,False,NONE
TXN000020932,ACCT100007570,2022-10-29 07:02:53.567161,UPI,57535.4,INR,SALARY,AE,WEB,192.168.223.1,False,NONE
TXN000020933,ACCT100005825,2023-08-22 22:11:38.384807,IMPS,705.51,AED,DIVIDEND,GB,ATM,192.168.117.194,False,NONE
TXN000020934,ACCT100009174,2023-04-21 04:56:26.082718,CASH_WITHDRAWAL,41794.65,INR,TRANSFER,US,ATM,192.168.0.252,False,NONE
TXN000020935,ACCT100011318,2023-05-29 23:51:28.599467,UPI,98032.83,AED,INSURANCE,AE,WEB,192.168.64.241,False,NONE
TXN000020936,ACCT100000605,2023-06-07 13:07:22.390564,RTGS,30357.5,INR,,IN,WEB,192.168.157.124,False,NONE
TXN000020937,ACCT100010834,2024-01-14 04:40:54.265737,UPI,8295.14,USD,,IN,ATM,192.168.58.253,False,NONE
TXN000020938,ACCT100009788,2023-01-22 12:45:09.908377,IMPS,1107.74,USD,SALARY,SG,WEB,192.168.73.177,False,NONE
TXN000020939,ACCT100010495,2022-12-03 10:58:37.534771,CASH_DEPOSIT,302.3,INR,TRANSFER,AE,WEB,192.168.13.100,False,NONE
TXN000020940,ACCT100007949,2022-06-20 04:52:25.162416,UPI,2420.61,USD,DIVIDEND,US,WEB,,False,NONE
TXN000020941,ACCT100001187,2023-11-12 23:13:06.942845,NEFT,29141.13,INR,INSURANCE,IN,BRANCH,192.168.37.91,False,NONE
TXN000020942,ACCT100006490,2022-04-26 13:23:03.314192,UPI,6470.14,USD,DIVIDEND,IN,WEB,192.168.163.4,False,NONE
TXN000020943,ACCT100010779,2022-08-27 03:39:02.089545,NEFT,710.21,USD,,AE,MOBILE,192.168.171.156,False,NONE
TXN000020944,ACCT100002715,2022-03-17 18:03:06.187804,CASH_WITHDRAWAL,60489.19,INR,SALARY,US,BRANCH,192.168.198.187,False,NONE
TXN000020945,ACCT100009098,2022-10-31 19:34:40.256448,CASH_DEPOSIT,464.51,USD,INVESTMENT,SG,WEB,,False,NONE
TXN000020946,ACCT100009042,2022-11-25 11:50:50.707974,NEFT,1908.71,AED,TRANSFER,SG,WEB,192.168.96.207,False,NONE
TXN000020947,ACCT100002241,2022-01-30 04:55:54.134208,SWIFT,24915.81,INR,UTILITY,AE,WEB,192.168.220.10,False,NONE
TXN000020948,ACCT100000900,2023-05-29 22:18:49.422696,NEFT,8750.11,INR,,IN,ATM,192.168.6.128,False,NONE
TXN000020949,ACCT100000658,2024-03-10 05:47:17.357254,IMPS,22980.0,INR,TRANSFER,US,MOBILE,192.168.72.201,False,NONE
TXN000020950,ACCT100010354,2022-02-04 22:52:43.008673,CASH_DEPOSIT,1426.72,INR,INVESTMENT,IN,BRANCH,192.168.164.165,False,NONE
TXN000020951,ACCT100011698,2022-10-28 11:55:56.198427,RTGS,3881.88,USD,GROCERY,IN,WEB,192.168.56.122,False,NONE
TXN000020952,ACCT100000195,2024-01-07 21:49:06.006078,UPI,5865.36,USD,loan_emi,AE,WEB,192.168.198.61,False,NONE
TXN000020953,ACCT100001134,2022-11-18 23:05:06.438523,NEFT,14894.64,INR,LOAN_EMI,US,MOBILE,192.168.114.207,False,NONE
TXN000020954,ACCT100004242,2022-11-08 22:21:08.460318,IMPS,535.68,INR,RENT,GB,MOBILE,192.168.240.240,False,NONE
TXN000020955,ACCT100007975,2023-07-19 01:55:54.073939,UPI,7007.92,INR,INSURANCE,SG,BRANCH,192.168.238.62,False,NONE
TXN000020956,ACCT100004009,2022-03-08 05:38:21.168678,SWIFT,9042.83,INR,LOAN_EMI,SG,ATM,192.168.211.57,False,NONE
TXN000020957,ACCT100004995,2023-11-12 10:45:49.356295,IMPS,358.46,USD,RENT,IN,ATM,192.168.38.114,False,NONE
TXN000020958,ACCT100006201,2022-01-11 00:12:08.129068,INTERNAL_TRANSFER,48498.12,INR,DIVIDEND,IN,WEB,192.168.180.36,False,NONE
TXN000020959,ACCT100011092,2023-12-25 03:23:03.363644,INTERNAL_TRANSFER,286.55,USD,INSURANCE,AE,ATM,192.168.48.7,False,NONE
TXN000020960,ACCT100000993,2022-02-25 05:09:16.405992,NEFT,7275.42,USD,INSURANCE,AE,MOBILE,192.168.76.175,False,NONE
TXN000020961,ACCT100011020,2023-12-15 09:01:24.613189,UPI,10666.32,INR,INSURANCE,CN,ATM,192.168.181.220,False,NONE
TXN000020962,ACCT100006660,2024-06-21 11:53:37.757941,NEFT,10672.13,INR,RENT,IN,ATM,192.168.180.96,False,NONE
TXN000020963,ACCT100003818,2024-02-08 20:34:51.323120,NEFT,3115.57,INR,TRANSFER,IN,BRANCH,192.168.173.69,False,NONE
TXN000020964,ACCT100009133,2023-03-29 11:13:03.817311,UPI,4291.94,INR,,IN,ATM,192.168.166.173,False,NONE
TXN000020965,ACCT100003870,2022-09-28 13:11:28.040061,RTGS,7034.76,INR,UTILITY,US,ATM,192.168.221.67,False,NONE
TXN000020966,ACCT100010004,2023-08-26 13:31:24.585526,RTGS,8999.52,INR,INVESTMENT,SG,BRANCH,192.168.133.19,False,NONE
TXN000020967,ACCT100009746,2022-04-01 00:04:51.130577,NEFT,7905.32,USD,INVESTMENT,SG,BRANCH,,False,NONE
TXN000020968,ACCT100009387,2022-09-03 22:48:04.770431,CASH_DEPOSIT,10021.94,INR,INVESTMENT,GB,BRANCH,192.168.98.236,False,NONE
TXN000020969,ACCT100008522,2024-04-09 19:41:43.952985,RTGS,634.82,INR,,MY,MOBILE,192.168.202.224,False,NONE
TXN000020970,ACCT100001696,2022-10-31 00:11:21.717110,RTGS,1060.66,INR,UTILITY,US,WEB,192.168.142.173,False,NONE
TXN000020971,ACCT100006907,2023-09-06 19:07:19.472629,NEFT,991.89,AED,DIVIDEND,IN,BRANCH,192.168.85.97,False,NONE
TXN000020972,ACCT100003514,2023-04-19 05:57:40.897230,CHEQUE,34299.14,AED,INVESTMENT,US,WEB,192.168.0.75,False,NONE
TXN000020973,ACCT100006429,2023-04-10 13:18:47.195457,NEFT,4757.01,INR,VENDOR_PAYMENT,IN,BRANCH,192.168.105.139,False,NONE
TXN000020974,ACCT100007532,2022-01-15 19:34:56.057356,CASH_DEPOSIT,1476.42,INR,INVESTMENT,SG,WEB,192.168.172.22,False,NONE
TXN000020975,ACCT100007964,2023-10-30 20:13:41.688817,IMPS,4601.93,USD,INVESTMENT,IN,WEB,192.168.186.224,False,NONE
TXN000020976,ACCT100009416,2022-01-09 03:49:05.296426,NEFT,1011.98,INR,LOAN_EMI,KY,MOBILE,192.168.141.190,False,NONE
TXN000020977,ACCT100003481,2023-09-09 21:06:29.762005,NEFT,2012.71,INR,TRANSFER,IN,MOBILE,192.168.166.110,False,NONE
TXN000020978,ACCT100002502,2023-11-07 13:13:17.351603,CASH_WITHDRAWAL,6398.97,INR,RENT,GB,BRANCH,192.168.160.3,False,NONE
TXN000020979,ACCT100006653,2023-02-10 11:51:26.073850,IMPS,1962.62,USD,,AE,WEB,192.168.236.62,False,NONE
TXN000020980,ACCT100003684,2022-12-13 18:21:07.417480,UPI,835.83,INR,INSURANCE,IN,BRANCH,192.168.40.124,False,NONE
TXN000020981,ACCT100009682,2022-06-30 01:40:30.104870,UPI,9011.31,INR,DIVIDEND,AE,ATM,192.168.38.18,False,NONE
TXN000020982,ACCT100003147,2024-01-06 03:12:54.178040,NEFT,2488.77,INR,,IN,WEB,192.168.23.106,False,NONE
TXN000020983,ACCT100003702,2023-06-19 10:41:19.514295,CASH_DEPOSIT,7297.87,USD, INSURANCE ,US,ATM,192.168.2.162,False,NONE
TXN000020984,ACCT100010261,2024-03-13 18:25:29.320151,CASH_WITHDRAWAL,19601.16,INR,LOAN_EMI,US,MOBILE,192.168.177.106,False,NONE
TXN000020985,ACCT100006711,2023-02-16 11:27:35.347629,UPI,1415.44,USD,INVESTMENT,CN,BRANCH,192.168.80.39,False,NONE
TXN000020986,ACCT100008907,2024-03-16 01:51:50.034638,RTGS,8572.36,INR,DIVIDEND,IN,WEB,192.168.72.230,False,NONE
TXN000020987,ACCT100010970,2022-02-16 08:00:32.908121,RTGS,1364.58,INR,VENDOR_PAYMENT,IN,WEB,192.168.80.37,False,NONE
TXN000020988,ACCT100005070,2023-09-30 13:55:45.555333,NEFT,61740.49,USD,UTILITY,IN,MOBILE,192.168.180.118,False,NONE
TXN000020989,ACCT100011801,2023-04-02 05:22:28.106033,CASH_DEPOSIT,101242.92,USD,VENDOR_PAYMENT,US,WEB,192.168.181.94,False,NONE
TXN000020990,ACCT100001137,2022-05-26 21:11:58.040229,NEFT,5010.09,USD,GROCERY,GB,BRANCH,,False,NONE
TXN000020991,ACCT100005661,2023-09-10 04:59:00.099255,POS,4012.53,USD,LOAN_EMI,IN,BRANCH,192.168.5.2,False,NONE
TXN000020992,ACCT100007350,2023-05-08 00:17:29.241986,UPI,7590.51,USD,UTILITY,IN,MOBILE,192.168.95.147,False,NONE
TXN000020993,ACCT100005452,2022-12-15 02:53:44.586615,UPI,2142.86,USD,GROCERY,IN,ATM,,False,NONE
TXN000020994,ACCT100011984,2023-11-10 21:15:10.115030,UPI,85337.79,INR,TRANSFER,GB,WEB,192.168.57.181,False,NONE
TXN000020995,ACCT100009579,2022-12-08 07:30:11.228714,UPI,456.06,INR,RENT,AE,BRANCH,,False,NONE
TXN000020996,ACCT100005925,2023-06-10 10:39:02.803320,NEFT,2833.92,INR,,GB,WEB,192.168.39.188,False,NONE
TXN000020997,ACCT100006401,2024-03-19 19:52:00.563632,UPI,5630.32,USD,,AE,BRANCH,192.168.245.76,False,NONE
TXN000020998,ACCT100008531,2022-07-11 19:22:18.951773,NEFT,3552.64,INR,DIVIDEND,MY,MOBILE,192.168.135.201,False,NONE
TXN000020999,ACCT100010760,2022-07-20 10:16:35.416493,POS,24360.68,INR,LOAN_EMI,GB,WEB,192.168.100.132,False,NONE
TXN000021000,ACCT100006777,2022-01-08 13:19:15.730046,IMPS,8413.19,INR,TRANSFER,GB,MOBILE,192.168.7.42,False,NONE
TXN000021001,ACCT100007183,2023-08-10 23:38:45.984101,UPI,2300.68,INR,LOAN_EMI,NG,MOBILE,,False,NONE
TXN000021002,ACCT100009804,2024-04-14 10:31:16.336683,IMPS,11479.08,AED,DIVIDEND,CN,MOBILE,192.168.83.197,False,NONE
