ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,IS_TRUE_POS
ALT00000777,TXN000112377,ACCT100001061,R002_SIGNAL,71,2022-11-28 08:09:19.070472,1
ALT00000778,TXN000112378,ACCT100004564,R003_SIGNAL,82,2023-11-28 17:57:32.957220,1
ALT00000779,TXN000112379,ACCT100007939,R005_SIGNAL,71,2023-04-11 21:34:01.046950,1
ALT00000780,TXN000112380,ACCT100000487,R005_SIGNAL,82,2022-04-01 17:43:42.686377,1
ALT00000781,TXN000112381,ACCT100002503,R003_SIGNAL,78,2022-10-03 19:22:59.128969,1
ALT00000782,TXN000112382,ACCT100008033,R005_SIGNAL,73,2023-04-05 20:49:57.165613,1
ALT00000783,TXN000112383,ACCT100001952,R002_SIGNAL,71,2022-12-16 11:41:01.050832,1
ALT00000784,TXN000112384,ACCT100009121,R002_SIGNAL,82,2023-08-24 17:21:45.698569,1
ALT00000785,TXN000112385,ACCT100007987,R003_SIGNAL,91,2023-11-28 00:20:22.276627,1
ALT00000786,TXN000112386,ACCT100004316,R003_SIGNAL,82,2023-03-27 15:55:36.754344,1
ALT00000787,TXN000112387,ACCT100009675,R002_SIGNAL,71,2022-02-11 02:28:11.410095,1
ALT00000788,TXN000112388,ACCT100001595,R004_SIGNAL,88,2023-01-26 01:01:55.315306,1
ALT00000789,TXN000112389,ACCT100009709,R003_SIGNAL,86,2022-03-19 09:09:58.071261,1
ALT00000790,TXN000112390,ACCT100005344,R002_SIGNAL,80,2022-02-04 01:13:27.554054,1
ALT00000791,TXN000112391,ACCT100009634,R002_SIGNAL,68,2022-01-21 06:10:39.984318,1
ALT00000792,TXN000112392,ACCT100001640,R002_SIGNAL,82,2023-09-22 09:02:58.993051,1
ALT00000793,TXN000112393,ACCT100007144,R004_SIGNAL,69,2022-07-03 19:15:02.220905,1
ALT00000794,TXN000112394,ACCT100004872,R004_SIGNAL,82,2024-06-26 13:31:20.235479,1
ALT00000795,TXN000112395,ACCT100005519,R002_SIGNAL,69,2022-09-07 00:51:03.131586,1
ALT00000796,TXN000112396,ACCT100010675,R004_SIGNAL,70,2024-01-21 10:13:42.231162,1
ALT00000797,TXN000112397,ACCT100008444,R005_SIGNAL,75,2023-02-17 21:23:24.816708,1
ALT00000798,TXN000112398,ACCT100004390,R005_SIGNAL,76,2024-05-03 18:07:48.738009,1
ALT00000799,TXN000112399,ACCT100003939,R003_SIGNAL,89,2022-05-18 01:56:02.785650,1
ALT00000800,TXN000112400,ACCT100006758,R002_SIGNAL,75,2022-09-01 04:15:41.623421,1
ALT00000801,TXN000112401,ACCT100000454,R003_SIGNAL,79,2022-08-12 17:30:20.293448,1
ALT00000802,TXN000112402,ACCT100002611,R002_SIGNAL,73,2022-09-06 10:34:27.730135,1
ALT00000803,TXN000112403,ACCT100000327,R002_SIGNAL,66,2022-02-20 09:40:31.777649,1
ALT00000804,TXN000112404,ACCT100005955,R002_SIGNAL,72,2023-09-04 21:26:17.568861,1
ALT00000805,TXN000112405,ACCT100010883,R002_SIGNAL,71,2024-01-26 04:51:11.964945,1
ALT00000806,TXN000112406,ACCT100009828,R002_SIGNAL,67,2022-04-22 09:27:38.471875,1
ALT00000807,TXN000112407,ACCT100002364,R003_SIGNAL,93,2022-04-08 07:22:53.707444,1
ALT00000808,TXN000112408,ACCT100008741,R002_SIGNAL,72,2022-12-08 08:32:59.217708,1
ALT00000809,TXN000112409,ACCT100005948,R003_SIGNAL,98,2023-03-09 22:14:56.455821,1
ALT00000810,TXN000112410,ACCT100004145,R002_SIGNAL,64,2023-05-19 12:50:34.360819,1
ALT00000811,TXN000112411,ACCT100000129,R003_SIGNAL,89,2024-04-08 19:37:43.976396,1
ALT00000812,TXN000112412,ACCT100007191,R003_SIGNAL,92,2023-07-30 03:53:43.767156,1
ALT00000813,TXN000112413,ACCT100007719,R002_SIGNAL,70,2023-11-03 08:29:56.960869,1
ALT00000814,TXN000112414,ACCT100001088,R003_SIGNAL,79,2022-11-17 12:59:13.782157,1
ALT00000815,TXN000112415,ACCT100010509,R002_SIGNAL,78,2023-08-08 11:46:43.210364,1
ALT00000816,TXN000112416,ACCT100009435,R003_SIGNAL,82,2022-03-16 21:55:17.660357,1
ALT00000817,TXN000112417,ACCT100007838,R004_SIGNAL,73,2024-03-06 18:19:54.359399,1
ALT00000818,TXN000112418,ACCT100001383,R004_SIGNAL,75,2023-01-13 14:32:59.375120,1
ALT00000819,TXN000112419,ACCT100010603,R002_SIGNAL,62,2023-07-12 12:50:13.502935,1
ALT00000820,TXN000112420,ACCT100007028,R003_SIGNAL,80,2023-07-01 22:59:12.012708,1
ALT00000821,TXN000112421,ACCT100011037,R005_SIGNAL,78,2023-03-27 04:04:27.821766,1
ALT00000822,TXN000112422,ACCT100003386,R005_SIGNAL,85,2023-07-01 16:12:36.158311,1
ALT00000823,TXN000112423,ACCT100004755,R005_SIGNAL,77,2024-06-08 06:03:58.153445,1
ALT00000824,TXN000112424,ACCT100002183,R005_SIGNAL,81,2024-03-04 21:14:24.511249,1
ALT00000825,TXN000112425,ACCT100001197,R005_SIGNAL,83,2022-03-28 19:11:21.423844,1
ALT00000826,TXN000112426,ACCT100010991,R004_SIGNAL,82,2024-05-31 03:04:33.729418,1
ALT00000827,TXN000112427,ACCT100010998,R005_SIGNAL,77,2022-12-04 21:23:02.842127,1
ALT00000828,TXN000112428,ACCT100007670,R003_SIGNAL,88,2022-05-01 04:17:19.263942,1
ALT00000829,TXN000112429,ACCT100000724,R002_SIGNAL,82,2024-06-10 10:17:13.148390,1
ALT00000830,TXN000112430,ACCT100004322,R004_SIGNAL,84,2023-04-16 23:05:26.880696,1
ALT00000831,TXN000112431,ACCT100000872,R003_SIGNAL,80,2022-06-22 02:32:45.234628,1
ALT00000832,TXN000112432,ACCT100001901,R003_SIGNAL,83,2024-06-25 15:05:27.300420,1
ALT00000833,TXN000112433,ACCT100011793,R005_SIGNAL,91,2024-02-29 17:26:56.485111,1
ALT00000834,TXN000112434,ACCT100009229,R003_SIGNAL,89,2024-03-22 14:31:04.203577,1
ALT00000835,TXN000112435,ACCT100008162,R002_SIGNAL,65,2023-09-09 15:55:40.065351,1
ALT00000836,TXN000112436,ACCT100001738,R004_SIGNAL,74,2024-02-02 11:40:10.878302,1
ALT00000837,TXN000112437,ACCT100010781,R004_SIGNAL,67,2022-01-06 06:55:42.266391,1
ALT00000838,TXN000112438,ACCT100010546,R003_SIGNAL,77,2022-09-15 18:30:23.292566,1
ALT00000839,TXN000112439,ACCT100006536,R005_SIGNAL,92,2022-03-23 06:00:47.372545,1
ALT00000840,TXN000112440,ACCT100007084,R003_SIGNAL,86,2023-11-02 09:28:59.927694,1
ALT00000841,TXN000112441,ACCT100008400,R002_SIGNAL,62,2022-07-02 01:59:06.869976,1
ALT00000842,TXN000112442,ACCT100006034,R005_SIGNAL,92,2023-07-14 05:36:18.782053,1
ALT00000843,TXN000112443,ACCT100011083,R004_SIGNAL,71,2022-07-24 06:34:09.704415,1
ALT00000844,TXN000112444,ACCT100004922,R005_SIGNAL,76,2022-05-16 09:08:00.100132,1
ALT00000845,TXN000112445,ACCT100001254,R002_SIGNAL,84,2024-04-15 15:53:28.346682,1
ALT00000846,TXN000112446,ACCT100004152,R005_SIGNAL,71,2022-11-20 19:43:32.683697,1
ALT00000847,TXN000112447,ACCT100006439,R005_SIGNAL,79,2022-02-11 05:32:11.668918,1
ALT00000848,TXN000112448,ACCT100010221,R005_SIGNAL,87,2024-01-06 22:29:02.659403,1
ALT00000849,TXN000112449,ACCT100007108,R004_SIGNAL,87,2023-05-02 19:35:48.945085,1
ALT00000850,TXN000112450,ACCT100010777,R005_SIGNAL,84,2024-05-29 20:20:04.014450,1
ALT00000851,TXN000112451,ACCT100002050,R005_SIGNAL,94,2022-05-04 02:07:52.829445,1
ALT00000852,TXN000112452,ACCT100007140,R005_SIGNAL,90,2024-02-07 03:26:57.896895,1
ALT00000853,TXN000112453,ACCT100000358,R005_SIGNAL,72,2022-04-17 02:15:20.270627,1
ALT00000854,TXN000112454,ACCT100009589,R002_SIGNAL,60,2022-08-10 00:51:16.705368,1
ALT00000855,TXN000112455,ACCT100006811,R002_SIGNAL,71,2024-02-13 02:08:45.350065,1
ALT00000856,TXN000112456,ACCT100009684,R005_SIGNAL,91,2023-10-23 02:57:52.361230,1
ALT00000857,TXN000112457,ACCT100009444,R002_SIGNAL,73,2022-10-15 17:44:51.665207,1
ALT00000858,TXN000112458,ACCT100007346,R005_SIGNAL,87,2023-09-28 10:27:20.608810,1
ALT00000859,TXN000112459,ACCT100009629,R005_SIGNAL,94,2024-04-08 03:54:35.462587,1
ALT00000860,TXN000112460,ACCT100006830,R004_SIGNAL,71,2024-01-29 22:28:38.733850,1
ALT00000861,TXN000112461,ACCT100011317,R003_SIGNAL,92,2023-11-14 13:41:45.798961,1
ALT00000862,TXN000112462,ACCT100008090,R005_SIGNAL,78,2022-10-04 15:02:41.990079,1
ALT00000863,TXN000112463,ACCT100011091,R004_SIGNAL,71,2022-05-25 11:44:59.600564,1
ALT00000864,TXN000112464,ACCT100001978,R005_SIGNAL,72,2023-05-27 23:09:44.620597,1
ALT00000865,TXN000112465,ACCT100011308,R004_SIGNAL,83,2024-03-06 22:28:56.088871,1
ALT00000866,TXN000112466,ACCT100001735,R005_SIGNAL,78,2023-12-14 02:02:52.711235,1
ALT00000867,TXN000112467,ACCT100010321,R002_SIGNAL,60,2022-04-18 13:14:58.747105,1
ALT00000868,TXN000112468,ACCT100001627,R005_SIGNAL,87,2022-05-21 13:31:18.818001,1
ALT00000869,TXN000112469,ACCT100004020,R005_SIGNAL,76,2024-01-31 12:21:34.268502,1
ALT00000870,TXN000112470,ACCT100011718,R004_SIGNAL,83,2023-11-19 15:56:08.614887,1
ALT00000871,TXN000112471,ACCT100007026,R005_SIGNAL,85,2023-01-12 14:47:00.713342,1
ALT00000872,TXN000112472,ACCT100002386,R002_SIGNAL,70,2023-12-03 14:36:01.046832,1
ALT00000873,TXN000112473,ACCT100002693,R004_SIGNAL,67,2023-01-31 10:33:22.700971,1
ALT00000874,TXN000112474,ACCT100006587,R004_SIGNAL,77,2024-03-17 22:45:22.467432,1
ALT00000875,TXN000112475,ACCT100010001,R004_SIGNAL,78,2024-04-18 12:43:54.248623,1
ALT00000876,TXN000112476,ACCT100003233,R004_SIGNAL,72,2024-03-13 13:37:49.644088,1
ALT00000877,TXN000112477,ACCT100004652,R003_SIGNAL,98,2022-07-14 17:05:29.224779,1
ALT00000878,TXN000112478,ACCT100009708,R003_SIGNAL,99,2022-08-24 16:00:07.559019,1
ALT00000879,TXN000112479,ACCT100004256,R002_SIGNAL,82,2023-07-26 04:29:56.884560,1
ALT00000880,TXN000112480,ACCT100005554,R002_SIGNAL,79,2024-06-14 11:13:51.955201,1
ALT00000881,TXN000112481,ACCT100010927,R004_SIGNAL,68,2023-12-16 22:37:56.792610,1
ALT00000882,TXN000112482,ACCT100009542,R003_SIGNAL,84,2022-06-25 10:01:41.719200,1
ALT00000883,TXN000112483,ACCT100001512,R005_SIGNAL,92,2022-02-26 15:48:08.843440,1
ALT00000884,TXN000112484,ACCT100006599,R004_SIGNAL,83,2023-06-20 21:16:03.026904,1
ALT00000885,TXN000112485,ACCT100011989,R005_SIGNAL,82,2024-06-05 15:37:46.459847,1
ALT00000886,TXN000112486,ACCT100008670,R005_SIGNAL,78,2022-04-18 13:13:24.813550,1
ALT00000887,TXN000112487,ACCT100009857,R004_SIGNAL,74,2024-02-16 11:04:34.823590,1
ALT00000888,TXN000112488,ACCT100006136,R003_SIGNAL,81,2022-10-04 06:28:42.413875,1
ALT00000889,TXN000112489,ACCT100003533,R004_SIGNAL,72,2022-06-16 18:47:54.357033,1
ALT00000890,TXN000112490,ACCT100007884,R002_SIGNAL,73,2023-06-07 01:21:50.338372,1
ALT00000891,TXN000112491,ACCT100010428,R003_SIGNAL,92,2023-02-24 21:54:29.887805,1
ALT00000892,TXN000112492,ACCT100005555,R005_SIGNAL,71,2023-05-08 20:18:09.619566,1
ALT00000893,TXN000112493,ACCT100010324,R003_SIGNAL,86,2023-12-27 07:12:56.150344,1
ALT00000894,TXN000112494,ACCT100008549,R002_SIGNAL,68,2022-06-22 12:57:04.912750,1
ALT00000895,TXN000112495,ACCT100003372,R002_SIGNAL,68,2022-08-12 10:56:53.830135,1
ALT00000896,TXN000112496,ACCT100009649,R004_SIGNAL,73,2022-02-10 23:31:20.610723,1
ALT00000897,TXN000112497,ACCT100005200,R005_SIGNAL,75,2022-12-15 00:17:17.304397,1
ALT00000898,TXN000112498,ACCT100002527,R003_SIGNAL,96,2022-10-07 11:44:55.645008,1
ALT00000899,TXN000112499,ACCT100004883,R002_SIGNAL,69,2022-12-22 05:38:30.647078,1
ALT00000900,TXN000112500,ACCT100003319,R002_SIGNAL,76,2022-08-07 07:06:59.314795,1
ALT00000901,TXN000112501,ACCT100000994,R002_SIGNAL,76,2022-10-18 00:06:28.965875,1
ALT00000902,TXN000112502,ACCT100004410,R003_SIGNAL,94,2023-05-20 18:18:05.594096,1
ALT00000903,TXN000112503,ACCT100003334,R005_SIGNAL,85,2023-12-15 04:55:22.905128,1
ALT00000904,TXN000112504,ACCT100007402,R005_SIGNAL,81,2022-02-08 01:44:31.318975,1
ALT00000905,TXN000112505,ACCT100004478,R002_SIGNAL,63,2023-06-29 15:46:49.867719,1
ALT00000906,TXN000112506,ACCT100002645,R004_SIGNAL,84,2023-11-05 09:29:45.320949,1
ALT00000907,TXN000112507,ACCT100011880,R002_SIGNAL,75,2023-05-22 22:51:31.096711,1
ALT00000908,TXN000112508,ACCT100011596,R004_SIGNAL,69,2023-02-17 10:13:41.252520,1
ALT00000909,TXN000112509,ACCT100011336,R004_SIGNAL,78,2022-05-02 19:46:46.866016,1
ALT00000910,TXN000112510,ACCT100006770,R002_SIGNAL,65,2023-05-22 07:48:24.734681,1
ALT00000911,TXN000112511,ACCT100000508,R002_SIGNAL,61,2024-03-24 03:11:54.346737,1
ALT00000912,TXN000112512,ACCT100006337,R005_SIGNAL,85,2022-06-11 10:00:31.066500,1
ALT00000913,TXN000112513,ACCT100007284,R004_SIGNAL,71,2022-01-09 12:43:09.304680,1
ALT00000914,TXN000112514,ACCT100003839,R004_SIGNAL,85,2024-06-11 21:19:28.005162,1
ALT00000915,TXN000112515,ACCT100001818,R003_SIGNAL,75,2024-03-03 11:50:54.627083,1
ALT00000916,TXN000112516,ACCT100001066,R003_SIGNAL,87,2022-04-27 02:08:57.923359,1
ALT00000917,TXN000112517,ACCT100010068,R002_SIGNAL,74,2022-08-19 09:51:58.765204,1
ALT00000918,TXN000112518,ACCT100007087,R002_SIGNAL,78,2024-02-09 04:41:01.429229,1
ALT00000919,TXN000112519,ACCT100000713,R004_SIGNAL,69,2024-03-16 03:27:23.704483,1
ALT00000920,TXN000112520,ACCT100003189,R002_SIGNAL,74,2022-11-01 22:00:28.606850,1
ALT00000921,TXN000112521,ACCT100003226,R002_SIGNAL,78,2022-05-30 20:13:30.581325,1
ALT00000922,TXN000112522,ACCT100010262,R005_SIGNAL,71,2024-05-01 20:10:09.719249,1
ALT00000923,TXN000112523,ACCT100005466,R004_SIGNAL,67,2023-04-19 10:10:30.636114,1
ALT00000924,TXN000112524,ACCT100009486,R002_SIGNAL,68,2022-04-24 17:12:13.694837,1
ALT00000925,TXN000112525,ACCT100001016,R002_SIGNAL,67,2024-04-17 07:32:51.301086,1
ALT00000926,TXN000112526,ACCT100009163,R002_SIGNAL,72,2022-02-17 13:22:10.294348,1
ALT00000927,TXN000112527,ACCT100006291,R002_SIGNAL,75,2023-02-27 21:28:03.402912,1
ALT00000928,TXN000112528,ACCT100008475,R002_SIGNAL,75,2022-10-26 23:37:34.958974,1
ALT00000929,TXN000112529,ACCT100010443,R003_SIGNAL,77,2023-04-09 14:32:45.674350,1
ALT00000930,TXN000112530,ACCT100000992,R003_SIGNAL,90,2022-04-27 07:36:42.985336,1
ALT00000931,TXN000112531,ACCT100009885,R003_SIGNAL,88,2022-11-09 09:10:21.001441,1
ALT00000932,TXN000112532,ACCT100000895,R003_SIGNAL,89,2023-01-20 11:56:41.186653,1
ALT00000933,TXN000112533,ACCT100009827,R003_SIGNAL,91,2023-09-23 18:56:10.247774,1
ALT00000934,TXN000112534,ACCT100001718,R004_SIGNAL,83,2023-02-18 20:51:39.535932,1
ALT00000935,TXN000112535,ACCT100011358,R002_SIGNAL,60,2022-07-29 18:42:39.452472,1
ALT00000936,TXN000112536,ACCT100000111,R005_SIGNAL,94,2022-11-27 12:38:02.685192,1
ALT00000937,TXN000112537,ACCT100003186,R004_SIGNAL,75,2023-07-30 03:29:57.120527,1
ALT00000938,TXN000112538,ACCT100004293,R003_SIGNAL,87,2023-10-17 20:38:42.137544,1
ALT00000939,TXN000112539,ACCT100004290,R002_SIGNAL,68,2024-04-09 14:25:43.129682,1
ALT00000940,TXN000112540,ACCT100003445,R002_SIGNAL,74,2022-10-05 22:06:08.904549,1
ALT00000941,TXN000112541,ACCT100002367,R002_SIGNAL,83,2024-03-15 03:51:30.043126,1
ALT00000942,TXN000112542,ACCT100009824,R004_SIGNAL,89,2023-01-27 07:27:58.171511,1
ALT00000943,TXN000112543,ACCT100005369,R004_SIGNAL,82,2022-08-14 04:09:39.301906,1
ALT00000944,TXN000112544,ACCT100010871,R002_SIGNAL,73,2023-07-15 03:52:38.297960,1
ALT00000945,TXN000112545,ACCT100008610,R005_SIGNAL,74,2023-09-25 16:45:34.223882,1
ALT00000946,TXN000112546,ACCT100010646,R005_SIGNAL,71,2022-02-03 08:19:13.888309,1
ALT00000947,TXN000112547,ACCT100009362,R003_SIGNAL,99,2022-05-24 05:13:29.742104,1
ALT00000948,TXN000112548,ACCT100007283,R002_SIGNAL,69,2023-04-18 15:29:46.442797,1
ALT00000949,TXN000112549,ACCT100006022,R005_SIGNAL,70,2024-01-03 21:41:08.265034,1
ALT00000950,TXN000112550,ACCT100005884,R003_SIGNAL,95,2024-04-01 05:52:04.537736,1
ALT00000951,TXN000112551,ACCT100001613,R004_SIGNAL,72,2022-04-19 00:48:19.616217,1
ALT00000952,TXN000112552,ACCT100004960,R004_SIGNAL,89,2023-11-10 21:18:03.172547,1
ALT00000953,TXN000112553,ACCT100004907,R004_SIGNAL,84,2022-09-14 18:15:53.960546,1
ALT00000954,TXN000112554,ACCT100003718,R003_SIGNAL,98,2023-10-21 23:00:57.243574,1
ALT00000955,TXN000112555,ACCT100005130,R005_SIGNAL,94,2024-02-10 12:36:27.591516,1
ALT00000956,TXN000112556,ACCT100006140,R005_SIGNAL,90,2022-05-07 14:00:27.832603,1
ALT00000957,TXN000112557,ACCT100003695,R004_SIGNAL,82,2023-01-17 20:14:12.886568,1
ALT00000958,TXN000112558,ACCT100000528,R002_SIGNAL,78,2024-04-20 01:45:38.093002,1
ALT00000959,TXN000112559,ACCT100001044,R005_SIGNAL,79,2023-05-02 22:06:07.407515,1
ALT00000960,TXN000112560,ACCT100002809,R004_SIGNAL,76,2022-04-06 00:42:11.920651,1
ALT00000961,TXN000112561,ACCT100004651,R003_SIGNAL,75,2022-07-07 13:37:45.005113,1
ALT00000962,TXN000112562,ACCT100000181,R004_SIGNAL,66,2022-06-06 12:47:50.903077,1
ALT00000963,TXN000112563,ACCT100008790,R002_SIGNAL,82,2023-01-17 04:11:10.577157,1
ALT00000964,TXN000112564,ACCT100002602,R003_SIGNAL,90,2023-07-04 23:30:12.190044,1
ALT00000965,TXN000112565,ACCT100007303,R003_SIGNAL,97,2022-02-28 06:38:27.668478,1
ALT00000966,TXN000112566,ACCT100000641,R005_SIGNAL,93,2023-11-03 16:07:26.770402,1
ALT00000967,TXN000112567,ACCT100010121,R003_SIGNAL,81,2023-10-30 23:38:44.832744,1
ALT00000968,TXN000112568,ACCT100002588,R002_SIGNAL,83,2022-09-07 09:50:40.275126,1
ALT00000969,TXN000112569,ACCT100001987,R005_SIGNAL,93,2024-06-25 17:35:50.515954,1
ALT00000970,TXN000112570,ACCT100008292,R005_SIGNAL,84,2022-02-10 15:54:11.707028,1
ALT00000971,TXN000112571,ACCT100000619,R005_SIGNAL,70,2022-01-10 18:45:42.010025,1
ALT00000972,TXN000112572,ACCT100010765,R005_SIGNAL,81,2022-08-09 17:30:26.884579,1
ALT00000973,TXN000112573,ACCT100009945,R003_SIGNAL,77,2022-04-02 13:39:45.384047,1
ALT00000974,TXN000112574,ACCT100002515,R002_SIGNAL,78,2023-02-06 10:32:46.723677,1
ALT00000975,TXN000112575,ACCT100010503,R002_SIGNAL,78,2023-08-27 13:46:23.846058,1
ALT00000976,TXN000112576,ACCT100000077,R002_SIGNAL,72,2022-02-14 08:00:17.595076,1
ALT00000977,TXN000112577,ACCT100006909,R003_SIGNAL,82,2022-01-26 10:58:16.787252,1
ALT00000978,TXN000112578,ACCT100011863,R002_SIGNAL,77,2022-06-02 04:19:16.265392,1
ALT00000979,TXN000112579,ACCT100006473,R003_SIGNAL,97,2024-05-05 08:37:02.844757,1
ALT00000980,TXN000112580,ACCT100000197,R003_SIGNAL,97,2022-12-21 13:10:37.647878,1
ALT00000981,TXN000112581,ACCT100006736,R002_SIGNAL,70,2022-10-02 16:44:41.324680,1
ALT00000982,TXN000112582,ACCT100005315,R002_SIGNAL,77,2024-06-13 01:40:37.650600,1
ALT00000983,TXN000112583,ACCT100001107,R004_SIGNAL,87,2022-11-02 06:44:25.760687,1
ALT00000984,TXN000112584,ACCT100003812,R003_SIGNAL,81,2022-01-20 07:48:33.595565,1
ALT00000985,TXN000112585,ACCT100001301,R005_SIGNAL,85,2022-02-24 14:09:24.602624,1
ALT00000986,TXN000112586,ACCT100011884,R003_SIGNAL,88,2023-06-29 20:18:57.325654,1
ALT00000987,TXN000112587,ACCT100008534,R004_SIGNAL,82,2023-12-23 07:28:22.509361,1
ALT00000988,TXN000112588,ACCT100003970,R004_SIGNAL,71,2022-07-07 11:59:32.653900,1
ALT00000989,TXN000112589,ACCT100007248,R005_SIGNAL,81,2023-07-28 17:33:53.497778,1
ALT00000990,TXN000112590,ACCT100001504,R003_SIGNAL,90,2022-06-08 05:14:53.628286,1
ALT00000991,TXN000112591,ACCT100004013,R005_SIGNAL,73,2023-01-22 06:42:09.968161,1
ALT00000992,TXN000112592,ACCT100001311,R003_SIGNAL,91,2024-05-16 08:57:08.773569,1
ALT00000993,TXN000112593,ACCT100002554,R005_SIGNAL,90,2024-01-17 15:49:03.559732,1
ALT00000994,TXN000112594,ACCT100009752,R002_SIGNAL,71,2023-05-05 09:17:24.304905,1
ALT00000995,TXN000112595,ACCT100004641,R004_SIGNAL,82,2022-12-08 18:12:41.371923,1
ALT00000996,TXN000112596,ACCT100000069,R005_SIGNAL,82,2022-01-12 16:36:30.702346,1
ALT00000997,TXN000112597,ACCT100006293,R005_SIGNAL,81,2023-03-22 23:32:44.030867,1
ALT00000998,TXN000112598,ACCT100006305,R002_SIGNAL,72,2024-04-29 04:04:50.414316,1
ALT00000999,TXN000112599,ACCT100011411,R005_SIGNAL,90,2022-02-22 13:39:13.522309,1
ALT00001000,TXN000112600,ACCT100010338,R002_SIGNAL,73,2023-10-06 16:12:17.994076,1
ALT00001001,TXN000112601,ACCT100004167,R005_SIGNAL,80,2022-08-14 09:28:38.033768,1
ALT00001002,TXN000112602,ACCT100006516,R002_SIGNAL,79,2023-10-06 05:30:34.169621,1
ALT00001003,TXN000112603,ACCT100004144,R005_SIGNAL,71,2023-09-23 06:19:11.180284,1
ALT00001004,TXN000112604,ACCT100001791,R005_SIGNAL,70,2023-08-03 13:26:41.843537,1
ALT00001005,TXN000112605,ACCT100011453,R003_SIGNAL,86,2022-10-08 16:18:21.221798,1
ALT00001006,TXN000112606,ACCT100007061,R005_SIGNAL,82,2022-06-05 10:44:50.553497,1
ALT00001007,TXN000112607,ACCT100007384,R003_SIGNAL,77,2023-06-01 14:54:08.717024,1
ALT00001008,TXN000112608,ACCT100007221,R003_SIGNAL,77,2023-07-26 01:10:20.881852,1
ALT00001009,TXN000112609,ACCT100002043,R002_SIGNAL,71,2022-09-10 03:07:43.692061,1
ALT00001010,TXN000112610,ACCT100001001,R002_SIGNAL,68,2022-08-31 09:35:22.277856,1
ALT00001011,TXN000112611,ACCT100006155,R003_SIGNAL,77,2023-07-04 07:39:40.458433,1
ALT00001012,TXN000112612,ACCT100007037,R004_SIGNAL,84,2022-11-03 14:20:00.961094,1
ALT00001013,TXN000112613,ACCT100006201,R004_SIGNAL,71,2023-07-11 10:43:45.308513,1
ALT00001014,TXN000112614,ACCT100000421,R005_SIGNAL,76,2023-07-03 08:08:32.040540,1
ALT00001015,TXN000112615,ACCT100000052,R005_SIGNAL,79,2024-06-17 09:52:12.897131,1
ALT00001016,TXN000112616,ACCT100011108,R002_SIGNAL,61,2023-02-09 18:18:35.518566,1
ALT00001017,TXN000112617,ACCT100010787,R005_SIGNAL,81,2024-02-20 19:38:03.858004,1
ALT00001018,TXN000112618,ACCT100009370,R003_SIGNAL,87,2023-12-17 00:13:17.521514,1
ALT00001019,TXN000112619,ACCT100011028,R002_SIGNAL,66,2024-06-26 15:12:24.578159,1
ALT00001020,TXN000112620,ACCT100010857,R002_SIGNAL,66,2023-05-08 13:09:47.321459,1
ALT00001021,TXN000112621,ACCT100005350,R002_SIGNAL,79,2024-04-02 07:30:25.978606,1
ALT00001022,TXN000112622,ACCT100008758,R002_SIGNAL,72,2023-08-01 03:53:51.504083,1
ALT00001023,TXN000112623,ACCT100006177,R002_SIGNAL,73,2024-04-09 03:53:38.534039,1
ALT00001024,TXN000112624,ACCT100004768,R003_SIGNAL,94,2022-03-21 21:02:34.684155,1
ALT00001025,TXN000112625,ACCT100006026,R002_SIGNAL,75,2022-04-27 01:51:19.750618,1
ALT00001026,TXN000112626,ACCT100008776,R002_SIGNAL,67,2022-06-22 23:02:53.580589,1
ALT00001027,TXN000112627,ACCT100009680,R003_SIGNAL,99,2022-07-22 08:54:10.826661,1
ALT00001028,TXN000112628,ACCT100008190,R004_SIGNAL,67,2023-09-12 11:06:10.375655,1
ALT00001029,TXN000112629,ACCT100008231,R004_SIGNAL,84,2024-06-21 04:41:12.798002,1
ALT00001030,TXN000112630,ACCT100000964,R003_SIGNAL,97,2024-06-12 19:42:21.864317,1
ALT00001031,TXN000112631,ACCT100007988,R002_SIGNAL,61,2023-10-25 15:46:27.845309,1
ALT00001032,TXN000112632,ACCT100005707,R005_SIGNAL,75,2023-11-22 06:39:46.591300,1
ALT00001033,TXN000112633,ACCT100006452,R003_SIGNAL,95,2022-03-30 15:47:42.021894,1
ALT00001034,TXN000112634,ACCT100011403,R003_SIGNAL,91,2023-03-16 12:06:20.605572,1
ALT00001035,TXN000112635,ACCT100011895,R002_SIGNAL,71,2024-02-19 22:40:23.852707,1
ALT00001036,TXN000112636,ACCT100005826,R003_SIGNAL,98,2024-06-06 11:00:25.660394,1
ALT00001037,TXN000112637,ACCT100004015,R005_SIGNAL,81,2022-01-31 23:13:09.075141,1
ALT00001038,TXN000112638,ACCT100007597,R005_SIGNAL,70,2024-02-27 22:04:53.546776,1
ALT00001039,TXN000112639,ACCT100001354,R002_SIGNAL,65,2022-04-22 04:32:07.347000,1
ALT00001040,TXN000112640,ACCT100009714,R005_SIGNAL,83,2022-06-14 23:29:45.345775,1
ALT00001041,TXN000112641,ACCT100011695,R003_SIGNAL,87,2024-04-07 23:45:49.541993,1
ALT00001042,TXN000112642,ACCT100008831,R005_SIGNAL,78,2023-10-13 05:24:39.069369,1
ALT00001043,TXN000112643,ACCT100005150,R003_SIGNAL,91,2022-04-23 02:15:45.034499,1
