ACCOUNT_ID,customer_id,account_type,account_currency,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,customer_account_age_days,customer_kyc_age_days,customer_age_years,customer_address_change_count_12m,customer_phone_change_count_12m,account_txn_velocity_1h,account_txn_velocity_24h,account_pass_through_ratio_1d,account_pass_through_ratio_7d,account_pass_through_ratio_30d,account_incoming_txn_spike_score,account_outgoing_txn_spike_score,account_dormancy_days,account_dormant_reactivation_flag,account_unique_beneficiary_count_7d,account_unique_beneficiary_count_30d,upi_transaction_velocity_score,upi_transaction_entropy_score,upi_failed_transaction_ratio,upi_reversal_count_7d,upi_first_transaction_delay_minutes,upi_new_account_high_velocity_flag,upi_round_amount_transaction_ratio,upi_unique_counterparty_count_7d,upi_new_counterparty_ratio,upi_counterparty_growth_rate,upi_night_transaction_ratio,upi_ip_change_count_30d,upi_geo_location_variance,upi_device_change_count_30d,upi_pass_through_ratio_24h,upi_pass_through_ratio_7d,upi_burst_transaction_flag,upi_new_device_transfer_flag,atm_cash_withdrawal_count_24h,atm_cash_withdrawal_count_7d,atm_cash_withdrawal_amount_24h,atm_cash_withdrawal_amount_7d,atm_cash_deposit_count_24h,atm_cash_deposit_count_7d,atm_cash_deposit_amount_24h,atm_cash_deposit_amount_7d,atm_round_amount_deposit_ratio,atm_deposit_to_withdrawal_ratio,atm_night_withdrawal_ratio,atm_pin_retry_count_24h,atm_failed_transaction_count_7d,atm_terminal_usage_count_24h,atm_terminal_usage_count_7d,atm_geo_distance_variance,atm_multi_city_withdrawal_flag,atm_withdrawal_velocity_score,atm_rapid_withdrawal_flag,atm_new_account_cash_activity_flag,branch_cash_deposit_count_7d,branch_cash_deposit_count_30d,branch_cash_deposit_amount_7d,branch_cash_deposit_amount_30d,branch_structured_cash_deposit_flag,branch_multiple_same_day_deposits_flag,branch_deposit_round_amount_ratio,branch_cash_deposit_frequency_score,branch_deposit_spike_flag,branch_deposit_to_transfer_delay_minutes,branch_deposit_to_upi_transfer_ratio,branch_deposit_to_imps_transfer_ratio,branch_deposit_to_neft_transfer_ratio,branch_deposit_to_rtgs_transfer_ratio,branch_cash_pass_through_ratio,branch_deposit_count_new_account_7d,branch_deposit_amount_new_account_7d,mule_flag,mule_event_date,target_source_type,target_reason_summary,event_strength_score,mule_typology,typology_confidence,typology_reason_summary
ACC00000662,CUST0000513,SAVINGS,INR,ACTIVE,4108.4,4309.61,3253.71,2470,2469.0,1128.0,33.82,0.0,0.0,0.0,0.0,0.0,0.0,48.3815916252787,0.0,0.0,4.0,0.0,0.0,4.0,-0.1638873139879005,0.0,0.0232558139534883,0.0,3038200.0,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000663,CUST0001919,CURRENT,GBP,ACTIVE,57280.55,57131.58,46282.16,2865,2864.0,1999.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8560245140151843,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0512820512820512,0.0,3602046.0,0.0,0.282051282051282,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000664,CUST0004255,SAVINGS,INR,ACTIVE,162232.14,167451.38,160410.2,2352,2351.0,2554.0,20.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2872501.0,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000665,CUST0004486,SAVINGS,INR,ACTIVE,14915.71,12079.61,11528.85,2446,2445.0,627.0,27.96,0.0,0.0,0.0,0.0,0.0,0.0,859.6355675847794,0.0,1.25,-1.0,0.0,1.0,1.0,-0.0158990409379026,-1.4428232973175177e-12,0.025,0.0,3004831.0,0.0,0.2,1.0,0.0434782608695652,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000666,CUST0000206,WALLET,INR,ACTIVE,61793.72,55881.54,55041.2,2181,2180.0,492.0,21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,-0.1638873139879005,0.0,0.0,0.0,2624570.0,0.0,0.3421052631578947,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000667,CUST0007971,SAVINGS,INR,ACTIVE,6778.94,5555.93,5841.49,1792,1791.0,273.0,68.55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0303030303030303,0.0,2081881.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000668,CUST0005471,SAVINGS,INR,ACTIVE,9661.66,9981.75,7008.83,1989,1988.0,647.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,25.67426847832215,0.0,0.0,5.0,0.0,1.0,4.0,-0.1638873139879005,-1.4428232973175177e-12,0.037037037037037,0.0,2370791.0,0.0,0.2222222222222222,1.0,0.0588235294117647,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000669,CUST0006895,SAVINGS,INR,ACTIVE,34960.0,31353.22,34462.1,2342,2341.0,338.0,52.98,1.0,1.0,0.0,0.0,0.0,0.0,321.6821,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0666666666666666,0.0,2854834.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000670,CUST0000761,CURRENT,INR,ACTIVE,57427.58,50291.13,41511.43,1203,1202.0,1145.0,38.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0625,0.0,1238983.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000671,CUST0000043,CURRENT,INR,ACTIVE,84552.15,72776.13,72269.44,648,647.0,611.0,31.88,0.0,0.0,0.0,0.0,0.0,0.0,2.07725880621553,0.0,0.0,3.0,0.0,1.0,3.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,410821.0,0.0,0.3421052631578947,1.0,0.05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000672,CUST0005520,SAVINGS,INR,ACTIVE,144864.53,130578.02,129022.13,741,740.0,1117.0,48.07,0.0,0.0,0.0,0.0,0.0,0.0,1.4339884711413895,0.0,0.0,5.0,0.0,1.0,5.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,554299.0,0.0,0.4230769230769231,1.0,0.0666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000673,CUST0001298,SAVINGS,INR,ACTIVE,20313.97,20362.53,15644.01,570,569.0,3186.0,56.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0043708,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.037037037037037,0.0,312235.0,0.0,0.3703703703703703,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000674,CUST0001630,SAVINGS,INR,ACTIVE,92257.06,78802.71,88893.56,1686,1685.0,1266.0,55.96,0.0,0.0,0.0,0.0,0.0,0.0,13.937650713629882,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1917612.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000675,CUST0002611,SAVINGS,INR,ACTIVE,14606.68,14329.56,13575.95,785,784.0,1858.0,57.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0294117647058823,0.0,609799.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000676,CUST0005656,SAVINGS,INR,ACTIVE,65023.86,63395.24,46641.79,3221,3220.0,1632.0,33.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4120947.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000677,CUST0002470,NRO,INR,ACTIVE,28253.89,24758.53,23484.03,2417,2416.0,896.0,64.13,0.0,0.0,0.0,1.0,0.0,0.0,1.461518731377728,0.0,0.0,0.0,0.0,0.0,4.0,-0.1638873139879005,0.0,0.0238095238095238,0.0,2963350.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000678,CUST0002707,NRE,INR,ACTIVE,37602.04,35178.1,26587.52,2141,2140.0,126.0,37.84,1.0,1.0,0.0,0.0,0.0,0.0,1.036673471192,0.0,0.0,3.0,0.0,0.0,1.0,-0.1638873139879005,0.0,0.032258064516129,0.0,2559343.0,0.0,0.2580645161290322,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000679,CUST0002258,OD,INR,ACTIVE,36614.86,34312.93,25918.47,3221,3220.0,409.0,21.17,0.0,0.0,0.0,0.0,0.0,0.0,0.2855441324467969,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.032258064516129,0.0,4138166.0,0.0,0.2258064516129032,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000680,CUST0000941,SAVINGS,INR,ACTIVE,3211.05,3381.74,2315.38,1242,1241.0,2330.0,31.25,0.0,0.0,0.0,0.0,0.0,0.383538,1.1259651,0.0,0.0,2.0,0.0,0.0,1.0,-0.0158990409379026,0.0,0.0571428571428571,0.0,1272355.0,0.0,0.2285714285714285,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000681,CUST0007936,SALARY,INR,ACTIVE,5716.17,6001.95,4192.11,922,921.0,345.0,41.41,1.0,1.0,0.0,0.0,0.0,0.0,1.9409194537534007,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,824211.0,0.0,0.3461538461538461,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000682,CUST0007417,CURRENT,INR,ACTIVE,24910.63,23602.05,23184.5,3440,3439.0,2283.0,30.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0303030303030303,0.0,4431596.0,0.0,0.2424242424242424,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000683,CUST0000074,CURRENT,INR,ACTIVE,2908.13,2616.92,2724.23,2285,2284.0,268.0,36.62,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.1638873139879005,-1.4428232973175177e-12,0.0416666666666666,0.0,2773928.0,0.0,0.4166666666666667,1.0,0.0909090909090909,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000684,CUST0004158,SAVINGS,INR,ACTIVE,59721.86,65361.35,56655.01,1542,1541.0,3055.0,27.5,0.0,0.0,0.0,0.0,0.0,10.0418947850432,8.554561420467815,0.0,3.0,-1.0,0.0,2.0,3.0,-0.0158990409379026,0.9999999999971146,0.0,0.0,1704665.0,0.0,0.3235294117647059,2.0,0.125,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000685,CUST0001800,SALARY,INR,ACTIVE,62684.35,66692.77,54841.72,3061,3060.0,964.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3485169863989568,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.073170731707317,0.0,3891853.0,0.0,0.1951219512195122,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000686,CUST0003160,SAVINGS,USD,ACTIVE,32617.51,35265.79,25141.51,3691,3690.0,1484.0,66.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4835893.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000687,CUST0001284,CURRENT,INR,ACTIVE,5736.7,5308.18,5570.92,3283,3282.0,1340.0,26.69,0.0,0.0,0.0,1.0,0.0,0.0282607559151738,3.2656721867487235,0.0,0.0,0.0,0.0,3.0,5.0,0.2800775051620931,1.584962500716828,0.0975609756097561,0.0,4216166.0,0.0,0.3414634146341463,3.0,0.1363636363636363,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000688,CUST0005170,SAVINGS,INR,ACTIVE,115400.82,96540.6,95505.62,2367,2366.0,2088.0,19.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0283941935252966,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.03125,0.0,2904884.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000689,CUST0006944,SAVINGS,INR,ACTIVE,253889.08,218988.08,187396.58,533,532.0,3300.0,56.96,0.0,0.0,0.0,0.0,0.0,0.0,18.96097641444144,1.5,1.5,-1.0,0.0,1.0,1.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,250181.0,0.0,0.2580645161290322,1.0,0.05,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000690,CUST0000454,CURRENT,INR,ACTIVE,26278.13,23951.29,25973.88,1528,1527.0,2032.0,39.56,0.0,0.0,0.0,0.0,0.0,0.0,10.176171320504857,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1676694.0,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000691,CUST0006219,CURRENT,INR,ACTIVE,40645.46,40561.6,34352.99,2160,2159.0,2827.0,61.55,0.0,0.0,0.0,1.0,0.0,0.0,1.3385415534737473,0.0,0.0,0.0,0.0,0.0,3.0,-0.1638873139879005,0.0,0.05,0.0,2598825.0,0.0,0.225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000692,CUST0000974,SALARY,INR,ACTIVE,28059.61,28747.88,27009.18,1129,1128.0,345.0,43.04,1.0,2.0,0.0,0.0,0.0,0.0,0.0633693,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0526315789473684,0.0,1105184.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000693,CUST0001319,SAVINGS,INR,ACTIVE,41624.45,33660.9,29960.73,636,635.0,1804.0,53.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0299936700148412,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,402425.0,0.0,0.2432432432432432,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000694,CUST0002839,WALLET,INR,ACTIVE,19082.55,18518.36,15827.03,593,592.0,147.0,50.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0789473684210526,0.0,368124.0,0.0,0.2631578947368421,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000695,CUST0005713,OD,INR,ACTIVE,21131.56,19542.32,16181.0,2276,2275.0,2707.0,22.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,-0.0158990409379026,0.9999999999971146,0.0625,0.0,2768942.0,0.0,0.28125,2.0,0.125,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
ACC00000696,CUST0006975,SAVINGS,INR,ACTIVE,65307.43,62706.73,51261.85,2976,2975.0,1410.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,1.27187565,0.0,0.0,2.0,0.0,1.0,3.0,-0.0158990409379026,-1.4428232973175177e-12,0.0789473684210526,0.0,3776581.0,0.0,0.1842105263157894,1.0,0.0434782608695652,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,
