txn_id,account_id,txn_timestamp,amount,direction,counterparty_account,counterparty_bank,channel,txn_type,is_suspicious,mule_pattern,hour,day_of_week,is_weekend,is_night,device_id,ip_address,geo_location,balance_after
1001607,ACC100315,2026-01-19 23:29:38.154966,4848.538732344806,DEBIT,CP928556,HDFC,mobile,wire,True,structured,23.0,0.0,False,True,DEV9448,192.168.164.35,SG,39112.79502875195
1001608,ACC100610,2026-02-02 23:29:38.154966,5726.149791158394,DEBIT,CP992566,AXIS,branch,card,True,structured,23.0,0.0,False,True,DEV9926,192.168.132.82,SG,1619.4874686009061
1001609,ACC100062,2026-01-10 23:29:38.154966,994.7468506031624,CREDIT,CP724351,AXIS,branch,wire,False,,23.0,5.0,True,True,DEV7190,192.168.233.49,US,38037.833407740975
1001610,ACC100773,2025-11-28 23:29:38.154966,776.2807137354301,DEBIT,CP648442,ICICI,mobile,ach,False,,23.0,4.0,False,True,DEV3321,192.168.44.76,US,21971.322438416966
1001611,ACC100676,2026-01-18 23:29:38.154966,481.03884684465504,CREDIT,CP102988,HDFC,branch,card,False,,23.0,6.0,True,True,DEV1317,192.168.41.223,US,44748.70068689873
1001612,ACC100298,2025-12-13 23:29:38.154966,246.3137966519887,CREDIT,CP131368,PAYTM,branch,p2p,False,,23.0,5.0,True,True,DEV2829,192.168.64.69,US,20362.3063163842
1001613,ACC100457,2025-11-10 23:29:38.154966,135.2616449085849,DEBIT,CP157955,ICICI,branch,card,False,,23.0,0.0,False,True,DEV8282,192.168.194.63,US,35983.16191151095
1001614,ACC100324,2026-01-23 23:29:38.154966,31.911942802536878,CREDIT,CP798081,HDFC,branch,p2p,False,,23.0,4.0,False,True,DEV6738,192.168.147.137,US,19138.004426182484
1001615,ACC100311,2026-01-06 23:29:38.154966,8705.97027938454,DEBIT,CP953167,AXIS,branch,card,True,structured,23.0,1.0,False,True,DEV8742,192.168.38.67,US,42443.63486921568
1001616,ACC100626,2025-11-12 23:29:38.154966,446.4722866423943,DEBIT,CP646432,PAYTM,mobile,ach,False,,23.0,2.0,False,True,DEV3244,192.168.19.130,US,16026.762885342705
1001617,ACC100301,2025-12-12 23:29:38.154966,47.19715698616406,CREDIT,CP395943,SBI,branch,card,False,,23.0,4.0,False,True,DEV7789,192.168.196.18,US,23423.70499688261
1001618,ACC100054,2026-01-16 23:29:38.154966,809.6137138130397,DEBIT,CP585303,ICICI,online,card,False,,23.0,4.0,False,True,DEV8651,192.168.53.151,US,49353.723408139034
1001619,ACC100112,2025-12-15 23:29:38.154966,3631.284583920747,DEBIT,CP231235,AXIS,online,wire,False,,23.0,0.0,False,True,DEV8221,192.168.249.239,US,10130.340340875959
1001620,ACC100719,2025-11-18 23:29:38.154966,794.5625479443198,DEBIT,CP224703,SBI,branch,ach,False,,23.0,1.0,False,True,DEV8281,192.168.206.153,US,18243.34773217438
1001621,ACC100325,2025-12-02 23:29:38.154966,1370.9817030874065,DEBIT,CP884689,HDFC,online,ach,False,,23.0,1.0,False,True,DEV3224,192.168.198.112,US,17112.819297178325
1001622,ACC100558,2025-12-09 23:29:38.154966,828.8539898560077,CREDIT,CP149584,PAYTM,online,card,False,,23.0,1.0,False,True,DEV7060,192.168.75.142,US,33320.244525881935
1001623,ACC100142,2025-12-13 23:29:38.154966,265.39113126221054,CREDIT,CP732574,AXIS,online,card,False,,23.0,5.0,True,True,DEV2218,192.168.153.226,US,38710.40741344188
1001624,ACC100368,2026-01-04 23:29:38.154966,709.464335980159,DEBIT,CP117015,AXIS,online,p2p,False,,23.0,6.0,True,True,DEV4171,192.168.32.96,US,9444.067214695528
1001625,ACC100686,2025-12-09 23:29:38.154966,845.4461160089759,DEBIT,CP776618,PAYTM,mobile,card,False,,23.0,1.0,False,True,DEV3785,192.168.178.208,US,23274.59177318526
1001626,ACC100073,2025-12-18 23:29:38.154966,555.7289049413915,DEBIT,CP658212,AXIS,mobile,ach,False,,23.0,3.0,False,True,DEV7241,192.168.82.30,US,8307.620284529352
1001627,ACC100738,2026-01-29 23:29:38.154966,648.6318650471184,DEBIT,CP308680,AXIS,mobile,p2p,False,,23.0,3.0,False,True,DEV4281,192.168.103.73,US,37045.42791023436
1001628,ACC100086,2025-11-13 23:29:38.154966,96.55837051870604,DEBIT,CP700262,HDFC,online,card,False,,23.0,3.0,False,True,DEV4735,192.168.55.137,US,38322.137986866175
1001629,ACC100712,2026-01-24 23:29:38.154966,5032.98724914675,DEBIT,CP955447,ICICI,branch,ach,True,structured,23.0,5.0,True,True,DEV2823,192.168.28.77,NL,30675.615329661483
1001630,ACC100565,2025-12-28 23:29:38.154966,355.05675199980493,DEBIT,CP390635,SBI,mobile,ach,False,,23.0,6.0,True,True,DEV6214,192.168.105.8,US,15879.02864114245
1001631,ACC100190,2026-02-03 23:29:38.154966,534.2674627118538,DEBIT,CP562506,PAYTM,mobile,p2p,False,,23.0,1.0,False,True,DEV7570,192.168.237.21,US,2984.533637614056
1001632,ACC100591,2026-01-08 23:29:38.154966,413.0934114682291,DEBIT,CP751006,SBI,branch,p2p,False,,23.0,3.0,False,True,DEV4199,192.168.20.216,US,40191.64324844518
1001633,ACC100513,2026-01-13 23:29:38.154966,67.41866791245828,CREDIT,CP633615,PAYTM,branch,p2p,False,,23.0,1.0,False,True,DEV8148,192.168.87.142,US,36971.24206317521
1001634,ACC100590,2026-01-14 23:29:38.154966,561.3978584228439,DEBIT,CP822520,PAYTM,mobile,p2p,False,,23.0,2.0,False,True,DEV3964,192.168.218.78,US,27378.635027150798
1001635,ACC100581,2025-12-21 23:29:38.154966,191.39841155473403,DEBIT,CP431627,AXIS,mobile,p2p,False,,23.0,6.0,True,True,DEV4775,192.168.253.153,US,35638.63973985053
1001636,ACC100594,2026-01-24 23:29:38.154966,497.24385079665376,CREDIT,CP559329,HDFC,mobile,p2p,False,,23.0,5.0,True,True,DEV2301,192.168.195.56,US,44967.53283813144
1001637,ACC100747,2025-11-19 23:29:38.154966,360.01274033782056,DEBIT,CP182607,PAYTM,online,ach,False,,23.0,2.0,False,True,DEV3975,192.168.26.198,US,22204.79258643898
1001638,ACC100476,2026-01-11 23:29:38.154966,887.468341664892,DEBIT,CP673923,SBI,branch,ach,False,,23.0,6.0,True,True,DEV7049,192.168.26.47,US,8132.820173972556
1001639,ACC100624,2025-12-13 23:29:38.154966,895.1140665751232,CREDIT,CP279431,ICICI,online,card,False,,23.0,5.0,True,True,DEV5726,192.168.14.247,US,49718.41263524027
1001640,ACC100645,2026-01-21 23:29:38.154966,177.77204179955513,DEBIT,CP402789,SBI,branch,ach,False,,23.0,2.0,False,True,DEV1098,192.168.197.226,US,9381.94453413423
1001641,ACC100648,2026-01-24 23:29:38.154966,203.0799294712628,CREDIT,CP380456,HDFC,online,ach,False,,23.0,5.0,True,True,DEV5196,192.168.195.9,US,32112.731935642172
1001642,ACC100627,2025-12-04 23:29:38.156089,775.6840287963093,DEBIT,CP909286,ICICI,branch,card,False,,23.0,3.0,False,True,DEV4518,192.168.185.127,US,42763.83556400025
1001643,ACC100797,2026-02-04 08:29:38.156089,4968.5840564554055,DEBIT,CP976022,AXIS,branch,p2p,True,velocity,8.0,2.0,False,False,DEV5070,192.168.71.166,NL,31670.820596753096
1001644,ACC100587,2026-01-14 23:29:38.156089,3856.946928475585,DEBIT,CP340210,SBI,online,ach,False,,23.0,2.0,False,True,DEV6718,192.168.114.106,US,49674.68189768242
1001645,ACC100296,2025-11-27 23:29:38.156089,694.6188828262069,CREDIT,CP696268,SBI,branch,card,False,,23.0,3.0,False,True,DEV2141,192.168.100.124,US,45825.98281248406
1001646,ACC100611,2026-01-21 23:29:38.156089,882.4751274266197,CREDIT,CP230017,PAYTM,branch,ach,False,,23.0,2.0,False,True,DEV1154,192.168.15.220,US,19599.954773981983
1001647,ACC100577,2026-01-13 23:29:38.156089,411.17352510004065,CREDIT,CP689540,PAYTM,branch,p2p,False,,23.0,1.0,False,True,DEV1371,192.168.175.190,US,36147.50780109797
1001648,ACC100484,2025-12-30 23:29:38.156089,871.347516640328,CREDIT,CP840079,ICICI,branch,ach,False,,23.0,1.0,False,True,DEV6737,192.168.146.15,US,12540.344161785239
1001649,ACC100052,2026-01-27 23:29:38.156089,1661.643014210779,DEBIT,CP791160,AXIS,mobile,card,False,,23.0,1.0,False,True,DEV1698,192.168.19.177,US,38537.91995679284
1001650,ACC100293,2025-12-19 23:29:38.156089,754.0646111300096,DEBIT,CP685745,PAYTM,mobile,p2p,False,,23.0,4.0,False,True,DEV7401,192.168.81.169,US,45208.79404047833
1001651,ACC100517,2026-02-02 23:29:38.156089,692.6477518210221,CREDIT,CP911712,SBI,online,card,False,,23.0,0.0,False,True,DEV8754,192.168.167.239,US,44378.858625748115
1001652,ACC100135,2026-02-04 05:29:38.156089,4169.541598521858,CREDIT,CP414856,ICICI,mobile,card,True,pass_through,5.0,2.0,False,True,DEV3032,192.168.221.62,SG,42304.85518352065
1001653,ACC100114,2025-12-05 23:29:38.156089,400.22875003767115,CREDIT,CP894609,PAYTM,branch,ach,False,,23.0,4.0,False,True,DEV1943,192.168.210.7,US,11820.420878012987
1001654,ACC100756,2026-01-31 23:29:38.156089,2385.6159317665797,DEBIT,CP550047,PAYTM,online,card,True,circular,23.0,5.0,True,True,DEV8799,192.168.101.34,SG,22252.66626190291
1001655,ACC100241,2025-12-30 23:29:38.156089,380.9573262675177,CREDIT,CP567432,HDFC,branch,p2p,False,,23.0,1.0,False,True,DEV2080,192.168.173.20,US,25305.46481842367
1001656,ACC100033,2025-12-06 23:29:38.156089,470.93954978954497,CREDIT,CP733610,ICICI,mobile,p2p,False,,23.0,5.0,True,True,DEV8455,192.168.175.86,US,23154.813700999926
1001657,ACC100609,2026-01-29 23:29:38.156089,644.2325321069214,CREDIT,CP132191,ICICI,online,card,False,,23.0,3.0,False,True,DEV3708,192.168.146.183,US,38929.02364035969
1001658,ACC100788,2026-01-02 23:29:38.156089,648.6856704110656,CREDIT,CP698813,AXIS,branch,p2p,False,,23.0,4.0,False,True,DEV1404,192.168.186.85,US,17027.883604603885
1001659,ACC100450,2026-01-30 23:29:38.156089,3961.565352108186,CREDIT,CP544550,PAYTM,branch,card,True,circular,23.0,4.0,False,True,DEV5876,192.168.167.229,DE,9994.582497875526
1001660,ACC100773,2026-01-30 23:29:38.156089,530.1861644508573,CREDIT,CP232141,ICICI,mobile,card,False,,23.0,4.0,False,True,DEV3321,192.168.44.76,US,37971.93760251034
1001661,ACC100475,2025-11-30 23:29:38.156089,135.16196488347776,CREDIT,CP380684,AXIS,online,p2p,False,,23.0,6.0,True,True,DEV4580,192.168.27.13,US,33151.107085408556
1001662,ACC100487,2026-01-26 23:29:38.156089,2094.7505851742967,CREDIT,CP246293,PAYTM,online,ach,False,,23.0,0.0,False,True,DEV8483,192.168.76.87,US,28027.785488464047
1001663,ACC100268,2025-11-09 23:29:38.156089,724.2623119066768,CREDIT,CP973705,SBI,online,card,False,,23.0,6.0,True,True,DEV1587,192.168.220.30,US,38173.78104437992
1001664,ACC100012,2025-12-03 23:29:38.156089,157.5988512805653,CREDIT,CP832555,HDFC,online,p2p,False,,23.0,2.0,False,True,DEV6134,192.168.90.42,US,34310.39947699746
1001665,ACC100694,2025-11-08 23:29:38.156089,2116.406854206131,DEBIT,CP133645,AXIS,mobile,card,False,,23.0,5.0,True,True,DEV3658,192.168.35.159,US,38513.91312576195
1001666,ACC100544,2026-01-07 23:29:38.156089,348.6740557018315,DEBIT,CP457525,HDFC,online,ach,False,,23.0,2.0,False,True,DEV4899,192.168.78.77,US,8024.15754863235
1001667,ACC100625,2026-01-23 23:29:38.156089,187.78541622403887,CREDIT,CP321141,SBI,online,ach,False,,23.0,4.0,False,True,DEV7665,192.168.122.145,US,3081.0746139321554
1001668,ACC100276,2025-11-11 23:29:38.156089,55.146696587825346,DEBIT,CP990125,ICICI,online,p2p,False,,23.0,1.0,False,True,DEV3990,192.168.244.142,US,9857.726045744253
1001669,ACC100670,2025-12-10 23:29:38.156089,994.8061511813518,DEBIT,CP301161,PAYTM,online,ach,False,,23.0,2.0,False,True,DEV2070,192.168.123.59,US,43925.916598956836
1001670,ACC100791,2025-11-18 23:29:38.156690,936.614343863617,DEBIT,CP928308,ICICI,branch,ach,False,,23.0,1.0,False,True,DEV5213,192.168.132.253,US,21354.278068471118
1001671,ACC100688,2025-11-13 23:29:38.156690,26.976672478177615,DEBIT,CP775216,HDFC,branch,ach,False,,23.0,3.0,False,True,DEV6408,192.168.22.114,US,38628.940029282545
1001672,ACC100345,2025-12-19 23:29:38.156690,964.5779978396508,CREDIT,CP167078,ICICI,online,ach,False,,23.0,4.0,False,True,DEV6085,192.168.6.93,US,35726.510171468675
1001673,ACC100560,2025-11-22 23:29:38.156690,700.8266515094645,DEBIT,CP303251,ICICI,mobile,card,False,,23.0,5.0,True,True,DEV5818,192.168.25.16,US,18209.170850934235
1001674,ACC100012,2026-01-24 23:29:38.156690,899.2389126704737,CREDIT,CP331324,AXIS,branch,p2p,False,,23.0,5.0,True,True,DEV6134,192.168.90.42,US,29790.263697308048
1001675,ACC100106,2025-11-20 23:29:38.156690,469.7266169802206,DEBIT,CP148544,AXIS,online,ach,False,,23.0,3.0,False,True,DEV7490,192.168.17.128,US,3773.5208146678015
1001676,ACC100224,2025-12-08 23:29:38.156690,128.64225492579183,DEBIT,CP625087,SBI,online,ach,False,,23.0,0.0,False,True,DEV9080,192.168.188.87,US,10414.337032891463
1001677,ACC100197,2025-11-09 23:29:38.156690,606.6065920727785,DEBIT,CP997151,AXIS,branch,card,False,,23.0,6.0,True,True,DEV4273,192.168.89.146,US,13065.617959104264
1001678,ACC100094,2026-01-22 23:29:38.156690,27.416563113975737,DEBIT,CP913758,AXIS,branch,card,False,,23.0,3.0,False,True,DEV3898,192.168.123.78,US,38138.94924070213
1001679,ACC100222,2026-01-26 23:29:38.156690,719.3131872448104,DEBIT,CP530086,AXIS,branch,ach,False,,23.0,0.0,False,True,DEV3672,192.168.105.192,US,31130.594204295096
1001680,ACC100122,2026-01-05 23:29:38.156690,951.1811874582322,CREDIT,CP769384,AXIS,mobile,card,False,,23.0,0.0,False,True,DEV3681,192.168.46.64,US,19184.471525052817
1001681,ACC100384,2025-12-27 23:29:38.156690,38.810436809746825,DEBIT,CP746186,SBI,mobile,ach,False,,23.0,5.0,True,True,DEV8294,192.168.153.156,US,34542.677218534875
1001682,ACC100113,2025-12-23 23:29:38.156690,791.1148357150877,DEBIT,CP688843,AXIS,online,ach,False,,23.0,1.0,False,True,DEV3143,192.168.88.78,US,14327.378826185692
1001683,ACC100301,2025-11-23 23:29:38.156690,210.59263093402578,CREDIT,CP485891,AXIS,branch,p2p,False,,23.0,6.0,True,True,DEV7789,192.168.196.18,US,32787.37212759037
1001684,ACC100464,2026-01-18 23:29:38.156690,217.0942687800341,DEBIT,CP449948,HDFC,branch,p2p,False,,23.0,6.0,True,True,DEV7305,192.168.215.95,US,39794.91175698299
1001685,ACC100683,2025-11-17 23:29:38.156690,559.3934603586252,CREDIT,CP832339,AXIS,mobile,p2p,False,,23.0,0.0,False,True,DEV3486,192.168.67.227,US,20851.17759350614
1001686,ACC100799,2025-11-07 23:29:38.156690,685.9250515665597,CREDIT,CP428778,SBI,mobile,card,False,,23.0,4.0,False,True,DEV9445,192.168.221.114,US,6401.412527340402
1001687,ACC100391,2025-11-26 23:29:38.156690,58.14119691892492,CREDIT,CP489347,SBI,mobile,p2p,False,,23.0,2.0,False,True,DEV4644,192.168.107.54,US,47757.33651634466
1001688,ACC100264,2025-12-16 23:29:38.156690,398.2185258649883,CREDIT,CP728427,ICICI,online,p2p,False,,23.0,1.0,False,True,DEV7509,192.168.246.19,US,33217.2089035563
1001689,ACC100071,2025-11-25 23:29:38.156690,291.1949377442698,CREDIT,CP251857,AXIS,branch,p2p,False,,23.0,1.0,False,True,DEV1249,192.168.162.182,US,46170.83001550957
1001690,ACC100402,2025-11-21 23:29:38.156690,545.5106151544256,CREDIT,CP874245,PAYTM,mobile,card,False,,23.0,4.0,False,True,DEV7160,192.168.71.13,US,18273.404589267302
1001691,ACC100147,2026-01-11 23:29:38.156690,7842.942092791398,DEBIT,CP101085,ICICI,branch,ach,True,structured,23.0,6.0,True,True,DEV3403,192.168.2.206,US,13500.654273562035
1001692,ACC100452,2025-12-23 23:29:38.156690,414.57110538773776,CREDIT,CP534812,SBI,mobile,ach,False,,23.0,1.0,False,True,DEV7992,192.168.168.211,US,39322.960048721216
1001693,ACC100035,2025-11-23 23:29:38.156690,142.9539947512348,CREDIT,CP154895,ICICI,branch,card,False,,23.0,6.0,True,True,DEV8992,192.168.36.173,US,4246.480150755797
1001694,ACC100745,2025-11-09 23:29:38.156690,1782.8769881406486,DEBIT,CP429711,PAYTM,online,ach,False,,23.0,6.0,True,True,DEV5362,192.168.69.99,US,18373.82323469139
1001695,ACC100152,2025-11-25 23:29:38.156690,584.0344138541951,DEBIT,CP455049,HDFC,mobile,ach,False,,23.0,1.0,False,True,DEV4356,192.168.4.209,US,6293.240648549522
1001696,ACC100680,2026-01-02 23:29:38.156690,168.95223265553852,CREDIT,CP770392,PAYTM,mobile,p2p,False,,23.0,4.0,False,True,DEV1954,192.168.227.3,US,27530.2893538824
1001697,ACC100716,2026-01-28 23:29:38.156690,196.26686506109004,CREDIT,CP382469,ICICI,branch,p2p,False,,23.0,2.0,False,True,DEV1237,192.168.142.59,US,18506.275177806212
1001698,ACC100003,2026-01-20 23:29:38.156690,433.15676044861215,DEBIT,CP602827,AXIS,online,ach,False,,23.0,1.0,False,True,DEV2528,192.168.131.229,US,42906.46273085941
1001699,ACC100446,2025-12-12 23:29:38.156690,843.6875359079826,DEBIT,CP865064,HDFC,branch,p2p,False,,23.0,4.0,False,True,DEV7855,192.168.247.72,US,10729.067773317553
1001700,ACC100231,2025-12-23 23:29:38.156690,167.66907739768345,CREDIT,CP934175,PAYTM,branch,card,False,,23.0,1.0,False,True,DEV3461,192.168.212.213,US,26316.065635701532
1001701,ACC100798,2026-01-13 23:29:38.156690,680.8370437871853,CREDIT,CP542493,AXIS,branch,p2p,False,,23.0,1.0,False,True,DEV3384,192.168.42.204,US,1852.0484033462617
1001702,ACC100548,2025-11-14 23:29:38.156690,464.1415359582385,CREDIT,CP512655,PAYTM,branch,p2p,False,,23.0,4.0,False,True,DEV4340,192.168.197.25,US,35905.77050869814
1001703,ACC100310,2025-12-15 23:29:38.156690,869.7806878002448,DEBIT,CP761449,SBI,branch,p2p,False,,23.0,0.0,False,True,DEV1364,192.168.163.48,US,21085.63842025512
1001704,ACC100662,2025-11-08 23:29:38.156690,3718.941540767396,CREDIT,CP152763,AXIS,online,ach,False,,23.0,5.0,True,True,DEV2812,192.168.18.175,US,33292.67252108286
1001705,ACC100082,2025-12-15 23:29:38.156690,896.8763299232605,DEBIT,CP836626,SBI,branch,p2p,False,,23.0,0.0,False,True,DEV7882,192.168.115.15,US,31656.43978192358
1001706,ACC100207,2025-11-25 23:29:38.156690,777.101348068758,CREDIT,CP424437,HDFC,mobile,card,False,,23.0,1.0,False,True,DEV5576,192.168.151.114,US,44600.056949027094
1001707,ACC100393,2025-12-24 23:29:38.156690,461.0465121266455,DEBIT,CP325612,HDFC,online,ach,False,,23.0,2.0,False,True,DEV1802,192.168.196.69,US,36007.97620303036
1001708,ACC100712,2026-01-06 23:29:38.156690,6512.15362823896,DEBIT,CP478358,HDFC,branch,wire,True,structured,23.0,1.0,False,True,DEV2823,192.168.28.77,DE,42010.003395687854
1001709,ACC100498,2026-02-04 17:29:38.156690,1804.7169214807004,DEBIT,CP492278,HDFC,mobile,p2p,True,velocity,17.0,2.0,False,False,DEV2909,192.168.221.100,UK,12052.14583357759
1001710,ACC100036,2026-02-02 23:29:38.156690,2702.8810477519883,CREDIT,CP799328,SBI,online,ach,True,circular,23.0,0.0,False,True,DEV6919,192.168.215.191,US,39189.57483686271
1001711,ACC100553,2025-11-09 23:29:38.156690,297.394508213594,CREDIT,CP847812,SBI,online,ach,False,,23.0,6.0,True,True,DEV9876,192.168.46.72,US,7420.824042911866
1001712,ACC100546,2025-11-09 23:29:38.156690,1348.4825430833907,DEBIT,CP909229,ICICI,online,wire,False,,23.0,6.0,True,True,DEV6649,192.168.190.141,US,7235.322509413833
1001713,ACC100057,2025-12-07 23:29:38.156690,448.85312621844713,CREDIT,CP908987,ICICI,online,p2p,False,,23.0,6.0,True,True,DEV6541,192.168.83.136,US,15385.696282789822
1001714,ACC100121,2026-01-08 23:29:38.156690,826.3695819028218,CREDIT,CP839979,SBI,online,card,False,,23.0,3.0,False,True,DEV1645,192.168.219.168,US,16089.241675434669
1001715,ACC100694,2025-12-31 23:29:38.156690,1136.2141783988084,CREDIT,CP265529,HDFC,mobile,card,False,,23.0,2.0,False,True,DEV3658,192.168.35.159,US,25876.507407119137
1001716,ACC100073,2025-11-24 23:29:38.156690,457.4882051072103,DEBIT,CP309409,ICICI,online,card,False,,23.0,0.0,False,True,DEV7241,192.168.82.30,US,33819.56315569352
1001717,ACC100669,2026-02-04 20:29:38.157696,1709.9740052570046,DEBIT,CP237693,AXIS,mobile,p2p,True,velocity,20.0,2.0,False,False,DEV1919,192.168.188.253,UK,26124.609950699458
1001718,ACC100718,2025-11-30 23:29:38.157696,345.2001122221578,CREDIT,CP319831,SBI,mobile,ach,False,,23.0,6.0,True,True,DEV4145,192.168.171.81,US,33612.26305064847
1001719,ACC100176,2026-01-29 23:29:38.157696,800.1890945916667,CREDIT,CP916700,AXIS,online,ach,False,,23.0,3.0,False,True,DEV3734,192.168.229.204,US,18860.54726289083
1001720,ACC100099,2025-12-08 23:29:38.157696,837.1838864490112,CREDIT,CP691346,HDFC,mobile,p2p,False,,23.0,0.0,False,True,DEV7371,192.168.109.216,US,35453.78862108656
1001721,ACC100605,2025-11-25 23:29:38.157696,863.2098495163567,CREDIT,CP665904,SBI,mobile,card,False,,23.0,1.0,False,True,DEV1283,192.168.209.64,US,11269.345614978554
1001722,ACC100509,2025-11-16 23:29:38.157696,579.7205251075012,CREDIT,CP906575,ICICI,mobile,ach,False,,23.0,6.0,True,True,DEV2409,192.168.159.57,US,8404.399058374227
1001723,ACC100064,2025-11-17 23:29:38.157696,420.5432526241285,DEBIT,CP415410,ICICI,online,card,False,,23.0,0.0,False,True,DEV4719,192.168.186.60,US,38403.61360889278
1001724,ACC100755,2025-11-16 23:29:38.157696,390.49563767894244,CREDIT,CP574106,AXIS,online,ach,False,,23.0,6.0,True,True,DEV7732,192.168.210.151,US,44304.16788858594
1001725,ACC100123,2026-01-07 23:29:38.157696,931.7120562802841,CREDIT,CP950941,SBI,branch,ach,False,,23.0,2.0,False,True,DEV5124,192.168.149.11,US,36894.108635750235
1001726,ACC100140,2026-01-11 23:29:38.157696,583.4289776753957,CREDIT,CP450600,HDFC,mobile,p2p,False,,23.0,6.0,True,True,DEV8214,192.168.215.177,US,47129.85414692834
1001727,ACC100607,2025-11-07 23:29:38.157696,84.59067639741923,CREDIT,CP553218,PAYTM,mobile,card,False,,23.0,4.0,False,True,DEV5136,192.168.173.88,US,10976.533070998086
1001728,ACC100123,2025-11-19 23:29:38.157696,101.93087821408605,CREDIT,CP265202,PAYTM,online,p2p,False,,23.0,2.0,False,True,DEV5124,192.168.149.11,US,10220.40819646007
1001729,ACC100172,2025-12-01 23:29:38.157696,884.6283769047371,DEBIT,CP795388,HDFC,online,card,False,,23.0,0.0,False,True,DEV3365,192.168.246.60,US,46043.45807978926
1001730,ACC100249,2025-12-07 23:29:38.157696,886.525534875387,CREDIT,CP127235,ICICI,branch,wire,False,,23.0,6.0,True,True,DEV1685,192.168.60.108,US,10314.185217392394
1001731,ACC100627,2025-12-03 23:29:38.157696,458.00830758900764,DEBIT,CP985443,PAYTM,mobile,p2p,False,,23.0,2.0,False,True,DEV4518,192.168.185.127,US,14589.37609642816
1001732,ACC100498,2026-02-04 10:29:38.157696,2979.478775053644,CREDIT,CP947182,HDFC,mobile,wire,True,velocity,10.0,2.0,False,False,DEV2909,192.168.221.100,US,15254.433559164449
1001733,ACC100723,2026-01-13 23:29:38.157696,127.14083227310681,CREDIT,CP149460,AXIS,online,ach,False,,23.0,1.0,False,True,DEV5569,192.168.185.253,US,33818.676217090455
1001734,ACC100426,2025-12-10 23:29:38.157696,741.275433026207,CREDIT,CP370574,ICICI,branch,ach,False,,23.0,2.0,False,True,DEV5383,192.168.139.189,US,29237.74907090102
1001735,ACC100129,2025-11-10 23:29:38.157696,273.02168084780885,CREDIT,CP137869,HDFC,branch,card,False,,23.0,0.0,False,True,DEV7609,192.168.89.12,US,13281.568500683003
1001736,ACC100277,2026-01-08 23:29:38.157696,5645.926197155984,DEBIT,CP476783,AXIS,mobile,p2p,True,structured,23.0,3.0,False,True,DEV7816,192.168.120.52,HK,27244.86547876603
1001737,ACC100708,2025-12-09 23:29:38.157696,344.37820387864946,CREDIT,CP604268,SBI,mobile,card,False,,23.0,1.0,False,True,DEV9089,192.168.77.193,US,32945.76290422434
1001738,ACC100734,2026-01-15 23:29:38.157696,362.54484052376984,DEBIT,CP716963,PAYTM,mobile,p2p,False,,23.0,3.0,False,True,DEV1677,192.168.106.216,US,24783.271863290516
1001739,ACC100642,2025-12-02 23:29:38.157696,727.5830597890658,DEBIT,CP129715,PAYTM,online,p2p,False,,23.0,1.0,False,True,DEV7154,192.168.108.26,US,49915.17983399936
1001740,ACC100004,2025-11-28 23:29:38.157696,307.6256092958588,CREDIT,CP368451,PAYTM,mobile,ach,False,,23.0,4.0,False,True,DEV3612,192.168.130.84,US,2883.0170135861163
1001741,ACC100120,2026-01-15 23:29:38.157696,1728.9938194134277,CREDIT,CP246004,HDFC,branch,card,False,,23.0,3.0,False,True,DEV8184,192.168.165.153,US,43748.074166970866
1001742,ACC100519,2025-11-14 23:29:38.157696,677.2084391453061,DEBIT,CP616529,SBI,branch,card,False,,23.0,4.0,False,True,DEV6594,192.168.108.204,US,25657.028833673234
1001743,ACC100675,2026-01-21 23:29:38.157696,611.2587700114227,DEBIT,CP899428,HDFC,mobile,card,False,,23.0,2.0,False,True,DEV6739,192.168.178.42,US,39029.71332226153
1001744,ACC100198,2026-02-04 19:29:38.157696,2442.4329316728245,DEBIT,CP816921,HDFC,online,ach,True,velocity,19.0,2.0,False,False,DEV1630,192.168.149.209,NL,30539.39259253119
1001745,ACC100180,2026-01-19 23:29:38.157696,171.2181095263038,CREDIT,CP587129,SBI,mobile,card,False,,23.0,0.0,False,True,DEV7294,192.168.128.126,US,44495.24512426588
1001746,ACC100660,2026-02-03 04:29:38.157696,5827.876264359299,DEBIT,CP172613,AXIS,online,card,True,pass_through,4.0,1.0,False,True,DEV4555,192.168.50.161,DE,8136.952462153468
1001747,ACC100342,2025-11-11 23:29:38.157696,990.5669556237841,CREDIT,CP770659,ICICI,mobile,ach,False,,23.0,1.0,False,True,DEV8605,192.168.188.57,US,38279.28191604899
1001748,ACC100106,2026-01-04 23:29:38.157696,889.7224055310969,CREDIT,CP767719,PAYTM,branch,ach,False,,23.0,6.0,True,True,DEV7490,192.168.17.128,US,42884.138968483385
1001749,ACC100180,2026-01-08 23:29:38.157696,404.64267202763426,CREDIT,CP121157,SBI,online,card,False,,23.0,3.0,False,True,DEV7294,192.168.128.126,US,49861.483267644726
1001750,ACC100527,2025-11-23 23:29:38.157696,686.1319776066442,CREDIT,CP540087,AXIS,mobile,card,False,,23.0,6.0,True,True,DEV5633,192.168.153.54,US,8530.131276576532
1001751,ACC100738,2026-01-20 23:29:38.157696,92.46955728067843,CREDIT,CP243274,SBI,branch,p2p,False,,23.0,1.0,False,True,DEV4281,192.168.103.73,US,37396.7509027353
