account_id,customer_id,account_open_date,customer_type,risk_rating,occupation,expected_turnover,is_mule
ACC100296,CUST100296,2024-07-24 23:29:38.070336,individual,LOW,STUDENT,8869,False
ACC100297,CUST100297,2026-01-28 23:29:38.070336,individual,LOW,SALARIED,15574,False
ACC100298,CUST100298,2025-01-05 23:29:38.070336,individual,LOW,UNKNOWN,41640,False
ACC100299,CUST100299,2023-10-25 23:29:38.070336,business,LOW,SELF_EMP,17169,False
ACC100300,CUST100300,2025-05-18 23:29:38.070336,individual,HIGH,SELF_EMP,9102,True
ACC100301,CUST100301,2025-10-03 23:29:38.070336,individual,LOW,STUDENT,10662,False
ACC100302,CUST100302,2023-05-03 23:29:38.070336,business,HIGH,STUDENT,10200,True
ACC100303,CUST100303,2023-07-03 23:29:38.070336,individual,LOW,SALARIED,10476,False
ACC100304,CUST100304,2022-03-28 23:29:38.070336,individual,LOW,SALARIED,23990,False
ACC100305,CUST100305,2021-03-14 23:29:38.070336,business,LOW,SALARIED,41361,False
ACC100306,CUST100306,2025-08-24 23:29:38.070336,individual,LOW,SALARIED,21696,False
ACC100307,CUST100307,2021-06-25 23:29:38.071951,business,LOW,SALARIED,16583,False
ACC100308,CUST100308,2022-06-17 23:29:38.071951,business,LOW,STUDENT,20695,False
ACC100309,CUST100309,2025-01-01 23:29:38.071951,individual,LOW,SELF_EMP,12255,False
ACC100310,CUST100310,2023-12-25 23:29:38.071951,individual,LOW,SALARIED,28582,False
ACC100311,CUST100311,2023-09-07 23:29:38.071951,individual,HIGH,SELF_EMP,30412,True
ACC100312,CUST100312,2026-01-13 23:29:38.071951,individual,LOW,SELF_EMP,34294,False
ACC100313,CUST100313,2025-07-25 23:29:38.071951,individual,LOW,STUDENT,32681,False
ACC100314,CUST100314,2022-05-25 23:29:38.071951,business,LOW,UNKNOWN,35474,False
ACC100315,CUST100315,2025-07-31 23:29:38.071951,individual,HIGH,SALARIED,28468,True
ACC100316,CUST100316,2022-04-24 23:29:38.071951,individual,HIGH,SALARIED,35629,True
ACC100317,CUST100317,2021-09-21 23:29:38.071951,individual,LOW,SALARIED,12535,False
ACC100318,CUST100318,2024-11-11 23:29:38.071951,individual,HIGH,SALARIED,20138,True
ACC100319,CUST100319,2023-03-21 23:29:38.071951,individual,LOW,STUDENT,22954,False
ACC100320,CUST100320,2025-03-04 23:29:38.071951,individual,HIGH,UNKNOWN,14366,True
ACC100321,CUST100321,2025-08-28 23:29:38.071951,individual,LOW,STUDENT,26043,False
ACC100322,CUST100322,2022-01-06 23:29:38.071951,individual,LOW,SALARIED,26801,False
ACC100323,CUST100323,2021-10-03 23:29:38.071951,individual,LOW,SALARIED,17077,False
ACC100324,CUST100324,2021-07-05 23:29:38.071951,individual,LOW,SELF_EMP,14339,False
ACC100325,CUST100325,2023-11-08 23:29:38.071951,business,LOW,SELF_EMP,38669,False
ACC100326,CUST100326,2021-04-18 23:29:38.071951,individual,LOW,UNKNOWN,6506,False
ACC100327,CUST100327,2024-08-30 23:29:38.071951,individual,LOW,SALARIED,20596,False
ACC100328,CUST100328,2023-09-17 23:29:38.071951,business,LOW,SALARIED,21987,False
ACC100329,CUST100329,2023-08-27 23:29:38.071951,individual,LOW,UNKNOWN,13561,False
ACC100330,CUST100330,2023-06-28 23:29:38.071951,individual,LOW,SELF_EMP,18300,False
ACC100331,CUST100331,2022-07-28 23:29:38.071951,individual,HIGH,SELF_EMP,63063,True
ACC100332,CUST100332,2025-06-22 23:29:38.073493,individual,LOW,SALARIED,18689,False
ACC100333,CUST100333,2024-07-26 23:29:38.073493,individual,LOW,SELF_EMP,29780,False
ACC100334,CUST100334,2026-01-18 23:29:38.073493,individual,LOW,UNKNOWN,6117,False
ACC100335,CUST100335,2025-06-19 23:29:38.073493,individual,LOW,STUDENT,20019,False
ACC100336,CUST100336,2021-06-12 23:29:38.073493,business,LOW,SELF_EMP,30835,False
ACC100337,CUST100337,2021-07-18 23:29:38.073493,individual,LOW,UNKNOWN,29611,False
ACC100338,CUST100338,2023-05-28 23:29:38.073493,individual,LOW,SALARIED,41397,False
ACC100339,CUST100339,2023-01-28 23:29:38.073493,individual,LOW,STUDENT,24097,False
ACC100340,CUST100340,2025-05-02 23:29:38.073493,individual,LOW,UNKNOWN,33523,False
ACC100341,CUST100341,2022-06-20 23:29:38.073493,individual,LOW,STUDENT,59325,False
ACC100342,CUST100342,2024-07-20 23:29:38.073493,individual,LOW,SELF_EMP,14684,False
ACC100343,CUST100343,2026-01-30 23:29:38.073493,individual,LOW,SALARIED,11745,False
ACC100344,CUST100344,2025-05-03 23:29:38.073493,individual,LOW,SELF_EMP,22068,False
ACC100345,CUST100345,2022-09-06 23:29:38.073493,individual,LOW,SELF_EMP,9767,False
ACC100346,CUST100346,2021-09-12 23:29:38.073493,individual,LOW,UNKNOWN,17771,False
ACC100347,CUST100347,2025-05-06 23:29:38.073493,individual,LOW,UNKNOWN,29562,False
ACC100348,CUST100348,2022-07-18 23:29:38.073493,individual,LOW,SELF_EMP,14600,False
ACC100349,CUST100349,2022-04-30 23:29:38.073493,individual,LOW,UNKNOWN,42551,False
ACC100350,CUST100350,2021-10-16 23:29:38.073493,business,LOW,UNKNOWN,38904,False
ACC100351,CUST100351,2023-07-06 23:29:38.073493,individual,LOW,STUDENT,26233,False
ACC100352,CUST100352,2025-03-14 23:29:38.073493,individual,HIGH,SELF_EMP,126492,True
ACC100353,CUST100353,2023-03-31 23:29:38.073493,individual,LOW,SELF_EMP,10596,False
ACC100354,CUST100354,2021-05-02 23:29:38.073493,individual,LOW,UNKNOWN,22184,False
ACC100355,CUST100355,2024-02-02 23:29:38.073493,individual,HIGH,SELF_EMP,13670,True
ACC100356,CUST100356,2025-03-14 23:29:38.075113,individual,LOW,SELF_EMP,19752,False
ACC100357,CUST100357,2022-12-29 23:29:38.075113,individual,LOW,UNKNOWN,12640,False
ACC100358,CUST100358,2022-07-11 23:29:38.075113,individual,HIGH,SALARIED,5990,True
ACC100359,CUST100359,2022-08-12 23:29:38.075113,individual,LOW,UNKNOWN,24330,False
ACC100360,CUST100360,2021-07-06 23:29:38.075113,individual,LOW,SALARIED,15711,False
ACC100361,CUST100361,2023-10-14 23:29:38.075113,individual,LOW,SALARIED,22405,False
ACC100362,CUST100362,2022-03-02 23:29:38.075113,individual,LOW,STUDENT,40016,False
ACC100363,CUST100363,2024-09-18 23:29:38.075113,business,LOW,SALARIED,13486,False
ACC100364,CUST100364,2021-12-23 23:29:38.075113,individual,HIGH,SELF_EMP,9189,True
ACC100365,CUST100365,2024-01-13 23:29:38.075113,individual,LOW,UNKNOWN,23542,False
ACC100366,CUST100366,2022-04-04 23:29:38.075113,individual,LOW,SELF_EMP,19202,False
ACC100367,CUST100367,2024-07-02 23:29:38.075113,individual,LOW,SALARIED,24592,False
ACC100368,CUST100368,2023-06-17 23:29:38.075113,individual,LOW,UNKNOWN,49864,False
ACC100369,CUST100369,2022-02-22 23:29:38.075113,individual,LOW,UNKNOWN,7542,False
ACC100370,CUST100370,2025-03-02 23:29:38.075113,individual,LOW,UNKNOWN,28291,False
ACC100371,CUST100371,2024-02-19 23:29:38.075113,individual,LOW,UNKNOWN,22581,False
ACC100372,CUST100372,2023-10-18 23:29:38.075113,individual,LOW,STUDENT,26589,False
ACC100373,CUST100373,2024-09-22 23:29:38.075113,individual,LOW,STUDENT,33021,False
ACC100374,CUST100374,2024-07-15 23:29:38.075113,individual,LOW,STUDENT,10288,False
ACC100375,CUST100375,2026-01-16 23:29:38.075113,individual,LOW,UNKNOWN,38420,False
ACC100376,CUST100376,2021-11-07 23:29:38.075113,individual,LOW,SELF_EMP,38511,False
ACC100377,CUST100377,2025-02-08 23:29:38.075113,business,LOW,SALARIED,45444,False
ACC100378,CUST100378,2021-12-29 23:29:38.075113,individual,HIGH,STUDENT,46948,True
ACC100379,CUST100379,2025-07-11 23:29:38.075113,individual,LOW,SELF_EMP,16208,False
ACC100380,CUST100380,2022-12-30 23:29:38.075113,individual,HIGH,STUDENT,16758,True
ACC100381,CUST100381,2022-07-08 23:29:38.076659,individual,HIGH,STUDENT,19228,True
ACC100382,CUST100382,2023-08-28 23:29:38.076659,business,LOW,SALARIED,29019,False
ACC100383,CUST100383,2023-11-10 23:29:38.076659,individual,LOW,UNKNOWN,26115,False
ACC100384,CUST100384,2021-11-26 23:29:38.076659,individual,LOW,SELF_EMP,14296,False
ACC100385,CUST100385,2023-08-04 23:29:38.076659,individual,LOW,STUDENT,20527,False
ACC100386,CUST100386,2022-06-07 23:29:38.076659,individual,LOW,UNKNOWN,13540,False
ACC100387,CUST100387,2025-05-05 23:29:38.076659,individual,LOW,SELF_EMP,8615,False
ACC100388,CUST100388,2024-03-15 23:29:38.076659,individual,LOW,STUDENT,23793,False
ACC100389,CUST100389,2021-05-23 23:29:38.076659,individual,LOW,UNKNOWN,51842,False
ACC100390,CUST100390,2024-12-11 23:29:38.076659,individual,LOW,SALARIED,16269,False
ACC100391,CUST100391,2022-09-15 23:29:38.076659,individual,LOW,STUDENT,52035,False
ACC100392,CUST100392,2022-03-28 23:29:38.076659,individual,LOW,UNKNOWN,52818,False
ACC100393,CUST100393,2025-04-07 23:29:38.076659,individual,LOW,SALARIED,13238,False
ACC100394,CUST100394,2022-06-02 23:29:38.076659,individual,LOW,UNKNOWN,7537,False
ACC100395,CUST100395,2024-05-23 23:29:38.076659,individual,LOW,STUDENT,28750,False
ACC100396,CUST100396,2024-05-15 23:29:38.076659,individual,LOW,SALARIED,10934,False
ACC100397,CUST100397,2024-11-04 23:29:38.076659,individual,LOW,STUDENT,22184,False
ACC100398,CUST100398,2023-03-30 23:29:38.076659,individual,LOW,UNKNOWN,35879,False
ACC100399,CUST100399,2021-07-06 23:29:38.076659,individual,LOW,UNKNOWN,34864,False
ACC100400,CUST100400,2025-02-06 23:29:38.076659,individual,LOW,STUDENT,27566,False
ACC100401,CUST100401,2023-07-04 23:29:38.076659,individual,LOW,STUDENT,47955,False
ACC100402,CUST100402,2024-05-05 23:29:38.076659,individual,LOW,SELF_EMP,18622,False
ACC100403,CUST100403,2023-01-04 23:29:38.076659,individual,LOW,SELF_EMP,14842,False
ACC100404,CUST100404,2023-12-03 23:29:38.076659,individual,HIGH,STUDENT,19316,True
ACC100405,CUST100405,2024-09-23 23:29:38.076659,individual,LOW,UNKNOWN,26424,False
ACC100406,CUST100406,2023-07-08 23:29:38.078188,individual,LOW,UNKNOWN,18714,False
ACC100407,CUST100407,2024-09-04 23:29:38.078188,individual,LOW,UNKNOWN,21911,False
ACC100408,CUST100408,2025-03-06 23:29:38.078188,individual,LOW,SELF_EMP,40136,False
ACC100409,CUST100409,2025-12-26 23:29:38.078188,individual,LOW,UNKNOWN,17223,False
ACC100410,CUST100410,2024-07-23 23:29:38.078188,individual,LOW,SELF_EMP,30508,False
ACC100411,CUST100411,2022-09-28 23:29:38.078188,individual,LOW,UNKNOWN,12470,False
ACC100412,CUST100412,2021-10-23 23:29:38.078188,individual,LOW,STUDENT,37689,False
ACC100413,CUST100413,2024-02-08 23:29:38.078188,business,LOW,UNKNOWN,47244,False
ACC100414,CUST100414,2025-05-13 23:29:38.078188,individual,LOW,STUDENT,15148,False
ACC100415,CUST100415,2024-02-01 23:29:38.078188,business,LOW,STUDENT,9413,False
ACC100416,CUST100416,2022-06-03 23:29:38.078188,individual,HIGH,UNKNOWN,8873,True
ACC100417,CUST100417,2025-09-01 23:29:38.078188,individual,LOW,SELF_EMP,7809,False
ACC100418,CUST100418,2022-05-12 23:29:38.078188,individual,LOW,SELF_EMP,26237,False
ACC100419,CUST100419,2024-12-26 23:29:38.078188,individual,LOW,SELF_EMP,21721,False
ACC100420,CUST100420,2021-03-11 23:29:38.078188,individual,LOW,UNKNOWN,22788,False
ACC100421,CUST100421,2021-10-14 23:29:38.078188,individual,LOW,STUDENT,10768,False
ACC100422,CUST100422,2023-04-29 23:29:38.078188,business,LOW,SELF_EMP,13248,False
ACC100423,CUST100423,2024-06-16 23:29:38.078188,individual,LOW,SELF_EMP,19495,False
ACC100424,CUST100424,2025-03-02 23:29:38.079739,individual,HIGH,SALARIED,9175,True
ACC100425,CUST100425,2022-07-15 23:29:38.079739,individual,LOW,UNKNOWN,10262,False
ACC100426,CUST100426,2023-04-03 23:29:38.079739,individual,LOW,UNKNOWN,30114,False
ACC100427,CUST100427,2023-02-01 23:29:38.079739,individual,LOW,UNKNOWN,34290,False
ACC100428,CUST100428,2022-07-31 23:29:38.079739,individual,LOW,SALARIED,26958,False
ACC100429,CUST100429,2024-04-21 23:29:38.079739,individual,LOW,STUDENT,13213,False
ACC100430,CUST100430,2022-11-12 23:29:38.079739,individual,LOW,STUDENT,29578,False
ACC100431,CUST100431,2022-02-03 23:29:38.079739,individual,LOW,SELF_EMP,25171,False
ACC100432,CUST100432,2024-05-17 23:29:38.079739,individual,LOW,SALARIED,24282,False
ACC100433,CUST100433,2022-09-14 23:29:38.079739,individual,LOW,SALARIED,15075,False
ACC100434,CUST100434,2024-06-07 23:29:38.081399,individual,LOW,STUDENT,21659,False
ACC100435,CUST100435,2021-11-10 23:29:38.081399,individual,LOW,SELF_EMP,27649,False
ACC100436,CUST100436,2023-01-23 23:29:38.081399,business,LOW,UNKNOWN,20831,False
ACC100437,CUST100437,2025-10-17 23:29:38.081399,individual,LOW,UNKNOWN,14980,False
ACC100438,CUST100438,2025-08-22 23:29:38.081399,individual,LOW,UNKNOWN,18220,False
ACC100439,CUST100439,2022-12-10 23:29:38.081399,individual,LOW,STUDENT,26004,False
ACC100440,CUST100440,2025-10-21 23:29:38.081399,individual,LOW,UNKNOWN,34811,False
ACC100441,CUST100441,2023-07-14 23:29:38.081399,individual,LOW,SELF_EMP,16734,False
ACC100442,CUST100442,2021-04-16 23:29:38.081399,business,HIGH,SALARIED,19159,True
ACC100443,CUST100443,2022-05-25 23:29:38.081399,individual,LOW,SELF_EMP,33610,False
ACC100444,CUST100444,2023-04-24 23:29:38.081399,individual,LOW,SALARIED,25108,False
ACC100445,CUST100445,2021-06-14 23:29:38.081399,individual,LOW,UNKNOWN,11759,False
ACC100446,CUST100446,2024-06-06 23:29:38.081399,individual,LOW,SALARIED,33642,False
ACC100447,CUST100447,2025-01-13 23:29:38.081399,individual,LOW,UNKNOWN,19967,False
ACC100448,CUST100448,2025-01-17 23:29:38.081399,business,LOW,SALARIED,76091,False
ACC100449,CUST100449,2025-03-04 23:29:38.081399,individual,LOW,STUDENT,68431,False
ACC100450,CUST100450,2022-12-27 23:29:38.081399,individual,HIGH,STUDENT,31276,True
ACC100451,CUST100451,2024-02-13 23:29:38.081399,individual,LOW,STUDENT,24120,False
ACC100452,CUST100452,2021-08-01 23:29:38.081399,individual,LOW,SELF_EMP,38773,False
ACC100453,CUST100453,2024-07-19 23:29:38.081399,individual,LOW,STUDENT,32052,False
ACC100454,CUST100454,2021-02-06 23:29:38.081399,individual,LOW,SALARIED,14932,False
ACC100455,CUST100455,2025-10-20 23:29:38.081399,individual,LOW,UNKNOWN,31152,False
ACC100456,CUST100456,2023-07-04 23:29:38.081399,individual,LOW,STUDENT,20175,False
ACC100457,CUST100457,2023-10-02 23:29:38.081399,individual,LOW,UNKNOWN,30770,False
ACC100458,CUST100458,2021-10-14 23:29:38.083081,individual,LOW,SALARIED,12257,False
ACC100459,CUST100459,2025-04-02 23:29:38.083081,business,LOW,STUDENT,39082,False
ACC100460,CUST100460,2023-12-01 23:29:38.083081,individual,LOW,SELF_EMP,16285,False
ACC100461,CUST100461,2025-01-30 23:29:38.083081,business,LOW,SELF_EMP,19638,False
ACC100462,CUST100462,2021-11-22 23:29:38.083081,individual,LOW,SALARIED,15959,False
ACC100463,CUST100463,2022-04-22 23:29:38.083081,individual,LOW,STUDENT,8123,False
ACC100464,CUST100464,2022-07-09 23:29:38.083081,individual,LOW,STUDENT,30264,False
ACC100465,CUST100465,2025-08-05 23:29:38.083081,individual,LOW,SALARIED,12597,False
ACC100466,CUST100466,2021-12-22 23:29:38.083081,individual,LOW,SELF_EMP,26271,False
ACC100467,CUST100467,2023-05-27 23:29:38.083081,individual,LOW,STUDENT,16561,False
ACC100468,CUST100468,2021-06-23 23:29:38.083081,business,HIGH,STUDENT,25134,True
ACC100469,CUST100469,2026-01-30 23:29:38.083081,individual,HIGH,STUDENT,41613,True
ACC100470,CUST100470,2021-05-17 23:29:38.083081,individual,LOW,UNKNOWN,47013,False
ACC100471,CUST100471,2023-06-20 23:29:38.083081,individual,LOW,UNKNOWN,29764,False
ACC100472,CUST100472,2024-08-10 23:29:38.083081,individual,LOW,SELF_EMP,16526,False
ACC100473,CUST100473,2024-01-05 23:29:38.083081,individual,LOW,STUDENT,17855,False
ACC100474,CUST100474,2024-08-24 23:29:38.083081,individual,HIGH,SELF_EMP,39213,True
ACC100475,CUST100475,2025-11-24 23:29:38.083081,individual,LOW,UNKNOWN,16995,False
ACC100476,CUST100476,2024-12-24 23:29:38.083081,individual,LOW,UNKNOWN,16870,False
ACC100477,CUST100477,2024-01-12 23:29:38.083081,individual,LOW,STUDENT,24657,False
ACC100478,CUST100478,2023-05-07 23:29:38.083081,individual,LOW,SELF_EMP,29884,False
ACC100479,CUST100479,2022-06-04 23:29:38.083081,individual,LOW,SALARIED,23824,False
ACC100480,CUST100480,2023-11-19 23:29:38.083081,individual,LOW,SELF_EMP,14020,False
ACC100481,CUST100481,2022-07-04 23:29:38.084619,business,LOW,SALARIED,15457,False
ACC100482,CUST100482,2022-06-08 23:29:38.084619,individual,LOW,STUDENT,24652,False
ACC100483,CUST100483,2024-07-12 23:29:38.084619,individual,HIGH,UNKNOWN,31143,True
ACC100484,CUST100484,2026-01-29 23:29:38.084619,individual,LOW,STUDENT,25012,False
ACC100485,CUST100485,2023-04-11 23:29:38.084619,business,LOW,UNKNOWN,18287,False
ACC100486,CUST100486,2021-11-29 23:29:38.084619,individual,LOW,STUDENT,27606,False
ACC100487,CUST100487,2021-11-18 23:29:38.084619,business,LOW,SALARIED,18347,False
ACC100488,CUST100488,2022-10-24 23:29:38.084619,business,LOW,STUDENT,27494,False
ACC100489,CUST100489,2023-03-23 23:29:38.084619,individual,HIGH,SELF_EMP,12382,True
ACC100490,CUST100490,2021-02-28 23:29:38.084619,individual,HIGH,SELF_EMP,17500,True
ACC100491,CUST100491,2023-10-14 23:29:38.084619,business,HIGH,SALARIED,13680,True
ACC100492,CUST100492,2022-04-18 23:29:38.084619,individual,HIGH,SELF_EMP,20106,True
ACC100493,CUST100493,2021-12-29 23:29:38.084619,individual,LOW,SALARIED,22371,False
ACC100494,CUST100494,2021-03-12 23:29:38.084619,individual,HIGH,SALARIED,20961,True
ACC100495,CUST100495,2024-02-15 23:29:38.084619,business,LOW,UNKNOWN,16294,False
ACC100496,CUST100496,2025-07-24 23:29:38.084619,individual,LOW,UNKNOWN,5148,False
ACC100497,CUST100497,2025-04-25 23:29:38.084619,business,LOW,STUDENT,18262,False
ACC100498,CUST100498,2024-10-21 23:29:38.084619,individual,HIGH,UNKNOWN,20987,True
ACC100499,CUST100499,2023-04-30 23:29:38.084619,individual,LOW,SALARIED,17890,False
ACC100500,CUST100500,2021-06-09 23:29:38.084619,individual,LOW,UNKNOWN,28026,False
ACC100501,CUST100501,2024-07-04 23:29:38.084619,individual,LOW,SELF_EMP,15553,False
ACC100502,CUST100502,2025-07-25 23:29:38.084619,individual,LOW,SELF_EMP,9486,False
ACC100503,CUST100503,2023-01-19 23:29:38.084619,individual,LOW,STUDENT,7845,False
ACC100504,CUST100504,2023-05-19 23:29:38.084619,individual,HIGH,SALARIED,14284,True
ACC100505,CUST100505,2024-12-21 23:29:38.084619,individual,LOW,STUDENT,4360,False
ACC100506,CUST100506,2021-04-10 23:29:38.086149,business,LOW,STUDENT,31002,False
ACC100507,CUST100507,2025-08-03 23:29:38.086149,individual,HIGH,UNKNOWN,21424,True
ACC100508,CUST100508,2025-07-18 23:29:38.086149,individual,LOW,STUDENT,13360,False
ACC100509,CUST100509,2022-03-05 23:29:38.086149,individual,LOW,UNKNOWN,19563,False
ACC100510,CUST100510,2021-06-28 23:29:38.086149,individual,HIGH,UNKNOWN,31520,True
ACC100511,CUST100511,2022-02-21 23:29:38.086149,individual,LOW,STUDENT,7681,False
ACC100512,CUST100512,2022-03-13 23:29:38.086149,individual,LOW,STUDENT,33557,False
ACC100513,CUST100513,2025-01-04 23:29:38.086149,individual,LOW,SALARIED,14696,False
ACC100514,CUST100514,2025-01-28 23:29:38.086149,individual,HIGH,UNKNOWN,15061,True
ACC100515,CUST100515,2024-10-16 23:29:38.086149,individual,HIGH,SELF_EMP,25426,True
ACC100516,CUST100516,2021-11-22 23:29:38.086149,individual,LOW,SALARIED,23424,False
ACC100517,CUST100517,2024-05-04 23:29:38.086149,individual,LOW,UNKNOWN,34967,False
ACC100518,CUST100518,2022-12-27 23:29:38.086149,business,LOW,UNKNOWN,16631,False
ACC100519,CUST100519,2025-09-26 23:29:38.086149,individual,LOW,UNKNOWN,36582,False
ACC100520,CUST100520,2024-03-21 23:29:38.086149,business,LOW,UNKNOWN,53135,False
ACC100521,CUST100521,2023-03-05 23:29:38.086149,individual,LOW,UNKNOWN,22023,False
ACC100522,CUST100522,2024-11-21 23:29:38.086149,individual,HIGH,SALARIED,34916,True
ACC100523,CUST100523,2023-03-06 23:29:38.086149,individual,LOW,UNKNOWN,15108,False
ACC100524,CUST100524,2025-01-24 23:29:38.086149,individual,LOW,STUDENT,12685,False
ACC100525,CUST100525,2021-10-01 23:29:38.086149,individual,LOW,SELF_EMP,23572,False
ACC100526,CUST100526,2021-12-23 23:29:38.086149,individual,LOW,SALARIED,23110,False
ACC100527,CUST100527,2021-10-24 23:29:38.086149,individual,LOW,SALARIED,26236,False
ACC100528,CUST100528,2023-01-14 23:29:38.086149,individual,HIGH,SELF_EMP,7844,True
ACC100529,CUST100529,2022-06-01 23:29:38.086149,individual,LOW,SALARIED,15630,False
ACC100530,CUST100530,2022-06-15 23:29:38.086149,individual,LOW,UNKNOWN,24122,False
ACC100531,CUST100531,2024-09-20 23:29:38.087680,individual,LOW,UNKNOWN,9370,False
ACC100532,CUST100532,2024-01-10 23:29:38.087680,individual,LOW,SELF_EMP,14360,False
ACC100533,CUST100533,2024-07-25 23:29:38.087680,individual,LOW,SALARIED,13174,False
ACC100534,CUST100534,2023-02-10 23:29:38.087680,individual,LOW,STUDENT,16126,False
ACC100535,CUST100535,2024-11-19 23:29:38.087680,individual,LOW,SELF_EMP,13301,False
ACC100536,CUST100536,2022-04-25 23:29:38.087680,individual,LOW,SALARIED,82188,False
ACC100537,CUST100537,2023-08-14 23:29:38.087680,individual,LOW,SALARIED,28735,False
ACC100538,CUST100538,2021-06-03 23:29:38.087680,individual,LOW,SELF_EMP,23525,False
ACC100539,CUST100539,2023-08-28 23:29:38.087680,individual,HIGH,UNKNOWN,16402,True
ACC100540,CUST100540,2025-09-13 23:29:38.087680,individual,LOW,SELF_EMP,10292,False
ACC100541,CUST100541,2021-06-24 23:29:38.087680,individual,LOW,SELF_EMP,52752,False
ACC100542,CUST100542,2025-10-04 23:29:38.087680,individual,LOW,SELF_EMP,45090,False
ACC100543,CUST100543,2022-11-21 23:29:38.087680,individual,LOW,SELF_EMP,10706,False
ACC100544,CUST100544,2022-10-04 23:29:38.087680,individual,LOW,SELF_EMP,37338,False
ACC100545,CUST100545,2022-03-05 23:29:38.087680,individual,LOW,UNKNOWN,87147,False
ACC100546,CUST100546,2024-12-11 23:29:38.087680,business,LOW,STUDENT,32613,False
ACC100547,CUST100547,2022-01-31 23:29:38.087680,individual,LOW,UNKNOWN,38489,False
ACC100548,CUST100548,2021-12-16 23:29:38.087680,individual,LOW,STUDENT,28695,False
ACC100549,CUST100549,2023-11-14 23:29:38.087680,individual,LOW,UNKNOWN,22662,False
ACC100550,CUST100550,2023-04-03 23:29:38.087680,individual,LOW,SELF_EMP,40016,False
ACC100551,CUST100551,2024-11-22 23:29:38.087680,individual,HIGH,SALARIED,12605,True
ACC100552,CUST100552,2021-12-20 23:29:38.087680,individual,HIGH,STUDENT,14797,True
ACC100553,CUST100553,2024-12-12 23:29:38.087680,individual,LOW,STUDENT,27233,False
ACC100554,CUST100554,2021-07-10 23:29:38.087680,individual,LOW,SALARIED,19492,False
ACC100555,CUST100555,2021-06-28 23:29:38.087680,business,LOW,STUDENT,13350,False
ACC100556,CUST100556,2022-02-09 23:29:38.089211,individual,LOW,UNKNOWN,20095,False
ACC100557,CUST100557,2025-10-15 23:29:38.089211,individual,LOW,STUDENT,9557,False
ACC100558,CUST100558,2024-08-03 23:29:38.089211,individual,LOW,UNKNOWN,8777,False
ACC100559,CUST100559,2021-06-22 23:29:38.089211,individual,HIGH,SELF_EMP,21673,True
ACC100560,CUST100560,2021-04-09 23:29:38.089211,individual,LOW,STUDENT,35175,False
ACC100561,CUST100561,2023-07-20 23:29:38.089211,individual,LOW,STUDENT,24158,False
ACC100562,CUST100562,2025-12-18 23:29:38.089211,individual,LOW,STUDENT,57537,False
ACC100563,CUST100563,2024-10-13 23:29:38.089211,individual,LOW,UNKNOWN,11950,False
ACC100564,CUST100564,2023-02-07 23:29:38.089211,individual,LOW,SELF_EMP,30670,False
ACC100565,CUST100565,2022-05-22 23:29:38.089211,business,LOW,SALARIED,8397,False
ACC100566,CUST100566,2021-11-25 23:29:38.089211,individual,LOW,SALARIED,8896,False
ACC100567,CUST100567,2022-11-17 23:29:38.089211,individual,LOW,SALARIED,12973,False
ACC100568,CUST100568,2023-04-04 23:29:38.089211,individual,LOW,UNKNOWN,26661,False
ACC100569,CUST100569,2022-04-15 23:29:38.089211,individual,LOW,SALARIED,14607,False
ACC100570,CUST100570,2023-09-18 23:29:38.089211,business,LOW,STUDENT,18591,False
ACC100571,CUST100571,2024-06-19 23:29:38.089211,individual,LOW,SELF_EMP,26503,False
ACC100572,CUST100572,2024-03-20 23:29:38.089211,business,LOW,SELF_EMP,18084,False
ACC100573,CUST100573,2024-03-18 23:29:38.089211,individual,LOW,UNKNOWN,20415,False
ACC100574,CUST100574,2021-08-04 23:29:38.089211,individual,LOW,STUDENT,30200,False
ACC100575,CUST100575,2025-06-12 23:29:38.089211,individual,LOW,SALARIED,29577,False
ACC100576,CUST100576,2024-03-16 23:29:38.089211,individual,HIGH,SELF_EMP,24085,True
ACC100577,CUST100577,2025-06-25 23:29:38.089211,individual,LOW,STUDENT,40725,False
ACC100578,CUST100578,2023-03-24 23:29:38.089211,individual,LOW,STUDENT,34067,False
ACC100579,CUST100579,2024-07-22 23:29:38.089211,individual,HIGH,UNKNOWN,18815,True
ACC100580,CUST100580,2022-09-07 23:29:38.089211,individual,LOW,UNKNOWN,13209,False
ACC100581,CUST100581,2021-12-26 23:29:38.090793,individual,LOW,STUDENT,18930,False
ACC100582,CUST100582,2023-01-13 23:29:38.090793,individual,LOW,UNKNOWN,37729,False
ACC100583,CUST100583,2024-05-20 23:29:38.090793,individual,LOW,STUDENT,20515,False
ACC100584,CUST100584,2021-11-05 23:29:38.090793,individual,LOW,UNKNOWN,32747,False
ACC100585,CUST100585,2022-07-13 23:29:38.090793,individual,LOW,SELF_EMP,20722,False
ACC100586,CUST100586,2021-06-03 23:29:38.091410,individual,LOW,UNKNOWN,7416,False
ACC100587,CUST100587,2022-01-08 23:29:38.091410,business,LOW,STUDENT,24082,False
ACC100588,CUST100588,2025-04-15 23:29:38.091410,individual,LOW,SELF_EMP,15582,False
ACC100589,CUST100589,2023-11-01 23:29:38.091410,individual,LOW,STUDENT,8229,False
ACC100590,CUST100590,2023-09-06 23:29:38.091410,individual,LOW,STUDENT,19533,False
ACC100591,CUST100591,2024-03-15 23:29:38.091410,individual,LOW,UNKNOWN,34822,False
