ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,IS_STR,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,PEP_STATUS,INCOME_BRACKET,KYC_RISK,ONBOARDING_CHANNEL,total_txn_volume,txn_count,avg_txn_size,unique_channels
ALT0002119,TXN00482251,ACCT100028949,ML_PATTERN_DETECTED,64,2024-11-22 20:57:00.149617,0,CUST0010483,SAVINGS,ACTIVE,407704.32,False,100k-250k,LOW,THIRD_PARTY,132990.25,8,16623.78125,4
ALT0002120,TXN00479884,ACCT100054318,ML_PATTERN_DETECTED,80,2023-06-16 14:59:37.855901,0,CUST0037431,SAVINGS,ACTIVE,15708.72,False,50k-100k,MEDIUM,THIRD_PARTY,436996.5,5,87399.3,3
ALT0002121,TXN00486309,ACCT100072096,ML_PATTERN_DETECTED,92,2024-04-02 08:49:59.773895,1,CUST0071757,NRE,ACTIVE,19247.78,False,0-50k,LOW,BRANCH,151127.43,4,37781.8575,3
ALT0002122,TXN00488579,ACCT100025773,ML_PATTERN_DETECTED,74,2023-02-01 09:50:13.038947,0,CUST0071399,SALARY,ACTIVE,44888.74,False,250k+,LOW,MOBILE_APP,68749.23,9,7638.803333333333,4
ALT0002123,TXN00496160,ACCT100066343,ML_PATTERN_DETECTED,82,2024-12-04 23:39:32.863255,0,CUST0019528,NRE,DORMANT,45099.9,False,,LOW,THIRD_PARTY,328001.65,4,82000.4125,3
ALT0002124,TXN00492546,ACCT100060822,ML_PATTERN_DETECTED,92,2024-06-28 01:52:59.962475,1,CUST0043977,NRE,ACTIVE,1752.56,False,100k-250k,LOW,THIRD_PARTY,21432.72,5,4286.544,4
ALT0002125,TXN00486824,ACCT100009228,ML_PATTERN_DETECTED,88,2023-11-02 17:58:29.002409,1,CUST0021104,NRE,DORMANT,307177.27,False,0-50k,LOW,BRANCH,43640.299999999996,6,7273.383333333332,3
ALT0002126,TXN00495458,ACCT100019782,ML_PATTERN_DETECTED,70,2023-12-02 11:16:56.388240,0,CUST0015684,NRE,DORMANT,6413.94,False,0-50k,LOW,WEB,184958.32,5,36991.664000000004,4
ALT0002127,TXN00491502,ACCT100036606,ML_PATTERN_DETECTED,71,2023-05-09 11:44:56.930336,0,CUST0044111,SALARY,ACTIVE,102319.2,False,100k-250k,LOW,MOBILE_APP,91053.78,8,11381.7225,3
ALT0002128,TXN00485069,ACCT100097246,ML_PATTERN_DETECTED,83,2024-04-23 01:51:53.408268,0,CUST0018013,CURRENT,ACTIVE,7444.7,False,250k+,LOW,MOBILE_APP,95081.63,4,23770.4075,3
ALT0002129,TXN00487291,ACCT100042023,ML_PATTERN_DETECTED,71,2023-08-28 14:26:52.247084,0,CUST0020565,NRE,CLOSED,129934.11,False,250k+,LOW,WEB,216258.53,7,30894.075714285715,3
ALT0002130,TXN00483266,ACCT100042970,ML_PATTERN_DETECTED,67,2023-11-30 19:28:38.682525,0,CUST0044765,SAVINGS,ACTIVE,15965.95,False,250k+,MEDIUM,BRANCH,61150.78,7,8735.825714285715,3
ALT0002131,TXN00476580,ACCT100032095,ML_PATTERN_DETECTED,74,2024-02-10 14:20:01.154716,0,CUST0045155,NRE,ACTIVE,7819.23,False,0-50k,LOW,WEB,301038.04,5,60207.60799999999,3
ALT0002132,TXN00489001,ACCT100093044,ML_PATTERN_DETECTED,64,2023-01-28 02:43:47.927765,1,CUST0021208,Current,ACTIVE,133009.74,False,50k-100k,LOW,THIRD_PARTY,13337.9,5,2667.58,3
ALT0002133,TXN00479032,ACCT100060233,ML_PATTERN_DETECTED,74,2024-10-17 23:47:13.931957,0,CUST0038172,SALARY,ACTIVE,6679.61,False,0-50k,MEDIUM,MOBILE_APP,66071.48,4,16517.87,2
ALT0002134,TXN00499070,ACCT100082914,ML_PATTERN_DETECTED,66,2023-11-09 11:33:37.657658,0,CUST0021375,NRE,DORMANT,3944.17,False,100k-250k,LOW,WEB,410876.86,9,45652.984444444446,4
ALT0002135,TXN00485635,ACCT100056504,ML_PATTERN_DETECTED,73,2023-01-30 19:39:31.256680,0,CUST0049816,CURRENT,ACTIVE,253464.96,False,,LOW,THIRD_PARTY,46676.61,8,5834.57625,3
ALT0002136,TXN00486424,ACCT100016647,ML_PATTERN_DETECTED,85,2023-03-16 06:53:43.602452,0,CUST0026320,CURRENT,ACTIVE,382304.76,False,250k+,LOW,THIRD_PARTY,132970.83,10,13297.082999999999,3
ALT0002137,TXN00485238,ACCT100057990,ML_PATTERN_DETECTED,69,2024-09-06 01:37:17.699284,0,CUST0015395,CURRENT,DORMANT,3808.26,False,100k-250k,HIGH,THIRD_PARTY,13150.759999999998,5,2630.1519999999996,3
ALT0002138,TXN00484820,ACCT100064375,ML_PATTERN_DETECTED,58,2023-11-17 00:50:05.029111,0,CUST0019268, NRE ,ACTIVE,1802.16,False,250k+,LOW,THIRD_PARTY,160707.01,5,32141.402000000002,3
ALT0002139,TXN00475414,ACCT100078715,ML_PATTERN_DETECTED,84,2023-08-21 02:19:40.342881,0,CUST0064204,NRO,ACTIVE,4657.68,False,250k+,LOW,BRANCH,224521.21,6,37420.20166666667,2
ALT0002140,TXN00480659,ACCT100042649,ML_PATTERN_DETECTED,60,2023-07-08 19:55:35.568246,0,CUST0051354,NRO,ACTIVE,88569.02,False,,LOW,MOBILE_APP,150934.91999999998,6,25155.819999999996,4
ALT0002141,TXN00478159,ACCT100077736,ML_PATTERN_DETECTED,95,2024-06-28 09:58:25.241898,0,CUST0003157,SALARY,DORMANT,5001.13,False,50k-100k,HIGH,THIRD_PARTY,315891.32,5,63178.264,3
ALT0002142,TXN00492076,ACCT100072198,ML_PATTERN_DETECTED,56,2024-04-23 20:32:50.433904,0,CUST0007207,SALARY,ACTIVE,2653.61,False,100k-250k,HIGH,MOBILE_APP,106222.83,5,21244.566,3
ALT0002143,TXN00477929,ACCT100038271,ML_PATTERN_DETECTED,74,2024-05-27 10:04:11.659170,0,CUST0037684,SAVINGS,ACTIVE,2464.93,False,250k+,HIGH,BRANCH,561539.01,5,112307.802,3
ALT0002144,TXN00498255,ACCT100029432,ML_PATTERN_DETECTED,95,2023-09-14 00:01:15.515704,1,CUST0003757,NRE,ACTIVE,6200.12,False,100k-250k,LOW,WEB,149134.12,5,29826.824,3
ALT0002145,TXN00484542,ACCT100013027,ML_PATTERN_DETECTED,59,2024-11-27 14:46:10.758529,0,CUST0003922,NRE,CLOSED,52748.77,False,100k-250k,MEDIUM,MOBILE_APP,274272.92,6,45712.15333333333,3
ALT0002146,TXN00491056,ACCT100015735,ML_PATTERN_DETECTED,77,2024-01-09 05:18:32.372570,0,CUST0034598,NRE,ACTIVE,128690.28,False,50k-100k,LOW,MOBILE_APP,158798.76,3,52932.920000000006,3
ALT0002147,TXN00485730,ACCT100091134,ML_PATTERN_DETECTED,85,2023-07-29 12:58:09.137898,0,CUST0074306,NRO,ACTIVE,14033.33,False,250k+,MEDIUM,THIRD_PARTY,15721.18,5,3144.236,3
ALT0002148,TXN00483826,ACCT100060597,ML_PATTERN_DETECTED,84,2023-04-23 01:38:39.226185,0,CUST0064844,CURRENT,ACTIVE,71085.28,False,50k-100k,MEDIUM,THIRD_PARTY,325721.54,4,81430.385,3
ALT0002149,TXN00497593,ACCT100008871,ML_PATTERN_DETECTED,82,2024-02-24 22:13:29.194210,0,CUST0044381,SALARY,ACTIVE,104860.83,False,50k-100k,MEDIUM,THIRD_PARTY,31717.08,7,4531.011428571429,3
ALT0002150,TXN00490862,ACCT100015764,ML_PATTERN_DETECTED,96,2023-11-20 22:05:16.257028,0,CUST0053028,NRO,ACTIVE,7453.43,False,250k+,LOW,THIRD_PARTY,499027.73000000004,6,83171.28833333334,4
ALT0002151,TXN00492341,ACCT100092225,ML_PATTERN_DETECTED,52,2024-11-16 13:07:50.896464,0,CUST0072111,SAVINGS,ACTIVE,1670649.23,False,50k-100k,LOW,WEB,22766.82,4,5691.705,3
ALT0002152,TXN00477696,ACCT100067654,ML_PATTERN_DETECTED,66,2024-08-16 23:51:13.077996,0,CUST0059044,NRO,ACTIVE,55801.39,False,100k-250k,LOW,THIRD_PARTY,443700.27,5,88740.054,3
ALT0002153,TXN00493589,ACCT100016685,ML_PATTERN_DETECTED,56,2023-02-19 01:23:56.103733,0,CUST0044638,NRE,ACTIVE,4305.46,False,250k+,MEDIUM,BRANCH,25933.1,5,5186.62,3
ALT0002154,TXN00476528,ACCT100088488,ML_PATTERN_DETECTED,81,2023-12-07 13:53:47.634567,0,CUST0063087,SALARY,ACTIVE,28036.12,False,0-50k,LOW,MOBILE_APP,392958.21,4,98239.5525,4
ALT0002155,TXN00478782,ACCT100033399,ML_PATTERN_DETECTED,77,2024-12-22 05:52:25.442901,0,CUST0046832,SALARY,ACTIVE,74097.34,False,250k+,HIGH,WEB,533303.9299999999,9,59255.992222222216,3
ALT0002156,TXN00495412,ACCT100084518,ML_PATTERN_DETECTED,97,2024-06-14 16:26:21.245259,1,CUST0019354,SALARY,ACTIVE,2913.2,False,,LOW,THIRD_PARTY,476235.8,10,47623.58,4
ALT0002157,TXN00478610,ACCT100016575,ML_PATTERN_DETECTED,51,2024-01-10 06:27:58.045695,0,CUST0018016,Nre,ACTIVE,4084.73,False,,MEDIUM,WEB,198799.3,7,28399.899999999998,4
ALT0002158,TXN00479096,ACCT100012312,ML_PATTERN_DETECTED,87,2023-01-20 13:12:38.236092,1,CUST0045427,SAVINGS,ACTIVE,11276.7,False,250k+,HIGH,WEB,19972.86,6,3328.81,3
ALT0002159,TXN00488603,ACCT100017272,ML_PATTERN_DETECTED,75,2023-08-14 00:52:16.180352,0,CUST0008393,SAVINGS,ACTIVE,47642.61,False,0-50k,LOW,THIRD_PARTY,435546.14999999997,6,72591.025,3
ALT0002160,TXN00481411,ACCT100053656,ML_PATTERN_DETECTED,70,2024-01-10 20:37:02.324470,1,CUST0042572,NRE,ACTIVE,185945.13,False,50k-100k,MEDIUM,MOBILE_APP,241639.28,8,30204.91,4
ALT0002161,TXN00496943,ACCT100061364,ML_PATTERN_DETECTED,77,2024-05-03 17:58:48.356979,0,CUST0029067,NRO,BLOCKED,98719.07,False,,HIGH,BRANCH,257026.05,3,85675.34999999999,2
ALT0002162,TXN00475792,ACCT100092352,ML_PATTERN_DETECTED,87,2024-03-16 14:44:39.912406,0,CUST0023732,CURRENT,ACTIVE,16017.88,False,250k+,LOW,MOBILE_APP,291198.98,6,48533.16333333333,3
ALT0002163,TXN00495697,ACCT100055583,ML_PATTERN_DETECTED,63,2024-06-11 16:13:29.764770,0,CUST0007896,NRE,CLOSED,4314.05,False,50k-100k,LOW,BRANCH,383071.62,5,76614.324,3
ALT0002164,TXN00486516,ACCT100062377,ML_PATTERN_DETECTED,76,2024-05-20 14:25:03.495920,0,CUST0012567,SALARY,DORMANT,6696.2,False,,LOW,WEB,20224.68,3,6741.56,2
ALT0002165,TXN00482639,ACCT100086405,ML_PATTERN_DETECTED,81,2023-06-21 08:01:49.688845,0,CUST0037676,NRO,ACTIVE,8966.95,False,50k-100k,MEDIUM,BRANCH,509439.54,7,72777.07714285715,4
ALT0002166,TXN00488831,ACCT100050820,ML_PATTERN_DETECTED,96,2023-12-25 16:02:07.702337,1,CUST0049829,CURRENT,ACTIVE,52078.72,False,100k-250k,LOW,WEB,374328.04,7,53475.434285714284,2
ALT0002167,TXN00477466,ACCT100052333,ML_PATTERN_DETECTED,65,2023-08-28 03:15:54.142091,1,CUST0027396,CURRENT,ACTIVE,287199.72,False,50k-100k,LOW,BRANCH,50394.04,8,6299.255,3
ALT0002168,TXN00476346,ACCT100059171,ML_PATTERN_DETECTED,69,2024-03-06 23:00:20.526633,0,CUST0065931,SAVINGS,ACTIVE,342814.56,False,0-50k,LOW,THIRD_PARTY,269682.60000000003,6,44947.100000000006,3
ALT0002169,TXN00485457,ACCT100059240,ML_PATTERN_DETECTED,79,2024-08-31 03:57:06.588504,0,CUST0046318,NRO,ACTIVE,16753.28,False,250k+,HIGH,THIRD_PARTY,42218.270000000004,7,6031.181428571429,3
ALT0002170,TXN00475069,ACCT100026200,ML_PATTERN_DETECTED,53,2023-01-16 04:27:04.283295,0,CUST0064659, NRE ,ACTIVE,28228.72,False,250k+,LOW,MOBILE_APP,462164.02999999997,4,115541.00749999999,2
ALT0002171,TXN00497811,ACCT100033634,ML_PATTERN_DETECTED,96,2023-02-06 08:02:51.873360,1,CUST0054170,SALARY,ACTIVE,12511.25,False,100k-250k,LOW,WEB,431188.94,9,47909.88222222222,4
ALT0002172,TXN00498179,ACCT100066283,ML_PATTERN_DETECTED,87,2023-12-06 14:55:17.486950,1,CUST0021359,Salary,ACTIVE,10789.72,False,50k-100k,LOW,THIRD_PARTY,250964.4,8,31370.55,4
ALT0002173,TXN00494481,ACCT100052453,ML_PATTERN_DETECTED,56,2023-09-13 01:46:33.703331,0,CUST0051246,SAVINGS,ACTIVE,45107.65,False,0-50k,LOW,MOBILE_APP,126930.66,6,21155.11,4
ALT0002174,TXN00481625,ACCT100040902,ML_PATTERN_DETECTED,82,2023-02-06 21:27:21.796183,0,CUST0051678,NRE,ACTIVE,36316.55,False,100k-250k,LOW,BRANCH,233649.27,1,233649.27,1
ALT0002175,TXN00481096,ACCT100092870,ML_PATTERN_DETECTED,96,2023-07-23 00:07:50.915006,1,CUST0017590,NRE,ACTIVE,65037.15,False,50k-100k,LOW,BRANCH,497217.82999999996,3,165739.27666666664,2
ALT0002176,TXN00489153,ACCT100014115,ML_PATTERN_DETECTED,83,2024-09-05 20:00:21.230306,0,CUST0065947,SALARY,ACTIVE,3493.95,False,50k-100k,HIGH,MOBILE_APP,275258.09,8,34407.26125,3
ALT0002177,TXN00485316,ACCT100022352,ML_PATTERN_DETECTED,87,2023-08-08 20:15:26.901882,1,CUST0065632,SALARY,ACTIVE,2153.73,False,0-50k,LOW,WEB,294678.11000000004,5,58935.62200000001,3
ALT0002178,TXN00480664,ACCT100062781,ML_PATTERN_DETECTED,68,2024-07-01 12:21:07.798054,0,CUST0043905,Nre,DORMANT,1130.01,False,100k-250k,LOW,WEB,23615.8,5,4723.16,3
ALT0002179,TXN00483053,ACCT100028114,ML_PATTERN_DETECTED,78,2024-01-22 23:47:04.147127,1,CUST0009564,NRO,ACTIVE,78332.62,False,100k-250k,LOW,MOBILE_APP,963049.2,9,107005.46666666666,4
ALT0002180,TXN00480260,ACCT100096394,ML_PATTERN_DETECTED,90,2024-12-24 17:42:06.134365,1,CUST0057469,CURRENT,,21987.65,False,0-50k,MEDIUM,MOBILE_APP,106420.07,9,11824.452222222222,3
ALT0002181,TXN00486199,ACCT100048468,ML_PATTERN_DETECTED,95,2023-07-16 21:00:17.521712,1,CUST0055353,SALARY,ACTIVE,9942.26,False,250k+,LOW,THIRD_PARTY,148072.32,6,24678.72,3
ALT0002182,TXN00480131,ACCT100058378,ML_PATTERN_DETECTED,66,2023-12-28 08:34:47.159903,1,CUST0009299,Salary,ACTIVE,5694.31,False,0-50k,LOW,MOBILE_APP,563503.67,12,46958.63916666667,4
ALT0002183,TXN00492023,ACCT100079500,ML_PATTERN_DETECTED,60,2024-06-06 08:15:33.695710,0,CUST0008319,nro,ACTIVE,16715.95,False,100k-250k,LOW,WEB,33375.62,8,4171.9525,3
ALT0002184,TXN00497475,ACCT100002085,ML_PATTERN_DETECTED,92,2024-09-19 10:23:32.372888,1,CUST0021883,SAVINGS,ACTIVE,41024.15,False,250k+,LOW,BRANCH,507856.1,4,126964.025,2
ALT0002185,TXN00494339,ACCT100017633,ML_PATTERN_DETECTED,52,2024-01-18 00:04:14.874810,0,CUST0008398,SALARY,ACTIVE,48874.4,False,250k+,LOW,WEB,376201.87999999995,4,94050.46999999999,2
ALT0002186,TXN00492894,ACCT100043003,ML_PATTERN_DETECTED,84,2023-08-01 03:10:25.032763,0,CUST0040292,SAVINGS,ACTIVE,9362.53,False,,LOW,BRANCH,437677.19,7,62525.31285714286,4
ALT0002187,TXN00491583,ACCT100034395,ML_PATTERN_DETECTED,74,2024-10-11 00:56:06.719707,0,CUST0062073,NRO,ACTIVE,36740.22,False,50k-100k,MEDIUM,WEB,359333.94999999995,8,44916.743749999994,3
ALT0002188,TXN00487671,ACCT100028216,ML_PATTERN_DETECTED,74,2024-04-08 09:18:34.399488,0,CUST0019829,Salary,DORMANT,19659.88,False,250k+,LOW,WEB,700078.1,13,53852.161538461536,4
ALT0002189,TXN00489893,ACCT100078336,ML_PATTERN_DETECTED,78,2023-09-16 16:59:52.590688,0,CUST0033237,CURRENT,ACTIVE,26719.85,False,250k+,MEDIUM,BRANCH,37033.01,6,6172.168333333334,2
ALT0002190,TXN00496007,ACCT100019696,ML_PATTERN_DETECTED,94,2023-04-30 01:59:08.878705,1,CUST0002586,CURRENT,DORMANT,101262.52,False,250k+,LOW,WEB,308540.93,4,77135.2325,3
ALT0002191,TXN00485783,ACCT100085109,ML_PATTERN_DETECTED,68,2023-01-31 07:53:42.666356,0,CUST0028958,SALARY,ACTIVE,54321.08,False,250k+,LOW,BRANCH,192120.07,11,17465.46090909091,4
ALT0002192,TXN00477481,ACCT100016746,ML_PATTERN_DETECTED,69,2023-12-08 12:45:48.112725,0,CUST0011114,NRO,DORMANT,47468.62,False,0-50k,MEDIUM,BRANCH,20638.6,7,2948.371428571428,4
ALT0002193,TXN00496639,ACCT100093610,ML_PATTERN_DETECTED,80,2023-12-19 04:48:19.815700,0,CUST0071749,SALARY,ACTIVE,5362.66,False,50k-100k,MEDIUM,THIRD_PARTY,355729.76,5,71145.952,3
ALT0002194,TXN00477356,ACCT100033616,ML_PATTERN_DETECTED,69,2024-03-29 16:49:24.762921,0,CUST0021560,CURRENT,ACTIVE,4640.68,False,50k-100k,HIGH,MOBILE_APP,369418.33999999997,5,73883.66799999999,3
ALT0002195,TXN00478485,ACCT100078139,ML_PATTERN_DETECTED,92,2023-08-25 05:41:52.965395,1,CUST0030140,SALARY,ACTIVE,25568.85,False,0-50k,MEDIUM,WEB,137858.79,9,15317.643333333333,4
ALT0002196,TXN00484658,ACCT100004785,ML_PATTERN_DETECTED,55,2024-08-21 11:35:29.112231,0,CUST0062557,Nro,ACTIVE,30489.78,False,50k-100k,LOW,WEB,739803.01,14,52843.07214285714,4
ALT0002197,TXN00488779,ACCT100025572,ML_PATTERN_DETECTED,92,2023-11-27 18:35:10.292999,1,CUST0017446,SALARY,ACTIVE,25200.4,False,0-50k,LOW,MOBILE_APP,248837.19,5,49767.438,2
ALT0002198,TXN00485666,ACCT100029854,ML_PATTERN_DETECTED,86,2023-07-09 13:51:40.328331,1,CUST0006519,NRE,ACTIVE,1651.28,False,250k+,MEDIUM,WEB,100675.51,9,11186.167777777777,4
ALT0002199,TXN00491096,ACCT100006444,ML_PATTERN_DETECTED,92,2024-09-12 13:02:53.766343,1,CUST0072116,SALARY,ACTIVE,93769.71,False,50k-100k,LOW,THIRD_PARTY,37279.15,7,5325.592857142858,4
ALT0002200,TXN00493246,ACCT100097109,ML_PATTERN_DETECTED,82,2024-10-06 09:11:39.247228,0,CUST0061642,NRO,ACTIVE,772456.41,False,250k+,LOW,BRANCH,160308.77000000002,6,26718.128333333338,3
ALT0002201,TXN00478496,ACCT100075743,ML_PATTERN_DETECTED,93,2023-01-08 07:03:00.110318,1,CUST0001219,NRO,ACTIVE,3011.98,False,250k+,LOW,BRANCH,274188.0,5,54837.6,3
ALT0002202,TXN00486973,ACCT100047424,ML_PATTERN_DETECTED,86,2023-09-01 19:11:02.462216,1,CUST0036340,SALARY,ACTIVE,32675.45,False,,LOW,MOBILE_APP,61483.020000000004,10,6148.302000000001,4
ALT0002203,TXN00493026,ACCT100095774,ML_PATTERN_DETECTED,75,2023-03-18 22:38:56.693476,0,CUST0029326,SAVINGS,ACTIVE,7269.99,False,250k+,MEDIUM,THIRD_PARTY,29271.730000000003,6,4878.621666666667,4
ALT0002204,TXN00481347,ACCT100079850,ML_PATTERN_DETECTED,77,2023-05-01 22:28:16.959634,0,CUST0054288,CURRENT,ACTIVE,144379.3,False,0-50k,MEDIUM,MOBILE_APP,452978.65,9,50330.961111111115,4
ALT0002205,TXN00476910,ACCT100011974,ML_PATTERN_DETECTED,58,2023-07-07 15:14:38.449317,0,CUST0039719,SALARY,ACTIVE,179446.51,False,100k-250k,LOW,WEB,22173.07,3,7391.0233333333335,2
ALT0002206,TXN00479063,ACCT100065654,ML_PATTERN_DETECTED,64,2023-02-12 16:17:54.071716,0,CUST0032656,NRO,ACTIVE,17848.62,False,0-50k,MEDIUM,MOBILE_APP,155567.47,8,19445.93375,3
ALT0002207,TXN00496755,ACCT100017505,ML_PATTERN_DETECTED,54,2024-03-31 15:46:03.355403,0,CUST0061372,SALARY,ACTIVE,12453.25,False,250k+,MEDIUM,THIRD_PARTY,25202.68,4,6300.67,4
ALT0002208,TXN00478700,ACCT100086032,ML_PATTERN_DETECTED,97,2024-06-30 10:41:09.566928,1,CUST0068647,Savings,ACTIVE,12636.85,False,250k+,LOW,THIRD_PARTY,258811.37999999998,5,51762.276,3
ALT0002209,TXN00482278,ACCT100017684,ML_PATTERN_DETECTED,77,2024-04-09 15:38:51.971505,0,CUST0025186,salary,ACTIVE,26674.75,False,,LOW,THIRD_PARTY,21788.34,4,5447.085,2
ALT0002210,TXN00478346,ACCT100061717,ML_PATTERN_DETECTED,82,2024-01-17 07:40:14.127034,0,CUST0025329,NRO,ACTIVE,13030.42,False,250k+,LOW,THIRD_PARTY,125457.68000000001,6,20909.613333333335,3
ALT0002211,TXN00483566,ACCT100004410,ML_PATTERN_DETECTED,72,2024-01-29 05:03:01.162363,0,CUST0051507,SAVINGS,BLOCKED,30741.06,False,250k+,MEDIUM,BRANCH,22046.309999999998,5,4409.262,2
ALT0002212,TXN00499984,ACCT100070482,ML_PATTERN_DETECTED,73,2024-10-09 12:05:39.965664,0,CUST0061245,SAVINGS,ACTIVE,10216.35,False,250k+,MEDIUM,THIRD_PARTY,10759.92,3,3586.64,2
ALT0002213,TXN00498669,ACCT100039089,ML_PATTERN_DETECTED,96,2024-10-18 14:26:33.726279,1,CUST0066712,SAVINGS,ACTIVE,74204.13,False,50k-100k,LOW,MOBILE_APP,213394.27000000002,5,42678.85400000001,3
ALT0002214,TXN00478526,ACCT100091857,ML_PATTERN_DETECTED,50,2023-05-20 22:20:14.188319,0,CUST0072739, CURRENT ,ACTIVE,37750.54,False,250k+,HIGH,BRANCH,360272.81999999995,6,60045.469999999994,4
ALT0002215,TXN00497084,ACCT100065027,ML_PATTERN_DETECTED,96,2024-01-17 11:58:27.061425,1,CUST0022030,SAVINGS,ACTIVE,13307.95,False,50k-100k,MEDIUM,THIRD_PARTY,92115.25,5,18423.05,3
ALT0002216,TXN00478213,ACCT100078493,ML_PATTERN_DETECTED,67,2023-02-17 19:02:31.800783,0,CUST0001226,SALARY,ACTIVE,17528.45,False,50k-100k,HIGH,THIRD_PARTY,398049.37,7,56864.19571428571,4
ALT0002217,TXN00494993,ACCT100058066,ML_PATTERN_DETECTED,91,2024-01-08 16:07:18.050417,0,CUST0041838,SALARY,DORMANT,21831.47,False,50k-100k,HIGH,BRANCH,434024.11,4,108506.0275,2
ALT0002218,TXN00495730,ACCT100013854,ML_PATTERN_DETECTED,96,2024-01-10 23:29:33.048707,1,CUST0054576,SALARY,CLOSED,5901.04,False,100k-250k,MEDIUM,BRANCH,12024.439999999999,2,6012.219999999999,2
ALT0002219,TXN00492352,ACCT100018272,ML_PATTERN_DETECTED,53,2023-09-09 05:06:13.651178,0,CUST0023711,SAVINGS,ACTIVE,2992.41,False,100k-250k,LOW,THIRD_PARTY,406739.32,7,58105.61714285715,3
ALT0002220,TXN00487273,ACCT100017808,ML_PATTERN_DETECTED,72,2024-08-14 16:53:56.973350,0,CUST0056286, NRO ,ACTIVE,390905.22,False,100k-250k,LOW,WEB,85002.22,6,14167.036666666667,4
ALT0002221,TXN00477309,ACCT100067784,ML_PATTERN_DETECTED,63,2024-08-28 04:25:18.648847,0,CUST0009934,SALARY,ACTIVE,173631.66,True,0-50k,MEDIUM,WEB,16747.23,5,3349.446,4
ALT0002222,TXN00480575,ACCT100030358,ML_PATTERN_DETECTED,85,2023-09-29 15:57:48.179202,0,CUST0065254,SALARY,ACTIVE,26598.25,False,50k-100k,LOW,MOBILE_APP,428449.61000000004,8,53556.201250000006,4
ALT0002223,TXN00492498,ACCT100039121,ML_PATTERN_DETECTED,86,2023-12-19 13:52:18.795429,1,CUST0050581, CURRENT ,ACTIVE,5208.62,False,0-50k,LOW,WEB,491807.65,2,245903.825,1
ALT0002224,TXN00498292,ACCT100073267,ML_PATTERN_DETECTED,51,2023-03-31 07:43:13.966732,0,CUST0049025,CURRENT,CLOSED,15563.06,False,50k-100k,MEDIUM,THIRD_PARTY,19157.49,5,3831.4980000000005,3
ALT0002225,TXN00490197,ACCT100090474,ML_PATTERN_DETECTED,91,2024-06-29 11:46:12.696517,1,CUST0063006,SAVINGS,ACTIVE,32680.56,False,100k-250k,LOW,MOBILE_APP,25731.11,8,3216.38875,4
ALT0002226,TXN00497519,ACCT100069096,ML_PATTERN_DETECTED,77,2023-04-21 01:03:48.943800,0,CUST0042644,SAVINGS,ACTIVE,44166.87,False,250k+,LOW,BRANCH,485848.63,5,97169.726,3
ALT0002227,TXN00486255,ACCT100088369,ML_PATTERN_DETECTED,51,2024-10-13 13:49:33.483321,0,CUST0008572,SALARY,DORMANT,5499.45,False,250k+,LOW,THIRD_PARTY,329568.86,9,36618.76222222222,4
ALT0002228,TXN00493969,ACCT100019082,ML_PATTERN_DETECTED,53,2023-06-23 14:28:32.350761,0,CUST0057853,NRE,ACTIVE,971.06,False,100k-250k,HIGH,THIRD_PARTY,25779.440000000002,2,12889.720000000001,2
ALT0002229,TXN00481018,ACCT100044222,ML_PATTERN_DETECTED,63,2024-07-30 04:32:23.319672,0,CUST0032606,SAVINGS,ACTIVE,305595.28,False,250k+,LOW,THIRD_PARTY,911325.06,10,91132.50600000001,4
ALT0002230,TXN00479920,ACCT100035424,ML_PATTERN_DETECTED,51,2024-10-25 12:23:36.521694,0,CUST0055882,CURRENT,DORMANT,6572.61,False,250k+,MEDIUM,MOBILE_APP,16375.16,3,5458.386666666666,2
ALT0002231,TXN00480451,ACCT100007463,ML_PATTERN_DETECTED,77,2023-10-18 10:20:37.029586,0,CUST0029045,NRO,ACTIVE,40078.59,False,0-50k,LOW,WEB,17993.08,4,4498.27,3
ALT0002232,TXN00498411,ACCT100093473,ML_PATTERN_DETECTED,73,2024-12-08 01:36:40.161272,0,CUST0030793,NRE,ACTIVE,10393.44,False,100k-250k,MEDIUM,BRANCH,431024.36000000004,9,47891.59555555556,3
ALT0002233,TXN00492984,ACCT100091210,ML_PATTERN_DETECTED,98,2024-10-29 17:29:27.673198,1,CUST0070122,Nre,ACTIVE,11910.48,False,250k+,HIGH,BRANCH,623301.92,8,77912.74,4
ALT0002234,TXN00484876,ACCT100095917,ML_PATTERN_DETECTED,89,2023-02-25 16:05:50.399580,1,CUST0037482,NRO,ACTIVE,82748.59,False,250k+,MEDIUM,WEB,83510.85999999999,4,20877.714999999997,3
ALT0002235,TXN00481082,ACCT100021928,ML_PATTERN_DETECTED,89,2024-03-04 05:37:35.927681,1,CUST0012146,CURRENT,CLOSED,7185.24,False,,LOW,THIRD_PARTY,53915.759999999995,7,7702.251428571428,4
ALT0002236,TXN00489972,ACCT100067040,ML_PATTERN_DETECTED,92,2023-02-12 13:03:19.017620,1,CUST0056186,CURRENT,DORMANT,779.73,False,0-50k,LOW,WEB,633965.5,6,105660.91666666667,3
