STR_ID,CASE_ID,ALERT_ID,ACCOUNT_ID,IS_STR,FILED_DATE
STR000350,NO_CASE_GENERATED,ALT0001509,ACCT100037977,1,2023-05-23
STR000351,CASE001478,ALT0001513,ACCT100079755,1,2023-06-25
STR000352,NO_CASE_GENERATED,ALT0001516,ACCT100063982,1,2023-07-26
STR000353,NO_CASE_GENERATED,ALT0001517,ACCT100097864,1,2024-08-21
STR000354,NO_CASE_GENERATED,ALT0001518,ACCT100025281,1,2024-11-30
STR000355,NO_CASE_GENERATED,ALT0001521,ACCT100088841,1,2024-07-10
STR000356,CASE002923,ALT0001524,ACCT100003201,1,2023-07-29
STR000357,NO_CASE_GENERATED,ALT0001525,ACCT100032350,1,2023-05-07
STR000358,NO_CASE_GENERATED,ALT0001526,ACCT100087995,1,2024-12-10
STR000359,CASE001033,ALT0001527,ACCT100084796,1,2023-05-24
STR000360,CASE001023,ALT0001528,ACCT100033393,1,2023-03-09
STR000361,NO_CASE_GENERATED,ALT0001532,ACCT100013116,1,2024-12-27
STR000362,NO_CASE_GENERATED,ALT0001536,ACCT100098060,1,2024-06-21
STR000363,NO_CASE_GENERATED,ALT0001546,ACCT100005154,1,2024-02-18
STR000364,CASE001143,ALT0001554,ACCT100009238,1,2023-06-27
STR000365,CASE000070,ALT0001555,ACCT100065456,1,2023-05-06
STR000366,CASE001447,ALT0001560,ACCT100020081,1,2024-04-28
STR000367,NO_CASE_GENERATED,ALT0001561,ACCT100018991,1,2023-03-16
STR000368,CASE002320,ALT0001567,ACCT100055146,1,2023-08-04
STR000369,NO_CASE_GENERATED,ALT0001568,ACCT100059570,1,2024-12-13
STR000370,NO_CASE_GENERATED,ALT0001569,ACCT100058907,1,2023-12-21
STR000371,NO_CASE_GENERATED,ALT0001571,ACCT100087264,1,2024-11-19
STR000372,NO_CASE_GENERATED,ALT0001574,ACCT100075102,1,2024-11-02
STR000373,NO_CASE_GENERATED,ALT0001575,ACCT100065022,1,2024-04-28
STR000374,CASE001552,ALT0001576,ACCT100011257,1,2024-06-17
STR000375,NO_CASE_GENERATED,ALT0001581,ACCT100022861,1,2023-02-03
STR000376,CASE002518,ALT0001591,ACCT100096674,1,2024-01-01
STR000377,NO_CASE_GENERATED,ALT0001600,ACCT100048815,1,2023-02-17
STR000378,CASE000041,ALT0001603,ACCT100054037,1,2023-08-20
STR000379,NO_CASE_GENERATED,ALT0001606,ACCT100040680,1,2023-11-18
STR000380,NO_CASE_GENERATED,ALT0001608,ACCT100028492,1,2023-09-05
STR000381,CASE002088,ALT0001609,ACCT100013931,1,2024-08-31
STR000382,CASE001327,ALT0001613,ACCT100079564,1,2023-05-01
STR000383,NO_CASE_GENERATED,ALT0001615,ACCT100065952,1,2023-11-13
STR000384,NO_CASE_GENERATED,ALT0001617,ACCT100031047,1,2024-02-27
STR000385,NO_CASE_GENERATED,ALT0001620,ACCT100009096,1,2024-12-03
STR000386,NO_CASE_GENERATED,ALT0001624,ACCT100011424,1,2023-12-26
STR000387,CASE001485,ALT0001629,ACCT100030486,1,2023-04-24
STR000388,CASE002696,ALT0001632,ACCT100078884,1,2024-09-29
STR000389,CASE002414,ALT0001636,ACCT100048929,1,2023-04-10
STR000390,CASE002163,ALT0001645,ACCT100054398,1,2023-02-24
STR000391,NO_CASE_GENERATED,ALT0001647,ACCT100071123,1,2023-02-02
STR000392,NO_CASE_GENERATED,ALT0001648,ACCT100079033,1,2024-08-09
STR000393,NO_CASE_GENERATED,ALT0001651,ACCT100061725,1,2024-08-16
STR000394,NO_CASE_GENERATED,ALT0001653,ACCT100052679,1,2024-10-07
STR000395,CASE002768,ALT0001655,ACCT100022065,1,2023-05-26
STR000396,NO_CASE_GENERATED,ALT0001660,ACCT100087112,1,2024-01-31
STR000397,NO_CASE_GENERATED,ALT0001662,ACCT100082270,1,2024-07-28
STR000398,NO_CASE_GENERATED,ALT0001674,ACCT100060917,1,2024-07-22
STR000399,NO_CASE_GENERATED,ALT0001676,ACCT100047061,1,2023-02-08
STR000400,CASE001857,ALT0001680,ACCT100089078,1,2024-11-13
STR000401,NO_CASE_GENERATED,ALT0001681,ACCT100011459,1,2024-11-18
STR000402,CASE000784,ALT0001682,ACCT100058129,1,2023-02-20
STR000403,NO_CASE_GENERATED,ALT0001684,ACCT100092334,1,2024-02-27
STR000404,CASE002971,ALT0001685,ACCT100085512,1,2024-01-21
STR000405,CASE001399,ALT0001687,ACCT100029114,1,2023-08-08
STR000406,NO_CASE_GENERATED,ALT0001688,ACCT100035468,1,2024-01-10
STR000407,NO_CASE_GENERATED,ALT0001694,ACCT100016248,1,2024-11-12
STR000408,CASE002021,ALT0001701,ACCT100001168,1,2023-12-26
STR000409,NO_CASE_GENERATED,ALT0001707,ACCT100044507,1,2023-11-25
STR000410,NO_CASE_GENERATED,ALT0001713,ACCT100057476,1,2023-09-19
STR000411,NO_CASE_GENERATED,ALT0001715,ACCT100055952,1,2024-08-11
STR000412,NO_CASE_GENERATED,ALT0001718,ACCT100043104,1,2023-12-10
STR000413,NO_CASE_GENERATED,ALT0001722,ACCT100037679,1,2023-11-30
STR000414,CASE001534,ALT0001725,ACCT100052229,1,2023-12-09
STR000415,NO_CASE_GENERATED,ALT0001726,ACCT100075267,1,2023-02-25
STR000416,NO_CASE_GENERATED,ALT0001728,ACCT100022574,1,2023-07-13
STR000417,NO_CASE_GENERATED,ALT0001729,ACCT100068097,1,2023-03-03
STR000418,CASE002290,ALT0001734,ACCT100012667,1,2023-11-07
STR000419,NO_CASE_GENERATED,ALT0001735,ACCT100046753,1,2024-05-29
STR000420,CASE000093,ALT0001742,ACCT100068108,1,2023-07-20
STR000421,NO_CASE_GENERATED,ALT0001744,ACCT100052217,1,2023-10-08
STR000422,NO_CASE_GENERATED,ALT0001746,ACCT100080843,1,2023-03-03
STR000423,CASE000847,ALT0001747,ACCT100006555,1,2024-12-29
STR000424,NO_CASE_GENERATED,ALT0001750,ACCT100055022,1,2024-08-25
STR000425,CASE002858,ALT0001751,ACCT100075120,1,2024-12-03
STR000426,CASE002026,ALT0001757,ACCT100046363,1,2023-02-20
STR000427,NO_CASE_GENERATED,ALT0001762,ACCT100033286,1,2023-06-08
STR000428,CASE001228,ALT0001765,ACCT100031031,1,2024-08-17
STR000429,NO_CASE_GENERATED,ALT0001775,ACCT100003531,1,2023-10-27
STR000430,NO_CASE_GENERATED,ALT0001776,ACCT100064425,1,2023-09-29
STR000431,NO_CASE_GENERATED,ALT0001777,ACCT100095339,1,2023-07-03
STR000432,NO_CASE_GENERATED,ALT0001778,ACCT100005928,1,2023-12-17
STR000433,NO_CASE_GENERATED,ALT0001781,ACCT100091796,1,2024-09-16
STR000434,NO_CASE_GENERATED,ALT0001784,ACCT100065358,1,2024-05-29
STR000435,NO_CASE_GENERATED,ALT0001785,ACCT100047549,1,2024-11-03
STR000436,NO_CASE_GENERATED,ALT0001789,ACCT100078331,1,2023-05-05
STR000437,CASE000699,ALT0001791,ACCT100045751,1,2024-12-01
STR000438,NO_CASE_GENERATED,ALT0001792,ACCT100028059,1,2023-03-15
STR000439,NO_CASE_GENERATED,ALT0001793,ACCT100092635,1,2024-01-03
STR000440,CASE000700,ALT0001796,ACCT100073103,1,2023-06-28
STR000441,CASE000753,ALT0001801,ACCT100000615,1,2024-03-16
STR000442,NO_CASE_GENERATED,ALT0001808,ACCT100083022,1,2024-04-26
STR000443,NO_CASE_GENERATED,ALT0001809,ACCT100008125,1,2024-06-07
STR000444,NO_CASE_GENERATED,ALT0001815,ACCT100058520,1,2023-07-06
STR000445,CASE000322,ALT0001818,ACCT100063670,1,2023-09-14
STR000446,NO_CASE_GENERATED,ALT0001826,ACCT100092191,1,2024-01-17
STR000447,NO_CASE_GENERATED,ALT0001834,ACCT100022173,1,2023-06-06
STR000448,NO_CASE_GENERATED,ALT0001836,ACCT100032290,1,2024-06-05
STR000449,NO_CASE_GENERATED,ALT0001847,ACCT100034265,1,2024-08-06
STR000450,CASE000287,ALT0001858,ACCT100038769,1,2024-08-04
STR000451,CASE000006,ALT0001863,ACCT100009122,1,2024-01-05
STR000452,CASE000028,ALT0001868,ACCT100035550,1,2024-03-08
STR000453,CASE002005,ALT0001869,ACCT100019582,1,2023-10-30
STR000454,CASE002002,ALT0001870,ACCT100095849,1,2024-12-27
STR000455,NO_CASE_GENERATED,ALT0001875,ACCT100082247,1,2023-07-31
STR000456,NO_CASE_GENERATED,ALT0001876,ACCT100088151,1,2023-02-12
STR000457,NO_CASE_GENERATED,ALT0001880,ACCT100051235,1,2023-07-10
STR000458,NO_CASE_GENERATED,ALT0001884,ACCT100071988,1,2024-10-13
STR000459,NO_CASE_GENERATED,ALT0001887,ACCT100036154,1,2024-08-20
STR000460,NO_CASE_GENERATED,ALT0001890,ACCT100021281,1,2023-05-22
STR000461,CASE002233,ALT0001897,ACCT100061873,1,2024-07-28
STR000462,NO_CASE_GENERATED,ALT0001898,ACCT100077403,1,2024-10-24
STR000463,NO_CASE_GENERATED,ALT0001899,ACCT100090470,1,2024-01-24
STR000464,NO_CASE_GENERATED,ALT0001902,ACCT100016099,1,2023-05-14
STR000465,CASE001829,ALT0001908,ACCT100060691,1,2024-11-19
STR000466,CASE002532,ALT0001917,ACCT100081401,1,2024-08-17
STR000467,NO_CASE_GENERATED,ALT0001924,ACCT100045797,1,2025-01-01
STR000468,NO_CASE_GENERATED,ALT0001926,ACCT100069273,1,2024-08-22
STR000469,NO_CASE_GENERATED,ALT0001928,ACCT100092771,1,2024-04-06
STR000470,CASE000657,ALT0001929,ACCT100039371,1,2024-06-01
STR000471,NO_CASE_GENERATED,ALT0001939,ACCT100032004,1,2024-11-06
STR000472,CASE002156,ALT0001947,ACCT100095560,1,2023-07-28
STR000473,NO_CASE_GENERATED,ALT0001948,ACCT100044257,1,2023-05-17
STR000474,NO_CASE_GENERATED,ALT0001954,ACCT100013459,1,2023-02-09
STR000475,NO_CASE_GENERATED,ALT0001955,ACCT100035903,1,2023-03-29
STR000476,CASE002856,ALT0001967,ACCT100095406,1,2024-07-20
STR000477,NO_CASE_GENERATED,ALT0001970,ACCT100036585,1,2024-10-12
STR000478,NO_CASE_GENERATED,ALT0001973,ACCT100088926,1,2024-08-06
STR000479,NO_CASE_GENERATED,ALT0001978,ACCT100062303,1,2023-05-28
STR000480,NO_CASE_GENERATED,ALT0001979,ACCT100035008,1,2024-11-07
STR000481,NO_CASE_GENERATED,ALT0001980,ACCT100069190,1,2023-11-11
STR000482,CASE001299,ALT0001981,ACCT100068826,1,2023-05-30
STR000483,NO_CASE_GENERATED,ALT0001988,ACCT100077158,1,2023-05-19
STR000484,CASE002186,ALT0001990,ACCT100022109,1,2024-03-29
STR000485,CASE002469,ALT0001994,ACCT100090282,1,2024-12-22
STR000486,CASE002243,ALT0001998,ACCT100023953,1,2023-02-11
STR000487,NO_CASE_GENERATED,ALT0002001,ACCT100029368,1,2024-12-31
STR000488,NO_CASE_GENERATED,ALT0002008,ACCT100074598,1,2023-09-28
STR000489,NO_CASE_GENERATED,ALT0002009,ACCT100024541,1,2024-08-20
STR000490,CASE000878,ALT0002012,ACCT100082191,1,2024-09-16
STR000491,CASE002978,ALT0002014,ACCT100022195,1,2024-03-24
STR000492,NO_CASE_GENERATED,ALT0002019,ACCT100054129,1,2023-07-16
STR000493,NO_CASE_GENERATED,ALT0002021,ACCT100030790,1,2023-10-01
STR000494,NO_CASE_GENERATED,ALT0002029,ACCT100003969,1,2023-03-02
STR000495,CASE002476,ALT0002031,ACCT100001024,1,2023-11-15
STR000496,NO_CASE_GENERATED,ALT0002033,ACCT100058289,1,2023-08-19
STR000497,NO_CASE_GENERATED,ALT0002035,ACCT100086777,1,2023-09-06
STR000498,CASE000400,ALT0002048,ACCT100009306,1,2023-06-26
STR000499,NO_CASE_GENERATED,ALT0002049,ACCT100040036,1,2024-12-23
STR000500,NO_CASE_GENERATED,ALT0002050,ACCT100070386,1,2023-09-09
STR000501,NO_CASE_GENERATED,ALT0002062,ACCT100030419,1,2024-03-14
STR000502,NO_CASE_GENERATED,ALT0002063,ACCT100035687,1,2024-04-08
STR000503,CASE000652,ALT0002065,ACCT100000550,1,2023-03-12
STR000504,NO_CASE_GENERATED,ALT0002066,ACCT100063865,1,2023-06-06
STR000505,CASE001363,ALT0002077,ACCT100066632,1,2023-05-15
STR000506,NO_CASE_GENERATED,ALT0002079,ACCT100084144,1,2023-06-03
STR000507,NO_CASE_GENERATED,ALT0002082,ACCT100019643,1,2023-05-15
STR000508,CASE000327,ALT0002089,ACCT100012810,1,2023-07-08
STR000509,NO_CASE_GENERATED,ALT0002090,ACCT100080678,1,2023-11-22
STR000510,NO_CASE_GENERATED,ALT0002099,ACCT100029603,1,2024-04-16
STR000511,CASE000351,ALT0002106,ACCT100036782,1,2024-09-10
STR000512,NO_CASE_GENERATED,ALT0002107,ACCT100096792,1,2024-11-04
STR000513,CASE002935,ALT0002110,ACCT100083261,1,2024-10-25
STR000514,CASE001903,ALT0002115,ACCT100075868,1,2023-03-31
STR000515,CASE002754,ALT0002116,ACCT100048259,1,2023-05-26
STR000516,CASE002868,ALT0002117,ACCT100094322,1,2023-06-09
STR000517,NO_CASE_GENERATED,ALT0002118,ACCT100032946,1,2023-06-03
STR000518,NO_CASE_GENERATED,ALT0002121,ACCT100072096,1,2024-04-13
STR000519,NO_CASE_GENERATED,ALT0002124,ACCT100060822,1,2024-07-04
STR000520,NO_CASE_GENERATED,ALT0002125,ACCT100009228,1,2023-11-07
STR000521,NO_CASE_GENERATED,ALT0002132,ACCT100093044,1,2023-02-04
STR000522,NO_CASE_GENERATED,ALT0002144,ACCT100029432,1,2023-09-25
STR000523,NO_CASE_GENERATED,ALT0002156,ACCT100084518,1,2024-06-19
STR000524,CASE000715,ALT0002158,ACCT100012312,1,2023-01-30
STR000525,NO_CASE_GENERATED,ALT0002160,ACCT100053656,1,2024-01-12
STR000526,NO_CASE_GENERATED,ALT0002166,ACCT100050820,1,2024-01-02
STR000527,NO_CASE_GENERATED,ALT0002167,ACCT100052333,1,2023-09-04
STR000528,NO_CASE_GENERATED,ALT0002171,ACCT100033634,1,2023-02-12
STR000529,NO_CASE_GENERATED,ALT0002172,ACCT100066283,1,2023-12-09
STR000530,NO_CASE_GENERATED,ALT0002175,ACCT100092870,1,2023-07-27
STR000531,NO_CASE_GENERATED,ALT0002177,ACCT100022352,1,2023-08-10
STR000532,NO_CASE_GENERATED,ALT0002179,ACCT100028114,1,2024-01-26
STR000533,NO_CASE_GENERATED,ALT0002180,ACCT100096394,1,2025-01-03
STR000534,NO_CASE_GENERATED,ALT0002181,ACCT100048468,1,2023-07-22
STR000535,CASE000894,ALT0002182,ACCT100058378,1,2024-01-06
STR000536,NO_CASE_GENERATED,ALT0002184,ACCT100002085,1,2024-09-21
STR000537,NO_CASE_GENERATED,ALT0002190,ACCT100019696,1,2023-05-07
STR000538,CASE001602,ALT0002195,ACCT100078139,1,2023-08-29
STR000539,NO_CASE_GENERATED,ALT0002197,ACCT100025572,1,2023-12-06
STR000540,NO_CASE_GENERATED,ALT0002198,ACCT100029854,1,2023-07-12
STR000541,NO_CASE_GENERATED,ALT0002199,ACCT100006444,1,2024-09-19
STR000542,NO_CASE_GENERATED,ALT0002201,ACCT100075743,1,2023-01-17
STR000543,NO_CASE_GENERATED,ALT0002202,ACCT100047424,1,2023-09-14
STR000544,CASE001288,ALT0002208,ACCT100086032,1,2024-07-08
STR000545,NO_CASE_GENERATED,ALT0002213,ACCT100039089,1,2024-10-24
STR000546,NO_CASE_GENERATED,ALT0002215,ACCT100065027,1,2024-01-19
STR000547,NO_CASE_GENERATED,ALT0002218,ACCT100013854,1,2024-01-15
STR000548,CASE000606,ALT0002223,ACCT100039121,1,2023-12-24
STR000549,NO_CASE_GENERATED,ALT0002225,ACCT100090474,1,2024-07-04
STR000550,NO_CASE_GENERATED,ALT0002233,ACCT100091210,1,2024-11-11
STR000551,NO_CASE_GENERATED,ALT0002234,ACCT100095917,1,2023-03-07
STR000552,NO_CASE_GENERATED,ALT0002235,ACCT100021928,1,2024-03-15
STR000553,NO_CASE_GENERATED,ALT0002236,ACCT100067040,1,2023-02-15
STR000554,NO_CASE_GENERATED,ALT0002239,ACCT100086490,1,2023-09-05
STR000555,CASE000668,ALT0002240,ACCT100034934,1,2025-01-02
STR000556,NO_CASE_GENERATED,ALT0002243,ACCT100039687,1,2023-10-11
STR000557,NO_CASE_GENERATED,ALT0002244,ACCT100021710,1,2024-02-22
STR000558,NO_CASE_GENERATED,ALT0002260,ACCT100058192,1,2023-11-07
STR000559,NO_CASE_GENERATED,ALT0002264,ACCT100000388,1,2023-06-09
STR000560,CASE002547,ALT0002271,ACCT100028467,1,2023-11-10
STR000561,NO_CASE_GENERATED,ALT0002272,ACCT100090559,1,2024-12-08
STR000562,CASE002679,ALT0002274,ACCT100017092,1,2023-08-20
STR000563,NO_CASE_GENERATED,ALT0002275,ACCT100027368,1,2024-08-01
STR000564,NO_CASE_GENERATED,ALT0002279,ACCT100088360,1,2023-01-15
STR000565,NO_CASE_GENERATED,ALT0002282,ACCT100064832,1,2024-04-30
STR000566,CASE000313,ALT0002283,ACCT100054106,1,2023-04-29
STR000567,NO_CASE_GENERATED,ALT0002286,ACCT100039314,1,2023-12-15
STR000568,NO_CASE_GENERATED,ALT0002292,ACCT100000808,1,2024-12-17
STR000569,NO_CASE_GENERATED,ALT0002296,ACCT100061278,1,2023-01-15
STR000570,NO_CASE_GENERATED,ALT0002298,ACCT100055423,1,2024-05-28
STR000571,NO_CASE_GENERATED,ALT0002299,ACCT100089065,1,2024-08-31
STR000572,NO_CASE_GENERATED,ALT0002302,ACCT100029505,1,2023-02-18
STR000573,CASE002759,ALT0002304,ACCT100085077,1,2023-06-08
STR000574,NO_CASE_GENERATED,ALT0002306,ACCT100001444,1,2023-10-08
STR000575,NO_CASE_GENERATED,ALT0002310,ACCT100075011,1,2023-09-01
STR000576,NO_CASE_GENERATED,ALT0002312,ACCT100021912,1,2024-01-09
STR000577,NO_CASE_GENERATED,ALT0002320,ACCT100074628,1,2023-09-08
STR000578,CASE000509,ALT0002321,ACCT100022323,1,2023-05-29
STR000579,CASE002893,ALT0002324,ACCT100096605,1,2024-11-14
STR000580,CASE001021,ALT0002325,ACCT100083070,1,2024-02-01
STR000581,NO_CASE_GENERATED,ALT0002327,ACCT100024845,1,2024-11-15
STR000582,NO_CASE_GENERATED,ALT0002328,ACCT100004705,1,2023-01-26
STR000583,NO_CASE_GENERATED,ALT0002333,ACCT100038628,1,2024-11-27
STR000584,CASE000679,ALT0002335,ACCT100080465,1,2023-09-29
STR000585,CASE001314,ALT0002351,ACCT100050396,1,2023-10-22
STR000586,CASE001133,ALT0002355,ACCT100067030,1,2024-06-25
STR000587,CASE000728,ALT0002357,ACCT100045050,1,2024-05-16
STR000588,CASE000073,ALT0002364,ACCT100094141,1,2024-03-06
STR000589,NO_CASE_GENERATED,ALT0002367,ACCT100045277,1,2023-04-14
STR000590,CASE001086,ALT0002368,ACCT100021234,1,2024-03-08
STR000591,NO_CASE_GENERATED,ALT0002369,ACCT100015518,1,2024-12-17
STR000592,NO_CASE_GENERATED,ALT0002372,ACCT100053881,1,2024-03-30
STR000593,NO_CASE_GENERATED,ALT0002378,ACCT100055863,1,2023-06-14
STR000594,NO_CASE_GENERATED,ALT0002388,ACCT100007879,1,2024-10-21
STR000595,CASE000633,ALT0002401,ACCT100006892,1,2023-04-20
STR000596,NO_CASE_GENERATED,ALT0002403,ACCT100059528,1,2024-02-20
STR000597,NO_CASE_GENERATED,ALT0002412,ACCT100009665,1,2023-05-20
STR000598,NO_CASE_GENERATED,ALT0002413,ACCT100029361,1,2023-12-05
STR000599,CASE001886,ALT0002418,ACCT100034105,1,2024-07-17
STR000600,NO_CASE_GENERATED,ALT0002423,ACCT100047498,1,2023-12-13
STR000601,NO_CASE_GENERATED,ALT0002427,ACCT100036465,1,2023-04-20
STR000602,NO_CASE_GENERATED,ALT0002428,ACCT100041148,1,2024-03-18
STR000603,NO_CASE_GENERATED,ALT0002430,ACCT100099157,1,2024-12-11
STR000604,CASE002152,ALT0002432,ACCT100003516,1,2023-09-26
STR000605,NO_CASE_GENERATED,ALT0002437,ACCT100092709,1,2024-07-24
STR000606,NO_CASE_GENERATED,ALT0002443,ACCT100075959,1,2023-04-27
STR000607,NO_CASE_GENERATED,ALT0002453,ACCT100049184,1,2023-02-05
STR000608,NO_CASE_GENERATED,ALT0002455,ACCT100034962,1,2024-11-21
STR000609,NO_CASE_GENERATED,ALT0002462,ACCT100030824,1,2023-12-08
STR000610,CASE000390,ALT0002465,ACCT100076515,1,2023-04-04
STR000611,NO_CASE_GENERATED,ALT0002471,ACCT100007371,1,2024-11-23
STR000612,NO_CASE_GENERATED,ALT0002478,ACCT100055879,1,2025-01-04
STR000613,NO_CASE_GENERATED,ALT0002484,ACCT100053707,1,2024-02-07
STR000614,CASE001548,ALT0002486,ACCT100016126,1,2024-01-01
STR000615,CASE001968,ALT0002489,ACCT100085116,1,2023-02-25
STR000616,NO_CASE_GENERATED,ALT0002490,ACCT100004205,1,2023-03-08
STR000617,CASE000749,ALT0002492,ACCT100077118,1,2024-01-13
STR000618,NO_CASE_GENERATED,ALT0002493,ACCT100062649,1,2024-12-11
STR000619,CASE000801,ALT0002500,ACCT100079630,1,2023-06-09
STR000620,NO_CASE_GENERATED,ALT0002501,ACCT100083907,1,2023-06-23
STR000621,NO_CASE_GENERATED,ALT0002517,ACCT100073764,1,2023-01-20
STR000622,NO_CASE_GENERATED,ALT0002524,ACCT100000994,1,2024-04-17
STR000623,NO_CASE_GENERATED,ALT0002528,ACCT100027629,1,2023-08-29
STR000624,NO_CASE_GENERATED,ALT0002536,ACCT100073378,1,2024-06-10
STR000625,NO_CASE_GENERATED,ALT0002546,ACCT100003699,1,2024-01-18
STR000626,NO_CASE_GENERATED,ALT0002548,ACCT100086515,1,2024-09-24
STR000627,NO_CASE_GENERATED,ALT0002549,ACCT100004954,1,2024-06-25
STR000628,NO_CASE_GENERATED,ALT0002561,ACCT100045342,1,2023-06-01
STR000629,NO_CASE_GENERATED,ALT0002563,ACCT100093061,1,2023-08-06
STR000630,NO_CASE_GENERATED,ALT0002565,ACCT100017416,1,2023-10-22
STR000631,NO_CASE_GENERATED,ALT0002566,ACCT100009822,1,2023-05-13
STR000632,CASE001199,ALT0002573,ACCT100014186,1,2023-12-27
STR000633,NO_CASE_GENERATED,ALT0002575,ACCT100062880,1,2024-10-22
STR000634,NO_CASE_GENERATED,ALT0002591,ACCT100084634,1,2023-07-19
STR000635,NO_CASE_GENERATED,ALT0002598,ACCT100085062,1,2023-12-05
STR000636,CASE002952,ALT0002605,ACCT100088420,1,2023-07-17
STR000637,NO_CASE_GENERATED,ALT0002607,ACCT100079899,1,2023-05-13
STR000638,CASE001591,ALT0002611,ACCT100089717,1,2023-11-17
STR000639,NO_CASE_GENERATED,ALT0002613,ACCT100066848,1,2024-03-18
STR000640,NO_CASE_GENERATED,ALT0002618,ACCT100098763,1,2023-06-11
STR000641,NO_CASE_GENERATED,ALT0002625,ACCT100098291,1,2024-09-10
STR000642,CASE002006,ALT0002631,ACCT100003632,1,2024-03-21
STR000643,CASE002432,ALT0002634,ACCT100054461,1,2024-09-26
STR000644,CASE000316,ALT0002643,ACCT100010349,1,2024-01-14
STR000645,NO_CASE_GENERATED,ALT0002645,ACCT100050431,1,2024-07-26
STR000646,NO_CASE_GENERATED,ALT0002649,ACCT100049667,1,2024-05-20
STR000647,NO_CASE_GENERATED,ALT0002653,ACCT100078275,1,2024-06-17
STR000648,NO_CASE_GENERATED,ALT0002657,ACCT100068492,1,2023-10-14
STR000649,NO_CASE_GENERATED,ALT0002661,ACCT100012942,1,2023-09-12
STR000650,NO_CASE_GENERATED,ALT0002662,ACCT100089276,1,2023-08-24
STR000651,NO_CASE_GENERATED,ALT0002663,ACCT100074103,1,2023-11-23
STR000652,NO_CASE_GENERATED,ALT0002666,ACCT100038747,1,2023-02-12
STR000653,NO_CASE_GENERATED,ALT0002668,ACCT100059842,1,2023-08-05
STR000654,CASE000283,ALT0002669,ACCT100072642,1,2024-04-15
STR000655,NO_CASE_GENERATED,ALT0002670,ACCT100018428,1,2023-02-13
STR000656,NO_CASE_GENERATED,ALT0002675,ACCT100038105,1,2023-06-18
STR000657,NO_CASE_GENERATED,ALT0002677,ACCT100015782,1,2024-06-24
STR000658,NO_CASE_GENERATED,ALT0002682,ACCT100026117,1,2024-04-08
STR000659,NO_CASE_GENERATED,ALT0002686,ACCT100033672,1,2023-11-17
STR000660,CASE000866,ALT0002701,ACCT100022832,1,2023-02-06
STR000661,CASE001336,ALT0002706,ACCT100092585,1,2023-11-23
STR000662,NO_CASE_GENERATED,ALT0002714,ACCT100092778,1,2023-06-21
STR000663,NO_CASE_GENERATED,ALT0002716,ACCT100093834,1,2024-05-24
STR000664,CASE001418,ALT0002717,ACCT100040229,1,2024-03-08
STR000665,NO_CASE_GENERATED,ALT0002726,ACCT100004472,1,2023-03-16
STR000666,NO_CASE_GENERATED,ALT0002730,ACCT100051637,1,2024-02-17
STR000667,CASE001912,ALT0002735,ACCT100037358,1,2024-04-18
STR000668,NO_CASE_GENERATED,ALT0002736,ACCT100094275,1,2023-02-20
STR000669,NO_CASE_GENERATED,ALT0002742,ACCT100022133,1,2024-09-03
STR000670,NO_CASE_GENERATED,ALT0002743,ACCT100075310,1,2023-09-23
STR000671,NO_CASE_GENERATED,ALT0002751,ACCT100049131,1,2023-02-01
STR000672,NO_CASE_GENERATED,ALT0002758,ACCT100032032,1,2024-05-01
STR000673,NO_CASE_GENERATED,ALT0002760,ACCT100000469,1,2024-11-20
STR000674,NO_CASE_GENERATED,ALT0002761,ACCT100068405,1,2024-10-25
STR000675,NO_CASE_GENERATED,ALT0002762,ACCT100044510,1,2024-10-28
STR000676,NO_CASE_GENERATED,ALT0002766,ACCT100099876,1,2023-08-11
STR000677,NO_CASE_GENERATED,ALT0002774,ACCT100040136,1,2023-07-14
STR000678,CASE000289,ALT0002775,ACCT100087460,1,2023-11-10
STR000679,NO_CASE_GENERATED,ALT0002777,ACCT100032878,1,2023-11-28
STR000680,NO_CASE_GENERATED,ALT0002779,ACCT100066497,1,2023-01-21
STR000681,CASE001818,ALT0002789,ACCT100082639,1,2024-10-08
STR000682,NO_CASE_GENERATED,ALT0002790,ACCT100031490,1,2023-07-10
STR000683,NO_CASE_GENERATED,ALT0002791,ACCT100035912,1,2023-08-22
STR000684,NO_CASE_GENERATED,ALT0002792,ACCT100004730,1,2023-11-30
STR000685,NO_CASE_GENERATED,ALT0002793,ACCT100066361,1,2023-01-08
STR000686,NO_CASE_GENERATED,ALT0002800,ACCT100046870,1,2024-10-19
STR000687,NO_CASE_GENERATED,ALT0002801,ACCT100059046,1,2023-09-12
STR000688,CASE000993,ALT0002802,ACCT100028987,1,2023-11-21
STR000689,NO_CASE_GENERATED,ALT0002812,ACCT100056393,1,2024-09-26
STR000690,NO_CASE_GENERATED,ALT0002815,ACCT100068360,1,2023-01-19
STR000691,NO_CASE_GENERATED,ALT0002817,ACCT100088467,1,2023-04-21
STR000692,NO_CASE_GENERATED,ALT0002818,ACCT100060515,1,2023-02-24
STR000693,NO_CASE_GENERATED,ALT0002819,ACCT100088757,1,2024-01-07
STR000694,CASE002190,ALT0002839,ACCT100098041,1,2023-02-14
STR000695,CASE001561,ALT0002846,ACCT100066592,1,2023-08-19
STR000696,CASE000600,ALT0002849,ACCT100036965,1,2023-07-29
STR000697,NO_CASE_GENERATED,ALT0002852,ACCT100077292,1,2024-12-13
STR000698,NO_CASE_GENERATED,ALT0002853,ACCT100058277,1,2023-09-25
