ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE
ALT0000634,TXN00482043,ACCT100076479,ML_PATTERN_DETECTED,80,2024-03-15 05:06:43.668490
ALT0000635,TXN00487244,ACCT100028722,ML_PATTERN_DETECTED,66,2023-05-13 22:36:13.985875
ALT0000636,TXN00479933,ACCT100043880,ML_PATTERN_DETECTED,76,2024-04-29 01:11:06.056495
ALT0000637,TXN00482432,ACCT100038818,ML_PATTERN_DETECTED,86,2023-11-19 23:13:31.735615
ALT0000638,TXN00489069,ACCT100009776,ML_PATTERN_DETECTED,68,2023-06-23 22:43:38.102641
ALT0000639,TXN00476150,ACCT100072727,ML_PATTERN_DETECTED,77,2024-11-28 05:36:33.469449
ALT0000640,TXN00497663,ACCT100086991,ML_PATTERN_DETECTED,64,2024-10-08 02:20:49.123425
ALT0000641,TXN00494873,ACCT100091763,ML_PATTERN_DETECTED,84,2023-07-29 03:26:46.195021
ALT0000642,TXN00479544,ACCT100075104,ML_PATTERN_DETECTED,90,2023-09-02 14:09:15.468028
ALT0000643,TXN00482856,ACCT100094474,ML_PATTERN_DETECTED,83,2024-03-13 02:40:15.222015
ALT0000644,TXN00492532,ACCT100075190,ML_PATTERN_DETECTED,61,2023-04-23 07:46:36.751412
ALT0000645,TXN00485811,ACCT100091788,ML_PATTERN_DETECTED,80,2023-06-03 11:44:33.859419
ALT0000646,TXN00489366,ACCT100049202,ML_PATTERN_DETECTED,83,2023-09-01 19:56:26.904285
ALT0000647,TXN00496610,ACCT100007798,ML_PATTERN_DETECTED,73,2023-03-27 07:58:16.454439
ALT0000648,TXN00481555,ACCT100093733,ML_PATTERN_DETECTED,82,2024-12-21 06:36:50.532361
ALT0000649,TXN00493061,ACCT100041028,ML_PATTERN_DETECTED,54,2023-02-11 13:56:59.177647
ALT0000650,TXN00485695,ACCT100055954,ML_PATTERN_DETECTED,70,2024-06-25 09:47:55.082996
ALT0000651,TXN00486764,ACCT100066359,ML_PATTERN_DETECTED,73,2024-09-29 13:49:41.219740
ALT0000652,TXN00492313,ACCT100029540,ML_PATTERN_DETECTED,77,2024-07-15 03:59:45.222385
ALT0000653,TXN00488686,ACCT100059763,ML_PATTERN_DETECTED,59,2024-04-22 21:03:38.279754
ALT0000654,TXN00496761,ACCT100083279,ML_PATTERN_DETECTED,65,2024-06-29 08:30:45.752163
ALT0000655,TXN00478455,ACCT100099410,ML_PATTERN_DETECTED,68,2023-06-09 05:18:39.349422
ALT0000656,TXN00475681,ACCT100024772,ML_PATTERN_DETECTED,90,2023-04-04 03:46:57.696393
ALT0000657,TXN00492962,ACCT100090007,ML_PATTERN_DETECTED,94,2024-01-10 17:34:49.260704
ALT0000658,TXN00475376,ACCT100024447,ML_PATTERN_DETECTED,67,2024-03-29 20:00:32.418219
ALT0000659,TXN00490249,ACCT100033113,ML_PATTERN_DETECTED,61,2024-09-29 13:57:56.572171
ALT0000660,TXN00496656,ACCT100077625,ML_PATTERN_DETECTED,90,2024-03-01 01:28:03.512795
ALT0000661,TXN00476632,ACCT100057265,ML_PATTERN_DETECTED,62,2024-01-18 15:26:01.678744
ALT0000662,TXN00494516,ACCT100067835,ML_PATTERN_DETECTED,65,2023-03-18 01:54:26.077374
ALT0000663,TXN00481440,ACCT100004258,ML_PATTERN_DETECTED,75,2023-05-30 20:48:55.533123
ALT0000664,TXN00490430,ACCT100089968,ML_PATTERN_DETECTED,73,2024-09-02 18:32:20.319676
ALT0000665,TXN00482711,ACCT100037808,ML_PATTERN_DETECTED,72,2024-02-18 06:44:35.747534
ALT0000666,TXN00488753,ACCT100011779,ML_PATTERN_DETECTED,86,2023-04-02 20:49:40.685430
ALT0000667,TXN00486177,ACCT100047231,ML_PATTERN_DETECTED,78,2023-11-17 01:30:06.452593
ALT0000668,TXN00496432,ACCT100069959,ML_PATTERN_DETECTED,72,2024-08-21 13:12:00.947160
ALT0000669,TXN00475228,ACCT100097436,ML_PATTERN_DETECTED,87,2023-02-05 10:01:41.027220
ALT0000670,TXN00480791,ACCT100020290,ML_PATTERN_DETECTED,68,2024-01-17 16:55:50.780711
ALT0000671,TXN00494621,ACCT100046311,ML_PATTERN_DETECTED,58,2023-11-11 09:49:18.066888
ALT0000672,TXN00480549,ACCT100034069,ML_PATTERN_DETECTED,93,2023-01-04 16:51:33.642927
ALT0000673,TXN00478381,ACCT100054551,ML_PATTERN_DETECTED,76,2023-05-30 23:25:39.518511
ALT0000674,TXN00484583,ACCT100067550,ML_PATTERN_DETECTED,64,2024-01-11 05:33:50.087635
ALT0000675,TXN00486817,ACCT100016114,ML_PATTERN_DETECTED,70,2023-06-21 20:21:50.632697
ALT0000676,TXN00492230,ACCT100021848,ML_PATTERN_DETECTED,66,2023-04-10 20:21:01.718875
ALT0000677,TXN00493817,ACCT100035267,ML_PATTERN_DETECTED,96,2024-08-23 07:03:33.754229
ALT0000678,TXN00476004,ACCT100036801,ML_PATTERN_DETECTED,53,2024-09-13 01:39:03.000691
ALT0000679,TXN00481894,ACCT100027919,ML_PATTERN_DETECTED,68,2023-09-16 03:15:52.439952
ALT0000680,TXN00495725,ACCT100068830,ML_PATTERN_DETECTED,70,2024-04-30 08:04:49.150771
ALT0000681,TXN00491756,ACCT100046001,ML_PATTERN_DETECTED,59,2024-08-24 07:04:21.412422
ALT0000682,TXN00485247,ACCT100030599,ML_PATTERN_DETECTED,79,2024-05-11 18:39:55.437579
ALT0000683,TXN00480108,ACCT100099668,ML_PATTERN_DETECTED,65,2023-07-10 08:49:49.261923
ALT0000684,TXN00481158,ACCT100099336,ML_PATTERN_DETECTED,68,2024-06-11 10:23:52.334057
ALT0000685,TXN00485762,ACCT100062161,ML_PATTERN_DETECTED,65,2024-12-18 09:02:56.242882
ALT0000686,TXN00498079,ACCT100000739,ML_PATTERN_DETECTED,93,2023-12-05 14:27:32.637921
ALT0000687,TXN00495528,ACCT100091210,ML_PATTERN_DETECTED,52,2023-08-17 00:11:54.253358
ALT0000688,TXN00478314,ACCT100097891,ML_PATTERN_DETECTED,95,2023-07-16 22:46:18.824578
ALT0000689,TXN00480232,ACCT100077312,ML_PATTERN_DETECTED,70,2024-07-31 12:01:02.009269
ALT0000690,TXN00489041,ACCT100075104,ML_PATTERN_DETECTED,88,2024-04-14 16:12:18.412943
ALT0000691,TXN00481010,ACCT100019089,ML_PATTERN_DETECTED,67,2024-09-13 12:34:04.179933
ALT0000692,TXN00491072,ACCT100046062,ML_PATTERN_DETECTED,57,2023-01-28 22:04:40.506985
ALT0000693,TXN00489969,ACCT100084369,ML_PATTERN_DETECTED,77,2024-11-13 22:32:53.513439
ALT0000694,TXN00499672,ACCT100028627,ML_PATTERN_DETECTED,67,2024-01-05 04:26:32.158029
ALT0000695,TXN00486554,ACCT100094883,ML_PATTERN_DETECTED,93,2024-02-10 05:24:25.801320
ALT0000696,TXN00481572,ACCT100039758,ML_PATTERN_DETECTED,83,2024-11-06 03:10:48.624088
ALT0000697,TXN00496906,ACCT100017421,ML_PATTERN_DETECTED,94,2024-09-28 11:46:59.544248
ALT0000698,TXN00489714,ACCT100050903,ML_PATTERN_DETECTED,87,2023-09-12 10:13:51.977675
ALT0000699,TXN00480234,ACCT100041777,ML_PATTERN_DETECTED,78,2023-10-05 16:48:50.717881
ALT0000700,TXN00488010,ACCT100038596,ML_PATTERN_DETECTED,52,2023-05-31 12:37:01.712196
ALT0000701,TXN00478016,ACCT100040770,ML_PATTERN_DETECTED,71,2023-06-21 21:18:24.779346
ALT0000702,TXN00489203,ACCT100069023,ML_PATTERN_DETECTED,70,2023-04-30 22:06:56.290060
ALT0000703,TXN00480794,ACCT100047012,ML_PATTERN_DETECTED,79,2024-10-25 06:41:36.584312
ALT0000704,TXN00478673,ACCT100036002,ML_PATTERN_DETECTED,59,2024-04-22 14:17:59.383011
ALT0000705,TXN00492679,ACCT100098655,ML_PATTERN_DETECTED,95,2024-02-17 08:35:09.448195
ALT0000706,TXN00498384,ACCT100099798,ML_PATTERN_DETECTED,72,2024-11-19 21:07:31.244529
ALT0000707,TXN00483712,ACCT100066460,ML_PATTERN_DETECTED,71,2023-07-06 05:19:05.414123
ALT0000708,TXN00496705,ACCT100096736,ML_PATTERN_DETECTED,56,2024-05-18 00:47:07.428899
ALT0000709,TXN00488716,ACCT100039282,ML_PATTERN_DETECTED,79,2024-12-09 08:51:40.459831
ALT0000710,TXN00494437,ACCT100020345,ML_PATTERN_DETECTED,94,2024-09-23 18:48:22.915696
ALT0000711,TXN00490916,ACCT100027804,ML_PATTERN_DETECTED,76,2024-05-19 03:06:47.566820
ALT0000712,TXN00488422,ACCT100052506,ML_PATTERN_DETECTED,80,2024-01-24 15:11:44.444278
ALT0000713,TXN00475919,ACCT100079778,ML_PATTERN_DETECTED,73,2023-01-13 07:32:07.692822
ALT0000714,TXN00481327,ACCT100044478,ML_PATTERN_DETECTED,98,2023-08-01 12:10:20.838467
ALT0000715,TXN00485789,ACCT100026901,ML_PATTERN_DETECTED,55,2023-11-29 20:40:42.237866
ALT0000716,TXN00494432,ACCT100057260,ML_PATTERN_DETECTED,72,2023-11-05 14:08:00.820439
ALT0000717,TXN00477531,ACCT100082326,ML_PATTERN_DETECTED,52,2023-01-11 08:23:56.924395
ALT0000718,TXN00481442,ACCT100018487,ML_PATTERN_DETECTED,60,2024-08-10 09:40:06.851809
ALT0000719,TXN00477995,ACCT100003761,ML_PATTERN_DETECTED,76,2024-04-06 12:21:01.570835
ALT0000720,TXN00480946,ACCT100017379,ML_PATTERN_DETECTED,71,2023-04-10 20:13:12.175177
ALT0000721,TXN00478583,ACCT100055259,ML_PATTERN_DETECTED,62,2024-11-18 11:09:13.451975
ALT0000722,TXN00496703,ACCT100040713,ML_PATTERN_DETECTED,97,2023-07-01 14:02:21.603608
ALT0000723,TXN00490014,ACCT100010525,ML_PATTERN_DETECTED,73,2024-01-03 01:16:58.493531
ALT0000724,TXN00487731,ACCT100052462,ML_PATTERN_DETECTED,62,2024-03-03 17:36:09.667565
ALT0000725,TXN00479998,ACCT100033235,ML_PATTERN_DETECTED,57,2023-09-30 00:14:02.780405
ALT0000726,TXN00495183,ACCT100026844,ML_PATTERN_DETECTED,52,2024-07-31 19:15:37.235625
ALT0000727,TXN00483889,ACCT100023271,ML_PATTERN_DETECTED,64,2023-05-24 05:05:03.857260
ALT0000728,TXN00492423,ACCT100076899,ML_PATTERN_DETECTED,75,2024-12-28 00:45:07.113932
ALT0000729,TXN00498917,ACCT100044667,ML_PATTERN_DETECTED,89,2024-06-20 23:43:24.546212
ALT0000730,TXN00499033,ACCT100062129,ML_PATTERN_DETECTED,81,2024-12-25 16:04:39.609278
ALT0000731,TXN00498992,ACCT100092719,ML_PATTERN_DETECTED,52,2024-01-19 04:28:39.657320
ALT0000732,TXN00483430,ACCT100000824,ML_PATTERN_DETECTED,71,2024-03-28 07:58:40.279058
ALT0000733,TXN00479033,ACCT100072851,ML_PATTERN_DETECTED,83,2023-02-10 04:35:44.160774
ALT0000734,TXN00498533,ACCT100055468,ML_PATTERN_DETECTED,69,2024-07-25 21:44:01.891691
ALT0000735,TXN00484526,ACCT100077893,ML_PATTERN_DETECTED,80,2024-01-27 23:44:08.600144
ALT0000736,TXN00482146,ACCT100061498,ML_PATTERN_DETECTED,79,2024-11-03 05:45:29.435964
ALT0000737,TXN00496132,ACCT100098214,ML_PATTERN_DETECTED,89,2023-01-01 20:28:01.306534
ALT0000738,TXN00496114,ACCT100031469,ML_PATTERN_DETECTED,86,2024-04-29 14:03:23.246148
ALT0000739,TXN00477745,ACCT100099445,ML_PATTERN_DETECTED,60,2023-12-12 21:17:02.830554
ALT0000740,TXN00478824,ACCT100056616,ML_PATTERN_DETECTED,95,2024-07-28 14:20:38.765584
ALT0000741,TXN00484110,ACCT100088765,ML_PATTERN_DETECTED,53,2023-05-11 07:55:21.574825
ALT0000742,TXN00486565,ACCT100002115,ML_PATTERN_DETECTED,59,2024-03-19 01:48:15.785660
ALT0000743,TXN00490309,ACCT100095272,ML_PATTERN_DETECTED,64,2024-01-20 23:09:23.822859
ALT0000744,TXN00485703,ACCT100061700,ML_PATTERN_DETECTED,91,2023-09-19 08:09:35.718763
ALT0000745,TXN00491018,ACCT100043872,ML_PATTERN_DETECTED,84,2024-12-06 07:41:24.590619
ALT0000746,TXN00489048,ACCT100043178,ML_PATTERN_DETECTED,57,2024-07-03 20:35:36.708083
ALT0000747,TXN00476836,ACCT100043269,ML_PATTERN_DETECTED,90,2024-10-04 12:01:07.341578
ALT0000748,TXN00481430,ACCT100034189,ML_PATTERN_DETECTED,80,2024-01-09 12:27:56.030374
ALT0000749,TXN00479517,ACCT100064575,ML_PATTERN_DETECTED,80,2023-06-23 12:50:27.927329
ALT0000750,TXN00496198,ACCT100033659,ML_PATTERN_DETECTED,60,2023-01-26 05:10:41.377269
ALT0000751,TXN00487333,ACCT100060674,ML_PATTERN_DETECTED,62,2024-06-29 07:06:49.188023
ALT0000752,TXN00477567,ACCT100090353,ML_PATTERN_DETECTED,94,2024-09-03 14:27:23.611115
ALT0000753,TXN00492925,ACCT100044074,ML_PATTERN_DETECTED,85,2024-03-01 17:52:50.982883
ALT0000754,TXN00494150,ACCT100047616,ML_PATTERN_DETECTED,59,2024-02-20 01:30:36.999639
ALT0000755,TXN00487043,ACCT100013702,ML_PATTERN_DETECTED,60,2024-08-10 02:40:35.001533
ALT0000756,TXN00493950,ACCT100008679,ML_PATTERN_DETECTED,86,2024-09-27 04:22:06.662241
ALT0000757,TXN00499352,ACCT100031874,ML_PATTERN_DETECTED,64,2023-08-30 06:37:40.525889
ALT0000758,TXN00483595,ACCT100044010,ML_PATTERN_DETECTED,84,2024-02-26 20:10:26.683176
ALT0000759,TXN00475147,ACCT100059681,ML_PATTERN_DETECTED,53,2023-07-30 00:49:41.468790
ALT0000760,TXN00491128,ACCT100081191,ML_PATTERN_DETECTED,88,2023-12-05 18:52:28.848764
ALT0000761,TXN00477175,ACCT100051397,ML_PATTERN_DETECTED,84,2024-05-18 02:20:51.686177
ALT0000762,TXN00496509,ACCT100077129,ML_PATTERN_DETECTED,79,2024-04-07 16:32:30.808572
ALT0000763,TXN00492383,ACCT100029309,ML_PATTERN_DETECTED,59,2024-08-10 01:31:15.210421
ALT0000764,TXN00477846,ACCT100074836,ML_PATTERN_DETECTED,94,2023-05-26 01:31:33.055147
ALT0000765,TXN00491604,ACCT100031271,ML_PATTERN_DETECTED,80,2023-08-16 08:49:47.855051
ALT0000766,TXN00482550,ACCT100005653,ML_PATTERN_DETECTED,92,2023-03-31 20:21:48.450659
ALT0000767,TXN00477307,ACCT100042048,ML_PATTERN_DETECTED,77,2023-06-07 22:39:13.023119
ALT0000768,TXN00495954,ACCT100070355,ML_PATTERN_DETECTED,69,2023-01-23 06:14:48.737328
ALT0000769,TXN00482041,ACCT100089327,ML_PATTERN_DETECTED,75,2023-08-28 14:43:43.198627
ALT0000770,TXN00475460,ACCT100093539,ML_PATTERN_DETECTED,73,2023-06-11 20:01:19.424195
ALT0000771,TXN00476035,ACCT100058604,ML_PATTERN_DETECTED,98,2024-09-19 13:15:31.645567
ALT0000772,TXN00487389,ACCT100038488,ML_PATTERN_DETECTED,59,2023-05-06 00:33:03.615278
ALT0000773,TXN00499106,ACCT100018372,ML_PATTERN_DETECTED,67,2024-12-20 00:06:38.537268
ALT0000774,TXN00496582,ACCT100037259,ML_PATTERN_DETECTED,83,2024-05-08 07:16:00.203376
ALT0000775,TXN00488980,ACCT100090921,ML_PATTERN_DETECTED,68,2023-10-06 05:34:36.129648
ALT0000776,TXN00490270,ACCT100024462,ML_PATTERN_DETECTED,66,2023-11-15 17:44:29.144462
ALT0000777,TXN00476782,ACCT100011313,ML_PATTERN_DETECTED,76,2023-10-27 15:31:15.648265
ALT0000778,TXN00480602,ACCT100057220,ML_PATTERN_DETECTED,78,2024-03-02 04:18:17.604120
ALT0000779,TXN00484310,ACCT100002436,ML_PATTERN_DETECTED,71,2024-06-10 00:43:51.543836
ALT0000780,TXN00477488,ACCT100034649,ML_PATTERN_DETECTED,69,2024-10-24 22:44:02.150443
ALT0000781,TXN00487000,ACCT100004967,ML_PATTERN_DETECTED,83,2023-01-26 23:19:00.235168
ALT0000782,TXN00484095,ACCT100093404,ML_PATTERN_DETECTED,51,2023-12-09 12:03:10.152484
ALT0000783,TXN00491778,ACCT100034537,ML_PATTERN_DETECTED,91,2023-07-06 20:22:25.744827
ALT0000784,TXN00482896,ACCT100022731,ML_PATTERN_DETECTED,50,2024-02-29 14:41:30.955110
ALT0000785,TXN00480512,ACCT100038460,ML_PATTERN_DETECTED,94,2024-04-02 15:51:46.351796
ALT0000786,TXN00493882,ACCT100075416,ML_PATTERN_DETECTED,89,2023-11-02 21:51:43.881112
ALT0000787,TXN00486004,ACCT100060799,ML_PATTERN_DETECTED,75,2024-06-03 11:40:13.712419
ALT0000788,TXN00475095,ACCT100017953,ML_PATTERN_DETECTED,89,2024-05-19 15:27:49.352196
ALT0000789,TXN00484507,ACCT100055001,ML_PATTERN_DETECTED,52,2024-12-12 09:16:30.050361
ALT0000790,TXN00486730,ACCT100098102,ML_PATTERN_DETECTED,59,2024-04-12 20:24:48.239987
ALT0000791,TXN00479336,ACCT100067576,ML_PATTERN_DETECTED,94,2023-12-07 05:57:16.347318
ALT0000792,TXN00488304,ACCT100061703,ML_PATTERN_DETECTED,67,2023-01-31 06:05:17.038956
ALT0000793,TXN00492777,ACCT100034580,ML_PATTERN_DETECTED,77,2023-08-14 11:22:41.339165
ALT0000794,TXN00482602,ACCT100048782,ML_PATTERN_DETECTED,68,2023-08-13 09:47:42.282480
ALT0000795,TXN00484923,ACCT100067166,ML_PATTERN_DETECTED,51,2024-11-02 18:06:33.130203
ALT0000796,TXN00497081,ACCT100048248,ML_PATTERN_DETECTED,50,2024-02-15 15:40:04.808431
ALT0000797,TXN00484799,ACCT100047314,ML_PATTERN_DETECTED,80,2024-09-17 00:04:26.044749
ALT0000798,TXN00492907,ACCT100001257,ML_PATTERN_DETECTED,80,2024-08-03 21:53:10.593492
ALT0000799,TXN00490394,ACCT100041161,ML_PATTERN_DETECTED,56,2024-02-27 04:51:35.277418
ALT0000800,TXN00496604,ACCT100083217,ML_PATTERN_DETECTED,94,2023-08-09 15:56:32.135535
ALT0000801,TXN00484143,ACCT100009400,ML_PATTERN_DETECTED,71,2023-07-10 17:00:23.183120
ALT0000802,TXN00486404,ACCT100098065,ML_PATTERN_DETECTED,84,2023-08-21 04:53:37.380929
ALT0000803,TXN00479832,ACCT100033308,ML_PATTERN_DETECTED,58,2024-09-04 05:56:00.586567
ALT0000804,TXN00498683,ACCT100030637,ML_PATTERN_DETECTED,55,2024-07-22 18:21:02.234103
ALT0000805,TXN00498923,ACCT100039773,ML_PATTERN_DETECTED,77,2023-03-14 18:42:34.162788
ALT0000806,TXN00485378,ACCT100046176,ML_PATTERN_DETECTED,82,2024-03-12 19:54:16.253833
ALT0000807,TXN00483791,ACCT100074065,ML_PATTERN_DETECTED,81,2024-05-07 14:41:02.992991
ALT0000808,TXN00479482,ACCT100076467,ML_PATTERN_DETECTED,83,2024-01-05 19:16:48.409827
ALT0000809,TXN00493767,ACCT100015072,ML_PATTERN_DETECTED,55,2024-05-01 01:52:58.683431
ALT0000810,TXN00494838,ACCT100028703,ML_PATTERN_DETECTED,66,2023-01-26 15:20:02.655435
ALT0000811,TXN00483039,ACCT100086633,ML_PATTERN_DETECTED,78,2023-02-21 01:18:46.532204
ALT0000812,TXN00478216,ACCT100081237,ML_PATTERN_DETECTED,68,2023-03-23 12:02:42.432758
ALT0000813,TXN00493577,ACCT100001656,ML_PATTERN_DETECTED,87,2024-11-07 13:08:11.573501
ALT0000814,TXN00492660,ACCT100032668,ML_PATTERN_DETECTED,69,2023-01-17 18:11:10.089642
ALT0000815,TXN00491083,ACCT100038369,ML_PATTERN_DETECTED,80,2024-09-24 19:07:08.198719
ALT0000816,TXN00476175,ACCT100076862,ML_PATTERN_DETECTED,92,2023-03-05 05:50:50.863518
ALT0000817,TXN00477832,ACCT100074887,ML_PATTERN_DETECTED,51,2023-07-21 19:49:27.949646
ALT0000818,TXN00479926,ACCT100016127,ML_PATTERN_DETECTED,93,2023-10-23 05:55:37.611315
ALT0000819,TXN00489376,ACCT100049119,ML_PATTERN_DETECTED,66,2024-02-16 00:04:58.077879
ALT0000820,TXN00494847,ACCT100046350,ML_PATTERN_DETECTED,58,2023-07-15 04:10:02.797299
ALT0000821,TXN00482447,ACCT100002291,ML_PATTERN_DETECTED,69,2024-10-04 07:05:56.744922
ALT0000822,TXN00476294,ACCT100037044,ML_PATTERN_DETECTED,83,2023-07-28 21:31:50.095631
ALT0000823,TXN00475222,ACCT100063995,ML_PATTERN_DETECTED,82,2023-09-18 02:18:23.299882
ALT0000824,TXN00498914,ACCT100030795,ML_PATTERN_DETECTED,67,2023-04-07 18:33:51.989510
ALT0000825,TXN00494986,ACCT100026471,ML_PATTERN_DETECTED,68,2024-11-07 14:40:58.899090
ALT0000826,TXN00493199,ACCT100092468,ML_PATTERN_DETECTED,86,2023-11-27 15:07:35.474510
ALT0000827,TXN00480633,ACCT100065328,ML_PATTERN_DETECTED,79,2024-03-24 15:00:58.364665
ALT0000828,TXN00487113,ACCT100059933,ML_PATTERN_DETECTED,87,2024-12-11 13:59:29.786527
ALT0000829,TXN00485455,ACCT100040155,ML_PATTERN_DETECTED,85,2023-06-12 20:53:42.220579
ALT0000830,TXN00499594,ACCT100028019,ML_PATTERN_DETECTED,75,2023-05-23 18:02:08.100654
ALT0000831,TXN00497514,ACCT100050225,ML_PATTERN_DETECTED,50,2024-07-17 06:49:15.022661
ALT0000832,TXN00496115,ACCT100007019,ML_PATTERN_DETECTED,84,2023-08-30 09:02:10.118141
ALT0000833,TXN00493761,ACCT100052484,ML_PATTERN_DETECTED,53,2024-05-14 12:45:19.390770
ALT0000834,TXN00484433,ACCT100062335,ML_PATTERN_DETECTED,97,2024-05-01 16:36:15.639947
ALT0000835,TXN00492959,ACCT100079386,ML_PATTERN_DETECTED,95,2023-05-27 09:35:06.792669
ALT0000836,TXN00499797,ACCT100017805,ML_PATTERN_DETECTED,81,2024-04-20 06:30:01.932667
ALT0000837,TXN00490087,ACCT100001789,ML_PATTERN_DETECTED,74,2023-03-23 15:33:41.798792
ALT0000838,TXN00484977,ACCT100050362,ML_PATTERN_DETECTED,61,2024-11-11 16:19:28.063107
ALT0000839,TXN00487343,ACCT100088702,ML_PATTERN_DETECTED,85,2023-09-16 03:12:38.193813
ALT0000840,TXN00482967,ACCT100029745,ML_PATTERN_DETECTED,81,2023-03-29 06:58:37.950657
ALT0000841,TXN00497835,ACCT100040019,ML_PATTERN_DETECTED,72,2023-09-24 03:41:12.147262
ALT0000842,TXN00499591,ACCT100002356,ML_PATTERN_DETECTED,94,2023-06-22 03:19:59.382797
ALT0000843,TXN00477688,ACCT100078046,ML_PATTERN_DETECTED,92,2024-02-17 08:53:28.744702
ALT0000844,TXN00488120,ACCT100040678,ML_PATTERN_DETECTED,70,2024-10-26 19:43:40.604993
ALT0000845,TXN00477778,ACCT100066850,ML_PATTERN_DETECTED,68,2024-11-04 14:05:44.624447
ALT0000846,TXN00486354,ACCT100089724,ML_PATTERN_DETECTED,81,2024-03-02 01:35:18.203497
ALT0000847,TXN00499956,ACCT100063584,ML_PATTERN_DETECTED,67,2023-09-16 00:56:53.594598
ALT0000848,TXN00498660,ACCT100029668,ML_PATTERN_DETECTED,64,2023-07-20 17:51:22.629387
ALT0000849,TXN00492943,ACCT100023637,ML_PATTERN_DETECTED,56,2023-12-21 04:51:36.161970
ALT0000850,TXN00480366,ACCT100048651,ML_PATTERN_DETECTED,90,2023-02-09 03:14:26.574786
ALT0000851,TXN00482020,ACCT100068413,ML_PATTERN_DETECTED,59,2023-12-18 15:49:12.556285
ALT0000852,TXN00496472,ACCT100087758,ML_PATTERN_DETECTED,95,2024-04-19 18:43:56.440810
ALT0000853,TXN00494767,ACCT100098838,ML_PATTERN_DETECTED,83,2023-11-24 21:03:35.587175
ALT0000854,TXN00484703,ACCT100023221,ML_PATTERN_DETECTED,70,2023-06-05 18:44:20.860901
ALT0000855,TXN00496477,ACCT100027905,ML_PATTERN_DETECTED,59,2024-06-09 16:41:20.770975
ALT0000856,TXN00482176,ACCT100001818,ML_PATTERN_DETECTED,91,2024-05-07 08:11:33.890388
ALT0000857,TXN00493382,ACCT100021159,ML_PATTERN_DETECTED,50,2024-08-04 02:12:14.613704
ALT0000858,TXN00482055,ACCT100093801,ML_PATTERN_DETECTED,77,2024-03-07 15:49:12.618086
ALT0000859,TXN00481113,ACCT100091349,ML_PATTERN_DETECTED,79,2024-01-21 22:02:52.367785
ALT0000860,TXN00484448,ACCT100090437,ML_PATTERN_DETECTED,90,2023-01-15 10:49:48.101123
ALT0000861,TXN00499145,ACCT100057683,ML_PATTERN_DETECTED,87,2023-07-23 10:06:52.751016
ALT0000862,TXN00486553,ACCT100099215,ML_PATTERN_DETECTED,94,2024-06-30 10:48:25.314983
ALT0000863,TXN00476061,ACCT100005935,ML_PATTERN_DETECTED,86,2024-05-22 21:47:03.309430
ALT0000864,TXN00485683,ACCT100015828,ML_PATTERN_DETECTED,56,2024-09-03 17:35:47.781924
ALT0000865,TXN00498399,ACCT100042824,ML_PATTERN_DETECTED,96,2023-02-27 12:15:57.443195
ALT0000866,TXN00498984,ACCT100031197,ML_PATTERN_DETECTED,69,2024-08-17 09:51:00.643405
ALT0000867,TXN00494389,ACCT100039213,ML_PATTERN_DETECTED,69,2023-03-26 17:47:34.721522
ALT0000868,TXN00488649,ACCT100029633,ML_PATTERN_DETECTED,84,2024-06-12 22:23:52.279110
ALT0000869,TXN00487780,ACCT100088436,ML_PATTERN_DETECTED,68,2023-05-02 23:35:08.890675
ALT0000870,TXN00499472,ACCT100096041,ML_PATTERN_DETECTED,62,2024-10-26 14:32:42.068715
ALT0000871,TXN00482485,ACCT100077824,ML_PATTERN_DETECTED,97,2024-10-21 04:23:36.887625
ALT0000872,TXN00487913,ACCT100004438,ML_PATTERN_DETECTED,83,2023-02-17 02:05:20.727592
ALT0000873,TXN00477170,ACCT100025561,ML_PATTERN_DETECTED,81,2024-05-16 18:06:02.982854
ALT0000874,TXN00494060,ACCT100099727,ML_PATTERN_DETECTED,57,2023-12-31 16:22:47.555864
ALT0000875,TXN00485611,ACCT100032898,ML_PATTERN_DETECTED,85,2024-03-10 21:45:03.181118
ALT0000876,TXN00489446,ACCT100083223,ML_PATTERN_DETECTED,94,2024-04-23 06:26:22.242648
ALT0000877,TXN00481626,ACCT100074274,ML_PATTERN_DETECTED,76,2023-10-26 19:03:40.520139
ALT0000878,TXN00487474,ACCT100016643,ML_PATTERN_DETECTED,97,2024-09-17 00:27:03.608926
ALT0000879,TXN00477738,ACCT100077006,ML_PATTERN_DETECTED,72,2024-03-12 13:47:06.429114
ALT0000880,TXN00488468,ACCT100056279,ML_PATTERN_DETECTED,85,2024-01-10 11:45:01.876785
ALT0000881,TXN00479213,ACCT100070941,ML_PATTERN_DETECTED,70,2023-10-25 08:08:11.136092
ALT0000882,TXN00493756,ACCT100085864,ML_PATTERN_DETECTED,65,2024-07-25 18:58:32.644682
ALT0000883,TXN00499028,ACCT100061668,ML_PATTERN_DETECTED,97,2024-10-31 21:07:32.802066
ALT0000884,TXN00498132,ACCT100097784,ML_PATTERN_DETECTED,80,2024-01-26 16:44:28.566005
ALT0000885,TXN00495575,ACCT100000093,ML_PATTERN_DETECTED,86,2024-08-11 05:20:56.383238
ALT0000886,TXN00476236,ACCT100088086,ML_PATTERN_DETECTED,56,2024-11-04 02:29:53.632246
