CUSTOMER_ID,PEP_STATUS,ONBOARDING_CHANNEL,INCOME_BRACKET,KYC_RISK,STATE_CODE,IS_ACTIVE
CUST0004932,False,BRANCH,0-50k,LOW,GJ,True
CUST0004933,False,WEB,50k-100k,LOW,DL,True
CUST0004934,False,MOBILE_APP,100k-250k,LOW,TN,True
CUST0004935,False,MOBILE_APP,0-50k,HIGH,WB,True
CUST0004936,False,MOBILE_APP,50k-100k,MEDIUM,UP,True
CUST0004937,False,THIRD_PARTY,50k-100k,LOW,DL,True
CUST0004938,False,BRANCH,,LOW,MH,True
CUST0004939,False,BRANCH,100k-250k,LOW,UP,True
CUST0004940,False,MOBILE_APP,,LOW,WB,True
CUST0004941,False,MOBILE_APP,0-50k,LOW,TN,True
CUST0004942,False,BRANCH,0-50k,LOW,WB,True
CUST0004943,False,WEB,100k-250k,LOW,UP,True
CUST0004944,False,MOBILE_APP,100k-250k,LOW,GJ,True
CUST0004945,False,THIRD_PARTY,0-50k,LOW,WB,True
CUST0004946,False,BRANCH,50k-100k,MEDIUM,TN,True
CUST0004947,False,WEB,250k+,LOW,KA,True
CUST0004948,False,WEB,0-50k,LOW,UP,True
CUST0004949,False,BRANCH,250k+,HIGH,RJ,True
CUST0004950,False,THIRD_PARTY,,MEDIUM,DL,True
CUST0004951,False,MOBILE_APP,50k-100k,MEDIUM,TN,True
CUST0004952,False,BRANCH,100k-250k,LOW,TN,True
CUST0004953,False,THIRD_PARTY,100k-250k,MEDIUM,DL,True
CUST0004954,False,BRANCH,50k-100k,MEDIUM,GJ,True
CUST0004955,False,WEB,250k+,LOW,WB,True
CUST0004956,False,MOBILE_APP,0-50k,LOW,RJ,True
CUST0004957,False,WEB,0-50k,HIGH,MH,False
CUST0004958,False,BRANCH,0-50k,LOW,GJ,True
CUST0004959,False,THIRD_PARTY,250k+,MEDIUM,TN,False
CUST0004960,False,BRANCH,100k-250k,LOW,MH,True
CUST0004961,False,MOBILE_APP,50k-100k,MEDIUM,WB,True
CUST0004962,False,BRANCH,50k-100k,HIGH,KA,True
CUST0004963,False,BRANCH,250k+,MEDIUM,TN,True
CUST0004964,False,WEB,0-50k,MEDIUM,GJ,True
CUST0004965,False,MOBILE_APP,250k+,MEDIUM,GJ,True
CUST0004966,False,BRANCH,250k+,MEDIUM,RJ,False
CUST0004967,False,MOBILE_APP,,HIGH,MH,True
CUST0004968,False,MOBILE_APP,50k-100k,LOW,UP,True
CUST0004969,False,THIRD_PARTY,0-50k,LOW,MH,True
CUST0004970,False,THIRD_PARTY,100k-250k,MEDIUM,TN,True
CUST0004971,False,WEB,50k-100k,HIGH,RJ,True
CUST0004972,False,WEB,,LOW,GJ,True
CUST0004973,False,THIRD_PARTY,250k+,MEDIUM,MH,True
CUST0004974,False,BRANCH,100k-250k,LOW,WB,True
CUST0004975,False,BRANCH,100k-250k,LOW,UP,True
CUST0004976,False,MOBILE_APP,50k-100k,MEDIUM,MH,True
CUST0004977,False,WEB,250k+,MEDIUM,GJ,True
CUST0004978,False,THIRD_PARTY,250k+,LOW,MH,True
CUST0004979,True,BRANCH,0-50k,LOW,GJ,True
CUST0004980,False,THIRD_PARTY,100k-250k,MEDIUM,KA,True
CUST0004981,False,MOBILE_APP,100k-250k,LOW,MH,True
CUST0004982,False,THIRD_PARTY,250k+,MEDIUM,MH,True
CUST0004983,False,MOBILE_APP,100k-250k,HIGH,MH,True
CUST0004984,False,WEB,250k+,HIGH,WB,False
CUST0004985,False,BRANCH,100k-250k,LOW,MH,True
CUST0004986,False,BRANCH,,LOW,MH,False
CUST0004987,False,BRANCH,0-50k,MEDIUM,MH,True
CUST0004988,False,WEB,50k-100k,LOW,WB,True
CUST0004989,False,MOBILE_APP,,LOW,UP,True
CUST0004990,False,BRANCH,100k-250k,MEDIUM,TN,True
CUST0004991,False,WEB,250k+,MEDIUM,DL,True
CUST0004992,False,BRANCH,0-50k,LOW,DL,True
CUST0004993,False,BRANCH,100k-250k,LOW,KA,True
CUST0004994,False,WEB,100k-250k,LOW,WB,True
CUST0004995,False,BRANCH,50k-100k,LOW,WB,False
CUST0004996,False,BRANCH,250k+,MEDIUM,MH,True
CUST0004997,False,THIRD_PARTY,50k-100k,HIGH,GJ,True
CUST0004998,False,THIRD_PARTY,250k+,HIGH,WB,True
CUST0004999,False,MOBILE_APP,100k-250k,MEDIUM,WB,True
CUST0005000,False,WEB,50k-100k,LOW,WB,True
CUST0005001,False,THIRD_PARTY,100k-250k,HIGH,KA,True
CUST0005002,False,THIRD_PARTY,,LOW,GJ,True
CUST0005003,False,BRANCH,0-50k,LOW,MH,True
CUST0005004,False,THIRD_PARTY,250k+,MEDIUM,DL,True
CUST0005005,False,MOBILE_APP,100k-250k,MEDIUM,MH,True
CUST0005006,False,BRANCH,250k+,LOW,UP,True
CUST0005007,False,BRANCH,250k+,LOW,KA,True
CUST0005008,False,MOBILE_APP,0-50k,HIGH,TN,False
CUST0005009,False,BRANCH,100k-250k,MEDIUM,GJ,True
CUST0005010,False,MOBILE_APP,250k+,LOW,DL,True
CUST0005011,False,MOBILE_APP,50k-100k,LOW,WB,True
CUST0005012,False,MOBILE_APP,0-50k,MEDIUM,UP,True
CUST0005013,False,THIRD_PARTY,0-50k,LOW,GJ,True
CUST0005014,False,BRANCH,,LOW,UP,True
CUST0005015,False,WEB,100k-250k,LOW,DL,True
CUST0005016,False,THIRD_PARTY,250k+,MEDIUM,RJ,True
CUST0005017,False,WEB,50k-100k,MEDIUM,DL,True
CUST0005018,False,BRANCH,100k-250k,LOW,KA,True
CUST0005019,False,MOBILE_APP,0-50k,MEDIUM,TN,True
CUST0005020,False,WEB,50k-100k,LOW,DL,True
CUST0005021,False,THIRD_PARTY,250k+,LOW,RJ,True
CUST0005022,False,MOBILE_APP,100k-250k,LOW,MH,True
CUST0005023,False,WEB,0-50k,HIGH,KA,True
CUST0005024,False,BRANCH,250k+,LOW,WB,True
CUST0005025,False,WEB,0-50k,MEDIUM,WB,True
CUST0005026,False,THIRD_PARTY,50k-100k,LOW,WB,True
CUST0005027,False,BRANCH,0-50k,MEDIUM,WB,True
CUST0005028,False,MOBILE_APP,100k-250k,MEDIUM,TN,True
CUST0005029,False,THIRD_PARTY,250k+,LOW,GJ,True
CUST0005030,False,MOBILE_APP,100k-250k,LOW,DL,True
CUST0005031,False,BRANCH,250k+,MEDIUM,TN,True
CUST0005032,False,WEB,50k-100k,MEDIUM,WB,True
CUST0005033,False,THIRD_PARTY,250k+,LOW,WB,False
CUST0005034,False,MOBILE_APP,50k-100k,LOW,RJ,True
CUST0005035,False,BRANCH,250k+,LOW,GJ,True
CUST0005036,False,BRANCH,250k+,HIGH,GJ,True
CUST0005037,False,WEB,0-50k,LOW,TN,True
CUST0005038,False,THIRD_PARTY,0-50k,LOW,RJ,True
CUST0005039,False,WEB,250k+,LOW,UP,True
CUST0005040,False,BRANCH,250k+,LOW,WB,True
CUST0005041,False,WEB,250k+,LOW,TN,True
CUST0005042,False,THIRD_PARTY,100k-250k,LOW,MH,True
CUST0005043,False,BRANCH,100k-250k,MEDIUM,UP,True
CUST0005044,False,MOBILE_APP,0-50k,LOW,UP,True
CUST0005045,False,BRANCH,50k-100k,LOW,RJ,True
CUST0005046,False,WEB,250k+,MEDIUM,KA,True
CUST0005047,False,WEB,0-50k,HIGH,KA,False
CUST0005048,False,WEB,50k-100k,MEDIUM,MH,True
CUST0005049,False,WEB,0-50k,LOW,MH,True
CUST0005050,False,BRANCH,100k-250k,MEDIUM,MH,True
CUST0005051,False,THIRD_PARTY,100k-250k,HIGH,DL,True
CUST0005052,False,BRANCH,250k+,MEDIUM,DL,True
CUST0005053,False,THIRD_PARTY,,LOW,WB,True
CUST0005054,False,BRANCH,250k+,MEDIUM,DL,True
CUST0005055,False,BRANCH,50k-100k,LOW,GJ,True
CUST0005056,False,THIRD_PARTY,50k-100k,HIGH,MH,True
CUST0005057,False,WEB,250k+,LOW,RJ,True
CUST0005058,False,THIRD_PARTY,100k-250k,LOW,TN,True
CUST0005059,False,THIRD_PARTY,100k-250k,LOW,GJ,True
CUST0005060,False,MOBILE_APP,250k+,LOW,TN,True
CUST0005061,False,MOBILE_APP,100k-250k,MEDIUM,TN,True
CUST0005062,False,WEB,100k-250k,MEDIUM,UP,True
CUST0005063,False,MOBILE_APP,0-50k,LOW,TN,True
CUST0005064,False,BRANCH,0-50k,MEDIUM,UP,False
CUST0005065,False,MOBILE_APP,100k-250k,LOW,MH,True
CUST0005066,False,THIRD_PARTY,50k-100k,LOW,WB,True
CUST0005067,False,BRANCH,50k-100k,LOW,GJ,True
CUST0005068,False,THIRD_PARTY,0-50k,LOW,TN,True
CUST0005069,False,BRANCH,250k+,LOW,MH,True
CUST0005070,True,THIRD_PARTY,250k+,MEDIUM,GJ,True
CUST0005071,False,BRANCH,250k+,LOW,WB,True
CUST0005072,False,WEB,100k-250k,MEDIUM,RJ,True
CUST0005073,False,THIRD_PARTY,100k-250k,MEDIUM,DL,True
CUST0005074,False,THIRD_PARTY,,LOW,RJ,True
CUST0005075,False,BRANCH,250k+,LOW,GJ,True
CUST0005076,False,THIRD_PARTY,100k-250k,LOW,DL,True
CUST0005077,False,WEB,50k-100k,LOW,KA,True
CUST0005078,False,THIRD_PARTY,50k-100k,LOW,MH,True
CUST0005079,False,WEB,100k-250k,LOW,RJ,True
CUST0005080,False,MOBILE_APP,100k-250k,LOW,MH,True
CUST0005081,False,MOBILE_APP,50k-100k,LOW,RJ,True
CUST0005082,False,MOBILE_APP,250k+,MEDIUM,MH,True
CUST0005083,False,WEB,100k-250k,LOW,MH,True
CUST0005084,False,WEB,,MEDIUM,DL,True
CUST0005085,False,BRANCH,0-50k,LOW,MH,False
CUST0005086,False,THIRD_PARTY,100k-250k,LOW,RJ,True
CUST0005087,False,WEB,50k-100k,MEDIUM,RJ,True
CUST0005088,False,BRANCH,0-50k,MEDIUM,TN,True
CUST0005089,False,MOBILE_APP,50k-100k,LOW,KA,True
CUST0005090,False,THIRD_PARTY,50k-100k,LOW,DL,True
CUST0005091,False,WEB,,LOW,TN,False
CUST0005092,False,BRANCH,100k-250k,LOW,WB,True
CUST0005093,False,BRANCH,50k-100k,MEDIUM,KA,True
CUST0005094,False,WEB,,HIGH,DL,True
CUST0005095,False,MOBILE_APP,0-50k,LOW,WB,True
CUST0005096,False,BRANCH,250k+,MEDIUM,WB,True
CUST0005097,False,WEB,50k-100k,MEDIUM,KA,True
CUST0005098,False,WEB,100k-250k,LOW,GJ,True
CUST0005099,False,BRANCH,50k-100k,LOW,TN,True
CUST0005100,False,THIRD_PARTY,100k-250k,HIGH,RJ,True
CUST0005101,False,THIRD_PARTY,,LOW,KA,True
CUST0005102,False,THIRD_PARTY,50k-100k,MEDIUM,RJ,True
CUST0005103,False,BRANCH,50k-100k,LOW,RJ,True
CUST0005104,False,BRANCH,,LOW,TN,False
CUST0005105,False,WEB,0-50k,HIGH,MH,True
CUST0005106,False,WEB,50k-100k,LOW,WB,True
CUST0005107,False,WEB,0-50k,LOW,UP,True
CUST0005108,False,MOBILE_APP,,LOW,RJ,True
CUST0005109,False,MOBILE_APP,0-50k,LOW,DL,True
CUST0005110,False,THIRD_PARTY,,LOW,KA,True
CUST0005111,False,WEB,0-50k,LOW,RJ,True
CUST0005112,False,BRANCH,250k+,MEDIUM,DL,False
CUST0005113,False,WEB,,LOW,RJ,True
CUST0005114,False,WEB,100k-250k,LOW,DL,True
CUST0005115,False,THIRD_PARTY,100k-250k,MEDIUM,KA,True
CUST0005116,False,MOBILE_APP,250k+,MEDIUM,DL,True
CUST0005117,False,WEB,100k-250k,HIGH,GJ,True
CUST0005118,False,BRANCH,0-50k,HIGH,TN,True
CUST0005119,False,THIRD_PARTY,250k+,HIGH,DL,True
CUST0005120,False,MOBILE_APP,,MEDIUM,KA,True
CUST0005121,False,WEB,100k-250k,LOW,WB,True
CUST0005122,False,MOBILE_APP,,LOW,TN,True
CUST0005123,False,BRANCH,250k+,LOW,TN,True
CUST0005124,False,BRANCH,0-50k,MEDIUM,KA,True
CUST0005125,False,WEB,0-50k,LOW,KA,True
CUST0005126,False,THIRD_PARTY,0-50k,MEDIUM,KA,True
CUST0005127,False,THIRD_PARTY,250k+,LOW,UP,False
CUST0005128,False,THIRD_PARTY,250k+,LOW,RJ,True
CUST0005129,False,THIRD_PARTY,250k+,LOW,WB,True
CUST0005130,False,THIRD_PARTY,,MEDIUM,MH,True
CUST0005131,False,WEB,,MEDIUM,DL,True
CUST0005132,False,MOBILE_APP,250k+,LOW,RJ,True
CUST0005133,False,BRANCH,250k+,LOW,KA,True
CUST0005134,True,WEB,50k-100k,MEDIUM,KA,True
CUST0005135,False,BRANCH,0-50k,MEDIUM,KA,True
CUST0005136,False,WEB,250k+,LOW,GJ,False
CUST0005137,False,WEB,50k-100k,LOW,WB,True
CUST0005138,False,BRANCH,50k-100k,LOW,TN,True
CUST0005139,False,WEB,0-50k,HIGH,UP,True
CUST0005140,False,WEB,50k-100k,MEDIUM,MH,True
CUST0005141,False,WEB,,LOW,TN,True
CUST0005142,False,WEB,0-50k,MEDIUM,TN,True
CUST0005143,False,WEB,0-50k,LOW,TN,True
CUST0005144,False,THIRD_PARTY,50k-100k,MEDIUM,TN,True
CUST0005145,False,WEB,,LOW,GJ,True
CUST0005146,False,WEB,250k+,MEDIUM,UP,True
CUST0005147,False,WEB,250k+,LOW,WB,True
CUST0005148,False,MOBILE_APP,0-50k,LOW,MH,True
CUST0005149,False,WEB,250k+,LOW,WB,True
CUST0005150,False,WEB,100k-250k,LOW,MH,True
CUST0005151,False,MOBILE_APP,100k-250k,LOW,RJ,True
CUST0005152,False,MOBILE_APP,50k-100k,LOW,KA,True
CUST0005153,False,BRANCH,100k-250k,MEDIUM,RJ,True
CUST0005154,False,BRANCH,100k-250k,LOW,DL,True
CUST0005155,False,BRANCH,100k-250k,MEDIUM,UP,True
CUST0005156,False,BRANCH,0-50k,LOW,DL,True
CUST0005157,False,MOBILE_APP,100k-250k,LOW,UP,True
CUST0005158,False,BRANCH,100k-250k,LOW,KA,True
CUST0005159,False,WEB,,LOW,DL,True
CUST0005160,False,MOBILE_APP,250k+,LOW,MH,True
CUST0005161,False,THIRD_PARTY,250k+,LOW,DL,True
CUST0005162,False,WEB,100k-250k,LOW,DL,True
CUST0005163,False,THIRD_PARTY,250k+,LOW,RJ,True
CUST0005164,False,BRANCH,,MEDIUM,GJ,True
CUST0005165,False,BRANCH,100k-250k,LOW,RJ,True
CUST0005166,False,WEB,0-50k,LOW,MH,True
CUST0005167,False,BRANCH,250k+,HIGH,KA,True
CUST0005168,False,BRANCH,50k-100k,LOW,TN,True
CUST0005169,False,BRANCH,50k-100k,LOW,RJ,True
CUST0005170,False,BRANCH,,MEDIUM,KA,True
CUST0005171,False,THIRD_PARTY,,MEDIUM,DL,True
CUST0005172,False,WEB,100k-250k,HIGH,MH,True
CUST0005173,False,BRANCH,250k+,LOW,WB,True
CUST0005174,False,THIRD_PARTY,250k+,MEDIUM,MH,True
CUST0005175,False,MOBILE_APP,0-50k,MEDIUM,KA,True
CUST0005176,False,WEB,100k-250k,LOW,KA,True
CUST0005177,False,WEB,50k-100k,LOW,DL,True
CUST0005178,False,MOBILE_APP,50k-100k,LOW,TN,True
CUST0005179,False,BRANCH,0-50k,LOW,MH,True
CUST0005180,False,WEB,250k+,HIGH,DL,True
CUST0005181,False,MOBILE_APP,250k+,MEDIUM,MH,True
CUST0005182,False,MOBILE_APP,,LOW,WB,True
CUST0005183,False,THIRD_PARTY,0-50k,LOW,WB,False
CUST0005184,False,MOBILE_APP,100k-250k,LOW,UP,True
CUST0005185,False,WEB,100k-250k,LOW,WB,True
CUST0005186,False,MOBILE_APP,,LOW,UP,True
CUST0005187,False,MOBILE_APP,250k+,LOW,WB,True
CUST0005188,False,MOBILE_APP,0-50k,MEDIUM,UP,True
CUST0005189,False,WEB,0-50k,MEDIUM,MH,True
CUST0005190,False,MOBILE_APP,50k-100k,MEDIUM,UP,True
CUST0005191,False,THIRD_PARTY,250k+,LOW,DL,True
CUST0005192,False,WEB,50k-100k,LOW,WB,True
CUST0005193,False,THIRD_PARTY,250k+,MEDIUM,UP,True
CUST0005194,False,THIRD_PARTY,100k-250k,MEDIUM,RJ,True
CUST0005195,False,WEB,100k-250k,MEDIUM,TN,True
CUST0005196,False,MOBILE_APP,100k-250k,MEDIUM,UP,False
CUST0005197,False,BRANCH,250k+,HIGH,GJ,True
CUST0005198,False,WEB,250k+,LOW,TN,True
CUST0005199,False,MOBILE_APP,50k-100k,LOW,WB,True
CUST0005200,False,WEB,100k-250k,HIGH,TN,True
CUST0005201,False,MOBILE_APP,50k-100k,MEDIUM,UP,True
CUST0005202,False,MOBILE_APP,100k-250k,LOW,GJ,True
CUST0005203,False,BRANCH,0-50k,MEDIUM,MH,True
CUST0005204,False,WEB,50k-100k,LOW,KA,True
CUST0005205,False,WEB,100k-250k,LOW,DL,True
CUST0005206,False,WEB,50k-100k,LOW,MH,True
CUST0005207,False,THIRD_PARTY,100k-250k,LOW,TN,True
CUST0005208,False,WEB,100k-250k,MEDIUM,DL,True
CUST0005209,False,THIRD_PARTY,50k-100k,HIGH,DL,True
CUST0005210,False,THIRD_PARTY,250k+,MEDIUM,WB,True
CUST0005211,False,MOBILE_APP,,MEDIUM,GJ,True
CUST0005212,False,THIRD_PARTY,100k-250k,MEDIUM,KA,False
CUST0005213,False,WEB,100k-250k,LOW,GJ,True
CUST0005214,False,BRANCH,0-50k,LOW,MH,True
CUST0005215,False,WEB,0-50k,LOW,DL,True
CUST0005216,False,MOBILE_APP,50k-100k,LOW,UP,True
CUST0005217,False,MOBILE_APP,100k-250k,MEDIUM,DL,True
CUST0005218,False,THIRD_PARTY,100k-250k,HIGH,TN,True
CUST0005219,False,MOBILE_APP,0-50k,LOW,GJ,True
CUST0005220,False,MOBILE_APP,100k-250k,HIGH,DL,True
CUST0005221,False,THIRD_PARTY,100k-250k,MEDIUM,UP,True
CUST0005222,False,THIRD_PARTY,50k-100k,LOW,RJ,True
CUST0005223,False,MOBILE_APP,0-50k,LOW,GJ,True
CUST0005224,False,WEB,0-50k,MEDIUM,MH,True
CUST0005225,False,WEB,50k-100k,LOW,DL,True
CUST0005226,False,THIRD_PARTY,100k-250k,MEDIUM,KA,True
CUST0005227,False,MOBILE_APP,50k-100k,MEDIUM,RJ,True
CUST0005228,False,MOBILE_APP,250k+,LOW,GJ,True
CUST0005229,False,WEB,50k-100k,LOW,GJ,True
CUST0005230,False,THIRD_PARTY,0-50k,LOW,DL,True
CUST0005231,False,MOBILE_APP,100k-250k,MEDIUM,WB,True
CUST0005232,False,MOBILE_APP,250k+,LOW,UP,True
CUST0005233,False,BRANCH,250k+,LOW,GJ,True
CUST0005234,False,BRANCH,0-50k,LOW,TN,True
CUST0005235,False,THIRD_PARTY,50k-100k,LOW,DL,True
CUST0005236,True,BRANCH,50k-100k,LOW,GJ,True
CUST0005237,False,BRANCH,250k+,MEDIUM,DL,True
CUST0005238,False,MOBILE_APP,50k-100k,LOW,KA,True
CUST0005239,False,MOBILE_APP,50k-100k,MEDIUM,TN,True
CUST0005240,False,THIRD_PARTY,100k-250k,MEDIUM,RJ,True
CUST0005241,False,THIRD_PARTY,250k+,LOW,GJ,True
CUST0005242,False,THIRD_PARTY,,MEDIUM,GJ,True
CUST0005243,False,MOBILE_APP,0-50k,MEDIUM,GJ,True
CUST0005244,False,MOBILE_APP,50k-100k,MEDIUM,WB,False
CUST0005245,False,BRANCH,250k+,MEDIUM,WB,True
CUST0005246,False,WEB,250k+,LOW,UP,True
CUST0005247,False,MOBILE_APP,100k-250k,LOW,UP,True
CUST0005248,False,THIRD_PARTY,0-50k,MEDIUM,KA,True
CUST0005249,False,THIRD_PARTY,,LOW,MH,True
CUST0005250,False,MOBILE_APP,250k+,MEDIUM,KA,True
CUST0005251,False,WEB,0-50k,LOW,DL,True
CUST0005252,False,WEB,100k-250k,LOW,RJ,True
CUST0005253,False,THIRD_PARTY,100k-250k,MEDIUM,MH,True
CUST0005254,False,THIRD_PARTY,,HIGH,TN,True
CUST0005255,False,THIRD_PARTY,50k-100k,MEDIUM,TN,True
CUST0005256,False,WEB,50k-100k,LOW,MH,True
CUST0005257,False,THIRD_PARTY,250k+,MEDIUM,UP,True
CUST0005258,False,THIRD_PARTY,0-50k,LOW,GJ,True
CUST0005259,False,BRANCH,250k+,HIGH,WB,True
CUST0005260,False,MOBILE_APP,50k-100k,MEDIUM,UP,True
CUST0005261,False,THIRD_PARTY,0-50k,MEDIUM,GJ,True
CUST0005262,False,BRANCH,250k+,LOW,KA,True
CUST0005263,False,BRANCH,0-50k,MEDIUM,WB,False
CUST0005264,False,WEB,100k-250k,MEDIUM,MH,True
CUST0005265,False,WEB,,MEDIUM,UP,True
CUST0005266,False,BRANCH,,HIGH,MH,True
CUST0005267,False,THIRD_PARTY,0-50k,LOW,GJ,True
CUST0005268,False,THIRD_PARTY,100k-250k,LOW,RJ,True
CUST0005269,False,WEB,50k-100k,LOW,RJ,True
CUST0005270,False,WEB,100k-250k,LOW,WB,True
CUST0005271,False,WEB,50k-100k,LOW,KA,True
CUST0005272,False,BRANCH,250k+,LOW,DL,True
CUST0005273,False,BRANCH,250k+,LOW,KA,True
CUST0005274,False,MOBILE_APP,50k-100k,MEDIUM,DL,True
CUST0005275,False,THIRD_PARTY,,HIGH,MH,True
CUST0005276,False,WEB,100k-250k,LOW,GJ,False
CUST0005277,False,BRANCH,50k-100k,LOW,MH,True
CUST0005278,False,WEB,100k-250k,LOW,MH,True
CUST0005279,False,MOBILE_APP,0-50k,LOW,MH,True
CUST0005280,False,THIRD_PARTY,0-50k,LOW,UP,True
CUST0005281,False,THIRD_PARTY,100k-250k,LOW,KA,True
CUST0005282,False,MOBILE_APP,0-50k,LOW,DL,True
CUST0005283,False,THIRD_PARTY,0-50k,MEDIUM,WB,True
CUST0005284,False,THIRD_PARTY,50k-100k,LOW,RJ,True
CUST0005285,False,MOBILE_APP,0-50k,LOW,MH,True
CUST0005286,False,MOBILE_APP,250k+,LOW,MH,True
CUST0005287,False,MOBILE_APP,100k-250k,HIGH,RJ,True
CUST0005288,False,WEB,250k+,LOW,KA,True
CUST0005289,False,THIRD_PARTY,50k-100k,LOW,RJ,True
CUST0005290,False,MOBILE_APP,50k-100k,LOW,DL,True
CUST0005291,False,BRANCH,250k+,HIGH,TN,True
CUST0005292,False,WEB,50k-100k,LOW,MH,True
CUST0005293,False,WEB,250k+,LOW,DL,True
CUST0005294,False,THIRD_PARTY,250k+,MEDIUM,WB,True
CUST0005295,False,THIRD_PARTY,,MEDIUM,TN,True
CUST0005296,False,MOBILE_APP,250k+,LOW,WB,False
CUST0005297,False,MOBILE_APP,50k-100k,LOW,UP,True
CUST0005298,False,WEB,50k-100k,LOW,KA,True
CUST0005299,False,BRANCH,50k-100k,LOW,GJ,True
CUST0005300,False,WEB,100k-250k,LOW,TN,True
CUST0005301,False,MOBILE_APP,0-50k,MEDIUM,UP,True
CUST0005302,True,MOBILE_APP,0-50k,LOW,UP,True
CUST0005303,False,THIRD_PARTY,250k+,LOW,MH,True
CUST0005304,False,BRANCH,0-50k,HIGH,TN,True
CUST0005305,False,BRANCH,250k+,LOW,WB,True
CUST0005306,False,THIRD_PARTY,50k-100k,LOW,DL,True
CUST0005307,False,BRANCH,250k+,LOW,UP,True
CUST0005308,False,MOBILE_APP,100k-250k,LOW,MH,True
CUST0005309,False,BRANCH,50k-100k,MEDIUM,WB,True
CUST0005310,False,BRANCH,100k-250k,LOW,RJ,True
CUST0005311,False,MOBILE_APP,0-50k,LOW,KA,True
CUST0005312,False,THIRD_PARTY,0-50k,LOW,GJ,True
CUST0005313,False,WEB,,LOW,WB,True
CUST0005314,False,THIRD_PARTY,50k-100k,HIGH,DL,True
CUST0005315,False,BRANCH,50k-100k,MEDIUM,MH,True
CUST0005316,False,BRANCH,250k+,MEDIUM,GJ,True
CUST0005317,False,MOBILE_APP,0-50k,LOW,DL,True
CUST0005318,False,MOBILE_APP,,LOW,MH,True
CUST0005319,False,BRANCH,0-50k,LOW,DL,True
CUST0005320,False,MOBILE_APP,100k-250k,LOW,GJ,True
CUST0005321,False,BRANCH,,MEDIUM,DL,True
CUST0005322,False,MOBILE_APP,50k-100k,LOW,RJ,True
CUST0005323,False,WEB,250k+,LOW,GJ,True
CUST0005324,False,THIRD_PARTY,250k+,MEDIUM,WB,True
CUST0005325,False,MOBILE_APP,250k+,LOW,GJ,False
CUST0005326,False,THIRD_PARTY,0-50k,LOW,KA,True
CUST0005327,False,THIRD_PARTY,250k+,LOW,TN,True
CUST0005328,False,WEB,0-50k,HIGH,GJ,True
CUST0005329,False,MOBILE_APP,100k-250k,MEDIUM,RJ,True
CUST0005330,False,MOBILE_APP,50k-100k,MEDIUM,GJ,True
CUST0005331,False,MOBILE_APP,,MEDIUM,MH,True
CUST0005332,False,THIRD_PARTY,0-50k,LOW,TN,True
CUST0005333,False,THIRD_PARTY,,MEDIUM,MH,True
CUST0005334,False,THIRD_PARTY,250k+,LOW,KA,True
CUST0005335,False,THIRD_PARTY,0-50k,MEDIUM,TN,True
CUST0005336,False,WEB,100k-250k,MEDIUM,DL,True
CUST0005337,False,WEB,0-50k,HIGH,KA,True
CUST0005338,False,BRANCH,250k+,LOW,KA,True
CUST0005339,False,MOBILE_APP,0-50k,MEDIUM,RJ,True
CUST0005340,True,THIRD_PARTY,250k+,LOW,KA,True
CUST0005341,False,BRANCH,250k+,HIGH,UP,True
CUST0005342,False,WEB,100k-250k,LOW,KA,True
CUST0005343,False,BRANCH,50k-100k,MEDIUM,RJ,True
CUST0005344,False,BRANCH,,LOW,WB,True
CUST0005345,False,THIRD_PARTY,0-50k,HIGH,WB,True
CUST0005346,False,MOBILE_APP,100k-250k,HIGH,UP,True
CUST0005347,True,MOBILE_APP,250k+,LOW,MH,True
CUST0005348,False,WEB,50k-100k,HIGH,UP,True
CUST0005349,False,BRANCH,,LOW,TN,True
CUST0005350,False,WEB,50k-100k,MEDIUM,RJ,True
CUST0005351,False,THIRD_PARTY,0-50k,LOW,UP,True
CUST0005352,False,MOBILE_APP,50k-100k,HIGH,GJ,False
CUST0005353,False,WEB,,LOW,WB,True
CUST0005354,False,MOBILE_APP,50k-100k,LOW,GJ,True
CUST0005355,False,THIRD_PARTY,100k-250k,LOW,TN,True
CUST0005356,False,WEB,250k+,MEDIUM,UP,True
CUST0005357,False,MOBILE_APP,50k-100k,LOW,GJ,True
CUST0005358,False,MOBILE_APP,0-50k,LOW,KA,True
CUST0005359,False,WEB,100k-250k,LOW,KA,True
CUST0005360,False,WEB,50k-100k,LOW,GJ,True
CUST0005361,False,MOBILE_APP,250k+,HIGH,UP,True
CUST0005362,False,WEB,50k-100k,LOW,KA,True
CUST0005363,False,THIRD_PARTY,0-50k,MEDIUM,TN,True
CUST0005364,False,BRANCH,250k+,MEDIUM,MH,True
CUST0005365,False,THIRD_PARTY,250k+,LOW,TN,True
CUST0005366,False,THIRD_PARTY,250k+,LOW,DL,True
CUST0005367,False,THIRD_PARTY,100k-250k,MEDIUM,WB,True
CUST0005368,False,BRANCH,50k-100k,LOW,TN,True
CUST0005369,False,BRANCH,100k-250k,MEDIUM,DL,True
CUST0005370,False,WEB,100k-250k,LOW,RJ,True
CUST0005371,False,MOBILE_APP,0-50k,LOW,RJ,True
CUST0005372,False,WEB,0-50k,LOW,KA,True
CUST0005373,False,BRANCH,,LOW,GJ,True
CUST0005374,False,THIRD_PARTY,50k-100k,MEDIUM,TN,True
CUST0005375,False,THIRD_PARTY,250k+,LOW,UP,True
CUST0005376,False,THIRD_PARTY,100k-250k,LOW,WB,True
