CASE_ID,ALERT_ID,INVESTIGATOR_ID,CASE_STATUS
CASE000411,ALT0004618,INV_03,OPEN
CASE000412,ALT0001805,INV_01,OPEN
CASE000413,ALT0009192,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000414,ALT0009856,INV_02,OPEN
CASE000415,ALT0003010,AUTO_SYS,OPEN
CASE000416,ALT0009875,INV_02,CLOSED_FALSE_POSITIVE
CASE000417,ALT0007337,INV_03,CLOSED_FALSE_POSITIVE
CASE000418,ALT0005851,AUTO_SYS,CLOSED_SAR_FILED
CASE000419,ALT0006958,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000420,ALT0003126,INV_02,CLOSED_FALSE_POSITIVE
CASE000421,ALT0005458,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000422,ALT0006584,INV_01,CLOSED_FALSE_POSITIVE
CASE000423,ALT0003481,INV_03,CLOSED_FALSE_POSITIVE
CASE000424,ALT0003960,INV_02,OPEN
CASE000425,ALT0003213,INV_03,CLOSED_FALSE_POSITIVE
CASE000426,ALT0004836,INV_03,CLOSED_FALSE_POSITIVE
CASE000427,ALT0004000,INV_03,OPEN
CASE000428,ALT0009207,INV_02,CLOSED_SAR_FILED
CASE000429,ALT0008107,INV_01,CLOSED_FALSE_POSITIVE
CASE000430,ALT0001206,INV_01,CLOSED_FALSE_POSITIVE
CASE000431,ALT0000729,INV_02,OPEN
CASE000432,ALT0005072,INV_03,CLOSED_FALSE_POSITIVE
CASE000433,ALT0008145,INV_02,CLOSED_SAR_FILED
CASE000434,ALT0006241,INV_01,CLOSED_FALSE_POSITIVE
CASE000435,ALT0009061,INV_02,CLOSED_FALSE_POSITIVE
CASE000436,ALT0001011,INV_02,CLOSED_FALSE_POSITIVE
CASE000437,ALT0000500,INV_03,CLOSED_FALSE_POSITIVE
CASE000438,ALT0007795,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000439,ALT0005889,INV_02,CLOSED_FALSE_POSITIVE
CASE000440,ALT0003647,INV_01,CLOSED_FALSE_POSITIVE
CASE000441,ALT0006003,INV_01,CLOSED_SAR_FILED
CASE000442,ALT0000959,INV_03,CLOSED_FALSE_POSITIVE
CASE000443,ALT0000886,INV_03,CLOSED_FALSE_POSITIVE
CASE000444,ALT0009048,INV_03,OPEN
CASE000445,ALT0000980,INV_01,OPEN
CASE000446,ALT0005532,INV_02,OPEN
CASE000447,ALT0009151,INV_02,CLOSED_FALSE_POSITIVE
CASE000448,ALT0006530,INV_03,OPEN
CASE000449,ALT0006531,AUTO_SYS,OPEN
CASE000450,ALT0006288,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000451,ALT0004692,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000452,ALT0001135,INV_01,CLOSED_FALSE_POSITIVE
CASE000453,ALT0007035,AUTO_SYS,OPEN
CASE000454,ALT0007905,INV_01,CLOSED_FALSE_POSITIVE
CASE000455,ALT0004001,INV_01,CLOSED_FALSE_POSITIVE
CASE000456,ALT0006927,INV_01,CLOSED_FALSE_POSITIVE
CASE000457,ALT0009113,INV_01,CLOSED_FALSE_POSITIVE
CASE000458,ALT0000493,AUTO_SYS,OPEN
CASE000459,ALT0000800,INV_01,CLOSED_SAR_FILED
CASE000460,ALT0003929,INV_02,CLOSED_FALSE_POSITIVE
CASE000461,ALT0003168,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000462,ALT0007047,INV_02,CLOSED_SAR_FILED
CASE000463,ALT0007339,AUTO_SYS,CLOSED_SAR_FILED
CASE000464,ALT0001907,INV_01,CLOSED_FALSE_POSITIVE
CASE000465,ALT0009245,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000466,ALT0006786,INV_01,CLOSED_FALSE_POSITIVE
CASE000467,ALT0003221,INV_01,CLOSED_FALSE_POSITIVE
CASE000468,ALT0002938,INV_02,CLOSED_FALSE_POSITIVE
CASE000469,ALT0009893,INV_01,CLOSED_FALSE_POSITIVE
CASE000470,ALT0006153,INV_01,OPEN
CASE000471,ALT0008350,INV_02,OPEN
CASE000472,ALT0005298,INV_03,CLOSED_FALSE_POSITIVE
CASE000473,ALT0004856,INV_03,CLOSED_FALSE_POSITIVE
CASE000474,ALT0008239,INV_01,OPEN
CASE000475,ALT0006519,INV_01,CLOSED_FALSE_POSITIVE
CASE000476,ALT0004958,INV_02,OPEN
CASE000477,ALT0006324,INV_03,CLOSED_FALSE_POSITIVE
CASE000478,ALT0009473,INV_02,CLOSED_FALSE_POSITIVE
CASE000479,ALT0007377,INV_03,CLOSED_FALSE_POSITIVE
CASE000480,ALT0002974,INV_02,CLOSED_FALSE_POSITIVE
CASE000481,ALT0000641,INV_01,CLOSED_FALSE_POSITIVE
CASE000482,ALT0007852,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000483,ALT0007070,INV_02,CLOSED_FALSE_POSITIVE
CASE000484,ALT0004452,AUTO_SYS,CLOSED_SAR_FILED
CASE000485,ALT0008498,INV_01,CLOSED_FALSE_POSITIVE
CASE000486,ALT0008926,INV_01,CLOSED_FALSE_POSITIVE
CASE000487,ALT0006505,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000488,ALT0008978,INV_02,OPEN
CASE000489,ALT0000530,INV_02,CLOSED_SAR_FILED
CASE000490,ALT0004404,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000491,ALT0006558,INV_02,CLOSED_FALSE_POSITIVE
CASE000492,ALT0004443,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000493,ALT0008362,INV_02,CLOSED_FALSE_POSITIVE
CASE000494,ALT0000383,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000495,ALT0007227,INV_01,CLOSED_FALSE_POSITIVE
CASE000496,ALT0009459,INV_01,CLOSED_FALSE_POSITIVE
CASE000497,ALT0006686,INV_02,CLOSED_SAR_FILED
CASE000498,ALT0004882,AUTO_SYS,CLOSED_SAR_FILED
CASE000499,ALT0006532,INV_03,CLOSED_SAR_FILED
CASE000500,ALT0000718,INV_03,CLOSED_FALSE_POSITIVE
CASE000501,ALT0009356,INV_02,OPEN
CASE000502,ALT0002911,INV_03,CLOSED_FALSE_POSITIVE
CASE000503,ALT0004031,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000504,ALT0000731,INV_01,CLOSED_FALSE_POSITIVE
CASE000505,ALT0008131,INV_02,CLOSED_FALSE_POSITIVE
CASE000506,ALT0004080,AUTO_SYS,CLOSED_SAR_FILED
CASE000507,ALT0006181,INV_03,OPEN
CASE000508,ALT0007055,INV_03,CLOSED_FALSE_POSITIVE
CASE000509,ALT0002321,INV_02,CLOSED_FALSE_POSITIVE
CASE000510,ALT0001339,INV_02,CLOSED_FALSE_POSITIVE
CASE000511,ALT0006360,INV_02,OPEN
CASE000512,ALT0004009,AUTO_SYS,OPEN
CASE000513,ALT0007310,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000514,ALT0004625,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000515,ALT0009196,INV_03,CLOSED_FALSE_POSITIVE
CASE000516,ALT0004310,INV_02,OPEN
CASE000517,ALT0008935,INV_01,CLOSED_FALSE_POSITIVE
CASE000518,ALT0005391,INV_02,CLOSED_SAR_FILED
CASE000519,ALT0008678,INV_01,CLOSED_SAR_FILED
CASE000520,ALT0008399,INV_03,CLOSED_FALSE_POSITIVE
CASE000521,ALT0000097,INV_02,CLOSED_FALSE_POSITIVE
CASE000522,ALT0003560,INV_03,CLOSED_FALSE_POSITIVE
CASE000523,ALT0001941,AUTO_SYS,OPEN
CASE000524,ALT0007171,INV_01,CLOSED_FALSE_POSITIVE
CASE000525,ALT0002710,INV_02,CLOSED_FALSE_POSITIVE
CASE000526,ALT0009210,AUTO_SYS,OPEN
CASE000527,ALT0006661,INV_03,CLOSED_FALSE_POSITIVE
CASE000528,ALT0003106,INV_02,CLOSED_FALSE_POSITIVE
CASE000529,ALT0003042,INV_03,CLOSED_FALSE_POSITIVE
CASE000530,ALT0001357,INV_03,CLOSED_FALSE_POSITIVE
CASE000531,ALT0005640,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000532,ALT0001079,INV_02,OPEN
CASE000533,ALT0006291,INV_03,CLOSED_FALSE_POSITIVE
CASE000534,ALT0006868,INV_01,CLOSED_FALSE_POSITIVE
CASE000535,ALT0009790,INV_02,CLOSED_FALSE_POSITIVE
CASE000536,ALT0009064,AUTO_SYS,OPEN
CASE000537,ALT0001435,INV_01,CLOSED_SAR_FILED
CASE000538,ALT0005826,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000539,ALT0005709,INV_01,OPEN
CASE000540,ALT0008481,INV_01,OPEN
CASE000541,ALT0000777,INV_02,OPEN
CASE000542,ALT0009382,INV_01,CLOSED_FALSE_POSITIVE
CASE000543,ALT0004174,INV_01,OPEN
CASE000544,ALT0001354,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000545,ALT0000313,INV_01,CLOSED_FALSE_POSITIVE
CASE000546,ALT0008132,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000547,ALT0004283,INV_03,CLOSED_FALSE_POSITIVE
CASE000548,ALT0008911,INV_02,CLOSED_FALSE_POSITIVE
CASE000549,ALT0003949,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000550,ALT0000140,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000551,ALT0003611,INV_03,CLOSED_FALSE_POSITIVE
CASE000552,ALT0004698,AUTO_SYS,CLOSED_SAR_FILED
CASE000553,ALT0007751,INV_03,CLOSED_FALSE_POSITIVE
CASE000554,ALT0007496,INV_02,CLOSED_FALSE_POSITIVE
CASE000555,ALT0006595,INV_03,CLOSED_FALSE_POSITIVE
CASE000556,ALT0003554,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000557,ALT0009736,INV_01,CLOSED_FALSE_POSITIVE
CASE000558,ALT0004719,INV_01,CLOSED_FALSE_POSITIVE
CASE000559,ALT0003233,INV_03,CLOSED_FALSE_POSITIVE
CASE000560,ALT0000264,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000561,ALT0004515,INV_01,CLOSED_FALSE_POSITIVE
CASE000562,ALT0000014,INV_03,CLOSED_FALSE_POSITIVE
CASE000563,ALT0000281,INV_02,OPEN
CASE000564,ALT0003288,INV_02,CLOSED_FALSE_POSITIVE
CASE000565,ALT0005098,INV_02,CLOSED_FALSE_POSITIVE
CASE000566,ALT0002034,INV_01,CLOSED_FALSE_POSITIVE
CASE000567,ALT0000371,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000568,ALT0007020,INV_03,CLOSED_FALSE_POSITIVE
CASE000569,ALT0000745,AUTO_SYS,OPEN
CASE000570,ALT0005486,INV_01,CLOSED_SAR_FILED
CASE000571,ALT0004364,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000572,ALT0003411,AUTO_SYS,OPEN
CASE000573,ALT0005892,INV_03,CLOSED_FALSE_POSITIVE
CASE000574,ALT0009414,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000575,ALT0003820,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000576,ALT0000614,INV_02,CLOSED_SAR_FILED
CASE000577,ALT0004116,INV_03,CLOSED_SAR_FILED
CASE000578,ALT0005596,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000579,ALT0007614,INV_02,OPEN
CASE000580,ALT0008236,INV_03,OPEN
CASE000581,ALT0007551,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000582,ALT0000498,INV_02,CLOSED_FALSE_POSITIVE
CASE000583,ALT0004600,INV_01,CLOSED_FALSE_POSITIVE
CASE000584,ALT0009610,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000585,ALT0001337,INV_01,CLOSED_FALSE_POSITIVE
CASE000586,ALT0008450,INV_02,OPEN
CASE000587,ALT0004683,INV_03,CLOSED_FALSE_POSITIVE
CASE000588,ALT0000144,INV_01,CLOSED_SAR_FILED
CASE000589,ALT0004058,INV_03,CLOSED_FALSE_POSITIVE
CASE000590,ALT0002407,INV_02,CLOSED_FALSE_POSITIVE
CASE000591,ALT0009802,INV_03,OPEN
CASE000592,ALT0002303,INV_02,CLOSED_FALSE_POSITIVE
CASE000593,ALT0006538,INV_03,OPEN
CASE000594,ALT0009617,AUTO_SYS,OPEN
CASE000595,ALT0006674,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000596,ALT0009043,INV_02,CLOSED_FALSE_POSITIVE
CASE000597,ALT0001752,INV_03,CLOSED_FALSE_POSITIVE
CASE000598,ALT0006727,INV_02,CLOSED_FALSE_POSITIVE
CASE000599,ALT0009440,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000600,ALT0002849,INV_03,CLOSED_SAR_FILED
CASE000601,ALT0009969,INV_02,CLOSED_FALSE_POSITIVE
CASE000602,ALT0004693,INV_03,CLOSED_FALSE_POSITIVE
CASE000603,ALT0001238,INV_02,CLOSED_SAR_FILED
CASE000604,ALT0007854,INV_01,CLOSED_FALSE_POSITIVE
CASE000605,ALT0000560,INV_01,CLOSED_FALSE_POSITIVE
CASE000606,ALT0002223,INV_01,CLOSED_FALSE_POSITIVE
CASE000607,ALT0000982,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000608,ALT0002629,AUTO_SYS,CLOSED_SAR_FILED
CASE000609,ALT0007540,AUTO_SYS,CLOSED_SAR_FILED
CASE000610,ALT0008153,INV_02,CLOSED_SAR_FILED
CASE000611,ALT0005488,INV_01,CLOSED_FALSE_POSITIVE
CASE000612,ALT0009608,INV_02,CLOSED_FALSE_POSITIVE
CASE000613,ALT0004090,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000614,ALT0008687,INV_02,CLOSED_FALSE_POSITIVE
CASE000615,ALT0000221,INV_02,CLOSED_FALSE_POSITIVE
CASE000616,ALT0000542,INV_03,CLOSED_FALSE_POSITIVE
CASE000617,ALT0006114,AUTO_SYS,OPEN
CASE000618,ALT0009838,AUTO_SYS,OPEN
CASE000619,ALT0007827,INV_03,CLOSED_FALSE_POSITIVE
CASE000620,ALT0006213,INV_01,CLOSED_FALSE_POSITIVE
CASE000621,ALT0002667,INV_03,CLOSED_FALSE_POSITIVE
CASE000622,ALT0003465,INV_03,CLOSED_FALSE_POSITIVE
CASE000623,ALT0004551,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000624,ALT0001450,INV_02,CLOSED_SAR_FILED
CASE000625,ALT0005991,INV_01,CLOSED_FALSE_POSITIVE
CASE000626,ALT0007053,INV_03,CLOSED_FALSE_POSITIVE
CASE000627,ALT0003205,INV_03,CLOSED_FALSE_POSITIVE
CASE000628,ALT0005680,INV_02,CLOSED_FALSE_POSITIVE
CASE000629,ALT0003129,INV_01,OPEN
CASE000630,ALT0005983,INV_01,CLOSED_FALSE_POSITIVE
CASE000631,ALT0003733,INV_01,CLOSED_FALSE_POSITIVE
CASE000632,ALT0007928,INV_02,CLOSED_FALSE_POSITIVE
CASE000633,ALT0002401,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000634,ALT0009187,INV_01,CLOSED_FALSE_POSITIVE
CASE000635,ALT0000776,INV_03,OPEN
CASE000636,ALT0001533,INV_02,CLOSED_FALSE_POSITIVE
CASE000637,ALT0005808,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000638,ALT0006163,AUTO_SYS,OPEN
CASE000639,ALT0008530,INV_01,CLOSED_FALSE_POSITIVE
CASE000640,ALT0000915,INV_03,CLOSED_SAR_FILED
CASE000641,ALT0009357,INV_01,CLOSED_FALSE_POSITIVE
CASE000642,ALT0008643,INV_01,OPEN
CASE000643,ALT0004605,INV_02,CLOSED_FALSE_POSITIVE
CASE000644,ALT0004389,INV_02,CLOSED_FALSE_POSITIVE
CASE000645,ALT0002583,INV_02,CLOSED_FALSE_POSITIVE
CASE000646,ALT0004328,AUTO_SYS,OPEN
CASE000647,ALT0004974,INV_03,OPEN
CASE000648,ALT0003799,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000649,ALT0006596,INV_03,OPEN
CASE000650,ALT0008321,AUTO_SYS,OPEN
CASE000651,ALT0003293,INV_03,CLOSED_FALSE_POSITIVE
CASE000652,ALT0002065,INV_01,CLOSED_FALSE_POSITIVE
CASE000653,ALT0010003,INV_01,CLOSED_FALSE_POSITIVE
CASE000654,ALT0007139,AUTO_SYS,OPEN
CASE000655,ALT0004054,AUTO_SYS,CLOSED_SAR_FILED
CASE000656,ALT0008234,INV_03,CLOSED_FALSE_POSITIVE
CASE000657,ALT0001929,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000658,ALT0008625,INV_02,OPEN
CASE000659,ALT0000269,INV_02,CLOSED_FALSE_POSITIVE
CASE000660,ALT0009469,INV_03,CLOSED_FALSE_POSITIVE
CASE000661,ALT0002148,INV_01,CLOSED_FALSE_POSITIVE
CASE000662,ALT0006301,INV_01,CLOSED_FALSE_POSITIVE
CASE000663,ALT0003442,INV_02,CLOSED_FALSE_POSITIVE
CASE000664,ALT0009549,INV_03,CLOSED_FALSE_POSITIVE
CASE000665,ALT0007024,INV_01,OPEN
CASE000666,ALT0008651,INV_03,CLOSED_SAR_FILED
CASE000667,ALT0007264,INV_02,OPEN
CASE000668,ALT0002240,INV_02,CLOSED_FALSE_POSITIVE
CASE000669,ALT0008114,INV_03,CLOSED_FALSE_POSITIVE
CASE000670,ALT0001896,INV_03,OPEN
CASE000671,ALT0006263,INV_02,CLOSED_FALSE_POSITIVE
CASE000672,ALT0009209,AUTO_SYS,OPEN
CASE000673,ALT0005315,INV_01,OPEN
CASE000674,ALT0006612,INV_03,CLOSED_FALSE_POSITIVE
CASE000675,ALT0001592,INV_02,CLOSED_FALSE_POSITIVE
CASE000676,ALT0001214,INV_02,CLOSED_FALSE_POSITIVE
CASE000677,ALT0004752,INV_01,CLOSED_FALSE_POSITIVE
CASE000678,ALT0007420,INV_03,CLOSED_FALSE_POSITIVE
CASE000679,ALT0002335,INV_01,CLOSED_SAR_FILED
CASE000680,ALT0006452,INV_03,CLOSED_FALSE_POSITIVE
CASE000681,ALT0000541,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000682,ALT0009402,INV_02,CLOSED_FALSE_POSITIVE
CASE000683,ALT0000674,AUTO_SYS,OPEN
CASE000684,ALT0004924,INV_03,CLOSED_FALSE_POSITIVE
CASE000685,ALT0002827,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000686,ALT0008630,INV_03,CLOSED_FALSE_POSITIVE
CASE000687,ALT0007705,INV_03,CLOSED_FALSE_POSITIVE
CASE000688,ALT0000037,INV_02,CLOSED_FALSE_POSITIVE
CASE000689,ALT0003552,INV_02,CLOSED_FALSE_POSITIVE
CASE000690,ALT0003500,INV_03,CLOSED_SAR_FILED
CASE000691,ALT0006693,INV_01,CLOSED_FALSE_POSITIVE
CASE000692,ALT0004465,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000693,ALT0000954,AUTO_SYS,OPEN
CASE000694,ALT0006348,INV_01,OPEN
CASE000695,ALT0001369,INV_03,CLOSED_FALSE_POSITIVE
CASE000696,ALT0004099,INV_02,CLOSED_FALSE_POSITIVE
CASE000697,ALT0000916,INV_01,CLOSED_FALSE_POSITIVE
CASE000698,ALT0009926,INV_02,CLOSED_FALSE_POSITIVE
CASE000699,ALT0001791,INV_02,CLOSED_FALSE_POSITIVE
CASE000700,ALT0001796,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000701,ALT0001179,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000702,ALT0005156,INV_01,OPEN
CASE000703,ALT0002944,INV_03,CLOSED_FALSE_POSITIVE
CASE000704,ALT0002178,INV_03,CLOSED_FALSE_POSITIVE
CASE000705,ALT0009287,INV_02,CLOSED_FALSE_POSITIVE
CASE000706,ALT0002023,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000707,ALT0002952,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000708,ALT0003977,INV_01,CLOSED_FALSE_POSITIVE
CASE000709,ALT0002389,INV_03,OPEN
CASE000710,ALT0001161,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000711,ALT0003707,INV_03,OPEN
CASE000712,ALT0000330,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000713,ALT0009494,INV_02,CLOSED_FALSE_POSITIVE
CASE000714,ALT0007706,INV_03,CLOSED_FALSE_POSITIVE
CASE000715,ALT0002158,INV_02,OPEN
CASE000716,ALT0003622,INV_03,OPEN
CASE000717,ALT0008742,INV_02,CLOSED_FALSE_POSITIVE
CASE000718,ALT0009699,INV_03,OPEN
CASE000719,ALT0007211,INV_02,CLOSED_FALSE_POSITIVE
CASE000720,ALT0009171,INV_01,CLOSED_FALSE_POSITIVE
CASE000721,ALT0004726,AUTO_SYS,OPEN
CASE000722,ALT0007355,INV_03,CLOSED_FALSE_POSITIVE
CASE000723,ALT0003432,INV_02,OPEN
CASE000724,ALT0009502,INV_01,CLOSED_FALSE_POSITIVE
CASE000725,ALT0009005,INV_02,CLOSED_FALSE_POSITIVE
CASE000726,ALT0004166,INV_03,CLOSED_FALSE_POSITIVE
CASE000727,ALT0003624,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000728,ALT0002357,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000729,ALT0009145,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000730,ALT0000712,INV_02,CLOSED_FALSE_POSITIVE
CASE000731,ALT0000695,INV_02,CLOSED_FALSE_POSITIVE
CASE000732,ALT0001453,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000733,ALT0006601,INV_01,OPEN
CASE000734,ALT0002204,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000735,ALT0005605,INV_01,CLOSED_FALSE_POSITIVE
CASE000736,ALT0007062,INV_01,CLOSED_FALSE_POSITIVE
CASE000737,ALT0006377,INV_02,CLOSED_FALSE_POSITIVE
CASE000738,ALT0008866,INV_03,CLOSED_FALSE_POSITIVE
CASE000739,ALT0005074,INV_01,CLOSED_FALSE_POSITIVE
CASE000740,ALT0007160,INV_03,CLOSED_FALSE_POSITIVE
CASE000741,ALT0005747,AUTO_SYS,OPEN
CASE000742,ALT0009089,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000743,ALT0007345,INV_01,CLOSED_FALSE_POSITIVE
CASE000744,ALT0008781,AUTO_SYS,OPEN
CASE000745,ALT0005795,INV_01,OPEN
CASE000746,ALT0002104,INV_03,CLOSED_FALSE_POSITIVE
CASE000747,ALT0006741,INV_02,OPEN
CASE000748,ALT0009748,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000749,ALT0002492,INV_01,CLOSED_FALSE_POSITIVE
CASE000750,ALT0005085,INV_02,CLOSED_FALSE_POSITIVE
CASE000751,ALT0004896,AUTO_SYS,OPEN
CASE000752,ALT0002603,INV_03,CLOSED_SAR_FILED
CASE000753,ALT0001801,INV_03,CLOSED_FALSE_POSITIVE
CASE000754,ALT0004884,INV_02,CLOSED_FALSE_POSITIVE
CASE000755,ALT0006358,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000756,ALT0008534,AUTO_SYS,OPEN
CASE000757,ALT0006178,INV_02,CLOSED_FALSE_POSITIVE
CASE000758,ALT0002713,INV_03,OPEN
CASE000759,ALT0009288,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000760,ALT0006819,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000761,ALT0001275,INV_03,OPEN
CASE000762,ALT0002290,INV_01,CLOSED_FALSE_POSITIVE
CASE000763,ALT0005011,INV_03,CLOSED_FALSE_POSITIVE
CASE000764,ALT0002460,INV_01,OPEN
CASE000765,ALT0005517,INV_03,CLOSED_FALSE_POSITIVE
CASE000766,ALT0004086,INV_02,CLOSED_SAR_FILED
CASE000767,ALT0005955,INV_03,CLOSED_FALSE_POSITIVE
CASE000768,ALT0000515,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000769,ALT0006818,INV_01,OPEN
CASE000770,ALT0001771,INV_03,OPEN
CASE000771,ALT0006011,INV_01,CLOSED_FALSE_POSITIVE
CASE000772,ALT0007044,INV_02,OPEN
CASE000773,ALT0009584,INV_03,CLOSED_FALSE_POSITIVE
CASE000774,ALT0009687,INV_02,CLOSED_FALSE_POSITIVE
CASE000775,ALT0008445,INV_03,CLOSED_SAR_FILED
CASE000776,ALT0005942,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000777,ALT0003093,INV_01,CLOSED_FALSE_POSITIVE
CASE000778,ALT0009405,INV_01,CLOSED_FALSE_POSITIVE
CASE000779,ALT0006885,AUTO_SYS,OPEN
CASE000780,ALT0000323,INV_02,CLOSED_SAR_FILED
CASE000781,ALT0008451,AUTO_SYS,OPEN
CASE000782,ALT0008245,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000783,ALT0004271,INV_01,OPEN
CASE000784,ALT0001682,INV_02,CLOSED_FALSE_POSITIVE
CASE000785,ALT0001855,INV_01,CLOSED_FALSE_POSITIVE
CASE000786,ALT0006095,INV_02,CLOSED_FALSE_POSITIVE
CASE000787,ALT0006254,INV_02,OPEN
CASE000788,ALT0004423,INV_03,CLOSED_FALSE_POSITIVE
CASE000789,ALT0004289,INV_01,CLOSED_FALSE_POSITIVE
CASE000790,ALT0006067,INV_02,CLOSED_FALSE_POSITIVE
CASE000791,ALT0007155,INV_03,OPEN
CASE000792,ALT0004786,INV_02,CLOSED_FALSE_POSITIVE
CASE000793,ALT0001132,INV_02,CLOSED_FALSE_POSITIVE
CASE000794,ALT0000220,INV_01,CLOSED_FALSE_POSITIVE
CASE000795,ALT0007887,INV_01,CLOSED_FALSE_POSITIVE
CASE000796,ALT0006285,INV_03,CLOSED_FALSE_POSITIVE
CASE000797,ALT0008497,INV_02,OPEN
CASE000798,ALT0002513,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000799,ALT0005577,INV_02,CLOSED_FALSE_POSITIVE
CASE000800,ALT0006473,INV_03,CLOSED_FALSE_POSITIVE
CASE000801,ALT0002500,INV_03,CLOSED_SAR_FILED
CASE000802,ALT0007027,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000803,ALT0004312,INV_01,CLOSED_SAR_FILED
CASE000804,ALT0009719,INV_01,CLOSED_FALSE_POSITIVE
CASE000805,ALT0002951,INV_02,CLOSED_FALSE_POSITIVE
CASE000806,ALT0006774,AUTO_SYS,OPEN
CASE000807,ALT0002032,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000808,ALT0000128,INV_02,CLOSED_FALSE_POSITIVE
CASE000809,ALT0009000,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000810,ALT0003032,INV_03,CLOSED_FALSE_POSITIVE
CASE000811,ALT0008286,INV_01,CLOSED_SAR_FILED
CASE000812,ALT0007190,AUTO_SYS,OPEN
CASE000813,ALT0003124,INV_02,CLOSED_SAR_FILED
CASE000814,ALT0000611,INV_02,OPEN
CASE000815,ALT0002261,INV_03,OPEN
CASE000816,ALT0005267,INV_03,OPEN
CASE000817,ALT0004951,AUTO_SYS,OPEN
CASE000818,ALT0005388,INV_01,CLOSED_FALSE_POSITIVE
CASE000819,ALT0008116,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE000820,ALT0007299,INV_02,CLOSED_FALSE_POSITIVE
CASE000821,ALT0006713,INV_01,CLOSED_FALSE_POSITIVE
CASE000822,ALT0003558,INV_02,OPEN
CASE000823,ALT0004637,INV_01,CLOSED_FALSE_POSITIVE
CASE000824,ALT0001580,AUTO_SYS,CLOSED_FALSE_POSITIVE
