STR_ID,ACCOUNT_ID,str_filed_date
STR0001070,ACCT100000492,2023-03-18 01:36:39.286438
STR0001071,ACCT100003616,2022-10-24 19:35:44.241260
STR0001072,ACCT100011192,2022-09-02 15:43:59.167926
STR0001073,ACCT100008552,2023-10-12 21:43:34.569426
STR0001074,ACCT100005570,2023-06-14 02:24:38.953129
STR0001075,ACCT100007507,2023-08-22 10:57:42.869104
STR0001076,ACCT100002260,2023-06-16 02:45:37.852328
STR0001077,ACCT100004451,2024-03-26 08:58:50.146367
STR0001078,ACCT100010719,2023-09-13 13:31:51.467349
STR0001079,ACCT100002706,2022-10-16 11:11:53.286524
STR0001080,ACCT100000865,2024-01-01 06:40:25.917790
STR0001081,ACCT100008922,2023-11-05 08:10:50.855546
STR0001082,ACCT100005202,2023-07-02 12:52:17.267139
STR0001083,ACCT100010344,2022-09-28 01:56:19.838649
STR0001084,ACCT100003233,2023-04-28 13:30:28.975258
STR0001085,ACCT100001114,2023-10-08 02:50:50.179199
STR0001086,ACCT100007534,2022-11-28 11:45:26.972937
STR0001087,ACCT100007092,2024-06-25 21:31:04.785259
STR0001088,ACCT100003252,2022-04-29 19:10:05.221678
STR0001089,ACCT100008582,2023-01-20 11:50:30.015309
STR0001090,ACCT100006103,2023-04-28 06:49:59.746625
STR0001091,ACCT100011927,2024-03-13 17:56:18.195207
STR0001092,ACCT100000203,2022-09-06 03:53:04.578666
STR0001093,ACCT100011734,2023-12-29 23:26:47.305461
STR0001094,ACCT100006682,2024-02-02 19:10:41.041358
STR0001095,ACCT100001355,2022-09-03 05:47:06.198006
STR0001096,ACCT100002111,2022-02-17 11:03:20.496339
STR0001097,ACCT100001203,2023-07-04 15:38:30.466679
STR0001098,ACCT100006538,2023-04-15 15:17:05.733919
STR0001099,ACCT100000734,2024-02-15 13:42:36.507544
STR0001100,ACCT100001558,2023-06-14 22:09:49.669290
STR0001101,ACCT100006590,2022-01-29 09:46:29.117617
STR0001102,ACCT100007168,2024-06-25 04:42:47.212782
STR0001103,ACCT100006115,2023-06-22 21:51:56.191329
STR0001104,ACCT100000190,2023-08-09 01:22:18.281692
STR0001105,ACCT100007478,2022-12-21 08:07:58.448738
STR0001106,ACCT100006891,2024-03-20 02:50:03.866973
STR0001107,ACCT100001743,2023-03-24 17:29:56.465925
STR0001108,ACCT100011670,2022-11-06 13:35:33.251333
STR0001109,ACCT100003770,2022-09-30 02:26:32.138398
STR0001110,ACCT100001466,2023-01-02 05:01:02.023636
STR0001111,ACCT100001482,2022-11-01 07:14:23.287792
STR0001112,ACCT100003666,2023-02-24 04:36:50.608495
STR0001113,ACCT100011058,2022-04-07 04:32:52.779333
STR0001114,ACCT100003474,2023-12-05 12:58:03.047946
STR0001115,ACCT100006895,2024-02-14 03:35:30.041826
STR0001116,ACCT100008827,2022-12-26 10:17:57.359710
STR0001117,ACCT100010645,2024-01-09 15:48:29.430696
STR0001118,ACCT100001849,2023-12-21 15:27:22.096413
STR0001119,ACCT100004346,2022-10-23 17:41:32.559393
STR0001120,ACCT100002352,2024-02-17 16:26:34.333642
STR0001121,ACCT100010715,2024-05-02 13:58:10.587344
STR0001122,ACCT100005884,2023-03-21 20:50:04.564501
STR0001123,ACCT100010760,2022-08-24 00:56:27.068634
STR0001124,ACCT100000084,2024-08-14 00:01:18.060376
STR0001125,ACCT100001016,2024-05-28 07:32:51.301086
STR0001126,ACCT100004906,2024-03-29 06:24:30.442029
STR0001127,ACCT100006883,2024-03-07 03:26:35.495236
STR0001128,ACCT100005007,2022-02-13 18:19:47.173335
STR0001129,ACCT100006465,2022-01-24 16:19:02.910454
STR0001130,ACCT100002060,2022-06-26 11:14:19.576908
STR0001131,ACCT100003374,2022-10-26 02:41:58.524088
STR0001132,ACCT100004802,2023-01-13 01:46:59.157337
STR0001133,ACCT100006571,2022-03-06 09:26:00.083386
STR0001134,ACCT100007770,2022-06-10 09:15:18.920780
STR0001135,ACCT100000259,2022-12-04 03:50:05.243755
STR0001136,ACCT100005413,2023-09-16 01:10:41.803822
STR0001137,ACCT100009177,2022-06-21 11:49:52.706974
STR0001138,ACCT100007617,2022-06-18 09:46:44.139566
STR0001139,ACCT100005445,2022-04-16 08:42:41.976773
STR0001140,ACCT100004933,2022-11-09 20:26:04.733135
STR0001141,ACCT100008475,2022-11-14 16:26:05.131144
STR0001142,ACCT100011182,2023-08-20 06:08:35.410825
STR0001143,ACCT100005824,2022-03-12 14:20:26.718009
STR0001144,ACCT100002954,2024-04-20 11:03:46.599321
STR0001145,ACCT100006698,2023-04-08 21:23:59.374289
STR0001146,ACCT100001354,2023-12-23 04:18:55.263489
STR0001147,ACCT100007203,2024-04-25 15:55:50.490579
STR0001148,ACCT100000394,2022-08-15 12:01:31.022879
STR0001149,ACCT100008959,2023-12-04 01:09:46.663306
STR0001150,ACCT100011504,2024-04-18 10:40:39.887769
STR0001151,ACCT100009018,2023-12-01 20:11:30.907849
STR0001152,ACCT100007091,2023-04-02 22:19:52.648099
STR0001153,ACCT100002670,2022-03-29 05:01:53.939006
STR0001154,ACCT100009907,2023-02-02 14:19:41.544497
STR0001155,ACCT100009276,2022-08-10 01:42:58.191283
STR0001156,ACCT100001428,2022-03-30 01:26:31.346609
STR0001157,ACCT100000622,2023-11-06 14:07:51.238977
STR0001158,ACCT100005640,2023-10-20 13:10:10.663464
STR0001159,ACCT100000687,2022-04-04 02:18:33.934032
STR0001160,ACCT100000730,2022-04-21 15:57:14.312762
STR0001161,ACCT100002788,2024-05-19 21:43:45.255874
STR0001162,ACCT100001295,2023-01-08 10:32:47.705265
STR0001163,ACCT100010829,2023-12-03 23:15:13.484576
STR0001164,ACCT100002468,2022-03-23 06:14:53.875230
STR0001165,ACCT100000447,2022-05-20 22:04:54.528680
STR0001166,ACCT100005242,2022-07-27 05:41:13.447751
STR0001167,ACCT100005360,2023-07-14 15:06:15.302608
STR0001168,ACCT100009769,2024-01-22 23:14:32.225716
STR0001169,ACCT100005855,2023-02-28 14:13:37.950040
STR0001170,ACCT100003576,2023-03-30 13:23:49.938100
STR0001171,ACCT100001129,2022-08-23 11:04:34.755793
STR0001172,ACCT100001133,2022-11-21 22:11:13.546690
STR0001173,ACCT100004015,2023-11-03 19:47:05.082067
STR0001174,ACCT100000260,2023-05-14 07:13:52.798728
STR0001175,ACCT100011357,2023-01-30 19:21:18.570287
STR0001176,ACCT100001690,2024-07-19 09:29:25.343546
STR0001177,ACCT100001211,2023-04-21 23:32:05.574886
STR0001178,ACCT100005609,2024-01-24 05:20:20.770190
STR0001179,ACCT100002059,2023-10-23 12:21:39.780388
STR0001180,ACCT100000330,2023-03-15 12:31:42.548601
STR0001181,ACCT100000713,2024-03-29 03:27:23.704483
STR0001182,ACCT100005829,2023-02-26 22:48:06.035760
STR0001183,ACCT100002791,2023-10-24 15:14:24.895755
STR0001184,ACCT100006540,2023-01-19 14:57:34.277478
STR0001185,ACCT100008885,2024-06-16 22:37:15.421885
STR0001186,ACCT100005270,2022-09-12 03:19:56.743802
STR0001187,ACCT100001478,2023-05-27 16:17:37.597701
STR0001188,ACCT100007444,2024-04-26 03:10:12.641185
STR0001189,ACCT100009729,2023-09-08 11:09:20.337667
STR0001190,ACCT100011221,2023-10-16 09:12:43.608405
STR0001191,ACCT100011173,2024-06-02 21:14:40.055539
STR0001192,ACCT100001196,2023-10-23 07:50:49.671809
STR0001193,ACCT100001051,2022-07-19 11:47:33.679361
STR0001194,ACCT100010496,2023-04-22 12:26:48.140110
STR0001195,ACCT100004678,2022-08-05 01:16:53.178521
STR0001196,ACCT100002863,2024-05-26 05:22:40.404002
STR0001197,ACCT100004422,2022-08-27 15:17:11.945872
STR0001198,ACCT100002570,2022-03-16 04:40:21.037159
STR0001199,ACCT100011437,2022-11-24 13:56:46.792274
STR0001200,ACCT100008783,2022-10-20 00:01:34.565969
STR0001201,ACCT100002921,2022-08-11 20:09:12.356985
STR0001202,ACCT100009071,2022-05-23 12:01:09.106939
STR0001203,ACCT100001725,2023-05-01 14:36:41.522816
STR0001204,ACCT100004558,2023-08-07 06:00:02.578986
STR0001205,ACCT100006491,2023-01-09 05:21:59.855106
STR0001206,ACCT100010801,2023-01-27 23:22:08.027153
STR0001207,ACCT100006321,2022-12-08 01:38:51.163102
STR0001208,ACCT100009784,2022-08-02 21:18:55.268280
STR0001209,ACCT100004336,2023-07-31 19:37:22.968626
STR0001210,ACCT100002106,2022-11-04 00:33:03.079734
STR0001211,ACCT100001596,2022-10-06 22:53:10.202693
STR0001212,ACCT100001685,2023-11-15 19:17:59.529560
STR0001213,ACCT100001578,2022-06-30 15:09:31.096491
STR0001214,ACCT100003610,2023-06-02 22:24:40.355119
STR0001215,ACCT100004877,2022-03-07 17:53:02.812933
STR0001216,ACCT100007402,2023-12-28 21:41:29.822526
STR0001217,ACCT100007178,2022-11-10 09:00:26.745653
STR0001218,ACCT100002256,2023-05-25 22:03:32.058617
STR0001219,ACCT100009477,2022-03-01 08:53:57.824007
STR0001220,ACCT100000161,2022-12-01 09:55:51.809139
STR0001221,ACCT100000536,2022-12-17 11:17:39.108060
STR0001222,ACCT100009779,2023-01-09 14:06:23.181952
STR0001223,ACCT100000994,2023-01-09 18:54:42.162782
STR0001224,ACCT100010914,2024-01-18 16:23:12.775324
STR0001225,ACCT100009851,2023-07-13 16:37:56.669948
STR0001226,ACCT100002762,2023-12-03 03:50:33.315578
STR0001227,ACCT100003651,2024-04-01 19:20:41.963697
STR0001228,ACCT100009448,2022-08-25 22:48:06.595891
STR0001229,ACCT100009170,2022-03-29 05:13:12.035880
STR0001230,ACCT100010173,2023-05-20 22:02:43.709906
STR0001231,ACCT100000106,2022-07-22 03:07:37.234132
STR0001232,ACCT100000107,2024-01-05 06:33:51.389731
STR0001233,ACCT100006657,2022-03-07 05:48:46.139371
STR0001234,ACCT100009977,2023-06-12 09:53:01.605802
STR0001235,ACCT100007273,2024-01-05 01:16:29.673312
STR0001236,ACCT100010865,2022-08-05 14:39:57.716385
STR0001237,ACCT100001311,2024-07-08 08:57:08.773569
STR0001238,ACCT100000876,2023-10-09 20:26:35.508878
STR0001239,ACCT100009506,2024-02-19 15:50:50.497833
STR0001240,ACCT100006962,2022-02-06 02:12:24.754668
STR0001241,ACCT100005469,2022-11-26 11:51:28.707367
STR0001242,ACCT100011497,2022-09-03 01:55:39.500051
STR0001243,ACCT100008233,2022-05-18 03:27:31.735300
STR0001244,ACCT100010331,2024-05-18 18:14:43.836805
STR0001245,ACCT100004880,2024-01-04 07:27:04.897954
STR0001246,ACCT100003512,2023-06-09 13:32:55.102307
STR0001247,ACCT100007780,2022-04-05 12:23:32.813073
STR0001248,ACCT100006354,2024-01-24 19:45:11.971339
STR0001249,ACCT100008043,2023-10-04 10:48:02.616030
STR0001250,ACCT100000096,2022-12-03 06:21:07.984875
STR0001251,ACCT100001770,2023-02-14 13:05:14.851653
STR0001252,ACCT100000510,2023-02-26 04:02:08.669536
STR0001253,ACCT100008207,2024-05-13 13:48:51.545794
STR0001254,ACCT100004460,2022-01-30 18:02:12.693887
STR0001255,ACCT100006608,2023-04-07 22:56:42.600629
STR0001256,ACCT100004370,2024-03-11 20:18:06.418629
STR0001257,ACCT100006903,2022-08-30 07:08:06.949251
STR0001258,ACCT100009577,2024-03-25 15:51:14.226126
STR0001259,ACCT100005851,2022-05-17 07:52:31.664998
STR0001260,ACCT100000800,2022-07-24 10:44:26.660331
STR0001261,ACCT100007602,2023-03-18 04:24:18.731077
STR0001262,ACCT100009651,2022-03-21 23:50:08.225062
STR0001263,ACCT100004741,2023-07-04 18:17:26.581360
STR0001264,ACCT100008597,2023-08-22 00:30:50.356376
STR0001265,ACCT100006247,2024-01-11 11:34:55.190895
STR0001266,ACCT100000430,2024-06-22 18:53:05.882246
STR0001267,ACCT100003496,2024-04-20 04:49:53.222189
STR0001268,ACCT100002782,2022-01-31 21:33:42.362482
STR0001269,ACCT100003183,2024-01-29 01:09:27.037526
STR0001270,ACCT100003805,2023-04-16 02:34:54.140137
STR0001271,ACCT100002801,2022-05-24 17:48:07.914266
STR0001272,ACCT100010004,2022-03-09 06:05:07.684203
STR0001273,ACCT100008141,2023-04-07 11:05:45.415427
STR0001274,ACCT100001556,2022-06-12 00:26:15.440542
STR0001275,ACCT100000157,2024-08-12 10:07:11.423257
STR0001276,ACCT100011590,2023-02-25 18:13:31.495132
STR0001277,ACCT100001866,2022-12-29 10:28:51.369940
STR0001278,ACCT100001702,2022-04-18 01:36:40.206248
STR0001279,ACCT100005172,2023-02-18 12:22:08.057350
STR0001280,ACCT100008010,2022-09-25 07:52:51.114591
STR0001281,ACCT100005178,2023-01-26 13:52:00.337664
STR0001282,ACCT100000201,2022-07-25 13:33:46.615955
STR0001283,ACCT100008669,2022-08-22 07:50:13.950353
STR0001284,ACCT100003701,2023-07-12 14:49:01.355274
STR0001285,ACCT100006643,2023-04-16 22:29:33.317201
STR0001286,ACCT100007417,2022-06-11 02:28:00.927059
STR0001287,ACCT100010633,2023-04-07 02:02:10.902527
STR0001288,ACCT100004818,2022-01-25 00:06:50.602548
STR0001289,ACCT100008187,2023-03-26 06:31:50.383630
STR0001290,ACCT100003628,2022-12-21 00:48:32.010555
STR0001291,ACCT100009601,2022-09-17 06:54:04.411002
STR0001292,ACCT100011296,2022-09-13 20:44:13.687588
STR0001293,ACCT100006242,2023-12-06 22:11:00.802574
STR0001294,ACCT100011040,2023-12-22 01:05:26.558459
STR0001295,ACCT100004373,2023-03-03 03:17:48.304941
STR0001296,ACCT100004968,2022-10-15 04:40:59.456237
STR0001297,ACCT100006859,2023-01-06 09:38:24.293260
STR0001298,ACCT100011706,2023-07-14 21:37:46.436678
STR0001299,ACCT100011850,2023-02-04 16:00:37.825009
STR0001300,ACCT100009811,2022-06-30 15:28:44.252394
STR0001301,ACCT100009590,2023-03-18 09:47:57.220099
STR0001302,ACCT100011018,2023-05-03 11:13:23.839346
STR0001303,ACCT100003812,2023-06-25 15:42:34.981332
STR0001304,ACCT100008960,2024-07-08 04:55:58.794176
STR0001305,ACCT100003729,2023-03-25 11:31:05.746705
STR0001306,ACCT100004228,2022-07-01 00:01:00.204940
STR0001307,ACCT100003555,2022-03-18 20:56:09.345939
STR0001308,ACCT100003117,2023-01-08 20:17:38.869021
STR0001309,ACCT100006563,2023-01-09 02:40:55.138688
STR0001310,ACCT100005492,2023-06-24 18:10:39.046035
STR0001311,ACCT100003749,2023-07-13 00:50:44.417471
STR0001312,ACCT100004520,2022-06-17 03:04:23.326052
STR0001313,ACCT100003553,2023-04-22 12:58:11.681603
STR0001314,ACCT100002265,2023-04-30 20:39:07.760248
STR0001315,ACCT100001645,2024-04-20 20:58:41.592185
STR0001316,ACCT100004521,2022-12-18 09:26:41.864029
STR0001317,ACCT100009734,2022-02-24 23:41:19.437473
STR0001318,ACCT100010898,2022-07-14 14:04:54.750312
STR0001319,ACCT100008248,2023-08-23 12:05:27.728271
STR0001320,ACCT100011578,2022-10-31 14:12:21.075820
STR0001321,ACCT100011582,2023-04-03 09:56:54.124290
STR0001322,ACCT100005006,2022-11-16 03:49:47.611012
STR0001323,ACCT100007043,2023-06-01 09:19:48.806393
STR0001324,ACCT100000228,2022-08-26 02:22:12.194696
STR0001325,ACCT100001814,2024-03-27 13:27:43.084571
STR0001326,ACCT100003319,2022-10-15 07:06:59.314795
STR0001327,ACCT100003148,2023-11-18 16:55:58.510320
STR0001328,ACCT100008698,2023-06-09 09:19:22.513761
STR0001329,ACCT100007500,2022-11-19 22:03:53.992178
STR0001330,ACCT100002760,2022-09-18 18:06:21.116694
STR0001331,ACCT100005490,2023-07-10 02:19:31.504696
STR0001332,ACCT100011641,2023-06-28 11:31:15.822579
STR0001333,ACCT100006495,2023-06-05 11:17:29.369111
STR0001334,ACCT100002988,2024-01-16 16:40:48.983115
STR0001335,ACCT100007781,2023-10-08 06:40:51.163723
STR0001336,ACCT100005994,2023-01-29 13:35:01.800935
STR0001337,ACCT100005104,2022-11-23 23:36:17.175160
STR0001338,ACCT100005738,2023-02-16 11:10:45.525856
STR0001339,ACCT100001422,2023-05-20 21:07:56.589967
STR0001340,ACCT100010308,2022-10-01 08:10:44.290437
STR0001341,ACCT100000824,2022-05-26 11:14:16.042660
STR0001342,ACCT100009673,2022-08-11 10:05:45.496047
STR0001343,ACCT100003162,2024-01-30 16:24:50.379182
STR0001344,ACCT100003806,2022-11-24 21:13:41.954192
STR0001345,ACCT100003967,2022-04-08 00:56:32.509691
STR0001346,ACCT100009732,2022-03-14 14:06:42.095130
STR0001347,ACCT100008538,2023-06-07 07:35:35.983372
STR0001348,ACCT100006292,2022-02-27 00:38:27.645798
STR0001349,ACCT100004297,2022-09-24 15:58:31.065982
STR0001350,ACCT100006800,2022-05-11 01:05:15.986203
STR0001351,ACCT100011587,2024-07-24 19:07:01.425953
STR0001352,ACCT100004664,2022-10-07 11:55:40.071334
STR0001353,ACCT100005787,2024-02-09 14:36:40.820212
STR0001354,ACCT100008223,2022-10-17 19:07:35.350827
STR0001355,ACCT100002939,2023-07-24 01:33:45.907446
STR0001356,ACCT100010548,2023-05-15 00:53:28.809206
STR0001357,ACCT100011776,2023-04-22 07:19:42.435184
STR0001358,ACCT100005918,2024-04-25 06:31:55.543823
STR0001359,ACCT100000904,2024-06-19 03:03:02.643525
STR0001360,ACCT100001539,2023-09-23 11:45:02.547028
STR0001361,ACCT100010725,2023-07-28 10:15:44.063244
STR0001362,ACCT100000683,2022-07-08 08:09:25.628861
STR0001363,ACCT100008697,2023-03-17 02:05:01.661553
STR0001364,ACCT100006201,2022-10-11 06:16:16.111068
STR0001365,ACCT100010118,2023-10-25 10:36:28.476397
STR0001366,ACCT100001889,2023-08-03 23:38:16.367584
STR0001367,ACCT100009357,2023-02-06 11:33:38.590703
STR0001368,ACCT100007714,2022-07-14 13:42:32.876649
STR0001369,ACCT100005294,2022-11-11 09:54:46.001456
STR0001370,ACCT100002264,2023-07-19 07:50:55.091204
STR0001371,ACCT100008674,2022-10-24 08:40:36.477823
STR0001372,ACCT100002772,2022-06-25 11:45:54.192677
STR0001373,ACCT100002604,2024-04-15 14:58:52.310414
STR0001374,ACCT100005226,2024-03-20 20:19:07.383823
STR0001375,ACCT100004541,2022-06-24 12:01:18.605471
STR0001376,ACCT100010700,2024-03-18 03:30:49.109034
STR0001377,ACCT100004033,2024-03-03 02:04:23.166135
STR0001378,ACCT100004083,2022-03-05 10:43:54.990668
STR0001379,ACCT100002263,2023-05-11 05:58:48.722829
STR0001380,ACCT100003891,2022-12-11 19:46:19.085079
STR0001381,ACCT100002338,2022-10-08 02:58:48.413292
STR0001382,ACCT100011441,2023-06-02 02:02:13.811196
STR0001383,ACCT100003682,2022-02-15 11:00:16.693267
STR0001384,ACCT100008263,2024-03-20 18:55:00.103955
STR0001385,ACCT100002931,2024-01-01 16:50:39.121133
STR0001386,ACCT100008685,2024-04-09 03:00:52.349574
STR0001387,ACCT100002543,2022-09-21 01:19:11.416631
STR0001388,ACCT100005427,2023-02-08 05:23:50.627877
STR0001389,ACCT100004294,2023-10-09 12:31:02.423281
STR0001390,ACCT100008171,2023-07-03 07:42:40.623451
STR0001391,ACCT100008586,2022-04-18 06:07:44.140960
STR0001392,ACCT100009875,2023-09-28 08:34:24.080601
STR0001393,ACCT100006529,2022-11-15 01:07:09.483552
STR0001394,ACCT100011705,2022-10-31 17:13:48.320970
STR0001395,ACCT100007916,2023-03-09 21:20:46.079489
STR0001396,ACCT100009060,2023-09-25 03:48:47.437393
STR0001397,ACCT100010709,2022-06-25 21:19:53.730850
STR0001398,ACCT100009424,2024-03-27 07:13:08.270996
STR0001399,ACCT100004507,2022-08-23 02:18:55.769613
STR0001400,ACCT100010642,2022-01-24 07:36:39.036475
STR0001401,ACCT100009056,2022-03-02 01:57:50.751277
STR0001402,ACCT100003028,2022-07-17 01:49:36.283428
STR0001403,ACCT100011612,2023-05-07 22:22:35.665738
STR0001404,ACCT100002445,2024-02-26 22:48:37.280440
STR0001405,ACCT100002961,2022-05-30 06:24:00.486506
STR0001406,ACCT100011858,2023-02-23 20:05:18.279898
STR0001407,ACCT100011272,2022-08-17 11:23:13.125623
STR0001408,ACCT100006592,2023-02-18 04:59:11.104648
STR0001409,ACCT100007099,2023-08-15 04:34:37.485243
STR0001410,ACCT100006309,2024-07-11 20:44:33.619405
STR0001411,ACCT100006704,2022-05-31 13:44:47.328014
STR0001412,ACCT100008439,2023-09-14 06:09:29.687617
STR0001413,ACCT100006878,2023-04-14 06:47:52.677469
STR0001414,ACCT100011132,2023-04-27 07:02:11.377992
STR0001415,ACCT100002574,2022-08-26 12:24:44.080846
STR0001416,ACCT100001802,2022-04-23 05:28:47.698032
STR0001417,ACCT100011589,2023-02-09 21:41:10.863078
STR0001418,ACCT100004740,2022-10-14 19:29:44.345075
STR0001419,ACCT100009844,2023-10-26 19:18:03.243182
STR0001420,ACCT100010981,2023-09-02 12:55:02.478106
STR0001421,ACCT100001443,2022-12-27 12:36:11.247727
STR0001422,ACCT100010976,2024-06-01 02:21:37.832080
STR0001423,ACCT100007395,2022-09-29 10:25:34.412475
STR0001424,ACCT100006925,2023-05-02 02:33:13.931845
STR0001425,ACCT100010717,2023-06-03 00:30:48.307805
STR0001426,ACCT100007034,2023-07-09 08:48:38.242397
STR0001427,ACCT100006824,2023-04-04 11:25:25.259959
STR0001428,ACCT100011511,2022-04-08 03:28:51.164012
STR0001429,ACCT100000261,2022-05-27 13:24:42.818634
STR0001430,ACCT100002945,2022-11-19 16:48:58.370576
STR0001431,ACCT100009622,2022-07-12 15:19:28.251072
STR0001432,ACCT100005043,2023-08-21 07:05:25.976667
STR0001433,ACCT100008535,2022-04-25 10:25:01.409133
STR0001434,ACCT100003546,2023-04-03 23:50:29.553986
STR0001435,ACCT100010166,2024-07-24 14:05:04.666265
STR0001436,ACCT100010380,2022-06-04 08:25:32.459271
STR0001437,ACCT100002514,2023-11-02 15:00:46.124476
STR0001438,ACCT100004930,2023-09-10 07:49:39.397487
STR0001439,ACCT100008956,2023-05-10 14:16:59.026930
STR0001440,ACCT100008567,2022-04-19 21:05:19.749585
STR0001441,ACCT100007100,2023-03-01 18:53:19.818038
STR0001442,ACCT100006275,2024-05-03 07:49:59.468032
STR0001443,ACCT100004371,2023-02-11 16:25:39.501254
STR0001444,ACCT100002790,2022-10-22 01:37:10.842029
STR0001445,ACCT100004738,2022-04-27 13:28:03.425700
STR0001446,ACCT100006855,2023-06-08 05:10:33.419972
STR0001447,ACCT100002268,2023-07-31 02:29:38.126728
STR0001448,ACCT100005209,2023-04-09 06:53:31.346332
STR0001449,ACCT100003059,2023-05-26 07:47:25.784421
STR0001450,ACCT100004098,2022-11-05 05:34:15.574278
STR0001451,ACCT100008334,2023-02-20 13:45:53.309296
STR0001452,ACCT100005708,2022-12-08 03:10:13.724313
STR0001453,ACCT100008079,2024-03-30 07:02:01.225767
STR0001454,ACCT100003175,2022-04-20 18:21:11.649241
STR0001455,ACCT100004210,2022-05-10 15:06:22.915892
STR0001456,ACCT100003539,2022-03-20 04:34:38.317871
STR0001457,ACCT100005665,2023-12-02 10:50:21.823246
STR0001458,ACCT100009868,2022-10-10 00:28:40.002290
STR0001459,ACCT100008432,2022-09-06 19:17:34.211508
STR0001460,ACCT100011061,2024-05-25 04:20:50.472567
STR0001461,ACCT100006502,2023-09-28 19:51:10.324492
STR0001462,ACCT100003163,2023-04-25 00:36:11.925873
STR0001463,ACCT100000302,2022-05-30 05:59:14.977140
STR0001464,ACCT100011355,2023-04-28 09:04:56.565089
STR0001465,ACCT100009009,2022-09-01 02:52:00.303945
STR0001466,ACCT100006577,2022-08-25 18:04:40.357019
STR0001467,ACCT100008329,2023-01-27 21:51:49.169131
STR0001468,ACCT100002828,2023-04-11 22:28:22.484888
STR0001469,ACCT100004478,2023-08-21 15:46:49.867719
STR0001470,ACCT100006371,2022-04-26 22:05:45.480894
STR0001471,ACCT100010204,2024-04-22 17:24:12.577971
STR0001472,ACCT100004648,2024-01-31 05:34:04.020406
STR0001473,ACCT100008292,2022-09-27 19:28:55.249709
STR0001474,ACCT100011080,2023-07-27 14:11:01.341159
STR0001475,ACCT100005529,2023-04-15 12:29:44.577147
STR0001476,ACCT100004393,2023-08-04 13:30:29.242658
STR0001477,ACCT100000056,2022-05-18 04:48:41.809753
STR0001478,ACCT100006912,2023-09-11 03:15:25.370723
STR0001479,ACCT100011416,2022-03-08 01:44:38.418030
STR0001480,ACCT100009069,2022-03-11 23:03:18.865488
STR0001481,ACCT100006954,2022-07-24 01:20:49.770305
STR0001482,ACCT100005128,2024-06-07 10:37:27.701448
STR0001483,ACCT100006882,2023-01-15 16:20:30.190652
STR0001484,ACCT100006207,2024-02-23 19:00:36.313136
STR0001485,ACCT100002623,2023-04-05 18:25:24.807413
STR0001486,ACCT100006097,2023-07-14 07:12:16.174174
STR0001487,ACCT100007750,2023-11-23 11:06:08.606630
STR0001488,ACCT100010657,2022-12-28 00:30:33.612280
STR0001489,ACCT100004170,2023-01-02 15:06:02.317590
STR0001490,ACCT100000746,2023-10-19 12:05:05.042969
STR0001491,ACCT100008585,2023-08-22 18:34:24.891824
STR0001492,ACCT100002117,2022-09-23 11:11:42.531626
STR0001493,ACCT100006220,2022-08-28 18:24:10.957211
STR0001494,ACCT100010127,2023-09-21 21:49:20.979220
STR0001495,ACCT100004832,2022-03-15 06:59:07.279799
STR0001496,ACCT100010015,2022-08-13 23:40:15.553752
STR0001497,ACCT100009325,2023-06-08 19:07:11.156759
STR0001498,ACCT100006756,2023-09-20 15:56:41.978953
STR0001499,ACCT100000086,2023-04-01 19:36:34.265935
STR0001500,ACCT100003713,2023-05-16 07:54:40.328771
STR0001501,ACCT100001258,2022-12-15 21:18:50.153151
STR0001502,ACCT100007919,2023-06-26 10:28:26.179870
STR0001503,ACCT100006764,2023-08-28 04:33:48.744733
STR0001504,ACCT100011489,2023-11-18 02:41:33.979101
STR0001505,ACCT100007206,2022-04-12 05:00:38.720704
STR0001506,ACCT100001297,2023-10-20 15:00:16.978561
STR0001507,ACCT100005519,2024-04-03 13:19:44.680427
STR0001508,ACCT100005275,2022-09-09 07:47:44.474680
STR0001509,ACCT100003151,2022-04-10 08:42:14.676984
STR0001510,ACCT100009938,2023-10-09 00:56:05.698508
STR0001511,ACCT100006560,2023-04-07 07:49:41.116358
STR0001512,ACCT100008943,2023-02-19 15:50:26.577309
STR0001513,ACCT100004160,2022-10-25 01:41:19.539390
STR0001514,ACCT100003684,2022-06-22 14:32:09.642746
STR0001515,ACCT100009701,2022-06-12 13:41:37.237878
STR0001516,ACCT100002521,2023-07-03 00:16:36.781035
STR0001517,ACCT100005995,2022-02-15 16:19:36.979157
STR0001518,ACCT100005343,2022-03-07 22:59:53.453064
STR0001519,ACCT100011883,2024-02-17 01:38:53.595619
STR0001520,ACCT100003824,2022-12-18 05:55:24.839019
STR0001521,ACCT100005225,2022-06-29 04:13:41.923568
STR0001522,ACCT100002959,2024-03-18 11:55:21.260299
STR0001523,ACCT100002190,2023-02-04 16:31:51.466487
STR0001524,ACCT100006389,2024-03-11 02:55:15.299243
STR0001525,ACCT100002882,2023-06-30 01:56:58.189116
STR0001526,ACCT100009627,2023-07-03 22:19:36.234289
STR0001527,ACCT100002318,2024-01-11 03:46:08.899276
STR0001528,ACCT100006868,2022-09-10 15:46:39.882095
STR0001529,ACCT100007306,2023-09-11 23:43:09.367326
STR0001530,ACCT100005300,2022-12-30 00:20:04.641922
STR0001531,ACCT100007603,2022-11-21 13:39:30.199789
STR0001532,ACCT100010661,2023-02-15 12:54:02.223170
STR0001533,ACCT100001957,2024-03-06 21:45:08.370730
STR0001534,ACCT100004599,2023-01-21 22:11:16.067086
