ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,CASE_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS,INVESTIGATOR_ID,IS_TRUE_POS,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,total_txn_volume,txn_count,avg_txn_amount,max_txn_amount,std_txn_amount,unique_channels,unique_beneficiary_countries,cash_txn_count,swift_txn_count,pct_high_risk_dest,velocity_ratio
ALT00002752,TXN000114352,ACCT100009249,R003_LAYERING_SIGNAL,80,2023-08-21 01:34:48.075497,CASE0001143,MEDIUM,CLOSED_SAR_FILED,7.0,INV_03,1,CUST0003617,NRO,ACTIVE,4034779.25,USD,3,AE,SALARIED,0-50k,4,0,0,0,99.7,509,BRANCH,613982.53,11,55816.593636363636,484979.1,145185.40658452723,3,6,1,2,9.090909090909092,8.688642207679289
ALT00002754,TXN000114354,ACCT100001652,R003_LAYERING_SIGNAL,84,2023-10-30 14:03:04.793958,CASE0001421,LOW,CLOSED_SAR_FILED,26.0,AUTO_SYS,1,CUST0000852,SAVINGS,ACTIVE,9629.94,INR,1,IN,SELF_EMPLOYED,100k-250k,5,0,0,0,89.5,169,MOBILE,534010.76,11,48546.43272727273,409731.33,120760.2142699227,3,8,2,1,9.090909090909092,8.439814568604845
ALT00002755,TXN000114355,ACCT100003872,R002_STRUCTURING_SIGNAL,80,2023-05-19 21:46:27.104191,CASE0001167,HIGH,CLOSED_SAR_FILED,34.0,INV_02,1,CUST0001473,SHELL,ACTIVE,3468932.55,INR,1,US,STUDENT,0-50k,7,0,0,0,73.0,416,BRANCH,208053.23,13,16004.094615384616,54943.14,16349.768160751095,4,6,2,0,7.6923076923076925,3.4328531833349407
ALT00002756,TXN000114356,ACCT100011510,R004_MULE_SIGNAL,87,2024-05-28 08:12:30.499308,CASE0002947,HIGH,CLOSED_SAR_FILED,31.0,AUTO_SYS,1,CUST0004900,NRO,CLOSED,231702.53,USD,2,US,SALARIED,100k-250k,8,0,0,0,80.2,117,WEB,451894.38,12,37657.865,161648.4,55814.50734608431,4,7,4,1,16.666666666666664,4.292439509262959
ALT00002767,TXN000114367,ACCT100011360,R005_RAPID_MVT,91,2023-11-06 02:56:49.966853,CASE0000270,LOW,CLOSED_SAR_FILED,38.0,INV_01,1,CUST0000625,NRE,ACTIVE,31152.02,INR,1,US,SALARIED,50k-100k,4,0,0,0,85.2,29,THIRD_PARTY,318189.61,5,63637.922,158645.42,81484.27458184015,3,3,0,0,20.0,2.492899235471022
ALT00002778,TXN000114378,ACCT100001847,R002_STRUCTURING_SIGNAL,60,2022-12-15 12:46:26.703279,CASE0000745,MEDIUM,CLOSED_SAR_FILED,16.0,AUTO_SYS,1,CUST0004234, NRO ,ACTIVE,33515.87,SGD,2,GB,SALARIED,100k-250k,8,0,0,0,88.8,152,WEB,308425.69,13,23725.053076923075,151090.56,41143.397976201755,4,5,3,1,7.6923076923076925,6.368128719519591
ALT00002795,TXN000114395,ACCT100005234,R002_STRUCTURING_SIGNAL,67,2022-08-26 19:51:22.977458,CASE0002159,MEDIUM,CLOSED_FALSE_POSITIVE,23.0,AUTO_SYS,0,CUST0003289,TRUST,ACTIVE,889078.38,INR,1,MY,SELF_EMPLOYED,250k+,7,0,0,0,68.7,14,WEB,708511.6,18,39361.75555555555,443077.63,102688.36498302575,4,5,4,3,0.0,11.25626556745124
ALT00002803,TXN000114403,ACCT100007362,R005_RAPID_MVT,94,2022-12-30 03:49:43.189510,CASE0000894,HIGH,CLOSED_SAR_FILED,41.0,INV_01,1,CUST0006507,CURRENT,ACTIVE,20303.81,USD,1,SG,STUDENT,0-50k,6,0,0,0,76.0,4,BRANCH,211040.33,8,26380.04125,157419.96,53972.802006881844,4,4,0,0,12.5,5.967162497803228
ALT00002808,TXN000114408,ACCT100004715,R003_LAYERING_SIGNAL,93,2022-11-25 23:33:08.806899,CASE0001571,LOW,CLOSED_SAR_FILED,7.0,INV_03,1,CUST0000570,SAVINGS,ACTIVE,3680.44,USD,1,IN,SALARIED,50k-100k,2,0,0,0,99.3,766,BRANCH,395954.02999999997,12,32996.16916666667,288812.36,81410.06961339884,4,5,1,1,8.333333333333332,8.752640523228722
ALT00002816,TXN000114416,ACCT100005413,R002_STRUCTURING_SIGNAL,80,2023-07-26 01:10:41.803822,CASE0000737,LOW,CLOSED_SAR_FILED,30.0,INV_03,1,CUST0006828,NRO,ACTIVE,1197401.33,INR,1,CN,BUSINESS_OWNER,250k+,2,0,0,0,88.8,50,WEB,239584.31,8,29948.03875,151166.7,49957.21752234704,4,5,3,0,12.5,5.047464169446841
ALT00002817,TXN000114417,ACCT100007323,R002_STRUCTURING_SIGNAL,65,2023-06-21 03:16:34.929018,CASE0001260,MEDIUM,CLOSED_SAR_FILED,31.0,INV_02,1,CUST0000372,SAVINGS,ACTIVE,228959.48,SGD,2,GB,SELF_EMPLOYED,250k+,1,0,0,0,95.0,91,MOBILE,66252.15,7,9464.592857142856,19420.35,6077.385167859924,4,3,2,0,0.0,2.0516781455844213
ALT00002819,TXN000114419,ACCT100011468,R002_STRUCTURING_SIGNAL,62,2024-02-21 13:34:11.292647,CASE0000180,MEDIUM,CLOSED_SAR_FILED,30.0,INV_03,1,CUST0006764,SHELL,ACTIVE,63903.9,INR,3,CN,SELF_EMPLOYED,50k-100k,2,0,0,0,96.9,146,BRANCH,181772.06,13,13982.466153846153,97675.51,25973.55521583043,4,7,2,1,15.384615384615385,6.985071435463398
ALT00002821,TXN000114421,ACCT100009976,R003_LAYERING_SIGNAL,88,2023-04-03 04:08:34.809803,CASE0002039,HIGH,CLOSED_MONITORING,13.0,INV_01,0,CUST0002954,SAVINGS,ACTIVE,4589.17,INR,1,SG,SALARIED,0-50k,3,0,0,0,80.2,210,BRANCH,486782.45999999996,8,60847.807499999995,413524.37,143198.1526517293,4,5,4,1,12.5,6.795932196370488
ALT00002824,TXN000114424,ACCT100001673,R005_RAPID_MVT,89,2023-01-10 07:38:16.722959,CASE0000690,MEDIUM,CLOSED_SAR_FILED,44.0,INV_01,1,CUST0002824,SALARY,ACTIVE,41847.58,SGD,1,MY,SALARIED,250k+,2,0,0,0,98.8,568,THIRD_PARTY,221333.17,11,20121.197272727273,88760.72,27333.030093041674,3,7,2,1,18.181818181818183,4.411084872937923
ALT00002827,TXN000114427,ACCT100009314,R004_MULE_SIGNAL,69,2024-04-10 19:18:14.582332,CASE0000295,MEDIUM,CLOSED_SAR_FILED,36.0,AUTO_SYS,1,CUST0001733,NRE,ACTIVE,73295.92,INR,1,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,86.9,24,WEB,125012.05,15,8334.136666666667,49805.18,12433.13475485663,4,8,1,0,33.33333333333333,5.975328538904181
ALT00002834,TXN000114434,ACCT100000501,R004_MULE_SIGNAL,81,2024-01-13 18:07:54.088171,CASE0000951,MEDIUM,CLOSED_SAR_FILED,38.0,INV_02,1,CUST0005287,SAVINGS,ACTIVE,23992.35,INR,1,GB,STUDENT,0-50k,10,0,0,0,56.4,338,MOBILE,374133.03,10,37413.303,105583.25,34882.54302087094,4,7,0,1,50.0,2.8220023235499
ALT00002836,TXN000114436,ACCT100008408,R004_MULE_SIGNAL,81,2023-11-03 19:30:35.791777,CASE0001519,MEDIUM,CLOSED_SAR_FILED,6.0,INV_04,1,CUST0003835,CURRENT,ACTIVE,41796.29,AED,3,IN,SELF_EMPLOYED,0-50k,3,0,0,0,100.0,91,BRANCH,83804.4,10,8380.439999999999,20371.34,7104.937816786294,4,7,1,0,20.0,2.430529837354918
ALT00002841,TXN000114441,ACCT100009829,R004_MULE_SIGNAL,69,2023-09-03 17:53:43.637228,CASE0000603,LOW,CLOSED_SAR_FILED,11.0,INV_03,1,CUST0005375,SAVINGS,ACTIVE,55193.03,INR,3,AE,SELF_EMPLOYED,100k-250k,3,0,0,0,87.2,180,THIRD_PARTY,445517.44,14,31822.674285714285,333893.27,87622.34701021572,4,7,2,1,7.142857142857142,10.491977356300602
ALT00002847,TXN000114447,ACCT100009909,R005_RAPID_MVT,76,2024-04-23 19:01:45.207894,CASE0000536,LOW,CLOSED_SAR_FILED,7.0,INV_01,1,CUST0000783,TRUST,DORMANT,82487.09,AED,2,IN,SALARIED,0-50k,2,0,0,0,94.3,70,BRANCH,237858.69999999998,13,18296.823076923076,146361.99,39534.147279931596,4,8,2,1,30.76923076923077,7.99887447729175
ALT00002849,TXN000114449,ACCT100008384,R004_MULE_SIGNAL,82,2022-10-12 14:10:31.029704,CASE0001841,LOW,CLOSED_SAR_FILED,32.0,AUTO_SYS,1,CUST0001882,CURRENT,ACTIVE,131047.96,INR,1,CN,SELF_EMPLOYED,50k-100k,7,0,1,0,59.7,51,WEB,314372.68,10,31437.268,150243.72,43386.625616364974,4,5,1,2,30.0,4.77900754583554
ALT00002856,TXN000114456,ACCT100010488,R003_LAYERING_SIGNAL,91,2024-01-13 08:10:21.804746,CASE0001909,HIGH,CLOSED_SAR_FILED,14.0,AUTO_SYS,1,CUST0007775,CURRENT,ACTIVE,98798.5,USD,2,SG,SHELL_CO,100k-250k,2,0,0,0,98.0,415,MOBILE,631295.52,11,57390.50181818182,499360.54,147310.4116910241,4,7,0,1,27.27272727272727,8.70094916808399
ALT00002860,TXN000114460,ACCT100010098,R005_RAPID_MVT,80,2022-03-30 16:42:38.565666,CASE0000853,HIGH,CLOSED_SAR_FILED,13.0,AUTO_SYS,1,CUST0007761,CURRENT,ACTIVE,2779.47,AED,1,IN,SALARIED,,4,0,0,0,90.0,133,WEB,139501.63,8,17437.70375,77219.06,25061.668038252556,4,5,0,1,25.0,4.428027513226148
ALT00002863,TXN000114463,ACCT100008865,R002_STRUCTURING_SIGNAL,73,2024-05-21 07:18:01.350448,CASE0001945,LOW,CLOSED_SAR_FILED,32.0,INV_01,1,CUST0000966,nro,ACTIVE,637970.04,INR,1,SG,BUSINESS_OWNER,0-50k,2,0,0,0,92.4,93,MOBILE,436517.89,12,36376.49083333334,370467.33,105301.17989299993,4,7,4,1,33.33333333333333,10.183971503073936
ALT00002865,TXN000114465,ACCT100005349,R002_STRUCTURING_SIGNAL,72,2023-07-22 03:22:44.012248,CASE0002952,LOW,CLOSED_SAR_FILED,6.0,INV_04,1,CUST0002482,CURRENT,ACTIVE,54116.25,INR,1,NG,BUSINESS_OWNER,100k-250k,7,0,0,0,71.9,28,MOBILE,126247.35,10,12624.735,31571.85,9682.98989948783,4,6,3,0,10.0,2.500595014864481
ALT00002868,TXN000114468,ACCT100005363,R004_MULE_SIGNAL,67,2022-11-06 23:59:27.886870,CASE0002930,LOW,CLOSED_SAR_FILED,34.0,INV_01,1,CUST0000123,SAVINGS,ACTIVE,14181.7,SGD,1,IN,SALARIED,0-50k,2,0,0,0,90.1,13,WEB,172906.07,16,10806.629375,75059.06,18096.4094296316,4,7,2,3,6.25,6.945006846147516
ALT00002871,TXN000114471,ACCT100001858,R002_STRUCTURING_SIGNAL,61,2022-03-06 02:52:05.762863,CASE0001077,MEDIUM,CLOSED_SAR_FILED,16.0,INV_03,1,CUST0001866,CURRENT,ACTIVE,193507.42,INR,2,IN,SALARIED,,8,0,0,0,65.9,29,THIRD_PARTY,385569.69,20,19278.4845,102588.24,24669.47495458165,4,8,3,0,20.0,5.321109078409229
ALT00002875,TXN000114475,ACCT100009735,R002_STRUCTURING_SIGNAL,63,2023-08-21 16:10:59.366386,CASE0001438,LOW,CLOSED_SAR_FILED,19.0,AUTO_SYS,1,CUST0001071,SALARY,BLOCKED,19793.88,INR,2,IN,STUDENT,100k-250k,2,0,0,0,87.9,205,BRANCH,164663.41,10,16466.341,35265.53,13633.756646505068,3,5,3,1,10.0,2.1415436772700582
ALT00002877,TXN000114477,ACCT100009122,R005_RAPID_MVT,79,2023-07-13 19:10:08.765875,CASE0000008,LOW,CLOSED_SAR_FILED,18.0,INV_04,1,CUST0003152,SAVINGS,ACTIVE,27872.24,INR,1,SG,,0-50k,2,0,0,0,90.5,141,BRANCH,148262.08000000002,5,29652.416000000005,97641.2,40131.63616271993,4,3,0,0,0.0,3.2927471155431127
ALT00002883,TXN000114483,ACCT100000888,R005_RAPID_MVT,94,2022-04-09 18:01:44.546415,CASE0000720,MEDIUM,CLOSED_SAR_FILED,6.0,INV_01,1,CUST0006856,SAVINGS,CLOSED,16132.03,SGD,1,GB,STUDENT,250k+,2,0,0,0,94.5,472,THIRD_PARTY,477610.45,8,59701.30625,232332.13,81241.89327353257,3,6,1,1,37.5,3.8915101374329235
ALT00002885,TXN000114485,ACCT100002866,R003_LAYERING_SIGNAL,90,2022-05-19 14:44:05.942289,CASE0000977,HIGH,CLOSED_MONITORING,6.0,INV_03,0,CUST0001730,TRUST,ACTIVE,52691.19,INR,2,AE,SALARIED,,4,0,0,0,80.3,55,BRANCH,329711.59,15,21980.772666666668,131469.78,32795.84090205417,4,6,3,1,13.333333333333334,5.9808543193316615
ALT00002886,TXN000114486,ACCT100011370,R005_RAPID_MVT,70,2023-08-22 04:52:03.444050,CASE0002625,MEDIUM,CLOSED_SAR_FILED,32.0,INV_04,1,CUST0000941,SAVINGS,ACTIVE,6630.81,INR,1,SG,SELF_EMPLOYED,,2,0,0,0,95.4,141,MOBILE,654386.0,11,59489.63636363636,225811.45,84376.13966168804,4,8,2,3,45.45454545454545,3.7957477647360855
ALT00002887,TXN000114487,ACCT100001104,R004_MULE_SIGNAL,81,2022-12-22 10:05:52.035392,CASE0001251,MEDIUM,CLOSED_MONITORING,27.0,INV_01,0,CUST0005513,CURRENT,ACTIVE,92091.44,INR,1,IN,BUSINESS_OWNER,,7,0,0,0,71.6,441,BRANCH,454896.42,19,23941.916842105264,178990.55,43601.82785765077,4,8,2,1,15.789473684210526,7.475720321812788
ALT00002890,TXN000114490,ACCT100007776,R002_STRUCTURING_SIGNAL,75,2023-06-21 09:44:24.813917,CASE0000828,MEDIUM,CLOSED_SAR_FILED,11.0,INV_01,1,CUST0004569,SALARY,DORMANT,12295.23,INR,1,IN,SELF_EMPLOYED,50k-100k,1,0,0,0,99.3,40,BRANCH,1019694.79,14,72835.34214285715,441179.58,129039.48573597637,4,8,4,3,28.57142857142857,6.057135312131614
ALT00002895,TXN000114495,ACCT100005665,R005_RAPID_MVT,85,2023-09-27 10:50:21.823246,CASE0001112,LOW,CLOSED_SAR_FILED,19.0,INV_03,1,CUST0005580,SALARY,ACTIVE,3225.26,USD,1,IN,BUSINESS_OWNER,100k-250k,3,0,0,0,86.8,6,MOBILE,217171.07,10,21717.107,151309.32,46211.084254283036,4,4,0,1,20.0,6.966966319854673
ALT00002904,TXN000114504,ACCT100008017,R003_LAYERING_SIGNAL,79,2022-06-04 14:46:50.740453,CASE0001015,MEDIUM,CLOSED_SAR_FILED,8.0,INV_04,1,CUST0005898,NRO,ACTIVE,23845.38,INR,1,IN,SALARIED,100k-250k,2,0,0,0,92.6,127,WEB,524410.79,12,43700.89916666667,215522.63,68107.06814304311,4,5,3,3,8.333333333333332,4.931653637707087
ALT00002907,TXN000114507,ACCT100011711,R004_MULE_SIGNAL,77,2023-08-02 19:06:35.072477,CASE0002990,MEDIUM,CLOSED_SAR_FILED,21.0,INV_03,1,CUST0000276,SALARY,ACTIVE,40907.5,GBP,1,IN,BUSINESS_OWNER,100k-250k,3,0,0,0,97.5,16,MOBILE,249151.25,13,19165.48076923077,90376.76,30078.454936929094,4,7,2,1,15.384615384615385,4.715354951603209
ALT00002908,TXN000114508,ACCT100008242,R003_LAYERING_SIGNAL,85,2024-01-26 21:30:43.809874,CASE0002862,LOW,CLOSED_SAR_FILED,36.0,AUTO_SYS,1,CUST0005312,CURRENT,ACTIVE,3796.11,INR,2,MY,SELF_EMPLOYED,0-50k,4,0,0,0,78.6,49,MOBILE,272696.83,10,27269.683,170044.4,51282.8436821159,4,6,1,1,10.0,6.2354287202854435
ALT00002909,TXN000114509,ACCT100005007,R004_MULE_SIGNAL,67,2022-01-11 18:19:47.173335,CASE0001789,HIGH,CLOSED_SAR_FILED,43.0,INV_01,1,CUST0003427,SALARY,ACTIVE,1861.28,USD,1,IN,SALARIED,50k-100k,4,0,0,0,84.9,108,MOBILE,151685.8,12,12640.483333333332,43602.73,12917.198578145435,4,5,0,1,16.666666666666664,3.449178300542263
ALT00002911,TXN000114511,ACCT100001098,R004_MULE_SIGNAL,88,2024-02-07 13:44:07.831353,CASE0003017,HIGH,CLOSED_SAR_FILED,26.0,INV_01,1,CUST0003812,SAVINGS,ACTIVE,5521.49,USD,1,NG,,0-50k,3,1,0,0,88.6,6,BRANCH,88866.76999999999,11,8078.797272727272,20540.32,7263.787043179461,4,6,1,2,18.181818181818183,2.5421825952653854
ALT00002914,TXN000114514,ACCT100007785,R004_MULE_SIGNAL,82,2023-07-04 02:54:23.559195,CASE0002775,MEDIUM,CLOSED_SAR_FILED,36.0,INV_03,1,CUST0006052,NRO,ACTIVE,252464.85,SGD,1,IN,SELF_EMPLOYED,100k-250k,9,0,0,0,68.2,58,MOBILE,688891.98,12,57407.665,395820.2,117808.79470397976,4,5,3,2,16.666666666666664,6.894781475932248
ALT00002920,TXN000114520,ACCT100011943,R005_RAPID_MVT,88,2024-06-17 16:44:29.422587,CASE0001472,MEDIUM,CLOSED_SAR_FILED,23.0,INV_01,1,CUST0003037,SAVINGS,ACTIVE,55602.69,INR,2,SG,BUSINESS_OWNER,100k-250k,3,0,0,0,94.1,67,BRANCH,250205.09000000003,11,22745.917272727274,117280.46,36108.749590464104,4,7,3,0,18.181818181818183,5.155883700364752
ALT00002923,TXN000114523,ACCT100008192,R003_LAYERING_SIGNAL,76,2022-01-28 09:44:49.227831,CASE0001747,LOW,CLOSED_FALSE_POSITIVE,20.0,INV_02,0,CUST0004815,SALARY,BLOCKED,24756.49,AED,1,IN,SALARIED,50k-100k,5,0,0,0,83.0,171,WEB,644242.95,11,58567.5409090909,463977.78,136516.68466665322,4,5,2,1,27.27272727272727,7.921962418701509
ALT00002927,TXN000114527,ACCT100008322,R005_RAPID_MVT,88,2024-02-06 09:38:16.749521,CASE0002760,HIGH,CLOSED_SAR_FILED,15.0,AUTO_SYS,1,CUST0003463,SAVINGS,ACTIVE,2553.0,INR,2,SG,BUSINESS_OWNER,250k+,4,0,0,0,83.7,253,MOBILE,213115.53,15,14207.702,127435.97,32161.63010814688,4,8,1,0,13.333333333333334,8.968867810726131
ALT00002928,TXN000114528,ACCT100000184,R005_RAPID_MVT,89,2023-05-14 23:48:35.277209,CASE0000530,MEDIUM,CLOSED_SAR_FILED,35.0,INV_02,1,CUST0005961,NRE,ACTIVE,1444371.88,INR,1,IN,SALARIED,0-50k,3,0,0,0,85.6,47,MOBILE,686019.55,10,68601.955,279588.21,95702.61304062836,3,6,0,1,10.0,4.075454329919171
ALT00002931,TXN000114531,ACCT100004528,R002_STRUCTURING_SIGNAL,63,2023-01-19 15:48:30.648045,CASE0001357,LOW,CLOSED_SAR_FILED,17.0,INV_02,1,CUST0002483,SALARY,BLOCKED,4490.13,INR,1,MY,BUSINESS_OWNER,50k-100k,8,0,0,0,52.8,100,WEB,306229.35,15,20415.289999999997,78286.54,26647.855398137708,4,6,4,2,20.0,3.8345135183718493
ALT00002933,TXN000114533,ACCT100000060,R002_STRUCTURING_SIGNAL,70,2022-06-30 21:13:21.969382,CASE0001969,LOW,CLOSED_SAR_FILED,40.0,INV_02,1,CUST0003397,nre,ACTIVE,206860.18,INR,2,GB,BUSINESS_OWNER,50k-100k,6,1,0,0,74.5,44,WEB,429740.61,12,35811.7175,308413.2,86684.78454224701,4,5,5,2,8.333333333333332,8.611834608753162
ALT00002936,TXN000114536,ACCT100007092,R002_STRUCTURING_SIGNAL,61,2024-06-04 21:31:04.785259,CASE0002696,MEDIUM,CLOSED_SAR_FILED,20.0,INV_03,1,CUST0006352,SAVINGS,ACTIVE,20518.77,SGD,3,KY,,250k+,3,0,0,0,92.4,96,MOBILE,48723.51,8,6090.43875,17443.33,5395.178575012105,4,4,3,1,0.0,2.8635812844707664
ALT00002944,TXN000114544,ACCT100005966,R005_RAPID_MVT,80,2022-01-28 21:48:03.295068,CASE0002065,LOW,CLOSED_SAR_FILED,37.0,INV_04,1,CUST0002583,NRO,ACTIVE,514299.06,INR,1,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,79.0,115,WEB,276565.64,9,30729.515555555558,164513.14,51896.76392136872,4,6,2,0,0.0,5.3534129521058045
ALT00002949,TXN000114549,ACCT100001194,R004_MULE_SIGNAL,83,2023-12-16 04:36:45.380031,CASE0000278,MEDIUM,CLOSED_SAR_FILED,27.0,INV_01,1,CUST0001471,CURRENT,DORMANT,217600.9,INR,1,GB,SELF_EMPLOYED,0-50k,4,0,0,1,90.4,40,BRANCH,58192.78,7,8313.254285714285,21254.31,7029.729555781543,4,4,1,0,0.0,2.5563699725325426
ALT00002955,TXN000114555,ACCT100002161,R004_MULE_SIGNAL,72,2022-04-06 20:52:31.233837,CASE0002281,LOW,CLOSED_SAR_FILED,6.0,AUTO_SYS,1,CUST0005182,TRUST,DORMANT,345265.07,INR,1,CN,SALARIED,100k-250k,6,0,0,0,73.1,457,MOBILE,79981.23000000001,8,9997.653750000001,29909.84,11030.861788320384,4,4,0,1,0.0,2.9913867154365654
ALT00002957,TXN000114557,ACCT100002319,R003_LAYERING_SIGNAL,75,2022-04-26 02:02:49.459861,CASE0001350,HIGH,CLOSED_SAR_FILED,41.0,INV_02,1,CUST0000260,SAVINGS,ACTIVE,50566.85,SGD,1,SG,RETIRED,100k-250k,1,0,0,0,96.5,124,BRANCH,522021.81,9,58002.42333333333,441339.58,144481.7703656321,4,6,0,1,22.22222222222222,7.608854006145729
ALT00002958,TXN000114558,ACCT100000296,R002_STRUCTURING_SIGNAL,66,2024-05-04 14:33:05.271096,CASE0000426,MEDIUM,CLOSED_FALSE_POSITIVE,14.0,INV_01,0,CUST0003110,NRE,ACTIVE,248135.81,USD,1,AE,BUSINESS_OWNER,50k-100k,4,0,0,0,74.4,55,MOBILE,121332.19,13,9333.245384615384,32093.33,8828.027232653789,4,5,3,2,15.384615384615385,3.438235087851443
ALT00002964,TXN000114564,ACCT100001080,R002_STRUCTURING_SIGNAL,70,2022-02-23 16:10:16.354243,CASE0002639,HIGH,CLOSED_MONITORING,19.0,INV_01,0,CUST0001802, SAVINGS ,ACTIVE,30765.33,INR,2,VG,SALARIED,50k-100k,5,0,0,0,77.0,281,BRANCH,118051.93,14,8432.280714285715,20636.43,5345.96076534491,4,6,2,1,14.285714285714285,2.44702277786657
ALT00002969,TXN000114569,ACCT100000076,R005_RAPID_MVT,75,2024-05-21 19:26:05.468375,CASE0001021,LOW,CLOSED_SAR_FILED,21.0,AUTO_SYS,1,CUST0002191,SAVINGS,DORMANT,6822.21,SGD,3,IN,BUSINESS_OWNER,100k-250k,2,0,0,0,93.1,97,MOBILE,105409.48999999999,7,15058.49857142857,66156.62,23288.328413523963,4,5,1,0,14.285714285714285,4.393016121102116
ALT00002971,TXN000114571,ACCT100010582,R004_MULE_SIGNAL,88,2022-05-09 07:31:40.497528,CASE0002258,MEDIUM,CLOSED_SAR_FILED,32.0,AUTO_SYS,1,CUST0005196,CURRENT,DORMANT,12068.19,INR,1,IN,RETIRED,250k+,6,0,0,0,60.4,135,BRANCH,93384.18,9,10376.019999999999,30536.91,9520.156470174217,4,4,0,1,11.11111111111111,2.94274367785742
ALT00002974,TXN000114574,ACCT100011813,R002_STRUCTURING_SIGNAL,64,2023-04-14 20:45:13.151177,CASE0000108,MEDIUM,CLOSED_FALSE_POSITIVE,40.0,INV_03,0,CUST0002529,SALARY,ACTIVE,30175.42,AED,1,US,STUDENT,0-50k,1,0,0,0,98.5,122,BRANCH,122072.53,11,11097.502727272727,50742.24,14438.772905531197,4,6,3,0,9.090909090909092,4.571989686078048
ALT00002983,TXN000114583,ACCT100002260,R004_MULE_SIGNAL,72,2023-05-08 02:45:37.852328,CASE0002734,LOW,CLOSED_SAR_FILED,8.0,INV_04,1,CUST0000150,SAVINGS,ACTIVE,24753.04,INR,2,MY,SALARIED,100k-250k,2,0,0,0,99.9,12,BRANCH,115728.26999999999,8,14466.033749999999,74069.59,24946.609734263024,4,4,0,0,0.0,5.1198878277311
ALT00002985,TXN000114585,ACCT100001312,R004_MULE_SIGNAL,79,2022-11-28 19:21:05.544576,CASE0002111,MEDIUM,CLOSED_MONITORING,37.0,INV_03,0,CUST0003313,SALARY,ACTIVE,13586.46,SGD,1,IN,SELF_EMPLOYED,100k-250k,5,0,0,0,79.2,388,WEB,179457.85,5,35891.57,105035.44,39511.49079402661,2,4,0,0,20.0,2.926383928484363
ALT00002992,TXN000114592,ACCT100000011,R002_STRUCTURING_SIGNAL,69,2024-03-24 11:52:12.357287,CASE0001002,LOW,CLOSED_SAR_FILED,10.0,INV_03,1,CUST0002969,SAVINGS,ACTIVE,15251.44,SGD,1,US,BUSINESS_OWNER,100k-250k,8,0,0,0,85.2,328,BRANCH,321818.10000000003,19,16937.79473684211,80624.71,21142.482642925195,4,7,4,2,0.0,4.759766633492534
ALT00002997,TXN000114597,ACCT100011538,R002_STRUCTURING_SIGNAL,65,2022-06-24 05:46:14.060316,CASE0000138,MEDIUM,CLOSED_SAR_FILED,37.0,AUTO_SYS,1,CUST0007274,NRE,ACTIVE,25157.68,INR,1,GB,BUSINESS_OWNER,0-50k,1,0,0,0,88.8,207,BRANCH,406701.59,9,45189.06555555556,157471.39,58372.765394934206,4,6,3,0,11.11111111111111,3.484646195222013
ALT00002998,TXN000114598,ACCT100011605,R002_STRUCTURING_SIGNAL,79,2023-11-09 00:31:38.747384,CASE0003053,MEDIUM,CLOSED_SAR_FILED,25.0,INV_02,1,CUST0002840,SAVINGS,ACTIVE,85009.65,INR,2,IN,SELF_EMPLOYED,100k-250k,2,0,0,0,100.0,16,MOBILE,350980.26,7,50140.037142857145,216564.82,82523.13878046382,3,4,3,1,14.285714285714285,4.319113292032309
ALT00003001,TXN000114601,ACCT100001942,R003_LAYERING_SIGNAL,77,2022-01-03 17:41:01.419488,CASE0002535,MEDIUM,CLOSED_SAR_FILED,4.0,INV_03,1,CUST0006374,SALARY,ACTIVE,7306.31,INR,1,MY,SELF_EMPLOYED,250k+,8,0,0,0,56.1,36,BRANCH,415763.29,12,34646.940833333334,206694.41,55814.9172971608,4,6,3,1,41.66666666666667,5.965561156845084
ALT00003003,TXN000114603,ACCT100004914,R002_STRUCTURING_SIGNAL,66,2023-07-26 01:41:19.715218,CASE0002401,MEDIUM,CLOSED_SAR_FILED,1.0,INV_04,1,CUST0004426,SAVINGS,ACTIVE,22857.11,USD,1,US,RETIRED,50k-100k,2,0,0,0,99.0,427,BRANCH,374677.69999999995,14,26762.692857142854,196885.33,50855.25690076546,4,6,4,0,28.57142857142857,7.356433622628951
ALT00003007,TXN000114607,ACCT100006518,R002_STRUCTURING_SIGNAL,61,2023-06-05 08:33:46.410202,CASE0001495,MEDIUM,CLOSED_SAR_FILED,6.0,INV_03,1,CUST0001232, NRE ,ACTIVE,1415983.94,SGD,1,AE,SALARIED,0-50k,2,0,0,0,100.0,21,MOBILE,50972.4,5,10194.48,24783.75,8709.936396561687,3,2,2,1,0.0,2.4308566148920896
