account_id,customer_id,account_type,account_open_date,account_status,dormancy_flag,last_dormant_date,account_close_date
ACC_003007,CUST_02413,SAVINGS,1999-04-13,ACTIVE,N,,
ACC_003008,CUST_02414,SAVINGS,2022-11-17,ACTIVE,N,,
ACC_003009,CUST_02415,SAVINGS,1977-01-03,ACTIVE,N,,
ACC_003010,CUST_02416,SAVINGS,1971-05-15,ACTIVE,N,,
ACC_003011,CUST_02416,CURRENT,2022-11-28,ACTIVE,N,,
ACC_003012,CUST_02417,SAVINGS,2003-10-31,ACTIVE,N,,
ACC_003013,CUST_02418,SAVINGS,1981-03-19,ACTIVE,N,,
ACC_003014,CUST_02419,SAVINGS,1989-06-30,ACTIVE,N,,
ACC_003015,CUST_02419,CURRENT,1971-12-20,ACTIVE,N,,
ACC_003016,CUST_02420,SAVINGS,2000-11-19,ACTIVE,N,,
ACC_003017,CUST_02421,SAVINGS,1995-02-13,ACTIVE,N,,
ACC_003018,CUST_02421,SAVINGS,2006-04-06,ACTIVE,N,,
ACC_003019,CUST_02421,SAVINGS,1979-05-07,INACTIVE,N,,2016-12-21
ACC_003020,CUST_02422,SAVINGS,1983-11-07,DORMANT,Y,1984-10-11,
ACC_003021,CUST_02423,SAVINGS,1954-11-29,ACTIVE,N,,
ACC_003022,CUST_02424,SAVINGS,1952-09-22,ACTIVE,N,,
ACC_003023,CUST_02425,SAVINGS,2021-08-31,ACTIVE,N,,
ACC_003024,CUST_02426,CURRENT,1963-12-15,ACTIVE,N,,
ACC_003025,CUST_02427,SAVINGS,2018-04-03,DORMANT,Y,2021-08-21,
ACC_003026,CUST_02428,SAVINGS,2015-12-30,DORMANT,Y,2016-09-17,
ACC_003027,CUST_02429,SAVINGS,1971-05-12,ACTIVE,N,,
ACC_003028,CUST_02430,CURRENT,1988-07-12,ACTIVE,N,,
ACC_003029,CUST_02431,SAVINGS,1991-01-11,ACTIVE,N,,
ACC_003030,CUST_02432,SAVINGS,1953-04-20,ACTIVE,N,,
ACC_003031,CUST_02433,SAVINGS,1981-04-21,ACTIVE,N,,
ACC_003032,CUST_02433,CURRENT,1983-08-29,ACTIVE,N,,
ACC_003033,CUST_02434,SAVINGS,1954-08-07,ACTIVE,N,,
ACC_003034,CUST_02435,SAVINGS,1987-01-30,ACTIVE,N,,
ACC_003035,CUST_02436,SAVINGS,1966-10-30,ACTIVE,N,,
ACC_003036,CUST_02437,SAVINGS,2001-06-05,INACTIVE,N,,2023-09-21
ACC_003037,CUST_02438,SAVINGS,2004-07-17,ACTIVE,N,,
ACC_003038,CUST_02439,SAVINGS,1967-11-09,ACTIVE,N,,
ACC_003039,CUST_02440,SAVINGS,1986-09-30,ACTIVE,N,,
ACC_003040,CUST_02441,SAVINGS,1961-07-23,ACTIVE,N,,
ACC_003041,CUST_02442,SAVINGS,1960-06-01,ACTIVE,N,,
ACC_003042,CUST_02443,SAVINGS,1960-01-22,INACTIVE,N,,1994-05-22
ACC_003043,CUST_02444,SAVINGS,2006-07-14,ACTIVE,N,,
ACC_003044,CUST_02445,SAVINGS,1952-09-28,ACTIVE,N,,
ACC_003045,CUST_02445,SAVINGS,1952-01-03,ACTIVE,N,,
ACC_003046,CUST_02445,SAVINGS,2023-09-22,ACTIVE,N,,
ACC_003047,CUST_02446,SAVINGS,1970-09-01,ACTIVE,N,,
ACC_003048,CUST_02447,SAVINGS,1963-01-03,ACTIVE,N,,
ACC_003049,CUST_02448,SAVINGS,2003-03-26,ACTIVE,N,,
ACC_003050,CUST_02449,SAVINGS,1976-06-10,ACTIVE,N,,
ACC_003051,CUST_02450,SAVINGS,1992-06-28,ACTIVE,N,,
ACC_003052,CUST_02451,SAVINGS,1994-01-22,ACTIVE,N,,
ACC_003053,CUST_02452,SAVINGS,2007-11-12,ACTIVE,N,,
ACC_003054,CUST_02453,SAVINGS,2019-09-25,ACTIVE,N,,
ACC_003055,CUST_02454,SAVINGS,1953-03-10,ACTIVE,N,,
ACC_003056,CUST_02455,SAVINGS,1991-02-15,ACTIVE,N,,
ACC_003057,CUST_02456,SAVINGS,1987-04-20,ACTIVE,N,,
ACC_003058,CUST_02457,SAVINGS,2012-06-16,ACTIVE,N,,
ACC_003059,CUST_02458,SAVINGS,1977-08-01,ACTIVE,N,,
ACC_003060,CUST_02459,SAVINGS,1963-07-27,ACTIVE,N,,
ACC_003061,CUST_02460,SAVINGS,1985-12-19,ACTIVE,N,,
ACC_003062,CUST_02461,SAVINGS,2014-02-27,INACTIVE,N,,2020-07-24
ACC_003063,CUST_02461,SAVINGS,1989-08-21,ACTIVE,N,,
ACC_003064,CUST_02462,CURRENT,2008-06-17,ACTIVE,N,,
ACC_003065,CUST_02463,SAVINGS,1962-09-01,ACTIVE,N,,
ACC_003066,CUST_02464,SAVINGS,1980-04-01,ACTIVE,N,,
ACC_003067,CUST_02465,SAVINGS,2005-04-20,ACTIVE,N,,
ACC_003068,CUST_02465,SAVINGS,1987-11-30,ACTIVE,N,,
ACC_003069,CUST_02466,SAVINGS,2015-10-14,INACTIVE,N,,2020-08-15
ACC_003070,CUST_02467,SAVINGS,2022-07-27,ACTIVE,N,,
ACC_003071,CUST_02468,SAVINGS,2018-12-12,DORMANT,Y,2021-01-09,
ACC_003072,CUST_02469,SAVINGS,2002-01-17,ACTIVE,N,,
ACC_003073,CUST_02470,SAVINGS,1952-05-05,ACTIVE,N,,
ACC_003074,CUST_02470,SAVINGS,2017-08-24,INACTIVE,N,,2023-11-01
ACC_003075,CUST_02470,SAVINGS,2003-07-30,ACTIVE,N,,
ACC_003076,CUST_02471,SAVINGS,2000-09-23,ACTIVE,N,,
ACC_003077,CUST_02472,SAVINGS,2024-05-22,ACTIVE,N,,
ACC_003078,CUST_02472,SAVINGS,1964-09-27,ACTIVE,N,,
ACC_003079,CUST_02472,SAVINGS,2011-07-22,ACTIVE,N,,
ACC_003080,CUST_02473,CURRENT,1980-06-30,ACTIVE,N,,
ACC_003081,CUST_02474,SAVINGS,1953-05-22,ACTIVE,N,,
ACC_003082,CUST_02475,SAVINGS,2004-01-30,ACTIVE,N,,
ACC_003083,CUST_02476,CURRENT,1981-08-04,ACTIVE,N,,
ACC_003084,CUST_02477,SAVINGS,2010-11-06,ACTIVE,N,,
ACC_003085,CUST_02478,SAVINGS,2000-05-01,ACTIVE,N,,
ACC_003086,CUST_02479,SAVINGS,2014-11-23,ACTIVE,N,,
ACC_003087,CUST_02480,SAVINGS,1964-10-29,ACTIVE,N,,
ACC_003088,CUST_02481,SAVINGS,1992-04-10,ACTIVE,N,,
ACC_003089,CUST_02481,SAVINGS,1995-03-31,ACTIVE,N,,
ACC_003090,CUST_02482,CURRENT,1969-07-26,ACTIVE,N,,
ACC_003091,CUST_02482,CURRENT,1961-05-20,ACTIVE,N,,
ACC_003092,CUST_02483,CURRENT,1962-12-25,ACTIVE,N,,
ACC_003093,CUST_02484,CURRENT,1973-01-13,ACTIVE,N,,
ACC_003094,CUST_02485,SAVINGS,1978-04-07,DORMANT,Y,2011-08-06,
ACC_003095,CUST_02486,SAVINGS,1984-01-09,ACTIVE,N,,
ACC_003096,CUST_02487,SAVINGS,1961-06-02,ACTIVE,N,,
ACC_003097,CUST_02488,CURRENT,1969-03-27,ACTIVE,N,,
ACC_003098,CUST_02489,SAVINGS,2004-11-15,ACTIVE,N,,
ACC_003099,CUST_02490,SAVINGS,2014-06-12,ACTIVE,N,,
ACC_003100,CUST_02491,SAVINGS,2021-03-27,ACTIVE,N,,
ACC_003101,CUST_02492,CURRENT,1981-08-20,ACTIVE,N,,
ACC_003102,CUST_02493,SAVINGS,1958-01-08,ACTIVE,N,,
ACC_003103,CUST_02494,SAVINGS,2017-02-25,ACTIVE,N,,
ACC_003104,CUST_02495,SAVINGS,1984-04-20,ACTIVE,N,,
ACC_003105,CUST_02495,SAVINGS,2006-01-20,ACTIVE,N,,
ACC_003106,CUST_02496,SAVINGS,1992-05-22,ACTIVE,N,,
ACC_003107,CUST_02497,SAVINGS,1995-12-26,ACTIVE,N,,
ACC_003108,CUST_02498,CURRENT,1970-07-01,ACTIVE,N,,
ACC_003109,CUST_02499,SAVINGS,1954-12-20,DORMANT,Y,1998-09-19,
ACC_003110,CUST_02500,SAVINGS,2005-04-30,ACTIVE,N,,
ACC_003111,CUST_02501,SAVINGS,1950-10-04,ACTIVE,N,,
ACC_003112,CUST_02502,SAVINGS,1986-06-30,ACTIVE,N,,
ACC_003113,CUST_02502,CURRENT,1978-06-23,ACTIVE,N,,
ACC_003114,CUST_02503,SAVINGS,2016-07-07,ACTIVE,N,,
ACC_003115,CUST_02504,SAVINGS,2024-04-03,ACTIVE,N,,
ACC_003116,CUST_02504,SAVINGS,2018-01-09,ACTIVE,N,,
ACC_003117,CUST_02505,SAVINGS,1992-08-08,ACTIVE,N,,
ACC_003118,CUST_02506,SAVINGS,1982-01-31,ACTIVE,N,,
ACC_003119,CUST_02507,CURRENT,1993-10-20,ACTIVE,N,,
ACC_003120,CUST_02508,SAVINGS,2012-10-16,DORMANT,Y,2024-11-06,
ACC_003121,CUST_02509,SAVINGS,2015-09-26,ACTIVE,N,,
ACC_003122,CUST_02509,SAVINGS,2020-01-06,ACTIVE,N,,
ACC_003123,CUST_02510,CURRENT,1961-01-31,DORMANT,Y,2023-10-10,
ACC_003124,CUST_02511,SAVINGS,1964-04-18,ACTIVE,N,,
ACC_003125,CUST_02512,CURRENT,2007-12-09,ACTIVE,N,,
ACC_003126,CUST_02513,SAVINGS,1960-07-19,ACTIVE,N,,
ACC_003127,CUST_02514,SAVINGS,2001-02-17,ACTIVE,N,,
ACC_003128,CUST_02515,SAVINGS,1967-04-29,ACTIVE,N,,
ACC_003129,CUST_02515,SAVINGS,1951-11-09,ACTIVE,N,,
ACC_003130,CUST_02515,CURRENT,1972-01-23,ACTIVE,N,,
ACC_003131,CUST_02516,CURRENT,2020-10-06,INACTIVE,N,,2023-12-12
ACC_003132,CUST_02517,SAVINGS,1966-07-14,DORMANT,Y,1977-11-03,
ACC_003133,CUST_02517,SAVINGS,1976-11-11,DORMANT,Y,2006-08-22,
ACC_003134,CUST_02518,CURRENT,1965-06-21,ACTIVE,N,,
ACC_003135,CUST_02518,SAVINGS,1955-04-26,ACTIVE,N,,
ACC_003136,CUST_02519,SAVINGS,2007-09-25,ACTIVE,N,,
ACC_003137,CUST_02520,SAVINGS,2017-05-24,ACTIVE,N,,
ACC_003138,CUST_02521,SAVINGS,1973-03-27,ACTIVE,N,,
ACC_003139,CUST_02522,SAVINGS,2021-05-25,ACTIVE,N,,
ACC_003140,CUST_02522,SAVINGS,2016-04-22,ACTIVE,N,,
ACC_003141,CUST_02523,SAVINGS,1969-01-13,ACTIVE,N,,
ACC_003142,CUST_02524,SAVINGS,2024-06-16,ACTIVE,N,,
ACC_003143,CUST_02525,CURRENT,2006-11-29,ACTIVE,N,,
ACC_003144,CUST_02526,SAVINGS,2004-05-11,ACTIVE,N,,
ACC_003145,CUST_02527,CURRENT,1951-04-06,ACTIVE,N,,
ACC_003146,CUST_02528,SAVINGS,1990-05-22,ACTIVE,N,,
ACC_003147,CUST_02528,SAVINGS,1966-01-02,ACTIVE,N,,
ACC_003148,CUST_02529,SAVINGS,2009-04-08,ACTIVE,N,,
ACC_003149,CUST_02530,SAVINGS,1990-01-16,ACTIVE,N,,
ACC_003150,CUST_02531,SAVINGS,1986-11-24,DORMANT,Y,2022-06-14,
ACC_003151,CUST_02531,SAVINGS,1993-11-16,ACTIVE,N,,
ACC_003152,CUST_02532,SAVINGS,2000-07-30,ACTIVE,N,,
ACC_003153,CUST_02533,SAVINGS,1972-08-02,ACTIVE,N,,
ACC_003154,CUST_02534,SAVINGS,1969-04-05,ACTIVE,N,,
ACC_003155,CUST_02535,SAVINGS,1989-06-30,ACTIVE,N,,
ACC_003156,CUST_02536,SAVINGS,2021-03-19,ACTIVE,N,,
ACC_003157,CUST_02537,SAVINGS,1977-10-29,ACTIVE,N,,
ACC_003158,CUST_02538,SAVINGS,2000-07-12,ACTIVE,N,,
ACC_003159,CUST_02539,SAVINGS,2020-09-08,ACTIVE,N,,
ACC_003160,CUST_02540,CURRENT,1984-03-12,ACTIVE,N,,
ACC_003161,CUST_02541,SAVINGS,2014-04-03,ACTIVE,N,,
ACC_003162,CUST_02542,SAVINGS,2012-12-30,ACTIVE,N,,
ACC_003163,CUST_02543,SAVINGS,1978-08-31,ACTIVE,N,,
ACC_003164,CUST_02544,CURRENT,1994-12-09,ACTIVE,N,,
ACC_003165,CUST_02545,SAVINGS,1968-06-02,ACTIVE,N,,
ACC_003166,CUST_02546,CURRENT,1972-05-09,ACTIVE,N,,
ACC_003167,CUST_02547,SAVINGS,2021-05-14,ACTIVE,N,,
ACC_003168,CUST_02548,SAVINGS,2014-06-30,ACTIVE,N,,
ACC_003169,CUST_02549,SAVINGS,1951-05-04,ACTIVE,N,,
ACC_003170,CUST_02550,SAVINGS,1993-03-28,ACTIVE,N,,
ACC_003171,CUST_02551,SAVINGS,2006-08-29,DORMANT,Y,2012-10-03,
ACC_003172,CUST_02552,SAVINGS,1970-06-18,ACTIVE,N,,
ACC_003173,CUST_02552,SAVINGS,2014-01-13,ACTIVE,N,,
ACC_003174,CUST_02553,SAVINGS,1959-02-15,DORMANT,Y,1959-07-04,
ACC_003175,CUST_02554,CURRENT,1992-06-10,ACTIVE,N,,
ACC_003176,CUST_02555,SAVINGS,1975-07-18,DORMANT,Y,1989-02-06,
ACC_003177,CUST_02556,SAVINGS,1962-10-10,ACTIVE,N,,
ACC_003178,CUST_02557,SAVINGS,2023-03-09,ACTIVE,N,,
ACC_003179,CUST_02558,SAVINGS,2012-05-31,INACTIVE,N,,2018-01-16
ACC_003180,CUST_02559,SAVINGS,1962-11-22,ACTIVE,N,,
ACC_003181,CUST_02560,SAVINGS,1958-04-26,ACTIVE,N,,
ACC_003182,CUST_02561,SAVINGS,2013-10-15,ACTIVE,N,,
ACC_003183,CUST_02562,SAVINGS,1971-04-18,ACTIVE,N,,
ACC_003184,CUST_02563,SAVINGS,1959-02-02,ACTIVE,N,,
ACC_003185,CUST_02564,SAVINGS,1997-09-12,DORMANT,Y,2019-05-08,
ACC_003186,CUST_02565,SAVINGS,1980-10-05,ACTIVE,N,,
ACC_003187,CUST_02565,SAVINGS,1996-12-12,ACTIVE,N,,
ACC_003188,CUST_02565,SAVINGS,1951-12-04,ACTIVE,N,,
ACC_003189,CUST_02566,SAVINGS,1976-03-21,ACTIVE,N,,
ACC_003190,CUST_02567,SAVINGS,1987-05-16,ACTIVE,N,,
ACC_003191,CUST_02568,SAVINGS,1988-09-05,ACTIVE,N,,
ACC_003192,CUST_02569,SAVINGS,2008-01-01,ACTIVE,N,,
ACC_003193,CUST_02570,CURRENT,1991-08-12,DORMANT,Y,2004-02-09,
ACC_003194,CUST_02570,CURRENT,2004-11-19,ACTIVE,N,,
ACC_003195,CUST_02570,CURRENT,1984-09-02,ACTIVE,N,,
ACC_003196,CUST_02571,SAVINGS,2023-08-20,ACTIVE,N,,
ACC_003197,CUST_02572,CURRENT,1977-07-28,INACTIVE,N,,1982-11-04
ACC_003198,CUST_02573,SAVINGS,1970-09-29,ACTIVE,N,,
ACC_003199,CUST_02574,SAVINGS,1964-01-06,ACTIVE,N,,
ACC_003200,CUST_02574,SAVINGS,1979-06-17,ACTIVE,N,,
ACC_003201,CUST_02575,SAVINGS,1988-02-09,ACTIVE,N,,
ACC_003202,CUST_02576,SAVINGS,1974-04-09,ACTIVE,N,,
ACC_003203,CUST_02577,SAVINGS,1985-10-14,ACTIVE,N,,
ACC_003204,CUST_02578,SAVINGS,1963-12-05,ACTIVE,N,,
ACC_003205,CUST_02579,SAVINGS,1967-03-31,ACTIVE,N,,
ACC_003206,CUST_02579,SAVINGS,2021-02-01,ACTIVE,N,,
ACC_003207,CUST_02579,SAVINGS,2002-02-13,INACTIVE,N,,2013-05-09
ACC_003208,CUST_02580,SAVINGS,1987-09-25,ACTIVE,N,,
ACC_003209,CUST_02581,SAVINGS,2014-06-07,ACTIVE,N,,
ACC_003210,CUST_02582,CURRENT,1978-06-27,ACTIVE,N,,
ACC_003211,CUST_02583,SAVINGS,1972-11-17,ACTIVE,N,,
ACC_003212,CUST_02583,SAVINGS,1950-05-13,ACTIVE,N,,
ACC_003213,CUST_02584,SAVINGS,1981-07-21,ACTIVE,N,,
ACC_003214,CUST_02584,SAVINGS,1979-06-17,ACTIVE,N,,
ACC_003215,CUST_02584,SAVINGS,1962-06-07,ACTIVE,N,,
ACC_003216,CUST_02585,SAVINGS,1969-12-09,ACTIVE,N,,
ACC_003217,CUST_02585,SAVINGS,1969-07-05,ACTIVE,N,,
ACC_003218,CUST_02586,SAVINGS,1972-06-07,ACTIVE,N,,
ACC_003219,CUST_02587,SAVINGS,2014-09-17,ACTIVE,N,,
ACC_003220,CUST_02588,CURRENT,1950-01-13,ACTIVE,N,,
ACC_003221,CUST_02589,SAVINGS,1994-01-03,ACTIVE,N,,
ACC_003222,CUST_02590,SAVINGS,1960-08-02,ACTIVE,N,,
ACC_003223,CUST_02591,CURRENT,1957-02-07,ACTIVE,N,,
ACC_003224,CUST_02592,SAVINGS,1968-08-23,ACTIVE,N,,
ACC_003225,CUST_02593,SAVINGS,2019-08-24,ACTIVE,N,,
ACC_003226,CUST_02593,SAVINGS,2009-11-04,ACTIVE,N,,
ACC_003227,CUST_02594,SAVINGS,2007-11-25,ACTIVE,N,,
ACC_003228,CUST_02595,SAVINGS,2014-03-13,ACTIVE,N,,
ACC_003229,CUST_02596,SAVINGS,1994-07-08,ACTIVE,N,,
ACC_003230,CUST_02596,SAVINGS,1991-03-07,ACTIVE,N,,
ACC_003231,CUST_02597,SAVINGS,2018-02-06,DORMANT,Y,2024-07-25,
ACC_003232,CUST_02597,SAVINGS,1965-12-18,ACTIVE,N,,
ACC_003233,CUST_02598,SAVINGS,1982-10-08,ACTIVE,N,,
ACC_003234,CUST_02598,SAVINGS,2003-07-10,ACTIVE,N,,
ACC_003235,CUST_02599,SAVINGS,2001-05-09,ACTIVE,N,,
ACC_003236,CUST_02600,SAVINGS,2002-06-21,ACTIVE,N,,
ACC_003237,CUST_02601,SAVINGS,2014-07-30,DORMANT,Y,2020-08-12,
ACC_003238,CUST_02602,SAVINGS,1992-06-06,ACTIVE,N,,
ACC_003239,CUST_02603,SAVINGS,2021-01-16,ACTIVE,N,,
ACC_003240,CUST_02604,SAVINGS,1993-02-20,ACTIVE,N,,
ACC_003241,CUST_02605,CURRENT,2022-03-24,ACTIVE,N,,
ACC_003242,CUST_02606,SAVINGS,1960-08-23,ACTIVE,N,,
ACC_003243,CUST_02607,SAVINGS,1979-02-10,ACTIVE,N,,
ACC_003244,CUST_02608,SAVINGS,1972-08-10,ACTIVE,N,,
ACC_003245,CUST_02608,SAVINGS,1987-10-20,DORMANT,Y,1997-07-10,
ACC_003246,CUST_02609,SAVINGS,2009-07-05,ACTIVE,N,,
ACC_003247,CUST_02610,SAVINGS,2010-02-09,ACTIVE,N,,
ACC_003248,CUST_02611,SAVINGS,2016-09-13,ACTIVE,N,,
ACC_003249,CUST_02611,SAVINGS,1984-02-06,ACTIVE,N,,
ACC_003250,CUST_02611,CURRENT,1966-05-14,ACTIVE,N,,
ACC_003251,CUST_02612,CURRENT,2009-04-05,ACTIVE,N,,
ACC_003252,CUST_02613,SAVINGS,1997-05-22,INACTIVE,N,,2003-06-12
ACC_003253,CUST_02614,CURRENT,1953-06-11,ACTIVE,N,,
ACC_003254,CUST_02615,SAVINGS,1999-10-09,ACTIVE,N,,
ACC_003255,CUST_02616,SAVINGS,2013-06-07,ACTIVE,N,,
ACC_003256,CUST_02617,SAVINGS,1997-02-02,ACTIVE,N,,
ACC_003257,CUST_02618,SAVINGS,2007-09-20,DORMANT,Y,2014-12-28,
ACC_003258,CUST_02619,SAVINGS,1975-12-29,ACTIVE,N,,
ACC_003259,CUST_02620,SAVINGS,2002-01-20,INACTIVE,N,,2014-10-14
ACC_003260,CUST_02621,SAVINGS,1974-05-13,ACTIVE,N,,
ACC_003261,CUST_02622,CURRENT,1951-06-15,ACTIVE,N,,
ACC_003262,CUST_02623,SAVINGS,1976-08-27,ACTIVE,N,,
ACC_003263,CUST_02624,CURRENT,2010-03-02,ACTIVE,N,,
ACC_003264,CUST_02624,CURRENT,1999-02-17,ACTIVE,N,,
ACC_003265,CUST_02625,SAVINGS,2021-08-03,ACTIVE,N,,
ACC_003266,CUST_02626,SAVINGS,1976-07-10,ACTIVE,N,,
ACC_003267,CUST_02626,SAVINGS,1950-10-07,ACTIVE,N,,
ACC_003268,CUST_02627,SAVINGS,1992-03-30,ACTIVE,N,,
ACC_003269,CUST_02628,SAVINGS,1994-09-14,ACTIVE,N,,
ACC_003270,CUST_02629,SAVINGS,1962-10-23,ACTIVE,N,,
ACC_003271,CUST_02630,SAVINGS,2000-03-15,ACTIVE,N,,
ACC_003272,CUST_02631,SAVINGS,1984-07-15,ACTIVE,N,,
ACC_003273,CUST_02632,SAVINGS,2018-06-06,DORMANT,Y,2018-07-16,
ACC_003274,CUST_02633,SAVINGS,1987-02-28,ACTIVE,N,,
ACC_003275,CUST_02634,SAVINGS,1954-07-25,ACTIVE,N,,
ACC_003276,CUST_02635,SAVINGS,1987-06-03,ACTIVE,N,,
ACC_003277,CUST_02636,CURRENT,2015-02-27,ACTIVE,N,,
ACC_003278,CUST_02636,SAVINGS,2004-03-17,ACTIVE,N,,
ACC_003279,CUST_02637,SAVINGS,1955-12-24,ACTIVE,N,,
ACC_003280,CUST_02637,SAVINGS,1984-06-09,ACTIVE,N,,
ACC_003281,CUST_02638,SAVINGS,1987-04-26,DORMANT,Y,1991-03-18,
ACC_003282,CUST_02639,SAVINGS,1954-02-21,ACTIVE,N,,
ACC_003283,CUST_02640,SAVINGS,2014-01-29,ACTIVE,N,,
ACC_003284,CUST_02641,SAVINGS,2011-11-09,ACTIVE,N,,
ACC_003285,CUST_02642,SAVINGS,2016-09-23,ACTIVE,N,,
ACC_003286,CUST_02642,SAVINGS,1973-08-26,ACTIVE,N,,
ACC_003287,CUST_02643,SAVINGS,2014-06-09,INACTIVE,N,,2023-09-20
ACC_003288,CUST_02644,SAVINGS,1964-02-21,INACTIVE,N,,1966-09-27
ACC_003289,CUST_02644,SAVINGS,2000-04-17,DORMANT,Y,2001-04-10,
ACC_003290,CUST_02644,SAVINGS,1970-11-07,ACTIVE,N,,
ACC_003291,CUST_02645,SAVINGS,1974-01-29,ACTIVE,N,,
ACC_003292,CUST_02646,SAVINGS,1967-12-02,ACTIVE,N,,
ACC_003293,CUST_02647,SAVINGS,1961-04-10,INACTIVE,N,,1989-10-28
ACC_003294,CUST_02647,CURRENT,1966-04-03,ACTIVE,N,,
ACC_003295,CUST_02648,SAVINGS,1957-08-18,ACTIVE,N,,
ACC_003296,CUST_02648,SAVINGS,2010-05-06,ACTIVE,N,,
ACC_003297,CUST_02649,SAVINGS,1958-06-26,ACTIVE,N,,
ACC_003298,CUST_02650,CURRENT,1992-10-07,ACTIVE,N,,
ACC_003299,CUST_02651,CURRENT,1963-04-08,ACTIVE,N,,
ACC_003300,CUST_02652,SAVINGS,2024-01-19,ACTIVE,N,,
ACC_003301,CUST_02653,SAVINGS,1987-10-07,ACTIVE,N,,
ACC_003302,CUST_02654,SAVINGS,1976-06-05,DORMANT,Y,2021-01-02,
ACC_003303,CUST_02655,CURRENT,1952-04-08,ACTIVE,N,,
ACC_003304,CUST_02656,SAVINGS,1995-04-11,ACTIVE,N,,
ACC_003305,CUST_02657,SAVINGS,1993-01-27,ACTIVE,N,,
ACC_003306,CUST_02658,CURRENT,1973-01-11,ACTIVE,N,,
ACC_003307,CUST_02658,CURRENT,1999-11-06,ACTIVE,N,,
ACC_003308,CUST_02659,SAVINGS,2020-04-10,ACTIVE,N,,
ACC_003309,CUST_02660,CURRENT,1951-12-06,ACTIVE,N,,
ACC_003310,CUST_02660,SAVINGS,2004-11-14,ACTIVE,N,,
ACC_003311,CUST_02661,SAVINGS,2006-09-02,ACTIVE,N,,
ACC_003312,CUST_02662,CURRENT,1958-05-15,ACTIVE,N,,
ACC_003313,CUST_02663,SAVINGS,1958-11-03,ACTIVE,N,,
ACC_003314,CUST_02663,SAVINGS,1976-04-05,ACTIVE,N,,
ACC_003315,CUST_02664,SAVINGS,2018-04-04,ACTIVE,N,,
ACC_003316,CUST_02664,SAVINGS,1970-01-28,ACTIVE,N,,
ACC_003317,CUST_02665,SAVINGS,1986-04-16,ACTIVE,N,,
ACC_003318,CUST_02666,SAVINGS,1961-06-06,INACTIVE,N,,1973-03-04
ACC_003319,CUST_02667,SAVINGS,2010-05-07,ACTIVE,N,,
ACC_003320,CUST_02668,SAVINGS,1956-01-22,DORMANT,Y,1993-07-22,
ACC_003321,CUST_02669,SAVINGS,1977-01-15,ACTIVE,N,,
ACC_003322,CUST_02669,SAVINGS,2018-10-17,ACTIVE,N,,
ACC_003323,CUST_02669,SAVINGS,2005-09-13,DORMANT,Y,2011-08-02,
ACC_003324,CUST_02670,SAVINGS,1950-06-10,ACTIVE,N,,
ACC_003325,CUST_02671,SAVINGS,1992-05-08,ACTIVE,N,,
ACC_003326,CUST_02672,SAVINGS,1987-04-05,ACTIVE,N,,
ACC_003327,CUST_02673,SAVINGS,1997-09-23,ACTIVE,N,,
ACC_003328,CUST_02674,SAVINGS,1966-01-08,ACTIVE,N,,
ACC_003329,CUST_02675,CURRENT,1996-06-21,ACTIVE,N,,
ACC_003330,CUST_02676,SAVINGS,2013-06-16,ACTIVE,N,,
ACC_003331,CUST_02677,SAVINGS,1961-09-19,ACTIVE,N,,
ACC_003332,CUST_02678,SAVINGS,2013-01-06,ACTIVE,N,,
ACC_003333,CUST_02679,SAVINGS,1961-12-31,ACTIVE,N,,
ACC_003334,CUST_02680,SAVINGS,1965-10-28,ACTIVE,N,,
ACC_003335,CUST_02681,SAVINGS,1962-04-29,ACTIVE,N,,
ACC_003336,CUST_02681,CURRENT,1974-11-03,INACTIVE,N,,2024-06-26
ACC_003337,CUST_02682,CURRENT,1961-10-05,ACTIVE,N,,
ACC_003338,CUST_02683,SAVINGS,1975-04-09,DORMANT,Y,1996-11-15,
ACC_003339,CUST_02684,CURRENT,1952-09-26,ACTIVE,N,,
ACC_003340,CUST_02684,SAVINGS,1973-01-17,ACTIVE,N,,
ACC_003341,CUST_02685,SAVINGS,1951-06-03,ACTIVE,N,,
ACC_003342,CUST_02686,SAVINGS,1979-08-10,ACTIVE,N,,
ACC_003343,CUST_02686,CURRENT,2000-12-21,ACTIVE,N,,
ACC_003344,CUST_02687,SAVINGS,2012-08-27,ACTIVE,N,,
ACC_003345,CUST_02688,SAVINGS,1961-01-23,ACTIVE,N,,
ACC_003346,CUST_02688,SAVINGS,1983-08-01,ACTIVE,N,,
ACC_003347,CUST_02689,SAVINGS,1991-11-21,ACTIVE,N,,
ACC_003348,CUST_02689,SAVINGS,1976-01-03,ACTIVE,N,,
ACC_003349,CUST_02690,SAVINGS,1968-01-25,DORMANT,Y,1989-03-12,
ACC_003350,CUST_02691,CURRENT,1957-04-05,ACTIVE,N,,
ACC_003351,CUST_02692,SAVINGS,2001-08-16,ACTIVE,N,,
ACC_003352,CUST_02693,SAVINGS,1989-01-26,INACTIVE,N,,2001-03-08
ACC_003353,CUST_02694,SAVINGS,1987-12-20,ACTIVE,N,,
ACC_003354,CUST_02695,SAVINGS,1969-02-10,ACTIVE,N,,
ACC_003355,CUST_02696,CURRENT,1992-12-11,DORMANT,Y,2007-01-11,
ACC_003356,CUST_02697,SAVINGS,1980-10-02,ACTIVE,N,,
ACC_003357,CUST_02698,SAVINGS,1975-08-15,ACTIVE,N,,
ACC_003358,CUST_02699,SAVINGS,1987-02-16,ACTIVE,N,,
