transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_category,transaction_amount
TXN_00024715,ACC_005281,CUST_04232,2024-10-07,CREDIT,IMPS,314999.86
TXN_00024716,ACC_009022,CUST_07223,2024-12-23,DEBIT,CHEQUE,1099758.1
TXN_00024717,ACC_006379,CUST_05110,2024-10-08,DEBIT,RTGS,1041623.74
TXN_00024718,ACC_009862,CUST_07905,2024-12-05,DEBIT,INTERNATIONAL_WIRE,2950116.2
TXN_00024719,ACC_009474,CUST_07595,2024-08-08,CREDIT,INTERNATIONAL_WIRE,3973440.27
TXN_00024720,ACC_007866,CUST_06288,2024-09-19,DEBIT,INTERNATIONAL_WIRE,4206285.99
TXN_00024721,ACC_004274,CUST_03418,2024-11-07,DEBIT,IMPS,1715561.79
TXN_00024722,ACC_002453,CUST_01957,2024-12-17,DEBIT,CHEQUE,1088707.59
TXN_00024723,ACC_005027,CUST_04019,2024-11-27,CREDIT,RTGS,1634013.63
TXN_00024724,ACC_000408,CUST_00331,2024-09-08,DEBIT,CASH,20357.48
TXN_00024725,ACC_002781,CUST_02228,2024-07-29,CREDIT,UPI,1215172.39
TXN_00024726,ACC_002332,CUST_01852,2024-07-03,DEBIT,RTGS,3470601.08
TXN_00024727,ACC_001151,CUST_00921,2024-09-27,DEBIT,IMPS,1973173.61
TXN_00024728,ACC_009288,CUST_07430,2024-12-28,DEBIT,INTERNATIONAL_WIRE,3084240.64
TXN_00024729,ACC_009657,CUST_07740,2024-12-08,CREDIT,RTGS,1054971.0
TXN_00024730,ACC_004487,CUST_03589,2024-07-05,DEBIT,INTERNATIONAL_WIRE,1449713.86
TXN_00024731,ACC_004511,CUST_03608,2024-08-05,CREDIT,UPI,2093931.44
TXN_00024732,ACC_008043,CUST_06433,2024-07-17,DEBIT,UPI,3095968.22
TXN_00024733,ACC_007516,CUST_06005,2024-11-03,DEBIT,UPI,1307951.06
TXN_00024734,ACC_001287,CUST_01033,2024-12-13,CREDIT,UPI,4411600.53
TXN_00024735,ACC_004982,CUST_03985,2024-07-22,CREDIT,RTGS,3162252.29
TXN_00024736,ACC_001411,CUST_01130,2024-12-08,DEBIT,UPI,1398981.44
TXN_00024737,ACC_009046,CUST_07243,2024-12-10,DEBIT,INTERNATIONAL_WIRE,541411.84
TXN_00024738,ACC_005857,CUST_04696,2024-10-29,DEBIT,NEFT,4702082.9
TXN_00024739,ACC_003139,CUST_02522,2024-11-27,DEBIT,NEFT,2570877.38
TXN_00024740,ACC_001956,CUST_01555,2024-11-29,CREDIT,CHEQUE,715496.31
TXN_00024741,ACC_002509,CUST_01998,2024-08-31,DEBIT,CHEQUE,3868874.46
TXN_00024742,ACC_001669,CUST_01327,2024-07-30,CREDIT,FX,4062484.17
TXN_00024743,ACC_007789,CUST_06223,2024-11-26,CREDIT,NEFT,3315521.92
TXN_00024744,ACC_007095,CUST_05667,2024-08-12,DEBIT,CASH,16532.57
TXN_00024745,ACC_005507,CUST_04415,2024-10-04,DEBIT,FX,2716626.74
TXN_00024746,ACC_002369,CUST_01884,2024-08-15,DEBIT,UPI,1221383.09
TXN_00024747,ACC_002065,CUST_01641,2024-10-02,CREDIT,RTGS,286459.69
TXN_00024748,ACC_007114,CUST_05685,2024-12-27,CREDIT,IMPS,524508.98
TXN_00024749,ACC_008913,CUST_07140,2024-07-29,DEBIT,UPI,2008171.6
TXN_00024750,ACC_000922,CUST_00739,2024-11-10,DEBIT,FX,1710664.17
TXN_00024751,ACC_004415,CUST_03530,2024-07-22,DEBIT,CHEQUE,3465616.35
TXN_00024752,ACC_001812,CUST_01440,2024-08-15,CREDIT,RTGS,455375.75
TXN_00024753,ACC_006811,CUST_05441,2024-08-02,DEBIT,CHEQUE,1518565.89
TXN_00024754,ACC_000626,CUST_00505,2024-11-16,DEBIT,INTERNATIONAL_WIRE,3233983.81
TXN_00024755,ACC_007674,CUST_06134,2024-08-04,CREDIT,INTERNATIONAL_WIRE,210103.2
TXN_00024756,ACC_004434,CUST_03546,2024-07-13,DEBIT,FX,2385409.8
TXN_00024757,ACC_001515,CUST_01205,2024-11-17,CREDIT,FX,73884.53
TXN_00024758,ACC_003024,CUST_02426,2024-07-25,DEBIT,IMPS,2679084.37
TXN_00024759,ACC_001033,CUST_00829,2024-07-01,DEBIT,CHEQUE,834696.17
TXN_00024760,ACC_009840,CUST_07887,2024-11-28,CREDIT,FX,242561.88
TXN_00024761,ACC_006046,CUST_04845,2024-07-16,DEBIT,CASH,23613.66
TXN_00024762,ACC_009747,CUST_07815,2024-12-14,CREDIT,FX,1473647.0
TXN_00024763,ACC_008245,CUST_06592,2024-07-14,CREDIT,IMPS,2660132.14
TXN_00024764,ACC_009093,CUST_07281,2024-08-08,DEBIT,IMPS,4509704.82
TXN_00024765,ACC_007138,CUST_05702,2024-12-30,CREDIT,CHEQUE,4682988.27
TXN_00024766,ACC_003749,CUST_03005,2024-07-14,DEBIT,NEFT,2564470.66
TXN_00024767,ACC_008619,CUST_06899,2024-08-10,DEBIT,CHEQUE,4113423.62
TXN_00024768,ACC_004514,CUST_03610,2024-10-10,DEBIT,NEFT,680677.11
TXN_00024769,ACC_003184,CUST_02563,2024-11-21,DEBIT,INTERNATIONAL_WIRE,3223617.71
TXN_00024770,ACC_000984,CUST_00789,2024-11-03,DEBIT,UPI,4148322.93
TXN_00024771,ACC_004693,CUST_03754,2024-11-28,CREDIT,IMPS,2776927.26
TXN_00024772,ACC_002513,CUST_02002,2024-08-27,DEBIT,RTGS,4459857.69
TXN_00024773,ACC_009884,CUST_07923,2024-08-09,DEBIT,CHEQUE,4590320.19
TXN_00024774,ACC_006867,CUST_05486,2024-08-20,DEBIT,CHEQUE,423771.03
TXN_00024775,ACC_008915,CUST_07142,2024-10-13,DEBIT,IMPS,1498095.04
TXN_00024776,ACC_008640,CUST_06917,2024-11-29,CREDIT,IMPS,4409543.47
TXN_00024777,ACC_006648,CUST_05312,2024-09-12,CREDIT,INTERNATIONAL_WIRE,2313003.62
TXN_00024778,ACC_006937,CUST_05545,2024-12-02,CREDIT,NEFT,137441.34
TXN_00024779,ACC_008590,CUST_06876,2024-10-21,DEBIT,CHEQUE,124112.49
TXN_00024780,ACC_000749,CUST_00598,2024-10-21,DEBIT,RTGS,437073.18
TXN_00024781,ACC_005977,CUST_04791,2024-07-07,DEBIT,IMPS,2710363.54
TXN_00024782,ACC_000279,CUST_00224,2024-07-17,CREDIT,INTERNATIONAL_WIRE,1908543.55
TXN_00024783,ACC_008882,CUST_07114,2024-11-25,CREDIT,CHEQUE,3513837.06
TXN_00024784,ACC_008340,CUST_06666,2024-07-09,CREDIT,NEFT,894253.03
TXN_00024785,ACC_001362,CUST_01091,2024-07-30,DEBIT,UPI,3316228.49
TXN_00024786,ACC_007772,CUST_06213,2024-10-19,CREDIT,CHEQUE,2318596.32
TXN_00024787,ACC_008225,CUST_06579,2024-09-12,CREDIT,RTGS,3952014.95
TXN_00024788,ACC_003343,CUST_02686,2024-10-10,DEBIT,NEFT,868633.17
TXN_00024789,ACC_002799,CUST_02241,2024-12-05,DEBIT,INTERNATIONAL_WIRE,2947346.03
TXN_00024790,ACC_005568,CUST_04465,2024-10-28,DEBIT,RTGS,3937658.34
TXN_00024791,ACC_007880,CUST_06300,2024-07-27,CREDIT,CHEQUE,1097024.5
TXN_00024792,ACC_001401,CUST_01120,2024-07-09,CREDIT,FX,2091791.22
TXN_00024793,ACC_008532,CUST_06825,2024-11-19,CREDIT,INTERNATIONAL_WIRE,3426749.88
TXN_00024794,ACC_007542,CUST_06025,2024-10-20,CREDIT,IMPS,3254362.63
TXN_00024795,ACC_002342,CUST_01860,2024-09-27,CREDIT,CHEQUE,4492085.96
TXN_00024796,ACC_003635,CUST_02922,2024-08-24,CREDIT,UPI,1279682.29
TXN_00024797,ACC_001567,CUST_01244,2024-09-04,CREDIT,IMPS,1563963.13
TXN_00024798,ACC_007718,CUST_06169,2024-08-28,DEBIT,CHEQUE,4870457.27
TXN_00024799,ACC_004880,CUST_03905,2024-08-04,DEBIT,UPI,3907522.13
TXN_00024800,ACC_009361,CUST_07495,2024-11-15,CREDIT,INTERNATIONAL_WIRE,1933766.68
TXN_00024801,ACC_006434,CUST_05154,2024-11-14,DEBIT,IMPS,351251.38
TXN_00024802,ACC_000848,CUST_00679,2024-11-07,CREDIT,FX,3793785.98
TXN_00024803,ACC_009046,CUST_07243,2024-09-17,DEBIT,INTERNATIONAL_WIRE,1772814.12
TXN_00024804,ACC_000807,CUST_00647,2024-07-30,CREDIT,UPI,3514506.77
TXN_00024805,ACC_003152,CUST_02532,2024-08-24,DEBIT,NEFT,4758060.93
TXN_00024806,ACC_007314,CUST_05850,2024-11-04,CREDIT,CHEQUE,3867979.66
TXN_00024807,ACC_002912,CUST_02332,2024-09-16,DEBIT,INTERNATIONAL_WIRE,334743.3
TXN_00024808,ACC_001004,CUST_00804,2024-11-29,CREDIT,IMPS,4420935.07
TXN_00024809,ACC_005733,CUST_04594,2024-08-18,CREDIT,RTGS,421521.8
TXN_00024810,ACC_007870,CUST_06291,2024-07-25,CREDIT,RTGS,3741913.21
TXN_00024811,ACC_001942,CUST_01544,2024-10-27,DEBIT,NEFT,3450686.41
TXN_00024812,ACC_004555,CUST_03645,2024-11-05,CREDIT,FX,885188.44
TXN_00024813,ACC_004516,CUST_03611,2024-11-15,CREDIT,CASH,21666.77
TXN_00024814,ACC_004358,CUST_03481,2024-12-14,CREDIT,INTERNATIONAL_WIRE,2802716.12
TXN_00024815,ACC_007213,CUST_05766,2024-09-28,CREDIT,RTGS,3218168.85
TXN_00024816,ACC_006883,CUST_05500,2024-09-19,CREDIT,IMPS,4631150.07
TXN_00024817,ACC_009878,CUST_07918,2024-08-12,CREDIT,IMPS,2200144.04
TXN_00024818,ACC_009392,CUST_07524,2024-11-04,DEBIT,RTGS,3600746.71
TXN_00024819,ACC_007827,CUST_06256,2024-09-14,CREDIT,FX,2135197.93
TXN_00024820,ACC_007009,CUST_05601,2024-10-26,CREDIT,INTERNATIONAL_WIRE,1229314.95
TXN_00024821,ACC_007791,CUST_06225,2024-07-09,CREDIT,CHEQUE,2274236.41
TXN_00024822,ACC_000922,CUST_00739,2024-10-31,CREDIT,FX,1072610.92
TXN_00024823,ACC_006855,CUST_05478,2024-10-17,DEBIT,INTERNATIONAL_WIRE,4735783.51
TXN_00024824,ACC_002966,CUST_02379,2024-09-23,CREDIT,INTERNATIONAL_WIRE,1178404.84
TXN_00024825,ACC_004310,CUST_03446,2024-11-03,CREDIT,INTERNATIONAL_WIRE,1014173.11
TXN_00024826,ACC_000305,CUST_00245,2024-12-07,DEBIT,UPI,2380750.31
TXN_00024827,ACC_007354,CUST_05875,2024-11-15,CREDIT,IMPS,267668.67
TXN_00024828,ACC_005882,CUST_04716,2024-10-23,CREDIT,RTGS,3287903.6
TXN_00024829,ACC_009446,CUST_07571,2024-08-11,DEBIT,FX,3110523.07
TXN_00024830,ACC_003178,CUST_02557,2024-12-04,DEBIT,UPI,326051.08
TXN_00024831,ACC_006145,CUST_04923,2024-10-12,DEBIT,CHEQUE,4943409.19
TXN_00024832,ACC_005030,CUST_04021,2024-09-23,DEBIT,CASH,33134.38
TXN_00024833,ACC_000083,CUST_00068,2024-09-08,CREDIT,RTGS,1215347.87
TXN_00024834,ACC_002091,CUST_01664,2024-09-26,DEBIT,CASH,47709.47
TXN_00024835,ACC_003079,CUST_02472,2024-11-03,CREDIT,RTGS,4567163.15
TXN_00024836,ACC_005987,CUST_04801,2024-07-12,DEBIT,INTERNATIONAL_WIRE,3217659.21
TXN_00024837,ACC_001497,CUST_01193,2024-12-16,CREDIT,NEFT,1871471.07
TXN_00024838,ACC_003616,CUST_02910,2024-10-15,DEBIT,INTERNATIONAL_WIRE,3147178.43
TXN_00024839,ACC_006780,CUST_05416,2024-07-01,CREDIT,IMPS,4860027.33
TXN_00024840,ACC_001123,CUST_00900,2024-07-24,DEBIT,UPI,85315.08
TXN_00024841,ACC_004725,CUST_03781,2024-12-23,CREDIT,FX,3474970.24
TXN_00024842,ACC_003087,CUST_02480,2024-07-10,CREDIT,UPI,77114.12
TXN_00024843,ACC_007952,CUST_06357,2024-11-30,DEBIT,NEFT,4634688.51
TXN_00024844,ACC_001029,CUST_00825,2024-08-31,DEBIT,CASH,39003.65
TXN_00024845,ACC_007096,CUST_05668,2024-08-26,DEBIT,CHEQUE,2752538.37
TXN_00024846,ACC_002070,CUST_01645,2024-08-31,CREDIT,CHEQUE,1078627.46
TXN_00024847,ACC_007159,CUST_05720,2024-12-21,CREDIT,CHEQUE,2313567.56
TXN_00024848,ACC_000397,CUST_00321,2024-07-09,CREDIT,INTERNATIONAL_WIRE,3320787.33
TXN_00024849,ACC_003669,CUST_02945,2024-10-13,DEBIT,INTERNATIONAL_WIRE,273428.48
TXN_00024850,ACC_008016,CUST_06413,2024-08-26,DEBIT,UPI,4850226.88
TXN_00024851,ACC_002649,CUST_02116,2024-07-08,DEBIT,UPI,1799507.93
TXN_00024852,ACC_001505,CUST_01198,2024-07-26,CREDIT,CASH,14638.68
TXN_00024853,ACC_008617,CUST_06897,2024-12-13,CREDIT,NEFT,4511581.61
TXN_00024854,ACC_006932,CUST_05541,2024-10-12,DEBIT,RTGS,2665338.01
TXN_00024855,ACC_009734,CUST_07803,2024-11-29,DEBIT,RTGS,3134757.89
TXN_00024856,ACC_009345,CUST_07481,2024-09-09,DEBIT,RTGS,946635.9
TXN_00024857,ACC_004034,CUST_03229,2024-08-01,DEBIT,IMPS,4267209.55
TXN_00024858,ACC_003228,CUST_02595,2024-10-25,DEBIT,NEFT,4154700.65
TXN_00024859,ACC_007592,CUST_06068,2024-08-05,DEBIT,CHEQUE,752400.23
TXN_00024860,ACC_004262,CUST_03409,2024-11-21,CREDIT,IMPS,796187.67
TXN_00024861,ACC_008805,CUST_07051,2024-08-07,CREDIT,FX,3584497.17
TXN_00024862,ACC_006343,CUST_05083,2024-10-23,DEBIT,INTERNATIONAL_WIRE,950908.7
TXN_00024863,ACC_002082,CUST_01656,2024-07-29,CREDIT,CASH,18624.8
TXN_00024864,ACC_006923,CUST_05535,2024-08-21,DEBIT,CHEQUE,2125265.24
TXN_00024865,ACC_002640,CUST_02110,2024-08-29,CREDIT,RTGS,1510687.32
TXN_00024866,ACC_002390,CUST_01899,2024-07-08,DEBIT,IMPS,2875360.19
TXN_00024867,ACC_007301,CUST_05839,2024-09-29,DEBIT,RTGS,3046940.18
TXN_00024868,ACC_005265,CUST_04218,2024-09-05,CREDIT,NEFT,1862188.9
TXN_00024869,ACC_005858,CUST_04697,2024-11-28,DEBIT,CASH,9612.72
TXN_00024870,ACC_004452,CUST_03560,2024-10-15,CREDIT,UPI,4730050.5
TXN_00024871,ACC_005451,CUST_04372,2024-12-28,DEBIT,RTGS,2724136.25
TXN_00024872,ACC_006381,CUST_05112,2024-10-03,CREDIT,FX,3457805.62
TXN_00024873,ACC_009126,CUST_07306,2024-11-27,CREDIT,INTERNATIONAL_WIRE,1256405.65
TXN_00024874,ACC_001994,CUST_01584,2024-07-26,DEBIT,IMPS,1217303.21
TXN_00024875,ACC_001184,CUST_00950,2024-11-26,DEBIT,IMPS,2417749.48
TXN_00024876,ACC_000079,CUST_00065,2024-08-04,DEBIT,UPI,2949698.22
TXN_00024877,ACC_006277,CUST_05030,2024-08-13,DEBIT,IMPS,3379826.18
TXN_00024878,ACC_007752,CUST_06198,2024-10-31,DEBIT,INTERNATIONAL_WIRE,2277297.73
TXN_00024879,ACC_005977,CUST_04791,2024-08-21,CREDIT,IMPS,2406010.49
TXN_00024880,ACC_000028,CUST_00025,2024-07-27,DEBIT,NEFT,1065126.39
TXN_00024881,ACC_000836,CUST_00670,2024-07-22,DEBIT,UPI,2459869.55
TXN_00024882,ACC_007502,CUST_05995,2024-11-11,CREDIT,INTERNATIONAL_WIRE,2815992.99
TXN_00024883,ACC_009497,CUST_07614,2024-08-03,DEBIT,INTERNATIONAL_WIRE,2451077.67
TXN_00024884,ACC_002692,CUST_02151,2024-08-13,CREDIT,CHEQUE,2081417.97
TXN_00024885,ACC_006659,CUST_05321,2024-11-10,DEBIT,NEFT,485771.72
TXN_00024886,ACC_001352,CUST_01083,2024-10-06,CREDIT,CASH,30165.14
TXN_00024887,ACC_002931,CUST_02349,2024-08-05,CREDIT,CASH,24412.75
TXN_00024888,ACC_007820,CUST_06251,2024-08-22,DEBIT,RTGS,4103030.94
TXN_00024889,ACC_002555,CUST_02039,2024-08-25,DEBIT,NEFT,2332766.89
TXN_00024890,ACC_006940,CUST_05548,2024-08-29,DEBIT,RTGS,552816.69
TXN_00024891,ACC_002626,CUST_02100,2024-09-27,CREDIT,IMPS,1300228.05
TXN_00024892,ACC_001984,CUST_01577,2024-10-24,DEBIT,NEFT,2206273.55
TXN_00024893,ACC_001665,CUST_01323,2024-09-22,DEBIT,UPI,423524.91
TXN_00024894,ACC_006989,CUST_05585,2024-12-05,CREDIT,IMPS,2331042.1
TXN_00024895,ACC_001549,CUST_01229,2024-07-01,DEBIT,IMPS,4548369.72
TXN_00024896,ACC_002002,CUST_01590,2024-07-02,DEBIT,RTGS,3074915.7
TXN_00024897,ACC_000382,CUST_00307,2024-12-31,CREDIT,CHEQUE,905001.31
TXN_00024898,ACC_004192,CUST_03350,2024-10-02,CREDIT,FX,2449124.66
TXN_00024899,ACC_005716,CUST_04581,2024-11-07,CREDIT,RTGS,2021538.69
TXN_00024900,ACC_007914,CUST_06325,2024-12-12,CREDIT,NEFT,3101635.92
TXN_00024901,ACC_006316,CUST_05063,2024-08-10,CREDIT,IMPS,4263244.92
TXN_00024902,ACC_009230,CUST_07390,2024-10-15,CREDIT,RTGS,122982.19
TXN_00024903,ACC_004755,CUST_03802,2024-08-09,DEBIT,UPI,4888023.52
TXN_00024904,ACC_003523,CUST_02834,2024-08-15,CREDIT,INTERNATIONAL_WIRE,1610344.6
TXN_00024905,ACC_004010,CUST_03212,2024-11-28,DEBIT,RTGS,4808282.42
TXN_00024906,ACC_001900,CUST_01513,2024-10-22,CREDIT,FX,2185639.7
TXN_00024907,ACC_002400,CUST_01909,2024-11-20,DEBIT,IMPS,3680867.12
TXN_00024908,ACC_000211,CUST_00171,2024-09-13,CREDIT,UPI,1719334.14
TXN_00024909,ACC_006581,CUST_05262,2024-12-09,DEBIT,FX,3191352.56
TXN_00024910,ACC_000872,CUST_00698,2024-12-06,CREDIT,UPI,828858.78
TXN_00024911,ACC_004413,CUST_03529,2024-08-02,DEBIT,FX,3910879.55
TXN_00024912,ACC_005856,CUST_04695,2024-12-18,DEBIT,CHEQUE,3886984.09
TXN_00024913,ACC_003429,CUST_02758,2024-09-29,DEBIT,NEFT,3635013.86
TXN_00024914,ACC_005614,CUST_04500,2024-07-07,CREDIT,UPI,3578205.07
TXN_00024915,ACC_002816,CUST_02256,2024-07-17,DEBIT,INTERNATIONAL_WIRE,4429126.17
TXN_00024916,ACC_000309,CUST_00249,2024-10-11,DEBIT,CHEQUE,4680784.64
TXN_00024917,ACC_000586,CUST_00472,2024-11-29,DEBIT,CHEQUE,610911.11
TXN_00024918,ACC_003654,CUST_02937,2024-09-11,CREDIT,RTGS,4467790.61
TXN_00024919,ACC_003527,CUST_02837,2024-11-25,CREDIT,CASH,46815.77
TXN_00024920,ACC_007636,CUST_06107,2024-08-04,DEBIT,CHEQUE,41928.66
TXN_00024921,ACC_001339,CUST_01074,2024-10-01,CREDIT,NEFT,4580954.14
TXN_00024922,ACC_009713,CUST_07789,2024-11-23,DEBIT,FX,4951742.21
TXN_00024923,ACC_000666,CUST_00535,2024-08-28,CREDIT,CASH,35878.07
TXN_00024924,ACC_005305,CUST_04251,2024-11-07,CREDIT,CHEQUE,4169554.14
TXN_00024925,ACC_004670,CUST_03735,2024-07-05,CREDIT,INTERNATIONAL_WIRE,1563383.49
TXN_00024926,ACC_008323,CUST_06652,2024-08-17,CREDIT,UPI,1231093.18
TXN_00024927,ACC_003774,CUST_03024,2024-07-03,DEBIT,FX,3025090.62
TXN_00024928,ACC_005959,CUST_04777,2024-12-10,DEBIT,UPI,4684935.0
TXN_00024929,ACC_006438,CUST_05158,2024-08-30,DEBIT,FX,951037.89
TXN_00024930,ACC_009613,CUST_07705,2024-12-15,CREDIT,INTERNATIONAL_WIRE,4111351.04
TXN_00024931,ACC_009656,CUST_07739,2024-08-24,DEBIT,NEFT,2702485.7
TXN_00024932,ACC_004784,CUST_03828,2024-11-17,DEBIT,INTERNATIONAL_WIRE,3218266.39
TXN_00024933,ACC_007544,CUST_06027,2024-11-05,DEBIT,CASH,7256.78
TXN_00024934,ACC_007849,CUST_06274,2024-11-17,CREDIT,IMPS,2834625.52
TXN_00024935,ACC_005393,CUST_04322,2024-12-05,CREDIT,IMPS,1572781.92
TXN_00024936,ACC_005037,CUST_04028,2024-08-02,DEBIT,FX,3789354.08
TXN_00024937,ACC_006469,CUST_05184,2024-11-21,DEBIT,NEFT,873711.76
TXN_00024938,ACC_001679,CUST_01334,2024-11-19,DEBIT,IMPS,4617602.41
TXN_00024939,ACC_007318,CUST_05853,2024-11-16,CREDIT,NEFT,3201679.26
TXN_00024940,ACC_000662,CUST_00532,2024-08-29,DEBIT,UPI,2654726.76
TXN_00024941,ACC_004878,CUST_03904,2024-11-25,CREDIT,INTERNATIONAL_WIRE,4842637.37
TXN_00024942,ACC_003389,CUST_02725,2024-07-29,DEBIT,INTERNATIONAL_WIRE,250965.02
TXN_00024943,ACC_001671,CUST_01329,2024-10-23,CREDIT,FX,696374.31
TXN_00024944,ACC_003204,CUST_02578,2024-12-31,CREDIT,FX,4060246.31
TXN_00024945,ACC_008667,CUST_06940,2024-07-13,DEBIT,UPI,4639650.32
TXN_00024946,ACC_004314,CUST_03448,2024-11-24,DEBIT,FX,3707817.62
TXN_00024947,ACC_002664,CUST_02128,2024-11-06,DEBIT,FX,152719.37
TXN_00024948,ACC_001101,CUST_00884,2024-07-10,DEBIT,RTGS,3029178.47
TXN_00024949,ACC_003404,CUST_02738,2024-11-14,CREDIT,RTGS,1351082.28
TXN_00024950,ACC_001514,CUST_01204,2024-12-27,DEBIT,FX,2188594.77
TXN_00024951,ACC_005021,CUST_04013,2024-07-25,DEBIT,FX,3535273.37
TXN_00024952,ACC_000166,CUST_00134,2024-10-10,DEBIT,CHEQUE,116791.99
TXN_00024953,ACC_006663,CUST_05324,2024-11-11,CREDIT,CASH,1332.62
TXN_00024954,ACC_003380,CUST_02717,2024-09-10,CREDIT,UPI,55960.63
TXN_00024955,ACC_003295,CUST_02648,2024-12-09,CREDIT,UPI,2086040.08
TXN_00024956,ACC_004516,CUST_03611,2024-08-30,DEBIT,NEFT,453830.2
TXN_00024957,ACC_009577,CUST_07676,2024-10-01,DEBIT,RTGS,2136239.17
TXN_00024958,ACC_004893,CUST_03917,2024-12-27,DEBIT,INTERNATIONAL_WIRE,757216.82
TXN_00024959,ACC_002095,CUST_01667,2024-08-19,CREDIT,IMPS,2965800.52
TXN_00024960,ACC_004496,CUST_03595,2024-12-03,CREDIT,CHEQUE,367809.16
TXN_00024961,ACC_006693,CUST_05347,2024-12-02,DEBIT,CHEQUE,3485076.71
TXN_00024962,ACC_002309,CUST_01834,2024-09-30,DEBIT,IMPS,1181768.86
TXN_00024963,ACC_005139,CUST_04112,2024-09-18,CREDIT,IMPS,2952296.76
TXN_00024964,ACC_003125,CUST_02512,2024-11-15,CREDIT,CASH,5151.91
TXN_00024965,ACC_001124,CUST_00901,2024-08-31,DEBIT,CHEQUE,234915.0
TXN_00024966,ACC_008561,CUST_06851,2024-11-08,DEBIT,CHEQUE,864731.81
TXN_00024967,ACC_009607,CUST_07699,2024-12-17,DEBIT,INTERNATIONAL_WIRE,645772.19
TXN_00024968,ACC_002309,CUST_01834,2024-11-17,DEBIT,RTGS,3548480.98
TXN_00024969,ACC_006262,CUST_05017,2024-12-05,CREDIT,INTERNATIONAL_WIRE,1354855.39
TXN_00024970,ACC_005460,CUST_04379,2024-08-26,CREDIT,FX,2647764.89
TXN_00024971,ACC_000978,CUST_00785,2024-09-30,DEBIT,IMPS,2901896.43
TXN_00024972,ACC_000249,CUST_00199,2024-10-01,DEBIT,UPI,3708493.35
TXN_00024973,ACC_003789,CUST_03034,2024-11-13,CREDIT,CHEQUE,1287273.47
TXN_00024974,ACC_003152,CUST_02532,2024-09-16,CREDIT,INTERNATIONAL_WIRE,4951876.51
TXN_00024975,ACC_006860,CUST_05483,2024-11-25,CREDIT,RTGS,185705.98
TXN_00024976,ACC_003976,CUST_03185,2024-12-14,CREDIT,FX,4771093.61
TXN_00024977,ACC_001617,CUST_01283,2024-09-13,DEBIT,INTERNATIONAL_WIRE,1594095.36
TXN_00024978,ACC_005918,CUST_04746,2024-11-30,CREDIT,RTGS,321815.23
TXN_00024979,ACC_001374,CUST_01099,2024-10-11,CREDIT,IMPS,1974684.61
TXN_00024980,ACC_005303,CUST_04249,2024-09-17,DEBIT,UPI,4185236.21
TXN_00024981,ACC_002662,CUST_02127,2024-11-06,DEBIT,CHEQUE,3765968.99
TXN_00024982,ACC_002183,CUST_01738,2024-07-19,CREDIT,UPI,310648.51
TXN_00024983,ACC_004349,CUST_03476,2024-09-19,CREDIT,NEFT,2584977.95
TXN_00024984,ACC_007270,CUST_05813,2024-08-18,CREDIT,INTERNATIONAL_WIRE,4799815.97
TXN_00024985,ACC_005873,CUST_04710,2024-10-24,DEBIT,IMPS,4015839.39
TXN_00024986,ACC_008870,CUST_07105,2024-12-11,CREDIT,NEFT,3886358.95
TXN_00024987,ACC_001589,CUST_01260,2024-10-10,CREDIT,CHEQUE,2798379.4
TXN_00024988,ACC_005054,CUST_04041,2024-11-13,DEBIT,NEFT,1896496.11
TXN_00024989,ACC_007201,CUST_05756,2024-09-12,DEBIT,UPI,3860796.91
TXN_00024990,ACC_000378,CUST_00304,2024-09-27,DEBIT,RTGS,3040789.22
TXN_00024991,ACC_006328,CUST_05073,2024-08-09,CREDIT,FX,888521.16
TXN_00024992,ACC_007403,CUST_05917,2024-08-17,DEBIT,NEFT,667068.23
TXN_00024993,ACC_005954,CUST_04774,2024-11-25,DEBIT,CHEQUE,4786199.26
TXN_00024994,ACC_006292,CUST_05042,2024-07-28,DEBIT,UPI,1086349.89
TXN_00024995,ACC_009962,CUST_07986,2024-07-08,CREDIT,FX,2807711.62
TXN_00024996,ACC_006175,CUST_04945,2024-07-17,DEBIT,NEFT,3473521.13
TXN_00024997,ACC_002745,CUST_02197,2024-10-21,CREDIT,RTGS,4179543.41
TXN_00024998,ACC_004289,CUST_03430,2024-08-29,DEBIT,FX,2315274.61
TXN_00024999,ACC_006221,CUST_04984,2024-09-06,DEBIT,UPI,906918.82
TXN_00025000,ACC_000803,CUST_00643,2024-08-01,DEBIT,IMPS,1807027.37
TXN_00025001,ACC_002102,CUST_01674,2024-11-24,CREDIT,IMPS,1895510.56
TXN_00025002,ACC_003191,CUST_02568,2024-12-30,CREDIT,CHEQUE,3566028.24
TXN_00025003,ACC_009761,CUST_07829,2024-10-11,CREDIT,CASH,25831.29
TXN_00025004,ACC_003899,CUST_03119,2024-07-08,CREDIT,INTERNATIONAL_WIRE,966988.5
TXN_00025005,ACC_009129,CUST_07309,2024-08-05,DEBIT,UPI,1290424.3
TXN_00025006,ACC_001110,CUST_00890,2024-08-15,CREDIT,CHEQUE,648130.8
TXN_00025007,ACC_002881,CUST_02307,2024-07-01,DEBIT,INTERNATIONAL_WIRE,1764252.81
TXN_00025008,ACC_009243,CUST_07401,2024-10-03,CREDIT,UPI,4755215.78
TXN_00025009,ACC_001783,CUST_01416,2024-09-25,DEBIT,CHEQUE,1820776.48
TXN_00025010,ACC_006561,CUST_05246,2024-09-09,CREDIT,IMPS,2289654.39
