TRANSACTION_ID,ACCOUNT_ID,CUSTOMER_ID,CASE_ID,TXN_DATE,TXN_TYPE,TXN_AMOUNT,COUNTRY
TXN0001303,ACCT003565,CUST003427,CASE002136,2023-08-25,NEFT,309759.9,SG
TXN0001304,ACCT006611,CUST002849,CASE003289,2023-08-25,IMPS,334054.8,GB
TXN0001305,ACCT004799,CUST005504,CASE004977,2023-08-25,NEFT,358349.69,IN
TXN0001306,ACCT007983,CUST002234,CASE000286,2023-08-25,NEFT,382644.59,SG
TXN0001307,ACCT002296,CUST000707,CASE001735,2023-08-25,IMPS,406939.48,US
TXN0001308,ACCT002700,CUST000307,CASE002239,2023-08-25,NEFT,431234.38,GB
TXN0001309,ACCT008909,CUST001544,CASE000418,2024-07-27,IMPS,246742.03,US
TXN0001310,ACCT006835,CUST001858,CASE001727,2024-07-27,IMPS,274941.12,IN
TXN0001311,ACCT008124,CUST000028,CASE000114,2024-07-27,IMPS,303140.21,US
TXN0001312,ACCT002716,CUST002236,CASE003261,2024-07-27,NEFT,331339.3,HK
TXN0001313,ACCT005181,CUST004165,CASE001826,2024-07-27,NEFT,359538.39,IN
TXN0001314,ACCT001712,CUST003238,CASE004470,2024-07-27,NEFT,387737.48,SG
TXN0001315,ACCT004942,CUST005826,CASE004938,2024-07-27,IMPS,415936.57,IN
TXN0001316,ACCT000168,CUST000027,CASE004502,2024-07-27,NEFT,444135.66,IN
TXN0001317,ACCT006169,CUST004307,CASE000448,2024-07-27,IMPS,472334.75,IN
TXN0001318,ACCT001794,CUST001422,CASE002068,2024-07-27,IMPS,500533.84,SG
TXN0001319,ACCT006309,CUST002569,CASE001043,2023-11-24,NEFT,58156.85,HK
TXN0001320,ACCT002515,CUST001332,CASE004862,2023-11-24,IMPS,64803.34,US
TXN0001321,ACCT006058,CUST002847,CASE003234,2023-11-24,IMPS,71449.84,AE
TXN0001322,ACCT007196,CUST004236,CASE004785,2023-11-24,NEFT,78096.34,SG
TXN0001323,ACCT003796,CUST001083,CASE004788,2023-11-24,IMPS,84742.83,SG
TXN0001324,ACCT001831,CUST000467,CASE002295,2023-11-24,IMPS,91389.33,SG
TXN0001325,ACCT002537,CUST005942,CASE004550,2023-11-24,NEFT,98035.83,IN
TXN0001326,ACCT005721,CUST001305,CASE000981,2023-11-24,IMPS,104682.32,HK
TXN0001327,ACCT003589,CUST000079,CASE001807,2023-11-24,NEFT,111328.82,IN
TXN0001328,ACCT008128,CUST000993,CASE003669,2023-07-25,IMPS,66566.13,IN
TXN0001329,ACCT001541,CUST000885,CASE002728,2023-07-25,IMPS,74173.69,IN
TXN0001330,ACCT006952,CUST004477,CASE002151,2023-07-25,IMPS,81781.24,IN
TXN0001331,ACCT000604,CUST001925,CASE001519,2023-07-25,IMPS,89388.8,HK
TXN0001332,ACCT004551,CUST001034,CASE002326,2023-07-25,IMPS,96996.36,SG
TXN0001333,ACCT002827,CUST000745,CASE004912,2023-07-25,NEFT,104603.92,HK
TXN0001334,ACCT006270,CUST003374,CASE003024,2023-07-25,IMPS,112211.47,SG
TXN0001335,ACCT001352,CUST005141,CASE004697,2023-07-25,NEFT,119819.03,IN
TXN0001336,ACCT007585,CUST005534,CASE004486,2023-01-17,NEFT,99716.99,AE
TXN0001337,ACCT000730,CUST000221,CASE002020,2023-01-17,IMPS,111113.22,US
TXN0001338,ACCT004167,CUST001821,CASE002665,2023-01-17,IMPS,122509.44,GB
TXN0001339,ACCT008291,CUST003376,CASE002560,2023-01-17,NEFT,133905.67,AE
TXN0001340,ACCT007948,CUST000951,CASE003416,2023-01-17,IMPS,145301.9,IN
TXN0001341,ACCT007022,CUST002912,CASE002305,2023-01-17,IMPS,156698.12,GB
TXN0001342,ACCT002213,CUST001934,CASE002548,2023-01-17,NEFT,168094.35,HK
TXN0001343,ACCT000056,CUST000646,CASE002894,2023-05-01,IMPS,102667.01,SG
TXN0001344,ACCT002792,CUST005751,CASE000708,2023-05-01,IMPS,114400.38,US
TXN0001345,ACCT007133,CUST001854,CASE001175,2023-05-01,NEFT,126133.76,HK
TXN0001346,ACCT002032,CUST003871,CASE000724,2023-05-01,NEFT,137867.13,AE
TXN0001347,ACCT003119,CUST005401,CASE001007,2023-05-01,IMPS,149600.5,GB
TXN0001348,ACCT005773,CUST002891,CASE002824,2023-05-01,IMPS,161333.88,IN
TXN0001349,ACCT003134,CUST004115,CASE004716,2023-05-01,NEFT,173067.25,GB
TXN0001350,ACCT004628,CUST005611,CASE002238,2023-05-01,IMPS,184800.62,AE
TXN0001351,ACCT002317,CUST001052,CASE004183,2024-05-11,NEFT,124704.05,SG
TXN0001352,ACCT007885,CUST004618,CASE000109,2024-05-11,NEFT,138955.95,HK
TXN0001353,ACCT005559,CUST000253,CASE003857,2024-05-11,NEFT,153207.84,IN
TXN0001354,ACCT000109,CUST002194,CASE003206,2024-05-11,NEFT,167459.73,AE
TXN0001355,ACCT006026,CUST004226,CASE002514,2024-05-11,NEFT,181711.62,IN
TXN0001356,ACCT006586,CUST004575,CASE001736,2024-05-11,NEFT,195963.52,HK
TXN0001357,ACCT008867,CUST000400,CASE002034,2024-05-11,NEFT,210215.41,AE
TXN0001358,ACCT008247,CUST001421,CASE003850,2024-05-11,IMPS,224467.3,AE
TXN0001359,ACCT003996,CUST000361,CASE003559,2023-12-07,IMPS,280602.62,US
TXN0001360,ACCT002534,CUST003413,CASE004151,2023-12-07,IMPS,312671.49,US
TXN0001361,ACCT006709,CUST004256,CASE004757,2023-12-07,NEFT,344740.37,GB
TXN0001362,ACCT002055,CUST000392,CASE003153,2023-12-07,IMPS,376809.24,US
TXN0001363,ACCT007354,CUST001713,CASE003751,2023-12-07,IMPS,408878.11,SG
TXN0001364,ACCT007327,CUST004606,CASE004712,2023-12-07,NEFT,440946.98,SG
TXN0001365,ACCT007038,CUST003219,CASE004974,2023-12-07,IMPS,473015.85,US
TXN0001366,ACCT003298,CUST005938,CASE003350,2024-11-03,IMPS,75538.95,US
TXN0001367,ACCT006834,CUST000988,CASE004945,2024-11-03,IMPS,84171.98,IN
TXN0001368,ACCT008012,CUST004303,CASE001884,2024-11-03,IMPS,92805.0,HK
TXN0001369,ACCT005679,CUST000627,CASE003598,2024-11-03,IMPS,101438.02,GB
TXN0001370,ACCT008109,CUST005735,CASE001530,2024-11-03,NEFT,110071.05,IN
TXN0001371,ACCT002573,CUST001671,CASE000620,2024-11-03,NEFT,118704.07,HK
TXN0001372,ACCT001759,CUST003770,CASE004544,2023-02-02,NEFT,52030.94,GB
TXN0001373,ACCT007925,CUST001482,CASE001552,2023-02-02,NEFT,57977.33,AE
TXN0001374,ACCT007376,CUST002899,CASE002613,2023-02-02,NEFT,63923.72,GB
TXN0001375,ACCT000243,CUST005170,CASE004196,2023-02-02,NEFT,69870.12,IN
TXN0001376,ACCT005596,CUST001167,CASE003261,2023-02-02,NEFT,75816.51,HK
TXN0001377,ACCT003987,CUST002090,CASE004429,2023-02-02,IMPS,81762.9,IN
TXN0001378,ACCT004955,CUST005355,CASE002045,2023-02-02,NEFT,87709.29,HK
TXN0001379,ACCT000956,CUST001511,CASE004616,2023-08-03,NEFT,36716.46,HK
TXN0001380,ACCT001954,CUST005676,CASE002945,2023-08-03,NEFT,40912.63,HK
TXN0001381,ACCT003639,CUST000265,CASE002131,2023-08-03,NEFT,45108.8,IN
TXN0001382,ACCT008205,CUST005357,CASE004750,2023-08-03,IMPS,49304.96,IN
TXN0001383,ACCT008660,CUST002134,CASE003094,2023-08-03,NEFT,53501.13,HK
TXN0001384,ACCT005987,CUST003188,CASE004097,2023-08-03,NEFT,57697.3,HK
TXN0001385,ACCT003178,CUST003555,CASE001931,2023-08-03,NEFT,61893.47,GB
TXN0001386,ACCT001180,CUST004809,CASE002894,2023-08-03,IMPS,66089.63,IN
TXN0001387,ACCT001808,CUST005268,CASE003254,2023-08-03,IMPS,70285.8,IN
TXN0001388,ACCT005794,CUST005877,CASE003362,2023-08-03,NEFT,74481.97,GB
TXN0001389,ACCT005095,CUST003958,CASE000814,2024-11-05,IMPS,54177.12,AE
TXN0001390,ACCT008102,CUST005246,CASE000354,2024-11-05,IMPS,60368.79,HK
TXN0001391,ACCT002160,CUST004076,CASE000533,2024-11-05,NEFT,66560.47,IN
TXN0001392,ACCT002370,CUST005335,CASE000272,2024-11-05,IMPS,72752.14,IN
TXN0001393,ACCT005520,CUST004572,CASE003933,2024-11-05,IMPS,78943.81,US
TXN0001394,ACCT001717,CUST002470,CASE000145,2024-11-05,IMPS,85135.48,HK
TXN0001395,ACCT002399,CUST004970,CASE004289,2024-11-05,NEFT,91327.15,IN
TXN0001396,ACCT007826,CUST002206,CASE004525,2023-06-16,IMPS,82346.89,IN
TXN0001397,ACCT005797,CUST001887,CASE004565,2023-06-16,IMPS,91757.96,GB
TXN0001398,ACCT003014,CUST004579,CASE000932,2023-06-16,NEFT,101169.03,SG
TXN0001399,ACCT006925,CUST000368,CASE003626,2023-06-16,NEFT,110580.11,AE
TXN0001400,ACCT008700,CUST002775,CASE001606,2023-06-16,IMPS,119991.18,IN
TXN0001401,ACCT006483,CUST000739,CASE000678,2023-06-16,IMPS,129402.25,SG
TXN0001402,ACCT006856,CUST005519,CASE004740,2023-06-16,NEFT,138813.32,IN
TXN0001403,ACCT006131,CUST004088,CASE000083,2023-06-16,NEFT,148224.4,US
TXN0001404,ACCT000813,CUST004365,CASE000215,2023-06-16,NEFT,157635.47,IN
TXN0001405,ACCT008740,CUST004942,CASE003205,2023-06-16,IMPS,167046.54,AE
TXN0001406,ACCT007904,CUST002277,CASE003678,2024-02-03,IMPS,246546.72,US
TXN0001407,ACCT000120,CUST003759,CASE000518,2024-02-03,NEFT,274723.49,AE
TXN0001408,ACCT002905,CUST005940,CASE003784,2024-02-03,NEFT,302900.26,AE
TXN0001409,ACCT004662,CUST001645,CASE002705,2024-02-03,NEFT,331077.02,AE
TXN0001410,ACCT008069,CUST001458,CASE004883,2024-02-03,NEFT,359253.79,AE
TXN0001411,ACCT004677,CUST001015,CASE001108,2024-02-03,NEFT,387430.56,US
TXN0001412,ACCT005374,CUST005084,CASE002390,2024-01-16,IMPS,61574.63,AE
TXN0001413,ACCT004194,CUST003549,CASE004145,2024-01-16,NEFT,68611.73,US
TXN0001414,ACCT000610,CUST000201,CASE002551,2024-01-16,IMPS,75648.83,SG
TXN0001415,ACCT001838,CUST004867,CASE003724,2024-01-16,IMPS,82685.93,US
TXN0001416,ACCT004862,CUST005170,CASE000471,2024-01-16,NEFT,89723.04,HK
TXN0001417,ACCT004077,CUST002293,CASE002209,2024-01-16,NEFT,96760.14,HK
TXN0001418,ACCT004846,CUST003385,CASE003276,2024-01-16,NEFT,103797.24,HK
TXN0001419,ACCT003968,CUST003518,CASE002957,2024-02-24,IMPS,96071.2,IN
TXN0001420,ACCT007833,CUST004655,CASE004095,2024-02-24,NEFT,107050.76,GB
TXN0001421,ACCT005741,CUST004243,CASE000257,2024-02-24,IMPS,118030.33,US
TXN0001422,ACCT005890,CUST004418,CASE001543,2024-02-24,NEFT,129009.9,IN
TXN0001423,ACCT005989,CUST000044,CASE001187,2024-02-24,IMPS,139989.46,IN
TXN0001424,ACCT000280,CUST000497,CASE001860,2024-02-24,NEFT,150969.03,SG
TXN0001425,ACCT004590,CUST000828,CASE002317,2024-02-24,NEFT,161948.59,AE
TXN0001426,ACCT005509,CUST001260,CASE001938,2024-02-24,NEFT,172928.16,IN
TXN0001427,ACCT008916,CUST004515,CASE003446,2024-02-24,IMPS,183907.72,US
TXN0001428,ACCT003998,CUST002004,CASE002168,2024-02-24,IMPS,194887.29,IN
TXN0001429,ACCT001367,CUST001645,CASE002678,2024-12-16,NEFT,83176.35,AE
TXN0001430,ACCT005119,CUST005065,CASE003562,2024-12-16,NEFT,92682.22,AE
TXN0001431,ACCT006648,CUST004518,CASE003140,2024-12-16,NEFT,102188.09,IN
TXN0001432,ACCT000508,CUST002877,CASE000633,2024-12-16,NEFT,111693.96,HK
TXN0001433,ACCT001485,CUST004541,CASE001069,2024-12-16,IMPS,121199.83,HK
TXN0001434,ACCT003276,CUST001536,CASE001858,2024-12-16,IMPS,130705.7,AE
TXN0001435,ACCT001549,CUST001216,CASE000992,2023-03-08,IMPS,171374.76,US
TXN0001436,ACCT004798,CUST003898,CASE002593,2023-03-08,IMPS,190960.45,HK
TXN0001437,ACCT000860,CUST003995,CASE000379,2023-03-08,IMPS,210546.14,SG
TXN0001438,ACCT002559,CUST005577,CASE004946,2023-03-08,NEFT,230131.82,GB
TXN0001439,ACCT003118,CUST003959,CASE000237,2023-03-08,IMPS,249717.51,US
TXN0001440,ACCT001727,CUST001440,CASE004899,2023-03-08,NEFT,269303.2,GB
TXN0001441,ACCT000128,CUST004789,CASE000047,2023-03-08,NEFT,288888.89,SG
TXN0001442,ACCT001046,CUST003840,CASE003613,2023-03-08,IMPS,308474.57,AE
TXN0001443,ACCT007789,CUST000588,CASE001289,2023-03-08,IMPS,328060.26,HK
TXN0001444,ACCT006048,CUST000126,CASE000231,2023-03-26,NEFT,382594.72,AE
TXN0001445,ACCT001426,CUST000305,CASE004320,2023-03-26,NEFT,426319.83,HK
TXN0001446,ACCT007731,CUST001685,CASE000802,2023-03-26,IMPS,470044.94,IN
TXN0001447,ACCT007082,CUST004367,CASE003394,2023-03-26,IMPS,513770.05,SG
TXN0001448,ACCT003910,CUST004396,CASE000178,2023-03-26,IMPS,557495.16,AE
TXN0001449,ACCT005923,CUST005810,CASE004761,2023-03-26,IMPS,601220.27,AE
TXN0001450,ACCT002984,CUST003381,CASE003001,2023-03-26,NEFT,644945.38,HK
TXN0001451,ACCT004322,CUST005772,CASE003636,2023-03-26,IMPS,688670.49,SG
TXN0001452,ACCT000719,CUST003186,CASE004041,2023-04-10,IMPS,61086.78,GB
TXN0001453,ACCT006017,CUST000088,CASE001338,2023-04-10,IMPS,68068.13,HK
TXN0001454,ACCT007714,CUST000742,CASE002588,2023-04-10,NEFT,75049.47,US
TXN0001455,ACCT001401,CUST004789,CASE004282,2023-04-10,IMPS,82030.82,US
TXN0001456,ACCT008166,CUST001147,CASE003286,2023-04-10,NEFT,89012.17,GB
TXN0001457,ACCT005524,CUST002119,CASE000809,2023-04-10,NEFT,95993.51,HK
TXN0001458,ACCT003140,CUST000790,CASE002599,2023-04-10,NEFT,102974.86,IN
TXN0001459,ACCT002477,CUST003165,CASE000547,2023-04-10,NEFT,109956.21,SG
TXN0001460,ACCT001901,CUST002866,CASE000610,2023-12-08,NEFT,62624.28,GB
TXN0001461,ACCT002576,CUST005010,CASE003635,2023-12-08,NEFT,69781.34,IN
TXN0001462,ACCT004797,CUST005230,CASE002161,2023-12-08,IMPS,76938.4,IN
TXN0001463,ACCT008205,CUST005357,CASE003358,2023-12-08,NEFT,84095.46,HK
TXN0001464,ACCT005108,CUST004300,CASE002542,2023-12-08,IMPS,91252.53,SG
TXN0001465,ACCT005969,CUST005401,CASE004447,2023-12-08,NEFT,98409.59,SG
TXN0001466,ACCT005003,CUST003357,CASE000041,2023-12-08,IMPS,105566.65,AE
TXN0001467,ACCT006824,CUST000307,CASE000061,2023-12-08,IMPS,112723.71,IN
TXN0001468,ACCT008077,CUST005288,CASE000302,2023-03-22,NEFT,157167.69,IN
TXN0001469,ACCT006608,CUST004643,CASE001030,2023-03-22,NEFT,175129.71,HK
TXN0001470,ACCT001464,CUST002939,CASE004361,2023-03-22,NEFT,193091.73,AE
TXN0001471,ACCT007562,CUST000839,CASE004280,2023-03-22,NEFT,211053.75,GB
TXN0001472,ACCT000474,CUST005085,CASE003728,2023-03-22,NEFT,229015.78,AE
TXN0001473,ACCT006340,CUST000523,CASE002003,2023-03-22,NEFT,246977.8,SG
TXN0001474,ACCT006238,CUST001102,CASE003268,2024-10-26,NEFT,126463.24,GB
TXN0001475,ACCT005860,CUST004887,CASE003586,2024-10-26,NEFT,140916.18,US
TXN0001476,ACCT006913,CUST002823,CASE002384,2024-10-26,NEFT,155369.12,IN
TXN0001477,ACCT004253,CUST000480,CASE003451,2024-10-26,NEFT,169822.06,SG
TXN0001478,ACCT000201,CUST005996,CASE002222,2024-10-26,NEFT,184275.01,GB
TXN0001479,ACCT000503,CUST003265,CASE002482,2024-10-26,NEFT,198727.95,GB
TXN0001480,ACCT001043,CUST002365,CASE001001,2024-10-26,NEFT,213180.89,SG
TXN0001481,ACCT001046,CUST003840,CASE002598,2024-10-26,IMPS,227633.83,SG
TXN0001482,ACCT005197,CUST005871,CASE003576,2024-10-26,IMPS,242086.77,AE
TXN0001483,ACCT004764,CUST005337,CASE004327,2024-10-26,IMPS,256539.71,AE
TXN0001484,ACCT001024,CUST002168,CASE003280,2024-12-16,IMPS,254383.04,IN
TXN0001485,ACCT006971,CUST000493,CASE004248,2024-12-16,NEFT,283455.39,US
TXN0001486,ACCT004815,CUST005569,CASE000802,2024-12-16,IMPS,312527.74,GB
TXN0001487,ACCT002070,CUST001982,CASE001220,2024-12-16,IMPS,341600.09,AE
TXN0001488,ACCT001201,CUST003366,CASE003462,2024-12-16,IMPS,370672.44,HK
TXN0001489,ACCT001299,CUST002357,CASE001204,2024-12-16,IMPS,399744.79,IN
TXN0001490,ACCT006926,CUST001913,CASE002349,2024-12-16,IMPS,428817.13,HK
TXN0001491,ACCT003086,CUST001387,CASE002360,2023-01-27,IMPS,119244.22,IN
TXN0001492,ACCT003828,CUST005047,CASE001747,2023-01-27,NEFT,132872.13,HK
TXN0001493,ACCT001615,CUST000422,CASE001834,2023-01-27,NEFT,146500.05,GB
TXN0001494,ACCT007097,CUST001245,CASE003484,2023-01-27,IMPS,160127.96,GB
TXN0001495,ACCT004430,CUST000763,CASE000862,2023-01-27,NEFT,173755.87,GB
TXN0001496,ACCT005153,CUST003102,CASE004067,2023-01-27,NEFT,187383.78,US
TXN0001497,ACCT000157,CUST000939,CASE003962,2023-01-27,NEFT,201011.69,US
TXN0001498,ACCT007048,CUST005624,CASE004724,2023-01-27,IMPS,214639.6,GB
TXN0001499,ACCT007420,CUST000051,CASE002280,2023-03-24,IMPS,67710.52,GB
TXN0001500,ACCT006157,CUST004034,CASE004002,2023-03-24,IMPS,75448.86,SG
TXN0001501,ACCT000877,CUST004003,CASE001970,2023-03-24,IMPS,83187.21,AE
TXN0001502,ACCT001827,CUST002543,CASE001826,2023-03-24,IMPS,90925.55,SG
TXN0001503,ACCT008633,CUST003047,CASE002037,2023-03-24,IMPS,98663.9,HK
TXN0001504,ACCT003727,CUST004053,CASE000283,2023-03-24,IMPS,106402.24,IN
TXN0001505,ACCT000225,CUST003060,CASE004113,2023-03-24,IMPS,114140.59,SG
TXN0001506,ACCT004494,CUST004458,CASE002973,2023-03-24,NEFT,121878.93,AE
TXN0001507,ACCT005240,CUST004824,CASE003260,2024-02-07,IMPS,119726.47,US
TXN0001508,ACCT000800,CUST004851,CASE002201,2024-02-07,IMPS,133409.49,GB
TXN0001509,ACCT004164,CUST000995,CASE002937,2024-02-07,NEFT,147092.52,AE
TXN0001510,ACCT000068,CUST001867,CASE002684,2024-02-07,NEFT,160775.54,GB
TXN0001511,ACCT003511,CUST003519,CASE000267,2024-02-07,IMPS,174458.57,US
TXN0001512,ACCT007763,CUST004835,CASE003958,2024-02-07,IMPS,188141.59,US
TXN0001513,ACCT000304,CUST000765,CASE004114,2024-02-07,NEFT,201824.62,IN
TXN0001514,ACCT001354,CUST000323,CASE003662,2024-02-07,IMPS,215507.64,GB
TXN0001515,ACCT001894,CUST004938,CASE003200,2024-02-07,NEFT,229190.67,HK
TXN0001516,ACCT006500,CUST002184,CASE000741,2024-05-08,NEFT,163373.49,US
TXN0001517,ACCT003367,CUST000933,CASE002207,2024-05-08,IMPS,182044.75,IN
TXN0001518,ACCT002817,CUST001348,CASE001455,2024-05-08,IMPS,200716.0,GB
TXN0001519,ACCT004719,CUST000070,CASE004201,2024-05-08,IMPS,219387.26,GB
TXN0001520,ACCT001261,CUST001363,CASE004183,2024-05-08,NEFT,238058.51,US
TXN0001521,ACCT006980,CUST000069,CASE003226,2024-05-08,NEFT,256729.77,US
TXN0001522,ACCT001459,CUST000814,CASE001313,2024-11-13,NEFT,137428.82,AE
TXN0001523,ACCT002011,CUST000219,CASE000667,2024-11-13,NEFT,153134.97,AE
TXN0001524,ACCT002460,CUST003531,CASE003197,2024-11-13,IMPS,168841.13,HK
TXN0001525,ACCT001930,CUST001477,CASE001123,2024-11-13,IMPS,184547.28,SG
TXN0001526,ACCT007543,CUST002629,CASE001755,2024-11-13,NEFT,200253.43,US
TXN0001527,ACCT005444,CUST002719,CASE003514,2024-11-13,IMPS,215959.58,IN
TXN0001528,ACCT002287,CUST000216,CASE001433,2024-11-13,IMPS,231665.73,GB
TXN0001529,ACCT004280,CUST005763,CASE001546,2024-05-21,IMPS,113884.09,AE
TXN0001530,ACCT001507,CUST004824,CASE002585,2024-05-21,NEFT,126899.42,GB
TXN0001531,ACCT003105,CUST000557,CASE001905,2024-05-21,IMPS,139914.74,GB
TXN0001532,ACCT004576,CUST005105,CASE002084,2024-05-21,IMPS,152930.07,AE
TXN0001533,ACCT002859,CUST000260,CASE002536,2024-05-21,NEFT,165945.39,GB
TXN0001534,ACCT008140,CUST002993,CASE000098,2024-05-21,NEFT,178960.72,US
TXN0001535,ACCT000569,CUST005448,CASE000537,2024-05-19,IMPS,159305.16,US
TXN0001536,ACCT007198,CUST003798,CASE001176,2024-05-19,IMPS,177511.46,SG
TXN0001537,ACCT003907,CUST003296,CASE002698,2024-05-19,NEFT,195717.77,US
TXN0001538,ACCT007884,CUST005956,CASE002704,2024-05-19,NEFT,213924.07,AE
TXN0001539,ACCT004275,CUST002606,CASE004708,2024-05-19,NEFT,232130.38,SG
TXN0001540,ACCT001834,CUST000629,CASE004485,2024-05-19,IMPS,250336.68,HK
TXN0001541,ACCT006056,CUST004776,CASE004980,2024-05-19,IMPS,268542.98,GB
TXN0001542,ACCT006478,CUST005859,CASE001823,2023-12-19,NEFT,169422.25,US
TXN0001543,ACCT004840,CUST004100,CASE003460,2023-12-19,NEFT,188784.8,GB
TXN0001544,ACCT002985,CUST003413,CASE001046,2023-12-19,NEFT,208147.34,US
TXN0001545,ACCT008005,CUST000087,CASE000697,2023-12-19,NEFT,227509.88,AE
TXN0001546,ACCT003455,CUST000857,CASE000850,2023-12-19,IMPS,246872.43,IN
TXN0001547,ACCT007543,CUST002629,CASE001961,2023-12-19,NEFT,266234.97,GB
TXN0001548,ACCT005706,CUST004106,CASE000416,2023-12-19,NEFT,285597.51,IN
TXN0001549,ACCT005377,CUST005192,CASE000849,2024-10-08,IMPS,192503.09,AE
TXN0001550,ACCT003076,CUST005611,CASE001143,2024-10-08,NEFT,214503.44,GB
TXN0001551,ACCT006111,CUST005742,CASE001486,2024-10-08,NEFT,236503.79,AE
TXN0001552,ACCT000727,CUST001046,CASE000274,2024-10-08,NEFT,258504.15,US
TXN0001553,ACCT002919,CUST004898,CASE002043,2024-10-08,IMPS,280504.5,US
TXN0001554,ACCT004263,CUST001976,CASE003888,2024-10-08,IMPS,302504.85,IN
TXN0001555,ACCT006636,CUST005081,CASE001698,2024-10-08,IMPS,324505.2,US
TXN0001556,ACCT004570,CUST002672,CASE002037,2024-10-08,NEFT,346505.56,HK
TXN0001557,ACCT008607,CUST001904,CASE004316,2024-10-08,NEFT,368505.91,SG
TXN0001558,ACCT008507,CUST001697,CASE000444,2023-04-20,IMPS,123970.38,US
TXN0001559,ACCT003361,CUST001986,CASE004883,2023-04-20,NEFT,138138.43,AE
TXN0001560,ACCT007860,CUST005192,CASE000554,2023-04-20,IMPS,152306.47,SG
TXN0001561,ACCT002777,CUST005655,CASE001900,2023-04-20,NEFT,166474.52,IN
TXN0001562,ACCT002030,CUST000314,CASE004452,2023-04-20,IMPS,180642.56,SG
TXN0001563,ACCT003690,CUST005540,CASE004904,2023-04-20,IMPS,194810.61,US
TXN0001564,ACCT001829,CUST003703,CASE004427,2023-04-20,NEFT,208978.65,IN
TXN0001565,ACCT006951,CUST001670,CASE003640,2023-04-20,NEFT,223146.69,GB
TXN0001566,ACCT003045,CUST003818,CASE003586,2023-04-20,IMPS,237314.74,GB
TXN0001567,ACCT008909,CUST001544,CASE004710,2024-06-05,IMPS,75985.76,SG
TXN0001568,ACCT002021,CUST001840,CASE001385,2024-06-05,IMPS,84669.85,SG
TXN0001569,ACCT001569,CUST000938,CASE002566,2024-06-05,IMPS,93353.94,SG
TXN0001570,ACCT003660,CUST000487,CASE003602,2024-06-05,NEFT,102038.02,HK
TXN0001571,ACCT003423,CUST000363,CASE000128,2024-06-05,NEFT,110722.11,SG
TXN0001572,ACCT007298,CUST001701,CASE002917,2024-06-05,NEFT,119406.2,SG
TXN0001573,ACCT001003,CUST001424,CASE001675,2024-06-05,NEFT,128090.29,SG
TXN0001574,ACCT002037,CUST003675,CASE001117,2023-09-08,NEFT,91729.59,GB
TXN0001575,ACCT008376,CUST000603,CASE004032,2023-09-08,IMPS,102212.97,HK
TXN0001576,ACCT000450,CUST000617,CASE002791,2023-09-08,NEFT,112696.35,US
TXN0001577,ACCT002936,CUST004720,CASE002901,2023-09-08,IMPS,123179.73,AE
TXN0001578,ACCT003807,CUST002452,CASE000575,2023-09-08,IMPS,133663.12,SG
TXN0001579,ACCT008479,CUST004782,CASE002415,2023-09-08,IMPS,144146.5,IN
TXN0001580,ACCT003545,CUST001414,CASE000499,2024-06-12,IMPS,173247.67,GB
TXN0001581,ACCT000546,CUST002984,CASE001747,2024-06-12,IMPS,193047.4,AE
TXN0001582,ACCT007312,CUST002713,CASE000819,2024-06-12,NEFT,212847.14,US
TXN0001583,ACCT000265,CUST001560,CASE003529,2024-06-12,NEFT,232646.87,GB
TXN0001584,ACCT006248,CUST004652,CASE000855,2024-06-13,NEFT,252446.6,US
TXN0001585,ACCT006734,CUST005450,CASE002761,2024-06-13,IMPS,272246.34,GB
TXN0001586,ACCT006818,CUST005758,CASE000210,2024-06-13,NEFT,292046.07,US
TXN0001587,ACCT003368,CUST004620,CASE001761,2023-12-29,NEFT,51452.31,HK
TXN0001588,ACCT001870,CUST004996,CASE000226,2023-12-29,NEFT,57332.57,HK
TXN0001589,ACCT003119,CUST005401,CASE004412,2023-12-29,NEFT,63212.84,US
TXN0001590,ACCT004189,CUST000350,CASE000417,2023-12-29,NEFT,69093.1,IN
TXN0001591,ACCT000936,CUST005801,CASE003040,2023-12-29,IMPS,74973.37,US
TXN0001592,ACCT003775,CUST005370,CASE000370,2023-12-29,NEFT,80853.63,HK
TXN0001593,ACCT007990,CUST004786,CASE000791,2023-12-29,NEFT,86733.89,HK
TXN0001594,ACCT008076,CUST001462,CASE002215,2023-12-29,NEFT,92614.16,HK
TXN0001595,ACCT001265,CUST000377,CASE001041,2023-12-29,IMPS,98494.42,SG
TXN0001596,ACCT004424,CUST001394,CASE002747,2024-03-23,NEFT,104796.54,GB
TXN0001597,ACCT007835,CUST005775,CASE003151,2024-03-23,NEFT,116773.29,HK
TXN0001598,ACCT003995,CUST000022,CASE001060,2024-03-23,NEFT,128750.04,IN
TXN0001599,ACCT002416,CUST003684,CASE001302,2024-03-23,IMPS,140726.79,GB
TXN0001600,ACCT005902,CUST001880,CASE002832,2024-03-23,NEFT,152703.54,HK
TXN0001601,ACCT005264,CUST003174,CASE001919,2024-03-23,NEFT,164680.29,SG
TXN0001602,ACCT000994,CUST000813,CASE000092,2024-03-23,IMPS,176657.03,US
TXN0001603,ACCT006957,CUST005104,CASE004657,2024-03-23,NEFT,188633.78,US
TXN0001604,ACCT005382,CUST004821,CASE004421,2024-03-23,IMPS,200610.53,GB
TXN0001605,ACCT002203,CUST005566,CASE002275,2024-03-23,IMPS,212587.28,SG
