ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,OPEN_DATE,ACCOUNT_RISK
ACCT002242,CUST003171,NRO,2015-04-28,HIGH
ACCT002243,CUST004602,SAVINGS,2017-12-12,HIGH
ACCT002244,CUST000965,SAVINGS,2017-03-06,LOW
ACCT002245,CUST002145,CURRENT,2021-05-22,HIGH
ACCT002246,CUST002133,SAVINGS,2020-07-20,HIGH
ACCT002247,CUST005768,NRO,2022-11-18,HIGH
ACCT002248,CUST003656,NRO,2018-12-30,MEDIUM
ACCT002249,CUST001758,SAVINGS,2017-07-14,MEDIUM
ACCT002250,CUST005013,NRO,2017-04-18,HIGH
ACCT002251,CUST002340,CURRENT,2021-01-12,LOW
ACCT002252,CUST005686,NRO,2019-03-25,LOW
ACCT002253,CUST004024,SAVINGS,2018-12-21,HIGH
ACCT002254,CUST001640,SAVINGS,2022-10-14,LOW
ACCT002255,CUST001005,CURRENT,2020-12-03,MEDIUM
ACCT002256,CUST001112,CURRENT,2019-10-27,HIGH
ACCT002257,CUST000607,SAVINGS,2019-12-03,HIGH
ACCT002258,CUST003704,NRE,2016-12-01,MEDIUM
ACCT002259,CUST001415,NRO,2017-08-18,MEDIUM
ACCT002260,CUST005844,NRO,2020-04-22,LOW
ACCT002261,CUST003647,SAVINGS,2017-06-14,HIGH
ACCT002262,CUST000720,NRE,2021-12-20,LOW
ACCT002263,CUST005587,SAVINGS,2021-01-19,MEDIUM
ACCT002264,CUST002619,CURRENT,2019-02-21,HIGH
ACCT002265,CUST005471,NRE,2020-02-09,HIGH
ACCT002266,CUST002847,NRO,2015-05-07,LOW
ACCT002267,CUST005813,NRE,2022-06-10,MEDIUM
ACCT002268,CUST000532,CURRENT,2018-01-22,LOW
ACCT002269,CUST004506,NRO,2020-07-08,HIGH
ACCT002270,CUST004442,SAVINGS,2021-11-09,HIGH
ACCT002271,CUST002379,NRE,2017-12-25,LOW
ACCT002272,CUST002458,NRO,2019-01-02,HIGH
ACCT002273,CUST001291,NRE,2016-12-06,HIGH
ACCT002274,CUST005832,NRE,2020-07-28,HIGH
ACCT002275,CUST005813,SAVINGS,2021-04-05,HIGH
ACCT002276,CUST005737,SAVINGS,2019-07-14,LOW
ACCT002277,CUST005225,NRE,2020-03-19,HIGH
ACCT002278,CUST001427,CURRENT,2017-10-20,LOW
ACCT002279,CUST002962,CURRENT,2018-08-11,MEDIUM
ACCT002280,CUST004168,CURRENT,2022-07-03,HIGH
ACCT002281,CUST001837,NRO,2019-11-13,LOW
ACCT002282,CUST000995,NRE,2020-03-19,MEDIUM
ACCT002283,CUST001647,CURRENT,2015-01-15,HIGH
ACCT002284,CUST001138,NRO,2021-05-16,MEDIUM
ACCT002285,CUST001940,NRO,2019-10-05,LOW
ACCT002286,CUST004048,SAVINGS,2019-07-12,HIGH
ACCT002287,CUST000216,SAVINGS,2017-01-30,LOW
ACCT002288,CUST002957,NRE,2018-09-25,MEDIUM
ACCT002289,CUST004539,NRE,2015-11-09,LOW
ACCT002290,CUST004689,SAVINGS,2016-09-18,LOW
ACCT002291,CUST003023,NRO,2022-12-26,HIGH
ACCT002292,CUST003829,NRO,2016-04-30,LOW
ACCT002293,CUST004520,CURRENT,2019-11-17,LOW
ACCT002294,CUST001064,CURRENT,2019-07-10,LOW
ACCT002295,CUST005014,NRO,2018-01-28,LOW
ACCT002296,CUST000707,NRE,2016-02-15,HIGH
ACCT002297,CUST000539,NRE,2016-10-21,LOW
ACCT002298,CUST002534,NRE,2022-11-01,LOW
ACCT002299,CUST003262,CURRENT,2019-06-15,HIGH
ACCT002300,CUST005874,NRE,2015-01-29,MEDIUM
ACCT002301,CUST005889,NRE,2017-10-24,LOW
ACCT002302,CUST003922,CURRENT,2019-08-23,MEDIUM
ACCT002303,CUST004307,NRE,2016-05-18,MEDIUM
ACCT002304,CUST003366,NRO,2021-02-28,HIGH
ACCT002305,CUST003355,NRE,2015-11-29,HIGH
ACCT002306,CUST004710,NRO,2016-09-20,MEDIUM
ACCT002307,CUST000605,NRO,2015-12-01,HIGH
ACCT002308,CUST001027,CURRENT,2022-09-27,HIGH
ACCT002309,CUST002598,NRE,2016-09-30,LOW
ACCT002310,CUST005263,CURRENT,2016-09-19,LOW
ACCT002311,CUST000608,NRE,2016-01-17,LOW
ACCT002312,CUST003687,SAVINGS,2020-11-29,MEDIUM
ACCT002313,CUST003817,NRE,2021-11-15,HIGH
ACCT002314,CUST005572,NRO,2019-08-10,HIGH
ACCT002315,CUST004239,NRO,2015-05-11,HIGH
ACCT002316,CUST002823,NRO,2017-08-25,MEDIUM
ACCT002317,CUST001052,NRO,2017-03-28,LOW
ACCT002318,CUST004517,SAVINGS,2020-10-04,MEDIUM
ACCT002319,CUST005242,SAVINGS,2017-04-14,LOW
ACCT002320,CUST004816,NRE,2022-03-03,MEDIUM
ACCT002321,CUST001491,CURRENT,2022-02-23,LOW
ACCT002322,CUST001058,SAVINGS,2019-07-28,LOW
ACCT002323,CUST003545,CURRENT,2016-07-21,HIGH
ACCT002324,CUST004120,SAVINGS,2015-12-06,LOW
ACCT002325,CUST000454,NRE,2015-02-17,HIGH
ACCT002326,CUST001018,CURRENT,2021-07-18,MEDIUM
ACCT002327,CUST004245,NRO,2020-06-30,LOW
ACCT002328,CUST001254,SAVINGS,2017-07-11,LOW
ACCT002329,CUST002492,NRO,2016-11-07,MEDIUM
ACCT002330,CUST001349,NRE,2021-10-23,MEDIUM
ACCT002331,CUST001327,NRO,2019-04-15,HIGH
ACCT002332,CUST002644,NRE,2022-12-23,LOW
ACCT002333,CUST005811,NRE,2017-12-14,HIGH
ACCT002334,CUST001848,NRO,2017-06-08,MEDIUM
ACCT002335,CUST002835,CURRENT,2017-12-04,MEDIUM
ACCT002336,CUST004251,NRO,2019-07-02,HIGH
ACCT002337,CUST002327,NRE,2019-03-30,MEDIUM
ACCT002338,CUST000647,NRO,2021-07-15,LOW
ACCT002339,CUST002053,NRO,2021-11-24,LOW
ACCT002340,CUST001609,NRE,2022-07-12,MEDIUM
ACCT002341,CUST005203,NRO,2018-11-27,HIGH
ACCT002342,CUST004513,NRO,2016-12-31,LOW
ACCT002343,CUST002249,SAVINGS,2021-07-17,LOW
ACCT002344,CUST001026,NRO,2022-07-05,MEDIUM
ACCT002345,CUST005121,NRO,2022-06-21,MEDIUM
ACCT002346,CUST002481,CURRENT,2015-07-13,HIGH
ACCT002347,CUST005034,NRE,2022-01-23,MEDIUM
ACCT002348,CUST004371,CURRENT,2018-12-20,LOW
ACCT002349,CUST000766,NRO,2017-04-20,HIGH
ACCT002350,CUST004118,NRO,2022-06-07,LOW
ACCT002351,CUST005251,CURRENT,2015-08-24,MEDIUM
ACCT002352,CUST001382,CURRENT,2022-12-05,HIGH
ACCT002353,CUST004849,NRO,2019-10-31,LOW
ACCT002354,CUST004757,NRO,2015-09-21,HIGH
ACCT002355,CUST001264,CURRENT,2019-06-24,LOW
ACCT002356,CUST001403,NRO,2020-05-23,HIGH
ACCT002357,CUST005397,CURRENT,2015-04-28,MEDIUM
ACCT002358,CUST005116,NRE,2015-05-21,MEDIUM
ACCT002359,CUST005904,NRO,2017-11-02,MEDIUM
ACCT002360,CUST004958,SAVINGS,2021-08-22,HIGH
ACCT002361,CUST002766,NRO,2017-08-05,HIGH
ACCT002362,CUST004618,SAVINGS,2017-03-27,LOW
ACCT002363,CUST000338,NRO,2017-08-14,MEDIUM
ACCT002364,CUST000233,SAVINGS,2015-10-31,HIGH
ACCT002365,CUST000666,SAVINGS,2020-11-04,MEDIUM
ACCT002366,CUST000373,NRE,2021-06-21,HIGH
ACCT002367,CUST005255,CURRENT,2015-08-12,HIGH
ACCT002368,CUST004725,NRE,2019-02-09,HIGH
ACCT002369,CUST002169,SAVINGS,2020-01-25,HIGH
ACCT002370,CUST005335,NRO,2017-09-20,LOW
ACCT002371,CUST001727,NRO,2017-04-08,MEDIUM
ACCT002372,CUST004687,NRO,2019-07-10,MEDIUM
ACCT002373,CUST003413,NRE,2021-03-09,MEDIUM
ACCT002374,CUST005064,CURRENT,2020-03-17,MEDIUM
ACCT002375,CUST005235,NRO,2016-04-30,LOW
ACCT002376,CUST000249,SAVINGS,2019-05-17,HIGH
ACCT002377,CUST004080,NRO,2022-08-03,MEDIUM
ACCT002378,CUST005138,NRE,2021-04-07,HIGH
ACCT002379,CUST004470,NRE,2022-06-30,LOW
ACCT002380,CUST002373,SAVINGS,2019-04-04,HIGH
ACCT002381,CUST005259,NRE,2021-03-24,HIGH
ACCT002382,CUST002475,SAVINGS,2016-12-28,HIGH
ACCT002383,CUST003957,NRE,2015-12-04,HIGH
ACCT002384,CUST002007,SAVINGS,2017-05-23,MEDIUM
ACCT002385,CUST005612,NRO,2016-01-18,HIGH
ACCT002386,CUST003327,NRO,2020-12-11,MEDIUM
ACCT002387,CUST002437,CURRENT,2015-01-14,HIGH
ACCT002388,CUST003716,NRE,2021-05-02,HIGH
ACCT002389,CUST000598,NRO,2016-06-29,MEDIUM
ACCT002390,CUST005642,CURRENT,2016-12-01,HIGH
ACCT002391,CUST000491,CURRENT,2017-04-10,LOW
ACCT002392,CUST001295,NRE,2015-10-03,LOW
ACCT002393,CUST003602,NRE,2020-09-14,LOW
ACCT002394,CUST003405,SAVINGS,2018-12-08,MEDIUM
ACCT002395,CUST003967,NRO,2015-11-14,LOW
ACCT002396,CUST003805,NRO,2017-03-16,LOW
ACCT002397,CUST001672,CURRENT,2017-09-24,HIGH
ACCT002398,CUST002787,NRE,2016-01-03,HIGH
ACCT002399,CUST004970,NRE,2015-02-26,HIGH
ACCT002400,CUST001177,SAVINGS,2020-10-12,HIGH
ACCT002401,CUST002561,NRO,2017-04-19,HIGH
ACCT002402,CUST005885,NRO,2020-11-19,MEDIUM
ACCT002403,CUST002616,CURRENT,2022-07-03,HIGH
ACCT002404,CUST002830,NRO,2020-06-02,HIGH
ACCT002405,CUST003267,NRO,2017-09-03,LOW
ACCT002406,CUST001072,NRO,2019-11-22,LOW
ACCT002407,CUST003036,NRE,2022-11-22,HIGH
ACCT002408,CUST004219,CURRENT,2018-01-31,LOW
ACCT002409,CUST004602,NRO,2021-12-10,MEDIUM
ACCT002410,CUST000870,NRO,2015-02-03,MEDIUM
ACCT002411,CUST002615,NRO,2017-10-18,MEDIUM
ACCT002412,CUST001981,SAVINGS,2020-06-01,MEDIUM
ACCT002413,CUST003822,CURRENT,2022-05-10,HIGH
ACCT002414,CUST001004,NRO,2018-11-23,HIGH
ACCT002415,CUST002192,SAVINGS,2018-01-24,MEDIUM
ACCT002416,CUST003684,NRO,2016-07-07,HIGH
ACCT002417,CUST002031,CURRENT,2015-01-07,MEDIUM
ACCT002418,CUST001155,SAVINGS,2021-12-16,HIGH
ACCT002419,CUST000794,SAVINGS,2020-03-21,LOW
ACCT002420,CUST000415,SAVINGS,2020-01-30,LOW
ACCT002421,CUST002378,CURRENT,2019-12-04,MEDIUM
ACCT002422,CUST003147,CURRENT,2021-12-12,MEDIUM
ACCT002423,CUST005042,NRE,2021-06-08,HIGH
ACCT002424,CUST003426,CURRENT,2016-06-14,MEDIUM
ACCT002425,CUST002034,NRO,2022-09-16,HIGH
ACCT002426,CUST001309,NRO,2015-02-16,HIGH
ACCT002427,CUST002683,CURRENT,2016-02-19,LOW
ACCT002428,CUST004733,CURRENT,2022-07-26,HIGH
ACCT002429,CUST005908,NRE,2021-10-14,MEDIUM
ACCT002430,CUST002562,NRO,2022-03-21,MEDIUM
ACCT002431,CUST001556,SAVINGS,2021-04-02,MEDIUM
ACCT002432,CUST001306,SAVINGS,2020-08-06,MEDIUM
ACCT002433,CUST004082,NRO,2020-04-09,HIGH
ACCT002434,CUST004217,NRE,2017-11-16,HIGH
ACCT002435,CUST003825,NRE,2019-04-22,LOW
ACCT002436,CUST004086,SAVINGS,2019-01-20,MEDIUM
ACCT002437,CUST002528,SAVINGS,2016-10-31,HIGH
ACCT002438,CUST004075,SAVINGS,2020-11-14,MEDIUM
ACCT002439,CUST000190,NRE,2017-03-18,HIGH
ACCT002440,CUST000738,CURRENT,2016-03-29,HIGH
ACCT002441,CUST003222,NRO,2017-04-04,LOW
ACCT002442,CUST004141,NRE,2019-02-12,MEDIUM
ACCT002443,CUST003746,CURRENT,2020-01-13,MEDIUM
ACCT002444,CUST001973,SAVINGS,2015-08-12,HIGH
ACCT002445,CUST001763,NRO,2016-01-06,HIGH
ACCT002446,CUST004779,CURRENT,2020-03-21,MEDIUM
ACCT002447,CUST002891,SAVINGS,2022-10-05,HIGH
ACCT002448,CUST000399,CURRENT,2022-06-04,HIGH
ACCT002449,CUST000415,CURRENT,2015-08-01,MEDIUM
ACCT002450,CUST002305,NRO,2021-03-16,LOW
ACCT002451,CUST004055,CURRENT,2021-02-01,MEDIUM
ACCT002452,CUST004895,SAVINGS,2022-10-18,MEDIUM
ACCT002453,CUST005360,NRE,2018-06-13,MEDIUM
ACCT002454,CUST005510,CURRENT,2019-04-27,HIGH
ACCT002455,CUST003856,NRO,2019-09-15,HIGH
ACCT002456,CUST002341,SAVINGS,2017-10-11,MEDIUM
ACCT002457,CUST004397,SAVINGS,2015-01-26,MEDIUM
ACCT002458,CUST000067,CURRENT,2016-01-23,MEDIUM
ACCT002459,CUST000881,NRE,2018-07-25,LOW
ACCT002460,CUST003531,NRO,2020-02-08,LOW
ACCT002461,CUST001098,CURRENT,2016-11-24,HIGH
ACCT002462,CUST002167,CURRENT,2021-03-22,LOW
ACCT002463,CUST005960,SAVINGS,2016-04-04,MEDIUM
ACCT002464,CUST002997,NRO,2021-03-13,MEDIUM
ACCT002465,CUST003304,NRO,2022-02-14,MEDIUM
ACCT002466,CUST002998,NRO,2021-03-22,LOW
ACCT002467,CUST000371,NRO,2019-11-24,HIGH
ACCT002468,CUST003282,SAVINGS,2021-09-12,LOW
ACCT002469,CUST000420,NRE,2021-01-12,HIGH
ACCT002470,CUST004672,CURRENT,2019-05-14,MEDIUM
ACCT002471,CUST004603,NRE,2016-01-01,MEDIUM
ACCT002472,CUST001595,NRO,2020-01-21,HIGH
ACCT002473,CUST002970,SAVINGS,2016-10-14,LOW
ACCT002474,CUST004533,CURRENT,2020-09-06,LOW
ACCT002475,CUST002365,CURRENT,2017-06-04,HIGH
ACCT002476,CUST000603,NRE,2017-05-01,LOW
ACCT002477,CUST003165,CURRENT,2019-12-18,HIGH
ACCT002478,CUST004131,SAVINGS,2016-08-05,LOW
ACCT002479,CUST003690,NRE,2016-10-26,MEDIUM
ACCT002480,CUST004505,SAVINGS,2017-08-26,MEDIUM
ACCT002481,CUST002292,CURRENT,2022-02-27,HIGH
ACCT002482,CUST005106,SAVINGS,2017-12-05,LOW
ACCT002483,CUST005574,NRE,2019-04-17,HIGH
ACCT002484,CUST005006,NRE,2021-07-19,HIGH
ACCT002485,CUST000974,CURRENT,2018-10-25,MEDIUM
ACCT002486,CUST001055,CURRENT,2021-06-20,MEDIUM
ACCT002487,CUST000793,SAVINGS,2022-03-03,MEDIUM
ACCT002488,CUST003227,NRO,2018-07-25,MEDIUM
ACCT002489,CUST003058,SAVINGS,2017-06-08,MEDIUM
ACCT002490,CUST002778,CURRENT,2019-05-17,LOW
ACCT002491,CUST004570,CURRENT,2016-12-14,LOW
ACCT002492,CUST002996,NRO,2018-07-15,HIGH
ACCT002493,CUST001182,SAVINGS,2019-08-31,MEDIUM
ACCT002494,CUST001631,NRO,2016-09-17,HIGH
ACCT002495,CUST004936,SAVINGS,2018-01-15,LOW
ACCT002496,CUST004171,NRO,2015-11-01,MEDIUM
ACCT002497,CUST003289,NRO,2018-07-05,MEDIUM
ACCT002498,CUST004097,NRE,2018-09-06,MEDIUM
ACCT002499,CUST000330,CURRENT,2021-11-19,HIGH
ACCT002500,CUST000372,SAVINGS,2022-06-14,LOW
ACCT002501,CUST000319,NRE,2018-06-29,HIGH
ACCT002502,CUST001123,NRO,2015-07-11,HIGH
ACCT002503,CUST005846,NRE,2017-04-28,MEDIUM
ACCT002504,CUST002729,NRO,2019-08-17,HIGH
ACCT002505,CUST003881,NRE,2021-10-22,MEDIUM
ACCT002506,CUST004255,SAVINGS,2015-06-05,MEDIUM
ACCT002507,CUST003744,NRO,2020-04-17,MEDIUM
ACCT002508,CUST001221,CURRENT,2018-06-23,LOW
ACCT002509,CUST004967,NRE,2018-10-25,HIGH
ACCT002510,CUST004224,NRO,2018-06-18,LOW
ACCT002511,CUST001146,NRO,2020-06-28,HIGH
ACCT002512,CUST002687,CURRENT,2019-11-03,MEDIUM
ACCT002513,CUST005023,SAVINGS,2019-10-20,LOW
ACCT002514,CUST002610,SAVINGS,2015-01-10,HIGH
ACCT002515,CUST001332,NRO,2022-05-02,LOW
ACCT002516,CUST003220,NRO,2020-05-18,MEDIUM
ACCT002517,CUST005051,CURRENT,2022-07-15,LOW
ACCT002518,CUST002452,NRE,2018-05-14,MEDIUM
ACCT002519,CUST004864,NRO,2019-09-06,LOW
ACCT002520,CUST002756,CURRENT,2016-06-16,MEDIUM
ACCT002521,CUST004156,CURRENT,2017-05-18,MEDIUM
ACCT002522,CUST004176,SAVINGS,2022-11-05,MEDIUM
ACCT002523,CUST004361,SAVINGS,2021-02-20,LOW
ACCT002524,CUST004013,CURRENT,2018-05-12,LOW
ACCT002525,CUST005806,SAVINGS,2020-09-28,MEDIUM
ACCT002526,CUST004612,NRO,2018-09-06,LOW
ACCT002527,CUST002456,NRO,2015-01-16,LOW
ACCT002528,CUST003891,CURRENT,2018-01-22,MEDIUM
ACCT002529,CUST000137,NRE,2016-01-22,MEDIUM
ACCT002530,CUST003018,SAVINGS,2021-03-05,HIGH
ACCT002531,CUST002714,NRO,2015-07-12,LOW
ACCT002532,CUST005520,NRE,2018-02-09,LOW
ACCT002533,CUST000898,NRO,2022-05-20,MEDIUM
ACCT002534,CUST003413,SAVINGS,2017-06-01,MEDIUM
ACCT002535,CUST004782,NRE,2022-01-22,MEDIUM
ACCT002536,CUST002521,NRE,2018-02-15,MEDIUM
ACCT002537,CUST005942,CURRENT,2018-03-24,HIGH
ACCT002538,CUST005637,NRO,2018-09-17,MEDIUM
ACCT002539,CUST005155,NRE,2020-12-03,LOW
ACCT002540,CUST000219,NRE,2022-06-03,MEDIUM
ACCT002541,CUST004890,NRO,2015-02-16,HIGH
ACCT002542,CUST003888,SAVINGS,2020-04-02,LOW
ACCT002543,CUST002176,NRO,2022-01-07,HIGH
ACCT002544,CUST005371,NRE,2017-12-13,HIGH
ACCT002545,CUST004739,SAVINGS,2018-12-06,MEDIUM
ACCT002546,CUST004732,CURRENT,2022-11-07,HIGH
ACCT002547,CUST001865,SAVINGS,2021-06-11,HIGH
ACCT002548,CUST005910,SAVINGS,2017-02-24,HIGH
ACCT002549,CUST000421,SAVINGS,2021-09-07,LOW
ACCT002550,CUST004781,NRE,2018-05-26,LOW
ACCT002551,CUST003936,NRE,2021-11-10,MEDIUM
ACCT002552,CUST001397,NRE,2016-11-19,LOW
ACCT002553,CUST004295,CURRENT,2021-11-25,LOW
ACCT002554,CUST005153,NRO,2022-02-14,HIGH
ACCT002555,CUST005908,NRE,2022-03-29,LOW
ACCT002556,CUST005077,NRE,2015-09-25,HIGH
ACCT002557,CUST003115,NRO,2018-07-02,LOW
ACCT002558,CUST001211,NRO,2022-02-12,MEDIUM
ACCT002559,CUST005577,NRO,2022-09-13,LOW
ACCT002560,CUST001985,SAVINGS,2020-08-13,LOW
ACCT002561,CUST000259,NRO,2021-04-10,MEDIUM
ACCT002562,CUST004691,CURRENT,2020-11-29,HIGH
ACCT002563,CUST005739,NRO,2021-02-14,LOW
ACCT002564,CUST000901,SAVINGS,2020-06-06,HIGH
ACCT002565,CUST001563,NRO,2018-03-25,MEDIUM
ACCT002566,CUST000156,SAVINGS,2016-08-27,HIGH
ACCT002567,CUST003613,CURRENT,2016-03-30,MEDIUM
ACCT002568,CUST002570,CURRENT,2018-10-03,HIGH
ACCT002569,CUST003431,NRE,2021-09-02,LOW
ACCT002570,CUST001241,NRE,2021-02-15,HIGH
ACCT002571,CUST003383,CURRENT,2015-10-23,MEDIUM
ACCT002572,CUST005657,NRE,2017-06-10,MEDIUM
ACCT002573,CUST001671,SAVINGS,2018-08-15,HIGH
ACCT002574,CUST003362,NRO,2020-10-19,MEDIUM
ACCT002575,CUST004111,NRE,2016-04-02,LOW
ACCT002576,CUST005010,NRO,2016-07-08,LOW
ACCT002577,CUST003864,NRO,2018-03-27,MEDIUM
ACCT002578,CUST005959,NRE,2016-02-22,LOW
ACCT002579,CUST000511,NRO,2015-04-03,LOW
ACCT002580,CUST005782,SAVINGS,2015-10-19,HIGH
ACCT002581,CUST001132,NRE,2018-12-05,HIGH
ACCT002582,CUST004250,NRE,2018-10-31,HIGH
ACCT002583,CUST001699,NRO,2016-05-19,LOW
ACCT002584,CUST004595,SAVINGS,2019-07-03,LOW
ACCT002585,CUST002663,NRO,2017-01-11,MEDIUM
ACCT002586,CUST005425,SAVINGS,2016-06-15,LOW
ACCT002587,CUST003919,NRO,2016-01-24,HIGH
ACCT002588,CUST004305,NRO,2019-09-17,HIGH
ACCT002589,CUST003087,NRO,2015-06-05,MEDIUM
ACCT002590,CUST002571,NRE,2015-01-12,HIGH
ACCT002591,CUST001419,NRO,2017-12-23,MEDIUM
ACCT002592,CUST003766,SAVINGS,2018-09-08,LOW
ACCT002593,CUST004368,NRE,2015-10-28,MEDIUM
ACCT002594,CUST002805,NRO,2016-06-29,LOW
ACCT002595,CUST004476,NRE,2016-10-22,HIGH
ACCT002596,CUST002903,NRO,2019-05-17,HIGH
ACCT002597,CUST005537,SAVINGS,2021-10-18,HIGH
ACCT002598,CUST005906,NRE,2019-07-06,LOW
ACCT002599,CUST005577,NRE,2015-07-21,LOW
ACCT002600,CUST005270,CURRENT,2018-04-22,MEDIUM
ACCT002601,CUST005680,CURRENT,2021-04-03,MEDIUM
ACCT002602,CUST002166,NRO,2018-01-18,HIGH
ACCT002603,CUST004998,NRO,2020-01-29,LOW
ACCT002604,CUST003967,NRO,2019-09-05,HIGH
ACCT002605,CUST001576,CURRENT,2016-09-08,HIGH
ACCT002606,CUST002020,NRE,2017-07-20,HIGH
ACCT002607,CUST002286,SAVINGS,2020-05-24,HIGH
ACCT002608,CUST004572,NRE,2019-07-07,MEDIUM
ACCT002609,CUST002446,CURRENT,2017-04-27,LOW
ACCT002610,CUST001843,NRE,2022-02-27,MEDIUM
ACCT002611,CUST002439,SAVINGS,2018-12-16,HIGH
ACCT002612,CUST002368,NRE,2018-11-14,MEDIUM
ACCT002613,CUST005775,CURRENT,2022-04-06,HIGH
ACCT002614,CUST001699,NRE,2018-06-04,LOW
ACCT002615,CUST005655,NRE,2016-08-31,LOW
ACCT002616,CUST005776,NRE,2016-07-11,LOW
ACCT002617,CUST004006,CURRENT,2018-02-05,HIGH
ACCT002618,CUST002598,SAVINGS,2020-06-17,LOW
ACCT002619,CUST003931,CURRENT,2017-10-25,LOW
ACCT002620,CUST002858,NRO,2021-05-08,LOW
ACCT002621,CUST004592,SAVINGS,2022-05-03,MEDIUM
ACCT002622,CUST005912,NRO,2021-03-21,HIGH
ACCT002623,CUST002241,CURRENT,2021-04-22,HIGH
ACCT002624,CUST002358,NRO,2020-04-08,MEDIUM
ACCT002625,CUST000999,NRO,2021-08-17,MEDIUM
ACCT002626,CUST004698,SAVINGS,2021-12-23,LOW
ACCT002627,CUST005543,SAVINGS,2015-08-13,LOW
ACCT002628,CUST004450,CURRENT,2021-01-08,MEDIUM
ACCT002629,CUST003111,NRE,2022-12-09,HIGH
ACCT002630,CUST003233,CURRENT,2015-07-12,HIGH
ACCT002631,CUST002828,NRO,2020-05-07,LOW
ACCT002632,CUST001200,SAVINGS,2015-03-14,HIGH
ACCT002633,CUST002380,CURRENT,2020-11-27,MEDIUM
ACCT002634,CUST000345,SAVINGS,2021-04-09,HIGH
ACCT002635,CUST002357,SAVINGS,2017-11-18,LOW
ACCT002636,CUST005851,NRO,2019-03-13,HIGH
ACCT002637,CUST000648,NRE,2015-07-21,HIGH
ACCT002638,CUST002838,NRO,2018-01-19,LOW
ACCT002639,CUST003624,NRE,2017-08-21,MEDIUM
ACCT002640,CUST005374,NRE,2022-11-01,LOW
ACCT002641,CUST002101,NRO,2017-05-01,HIGH
ACCT002642,CUST003925,NRO,2022-06-19,MEDIUM
ACCT002643,CUST001753,NRO,2019-08-09,HIGH
ACCT002644,CUST001656,NRO,2020-01-06,HIGH
ACCT002645,CUST004413,SAVINGS,2016-10-22,LOW
ACCT002646,CUST002222,CURRENT,2022-12-06,HIGH
ACCT002647,CUST004605,NRE,2019-10-04,LOW
ACCT002648,CUST005704,NRE,2022-05-30,LOW
ACCT002649,CUST002226,SAVINGS,2015-01-30,LOW
ACCT002650,CUST001125,NRE,2020-12-08,HIGH
ACCT002651,CUST000895,NRO,2020-01-28,LOW
ACCT002652,CUST005044,NRE,2017-04-11,LOW
ACCT002653,CUST004808,CURRENT,2016-06-27,LOW
ACCT002654,CUST001961,CURRENT,2018-08-17,MEDIUM
ACCT002655,CUST001987,NRE,2017-09-08,LOW
ACCT002656,CUST000416,CURRENT,2018-03-13,MEDIUM
ACCT002657,CUST005488,CURRENT,2018-06-18,HIGH
ACCT002658,CUST004351,NRE,2016-09-11,MEDIUM
ACCT002659,CUST001849,NRO,2022-03-16,LOW
ACCT002660,CUST005227,NRE,2018-11-17,HIGH
ACCT002661,CUST001908,CURRENT,2019-03-23,HIGH
ACCT002662,CUST000431,SAVINGS,2016-08-28,HIGH
ACCT002663,CUST000821,NRO,2016-03-11,MEDIUM
ACCT002664,CUST003386,CURRENT,2021-05-01,LOW
ACCT002665,CUST002706,NRO,2019-04-16,HIGH
ACCT002666,CUST005877,CURRENT,2020-02-22,LOW
ACCT002667,CUST003870,SAVINGS,2021-10-26,MEDIUM
ACCT002668,CUST000824,NRE,2019-10-05,MEDIUM
ACCT002669,CUST005581,NRE,2018-12-24,MEDIUM
ACCT002670,CUST001127,CURRENT,2022-03-07,LOW
ACCT002671,CUST000043,NRE,2021-04-15,MEDIUM
ACCT002672,CUST004509,CURRENT,2018-03-22,LOW
ACCT002673,CUST001294,NRE,2022-08-17,MEDIUM
ACCT002674,CUST003334,SAVINGS,2020-04-24,LOW
ACCT002675,CUST005349,NRE,2020-09-25,LOW
ACCT002676,CUST003897,CURRENT,2019-06-29,LOW
ACCT002677,CUST003912,CURRENT,2019-12-25,HIGH
ACCT002678,CUST005330,SAVINGS,2019-10-30,HIGH
ACCT002679,CUST001634,SAVINGS,2016-04-27,MEDIUM
ACCT002680,CUST002354,CURRENT,2022-10-18,MEDIUM
ACCT002681,CUST002632,CURRENT,2017-02-13,MEDIUM
ACCT002682,CUST002339,NRE,2018-10-06,HIGH
ACCT002683,CUST005292,SAVINGS,2016-03-31,MEDIUM
ACCT002684,CUST000485,NRE,2019-12-11,MEDIUM
ACCT002685,CUST000733,NRO,2019-08-04,MEDIUM
ACCT002686,CUST005344,CURRENT,2018-09-06,HIGH
ACCT002687,CUST004704,NRE,2018-06-30,MEDIUM
ACCT002688,CUST001903,NRE,2021-12-31,HIGH
ACCT002689,CUST004384,SAVINGS,2018-01-20,HIGH
ACCT002690,CUST005924,CURRENT,2019-05-31,MEDIUM
ACCT002691,CUST000306,CURRENT,2022-08-13,LOW
ACCT002692,CUST001435,NRE,2022-08-10,MEDIUM
ACCT002693,CUST003424,CURRENT,2020-07-20,MEDIUM
ACCT002694,CUST001441,CURRENT,2017-05-05,MEDIUM
ACCT002695,CUST000298,NRE,2021-05-26,MEDIUM
ACCT002696,CUST003253,CURRENT,2016-05-05,LOW
ACCT002697,CUST004059,CURRENT,2020-03-17,MEDIUM
ACCT002698,CUST001527,SAVINGS,2018-01-01,LOW
