CUSTOMER_ID,AVG_TXN,STATE,CUSTOMER_TYPE,OCCUPATION,KYC_RISK
CUST001141,14745,KA,CORPORATE,EMPLOYEE,LOW
CUST001142,23436,TN,INDIVIDUAL,EMPLOYEE,HIGH
CUST001143,33054,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST001144,33716,KA,INDIVIDUAL,TRADER,HIGH
CUST001145,39644,TN,CORPORATE,EMPLOYEE,LOW
CUST001146,20994,GJ,CORPORATE,RETIRED,HIGH
CUST001147,23037,WB,CORPORATE,TRADER,HIGH
CUST001148,38456,TN,INDIVIDUAL,RETIRED,LOW
CUST001149,9748,TN,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001150,39940,DL,INDIVIDUAL,RETIRED,HIGH
CUST001151,45259,RJ,CORPORATE,RETIRED,HIGH
CUST001152,42634,GJ,CORPORATE,SELF_EMPLOYED,LOW
CUST001153,3175,TN,INDIVIDUAL,EMPLOYEE,HIGH
CUST001154,12600,KA,INDIVIDUAL,STUDENT,LOW
CUST001155,24190,DL,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001156,55902,UP,CORPORATE,STUDENT,MEDIUM
CUST001157,22828,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST001158,27727,RJ,CORPORATE,TRADER,MEDIUM
CUST001159,57961,WB,INDIVIDUAL,RETIRED,LOW
CUST001160,13886,GJ,INDIVIDUAL,STUDENT,HIGH
CUST001161,31943,UP,CORPORATE,EMPLOYEE,HIGH
CUST001162,31535,WB,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001163,59057,UP,CORPORATE,STUDENT,LOW
CUST001164,43434,TN,CORPORATE,TRADER,LOW
CUST001165,51996,MH,INDIVIDUAL,STUDENT,MEDIUM
CUST001166,37472,TN,INDIVIDUAL,RETIRED,MEDIUM
CUST001167,24525,DL,CORPORATE,TRADER,HIGH
CUST001168,3851,GJ,INDIVIDUAL,TRADER,HIGH
CUST001169,34374,RJ,INDIVIDUAL,TRADER,MEDIUM
CUST001170,43977,MH,INDIVIDUAL,STUDENT,HIGH
CUST001171,44434,UP,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001172,52147,DL,INDIVIDUAL,TRADER,LOW
CUST001173,43168,KA,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001174,30497,DL,INDIVIDUAL,STUDENT,HIGH
CUST001175,49569,MH,CORPORATE,EMPLOYEE,HIGH
CUST001176,21184,TN,INDIVIDUAL,TRADER,HIGH
CUST001177,58589,WB,INDIVIDUAL,RETIRED,HIGH
CUST001178,27002,MH,CORPORATE,STUDENT,HIGH
CUST001179,46885,MH,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001180,12667,GJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001181,5916,GJ,INDIVIDUAL,RETIRED,MEDIUM
CUST001182,14335,MH,CORPORATE,TRADER,HIGH
CUST001183,25982,DL,CORPORATE,STUDENT,HIGH
CUST001184,57795,DL,CORPORATE,EMPLOYEE,LOW
CUST001185,8935,KA,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001186,41741,MH,INDIVIDUAL,EMPLOYEE,LOW
CUST001187,44808,WB,CORPORATE,EMPLOYEE,HIGH
CUST001188,19169,GJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001189,6495,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001190,12202,WB,CORPORATE,SELF_EMPLOYED,LOW
CUST001191,20878,TN,INDIVIDUAL,TRADER,MEDIUM
CUST001192,48715,UP,CORPORATE,EMPLOYEE,MEDIUM
CUST001193,26275,WB,CORPORATE,RETIRED,MEDIUM
CUST001194,57362,KA,INDIVIDUAL,RETIRED,MEDIUM
CUST001195,13204,TN,CORPORATE,TRADER,HIGH
CUST001196,56143,GJ,INDIVIDUAL,TRADER,HIGH
CUST001197,36014,GJ,INDIVIDUAL,RETIRED,LOW
CUST001198,19922,TN,CORPORATE,TRADER,LOW
CUST001199,10556,KA,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001200,41457,WB,CORPORATE,RETIRED,MEDIUM
CUST001201,46142,MH,CORPORATE,EMPLOYEE,HIGH
CUST001202,26519,MH,INDIVIDUAL,STUDENT,MEDIUM
CUST001203,24935,WB,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001204,23072,KA,CORPORATE,RETIRED,LOW
CUST001205,52286,MH,CORPORATE,RETIRED,MEDIUM
CUST001206,41900,RJ,CORPORATE,STUDENT,LOW
CUST001207,19552,WB,CORPORATE,STUDENT,HIGH
CUST001208,29289,GJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001209,10068,RJ,CORPORATE,TRADER,HIGH
CUST001210,29263,MH,INDIVIDUAL,RETIRED,LOW
CUST001211,22698,TN,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001212,24833,MH,INDIVIDUAL,TRADER,LOW
CUST001213,55526,WB,CORPORATE,STUDENT,LOW
CUST001214,33185,MH,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001215,22744,GJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001216,59214,TN,CORPORATE,EMPLOYEE,HIGH
CUST001217,19038,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST001218,13441,WB,INDIVIDUAL,STUDENT,HIGH
CUST001219,48009,RJ,INDIVIDUAL,STUDENT,HIGH
CUST001220,27660,UP,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001221,11421,WB,INDIVIDUAL,STUDENT,MEDIUM
CUST001222,21559,RJ,CORPORATE,RETIRED,LOW
CUST001223,25732,UP,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001224,14675,TN,CORPORATE,TRADER,MEDIUM
CUST001225,35863,MH,CORPORATE,EMPLOYEE,HIGH
CUST001226,18078,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST001227,16843,GJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001228,28170,KA,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001229,23387,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001230,30638,KA,INDIVIDUAL,STUDENT,HIGH
CUST001231,36904,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST001232,47961,DL,CORPORATE,EMPLOYEE,LOW
CUST001233,23907,KA,CORPORATE,STUDENT,LOW
CUST001234,34859,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001235,30851,GJ,INDIVIDUAL,RETIRED,MEDIUM
CUST001236,35903,WB,CORPORATE,TRADER,HIGH
CUST001237,26911,DL,INDIVIDUAL,STUDENT,HIGH
CUST001238,52781,RJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001239,25093,GJ,INDIVIDUAL,RETIRED,HIGH
CUST001240,50685,UP,CORPORATE,EMPLOYEE,MEDIUM
CUST001241,21462,MH,INDIVIDUAL,STUDENT,MEDIUM
CUST001242,27058,MH,CORPORATE,TRADER,MEDIUM
CUST001243,25115,GJ,INDIVIDUAL,RETIRED,MEDIUM
CUST001244,14713,GJ,CORPORATE,STUDENT,LOW
CUST001245,32279,WB,CORPORATE,EMPLOYEE,HIGH
CUST001246,10319,WB,INDIVIDUAL,RETIRED,HIGH
CUST001247,28966,TN,INDIVIDUAL,EMPLOYEE,HIGH
CUST001248,9197,KA,INDIVIDUAL,STUDENT,MEDIUM
CUST001249,21002,WB,CORPORATE,RETIRED,LOW
CUST001250,57104,UP,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001251,27431,MH,INDIVIDUAL,RETIRED,HIGH
CUST001252,44799,DL,CORPORATE,RETIRED,HIGH
CUST001253,8161,WB,CORPORATE,STUDENT,MEDIUM
CUST001254,4466,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST001255,10630,TN,CORPORATE,TRADER,HIGH
CUST001256,36688,TN,INDIVIDUAL,TRADER,HIGH
CUST001257,33993,TN,CORPORATE,TRADER,HIGH
CUST001258,48145,KA,CORPORATE,RETIRED,HIGH
CUST001259,5997,RJ,INDIVIDUAL,TRADER,MEDIUM
CUST001260,3331,RJ,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001261,46071,KA,CORPORATE,TRADER,MEDIUM
CUST001262,42261,WB,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001263,4184,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST001264,21863,UP,CORPORATE,RETIRED,MEDIUM
CUST001265,38484,RJ,CORPORATE,RETIRED,LOW
CUST001266,25475,WB,CORPORATE,TRADER,MEDIUM
CUST001267,12946,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST001268,48726,KA,CORPORATE,TRADER,MEDIUM
CUST001269,5114,DL,CORPORATE,RETIRED,MEDIUM
CUST001270,8445,TN,CORPORATE,TRADER,MEDIUM
CUST001271,52208,WB,CORPORATE,STUDENT,LOW
CUST001272,13217,KA,CORPORATE,RETIRED,MEDIUM
CUST001273,30223,MH,CORPORATE,RETIRED,HIGH
CUST001274,35162,TN,CORPORATE,RETIRED,LOW
CUST001275,27800,DL,INDIVIDUAL,STUDENT,LOW
CUST001276,16848,DL,CORPORATE,SELF_EMPLOYED,LOW
CUST001277,53257,RJ,CORPORATE,TRADER,LOW
CUST001278,30405,GJ,CORPORATE,TRADER,HIGH
CUST001279,9923,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001280,35429,UP,CORPORATE,STUDENT,LOW
CUST001281,14640,RJ,CORPORATE,EMPLOYEE,HIGH
CUST001282,57386,WB,CORPORATE,SELF_EMPLOYED,HIGH
CUST001283,9443,RJ,CORPORATE,STUDENT,MEDIUM
CUST001284,15378,MH,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001285,43627,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST001286,42964,TN,INDIVIDUAL,RETIRED,HIGH
CUST001287,33927,DL,CORPORATE,EMPLOYEE,HIGH
CUST001288,42409,RJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001289,27186,TN,INDIVIDUAL,STUDENT,HIGH
CUST001290,16093,WB,INDIVIDUAL,TRADER,LOW
CUST001291,5024,TN,CORPORATE,STUDENT,LOW
CUST001292,47805,UP,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001293,35782,DL,CORPORATE,SELF_EMPLOYED,LOW
CUST001294,33291,DL,INDIVIDUAL,EMPLOYEE,HIGH
CUST001295,47359,RJ,CORPORATE,STUDENT,LOW
CUST001296,54317,RJ,CORPORATE,RETIRED,LOW
CUST001297,49910,MH,CORPORATE,STUDENT,HIGH
CUST001298,6918,GJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001299,29177,UP,CORPORATE,EMPLOYEE,LOW
CUST001300,12567,GJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001301,30059,WB,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001302,16768,GJ,INDIVIDUAL,TRADER,HIGH
CUST001303,48463,DL,CORPORATE,STUDENT,LOW
CUST001304,52609,GJ,CORPORATE,TRADER,HIGH
CUST001305,32142,WB,CORPORATE,TRADER,HIGH
CUST001306,21041,MH,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001307,21902,MH,INDIVIDUAL,TRADER,HIGH
CUST001308,26771,GJ,CORPORATE,SELF_EMPLOYED,HIGH
CUST001309,44542,GJ,CORPORATE,STUDENT,HIGH
CUST001310,22325,KA,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001311,22158,RJ,CORPORATE,SELF_EMPLOYED,LOW
CUST001312,58765,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST001313,3790,GJ,CORPORATE,RETIRED,HIGH
CUST001314,36870,RJ,CORPORATE,RETIRED,LOW
CUST001315,25558,KA,CORPORATE,RETIRED,MEDIUM
CUST001316,27771,UP,INDIVIDUAL,RETIRED,MEDIUM
CUST001317,14494,UP,CORPORATE,EMPLOYEE,HIGH
CUST001318,7243,WB,INDIVIDUAL,TRADER,LOW
CUST001319,17700,KA,CORPORATE,RETIRED,HIGH
CUST001320,54725,DL,INDIVIDUAL,TRADER,MEDIUM
CUST001321,33102,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001322,46531,MH,CORPORATE,EMPLOYEE,MEDIUM
CUST001323,36254,DL,CORPORATE,RETIRED,HIGH
CUST001324,58483,DL,INDIVIDUAL,STUDENT,HIGH
CUST001325,37271,TN,INDIVIDUAL,TRADER,HIGH
CUST001326,14972,TN,INDIVIDUAL,STUDENT,LOW
CUST001327,5636,GJ,CORPORATE,EMPLOYEE,HIGH
CUST001328,15452,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST001329,6988,TN,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001330,52917,UP,CORPORATE,EMPLOYEE,HIGH
CUST001331,54210,MH,CORPORATE,EMPLOYEE,LOW
CUST001332,34345,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST001333,15936,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST001334,22658,MH,CORPORATE,EMPLOYEE,HIGH
CUST001335,32008,TN,CORPORATE,EMPLOYEE,MEDIUM
CUST001336,52450,RJ,CORPORATE,STUDENT,HIGH
CUST001337,14569,WB,CORPORATE,RETIRED,MEDIUM
CUST001338,45289,GJ,CORPORATE,RETIRED,LOW
CUST001339,25357,GJ,CORPORATE,STUDENT,LOW
CUST001340,52585,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST001341,36393,UP,CORPORATE,SELF_EMPLOYED,LOW
CUST001342,7296,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001343,25441,KA,INDIVIDUAL,EMPLOYEE,LOW
CUST001344,16973,GJ,CORPORATE,TRADER,HIGH
CUST001345,33924,DL,CORPORATE,RETIRED,LOW
CUST001346,40421,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST001347,53226,RJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001348,46423,KA,CORPORATE,RETIRED,MEDIUM
CUST001349,45827,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001350,33931,GJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001351,24870,WB,CORPORATE,STUDENT,MEDIUM
CUST001352,30872,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001353,6624,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001354,53269,GJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001355,46388,GJ,CORPORATE,TRADER,LOW
CUST001356,24092,RJ,CORPORATE,TRADER,HIGH
CUST001357,39698,TN,INDIVIDUAL,RETIRED,HIGH
CUST001358,31842,GJ,INDIVIDUAL,EMPLOYEE,LOW
CUST001359,13513,WB,CORPORATE,RETIRED,MEDIUM
CUST001360,6014,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001361,42761,RJ,INDIVIDUAL,EMPLOYEE,LOW
CUST001362,44918,WB,CORPORATE,RETIRED,MEDIUM
CUST001363,31712,GJ,INDIVIDUAL,STUDENT,LOW
CUST001364,52140,DL,CORPORATE,STUDENT,LOW
CUST001365,12857,GJ,INDIVIDUAL,RETIRED,LOW
CUST001366,31721,TN,CORPORATE,RETIRED,HIGH
CUST001367,52990,GJ,CORPORATE,EMPLOYEE,LOW
CUST001368,53600,DL,CORPORATE,TRADER,MEDIUM
CUST001369,51973,TN,INDIVIDUAL,TRADER,MEDIUM
CUST001370,17921,UP,CORPORATE,TRADER,LOW
CUST001371,47411,GJ,CORPORATE,RETIRED,HIGH
CUST001372,4516,KA,INDIVIDUAL,STUDENT,MEDIUM
CUST001373,28972,UP,INDIVIDUAL,RETIRED,LOW
CUST001374,36571,WB,INDIVIDUAL,RETIRED,MEDIUM
CUST001375,5102,WB,CORPORATE,TRADER,HIGH
CUST001376,24872,DL,INDIVIDUAL,RETIRED,LOW
CUST001377,39588,DL,INDIVIDUAL,RETIRED,LOW
CUST001378,40612,UP,INDIVIDUAL,EMPLOYEE,HIGH
CUST001379,31242,GJ,CORPORATE,STUDENT,HIGH
CUST001380,12974,WB,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001381,40697,WB,CORPORATE,RETIRED,HIGH
CUST001382,51461,RJ,INDIVIDUAL,STUDENT,HIGH
CUST001383,22255,MH,CORPORATE,EMPLOYEE,LOW
CUST001384,17760,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001385,59070,TN,CORPORATE,RETIRED,MEDIUM
CUST001386,45835,TN,CORPORATE,RETIRED,LOW
CUST001387,15376,KA,INDIVIDUAL,TRADER,LOW
CUST001388,9612,MH,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001389,25840,DL,CORPORATE,TRADER,LOW
CUST001390,46133,TN,INDIVIDUAL,TRADER,LOW
CUST001391,30805,GJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001392,4788,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST001393,4666,UP,INDIVIDUAL,STUDENT,LOW
CUST001394,32282,UP,CORPORATE,SELF_EMPLOYED,LOW
CUST001395,53527,RJ,INDIVIDUAL,EMPLOYEE,LOW
CUST001396,36207,DL,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001397,35054,WB,CORPORATE,STUDENT,LOW
CUST001398,16784,DL,CORPORATE,STUDENT,MEDIUM
CUST001399,36340,DL,CORPORATE,EMPLOYEE,LOW
CUST001400,27905,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001401,26618,GJ,INDIVIDUAL,STUDENT,HIGH
CUST001402,22706,TN,INDIVIDUAL,STUDENT,MEDIUM
CUST001403,4038,GJ,CORPORATE,EMPLOYEE,LOW
CUST001404,58536,TN,INDIVIDUAL,RETIRED,LOW
CUST001405,11385,KA,INDIVIDUAL,STUDENT,LOW
CUST001406,7009,TN,CORPORATE,TRADER,HIGH
CUST001407,30189,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST001408,36986,KA,INDIVIDUAL,TRADER,LOW
CUST001409,54547,KA,INDIVIDUAL,STUDENT,LOW
CUST001410,23058,RJ,CORPORATE,TRADER,HIGH
CUST001411,24041,MH,INDIVIDUAL,TRADER,LOW
CUST001412,33834,MH,INDIVIDUAL,STUDENT,LOW
CUST001413,38355,RJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001414,3979,WB,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001415,7346,DL,CORPORATE,STUDENT,MEDIUM
CUST001416,59108,UP,INDIVIDUAL,RETIRED,HIGH
CUST001417,3047,GJ,CORPORATE,STUDENT,MEDIUM
CUST001418,11401,WB,CORPORATE,RETIRED,HIGH
CUST001419,49944,DL,CORPORATE,STUDENT,HIGH
CUST001420,57466,TN,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001421,11507,KA,INDIVIDUAL,EMPLOYEE,HIGH
CUST001422,9212,RJ,CORPORATE,RETIRED,LOW
CUST001423,19369,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST001424,46212,GJ,CORPORATE,STUDENT,HIGH
CUST001425,41717,GJ,INDIVIDUAL,TRADER,MEDIUM
CUST001426,27560,KA,INDIVIDUAL,STUDENT,HIGH
CUST001427,6146,TN,INDIVIDUAL,EMPLOYEE,LOW
CUST001428,44591,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001429,24137,MH,CORPORATE,STUDENT,MEDIUM
CUST001430,15304,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001431,43718,GJ,CORPORATE,EMPLOYEE,HIGH
CUST001432,21304,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001433,25346,UP,CORPORATE,EMPLOYEE,HIGH
CUST001434,59112,WB,CORPORATE,EMPLOYEE,MEDIUM
CUST001435,30952,MH,INDIVIDUAL,EMPLOYEE,LOW
CUST001436,32978,DL,INDIVIDUAL,RETIRED,HIGH
CUST001437,22379,KA,CORPORATE,TRADER,MEDIUM
CUST001438,31584,DL,INDIVIDUAL,STUDENT,HIGH
CUST001439,15771,KA,INDIVIDUAL,EMPLOYEE,LOW
CUST001440,51064,WB,INDIVIDUAL,RETIRED,HIGH
CUST001441,37409,MH,CORPORATE,RETIRED,LOW
CUST001442,48461,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST001443,47590,KA,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001444,42955,RJ,INDIVIDUAL,TRADER,LOW
CUST001445,29271,GJ,CORPORATE,RETIRED,MEDIUM
CUST001446,34230,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST001447,22660,MH,INDIVIDUAL,TRADER,HIGH
CUST001448,39422,GJ,INDIVIDUAL,RETIRED,HIGH
CUST001449,7378,MH,CORPORATE,SELF_EMPLOYED,LOW
CUST001450,34518,KA,INDIVIDUAL,STUDENT,LOW
CUST001451,45341,RJ,CORPORATE,RETIRED,LOW
CUST001452,19290,WB,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001453,12203,RJ,INDIVIDUAL,RETIRED,HIGH
CUST001454,12951,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST001455,21053,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST001456,23392,DL,CORPORATE,SELF_EMPLOYED,HIGH
CUST001457,31722,GJ,INDIVIDUAL,RETIRED,HIGH
CUST001458,42979,UP,INDIVIDUAL,EMPLOYEE,HIGH
CUST001459,25372,GJ,INDIVIDUAL,STUDENT,MEDIUM
CUST001460,10394,UP,CORPORATE,RETIRED,LOW
CUST001461,49514,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST001462,9753,DL,CORPORATE,SELF_EMPLOYED,HIGH
CUST001463,35409,RJ,CORPORATE,EMPLOYEE,HIGH
CUST001464,9893,GJ,CORPORATE,TRADER,HIGH
CUST001465,36280,WB,CORPORATE,TRADER,MEDIUM
CUST001466,8445,MH,INDIVIDUAL,STUDENT,LOW
CUST001467,41389,UP,INDIVIDUAL,RETIRED,MEDIUM
CUST001468,46622,GJ,INDIVIDUAL,STUDENT,HIGH
CUST001469,42756,RJ,CORPORATE,EMPLOYEE,HIGH
CUST001470,10064,DL,INDIVIDUAL,EMPLOYEE,LOW
CUST001471,26638,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST001472,45407,UP,CORPORATE,RETIRED,HIGH
CUST001473,5442,RJ,CORPORATE,EMPLOYEE,LOW
CUST001474,40154,KA,INDIVIDUAL,TRADER,LOW
CUST001475,22154,RJ,INDIVIDUAL,STUDENT,MEDIUM
CUST001476,26500,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001477,32229,MH,CORPORATE,STUDENT,HIGH
CUST001478,44602,GJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001479,53515,WB,CORPORATE,TRADER,LOW
CUST001480,58359,UP,INDIVIDUAL,TRADER,MEDIUM
CUST001481,43396,TN,CORPORATE,TRADER,LOW
CUST001482,50313,DL,CORPORATE,TRADER,HIGH
CUST001483,35584,KA,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001484,59097,UP,CORPORATE,TRADER,MEDIUM
CUST001485,26688,KA,INDIVIDUAL,TRADER,LOW
CUST001486,10305,TN,CORPORATE,RETIRED,HIGH
CUST001487,45094,GJ,INDIVIDUAL,STUDENT,HIGH
CUST001488,48589,DL,INDIVIDUAL,EMPLOYEE,LOW
CUST001489,49639,RJ,CORPORATE,SELF_EMPLOYED,HIGH
CUST001490,25292,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001491,9791,GJ,INDIVIDUAL,TRADER,LOW
CUST001492,32002,MH,INDIVIDUAL,RETIRED,LOW
CUST001493,46746,GJ,INDIVIDUAL,STUDENT,LOW
CUST001494,57607,TN,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST001495,45460,TN,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001496,18969,MH,CORPORATE,STUDENT,MEDIUM
CUST001497,39459,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST001498,41069,RJ,CORPORATE,TRADER,HIGH
CUST001499,55218,WB,CORPORATE,STUDENT,MEDIUM
CUST001500,26888,TN,CORPORATE,RETIRED,MEDIUM
CUST001501,8048,KA,CORPORATE,SELF_EMPLOYED,HIGH
CUST001502,40942,KA,INDIVIDUAL,RETIRED,HIGH
CUST001503,34177,WB,INDIVIDUAL,RETIRED,LOW
CUST001504,50192,WB,INDIVIDUAL,STUDENT,MEDIUM
CUST001505,40634,MH,CORPORATE,RETIRED,MEDIUM
CUST001506,35580,RJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001507,39697,UP,INDIVIDUAL,TRADER,MEDIUM
CUST001508,59857,KA,INDIVIDUAL,TRADER,LOW
CUST001509,50111,GJ,CORPORATE,EMPLOYEE,HIGH
CUST001510,42173,UP,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001511,17103,UP,CORPORATE,RETIRED,HIGH
CUST001512,47215,GJ,CORPORATE,SELF_EMPLOYED,HIGH
CUST001513,55325,RJ,INDIVIDUAL,RETIRED,HIGH
CUST001514,41461,WB,INDIVIDUAL,RETIRED,LOW
CUST001515,49669,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST001516,7169,RJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST001517,42421,KA,INDIVIDUAL,EMPLOYEE,HIGH
CUST001518,35438,DL,CORPORATE,EMPLOYEE,LOW
CUST001519,29447,RJ,CORPORATE,STUDENT,HIGH
CUST001520,34090,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST001521,23394,WB,INDIVIDUAL,STUDENT,MEDIUM
CUST001522,35747,DL,INDIVIDUAL,TRADER,MEDIUM
CUST001523,16146,TN,CORPORATE,EMPLOYEE,MEDIUM
CUST001524,32604,DL,CORPORATE,EMPLOYEE,HIGH
CUST001525,6991,MH,CORPORATE,EMPLOYEE,LOW
CUST001526,3113,MH,INDIVIDUAL,TRADER,MEDIUM
CUST001527,23071,MH,CORPORATE,EMPLOYEE,LOW
CUST001528,15352,UP,INDIVIDUAL,RETIRED,LOW
CUST001529,25626,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST001530,40616,KA,CORPORATE,SELF_EMPLOYED,HIGH
CUST001531,12755,UP,INDIVIDUAL,RETIRED,LOW
CUST001532,38231,DL,CORPORATE,TRADER,LOW
CUST001533,25875,KA,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST001534,15658,KA,CORPORATE,STUDENT,HIGH
CUST001535,38912,RJ,CORPORATE,EMPLOYEE,HIGH
CUST001536,39337,DL,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001537,12265,TN,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST001538,5725,WB,INDIVIDUAL,STUDENT,HIGH
CUST001539,49375,DL,INDIVIDUAL,TRADER,HIGH
CUST001540,39896,RJ,INDIVIDUAL,TRADER,MEDIUM
CUST001541,11878,UP,INDIVIDUAL,TRADER,HIGH
CUST001542,30939,RJ,CORPORATE,STUDENT,LOW
CUST001543,35143,MH,CORPORATE,EMPLOYEE,MEDIUM
CUST001544,39782,UP,CORPORATE,TRADER,MEDIUM
CUST001545,54534,GJ,INDIVIDUAL,RETIRED,LOW
CUST001546,15325,DL,CORPORATE,RETIRED,HIGH
CUST001547,40439,KA,CORPORATE,EMPLOYEE,HIGH
CUST001548,4832,MH,CORPORATE,STUDENT,LOW
CUST001549,26053,MH,CORPORATE,RETIRED,HIGH
CUST001550,58654,KA,CORPORATE,EMPLOYEE,LOW
CUST001551,9465,UP,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST001552,23991,DL,INDIVIDUAL,STUDENT,LOW
CUST001553,40430,MH,INDIVIDUAL,STUDENT,LOW
CUST001554,48179,DL,CORPORATE,EMPLOYEE,LOW
