ACCOUNT_ID,customer_id,account_type,account_currency,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,customer_account_age_days,customer_kyc_age_days,customer_age_years,customer_address_change_count_12m,customer_phone_change_count_12m,account_txn_velocity_1h,account_txn_velocity_24h,account_pass_through_ratio_1d,account_pass_through_ratio_7d,account_pass_through_ratio_30d,account_incoming_txn_spike_score,account_outgoing_txn_spike_score,account_dormancy_days,account_dormant_reactivation_flag,account_unique_beneficiary_count_7d,account_unique_beneficiary_count_30d,upi_transaction_velocity_score,upi_transaction_entropy_score,upi_failed_transaction_ratio,upi_reversal_count_7d,upi_first_transaction_delay_minutes,upi_new_account_high_velocity_flag,upi_round_amount_transaction_ratio,upi_unique_counterparty_count_7d,upi_new_counterparty_ratio,upi_counterparty_growth_rate,upi_night_transaction_ratio,upi_ip_change_count_30d,upi_geo_location_variance,upi_device_change_count_30d,upi_pass_through_ratio_24h,upi_pass_through_ratio_7d,upi_burst_transaction_flag,upi_new_device_transfer_flag,atm_cash_withdrawal_count_24h,atm_cash_withdrawal_count_7d,atm_cash_withdrawal_amount_24h,atm_cash_withdrawal_amount_7d,atm_cash_deposit_count_24h,atm_cash_deposit_count_7d,atm_cash_deposit_amount_24h,atm_cash_deposit_amount_7d,atm_round_amount_deposit_ratio,atm_deposit_to_withdrawal_ratio,atm_night_withdrawal_ratio,atm_pin_retry_count_24h,atm_failed_transaction_count_7d,atm_terminal_usage_count_24h,atm_terminal_usage_count_7d,atm_geo_distance_variance,atm_multi_city_withdrawal_flag,atm_withdrawal_velocity_score,atm_rapid_withdrawal_flag,atm_new_account_cash_activity_flag,branch_cash_deposit_count_7d,branch_cash_deposit_count_30d,branch_cash_deposit_amount_7d,branch_cash_deposit_amount_30d,branch_structured_cash_deposit_flag,branch_multiple_same_day_deposits_flag,branch_deposit_round_amount_ratio,branch_cash_deposit_frequency_score,branch_deposit_spike_flag,branch_deposit_to_transfer_delay_minutes,branch_deposit_to_upi_transfer_ratio,branch_deposit_to_imps_transfer_ratio,branch_deposit_to_neft_transfer_ratio,branch_deposit_to_rtgs_transfer_ratio,branch_cash_pass_through_ratio,branch_deposit_count_new_account_7d,branch_deposit_amount_new_account_7d,merchant_transaction_count_24h,merchant_transaction_count_7d,merchant_transaction_amount_24h,merchant_transaction_amount_7d,merchant_avg_transaction_amount,merchant_round_amount_ratio,merchant_high_value_transaction_ratio,merchant_unique_customer_count_7d,merchant_new_customer_ratio,merchant_repeat_customer_ratio,merchant_refund_transaction_count,merchant_refund_ratio,merchant_chargeback_ratio,merchant_transaction_velocity_score,merchant_transaction_entropy_score,merchant_night_transaction_ratio,merchant_cross_border_transaction_ratio,merchant_terminal_switch_count,merchant_terminal_geo_variance,merchant_gateway_transaction_ratio,merchant_gateway_refund_ratio,merchant_gateway_chargeback_ratio,merchant_gateway_customer_entropy,merchant_settlement_amount_24h,merchant_settlement_velocity_score,device_session_duration_seconds,device_failed_login_count_24h,device_failed_login_count_7d,device_login_velocity_score,device_new_device_flag,device_device_change_count_30d,device_ip_change_count_7d,device_geo_variance_score,device_cross_country_login_flag,device_impossible_travel_flag,device_scripted_interaction_score,device_touch_pattern_entropy,device_typing_speed_score,device_session_entropy_score,customer_device_count,customer_ip_count,customer_login_count_7d,customer_login_count_30d,customer_login_geo_variance,sim_age_days,sim_swap_count_30d,foreign_sim_usage_flag,customer_phone_reuse_count,customer_email_reuse_count,customer_device_link_count,customer_identity_risk_score,customer_shared_mobile_count,customer_shared_email_count,total_fin_in_last_24h,total_fin_in_last_7d,total_fin_in_last_30d,fin_in_txn_count_24h,unique_senders_24h,avg_fin_in_amount,max_fin_in_amount,total_fin_out_last_24h,total_fin_out_last_7d,total_fin_out_last_30d,fin_out_txn_count_24h,unique_receivers_24h,avg_fin_out_amount,fin_in_fin_out_ratio,counterparty_is_new_beneficiary,inbound_outbound_time_gap,fin_out_immediate_after_in,fin_in_round_amount_ratio,fin_in_small_value_burst,fin_out_wallet_transfer_ratio,counterparty_shared_mobile_flag,counterparty_shared_device_flag,cross_border_transaction_count,cross_border_fin_in_ratio,cross_border_fin_out_ratio,high_risk_country_transfer_ratio,graph_node_degree,graph_in_degree,graph_out_degree,graph_degree_centrality,graph_betweenness_centrality,graph_closeness_centrality,graph_eigenvector_centrality,graph_pagerank_score,graph_clustering_coefficient,graph_triangle_count,graph_kcore_score,graph_community_size,graph_cross_border_edge_ratio,graph_money_flow_depth,graph_transaction_path_length,graph_cycle_detection_flag,graph_layering_pattern_score,graph_structuring_pattern_score,graph_ring_network_score,graph_account_device_link_count,graph_multi_identity_cluster_size,graph_channel_diversity_score,graph_channel_transition_score,graph_channel_behavior_entropy,network_neighbor_mule_ratio,network_two_hop_mule_exposure,network_three_hop_mule_exposure,network_suspicious_cluster_score,network_propagation_risk_score,network_behavior_anomaly_score,network_transaction_entropy,network_money_flow_concentration,network_cluster_risk_score,network_high_risk_neighbor_count,cross_channel_login_count_24h,cross_channel_device_usage_count,cross_channel_geo_variance,cross_channel_behavior_entropy,cross_channel_counterparty_overlap,cross_channel_session_overlap_flag,cross_channel_transaction_count_24h,cross_channel_transaction_amount_24h,cross_channel_channel_diversity,cross_channel_pass_through_ratio,cross_channel_velocity_score,mule_ring_shared_beneficiary_ratio,mule_ring_shared_sender_ratio,mule_ring_shared_device_count,mule_ring_shared_ip_count,mule_cartel_device_network_size,mule_cartel_layer_depth,mule_network_risk_score,mule_flag,mule_event_date,target_source_type,target_reason_summary,event_strength_score,mule_typology,typology_confidence,typology_reason_summary
ACC00005193,CUST0001739,SAVINGS,INR,ACTIVE,11830.54,10889.5,9243.59,2076,2075.0,4859.0,60.51,0.0,0.0,0.0,0.0,0.0,0.0,260.3230024213075,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.032258064516129,0.0,2467152.0,0.0,0.1612903225806451,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6374053216900275,-1.4428232973175177e-12,0.2133333333333333,2.5849625007125,1.0,6.0,0.0,0.0,4.0,2075.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,144.55,0.0,0.0,14989.281538461535,100000.0,0.0,0.0,37629.69,0.0,0.0,35302.939999999995,0.0,False,-7285.0,0.0,0.0,0.0,0.6458333333333334,1.0,0.0,48.0,1.0,1.0,0.0,27.0,27.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,28.0,0.0,25.0,25.0,1.0,-0.2486926488097718,4.458591205832548,-0.2486926488097718,0.0,27.0,8.0,8.0,2.6113947991546227,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.925925925925926,27.0,0.0,0.0,1.0,16.0,2.303770585635232,25.0,0.0,0.0,0.0,6.0,0.3470518605870673,0.0,0,0,0.0,6.0,0.0,1.0,0.0,0,,,,,,,
ACC00005194,CUST0001144,OD,INR,ACTIVE,2584.04,2334.01,2198.82,3093,3092.0,348.0,54.71,1.0,2.0,0.0,0.0,0.0,0.0,2.089030769230769,0.0,0.0,5.0,0.0,0.0,3.0,-0.1638873139879005,0.0,0.0294117647058823,0.0,3934950.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.908381804998532,-1.4428232973175177e-12,0.12,0.9999999999971146,1.0,2.0,0.0,0.0,2.0,3092.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,100100.0,0.0,0.0,51463.44388888888,100000.0,0.0,100000.0,209111.98,0.0,0.0,51175.28296296297,0.0,False,78105.0,0.0,1.0,0.0,0.7555555555555555,1.0,0.0,45.0,1.0,1.0,0.0,29.0,29.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,30.0,0.0,27.0,27.0,1.0,-0.2186680019376101,3.9614292709593446,-0.2186680019376101,0.0,29.0,8.0,8.0,2.544409135467726,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9310344827586208,29.0,0.0,0.0,1.0,17.0,1.986672018199666,27.0,1.0,0.0,0.0,6.0,0.4557749070704876,0.0,0,0,0.0,2.0,0.0,1.0,0.0,0,,,,,,,
ACC00005195,CUST0001358,SAVINGS,INR,ACTIVE,6606.71,6311.09,6233.22,1556,1555.0,327.0,21.24,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0256410256410256,0.0,1734490.0,0.0,0.358974358974359,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.75,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-0.1354882416542522,-1.4428232973175177e-12,0.1025,1.9999999999942293,1.0,4.0,0.0,0.0,4.0,1555.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50960.32407407407,100000.0,0.0,0.0,213482.8,0.0,0.0,41775.65692307693,0.0,False,-12131.0,0.0,0.0,0.0,0.7358490566037735,1.0,0.0,53.0,1.0,1.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,33.0,0.0,30.0,30.0,1.0,-0.1736310316293675,3.507048827759547,-0.1736310316293675,0.0,32.0,8.0,8.0,2.5550365325657243,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9375,32.0,0.0,0.0,1.0,17.0,2.140142455389213,30.0,1.0,0.0,0.0,6.0,0.4176224570430307,0.0,0,0,0.0,4.0,0.0,1.0,0.0,0,,,,,,,
ACC00005196,CUST0000417,NRE,GBP,ACTIVE,3718.32,3276.45,3577.86,2941,2940.0,470.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8081392780899568,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3720443.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15495.51,15495.51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.2392875588944005,-1.4428232973175177e-12,0.0,0.0,7.0,6.0,1.0,0.0,0.0,-1.4428232973175177e-12,0.0,0.0,1919.857142857143,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0238521033621673,-1.4428232973175177e-12,0.1399999999999999,2.807354922047505,1.0,7.0,0.0,1.0,5.0,2940.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,73355.4,0.0,0.0,32885.432499999995,100000.0,0.0,15983.58,132636.78,0.0,0.0,50066.8959375,0.0,True,-44485.0,0.0,0.0,1.0,0.6136363636363636,1.0,0.0,44.0,1.0,1.0,0.0,37.0,37.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,38.0,0.0,35.0,35.0,1.0,-0.0985694144489632,3.91825235178845,-0.0985694144489632,0.0,37.0,9.0,9.0,2.811882163443942,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.945945945945946,37.0,0.0,0.0,1.0,17.0,2.608114645281117,35.0,0.0,0.0,0.0,7.0,0.2942986965933001,0.0,0,0,0.0,7.0,0.0,1.0,0.0,0,,,,,,,
ACC00005197,CUST0007214,CURRENT,INR,ACTIVE,110752.14,117528.84,88372.15,2688,2687.0,547.0,39.43,0.0,0.0,0.0,0.0,0.0,0.0,0.8062829024522745,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0571428571428571,0.0,3350492.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.75,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-0.1354882416542522,-1.4428232973175177e-12,0.14,1.9999999999942293,1.0,4.0,0.0,0.0,4.0,2687.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,33170.020000000004,0.0,0.0,23921.56705882353,100000.0,0.0,0.0,26744.42,0.0,0.0,45205.26678571429,0.0,False,26892.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,45.0,1.0,1.0,0.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,27.0,0.0,24.0,24.0,1.0,-0.2637049722458527,4.103909910252068,-0.2637049722458527,0.0,26.0,9.0,9.0,2.844106544801554,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9230769230769232,26.0,0.0,0.0,1.0,18.0,2.436233524491592,24.0,0.0,0.0,0.0,7.0,0.3873554678392423,0.0,0,0,0.0,4.0,0.0,1.0,0.0,0,,,,,,,
ACC00005198,CUST0001393,NRE,INR,ACTIVE,46265.64,48385.6,37776.59,1432,1431.0,2453.0,34.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,-0.1638873139879005,0.0,0.0,0.0,1550412.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.294828586670672,-1.4428232973175177e-12,0.25,-1.4428232973175177e-12,1.0,1.0,0.0,0.0,1.0,1431.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,28911.43,28911.43,28911.43,0.0,0.0,30672.3575,100000.0,0.0,5902.3,5902.3,0.0,0.0,52892.93709677418,4.898332853294479,False,-73306.0,0.0,0.0,1.0,0.6511627906976745,1.0,0.0,43.0,1.0,1.0,0.0,23.0,23.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,24.0,0.0,21.0,21.0,1.0,-0.3087419425540952,3.1961999989506924,-0.3087419425540952,0.0,23.0,8.0,8.0,2.731419306094444,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9130434782608696,23.0,0.0,1.0,1.0,16.0,2.5387398070919027,21.0,0.0,1.0,28911.43,7.0,0.2609661821629586,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0,,,,,,,
ACC00005199,CUST0002696,SAVINGS,INR,ACTIVE,56566.31,56429.04,50236.88,2619,2618.0,587.0,44.09,0.0,0.0,0.0,1.0,0.0,0.0,2.5583902465700152,0.0,0.0,0.0,0.0,0.0,2.0,-0.1638873139879005,0.0,0.0,0.0,3255287.0,0.0,0.2592592592592592,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.2,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.2509585400178876,-1.4428232973175177e-12,0.106,2.321928094880149,1.0,5.0,0.0,1.0,5.0,2618.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,13166.24,0.0,0.0,49295.133157894736,100000.0,27682.42,27682.42,33684.38,1.0,0.0,34092.3,0.0,False,37680.0,0.0,0.0,0.0,0.6585365853658537,0.0,0.0,41.0,1.0,1.0,0.0,32.0,32.0,32.0,0.9696969696969696,0.0,0.0,0.0,0.9696969696969696,0.0,0.0,32.0,33.0,0.0,31.0,31.0,1.0,-0.1586187081932867,4.317121392048215,-0.1586187081932867,0.0,32.0,8.0,8.0,2.631134824483755,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9393939393939394,32.0,0.0,1.0,1.0,16.0,2.3812280802350774,30.0,0.0,1.0,27682.42,6.0,0.4048947061335557,-0.1835249764029459,0,0,0.0,5.0,0.0,1.0,0.0,0,,,,,,,
ACC00005200,CUST0001082,WALLET,INR,ACTIVE,44649.5,37263.66,44609.31,2729,2728.0,2339.0,22.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.032258064516129,0.0,3416091.0,0.0,0.3870967741935484,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0238521033621673,-1.4428232973175177e-12,0.1914285714285714,2.807354922047505,1.0,7.0,0.0,0.0,7.0,2728.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53593.67615384615,100000.0,0.0,0.0,30507.51,0.0,0.0,32775.85,0.0,False,-22468.0,0.0,0.0,0.0,0.6739130434782609,1.0,0.0,46.0,1.0,1.0,0.0,31.0,31.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,32.0,0.0,29.0,29.0,1.0,-0.1886433550654484,4.115486632934337,-0.1886433550654484,0.0,31.0,8.0,8.0,2.5304728294151,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.935483870967742,31.0,0.0,0.0,1.0,18.0,2.2828314506883074,29.0,1.0,0.0,0.0,6.0,0.3669440999184376,0.0,0,0,0.0,7.0,0.0,1.0,0.0,0,,,,,,,
ACC00005201,CUST0002525,SAVINGS,INR,ACTIVE,26912.9,22262.42,25254.88,2954,2953.0,2002.0,69.37,0.0,0.0,0.0,0.0,0.0,0.0,0.4994336671930864,0.0,0.0,1.0,0.0,0.0,2.0,-0.1638873139879005,0.0,0.0571428571428571,0.0,3750207.0,0.0,0.2285714285714285,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6374053216900275,-1.4428232973175177e-12,0.1583333333333333,2.5849625007125,1.0,6.0,0.0,0.0,5.0,2953.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,100.0,200226.79,0.0,0.0,28020.4068,100000.0,0.0,0.0,100000.0,0.0,0.0,41668.9103125,0.0,False,16080.0,0.0,0.0,1.0,0.6140350877192983,0.0,0.0,57.0,1.0,1.0,0.0,31.0,31.0,31.0,0.96875,0.0,0.0,0.0,0.96875,0.0,0.0,31.0,32.0,0.0,30.0,30.0,1.0,-0.1736310316293675,4.515319531075832,-0.1736310316293675,0.0,31.0,8.0,8.0,2.495657328506658,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9375,31.0,0.0,0.0,1.0,18.0,2.370960292742762,29.0,1.0,0.0,0.0,6.0,0.3308829379473177,0.0,0,0,0.0,6.0,0.0,1.0,0.0,0,,,,,,,
ACC00005202,CUST0001765,NRE,INR,FROZEN,127111.05,129293.62,98347.88,671,670.0,4224.0,56.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,451757.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-0.1354882416542522,-1.4428232973175177e-12,0.215,1.9999999999942293,1.0,4.0,0.0,0.0,4.0,670.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35798.262142857144,100000.0,0.0,0.0,291821.4,0.0,0.0,40933.30115384615,0.0,False,-2605.0,0.0,0.0,0.0,0.7,1.0,0.0,40.0,1.0,1.0,0.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,27.0,0.0,24.0,24.0,1.0,-0.2637049722458527,4.103909910252068,-0.2637049722458527,0.0,26.0,8.0,8.0,2.595476027621837,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9230769230769232,26.0,0.0,0.0,1.0,16.0,2.2048205215936574,24.0,0.0,0.0,0.0,6.0,0.3811015550565128,0.0,0,0,0.0,4.0,0.0,1.0,0.0,0,,,,,,,
ACC00005203,CUST0001617,SAVINGS,INR,ACTIVE,10583.85,9305.57,9933.28,1275,1274.0,4252.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,1320391.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.6374053216900275,-1.4428232973175177e-12,0.1316666666666666,2.5849625007125,1.0,6.0,0.0,0.0,6.0,1274.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54137.77749999999,100000.0,0.0,0.0,46481.67,0.0,0.0,33343.32058823531,0.0,False,-47138.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,54.0,1.0,1.0,0.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,36.0,0.0,33.0,33.0,1.0,-0.128594061321125,4.042033079622891,-0.128594061321125,0.0,35.0,8.0,8.0,2.65941238910844,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9428571428571428,35.0,0.0,0.0,1.0,17.0,2.421865960779836,33.0,1.0,0.0,0.0,6.0,0.3405804640343792,0.0,0,0,0.0,6.0,0.0,1.0,0.0,0,,,,,,,
